
[00:00:00.000 --> 00:00:02.600]  原本我想放一段卡通給大家看
[00:00:02.600 --> 00:00:12.300]  是一間在台灣高雄市的年青人教會的教會
[00:00:12.300 --> 00:00:18.600]  是張蒙恩牧師帶領的
[00:00:18.600 --> 00:00:22.100]  他們訓練他們的弟兄姊妹
[00:00:22.100 --> 00:00:26.900]  一班小組就會加入小組
[00:00:26.900 --> 00:00:29.700]  所以他們訓練最基本基層的領袖
[00:00:29.700 --> 00:00:33.700]  要他們學習關心別人
[00:00:33.700 --> 00:00:36.700]  他們怎樣做呢?
[00:00:36.700 --> 00:00:40.000]  卡通片有一個叫做軍曹的
[00:00:40.000 --> 00:00:43.000]  像青蛙的叫GELOLO
[00:00:43.000 --> 00:00:48.500]  GELOLO的日文字譯出來應該是五掌
[00:00:48.500 --> 00:00:53.300]  最小的一個軍事單位
[00:00:53.300 --> 00:00:55.300]  三個人就有一個五
[00:00:55.300 --> 00:01:00.900]  一個小組有七個人分成兩個五
[00:01:00.900 --> 00:01:05.300]  每個五裡面有三個人輪流做五掌
[00:01:05.300 --> 00:01:07.300]  每個星期輪流做五掌
[00:01:07.300 --> 00:01:09.300]  五掌要做什麼呢?
[00:01:09.300 --> 00:01:13.300]  五掌要打兩個電話關心人
[00:01:13.300 --> 00:01:15.900]  分別給A和B
[00:01:15.900 --> 00:01:16.900]  因為是三個人
[00:01:16.900 --> 00:01:18.900]  五掌是A和B
[00:01:18.900 --> 00:01:21.900]  打給A問他最近怎樣
[00:01:21.900 --> 00:01:24.700]  你不舒服嗎?
[00:01:24.700 --> 00:01:27.700]  為你身體不舒服祈禱
[00:01:27.700 --> 00:01:31.300]  剛剛那套卡通片就是男生A組員
[00:01:31.300 --> 00:01:33.500]  跌了一隻腳進了醫院
[00:01:33.500 --> 00:01:34.500]  為他祈禱
[00:01:34.500 --> 00:01:37.100]  接著打給B組員
[00:01:37.100 --> 00:01:39.900]  問B組員你最近情況怎樣
[00:01:39.900 --> 00:01:41.300]  他說他正在讀書
[00:01:41.300 --> 00:01:44.900]  很忙碌預備期末考試
[00:01:44.900 --> 00:01:47.500]  為你讀書有效率祈禱
[00:01:47.500 --> 00:01:48.900]  做了一個簡單的祈禱
[00:01:48.900 --> 00:01:51.300]  祈禱神讓他讀書能夠有領袖
[00:01:51.300 --> 00:01:53.700]  能夠有效率讀對
[00:01:53.700 --> 00:01:55.700]  需要溫習的內容
[00:01:55.700 --> 00:01:57.700]  好好面對考試
[00:01:57.700 --> 00:02:01.300]  接著加多一個責任
[00:02:01.300 --> 00:02:05.100]  推動B組員去關心A組員
[00:02:05.100 --> 00:02:07.700]  A組員去了醫院
[00:02:07.700 --> 00:02:08.700]  扭傷腳
[00:02:08.700 --> 00:02:10.700]  我們一起去探望他好不好
[00:02:10.700 --> 00:02:12.300]  B組員當然疑惑
[00:02:12.300 --> 00:02:14.100]  哪有時間讀書
[00:02:14.100 --> 00:02:17.500]  還要我走出去關心他
[00:02:17.500 --> 00:02:23.900]  五長嘗試多說幾句鼓勵的說話
[00:02:23.900 --> 00:02:25.300]  提醒的說話
[00:02:25.300 --> 00:02:28.100]  最後說如果你是A組員
[00:02:28.100 --> 00:02:30.700]  你扭傷腳想不想別人去探望你
[00:02:30.700 --> 00:02:33.900]  B組員說也是的
[00:02:33.900 --> 00:02:36.900]  好吧我們一起去關心B組員
[00:02:36.900 --> 00:02:39.100]  那套卡通片下面
[00:02:39.100 --> 00:02:43.300]  還有一個向組長匯報的表格
[00:02:43.300 --> 00:02:44.500]  透過電郵
[00:02:44.500 --> 00:02:47.500]  透過現在的智能手機的技術
[00:02:47.500 --> 00:02:49.300]  很快地傳達給組長
[00:02:49.300 --> 00:02:51.500]  組長很輕鬆地踩滑板
[00:02:51.500 --> 00:02:59.500]  這個片有什麼意義呢
[00:02:59.500 --> 00:03:02.900]  我想告訴大家
[00:03:02.900 --> 00:03:08.900]  教會就應該這樣訓練領袖
[00:03:08.900 --> 00:03:11.500]  我們的領袖
[00:03:11.500 --> 00:03:19.700]  不只是委員會的主席或委員
[00:03:19.700 --> 00:03:24.900]  我們的領袖是每一個弟兄姊妹
[00:03:24.900 --> 00:03:28.300]  這是浸信會的信念
[00:03:28.300 --> 00:03:30.100]  信徒皆為祭司
[00:03:30.100 --> 00:03:31.700]  祭司是一個領袖
[00:03:31.700 --> 00:03:34.300]  有大一點的祭司和小一點的祭司
[00:03:34.300 --> 00:03:36.100]  祭司做什麼
[00:03:36.100 --> 00:03:41.500]  祭司站在人與神之間影響人
[00:03:41.500 --> 00:03:45.300]  幫助他親近神
[00:03:45.300 --> 00:03:47.700]  聖經提醒我們
[00:03:47.700 --> 00:03:54.300]  如果你不能愛眼所見的弟兄
[00:03:54.300 --> 00:03:56.500]  你懂不懂得愛神
[00:03:56.500 --> 00:04:00.700]  所以祭司要幫助人去愛神的時候
[00:04:00.700 --> 00:04:03.100]  必須要什麼
[00:04:03.100 --> 00:04:09.100]  去幫助他去愛他可以見到的弟兄
[00:04:09.100 --> 00:04:11.500]  但祭司本身
[00:04:11.500 --> 00:04:14.500]  可不可以只是用口來說
[00:04:14.500 --> 00:04:16.100]  這個愛的道理
[00:04:16.100 --> 00:04:18.900]  而他不走呢
[00:04:18.900 --> 00:04:19.900]  不可以的
[00:04:19.900 --> 00:04:21.900]  因為中國人都懂得這句話
[00:04:21.900 --> 00:04:27.100]  新教比現教重要
[00:04:27.100 --> 00:04:31.900]  所以這是每一個弟兄姊妹
[00:04:31.900 --> 00:04:33.900]  其實你要成為祭司
[00:04:33.900 --> 00:04:37.700]  成為一個最基本的領袖的時候
[00:04:37.700 --> 00:04:39.300]  當我將我的說話
[00:04:39.300 --> 00:04:41.700]  將我的生命表達出來的時候
[00:04:41.700 --> 00:04:44.900]  其實我們已經在走一個祭司的功能
[00:04:44.900 --> 00:04:47.100]  做一個小領袖大領袖
[00:04:47.100 --> 00:04:50.900]  不知道神擺你在哪個層次做領袖
[00:04:50.900 --> 00:04:54.300]  但你已經在影響人
[00:04:54.300 --> 00:04:56.500]  怎樣去愛神
[00:04:56.500 --> 00:04:58.700]  怎樣去愛人
[00:04:58.700 --> 00:05:01.300]  所以這段很短的短片
[00:05:01.300 --> 00:05:02.500]  讓我們看到一件事
[00:05:02.500 --> 00:05:06.900]  這間教會在幾年的裏面
[00:05:06.900 --> 00:05:10.300]  當然它的牧者有個很重要的領導
[00:05:10.300 --> 00:05:12.100]  新教的角色
[00:05:12.100 --> 00:05:15.500]  去帶領弟兄活出這生命的態度
[00:05:15.500 --> 00:05:16.700]  今早很特別
[00:05:16.700 --> 00:05:19.300]  我剛剛看權衡時間
[00:05:19.300 --> 00:05:22.100]  你知不知道今早有權衡時間看
[00:05:22.100 --> 00:05:25.300]  是六點鐘
[00:05:25.300 --> 00:05:27.300]  我平時是星期六早上看到的
[00:05:27.300 --> 00:05:31.900]  不過今次是星期日早上看到的
[00:05:31.900 --> 00:05:35.900]  原來在神的角度裏面
[00:05:35.900 --> 00:05:39.900]  登山補訓裏面
[00:05:39.900 --> 00:05:43.900]  要讓我們看到一樣很重要最基本的
[00:05:43.900 --> 00:05:46.500]  我們的信仰在神的角度裏面做領袖
[00:05:46.500 --> 00:05:48.500]  要做什麼
[00:05:48.500 --> 00:05:51.500]  就是要學做僕人
[00:05:51.500 --> 00:05:53.100]  要學做僕人
[00:05:53.100 --> 00:05:55.500]  如果你沒有那個僕人的心態
[00:05:55.500 --> 00:05:59.700]  行出神給我們的愛
