
[00:00:00.000 --> 00:00:02.000]  兄弟姊妹早安
[00:00:02.000 --> 00:00:08.460]  多謝主又有機會和大家透過主的道一同學習
[00:00:08.460 --> 00:00:13.600]  上一次在祖宗堂分享已經是四個月之前
[00:00:13.600 --> 00:00:18.440]  那次是分享約翰福音第十四章當中的一段
[00:00:18.440 --> 00:00:21.540]  今天是第十五章當中的一段
[00:00:21.540 --> 00:00:24.640]  為什麼隔了這麼久才到第十五章呢?
[00:00:24.640 --> 00:00:28.600]  理由剛才蔡傳佬也說了
[00:00:28.600 --> 00:00:31.240]  當中發生了很多的事
[00:00:31.240 --> 00:00:40.000]  這段時間我們用了一段時間更加多在禱告上學習
[00:00:40.000 --> 00:00:45.960]  是不是今天回來約翰福音事情就平息了呢?當然不是
[00:00:45.960 --> 00:00:50.440]  我們都知道事件還會繼續
[00:00:50.440 --> 00:00:53.160]  但是我們回來約翰福音
[00:00:53.160 --> 00:00:59.200]  我們繼續看看上帝會不會有一些教導給我們
[00:00:59.200 --> 00:01:03.960]  可以在講壇上和大家一起學習
[00:01:03.960 --> 00:01:06.460]  其實是很興奮的一件事
[00:01:06.460 --> 00:01:08.460]  不過在這幾個月裡
[00:01:08.460 --> 00:01:11.800]  我想我和香港很多的傳道目者
[00:01:11.800 --> 00:01:16.400]  都應該有很相似的經歷
[00:01:16.400 --> 00:01:20.760]  就是預備講道覺得很困難
[00:01:20.760 --> 00:01:24.920]  當然可能是講的內容
[00:01:24.920 --> 00:01:27.960]  很多時候都會突然間變得很敏感
[00:01:27.960 --> 00:01:29.960]  這個很困難
[00:01:29.960 --> 00:01:31.960]  我想另一種困難就是
[00:01:31.960 --> 00:01:33.960]  預備講道的時候
[00:01:33.960 --> 00:01:35.960]  無論是在白天
[00:01:35.960 --> 00:01:38.560]  或者是在深宵的時分
[00:01:38.560 --> 00:01:47.120]  好像在講道的空間外都發生了很多事
[00:01:47.120 --> 00:01:49.600]  如果我打開手機或者打開電視機
[00:01:49.600 --> 00:01:53.800]  好像總是有些直播在做
[00:01:53.800 --> 00:01:55.800]  在這種心情裡面
[00:01:55.800 --> 00:01:57.800]  好像要抽離一下
[00:01:57.800 --> 00:02:01.240]  要回到這篇講章裡面
[00:02:01.240 --> 00:02:03.240]  都真的很不容易
[00:02:03.240 --> 00:02:06.080]  我相信弟兄姊妹都有很多類似的經歷
[00:02:06.080 --> 00:02:08.080]  其實講道是一樣的
[00:02:08.080 --> 00:02:10.080]  聽到都不見得容易
[00:02:10.080 --> 00:02:12.080]  所以我們真的要求主去幫助我們
[00:02:12.080 --> 00:02:15.280]  這個時候我們可以怎樣回到主裡面
[00:02:15.280 --> 00:02:17.280]  去求主幫助我們
[00:02:17.280 --> 00:02:21.680]  講回約翰福音第十五章的時候
[00:02:21.680 --> 00:02:23.680]  上一段已經是很久以前講了
[00:02:23.680 --> 00:02:26.480]  不過大家應該都會記得
[00:02:26.480 --> 00:02:29.520]  我們是在講彼此相愛的訊息
[00:02:29.520 --> 00:02:32.800]  這個似乎都是我們很熟悉的東西
[00:02:32.800 --> 00:02:36.800]  可能都是一些陳腔濫調的東西
[00:02:36.800 --> 00:02:38.800]  去到今天
[00:02:38.800 --> 00:02:40.800]  今時今日的香港
[00:02:40.800 --> 00:02:48.800]  講這些可以說是不是超離地呢
[00:02:48.800 --> 00:02:52.800]  我在想可能是剛剛相反
[00:02:52.800 --> 00:02:58.800]  今天我們活在一個很大的關係張力裡面
[00:02:58.800 --> 00:03:00.800]  你覺不覺得
[00:03:00.800 --> 00:03:04.800]  我就覺得比起五年前佔中的時候
[00:03:04.800 --> 00:03:06.800]  更加的強力
[00:03:06.800 --> 00:03:09.800]  今天無論是在家裡
[00:03:09.800 --> 00:03:11.800]  在學校
[00:03:11.800 --> 00:03:12.800]  在教會
[00:03:12.800 --> 00:03:13.800]  在職場
[00:03:13.800 --> 00:03:17.800]  甚至乎在巴士的車廂裡面
[00:03:17.800 --> 00:03:20.800]  一句話
[00:03:20.800 --> 00:03:24.800]  或者一個人想穿的衣服的顏色
[00:03:24.800 --> 00:03:26.800]  一些服飾
[00:03:26.800 --> 00:03:30.800]  或者某種職業
[00:03:30.800 --> 00:03:33.800]  可能都不用我們講一句話
[00:03:33.800 --> 00:03:37.800]  已經足以激起很多情緒
[00:03:37.800 --> 00:03:42.800]  於是雙方很快就會進入了一種敵對
[00:03:42.800 --> 00:03:47.800]  一種戰鬥的狀態
[00:03:47.800 --> 00:03:51.800]  五年前我覺得是一個當頭棒學
[00:03:51.800 --> 00:03:55.800]  而這三個月就再一次確定了一件事
[00:03:55.800 --> 00:03:59.800]  我看到香港的信徒
[00:03:59.800 --> 00:04:03.800]  我們在彼此相愛的功課裡面
[00:04:03.800 --> 00:04:08.800]  我相信我們還有很多要學習的空間
