
[00:00:00.000 --> 00:00:04.000]  北京北角我們看以色列記到今次第七章
[00:00:04.000 --> 00:00:06.000]  頭六章是這樣說
[00:00:06.000 --> 00:00:08.000]  第一章的時候說到
[00:00:08.000 --> 00:00:11.000]  這班在秘魯地方
[00:00:11.000 --> 00:00:13.000]  尤其是波斯帝國管治
[00:00:13.000 --> 00:00:15.000]  第一個皇帝古列王
[00:00:15.000 --> 00:00:18.000]  容許以色列人回歸到耶路撒冷裏面
[00:00:18.000 --> 00:00:20.000]  重建他的聖殿
[00:00:20.000 --> 00:00:23.000]  並帶了一些聖殿的器物帶回去
[00:00:23.000 --> 00:00:25.000]  在第一章裏面記載
[00:00:25.000 --> 00:00:28.000]  於是大概有五萬人左右
[00:00:28.000 --> 00:00:30.000]  回去了
[00:00:30.000 --> 00:00:31.000]  但很可惜
[00:00:31.000 --> 00:00:34.000]  不久當地的敵人就針對他們
[00:00:34.000 --> 00:00:35.000]  上告於古列王
[00:00:35.000 --> 00:00:37.000]  說這是一個背叛之文
[00:00:37.000 --> 00:00:40.000]  於是古列王就下了一道禁令
[00:00:40.000 --> 00:00:43.000]  禁止他們重建聖殿
[00:00:43.000 --> 00:00:46.000]  於是由那時開始聖殿就停止
[00:00:46.000 --> 00:00:48.000]  然後古列王過世之後
[00:00:48.000 --> 00:00:51.000]  第二個皇帝叫做方比西斯
[00:00:51.000 --> 00:00:53.000]  是沒有記載的
[00:00:53.000 --> 00:00:54.000]  他過世之後
[00:00:54.000 --> 00:00:56.000]  到第三個皇帝大利烏王
[00:00:56.000 --> 00:00:58.000]  大利烏王第二年的時候
[00:00:58.000 --> 00:01:01.000]  上帝先知哈塞和撒加利亞
[00:01:01.000 --> 00:01:02.000]  然後激勵他們
[00:01:02.000 --> 00:01:05.000]  要完成上帝的聖殿重建
[00:01:05.000 --> 00:01:07.000]  於是在大利烏王第二年的時候
[00:01:07.000 --> 00:01:09.000]  他就重建聖殿
[00:01:09.000 --> 00:01:11.000]  當時的禁令還沒有撤出
[00:01:11.000 --> 00:01:15.000]  於是他們就跟當時荷西的種族說
[00:01:15.000 --> 00:01:18.000]  上帝當時的古列王
[00:01:18.000 --> 00:01:22.000]  下了一道禁令給他們重建聖殿
[00:01:22.000 --> 00:01:24.000]  叫他們去找這個禁令出來
[00:01:24.000 --> 00:01:26.000]  於是後來就發現這個預旨
[00:01:26.000 --> 00:01:28.000]  當時的皇帝大利烏王
[00:01:28.000 --> 00:01:31.000]  就准許他們重建聖殿
[00:01:31.000 --> 00:01:33.000]  直至用了四年的時間
[00:01:33.000 --> 00:01:35.000]  在大利烏王第六年的時候
[00:01:35.000 --> 00:01:37.000]  聖殿就完成了
[00:01:37.000 --> 00:01:39.000]  已經去到第六章
[00:01:39.000 --> 00:01:41.000]  聖殿應該完成了
[00:01:41.000 --> 00:01:43.000]  完成了應該就結束了
[00:01:43.000 --> 00:01:46.000]  以色列祭還沒有回來建聖殿
[00:01:46.000 --> 00:01:48.000]  但是那個以色列祭還沒有撤出
[00:01:48.000 --> 00:01:51.000]  去到第七章之後還有
[00:01:51.000 --> 00:01:53.000]  而第七章第十章
[00:01:53.000 --> 00:01:55.000]  第七章第十章裏面
[00:01:55.000 --> 00:01:57.000]  有一個很重要的人物出現了
[00:01:57.000 --> 00:01:59.000]  這個人物叫以斯拉
[00:01:59.000 --> 00:02:01.000]  特別留意他會用一個「我」這個名稱
[00:02:01.000 --> 00:02:03.000]  來稱呼自己
[00:02:03.000 --> 00:02:05.000]  這個被稱為第七至第十章
[00:02:05.000 --> 00:02:07.000]  以斯拉的回憶錄
[00:02:07.000 --> 00:02:09.000]  以斯拉就起來
[00:02:09.000 --> 00:02:11.000]  來教導以色列人
[00:02:11.000 --> 00:02:14.000]  關於上帝的律法的事情
[00:02:14.000 --> 00:02:17.000]  為什麼以色列這麼重要?
[00:02:17.000 --> 00:02:19.000]  為什麼要教導上帝的律法?
[00:02:19.000 --> 00:02:21.000]  明明已經完成了聖殿的重建
[00:02:21.000 --> 00:02:23.000]  為什麼要這樣做呢?
[00:02:23.000 --> 00:02:24.000]  有了聖殿
[00:02:24.000 --> 00:02:26.000]  但若果裏面的人
[00:02:26.000 --> 00:02:28.000]  不是很懂得按照上帝的律法
[00:02:28.000 --> 00:02:30.000]  來敬拜去生活的時候
[00:02:30.000 --> 00:02:32.000]  可能已經有了教會
[00:02:32.000 --> 00:02:35.000]  不過那些人就隨意自己想怎樣生活的時候
[00:02:35.000 --> 00:02:39.000]  整個以色列的民就全都離開了
[00:02:39.000 --> 00:02:42.000]  不像上帝國的子民
[00:02:42.000 --> 00:02:45.000]  於是以斯拉就有一個很重要的作用
[00:02:45.000 --> 00:02:48.000]  就是將上帝的律法教導當事人
[00:02:48.000 --> 00:02:52.000]  懂得按照上帝的律法來敬拜去生活
[00:02:52.000 --> 00:02:55.000]  否則就變成一個走樣的以色列民
[00:02:55.000 --> 00:02:59.000]  但當我們看以斯拉的第七章第一節的時候
[00:02:59.000 --> 00:03:00.000]  就告訴我們
[00:03:00.000 --> 00:03:02.000]  以斯拉開始的時候
[00:03:02.000 --> 00:03:04.000]  他的皇帝叫什麼皇帝?
[00:03:04.000 --> 00:03:06.000]  他在第一節說
[00:03:06.000 --> 00:03:10.000]  波斯王阿達薩西年間就有一個以斯拉
[00:03:10.000 --> 00:03:12.000]  這個皇帝的阿達薩西
[00:03:12.000 --> 00:03:15.000]  究竟這個皇帝是一個怎樣的皇帝?
[00:03:15.000 --> 00:03:18.000]  和之前的皇帝的次序是怎樣的呢?
[00:03:18.000 --> 00:03:20.000]  我想和大家看一看圖表
[00:03:20.000 --> 00:03:22.000]  首先第一個皇帝就是古列國
[00:03:22.000 --> 00:03:26.000]  容許以色列人回去重建
[00:03:26.000 --> 00:03:30.000]  後來也是他那個時候被禁止了建建
[00:03:30.000 --> 00:03:32.000]  然後他離開了之後
[00:03:32.000 --> 00:03:34.000]  第二個皇帝就是光比西斯
[00:03:34.000 --> 00:03:36.000]  這個聖經是沒有記載的
[00:03:36.000 --> 00:03:38.000]  他之後就有另一個皇帝
[00:03:38.000 --> 00:03:39.000]  就是大利烏王
[00:03:39.000 --> 00:03:41.000]  大利烏王第二年的時候
[00:03:41.000 --> 00:03:45.000]  天之下該撒加利亞就訊息激勵他們重建
[00:03:45.000 --> 00:03:46.000]  結果在這個時候裏面
[00:03:46.000 --> 00:03:47.000]  用了四年時間
[00:03:47.000 --> 00:03:49.000]  大利烏王第六年
[00:03:49.000 --> 00:03:51.000]  就聖殿已經重建完成了
[00:03:51.000 --> 00:03:53.000]  聖殿重建完成之後
[00:03:53.000 --> 00:03:55.000]  到了哪個皇帝呢?
[00:03:55.000 --> 00:03:56.000]  那個阿哈徐老王
[00:03:56.000 --> 00:03:58.000]  在以斯拉是沒有記載的
[00:03:58.000 --> 00:03:59.000]  阿哈徐老王
[00:03:59.000 --> 00:04:01.000]  但我們有些印象
[00:04:01.000 --> 00:04:02.000]  以斯帖記
[00:04:02.000 --> 00:04:03.000]  以斯帖記裏面就記載
[00:04:03.000 --> 00:04:04.000]  在阿哈徐老王期間
[00:04:04.000 --> 00:04:07.000]  猶太人遭遇一個可能有滅族的危險
[00:04:07.000 --> 00:04:11.000]  在那個時候就記載在
[00:04:11.000 --> 00:04:13.000]  阿哈徐老王做皇帝的時候
[00:04:13.000 --> 00:04:15.000]  阿哈徐老王過了之後
[00:04:15.000 --> 00:04:16.000]  有誰呢?
[00:04:16.000 --> 00:04:18.000]  就是阿達薩西王
[00:04:18.000 --> 00:04:21.000]  就是現在這個以斯拉的第七章裏面提到
[00:04:21.000 --> 00:04:24.000]  以斯拉當時的皇帝
[00:04:24.000 --> 00:04:26.000]  就是阿達薩西王
[00:04:26.000 --> 00:04:27.000]  如果你這樣說
[00:04:27.000 --> 00:04:28.000]  你就會察覺
[00:04:28.000 --> 00:04:30.000]  在以斯拉的第六章
[00:04:30.000 --> 00:04:34.000]  第六章完成那個聖殿建築的時候
[00:04:34.000 --> 00:04:35.000]  是一個什麼皇帝呢?
[00:04:35.000 --> 00:04:36.000]  大利烏王
[00:04:36.000 --> 00:04:37.000]  大利烏王之後
[00:04:37.000 --> 00:04:39.000]  去到第七章
[00:04:39.000 --> 00:04:42.000]  就是阿達薩西王
[00:04:42.000 --> 00:04:44.000]  中間就跳了另一個皇帝
[00:04:44.000 --> 00:04:45.000]  阿哈徐老王
