
[00:00:00.000 --> 00:00:03.840]  好 今天我們就進入到這個題目
[00:00:03.840 --> 00:00:08.300]  這個題目就是在末世有關的
[00:00:08.300 --> 00:00:09.800]  關於什麼呢?
[00:00:09.800 --> 00:00:12.420]  我們立刻就進入去看
[00:00:12.420 --> 00:00:16.260]  那裡隨時準備
[00:00:16.260 --> 00:00:18.260]  警醒迎接神的國
[00:00:18.260 --> 00:00:20.800]  我不知道大家在一生中有些什麼
[00:00:20.800 --> 00:00:23.340]  常常多作準備
[00:00:23.340 --> 00:00:24.800]  是一件什麼事
[00:00:24.800 --> 00:00:26.340]  為什麼要持續
[00:00:26.340 --> 00:00:31.980]  我常常都聽到很多一生的事業的東西
[00:00:31.980 --> 00:00:36.940]  例如女士就說減肥是一生的事業
[00:00:36.940 --> 00:00:38.340]  是一生的
[00:00:38.340 --> 00:00:41.600]  有些人就說做運動也是一生的事業
[00:00:41.600 --> 00:00:44.480]  有些人就說扮靚也是一生的事業
[00:00:44.480 --> 00:00:46.340]  我們很多是一生的事業
[00:00:46.340 --> 00:00:50.720]  當有時我聽到女士說減肥是一生的事業的時候
[00:00:50.720 --> 00:00:53.340]  同時我又聽到有些人說
[00:00:53.340 --> 00:00:56.260]  減肥也是我的終身事業
[00:00:56.260 --> 00:00:59.640]  但是吃東西是我一生的興趣
[00:00:59.640 --> 00:01:00.940]  真是很困難
[00:01:00.940 --> 00:01:02.440]  有另一面
[00:01:02.440 --> 00:01:08.440]  剛剛我有個組長去了東京跑馬拉松40多公里
[00:01:08.440 --> 00:01:11.260]  做運動是一生的事業是很明白的
[00:01:11.260 --> 00:01:15.020]  但是有些人說做運動就好像拍拖一樣
[00:01:15.020 --> 00:01:16.940]  頭幾次很熱情
[00:01:16.940 --> 00:01:19.440]  之後就開始找藉口
[00:01:19.440 --> 00:01:22.180]  希望你拍拖不是經歷這樣的事
[00:01:22.180 --> 00:01:26.560]  扮靚是一生的事業有人就這樣說
[00:01:26.560 --> 00:01:30.840]  他說護膚是一場同時間的賽跑
[00:01:30.840 --> 00:01:32.640]  雖然我跑得慢
[00:01:32.640 --> 00:01:34.980]  但是我裝備多
[00:01:34.980 --> 00:01:37.060]  裝備多就是搞不定
[00:01:37.060 --> 00:01:39.060]  當然這個也是一個笑話
[00:01:39.060 --> 00:01:43.400]  我們很多東西真是需要很有恆心去堅持做
[00:01:43.400 --> 00:01:45.060]  有些做不到
[00:01:45.060 --> 00:01:46.760]  都明白的又不是這麼大件事
[00:01:46.760 --> 00:01:51.400]  不過有些東西我們的確要堅持去走去做
[00:01:51.400 --> 00:01:54.520]  因為那些東西不是我們喜歡或者不喜歡
[00:01:54.520 --> 00:01:56.520]  那些東西不是這樣
[00:01:56.520 --> 00:02:00.860]  就會產生很大的反效果
[00:02:00.860 --> 00:02:03.680]  例如消防員
[00:02:03.680 --> 00:02:08.480]  問你什麼時候準備好出去滅火救人
[00:02:08.480 --> 00:02:14.260]  當然不是當你看到收到電話你才準備
[00:02:14.260 --> 00:02:17.300]  其實是天天的準備
[00:02:17.300 --> 00:02:19.520]  時刻的效命
[00:02:19.520 --> 00:02:21.900]  因為危險隨時發生
[00:02:21.900 --> 00:02:23.100]  我看過報告
[00:02:23.100 --> 00:02:27.480]  看來也是相當有興趣
[00:02:27.480 --> 00:02:32.140]  原來一個消防員當他輪班的時候
[00:02:32.140 --> 00:02:34.440]  他不是在等著做什麼
[00:02:34.440 --> 00:02:35.780]  玩一下牌
[00:02:35.780 --> 00:02:37.200]  然後吃一下東西
[00:02:37.200 --> 00:02:38.940]  吃一下榴槤
[00:02:38.940 --> 00:02:40.520]  吃一下粽子
[00:02:40.520 --> 00:02:42.020]  如果是我就做得到
[00:02:42.020 --> 00:02:44.280]  我看完之後我發現我是肯定做不到的
[00:02:44.280 --> 00:02:44.900]  第一
[00:02:44.900 --> 00:02:48.640]  他早上需要好好安排
[00:02:48.640 --> 00:02:51.560]  接更檢查工具
[00:02:51.560 --> 00:02:54.100]  然後他就要消防訓練
[00:02:54.100 --> 00:02:55.680]  多層樓宇
[00:02:55.680 --> 00:02:57.720]  拯救就是走來走去
[00:02:57.720 --> 00:03:01.260]  然後他就要在裝備維修保養
[00:03:01.260 --> 00:03:03.640]  外勤巡查
[00:03:03.640 --> 00:03:09.640]  然後他需要出外檢查街井
[00:03:09.640 --> 00:03:11.360]  然後樓宇通道
[00:03:11.360 --> 00:03:13.520]  不斷在準備
[00:03:13.520 --> 00:03:14.980]  不僅如此
[00:03:14.980 --> 00:03:16.860]  還要有體能訓練
[00:03:16.860 --> 00:03:19.020]  會打排球和跑步
[00:03:19.020 --> 00:03:19.520]  好了
[00:03:19.520 --> 00:03:20.860]  我想問問大家知不知道為什麼
[00:03:20.860 --> 00:03:22.600]  歡迎在加拿大回來的朋友
[00:03:22.600 --> 00:03:24.860]  是你們
[00:03:24.860 --> 00:03:28.020]  昨天Carmen也提醒你們
[00:03:28.020 --> 00:03:29.280]  因為與我無關
[00:03:29.280 --> 00:03:31.320]  大家上網有父母在聽
[00:03:31.320 --> 00:03:36.600]  有人問為什麼消防員這麼喜歡打排球呢?
[00:03:36.600 --> 00:03:37.980]  大家有沒有想過?
[00:03:37.980 --> 00:03:39.060]  有沒有想過?
[00:03:39.060 --> 00:03:40.180]  我真的不明白
[00:03:40.180 --> 00:03:42.180]  有一個他說他很明白
[00:03:42.180 --> 00:03:43.020]  解釋了
[00:03:43.020 --> 00:03:44.180]  不知道是不是真的
[00:03:44.180 --> 00:03:46.400]  他說消防員打排球是第一個運動量高
[00:03:46.400 --> 00:03:47.220]  跑步運動量高
[00:03:47.220 --> 00:03:47.980]  第二
[00:03:47.980 --> 00:03:49.860]  受傷機會低
[00:03:49.860 --> 00:03:52.680]  因為消防員如果打籃球
[00:03:52.680 --> 00:03:53.980]  你知道我是男人
[00:03:53.980 --> 00:03:55.560]  我不知道你是男人
[00:03:55.560 --> 00:03:58.400]  我打籃球做事是不可以輸的
[00:03:58.400 --> 00:04:00.100]  我除了死給你看
[00:04:00.100 --> 00:04:01.020]  被你擊倒
[00:04:01.020 --> 00:04:03.860]  可能他們會抓住你
[00:04:03.860 --> 00:04:04.680]  踢你
[00:04:04.680 --> 00:04:05.680]  踢球
[00:04:05.680 --> 00:04:07.400]  所以這是最安全的分兩隊
[00:04:07.400 --> 00:04:08.820]  他們真的這麼說
[00:04:08.820 --> 00:04:10.480]  但是要運動
[00:04:10.480 --> 00:04:11.560]  要保持
[00:04:11.560 --> 00:04:15.680]  然後要有課堂的時間學習
[00:04:15.680 --> 00:04:17.680]  然後繼續維修
[00:04:17.680 --> 00:04:18.860]  車輛保養
[00:04:18.860 --> 00:04:21.140]  然後繼續等候
[00:04:21.140 --> 00:04:24.680]  後命在裡面等交接
[00:04:24.680 --> 00:04:29.480]  那個不是等那一刻來才準備
[00:04:29.480 --> 00:04:30.680]  是天天準備
[00:04:30.680 --> 00:04:31.900]  常常準備
[00:04:31.900 --> 00:04:34.060]  當然今天我們不僅是說這件事
[00:04:34.060 --> 00:04:35.520]  這件事當然重要
[00:04:35.520 --> 00:04:37.360]  但是我們說這件事更加重要
[00:04:37.360 --> 00:04:40.060]  就是末世的時候我們怎麼準備
[00:04:40.060 --> 00:04:42.560]  是不是末世的時刻
[00:04:42.560 --> 00:04:46.940]  才準備之前要做什麼
[00:04:46.940 --> 00:04:48.860]  今天這段經文
[00:04:48.860 --> 00:04:50.100]  就是一些宗教領袖
[00:04:50.100 --> 00:04:50.980]  法利賽人
[00:04:50.980 --> 00:04:53.140]  當時跟耶穌的對話
[00:04:53.140 --> 00:04:55.480]  他問耶穌天國是怎樣
[00:04:55.480 --> 00:04:56.980]  神國降臨是怎樣
[00:04:56.980 --> 00:04:59.180]  是不是政治性
[00:04:59.180 --> 00:05:01.480]  是不是領域性
[00:05:01.480 --> 00:05:04.600]  但是耶穌顛覆他們的想像
[00:05:04.600 --> 00:05:07.720]  將焦點轉向上帝
[00:05:07.720 --> 00:05:09.480]  不是他日
[00:05:09.480 --> 00:05:12.680]  是今天我們要準備什麼
[00:05:12.680 --> 00:05:16.400]  而今天上帝又是怎樣掌權
[00:05:16.400 --> 00:05:18.140]  今天我看到大家
[00:05:18.140 --> 00:05:20.900]  有些人又再來
[00:05:20.900 --> 00:05:21.980]  有些人沒有小組
[00:05:21.980 --> 00:05:22.980]  很開心
[00:05:22.980 --> 00:05:25.720]  所以我今天多送兩點給你
[00:05:25.720 --> 00:05:26.980]  送五點好不好
[00:05:26.980 --> 00:05:27.980]  開心嗎?
[00:05:27.980 --> 00:05:29.600]  好像不是很開心
[00:05:29.600 --> 00:05:30.400]  好不好
[00:05:30.400 --> 00:05:31.680]  說到五點好不好
[00:05:31.680 --> 00:05:35.320]  真的笑得很開心
[00:05:35.320 --> 00:05:37.100]  今天跟隔壁說一聲好不好
[00:05:37.100 --> 00:05:38.900]  今天有五點學習
[00:05:38.900 --> 00:05:40.320]  五點學習
[00:05:40.320 --> 00:05:41.320]  學習一
[00:05:41.320 --> 00:05:42.520]  一開始的對話
[00:05:42.520 --> 00:05:44.440]  一二十二節我立刻讀
[00:05:44.440 --> 00:05:45.180]  一二三
[00:05:45.180 --> 00:05:46.600]  法利賽人問
[00:05:46.600 --> 00:05:48.680]  神的國何時來到
[00:05:48.680 --> 00:05:50.100]  耶穌和教主
[00:05:50.100 --> 00:05:51.860]  神的國來好多時
[00:05:51.860 --> 00:05:53.140]  看在你們心裡
[00:05:53.140 --> 00:05:58.140]  看在哪裡
[00:05:58.140 --> 00:06:01.440]  因為神的國就在你們心裡
[00:06:01.440 --> 00:06:02.600]  法利賽人問一個問題
[00:06:02.600 --> 00:06:05.100]  神的國很有型有底
[00:06:05.100 --> 00:06:07.440]  他在問何時降臨
[00:06:08.320 --> 00:06:10.140]  人也不得說
[00:06:10.140 --> 00:06:11.400]  耶穌的回答
[00:06:11.400 --> 00:06:13.140]  是不是這樣的呢?
[00:06:13.140 --> 00:06:13.900]  我們很明白
[00:06:13.900 --> 00:06:15.020]  在當日在歷史
[00:06:15.020 --> 00:06:16.900]  或者不單止是他們的歷史
[00:06:16.900 --> 00:06:19.020]  在以往世界歷史
[00:06:19.020 --> 00:06:20.360]  無論是波斯
[00:06:20.360 --> 00:06:21.900]  無論是秦始皇
[00:06:21.900 --> 00:06:25.860]  無論是巴比倫
[00:06:25.860 --> 00:06:27.400]  或者是亞述
[00:06:27.400 --> 00:06:28.320]  希臘
[00:06:28.320 --> 00:06:30.100]  羅馬帝國等等
[00:06:30.100 --> 00:06:32.520]  都是有型有底地域性的
[00:06:32.520 --> 00:06:33.980]  外在化的
[00:06:33.980 --> 00:06:35.740]  地緣政治
[00:06:35.740 --> 00:06:37.860]  不過耶穌顛覆他的思想
[00:06:37.860 --> 00:06:40.480]  他說當日神國
[00:06:40.480 --> 00:06:41.600]  神國有兩種
[00:06:41.600 --> 00:06:42.520]  一個是末世
[00:06:42.520 --> 00:06:43.940]  神國會降臨
[00:06:43.940 --> 00:06:44.940]  第二個
[00:06:44.940 --> 00:06:47.940]  他說神國不只是末世才來
[00:06:47.940 --> 00:06:50.280]  如果我們記得耶穌出道第一句說
[00:06:50.280 --> 00:06:52.640]  天國近了
[00:06:52.640 --> 00:06:56.020]  你們應當悔改
[00:06:56.020 --> 00:06:56.980]  天國近
[00:06:56.980 --> 00:06:57.980]  天國已經降臨
[00:06:57.980 --> 00:06:59.020]  即是有兩種
[00:06:59.020 --> 00:06:59.520]  第一
[00:06:59.520 --> 00:07:01.640]  祂降臨在我們內心
[00:07:01.640 --> 00:07:02.280]  第二
[00:07:02.280 --> 00:07:06.240]  祂會一致過末世的末端
[00:07:06.240 --> 00:07:08.100]  會噴一聲出現
[00:07:08.100 --> 00:07:08.600]  好了
[00:07:08.600 --> 00:07:11.860]  所以第一件事我們正在學習的
[00:07:11.860 --> 00:07:16.200]  天國已經降臨在你內心
[00:07:16.200 --> 00:07:19.700]  是超越外在的尋求
[00:07:19.700 --> 00:07:21.480]  所以我們不是說地緣化
[00:07:21.480 --> 00:07:23.780]  政治化等等
[00:07:23.780 --> 00:07:24.700]  我們很明白的
[00:07:24.700 --> 00:07:27.520]  因為就算這幾年我們見到
[00:07:27.520 --> 00:07:29.740]  在俄羅斯打烏克蘭
[00:07:29.740 --> 00:07:31.200]  即是很地緣政治
[00:07:31.200 --> 00:07:33.980]  特朗普打委內瑞拉
[00:07:33.980 --> 00:07:36.200]  打伊朗
[00:07:36.200 --> 00:07:37.320]  我們也不用說也知道
[00:07:37.320 --> 00:07:39.060]  我們會想起很多軍事
[00:07:39.060 --> 00:07:40.320]  F35
[00:07:40.320 --> 00:07:41.560]  不同的裝備
[00:07:41.560 --> 00:07:42.560]  航空母艦
[00:07:42.560 --> 00:07:46.440]  突然間進入國家去打等等
[00:07:46.440 --> 00:07:47.780]  不過我們不是說這些
[00:07:47.780 --> 00:07:51.440]  天國不是這種形態
[00:07:51.440 --> 00:07:52.860]  耶穌顛覆我們的思想
[00:07:52.860 --> 00:07:54.520]  祂進到人的內心
[00:07:54.520 --> 00:07:57.520]  是我們要願意開放
[00:07:57.520 --> 00:08:00.320]  讓上帝進到我們內心
[00:08:00.320 --> 00:08:03.520]  並且在我們內心更新改變
[00:08:03.520 --> 00:08:06.360]  用這些例子你就更加容易拿捏到
[00:08:06.360 --> 00:08:09.360]  什麼是神國降臨
[00:08:09.360 --> 00:08:12.240]  前幾天我和廖牧師
[00:08:12.240 --> 00:08:13.520]  我們早上吃早餐
[00:08:13.520 --> 00:08:16.160]  有些mentoring section
[00:08:16.160 --> 00:08:18.240]  我們去了一間茶餐廳
[00:08:18.240 --> 00:08:19.360]  附近而已
[00:08:19.360 --> 00:08:20.780]  很多間茶餐廳
[00:08:20.780 --> 00:08:22.560]  我覺得香港茶餐廳真的很寶貴
[00:08:22.560 --> 00:08:25.280]  因為香港可以沒有任何一件事
[00:08:25.280 --> 00:08:26.660]  除了茶餐廳
[00:08:26.660 --> 00:08:29.200]  否則香港五分之一人應該沒有東西吃
[00:08:29.200 --> 00:08:30.280]  很重要的
[00:08:30.280 --> 00:08:31.400]  我們坐下來吃東西
[00:08:31.400 --> 00:08:32.940]  那間茶餐廳看到我們教會
[00:08:32.940 --> 00:08:33.980]  看到的位置
[00:08:33.980 --> 00:08:35.560]  你嘗試接觸那麼多間
[00:08:35.560 --> 00:08:37.820]  有哪一間看到我們教會
[00:08:37.820 --> 00:08:40.320]  什麼都有關係的
[00:08:40.320 --> 00:08:41.740]  我和廖牧師聊天
[00:08:41.740 --> 00:08:44.240]  突然間有個侍應走來
[00:08:44.240 --> 00:08:46.520]  他說你是不是就是那間教會
[00:08:46.520 --> 00:08:47.520]  指著我們
[00:08:47.520 --> 00:08:49.400]  樓上說是啊是啊
[00:08:49.400 --> 00:08:51.020]  幸好我們說了好話
[00:08:51.020 --> 00:08:53.140]  大家在外面說教會
[00:08:53.140 --> 00:08:54.360]  說神吧
[00:08:54.360 --> 00:08:55.520]  簡短一點
[00:08:55.520 --> 00:08:58.820]  他說他也是基督徒
[00:08:58.820 --> 00:09:00.020]  幾年前信了主
[00:09:00.020 --> 00:09:01.320]  聽到真是好
[00:09:01.320 --> 00:09:02.600]  他很興奮
[00:09:02.600 --> 00:09:04.600]  可能他知道我們在說話
[00:09:04.600 --> 00:09:05.940]  我沒有問他
[00:09:05.940 --> 00:09:07.140]  接著他說
[00:09:07.140 --> 00:09:09.360]  信了主幾年前
[00:09:09.360 --> 00:09:10.440]  在這裡經歷
[00:09:10.440 --> 00:09:11.280]  我就問他
[00:09:11.280 --> 00:09:12.440]  你為什麼信主
[00:09:12.440 --> 00:09:14.940]  誰帶你回教會的
[00:09:14.940 --> 00:09:16.520]  這個問題正不正常
[00:09:16.520 --> 00:09:17.600]  正常
[00:09:17.600 --> 00:09:18.640]  你問一問你旁邊那個
[00:09:18.640 --> 00:09:21.020]  誰帶你回教會的
[00:09:21.020 --> 00:09:23.740]  當然是親人或是朋友或是同事等等
[00:09:23.740 --> 00:09:24.940]  很正常
[00:09:24.940 --> 00:09:26.980]  接著他這樣說
[00:09:26.980 --> 00:09:28.600]  沒有啊
[00:09:28.600 --> 00:09:30.320]  天父帶我的
[00:09:30.320 --> 00:09:32.680]  大家很神聖
[00:09:32.680 --> 00:09:35.480]  我問一個地域性的問題
[00:09:35.480 --> 00:09:37.060]  形有體的問題
[00:09:37.060 --> 00:09:38.560]  我很有趣很想問
[00:09:38.560 --> 00:09:40.180]  什麼意思
[00:09:40.180 --> 00:09:41.520]  大家很神聖
[00:09:41.520 --> 00:09:43.520]  他說我是香港人
[00:09:43.520 --> 00:09:45.940]  我從小到大都有人跟我傳福音
[00:09:45.940 --> 00:09:47.780]  不過我不相信
[00:09:47.780 --> 00:09:49.860]  不過幾年前
[00:09:49.860 --> 00:09:52.940]  我生命發生了狀況
[00:09:52.940 --> 00:09:55.400]  所以時機到了
[00:09:55.400 --> 00:09:56.440]  他真的說時機到了
[00:09:56.440 --> 00:09:57.900]  大家說英文
[00:09:57.900 --> 00:09:59.360]  時機到了
[00:09:59.360 --> 00:10:00.640]  他知道他要信主
[00:10:00.640 --> 00:10:02.320]  於是他自己就去教會
[00:10:02.320 --> 00:10:04.020]  於是他信了主
[00:10:04.020 --> 00:10:05.100]  我想說什麼呢?
[00:10:05.100 --> 00:10:08.280]  其實神的國常常都想降臨
[00:10:08.280 --> 00:10:12.060]  重點是我們是否讓神國降臨
[00:10:12.060 --> 00:10:13.180]  明白嗎?
[00:10:13.180 --> 00:10:14.100]  明白吧?
[00:10:14.100 --> 00:10:15.360]  所以他一直說
[00:10:15.360 --> 00:10:16.560]  我覺得很好
[00:10:16.560 --> 00:10:18.560]  當然他有說他的處境
[00:10:18.560 --> 00:10:19.900]  我不在這裡多提了
[00:10:19.900 --> 00:10:22.280]  這種的太明奇妙
[00:10:22.280 --> 00:10:24.600]  神國就在內心
[00:10:24.600 --> 00:10:26.680]  而重點是我們拒絕
[00:10:26.680 --> 00:10:31.280]  還是邀請上帝的國繼續在這裡成長發酵
[00:10:31.280 --> 00:10:34.780]  掌管我們並且帶我們生生育月
[00:10:34.780 --> 00:10:36.400]  又另一個例子更加明白
[00:10:36.400 --> 00:10:37.100]  這個初信
[00:10:37.100 --> 00:10:38.400]  有一個信了很久了
[00:10:38.400 --> 00:10:39.400]  我們大家都知道
[00:10:39.400 --> 00:10:41.140]  我們教會門女門徒
[00:10:41.140 --> 00:10:42.640]  生命成長轉化旅程
[00:10:42.640 --> 00:10:43.680]  門女
[00:10:43.680 --> 00:10:46.020]  是門徒在這裡成長
[00:10:46.020 --> 00:10:48.360]  其中我們現在到了不同的教會
