
[00:00:00.000 --> 00:00:06.000]  鄭泳舜議員
[00:00:30.000 --> 00:00:36.000]  梁繼昌議員
[00:01:00.000 --> 00:01:06.000]  梁繼昌議員
[00:01:30.000 --> 00:01:36.000]  梁繼昌議員
[00:02:00.000 --> 00:02:06.000]  梁繼昌議員
[00:02:30.000 --> 00:02:36.000]  梁繼昌議員
[00:03:00.000 --> 00:03:06.000]  梁繼昌議員
[00:03:30.000 --> 00:03:36.000]  梁繼昌議員
[00:04:00.000 --> 00:04:06.000]  梁繼昌議員
[00:04:30.000 --> 00:04:36.000]  梁繼昌議員
[00:05:00.000 --> 00:05:06.000]  梁繼昌議員
[00:05:30.000 --> 00:05:36.000]  梁繼昌議員
[00:06:00.000 --> 00:06:06.000]  梁繼昌議員
[00:06:30.000 --> 00:06:36.000]  梁繼昌議員
[00:07:00.000 --> 00:07:06.000]  梁繼昌議員
[00:07:30.000 --> 00:07:36.000]  梁繼昌議員
[00:08:00.000 --> 00:08:06.000]  梁繼昌議員
[00:08:30.000 --> 00:08:36.000]  梁繼昌議員
[00:09:00.000 --> 00:09:06.000]  梁繼昌議員
[00:09:30.000 --> 00:09:36.000]  梁繼昌議員
[00:10:01.000 --> 00:10:02.400]  第一次出現更大的是
[00:10:02.400 --> 00:10:05.400]  這個片語是記載在《用紅方》的一章五十節
[00:10:05.400 --> 00:10:08.400]  我們試試從47節開始閱讀
[00:10:08.400 --> 00:10:11.400]  耶穌看見拿彈葉來就指著他說
[00:10:11.400 --> 00:10:14.400]  看那,這是個真以色列人
[00:10:14.400 --> 00:10:16.400]  他心裡是沒有鬼咋的
[00:10:16.400 --> 00:10:18.400]  拿彈葉對耶穌說
[00:10:18.400 --> 00:10:20.400]  你從哪裡知道我呢
[00:10:20.400 --> 00:10:21.400]  耶穌回答說
[00:10:21.400 --> 00:10:23.400]  費力環沒有招呼你
[00:10:23.400 --> 00:10:25.400]  你在無花果樹底下
[00:10:25.400 --> 00:10:27.400]  我就看見你了
[00:10:27.400 --> 00:10:28.400]  拿彈葉說
[00:10:28.400 --> 00:10:30.400]  拉比你是上帝的兒子
[00:10:30.400 --> 00:10:32.400]  你是以色列的王
[00:10:32.400 --> 00:10:34.400]  耶穌對他說
[00:10:34.400 --> 00:10:38.400]  因為我說在無花果樹底下看見你
[00:10:38.400 --> 00:10:39.400]  你就信嗎
[00:10:39.400 --> 00:10:44.400]  你將要看見比這更大的事
[00:10:44.400 --> 00:10:46.400]  又說我實實在在地告訴你們
[00:10:46.400 --> 00:10:49.400]  你們將要看見天開了
[00:10:49.400 --> 00:10:52.400]  上帝的使者上去下來
[00:10:52.400 --> 00:10:54.400]  在人子身上
[00:10:54.400 --> 00:10:58.400]  其實撒加利亞先知曾經有個寫作
[00:10:58.400 --> 00:11:02.400]  在撒加利亞書三章八節的下半節開始
[00:11:02.400 --> 00:11:03.400]  那裡說
[00:11:03.400 --> 00:11:06.400]  我必使我僕人大衛的描繪發出
[00:11:06.400 --> 00:11:09.400]  當那日你們各人要請輪舍
[00:11:09.400 --> 00:11:12.400]  坐在葡萄樹和無花果樹下
[00:11:12.400 --> 00:11:15.400]  這是萬軍之和話說的
[00:11:15.400 --> 00:11:18.400]  其實在撒加利亞先知
[00:11:18.400 --> 00:11:21.400]  他所說的金句
[00:11:21.400 --> 00:11:23.400]  這兩個金句之後
[00:11:23.400 --> 00:11:29.400]  猶太人在生活文化上有一種現象
[00:11:29.400 --> 00:11:34.400]  他們很喜歡聚集在葡萄樹或無花果樹下
[00:11:34.400 --> 00:11:37.400]  進行默想或研討
[00:11:37.400 --> 00:11:42.400]  特別焦點聚焦有關尼塞亞來臨的美景
[00:11:42.400 --> 00:11:44.400]  所以當一個很敬虔的猶太人
[00:11:44.400 --> 00:11:48.400]  他坐在無花果樹下思想的時候
[00:11:48.400 --> 00:11:54.400]  其實可以看成是一個很好的靈修敬拜的行動
[00:11:54.400 --> 00:11:55.400]  耶穌當然知道
[00:11:55.400 --> 00:11:58.400]  拿達葉在無花果樹下
[00:11:58.400 --> 00:12:01.400]  盼望尼塞亞來臨那種敬虔的心靈
[00:12:01.400 --> 00:12:03.400]  所以耶穌一說
[00:12:03.400 --> 00:12:05.400]  你在無花果樹下
[00:12:05.400 --> 00:12:07.400]  我就看見你了
[00:12:07.400 --> 00:12:09.400]  激動的雄心
[00:12:09.400 --> 00:12:14.400]  直接拿著拿達葉當時的內心深處
[00:12:14.400 --> 00:12:16.400]  所期盼所思考的事情
[00:12:16.400 --> 00:12:18.400]  耶穌對拿達葉說
[00:12:18.400 --> 00:12:21.400]  你將要看見比這更大的事
[00:12:21.400 --> 00:12:24.400]  到底耶穌和拿達葉的對話當中
[00:12:24.400 --> 00:12:28.400]  所說的更大的事指向什麼呢?
[00:12:28.400 --> 00:12:30.400]  斯律約翰就很直接
[00:12:30.400 --> 00:12:31.400]  記下了答案
[00:12:31.400 --> 00:12:32.400]  不用我們去猜
[00:12:32.400 --> 00:12:33.400]  不用我們去推敲
[00:12:33.400 --> 00:12:34.400]  答案是什麼?
[00:12:34.400 --> 00:12:37.400]  你們將要看見天開了
[00:12:37.400 --> 00:12:41.400]  上帝的使者上去下來在人子身上
[00:12:41.400 --> 00:12:44.400]  聽完耶穌的答案之後
[00:12:44.400 --> 00:12:46.400]  就是耶穌所指的更大的事
[00:12:46.400 --> 00:12:48.400]  我們很快就可以聯想到
[00:12:48.400 --> 00:12:49.400]  在創世紀裡面
[00:12:49.400 --> 00:12:51.400]  記載了族長雅各
[00:12:51.400 --> 00:12:53.400]  他有一個夢
[00:12:53.400 --> 00:12:56.400]  他夢見了由地通天的一條梯子
[00:12:56.400 --> 00:13:00.400]  有神的使者在梯子上去下來
[00:13:00.400 --> 00:13:04.400]  和這段舊約的敘事的經文來做比較
[00:13:04.400 --> 00:13:07.400]  耶穌將自己比喻為那條梯
[00:13:07.400 --> 00:13:09.400]  正如耶穌說
[00:13:09.400 --> 00:13:11.400]  我們今天宣召的經文
[00:13:11.400 --> 00:13:13.400]  我就是道路真理心靈
[00:13:13.400 --> 00:13:14.400]  若不藉著我
[00:13:14.400 --> 00:13:17.400]  沒有人能到乎那裡去
[00:13:17.400 --> 00:13:20.400]  耶穌就是那條通路
[00:13:20.400 --> 00:13:22.400]  尼塞亞帶來的真正的美景
[00:13:22.400 --> 00:13:26.400]  就是人類可以透過耶穌去到乎那裡
[00:13:26.400 --> 00:13:28.400]  用我們今天簡單的說法
[00:13:28.400 --> 00:13:30.400]  就是耶穌成就了救恩
[00:13:30.400 --> 00:13:32.400]  我們看見天開了
[00:13:32.400 --> 00:13:35.400]  人神之間重新有生命的連結
[00:13:35.400 --> 00:13:40.400]  這就是耶穌向拿彈葉所說的更大的事
[00:13:40.400 --> 00:13:42.400]  耶穌和拿彈葉的對話當中
[00:13:42.400 --> 00:13:44.400]  從文學的角度來說
[00:13:44.400 --> 00:13:47.400]  其實埋下了兩個很重要的伏筆
[00:13:47.400 --> 00:13:49.400]  一個就是拿彈葉所說
[00:13:49.400 --> 00:13:51.400]  你是以色列的王
[00:13:51.400 --> 00:13:55.400]  這個稍後在第四部份的經文也會出現
[00:13:55.400 --> 00:13:58.400]  第二個伏筆是說更大的事
[00:13:58.400 --> 00:14:00.400]  在一章出現了
[00:14:00.400 --> 00:14:02.400]  然後在五章十四章又再出現
[00:14:02.400 --> 00:14:04.400]  這兩個伏筆
[00:14:04.400 --> 00:14:06.400]  都是在約翰福音的敘事裡
[00:14:06.400 --> 00:14:08.400]  重新出現
[00:14:08.400 --> 00:14:12.400]  特別是在聖周受死復活記載的
[00:14:12.400 --> 00:14:14.400]  第四部份的經文裡出現
[00:14:14.400 --> 00:14:16.400]  同樣出現了
[00:14:16.400 --> 00:14:17.400]  這種前呼後應
[00:14:17.400 --> 00:14:20.400]  讓我們更加需要細心的去揣摩一下
[00:14:20.400 --> 00:14:22.400]  到底所指的是什麼
[00:14:22.400 --> 00:14:25.400]  第二次出現更大的事這個片語
[00:14:25.400 --> 00:14:28.400]  記載了約翰福音的第五章二十節
[00:14:28.400 --> 00:14:31.400]  我嘗試從第十九節開始讀起
[00:14:31.400 --> 00:14:33.400]  耶穌對他們說
[00:14:33.400 --> 00:14:36.400]  我實實在在地告訴你們
[00:14:36.400 --> 00:14:39.400]  只憑著自己不能做什麼
[00:14:39.400 --> 00:14:41.400]  唯有看見父所做的
[00:14:41.400 --> 00:14:43.400]  只才能做
[00:14:43.400 --> 00:14:44.400]  父所做的事
[00:14:44.400 --> 00:14:45.400]  只也照樣做
[00:14:45.400 --> 00:14:47.400]  父愛子
[00:14:47.400 --> 00:14:49.400]  將自己所做的一切事
[00:14:49.400 --> 00:14:50.400]  只給他看
[00:14:50.400 --> 00:14:53.400]  還要將比這更大的事
[00:14:53.400 --> 00:14:55.400]  只給他看
[00:14:55.400 --> 00:14:57.400]  叫你們稀奇
[00:14:57.400 --> 00:14:59.400]  父怎樣叫死人起來
[00:14:59.400 --> 00:15:01.400]  使他們活
[00:15:01.400 --> 00:15:02.400]  只也照樣
[00:15:02.400 --> 00:15:04.400]  隨自己的意思使人活
[00:15:04.400 --> 00:15:08.400]  這個記載了在第五章十九到二十一節
[00:15:08.400 --> 00:15:11.400]  其實在說這段話之前
[00:15:11.400 --> 00:15:14.400]  正正就是他在安息日
[00:15:14.400 --> 00:15:16.400]  在耶路撒冷的畢氏大祠
[00:15:16.400 --> 00:15:20.400]  醫治了一個患病三十八年的病人
[00:15:20.400 --> 00:15:23.400]  這件事輾轉猶太人知道了
[00:15:23.400 --> 00:15:25.400]  就來逼迫耶穌
[00:15:25.400 --> 00:15:28.400]  因為這班猶太人是不滿意
[00:15:28.400 --> 00:15:32.400]  耶穌干犯了他們認為的安息日的規條
[00:15:32.400 --> 00:15:35.400]  耶穌就回應在四章十七節說
[00:15:35.400 --> 00:15:37.400]  我父作事直到如今
[00:15:37.400 --> 00:15:38.400]  我也作事
[00:15:38.400 --> 00:15:41.400]  這句話真的進一步激怒了他們
[00:15:41.400 --> 00:15:45.400]  因為耶穌將自己和父好像等同一樣
[00:15:45.400 --> 00:15:48.400]  原來就在這個大背景下
[00:15:48.400 --> 00:15:51.400]  耶穌再一次提出了更大的事
[00:15:51.400 --> 00:15:54.400]  這個祂很重視的一個片語
[00:15:54.400 --> 00:15:56.400]  更大的事在這段經文裡的含義
[00:15:56.400 --> 00:15:58.400]  也都非常清晰
[00:15:58.400 --> 00:15:59.400]  不需要推敲
