
[00:00:00.000 --> 00:00:02.000]  「早晨 弟兄姊妹」
[00:00:02.000 --> 00:00:06.640]  我今早想起Mark Sir就在多倫多
[00:00:06.640 --> 00:00:09.120]  Alice就去了Whitton
[00:00:09.120 --> 00:00:10.680]  今天我在這裏
[00:00:10.680 --> 00:00:15.240]  我覺得我們的團隊在不同的地方繼續宣講神的話語
[00:00:15.240 --> 00:00:17.240]  不如我們先一起低頭祈禱
[00:00:17.240 --> 00:00:20.000]  出去祝我們的神
[00:00:20.000 --> 00:00:21.520]  我們再次獻上感恩
[00:00:21.520 --> 00:00:24.480]  我們能夠回到你的家中去敬拜讚美你
[00:00:24.480 --> 00:00:26.280]  來到保守Mark Sir
[00:00:26.280 --> 00:00:27.360]  保守Alice
[00:00:27.360 --> 00:00:28.320]  保守我
[00:00:28.320 --> 00:00:31.360]  保守每一個今天要宣講你的話語
[00:00:31.360 --> 00:00:37.520]  只要你的話語都是帶有能力的被釋放出去
[00:00:37.520 --> 00:00:40.000]  你去準備人的心
[00:00:40.000 --> 00:00:42.600]  去聽你要跟他們講的話
[00:00:42.600 --> 00:00:43.680]  Change their heart
[00:00:43.680 --> 00:00:47.400]  So that 他們能夠聽到 行到
[00:00:47.400 --> 00:00:49.120]  奉主耶穌基督聖靈祈求
[00:00:49.120 --> 00:00:50.920]  Amen
[00:00:50.920 --> 00:00:54.720]  在進入今天經文之前
[00:00:54.720 --> 00:00:58.360]  我好想用少少時間
[00:00:58.360 --> 00:01:02.120]  和大家recap之前傳道書一章
[00:01:02.120 --> 00:01:06.160]  去到六章九節的一些重點
[00:01:06.160 --> 00:01:09.360]  如果你記得傳道書一開波
[00:01:09.360 --> 00:01:10.280]  傳道者講什麼
[00:01:10.280 --> 00:01:12.240]  他說「虛空的虛空
[00:01:12.240 --> 00:01:13.640]  凡事都是虛空
[00:01:13.640 --> 00:01:16.000]  太陽升太陽落
[00:01:16.000 --> 00:01:18.360]  光河的水流入大海
[00:01:18.360 --> 00:01:22.280]  但是大海是永遠不會滿寫的
[00:01:22.280 --> 00:01:24.200]  日光之下沒有新事
[00:01:24.200 --> 00:01:27.040]  這個世界有時好似一個red rays
[00:01:27.040 --> 00:01:28.400]  你不停在追
[00:01:28.400 --> 00:01:30.600]  不停在嘗試捉緊
[00:01:30.600 --> 00:01:33.280]  但是都捉不住
[00:01:33.280 --> 00:01:35.960]  接著傳道者決定去追求什麼
[00:01:35.960 --> 00:01:38.680]  他決定追求智慧
[00:01:38.680 --> 00:01:41.280]  但是結果他發現什麼呢
[00:01:41.280 --> 00:01:43.520]  有時原來越有智慧
[00:01:43.520 --> 00:01:45.240]  就越多煩惱
[00:01:45.240 --> 00:01:47.280]  知得多反而越煩
[00:01:47.280 --> 00:01:49.600]  接著不如試下享受
[00:01:49.600 --> 00:01:52.160]  住大屋養番狗
[00:01:52.160 --> 00:01:54.080]  儲足投資
[00:01:54.080 --> 00:01:55.520]  樣樣做齊
[00:01:55.520 --> 00:01:57.360]  應該ok了吧
[00:01:57.360 --> 00:01:58.880]  但竟然他最後都說
[00:01:58.880 --> 00:02:01.960]  我回顧我手上所經營的一切
[00:02:01.960 --> 00:02:03.080]  都是虛空
[00:02:03.080 --> 00:02:04.240]  都是暴風
[00:02:04.240 --> 00:02:06.120]  暴是捕捉那個暴
[00:02:06.120 --> 00:02:09.320]  好似你嘗試捉住一則風
[00:02:09.320 --> 00:02:10.960]  捉不住
[00:02:10.960 --> 00:02:13.920]  接著傳道者說智慧的人
[00:02:13.920 --> 00:02:16.520]  和愚昧的人有什麼分別
[00:02:16.520 --> 00:02:18.400]  有的有分別
[00:02:18.400 --> 00:02:23.600]  不過到最後他們都是要死亡
[00:02:23.600 --> 00:02:26.320]  不過裏面亦有講一樣
[00:02:26.320 --> 00:02:28.160]  似乎比較好的東西
[00:02:28.160 --> 00:02:32.520]  就是人在神所賜給我們的日子裏
[00:02:32.520 --> 00:02:34.240]  我們懂得飲飲食食
[00:02:34.240 --> 00:02:38.280]  懂得享受自己新奪回來的東西
[00:02:38.280 --> 00:02:40.720]  這是神的賞賜
[00:02:40.720 --> 00:02:42.560]  接著第三章
[00:02:42.560 --> 00:02:45.000]  記不記得有一段詩
[00:02:45.000 --> 00:02:46.760]  它說生有時死有時
[00:02:46.760 --> 00:02:48.880]  它說所有的事
[00:02:48.880 --> 00:02:51.160]  都有神既定的時間
[00:02:51.160 --> 00:02:57.800]  而人根本沒有辦法完全明白神的心意
[00:02:57.800 --> 00:02:59.000]  面對人生
[00:02:59.000 --> 00:03:01.720]  我們人唯一最好的回應
[00:03:01.720 --> 00:03:04.400]  就是學習去敬畏神
[00:03:04.400 --> 00:03:06.720]  我們要有一個敬畏的心
[00:03:06.720 --> 00:03:10.400]  接著去到三章十六節到四章三節
[00:03:10.400 --> 00:03:12.280]  就提醒我們
[00:03:12.280 --> 00:03:14.040]  如果你在這個世界裏面
[00:03:14.040 --> 00:03:16.120]  你遇上不公義
[00:03:16.120 --> 00:03:17.720]  Don't be surprised
[00:03:17.720 --> 00:03:19.280]  因為似乎
[00:03:19.280 --> 00:03:23.360]  連一些應該是秉行公義的地方
[00:03:23.360 --> 00:03:27.640]  都有不公義發生
[00:03:27.640 --> 00:03:30.680]  接著它說到
[00:03:30.680 --> 00:03:33.440]  人際關係的失衡
[00:03:33.440 --> 00:03:34.880]  那個失平衡
[00:03:34.880 --> 00:03:36.760]  我們人可以因為Jealousy
[00:03:36.760 --> 00:03:39.760]  因為嫉妒的關係
[00:03:39.760 --> 00:03:41.720]  我們先去拼搏
[00:03:41.720 --> 00:03:43.800]  我們亦都有人孤單
[00:03:43.800 --> 00:03:45.720]  沒有人陪伴
[00:03:45.720 --> 00:03:49.080]  第五章就說到我們人和神的關係
[00:03:49.080 --> 00:03:50.640]  它這裏提醒我們
[00:03:50.640 --> 00:03:52.480]  人來到神的面前
[00:03:52.480 --> 00:03:55.440]  我們最好安靜下來
[00:03:55.440 --> 00:03:55.960]  為甚麼?
[00:03:55.960 --> 00:03:57.080]  因為神在天上
[00:03:57.080 --> 00:03:58.400]  你在地下
[00:03:58.400 --> 00:04:01.800]  所以你言語要少
[00:04:01.800 --> 00:04:03.480]  到上次那段
[00:04:03.480 --> 00:04:04.600]  記不記得說
[00:04:04.600 --> 00:04:06.760]  錢值多少錢?
[00:04:06.760 --> 00:04:10.240]  「喜愛銀子的不因得銀子滿足」
[00:04:10.240 --> 00:04:12.560]  就算你一無所缺
[00:04:12.560 --> 00:04:14.120]  你真是很有錢
[00:04:14.120 --> 00:04:15.600]  甚麼都有齊
[00:04:15.600 --> 00:04:19.920]  但如果神沒有給你享受的能力
[00:04:19.920 --> 00:04:24.440]  你和沒有有甚麼分別?
[00:04:24.440 --> 00:04:26.960]  我嘗試這麼快
[00:04:26.960 --> 00:04:28.760]  給大家一個Recap
[00:04:28.760 --> 00:04:32.040]  是因為今天的經文開始
[00:04:32.040 --> 00:04:34.680]  其實是帶領我們進入
[00:04:34.680 --> 00:04:36.840]  傳道書的下半部分
[00:04:36.840 --> 00:04:41.120]  意思是一章六至六章九節
[00:04:41.120 --> 00:04:43.880]  是傳道書的前一部分
[00:04:43.880 --> 00:04:46.960]  它好像做了一些實驗報告
[00:04:46.960 --> 00:04:50.400]  告訴你們生命裏有甚麼問題
[00:04:50.400 --> 00:04:51.680]  而下半部分
[00:04:51.680 --> 00:04:53.600]  它是用一些格言
[00:04:53.600 --> 00:04:57.760]  勸勉為主的智慧教導
[00:04:57.760 --> 00:04:59.720]  甚麼意思呢?
[00:04:59.720 --> 00:05:01.040]  Imagine
[00:05:01.040 --> 00:05:04.840]  Imagine我們現在的醫學進步
[00:05:04.840 --> 00:05:09.720]  只是停留在診斷的層面
[00:05:09.720 --> 00:05:13.040]  而治療方面是完全沒有進步
[00:05:13.040 --> 00:05:14.720]  意思是你去看醫生
[00:05:14.720 --> 00:05:16.000]  你又可以診斷
[00:05:16.000 --> 00:05:17.840]  又抽血照X光
[00:05:17.840 --> 00:05:20.720]  找到一連串的問題
[00:05:20.720 --> 00:05:22.840]  但是沒有藥吃的
[00:05:22.840 --> 00:05:24.480]  沒有針扎的
[00:05:24.480 --> 00:05:26.320]  沒有手術可以做的
[00:05:26.320 --> 00:05:28.440]  你猜會怎樣?
[00:05:28.440 --> 00:05:30.320]  傳道者在第六章
[00:05:30.320 --> 00:05:32.080]  就有些好像是這樣
[00:05:32.080 --> 00:05:34.520]  在之前它就大認識了
[00:05:34.520 --> 00:05:36.720]  診斷了在日光之下
[00:05:36.720 --> 00:05:40.560]  短暫人生的種種問題
[00:05:40.560 --> 00:05:43.360]  不過幸好它沒有就這樣停下來
[00:05:43.360 --> 00:05:45.880]  有藥醫的
[00:05:45.880 --> 00:05:49.000]  因為它就在後面的六章
[00:05:49.000 --> 00:05:53.000]  嘗試去提供一些治療的方法
[00:05:53.000 --> 00:05:57.400]  如果你今天是第一次踏足來教會聽道
[00:05:57.400 --> 00:05:58.400]  你不用怕
[00:05:58.400 --> 00:06:00.240]  你會明白的
[00:06:00.240 --> 00:06:03.360]  因為傳道書是我們聖經裏面
[00:06:03.360 --> 00:06:05.160]  一本最誠實
[00:06:05.160 --> 00:06:09.800]  最不迴避人生問題的一本書
[00:06:09.800 --> 00:06:15.360]  作者是一個有地位、有錢、有學問
[00:06:15.360 --> 00:06:18.960]  享受要什麼就有什麼的人
[00:06:18.960 --> 00:06:21.000]  但是在今天的經文裏面
[00:06:21.000 --> 00:06:25.000]  它說其實我們人
[00:06:25.000 --> 00:06:27.760]  我們是不是真的清楚知道
[00:06:27.760 --> 00:06:31.760]  有些什麼是對我們好的呢?
[00:06:31.760 --> 00:06:34.680]  有些什麼對我們來說是真的有益
[00:06:34.680 --> 00:06:39.400]  我們究竟是不是真的知道呢?
[00:06:39.400 --> 00:06:43.200]  傳道者說我們以為我們知道
[00:06:43.200 --> 00:06:47.520]  但其實我們識條鐵嗎?
[00:06:47.520 --> 00:06:48.720]  如果你不是信徒
[00:06:48.720 --> 00:06:50.720]  我希望今天你聽到的時候
[00:06:50.720 --> 00:06:52.680]  都能夠給你有些亮光
[00:06:52.680 --> 00:06:54.840]  因為這段經文本身
[00:06:54.840 --> 00:06:57.160]  是寫給每一個願意
[00:06:57.160 --> 00:07:01.320]  很誠實地去面對自己人生的每一個人
[00:07:01.320 --> 00:07:04.200]  我們先來看看六章十至十二節
[00:07:04.200 --> 00:07:08.760]  它說一切存在的事物都已有了明智
[00:07:08.760 --> 00:07:11.040]  人的本質也被識透了
[00:07:11.040 --> 00:07:15.040]  人無法與他比他更強的較量
[00:07:15.040 --> 00:07:17.280]  其實話越多越虛空
[00:07:17.280 --> 00:07:19.400]  這對人又有什麼益處
[00:07:19.400 --> 00:07:22.400]  人生短暫虛空如影飛逝
[00:07:22.400 --> 00:07:24.600]  有誰知道什麼對人有益
[00:07:24.600 --> 00:07:27.000]  誰能告訴人死後日光之下
[00:07:27.000 --> 00:07:30.360]  會發生什麼事
[00:07:30.360 --> 00:07:32.480]  這裡說的兩個限制
[00:07:32.480 --> 00:07:37.240]  第一就是我們人是被造物
[00:07:37.240 --> 00:07:40.440]  是呼應創世紀的命名
[00:07:40.440 --> 00:07:43.360]  等於掌權提醒人
[00:07:43.360 --> 00:07:45.160]  誰拿著那個權
[00:07:45.160 --> 00:07:48.760]  是神hold住那個主權
[00:07:48.760 --> 00:07:51.240]  第二個限制是說我們人
[00:07:51.240 --> 00:07:56.360]  不知道自己身後將來的事
[00:07:56.360 --> 00:07:59.840]  這裡是和一章傳道書一開始的時候
[00:07:59.840 --> 00:08:03.800]  一章二至三節的開場是首尾呼應的
[00:08:03.800 --> 00:08:06.920]  是同一個句式同一個次序
[00:08:06.920 --> 00:08:07.880]  宣告什麼
[00:08:07.880 --> 00:08:11.360]  宣告日光之下生命的短暫
[00:08:11.360 --> 00:08:15.880]  然後問有什麼益處
[00:08:15.880 --> 00:08:18.600]  接下來去到第七章那裡
[00:08:18.600 --> 00:08:20.880]  傳道者就用了三組
[00:08:20.880 --> 00:08:22.600]  什麼比什麼好
[00:08:22.600 --> 00:08:23.600]  什麼勝過什麼
[00:08:23.600 --> 00:08:26.080]  或者英文better than的格言
[00:08:26.080 --> 00:08:30.600]  去回應這兩條問題
[00:08:30.600 --> 00:08:34.680]  第一組面對死亡
[00:08:34.680 --> 00:08:35.840]  七章一至四節
[00:08:35.840 --> 00:08:38.920]  他說美好的明星勝過珍貴的高柔
[00:08:38.920 --> 00:08:41.040]  人死之日勝過出生之時
[00:08:41.040 --> 00:08:43.160]  探望喪家勝過參加筵席
[00:08:43.160 --> 00:08:45.200]  因為死亡是每個人的結局
[00:08:45.200 --> 00:08:47.800]  活著的人要把這事銘記在心
[00:08:47.800 --> 00:08:49.200]  哀傷勝過歡笑
[00:08:49.200 --> 00:08:51.400]  因為哀傷磨練人的心靈
[00:08:51.400 --> 00:08:53.720]  自這的心思考生死大事
[00:08:53.720 --> 00:08:58.040]  愚人的心只顧作樂
[00:08:58.040 --> 00:09:02.680]  高柔在古代近東是很矜貴的
[00:09:02.680 --> 00:09:04.920]  是當時的奢侈品
[00:09:04.920 --> 00:09:08.640]  高柔也是身份和地位的象徵
