
[00:00:00.000 --> 00:00:09.000]  我相信大家都熟悉葡萄樹與枝子的比喻
[00:00:09.000 --> 00:00:20.000]  不知道大家知不知道這個比喻主耶穌是何時說的呢?
[00:00:20.000 --> 00:00:27.000]  如果大家有留心我們這個約翰福音的講道系列
[00:00:27.000 --> 00:00:31.000]  按照時間來說的
[00:00:31.000 --> 00:00:39.000]  大家記不記得上兩節張傳道的信息是說什麼呢?
[00:00:39.000 --> 00:00:45.000]  張傳道跟我們說主耶穌為門徒洗腳
[00:00:45.000 --> 00:00:49.000]  接著講聖靈的事
[00:00:49.000 --> 00:00:54.000]  我們都知道主耶穌為門徒洗腳的事情發生何時
[00:00:54.000 --> 00:00:58.000]  大家知道主耶穌為門徒洗腳的時候是發生在什麼時候呢?
[00:00:58.000 --> 00:01:03.000]  大家都應該知道是在主耶穌最後晚餐之後
[00:01:03.000 --> 00:01:07.000]  大家應該知道是在最後晚餐的時候
[00:01:07.000 --> 00:01:13.000]  而這個葡萄樹與枝子的故事就是記載第十五章
[00:01:13.000 --> 00:01:18.000]  葡萄樹與枝子的故事是記載在約翰福音的第十五章
[00:01:18.000 --> 00:01:22.000]  如果我們要理解這個比喻的時候
[00:01:22.000 --> 00:01:26.000]  我們要回頭看之前的事情
[00:01:26.000 --> 00:01:28.000]  如果我們要理解這個故事的話
[00:01:28.000 --> 00:01:31.000]  我們要回頭去看以前的事情
[00:01:31.000 --> 00:01:36.000]  我們看之前第十四章最後一節
[00:01:36.000 --> 00:01:39.000]  主耶穌講完聖靈的事之後
[00:01:39.000 --> 00:01:42.000]  跟門徒說起來我們走吧
[00:01:42.000 --> 00:01:45.000]  主耶穌跟門徒講完聖靈的事之後
[00:01:45.000 --> 00:01:48.000]  主耶穌就說起來我們走吧
[00:01:48.000 --> 00:01:50.000]  所以大概講這個比喻的時候
[00:01:50.000 --> 00:01:53.000]  他們應該是在戶外
[00:01:53.000 --> 00:01:55.000]  所以大概當他們講這個比喻的時候
[00:01:55.000 --> 00:01:57.000]  已經來到了戶外
[00:01:57.000 --> 00:02:01.000]  可能一路走的時候路經一些葡萄樹
[00:02:01.000 --> 00:02:04.000]  所以一路走的時候路經了一些葡萄樹
[00:02:04.000 --> 00:02:10.000]  耶穌實地取材跟他們講葡萄樹與枝子的比喻
[00:02:10.000 --> 00:02:16.000]  於是耶穌就地取材與門徒們說葡萄樹與枝子的故事
[00:02:16.000 --> 00:02:18.000]  大家留意講這番話的時候
[00:02:18.000 --> 00:02:21.000]  其實距離主耶穌將要被抓
[00:02:21.000 --> 00:02:23.000]  大概不是很長的時間
[00:02:23.000 --> 00:02:25.000]  我相信可能是一兩個小時的事情
[00:02:25.000 --> 00:02:28.000]  其實當主耶穌跟門徒講這個故事的時候
[00:02:28.000 --> 00:02:35.000]  距離主耶穌被抓的時候大概有一兩個小時
[00:02:35.000 --> 00:02:37.000]  主耶穌被抓之後
[00:02:37.000 --> 00:02:45.000]  在上十字架之前就再沒有機會跟門徒講任何的說話
[00:02:45.000 --> 00:02:47.000]  當主耶穌被抓上十字架的時候
[00:02:47.000 --> 00:02:51.000]  主耶穌再沒有機會跟門徒們講這些說話了
[00:02:51.000 --> 00:02:52.000]  那我問大家
[00:02:52.000 --> 00:02:56.000]  如果大家知道還有一兩個小時
[00:02:56.000 --> 00:02:59.000]  你就要跟你摯愛的人分開了
[00:02:59.000 --> 00:03:00.000]  你會講些什麼話呢?
[00:03:00.000 --> 00:03:02.000]  那我請問大家
[00:03:02.000 --> 00:03:06.000]  如果你還差兩個多小時就要與你摯愛的人分手了
[00:03:06.000 --> 00:03:07.000]  分離了
[00:03:07.000 --> 00:03:09.000]  你會說些什麼話呢?
[00:03:09.000 --> 00:03:10.000]  你大致都不會跟他說
[00:03:10.000 --> 00:03:11.000]  今晚天氣多好啊
[00:03:11.000 --> 00:03:12.000]  你大概應該不會說
[00:03:12.000 --> 00:03:14.000]  今天晚上天氣很好啊
[00:03:14.000 --> 00:03:18.000]  又或者說一說剛才那頓飯的東西都不差啊
[00:03:18.000 --> 00:03:21.000]  也不會說剛剛吃的飯也不會很差啊
[00:03:21.000 --> 00:03:23.000]  主耶穌也都不會跟他說
[00:03:23.000 --> 00:03:26.000]  剛才跟誰洗的腳真的特別臭啊
[00:03:26.000 --> 00:03:28.000]  主耶穌也不會跟門徒說
[00:03:28.000 --> 00:03:31.000]  剛剛跟哪一個門徒洗的腳真臭啊
[00:03:31.000 --> 00:03:33.000]  我想大概都不會講這些說話
[00:03:33.000 --> 00:03:35.000]  我想應該不會說這些話
[00:03:35.000 --> 00:03:37.000]  我想大概我們會講一些
[00:03:37.000 --> 00:03:39.000]  在臨別的時候我們覺得最重要的說話
[00:03:39.000 --> 00:03:40.000]  是不是?
[00:03:40.000 --> 00:03:43.000]  我想大家在臨別的時候應該會講最重要的話
[00:03:43.000 --> 00:03:46.000]  換言之在主耶穌的眼裡面
[00:03:46.000 --> 00:03:49.000]  在這個比喻裡面
[00:03:49.000 --> 00:03:52.000]  主耶穌是覺得是相當重要要跟門徒說的
[00:03:52.000 --> 00:03:55.000]  因此在主耶穌的眼裡
[00:03:55.000 --> 00:03:58.000]  他講這個比喻應該是覺得是很重要的
[00:03:58.000 --> 00:04:01.000]  好 那我們來看看這個比喻究竟講些什麼呢?
[00:04:01.000 --> 00:04:04.000]  因此讓我們來看看這個比喻究竟講的是什麼呢?
[00:04:04.000 --> 00:04:06.000]  在開始第一節的時候
[00:04:06.000 --> 00:04:08.000]  剛開始第一節
[00:04:08.000 --> 00:04:11.000]  主耶穌就宣稱我是真葡萄樹
[00:04:11.000 --> 00:04:13.000]  我父是栽培的人
[00:04:13.000 --> 00:04:16.000]  主耶穌就宣稱我是真葡萄樹
[00:04:16.000 --> 00:04:18.000]  我父是栽培的人
[00:04:18.000 --> 00:04:21.000]  留意主耶穌說的是真葡萄樹
[00:04:21.000 --> 00:04:24.000]  留意主耶穌說的是真葡萄樹
[00:04:24.000 --> 00:04:26.000]  那你說不就是有假的葡萄樹嗎?
[00:04:26.000 --> 00:04:28.000]  你就會問怎麼會有假葡萄樹嗎?
[00:04:28.000 --> 00:04:31.000]  早期的時候都沒有塑膠花這東西出現
[00:04:31.000 --> 00:04:33.000]  因為那個時候並沒有塑料花的出現
[00:04:33.000 --> 00:04:35.000]  也許我們很難去明白
[00:04:35.000 --> 00:04:36.000]  也許我們很難明白
[00:04:36.000 --> 00:04:38.000]  但是對於當時的猶太人來說
[00:04:38.000 --> 00:04:40.000]  但對於當時的猶太人來說
[00:04:40.000 --> 00:04:42.000]  在舊約的傳統裡面
[00:04:42.000 --> 00:04:46.000]  葡萄樹就是代表著以色列人
[00:04:46.000 --> 00:04:47.000]  但是我們知道
[00:04:47.000 --> 00:04:49.000]  在舊約傳統中
[00:04:49.000 --> 00:04:51.000]  葡萄樹就代表以色列
[00:04:51.000 --> 00:04:54.000]  我們如果看詩篇的第80篇
[00:04:54.000 --> 00:04:56.000]  我們看詩篇第80篇
[00:04:56.000 --> 00:04:59.000]  當時的北角淪陷之後
[00:04:59.000 --> 00:05:02.000]  當時北方王國淪陷之後
[00:05:02.000 --> 00:05:07.000]  詩人就形容以色列就好像葡萄樹
[00:05:07.000 --> 00:05:10.000]  詩人就形容以色列就像葡萄樹
[00:05:10.000 --> 00:05:16.000]  而神就將以色列的葡萄樹栽種在英許之地
[00:05:16.000 --> 00:05:20.000]  而上帝就將他們這株葡萄樹栽種在英許之地
[00:05:20.000 --> 00:05:25.000]  雖然葡萄樹在英許之地曾經遍地開花
[00:05:25.000 --> 00:05:29.000]  雖然葡萄樹曾經在英許之地遍地開花
[00:05:29.000 --> 00:05:32.000]  但是現在神已經拆毀了泥巴
[00:05:32.000 --> 00:05:35.000]  但是現在上帝已經拆毀了泥巴
[00:05:35.000 --> 00:05:37.000]  任由路過的人摘取葡萄
[00:05:37.000 --> 00:05:38.000]  任由路過的人摘取葡萄
[00:05:38.000 --> 00:05:41.000]  沒有泥巴任憑一切過路的人摘取
[00:05:41.000 --> 00:05:44.000]  甚至連林中的野豬都踩爛了葡萄
[00:05:44.000 --> 00:05:46.000]  甚至林中的野豬也來踐踏
[00:05:46.000 --> 00:05:48.000]  所以詩人在這一段經文裏面
[00:05:48.000 --> 00:05:52.000]  求神眷顧他曾經栽種的葡萄樹
[00:05:52.000 --> 00:05:53.000]  所以在這段經文中
[00:05:53.000 --> 00:05:57.000]  詩人求神眷顧曾經栽種的葡萄樹
[00:05:57.000 --> 00:05:59.000]  再去遠一點去到耶利米書
[00:05:59.000 --> 00:06:01.000]  再回到遠一點去到耶利米書
[00:06:01.000 --> 00:06:03.000]  神通過耶利米
[00:06:03.000 --> 00:06:04.000]  神通過耶利米
[00:06:04.000 --> 00:06:06.000]  去告訴當時的百姓聽
[00:06:06.000 --> 00:06:08.000]  告訴他當時的百姓聽
[00:06:08.000 --> 00:06:10.000]  神說我栽種你們這些以色列人
[00:06:10.000 --> 00:06:12.000]  就好像是上等的葡萄樹
[00:06:12.000 --> 00:06:14.000]  神說我栽種你們這些以色列人
[00:06:14.000 --> 00:06:16.000]  是用了上等的葡萄樹
[00:06:16.000 --> 00:06:18.000]  但是你們這些人卻變成了
[00:06:18.000 --> 00:06:20.000]  外邦葡萄樹的壞枝子
[00:06:20.000 --> 00:06:22.000]  但是你們這些人卻變成了
[00:06:22.000 --> 00:06:23.000]  外邦葡萄樹上的壞枝子
[00:06:23.000 --> 00:06:25.000]  所以從歷史角度來看
[00:06:25.000 --> 00:06:26.000]  因此從歷史角度來看
[00:06:26.000 --> 00:06:28.000]  以色列人可以說是假的葡萄樹
[00:06:28.000 --> 00:06:30.000]  以色列人代表的就是假的葡萄樹
[00:06:30.000 --> 00:06:31.000]  因為這棵葡萄樹
[00:06:31.000 --> 00:06:34.000]  從來沒有合乎神的期望和旨意
[00:06:34.000 --> 00:06:35.000]  因為這棵葡萄樹
[00:06:35.000 --> 00:06:39.000]  從來沒有符合神的指望和旨意
[00:06:39.000 --> 00:06:42.000]  雖然以色列人曾經在應許之地
[00:06:42.000 --> 00:06:45.000]  是神希望他成為神的見證
[00:06:45.000 --> 00:06:47.000]  雖然以色列人是神在地上
[00:06:47.000 --> 00:06:49.000]  所立的見證神的
[00:06:49.000 --> 00:06:51.000]  神是希望這班百姓
[00:06:51.000 --> 00:06:54.000]  來彰顯神的榮耀
[00:06:54.000 --> 00:06:56.000]  神希望這些百姓來彰顯神的榮耀
[00:06:56.000 --> 00:06:58.000]  不過不單止沒有彰顯神的榮耀
[00:06:58.000 --> 00:07:01.000]  甚至不斷犯罪規決了神的榮耀
[00:07:01.000 --> 00:07:04.000]  但是這些人並沒有彰顯神的榮耀
[00:07:04.000 --> 00:07:05.000]  而不斷犯罪
[00:07:05.000 --> 00:07:07.000]  所以他們沒有履行到
[00:07:07.000 --> 00:07:10.000]  這個真葡萄樹應該有的角色
[00:07:10.000 --> 00:07:11.000]  所以他們並沒有履行
[00:07:11.000 --> 00:07:14.000]  真葡萄樹應該做的角色
[00:07:14.000 --> 00:07:15.000]  所以當主耶穌來到的時候
[00:07:15.000 --> 00:07:17.000]  主耶穌就是這個真葡萄樹
[00:07:17.000 --> 00:07:19.000]  所以當主耶穌來到的時候
[00:07:19.000 --> 00:07:22.000]  主耶穌就是這株真的葡萄樹
[00:07:22.000 --> 00:07:24.000]  唯有主耶穌才能夠真實地
[00:07:24.000 --> 00:07:26.000]  完全地具體地
[00:07:26.000 --> 00:07:27.000]  將神的榮耀彰顯出來
[00:07:27.000 --> 00:07:29.000]  唯有主耶穌基督能夠真實地
[00:07:29.000 --> 00:07:31.000]  完全地彰顯神的榮耀
[00:07:31.000 --> 00:07:34.000]  我們再去到第十五節
[00:07:34.000 --> 00:07:35.000]  我們來到第十五節
[00:07:35.000 --> 00:07:36.000]  主耶穌說
[00:07:36.000 --> 00:07:37.000]  你們是知子
[00:07:37.000 --> 00:07:40.000]  這個你們是指所有的信徒
[00:07:40.000 --> 00:07:42.000]  主耶穌說你們是知子
[00:07:42.000 --> 00:07:44.000]  這個你們是指所有的門徒
[00:07:44.000 --> 00:07:45.000]  所以假如葡萄樹
[00:07:45.000 --> 00:07:46.000]  是要彰顯神的榮耀的時候
[00:07:46.000 --> 00:07:48.000]  知子的作用
[00:07:48.000 --> 00:07:49.000]  知子的功用
[00:07:49.000 --> 00:07:51.000]  也都是要彰顯神的榮耀
[00:07:51.000 --> 00:07:54.000]  如果真正的葡萄樹要彰顯神的榮耀
[00:07:54.000 --> 00:07:57.000]  那麼知子也需要彰顯神的榮耀
[00:07:57.000 --> 00:07:58.000]  那麼很明顯
[00:07:58.000 --> 00:08:00.000]  知子要發出榮耀
[00:08:00.000 --> 00:08:01.000]  他就需要結果子
[00:08:01.000 --> 00:08:02.000]  很明顯
[00:08:02.000 --> 00:08:04.000]  知子要榮耀上帝
[00:08:04.000 --> 00:08:06.000]  那麼也要結果子
[00:08:06.000 --> 00:08:10.000]  不知道大家有沒有種植的經驗
[00:08:10.000 --> 00:08:13.000]  不知道大家有沒有種植的經驗
[00:08:13.000 --> 00:08:16.000]  我就開始學人種植
[00:08:16.000 --> 00:08:21.000]  最有成果的就是種了一株苦瓜
[00:08:21.000 --> 00:08:23.000]  最有成果就是種了一株苦瓜
[00:08:23.000 --> 00:08:26.000]  我有一次和何太聊天
[00:08:26.000 --> 00:08:29.000]  我有一次和何太聊天
[00:08:29.000 --> 00:08:31.000]  何太提醒我一件事
[00:08:31.000 --> 00:08:33.000]  何太提醒牧師一件事
[00:08:33.000 --> 00:08:36.000]  他說如果你要結很多的苦瓜的話
[00:08:36.000 --> 00:08:39.000]  你一定要將那個頭頭剪掉
[00:08:39.000 --> 00:08:41.000]  他說如果你要結很多的苦瓜的話
[00:08:41.000 --> 00:08:44.000]  你一定將苦瓜枝上頭部分要剪掉
[00:08:44.000 --> 00:08:46.000]  我說如果我早些知道
[00:08:46.000 --> 00:08:48.000]  我上年的收穫可能更加多
[00:08:48.000 --> 00:08:49.000]  所以牧師說如果早知道的話
[00:08:49.000 --> 00:08:52.000]  他舊年應該收成更多
[00:08:52.000 --> 00:08:54.000]  在這個比喻裏
[00:08:54.000 --> 00:08:57.000]  主耶穌提到有兩種修剪
[00:08:57.000 --> 00:08:59.000]  主耶穌提到有兩種修剪
[00:08:59.000 --> 00:09:03.000]  第一種修剪就是要將不結果子的枝子剪掉
[00:09:03.000 --> 00:09:06.000]  第一種修剪就是將不結果子的枝子剪去
[00:09:06.000 --> 00:09:08.000]  這記載在第二節
[00:09:08.000 --> 00:09:09.000]  這記載在第二節
[00:09:09.000 --> 00:09:12.000]  留意這裏被剪去的意思
[00:09:12.000 --> 00:09:14.000]  不是指信徒會失去救恩
[00:09:14.000 --> 00:09:16.000]  請注意在這裏被剪去的意思
[00:09:16.000 --> 00:09:18.000]  並不是信徒失去救恩
[00:09:18.000 --> 00:09:21.000]  而是指我們的生命要不斷被更新和被無做
[00:09:21.000 --> 00:09:24.000]  而是指我們的生命要不斷被更新和被無做
[00:09:24.000 --> 00:09:27.000]  請留意就算是不結果子的枝子
[00:09:27.000 --> 00:09:29.000]  也是屬於主耶穌的紀錄
[00:09:29.000 --> 00:09:33.000]  就是不結果子的枝子也是屬於上帝的
[00:09:33.000 --> 00:09:36.000]  我上網找了一下
[00:09:36.000 --> 00:09:41.000]  如何修剪
[00:09:41.000 --> 00:09:44.000]  於是牧師上網搜尋了一下
[00:09:44.000 --> 00:09:46.000]  怎樣修剪植物
[00:09:46.000 --> 00:09:52.000]  發現原來普通的樹有12種枝子需要修剪
[00:09:52.000 --> 00:09:57.000]  發現了有12種怎樣剪普通的樹枝
[00:09:57.000 --> 00:09:59.000]  12種要修剪
[00:09:59.000 --> 00:10:01.000]  大家可以看到頭影
[00:10:01.000 --> 00:10:03.000]  12種的枝子
[00:10:03.000 --> 00:10:05.000]  其中一種叫做屠長枝
[00:10:05.000 --> 00:10:07.000]  從頭影上大家可以看到
[00:10:07.000 --> 00:10:10.000]  其中有一種叫屠長枝的枝子
[00:10:10.000 --> 00:10:14.000]  這種枝子原來很懂得吸收水分和營養
[00:10:14.000 --> 00:10:18.000]  這類枝子非常大量的吸取水分和營養
[00:10:18.000 --> 00:10:21.000]  吸收完之後發展得很大很快
[00:10:21.000 --> 00:10:24.000]  吸收完之後就長得又快又壯
[00:10:24.000 --> 00:10:26.000]  不過只有一個快字
[00:10:26.000 --> 00:10:28.000]  但是僅僅只是快
[00:10:28.000 --> 00:10:29.000]  找不到果子
[00:10:29.000 --> 00:10:30.000]  找不到果子
[00:10:30.000 --> 00:10:32.000]  如果不剪掉的話不單不長果子
[00:10:32.000 --> 00:10:35.000]  還要養到其他的都長了養分
[00:10:35.000 --> 00:10:37.000]  於是你不剪掉它的話
[00:10:37.000 --> 00:10:39.000]  它不單單只是自己不結果子
[00:10:39.000 --> 00:10:40.000]  還會影響旁邊的
[00:10:40.000 --> 00:10:42.000]  所以你要多一些果子的時候
[00:10:42.000 --> 00:10:44.000]  在這個屠長枝那裡修剪了它
[00:10:44.000 --> 00:10:46.000]  於是你想要接更多的果子
[00:10:46.000 --> 00:10:48.000]  就要將屠長枝給它剪去
[00:10:48.000 --> 00:10:49.000]  不過你不是整條剪了它
[00:10:49.000 --> 00:10:50.000]  是剪了部分
[00:10:50.000 --> 00:10:52.000]  但並不是全條剪掉
[00:10:52.000 --> 00:10:53.000]  而只是剪一部分
[00:10:53.000 --> 00:10:54.000]  剪了部分之後
[00:10:54.000 --> 00:11:00.000]  第二年它的枝子就會再生果子
[00:11:00.000 --> 00:11:02.000]  剪掉一部分以後
[00:11:02.000 --> 00:11:04.000]  第二年這個屠長枝就會長出果子
[00:11:04.000 --> 00:11:06.000]  所以屬靈的生命是一樣的
[00:11:06.000 --> 00:11:07.000]  屬靈的生命也是一樣的
[00:11:07.000 --> 00:11:08.000]  如果在我們生命裡面
