
[00:00:00.000 --> 00:00:07.000]  上星期回去我都特別再將這段經文再看一次
[00:00:07.000 --> 00:00:16.000]  自己有一些再反思一些在這段經文裏面我自己感受的一些東西
[00:00:16.000 --> 00:00:19.000]  如果大家記得我以前都提過
[00:00:19.000 --> 00:00:29.000]  我們在面試一些牧者的候選人
[00:00:29.000 --> 00:00:33.000]  我們一定要問他一句
[00:00:33.000 --> 00:00:36.000]  就是他知不知道福音是甚麼
[00:00:36.000 --> 00:00:38.000]  What is Gospel
[00:00:38.000 --> 00:00:42.000]  這個問題很奇怪
[00:00:42.000 --> 00:00:45.000]  不是問一個未信的人
[00:00:45.000 --> 00:00:49.000]  而是我們要問來做牧者的
[00:00:49.000 --> 00:00:53.000]  通常他們的答案都挺好的
[00:00:53.000 --> 00:00:55.000]  都挺滿意的
[00:00:55.000 --> 00:00:59.000]  但是來到之後
[00:00:59.000 --> 00:01:02.000]  我們當然個個的弟兄姊妹都是
[00:01:02.000 --> 00:01:07.000]  我們如果要去傳福音就要找他出去講
[00:01:07.000 --> 00:01:11.000]  自己就一定要找個牧師去
[00:01:11.000 --> 00:01:15.000]  如果牧師不在身邊的時候
[00:01:15.000 --> 00:01:17.000]  怎麼辦呢
[00:01:17.000 --> 00:01:19.000]  要等到牧師來才學講
[00:01:19.000 --> 00:01:21.000]  我想不是
[00:01:21.000 --> 00:01:28.000]  大家弟兄姊妹都要想一下怎樣我們去講福音
[00:01:28.000 --> 00:01:35.000]  我記得在五十年前剛剛從事俗學生的時候
[00:01:35.000 --> 00:01:37.000]  我們在學生團計
[00:01:37.000 --> 00:01:44.000]  我們很興奮的就要去培訓
[00:01:44.000 --> 00:01:46.000]  怎樣去講福音
[00:01:46.000 --> 00:01:49.000]  因為我們有很多學生工作
[00:01:49.000 --> 00:01:51.000]  我們那時候從特別請
[00:01:51.000 --> 00:01:55.000]  Campus Crusade校園團計的負責人
[00:01:55.000 --> 00:01:59.000]  來跟我們講他們的福音定律
[00:01:59.000 --> 00:02:01.000]  False Spiritual Law
[00:02:01.000 --> 00:02:06.000]  四個屬靈的定律
[00:02:06.000 --> 00:02:08.000]  為甚麼呢
[00:02:08.000 --> 00:02:12.000]  因為那本書有四個定律
[00:02:12.000 --> 00:02:14.000]  如果你學會了
[00:02:14.000 --> 00:02:16.000]  背了幾本聖經
[00:02:16.000 --> 00:02:21.000]  就可以大膽地跟別人講
[00:02:21.000 --> 00:02:23.000]  那是一本黃寶仔
[00:02:23.000 --> 00:02:25.000]  我現在都看到
[00:02:25.000 --> 00:02:27.000]  後來還有中文版
[00:02:27.000 --> 00:02:32.000]  但中文版我不知道為甚麼要紅色
[00:02:32.000 --> 00:02:34.000]  當時中文版都是黃色的
[00:02:34.000 --> 00:02:37.000]  現在後來改為紅色寶仔
[00:02:37.000 --> 00:02:39.000]  我想我們不要管了
[00:02:39.000 --> 00:02:43.000]  最大限度我們可以拿著這本寶仔
[00:02:43.000 --> 00:02:48.000]  去跟別人講
[00:02:48.000 --> 00:02:52.000]  但事實如是是怎樣呢
[00:02:52.000 --> 00:02:55.000]  我們上街的時候
[00:02:55.000 --> 00:02:58.000]  走十幾條街都見不到人
[00:02:58.000 --> 00:02:59.000]  不是不見到人
[00:02:59.000 --> 00:03:01.000]  而是有時避開沒有人的
[00:03:01.000 --> 00:03:03.000]  我們就走
[00:03:03.000 --> 00:03:05.000]  走到別人家裡拍門
[00:03:05.000 --> 00:03:06.000]  聽到狗聲
[00:03:06.000 --> 00:03:10.000]  有狗聲我們走都走不及
[00:03:10.000 --> 00:03:12.000]  有人開門的時候
[00:03:12.000 --> 00:03:15.000]  又被人罵
[00:03:15.000 --> 00:03:17.000]  預備被人罵
[00:03:17.000 --> 00:03:19.000]  有時吵著他睡午覺
[00:03:19.000 --> 00:03:23.000]  所以我們回到教會的時候
[00:03:23.000 --> 00:03:25.000]  都頗困惑的
[00:03:25.000 --> 00:03:27.000]  為甚麼會這樣呢
[00:03:27.000 --> 00:03:29.000]  有時都不太好意思講出來
[00:03:29.000 --> 00:03:33.000]  但看到其他頂才會不一定是這樣
[00:03:33.000 --> 00:03:37.000]  所以我們想想應該怎樣去改進
[00:03:37.000 --> 00:03:41.000]  或者我們自己做好一點
[00:03:41.000 --> 00:03:45.000]  我們最後又走到神學院
[00:03:45.000 --> 00:03:49.000]  或者聖經學院去進修一下
[00:03:49.000 --> 00:03:52.000]  因為進修要整個學期
[00:03:52.000 --> 00:03:55.000]  十五個禮拜或者十個禮拜
[00:03:55.000 --> 00:03:58.000]  我們學科心理學的時候
[00:03:58.000 --> 00:04:00.000]  是下午一個小時
[00:04:00.000 --> 00:04:03.000]  學完馬上可以即學即用
[00:04:03.000 --> 00:04:06.000]  但結果不是這麼理想
[00:04:06.000 --> 00:04:07.000]  在神學院裡
[00:04:07.000 --> 00:04:11.000]  我們特別會讀到約翰福音
[00:04:11.000 --> 00:04:14.000]  第三章第四章
[00:04:14.000 --> 00:04:16.000]  第四章就是我們今天
[00:04:16.000 --> 00:04:19.000]  會繼續看的一段經文
[00:04:19.000 --> 00:04:21.000]  因為這兩章書
[00:04:21.000 --> 00:04:27.000]  三四都是跟個人報導的事情
[00:04:27.000 --> 00:04:30.000]  都有很多的教導在裡面
[00:04:30.000 --> 00:04:33.000]  特別是第四章
[00:04:33.000 --> 00:04:38.000]  第四章我覺得是一個很完整的
[00:04:38.000 --> 00:04:41.000]  在個人傳福音的工作上
[00:04:41.000 --> 00:04:44.000]  是一個很完整的故事
[00:04:44.000 --> 00:04:47.000]  這是我自己的感受
[00:04:47.000 --> 00:04:48.000]  你可以不同意
[00:04:48.000 --> 00:04:49.000]  如果不同意
[00:04:49.000 --> 00:04:51.000]  你可以回來再看
[00:04:51.000 --> 00:04:54.000]  再讀多兩次
[00:04:54.000 --> 00:04:55.000]  所以這次
[00:04:55.000 --> 00:04:57.000]  因為上個禮拜
[00:04:57.000 --> 00:05:00.000]  Samuel 長老已經跟我打底
[00:05:00.000 --> 00:05:04.000]  講了很多關於第四章的事情
[00:05:04.000 --> 00:05:06.000]  所以今天只是在這裡
[00:05:06.000 --> 00:05:09.000]  或者有一些反思在那裡
[00:05:09.000 --> 00:05:12.000]  因為這個故事裡很多事情
[00:05:12.000 --> 00:05:16.000]  我想我們可以在裡面學習
[00:05:16.000 --> 00:05:18.000]  約翰福音一開始的時候
[00:05:18.000 --> 00:05:23.000]  就開始講到
[00:05:23.000 --> 00:05:27.000]  耶穌呼召門徒
[00:05:27.000 --> 00:05:30.000]  接著第二章
[00:05:30.000 --> 00:05:34.000]  有一個故事在那裡
[00:05:34.000 --> 00:05:36.000]  是跟瑪利亞
[00:05:36.000 --> 00:05:38.000]  跟她母親的一些對話
[00:05:38.000 --> 00:05:40.000]  是為了那個
[00:05:40.000 --> 00:05:44.000]  因為她母親叫她
[00:05:44.000 --> 00:05:47.000]  找一些事情
[00:05:47.000 --> 00:05:49.000]  就是當時一個婚禮
[00:05:49.000 --> 00:05:51.000]  沒有了不夠酒水
[00:05:51.000 --> 00:05:54.000]  就問耶穌怎麼辦
[00:05:54.000 --> 00:05:57.000]  耶穌的對話
[00:05:57.000 --> 00:06:01.000]  我想大家可以留意一下
[00:06:01.000 --> 00:06:04.000]  都挺巧妙的
[00:06:04.000 --> 00:06:06.000]  原因為什麼
[00:06:06.000 --> 00:06:09.000]  因為我覺得瑪利亞
[00:06:09.000 --> 00:06:11.000]  是一個很特殊身份的人
[00:06:11.000 --> 00:06:13.000]  很特殊身份
[00:06:13.000 --> 00:06:17.000]  因為耶穌是瑪利亞直聖靈
[00:06:17.000 --> 00:06:19.000]  生出來的
[00:06:19.000 --> 00:06:20.000]  我不知道瑪利亞
[00:06:20.000 --> 00:06:24.000]  對耶穌的想法會是怎麼樣
[00:06:24.000 --> 00:06:26.000]  耶穌是她兒子
[00:06:26.000 --> 00:06:27.000]  看著她長大
[00:06:27.000 --> 00:06:30.000]  到那時候已經30歲
[00:06:30.000 --> 00:06:34.000]  那瑪利亞怎麼樣
[00:06:34.000 --> 00:06:36.000]  跟人說那30年
[00:06:36.000 --> 00:06:37.000]  耶穌是誰呢
[00:06:37.000 --> 00:06:40.000]  我就不知道
[00:06:40.000 --> 00:06:42.000]  我想是一個
[00:06:42.000 --> 00:06:47.000]  不是很容易去想的問題
[00:06:47.000 --> 00:06:50.000]  但是這是一個事情
[00:06:50.000 --> 00:06:52.000]  瑪利亞當時
[00:06:52.000 --> 00:06:56.000]  我想她懷孕耶穌的時候
[00:06:56.000 --> 00:06:57.000]  她也很難說話
[00:06:57.000 --> 00:06:59.000]  到最後耶穌出生在家裡
[00:06:59.000 --> 00:07:00.000]  長大之後
[00:07:00.000 --> 00:07:02.000]  耶穌要出來
[00:07:02.000 --> 00:07:04.000]  那她怎麼樣跟人說
[00:07:04.000 --> 00:07:06.000]  耶穌是誰
[00:07:06.000 --> 00:07:08.000]  但是這件事
[00:07:08.000 --> 00:07:10.000]  我想我們今天不會再
[00:07:10.000 --> 00:07:12.000]  暫時不會說這件事
