
[00:00:00.000 --> 00:00:02.000]  各位頂姐妹晚安
[00:00:02.000 --> 00:00:04.000]  我習慣上來找麥克風
[00:00:04.000 --> 00:00:06.000]  原來麥克風已經在耳朵這裡
[00:00:06.000 --> 00:00:10.000]  在網絡那裡參與崇拜的頂姐妹
[00:00:10.000 --> 00:00:12.000]  打個招呼
[00:00:12.000 --> 00:00:14.000]  人生有很多矛盾
[00:00:14.000 --> 00:00:16.000]  很多你想不到
[00:00:16.000 --> 00:00:21.000]  是很相反的遭遇或者是感受
[00:00:21.000 --> 00:00:25.000]  最近世界和香港面對很多衝擊
[00:00:25.000 --> 00:00:27.000]  很多頂姐妹都說
[00:00:27.000 --> 00:00:29.000]  很多事情要思考
[00:00:29.000 --> 00:00:31.000]  有些人情緒會高漲
[00:00:31.000 --> 00:00:33.000]  有些人情緒會低落
[00:00:33.000 --> 00:00:35.000]  無論如何
[00:00:35.000 --> 00:00:38.000]  我開始今天的講道之前
[00:00:38.000 --> 00:00:40.000]  我想講一個主題
[00:00:40.000 --> 00:00:42.000]  就是為永恆準備
[00:00:42.000 --> 00:00:44.000]  在講題裡面講了
[00:00:44.000 --> 00:00:47.000]  但我想藉著一個生活經歷去講
[00:00:47.000 --> 00:00:49.000]  人生有很多東西是
[00:00:49.000 --> 00:00:52.000]  可以好的東西和不好的東西並存
[00:00:52.000 --> 00:00:57.000]  然後在裡面更加刺激我們
[00:00:57.000 --> 00:00:59.000]  去想究竟什麼是永恆
[00:00:59.000 --> 00:01:01.000]  我們今天的生活
[00:01:01.000 --> 00:01:05.000]  怎樣才是我們正確生命的焦點
[00:01:05.000 --> 00:01:08.000]  我有一個朋友有一次坐巴士
[00:01:08.000 --> 00:01:10.000]  他坐在前面
[00:01:10.000 --> 00:01:13.000]  就是兩個人的位置
[00:01:13.000 --> 00:01:16.000]  他看到一個大隻佬上巴士
[00:01:16.000 --> 00:01:18.000]  走到後面那一格
[00:01:18.000 --> 00:01:20.000]  站在那裡
[00:01:20.000 --> 00:01:22.000]  他聽到他說了一句話
[00:01:22.000 --> 00:01:25.000]  你這樣我很難過
[00:01:25.000 --> 00:01:28.000]  坐在後面那個人就說
[00:01:28.000 --> 00:01:30.000]  不過我很快樂
[00:01:30.000 --> 00:01:32.000]  你明白他說什麼嗎
[00:01:32.000 --> 00:01:34.000]  他聽到這個人說
[00:01:34.000 --> 00:01:36.000]  你這樣我很難過
[00:01:36.000 --> 00:01:38.000]  但那個人就說
[00:01:38.000 --> 00:01:40.000]  不過我很快樂
[00:01:40.000 --> 00:01:42.000]  意思就是那個人很大隻
[00:01:42.000 --> 00:01:45.000]  我後面就只有窗戶
[00:01:45.000 --> 00:01:47.000]  旁邊有個空位
[00:01:47.000 --> 00:01:49.000]  他就覺得
[00:01:49.000 --> 00:01:51.000]  他要進去坐他很難過
[00:01:51.000 --> 00:01:53.000]  因為太胖過不了
[00:01:53.000 --> 00:01:56.000]  但是坐開面位的那個人
[00:01:56.000 --> 00:01:59.000]  他就不想動
[00:01:59.000 --> 00:02:01.000]  因為他很快就下車了
[00:02:01.000 --> 00:02:03.000]  你聽得明白嗎
[00:02:03.000 --> 00:02:05.000]  所以我朋友坐在那裡聽到
[00:02:05.000 --> 00:02:07.000]  他很有哲理的說話
[00:02:07.000 --> 00:02:09.000]  我很難過
[00:02:09.000 --> 00:02:11.000]  不過你很快樂
[00:02:11.000 --> 00:02:13.000]  我不知道你有沒有很難過
[00:02:13.000 --> 00:02:15.000]  都有吧
[00:02:15.000 --> 00:02:17.000]  就不是因為肥胖
[00:02:17.000 --> 00:02:21.000]  今天很想藉著這段聖經
[00:02:21.000 --> 00:02:23.000]  說一個真理
[00:02:23.000 --> 00:02:26.000]  永恆就是我們今天
[00:02:26.000 --> 00:02:28.000]  很多煩惱的答案
[00:02:28.000 --> 00:02:31.000]  我選了一幅杜鵑鳥的照片
[00:02:31.000 --> 00:02:33.000]  會展示出來
[00:02:33.000 --> 00:02:35.000]  有沒有看到
[00:02:35.000 --> 00:02:37.000]  大家知道什麼是杜鵑鳥嗎
[00:02:37.000 --> 00:02:39.000]  杜鵑鳥有一個特色
[00:02:39.000 --> 00:02:41.000]  就是
[00:02:41.000 --> 00:02:44.000]  有一個叫巢寄生的行為
[00:02:44.000 --> 00:02:46.000]  什麼是巢寄生的行為
[00:02:46.000 --> 00:02:48.000]  你看到那幅照片
[00:02:48.000 --> 00:02:50.000]  裡面有很多隻蛋
[00:02:50.000 --> 00:02:52.000]  是不是有一隻蛋
[00:02:52.000 --> 00:02:54.000]  特別的不同
[00:02:54.000 --> 00:02:57.000]  杜鵑鳥很有趣
[00:02:57.000 --> 00:02:59.000]  他不會自己捕蛋
[00:02:59.000 --> 00:03:01.000]  他會將自己的蛋
[00:03:01.000 --> 00:03:05.000]  牽著其他小鳥離開了巢
[00:03:05.000 --> 00:03:07.000]  他就走去那個巢
[00:03:07.000 --> 00:03:09.000]  拉一隻蛋下去
[00:03:09.000 --> 00:03:10.000]  用意是什麼
[00:03:10.000 --> 00:03:11.000]  用意就是
[00:03:11.000 --> 00:03:14.000]  他的蛋可以被其他小鳥捕
[00:03:14.000 --> 00:03:19.000]  他就在附近生活
[00:03:19.000 --> 00:03:21.000]  到某個時候
[00:03:21.000 --> 00:03:25.000]  那些小鳥蛋孵化的時候
[00:03:25.000 --> 00:03:26.000]  孵了小鳥出來
[00:03:26.000 --> 00:03:28.000]  他就在那裡叫
[00:03:28.000 --> 00:03:31.000]  那些屬於他的小鳥
[00:03:31.000 --> 00:03:34.000]  就會回到他身邊
[00:03:34.000 --> 00:03:36.000]  你有沒有聽過
[00:03:36.000 --> 00:03:38.000]  這個叫做巢寄生的行為
[00:03:38.000 --> 00:03:40.000]  我想問你上班的時候
[00:03:40.000 --> 00:03:42.000]  你有沒有試過你的工作紙
[00:03:42.000 --> 00:03:44.000]  你的檔案
[00:03:44.000 --> 00:03:47.000]  放在斜對面的同事的位置
[00:03:47.000 --> 00:03:50.000]  過兩天他就幫你做了
[00:03:50.000 --> 00:03:53.000]  然後你過去拿回來
[00:03:53.000 --> 00:03:55.000]  多好
[00:03:55.000 --> 00:03:57.000]  這種杜鵑鳥就是這樣的
[00:03:57.000 --> 00:03:59.000]  當然在大自然
[00:03:59.000 --> 00:04:01.000]  那些鳥也會鬥法
[00:04:01.000 --> 00:04:02.000]  他們會用方法
