
[00:00:00.000 --> 00:00:02.000]  多謝珮祥姐妹的介紹
[00:00:02.000 --> 00:00:05.000]  及很開心再一次來到傳音堂
[00:00:05.000 --> 00:00:06.000]  在當中的分享
[00:00:06.000 --> 00:00:08.000]  今次第一次來到這個婚紙
[00:00:08.000 --> 00:00:11.000]  感受到很有活力
[00:00:11.000 --> 00:00:12.000]  一個新的地方
[00:00:12.000 --> 00:00:13.000]  很有朝氣
[00:00:13.000 --> 00:00:15.000]  亦都知道有些年青人
[00:00:15.000 --> 00:00:17.000]  剛才又見到小朋友
[00:00:17.000 --> 00:00:21.000]  很有神給我們的承傳
[00:00:21.000 --> 00:00:22.000]  那份朝氣
[00:00:22.000 --> 00:00:24.000]  所以感謝神為大家
[00:00:24.000 --> 00:00:26.000]  願神大大祝福使用
[00:00:26.000 --> 00:00:28.000]  傳音堂在香港這個地方
[00:00:28.000 --> 00:00:30.000]  繼續去見證福音
[00:00:30.000 --> 00:00:32.000]  傳揚主的愛
[00:00:32.000 --> 00:00:34.000]  這是神的家
[00:00:34.000 --> 00:00:36.000]  我們有自己肉身的家庭
[00:00:36.000 --> 00:00:38.000]  亦都有這個屬靈的家
[00:00:38.000 --> 00:00:40.000]  我們為這一切獻上感恩
[00:00:40.000 --> 00:00:42.000]  讓我們聽到前先一齊禱告
[00:00:42.000 --> 00:00:46.000]  再感謝你
[00:00:46.000 --> 00:00:49.000]  讓我們在地上有肉身的家
[00:00:49.000 --> 00:00:50.000]  讓我們欣著耶穌基督
[00:00:50.000 --> 00:00:52.000]  可以成為天父的兒女
[00:00:52.000 --> 00:00:54.000]  亦都有屬靈的家
[00:00:54.000 --> 00:00:58.000]  再為我們在這裡能夠一齊的
[00:00:58.000 --> 00:00:59.000]  敬拜 侍奉 認識神
[00:00:59.000 --> 00:01:01.000]  獻上感恩和讚美
[00:01:01.000 --> 00:01:03.000]  願主你這一刻
[00:01:03.000 --> 00:01:05.000]  親自與我們每一位同在
[00:01:05.000 --> 00:01:06.000]  讓我們心裏面
[00:01:06.000 --> 00:01:07.000]  由聖靈引導
[00:01:07.000 --> 00:01:09.000]  直著你自己的話語
[00:01:09.000 --> 00:01:11.000]  更深的認識你
[00:01:11.000 --> 00:01:13.000]  認識你在我們生命裏面
[00:01:13.000 --> 00:01:15.000]  在我們家裏面的作為
[00:01:15.000 --> 00:01:16.000]  求你引導
[00:01:16.000 --> 00:01:17.000]  無論是講的 聽的
[00:01:17.000 --> 00:01:19.000]  同蒙你自己的祈福
[00:01:19.000 --> 00:01:21.000]  交託奉耶穌基督名求
[00:01:21.000 --> 00:01:24.000]  阿門
[00:01:24.000 --> 00:01:27.000]  不知道大家是否喜歡看電影
[00:01:27.000 --> 00:01:29.000]  這三套電影有些是去年的
[00:01:29.000 --> 00:01:31.000]  有些是今年看過的
[00:01:31.000 --> 00:01:34.000]  包括了《水花皇后》
[00:01:34.000 --> 00:01:36.000]  《虎獨筆》
[00:01:36.000 --> 00:01:39.000]  亦有一個叫《給阿摩的情書》
[00:01:39.000 --> 00:01:41.000]  三套裏面你隨便看那一套
[00:01:41.000 --> 00:01:42.000]  舉手看看
[00:01:42.000 --> 00:01:43.000]  都挺多人
[00:01:43.000 --> 00:01:45.000]  可能部分劇情你都知道
[00:01:45.000 --> 00:01:47.000]  我只看了《給阿摩的情書》
[00:01:47.000 --> 00:01:50.000]  另外那兩個我都看了劇透
[00:01:50.000 --> 00:01:54.000]  其實很多劇情都是關於家庭
[00:01:54.000 --> 00:01:57.000]  家庭在電影的主題裏面
[00:01:57.000 --> 00:02:00.000]  家庭在電影的主題裏面
[00:02:00.000 --> 00:02:01.000]  是一個很重要的主題
[00:02:01.000 --> 00:02:04.000]  當中《水花皇后》是真人真事的改編
[00:02:04.000 --> 00:02:06.000]  《虎獨筆》是講到
[00:02:06.000 --> 00:02:09.000]  初為人母當中的困難
[00:02:09.000 --> 00:02:12.000]  和那種情緒的困擾
[00:02:12.000 --> 00:02:14.000]  《給阿摩的情書》
[00:02:14.000 --> 00:02:20.000]  就是一些在潮汕地區去南洋初期的華僑
[00:02:20.000 --> 00:02:23.000]  那種艱辛和難處
[00:02:23.000 --> 00:02:26.000]  其實我們每個家庭都有自己的劇本
[00:02:26.000 --> 00:02:30.000]  所謂家家都有能念的經
[00:02:30.000 --> 00:02:33.000]  基督徒的家都不例外
[00:02:33.000 --> 00:02:34.000]  我們剛才說過
[00:02:34.000 --> 00:02:35.000]  我們不單止有肉身的家庭
[00:02:35.000 --> 00:02:39.000]  肅靈的家庭都是我們自己一起成長的
[00:02:39.000 --> 00:02:44.000]  所以這兩個家都帶給我們一個身份和一個使命
[00:02:44.000 --> 00:02:46.000]  今天我們會從約翰福音
[00:02:46.000 --> 00:02:48.000]  剛才主席所讀的經文裏面
[00:02:48.000 --> 00:02:53.000]  去看看到底我們這兩個家的關係
[00:02:53.000 --> 00:02:55.000]  第一個我想和大家分享
[00:02:55.000 --> 00:02:56.000]  剛才主席讀了經文
[00:02:56.000 --> 00:02:57.000]  我們不重複讀了
[00:02:57.000 --> 00:02:59.000]  我們先看第一個
[00:02:59.000 --> 00:03:03.000]  在約翰福音二章一至二節那段經文
[00:03:03.000 --> 00:03:05.000]  這裏說在第三日
[00:03:05.000 --> 00:03:08.000]  在加利利的加拿有取親的筵席
[00:03:08.000 --> 00:03:10.000]  耶穌的母親在那裏
[00:03:10.000 --> 00:03:13.000]  耶穌和祂的門徒都被邀請去扶植
[00:03:13.000 --> 00:03:17.000]  猶太人和中國人都很好客
[00:03:17.000 --> 00:03:19.000]  婚宴是一個人生的大事
[00:03:19.000 --> 00:03:22.000]  自然會邀請很多人去參與
[00:03:22.000 --> 00:03:24.000]  猶太人的婚宴可以是幾天
[00:03:24.000 --> 00:03:26.000]  甚至看看財力和實力
[00:03:26.000 --> 00:03:28.000]  可以維持一個星期
[00:03:28.000 --> 00:03:31.000]  這次的婚宴很特別
[00:03:31.000 --> 00:03:33.000]  它是一個平凡的鄉村
[00:03:33.000 --> 00:03:35.000]  就是加利利的加拿一個小鎮
[00:03:35.000 --> 00:03:38.000]  歡樂的婚宴
[00:03:38.000 --> 00:03:41.000]  新人從頭到尾都沒有提過這個名字
[00:03:41.000 --> 00:03:43.000]  但嘉賓就很特別
[00:03:43.000 --> 00:03:45.000]  有耶穌的母親瑪利亞
[00:03:45.000 --> 00:03:48.000]  還有耶穌和祂的門徒
[00:03:48.000 --> 00:03:50.000]  而在婚宴裏
[00:03:50.000 --> 00:03:53.000]  瑪利亞有一個很特別的角色
[00:03:53.000 --> 00:03:57.000]  可以參與甚至吩咐僕人去工作
[00:03:57.000 --> 00:04:01.000]  所以可見她和主人家的關係非常密切
[00:04:01.000 --> 00:04:04.000]  所以自然耶穌都被邀請參與婚宴
[00:04:04.000 --> 00:04:08.000]  無論是香港或內地的群體
[00:04:08.000 --> 00:04:10.000]  或者香港的圍村
[00:04:10.000 --> 00:04:12.000]  我們都很好
[00:04:12.000 --> 00:04:15.000]  如果有節日或大生日
[00:04:15.000 --> 00:04:17.000]  我們都會請很多人
[00:04:17.000 --> 00:04:19.000]  我們都經歷過
[00:04:19.000 --> 00:04:21.000]  在人生很開心的時候
[00:04:21.000 --> 00:04:23.000]  我們可以邀請耶穌在我們生命裏
[00:04:23.000 --> 00:04:26.000]  和我們一起分享這份喜悅
[00:04:26.000 --> 00:04:28.000]  不過人生的喜樂
[00:04:28.000 --> 00:04:32.000]  都是當中突然會發生的風暴
[00:04:32.000 --> 00:04:34.000]  這個風暴是什麼呢?
[00:04:34.000 --> 00:04:37.000]  「走用盡了」
[00:04:37.000 --> 00:04:39.000]  耶穌的母親對耶穌說
[00:04:39.000 --> 00:04:41.000]  「他們沒有走了」
[00:04:41.000 --> 00:04:44.000]  很尷尬的一個場面
[00:04:44.000 --> 00:04:47.000]  因為本來應該很有準備的一個場面
[00:04:47.000 --> 00:04:50.000]  突然間變了準備不足
[00:04:50.000 --> 00:04:55.000]  原來主人家掌握不到你的親友有多少
[00:04:55.000 --> 00:04:57.000]  可能預算錯了
[00:04:57.000 --> 00:05:00.000]  是不是現在可以網購
[00:05:00.000 --> 00:05:03.000]  馬上在kita、foodpanda
[00:05:03.000 --> 00:05:05.000]  或者在樓下超市都可以
[00:05:05.000 --> 00:05:08.000]  但當初在那個時代的鄉村
[00:05:08.000 --> 00:05:10.000]  是沒有這種方便的供應
[00:05:10.000 --> 00:05:14.000]  很多時候猶太人的酒是自己釀製的
[00:05:14.000 --> 00:05:15.000]  就算有錢
[00:05:15.000 --> 00:05:18.000]  都不可能馬上將酒買回來
[00:05:18.000 --> 00:05:24.000]  所以如果當時這個所謂大時大節的一個慶典
[00:05:24.000 --> 00:05:27.000]  一個這麼開心的時刻
[00:05:27.000 --> 00:05:31.000]  出了洋相,如果傳開都很丟臉
[00:05:31.000 --> 00:05:34.000]  成為整條村的笑話
[00:05:34.000 --> 00:05:38.000]  所以瑪利亞當時就立時發現自己有責任
[00:05:38.000 --> 00:05:42.000]  和有一個身份需要去解決這個問題
[00:05:42.000 --> 00:05:43.000]  不過很特別
[00:05:43.000 --> 00:05:46.000]  她沒有找主人家或者總管
[00:05:46.000 --> 00:05:48.000]  她就去找耶穌
[00:05:48.000 --> 00:05:50.000]  當人生有很多困難的時候
[00:05:50.000 --> 00:05:55.000]  不知道大家會找哪一位去幫忙呢?
[00:05:55.000 --> 00:05:58.000]  我們的家庭都有自己的難處
[00:05:58.000 --> 00:06:00.000]  我們有做父母的責任
[00:06:00.000 --> 00:06:02.000]  做父母的困難
[00:06:02.000 --> 00:06:05.000]  做兒女照顧年長的父母的難處
[00:06:05.000 --> 00:06:07.000]  或者溝通的困難
[00:06:07.000 --> 00:06:09.000]  在我們人生裏面
[00:06:09.000 --> 00:06:12.000]  面對這些失望、失意的時候
[00:06:12.000 --> 00:06:16.000]  甚至我們覺得很開心、很歡樂的時刻
[00:06:16.000 --> 00:06:19.000]  突然間變得可能生命裏面很無力的感覺
[00:06:19.000 --> 00:06:21.000]  我們都見過一些家庭
[00:06:21.000 --> 00:06:22.000]  可能生了嬰兒是很開心
[00:06:22.000 --> 00:06:24.000]  好像我剛才那套戲《苦獨筆》
[00:06:24.000 --> 00:06:27.000]  但結果生完嬰兒之後患了產後抑鬱症
[00:06:27.000 --> 00:06:31.000]  有可能有些人因為以為找到一份工作很開心
[00:06:31.000 --> 00:06:35.000]  誰知做了工作之後覺得被排斥、不被接納
[00:06:35.000 --> 00:06:38.000]  有很多政治的手法
[00:06:38.000 --> 00:06:40.000]  令自己做得很不開心
[00:06:40.000 --> 00:06:44.000]  所以面對人生很多好像很順境的裏面
[00:06:44.000 --> 00:06:46.000]  其實我們每個人都面對著艱難
[00:06:46.000 --> 00:06:50.000]  有很多青少年在讀書求學時期
[00:06:50.000 --> 00:06:53.000]  面對抑鬱、面對讀書的壓力
[00:06:53.000 --> 00:06:58.000]  面對初職的困難、身份關係溝通的不足
[00:06:58.000 --> 00:07:00.000]  所以面對這些人生的艱難的時候
[00:07:00.000 --> 00:07:03.000]  不知你會立即去找誰求救呢?
[00:07:03.000 --> 00:07:06.000]  瑪利亞就去找耶穌
[00:07:06.000 --> 00:07:09.000]  耶穌的回應是甚麼呢?
[00:07:09.000 --> 00:07:14.000]  第四節,耶穌說:母親,我與你有甚麼相干?
[00:07:14.000 --> 00:07:17.000]  我的時候還沒有到
[00:07:17.000 --> 00:07:20.000]  母親有個小字,原文是「婦人」
[00:07:20.000 --> 00:07:23.000]  其實耶穌曾經兩次用「婦人」
[00:07:23.000 --> 00:07:27.000]  去稱呼自己的母親瑪利亞
[00:07:27.000 --> 00:07:32.000]  第二次在《約翰福音》十九章二十六至二十七節記載
[00:07:32.000 --> 00:07:37.000]  有六節說:耶穌見母親和她所愛的那門徒站在旁邊
[00:07:37.000 --> 00:07:42.000]  就對她母親說:母親,看你的兒子
[00:07:42.000 --> 00:07:50.000]  這是耶穌在十字架上被釘十字架時所稱呼的母親
[00:07:50.000 --> 00:07:52.000]  有對那門徒說:看你的母親
[00:07:52.000 --> 00:07:58.000]  從此那門徒就接她到自己家裡去
[00:07:58.000 --> 00:08:02.000]  似乎我們覺得耶穌稱呼瑪利亞為「婦人」
[00:08:02.000 --> 00:08:04.000]  不是一個客氣的稱號
[00:08:04.000 --> 00:08:06.000]  還要說:我與你有甚麼相干?
[00:08:06.000 --> 00:08:09.000]  原文是:我與你有甚麼關係呢?
[00:08:09.000 --> 00:08:14.000]  其實背後的稱呼和對答是有它的意思的
[00:08:14.000 --> 00:08:17.000]  最清楚耶穌身份的就是瑪利亞
[00:08:17.000 --> 00:08:20.000]  因為她從聖靈感應了耶穌
[00:08:20.000 --> 00:08:23.000]  瑪利亞是與耶穌育身的兒子
[00:08:23.000 --> 00:08:26.000]  但同時她也是神的兒子
[00:08:26.000 --> 00:08:29.000]  其實瑪利亞的角色一點都不容易
[00:08:29.000 --> 00:08:33.000]  她的丈夫約瑟似乎很早已經逝世
[00:08:33.000 --> 00:08:37.000]  瑪利亞將耶穌這個很獨特的身份一直藏在心裡
[00:08:37.000 --> 00:08:39.000]  成為她的秘密
[00:08:39.000 --> 00:08:41.000]  她一定有很多困惑
[00:08:41.000 --> 00:08:44.000]  但瑪利亞的秘訣是甚麼呢?
[00:08:44.000 --> 00:08:49.000]  就是她敬畏神、謙卑馴服、不會埋怨
[00:08:49.000 --> 00:08:51.000]  她一直是反覆思想
[00:08:51.000 --> 00:08:54.000]  而這個反覆思想是何時開始呢?
[00:08:54.000 --> 00:08:58.000]  就是由天使向她宣告
[00:08:58.000 --> 00:09:00.000]  她要成為一個蒙大恩的女子
[00:09:00.000 --> 00:09:03.000]  要因著聖靈感人開始
[00:09:03.000 --> 00:09:07.000]  聖經在《路加福音》三個地方分別記載
[00:09:07.000 --> 00:09:09.000]  瑪利亞她的特質
[00:09:09.000 --> 00:09:13.000]  讓我們一起讀《路加福音》一章28至29節
[00:09:13.000 --> 00:09:16.000]  天使進去對她說
[00:09:16.000 --> 00:09:21.000]  蒙大恩的女子,我問你安,主和你同在了
[00:09:21.000 --> 00:09:26.000]  瑪利亞因這話就很驚慌,又反覆思想
[00:09:26.000 --> 00:09:29.000]  這樣問安是甚麼意思?
[00:09:29.000 --> 00:09:31.000]  《路加福音》二章18至19節
[00:09:31.000 --> 00:09:37.000]  凡聽見的就詫異牧羊之人對他們所說的話
[00:09:37.000 --> 00:09:43.000]  瑪利亞卻把這一切的事存在心裡反覆思想
[00:09:43.000 --> 00:09:46.000]  這個就是當耶穌出生之後
[00:09:46.000 --> 00:09:51.000]  牧羊人去伯利恆朝見瑪利亞、約瑟和聖嬰的時候
[00:09:51.000 --> 00:09:54.000]  所將天使宣告讚頌的話
[00:09:54.000 --> 00:09:56.000]  跟瑪利亞和約瑟說
[00:09:56.000 --> 00:09:59.000]  瑪利亞就存在心裡反覆思想
[00:09:59.000 --> 00:10:02.000]  接著耶穌十二歲在青春期的時候
[00:10:02.000 --> 00:10:04.000]  和父母去到耶路撒冷
[00:10:04.000 --> 00:10:06.000]  那時候又發生一件事
[00:10:06.000 --> 00:10:07.000]  就是在回家的路上
[00:10:07.000 --> 00:10:09.000]  瑪利亞和約瑟找不到耶穌
[00:10:09.000 --> 00:10:13.000]  然後耶穌繼續留在聖殿裡聽律法師說
[00:10:13.000 --> 00:10:17.000]  我們一起讀《路加福音》二章49至51節
[00:10:17.000 --> 00:10:20.000]  耶穌說:為什麼找我呢?
[00:10:20.000 --> 00:10:25.000]  豈不知我應當以我父的事為念嗎?
[00:10:25.000 --> 00:10:29.000]  他所說的這話,他們不明白
[00:10:29.000 --> 00:10:33.000]  他就和他們下去,回到拿撒勒
[00:10:33.000 --> 00:10:35.000]  並且順從他們
[00:10:35.000 --> 00:10:40.000]  他母親把這一切的事存在心裡
[00:10:40.000 --> 00:10:44.000]  瑪利亞是一個很特別的女子
[00:10:44.000 --> 00:10:48.000]  無論她聽過的、看過的、經歷過的
[00:10:48.000 --> 00:10:50.000]  困惑的、不明白的
[00:10:50.000 --> 00:10:54.000]  她都是存在心裡反覆思想
[00:10:54.000 --> 00:10:56.000]  有時我們人生中
[00:10:56.000 --> 00:10:59.000]  經歷一些事我們未必即時明白
[00:10:59.000 --> 00:11:01.000]  我們會有困惑
[00:11:01.000 --> 00:11:03.000]  不知道發生什麼事
[00:11:03.000 --> 00:11:05.000]  我們很想知道答案
[00:11:05.000 --> 00:11:07.000]  但那一刻真的不明白的時候
[00:11:07.000 --> 00:11:09.000]  我們可以像瑪利亞一樣
[00:11:09.000 --> 00:11:12.000]  很安靜地在神明前反覆思想
[00:11:12.000 --> 00:11:15.000]  不知道大家有沒有每一天有一個空間
[00:11:15.000 --> 00:11:17.000]  就是一個靈修祈禱的空間
[00:11:17.000 --> 00:11:19.000]  我很欣賞傳音堂
[00:11:19.000 --> 00:11:20.000]  剛才我來的時候
[00:11:20.000 --> 00:11:23.000]  牧者弟兄姊妹在房間裡祈禱
[00:11:23.000 --> 00:11:25.000]  先預備自己的心靈
[00:11:25.000 --> 00:11:29.000]  然後再一起敬拜讚美神
[00:11:29.000 --> 00:11:31.000]  我們每一天都需要這個空間
[00:11:31.000 --> 00:11:34.000]  在神面前的等候、安靜
[00:11:34.000 --> 00:11:36.000]  將那一天交托住
[00:11:36.000 --> 00:11:38.000]  將我們生命裡很困惑
[00:11:38.000 --> 00:11:40.000]  很艱難的事告訴耶穌
[00:11:40.000 --> 00:11:42.000]  這種靜候
[00:11:42.000 --> 00:11:45.000]  就是瑪利亞面對人生的風浪裡
[00:11:45.000 --> 00:11:48.000]  很重要的秘訣
[00:11:48.000 --> 00:11:50.000]  耶穌提醒祂的父母
[00:11:50.000 --> 00:11:51.000]  祂是神的兒子
[00:11:51.000 --> 00:11:55.000]  祂是不完全屬於約瑟和瑪利亞
[00:11:55.000 --> 00:11:57.000]  除了上聖殿的事件
[00:11:57.000 --> 00:11:59.000]  其實在耶穌三十歲之前
[00:11:59.000 --> 00:12:03.000]  聖經沒有記載祂其他特別的事件
[00:12:03.000 --> 00:12:06.000]  更加沒有記載祂行一些很奇怪
[00:12:06.000 --> 00:12:08.000]  或者我們引眼為看為
[00:12:08.000 --> 00:12:10.000]  很特別或神蹟的事情
[00:12:10.000 --> 00:12:12.000]  而約翰福音2章這裡
[00:12:12.000 --> 00:12:15.000]  是耶穌行的第一件神蹟
[00:12:15.000 --> 00:12:19.000]  所以瑪利亞對耶穌的身份是知道
[00:12:19.000 --> 00:12:21.000]  但又不知道
[00:12:21.000 --> 00:12:22.000]  又很好奇
[00:12:22.000 --> 00:12:23.000]  亦有很多疑惑
[00:12:23.000 --> 00:12:25.000]  不明白
[00:12:25.000 --> 00:12:30.000]  水變酒就是耶穌行神蹟系列裡的第一件
