
[00:00:00.000 --> 00:00:05.540]  我們今天準備一部來分享的是詩篇 第九詩篇
[00:00:05.540 --> 00:00:11.500]  我們給它起個題目叫做 人生的總結
[00:00:11.500 --> 00:00:16.680]  我們要先來讀幾節聖經
[00:00:16.680 --> 00:00:19.760]  我們來讀第一節到第三節
[00:00:19.760 --> 00:00:24.320]  然後我們就讀第十節到十二節
[00:00:24.320 --> 00:00:28.920]  我們就把選其中的一部分經節來讀
[00:00:28.920 --> 00:00:32.000]  我們先讀第一節到第三節
[00:00:32.000 --> 00:00:37.100]  然後來讀第十節到十二節
[00:00:37.100 --> 00:00:43.500]  請搬到以後 我們同聲來讀
[00:00:43.500 --> 00:00:45.400]  我們一起來
[00:00:45.400 --> 00:00:49.580]  主啊 禰是次代代總統之一所
[00:00:49.580 --> 00:00:51.980]  祝善爲神生出
[00:00:51.980 --> 00:00:55.120]  定於世界禰爲神造成
[00:00:55.120 --> 00:00:58.580]  從根部到永遠 禰是神
[00:00:58.580 --> 00:01:01.420]  禰使人歸於塵土說
[00:01:01.420 --> 00:01:04.120]  你們世人要歸回
[00:01:04.120 --> 00:01:09.660]  我們再跳到第十節讀到第十二節
[00:01:09.660 --> 00:01:12.800]  我們一生的年齡是幾十歲
[00:01:12.800 --> 00:01:15.640]  若是強旺得到八十歲
[00:01:15.640 --> 00:01:20.380]  但其中所精華的不過是高度周圍
[00:01:20.380 --> 00:01:24.540]  轉眼成空 我們便如飛而去
[00:01:24.540 --> 00:01:27.480]  誰曉得你路去的前世
[00:01:27.480 --> 00:01:30.080]  誰按照禰來守的定位
[00:01:30.080 --> 00:01:32.360]  曉得禰的奉路呢
[00:01:32.360 --> 00:01:37.020]  求禰教我們怎樣數算自己的日子
[00:01:37.020 --> 00:01:40.700]  教我們得到做慈悲的行
[00:01:40.700 --> 00:01:45.800]  我們就先讀這幾節《聖經》
[00:01:45.800 --> 00:01:51.240]  這篇詩篇的題目是叫做《摩西的祈禱詩》
[00:01:51.240 --> 00:01:53.080]  這是摩西的禱告
[00:01:53.080 --> 00:01:58.680]  祂把禱告寫成一首詩
[00:01:58.680 --> 00:02:03.560]  《聖經》中提到摩西的詩只有這一首
[00:02:03.560 --> 00:02:06.260]  納維的詩倒是有很多
[00:02:06.260 --> 00:02:20.400]  我們先來看看首詩關於摩西
[00:02:20.400 --> 00:02:24.120]  摩西是在八十歲的時候
[00:02:24.120 --> 00:02:26.720]  神照顧他
[00:02:26.720 --> 00:02:31.060]  讓他把以色列人從埃及救出來
[00:02:31.060 --> 00:02:35.220]  因爲當時以色列人在埃及已經有很多年了
[00:02:35.220 --> 00:02:37.960]  他們喫了很多苦
[00:02:37.960 --> 00:02:41.460]  神聽見他們的呼聲
[00:02:41.460 --> 00:02:44.260]  也看見他們受苦的情形
[00:02:44.260 --> 00:02:50.300]  所以就打發摩西把以色列人從埃及救出來
[00:02:50.300 --> 00:02:54.000]  他們從埃及以後經過四十年
[00:02:54.000 --> 00:02:58.120]  他們已經來到迦南的邊界了
[00:02:58.120 --> 00:03:00.340]  已經來到嶽丹河邊
[00:03:00.340 --> 00:03:04.620]  過了河就進到迦南的美地
[00:03:04.620 --> 00:03:10.700]  但是摩西自己神不允許他進去
[00:03:10.700 --> 00:03:17.900]  因爲神的意思就是不讓他進去
[00:03:17.900 --> 00:03:21.860]  因爲他在曠野的時候他有得罪神的時候
[00:03:21.860 --> 00:03:24.940]  他沒有尊神爲聖的時候
[00:03:24.940 --> 00:03:28.200]  所以神就告訴摩西說
[00:03:28.200 --> 00:03:32.300]  你可以到比斯迦山頂
[00:03:32.300 --> 00:03:38.860]  去看一看遙望河對岸的美地
[00:03:38.860 --> 00:03:42.200]  所以他就上到山上
[00:03:42.200 --> 00:03:50.140]  或許這篇詩篇回顧他一生一百二十年
[00:03:50.140 --> 00:03:52.980]  所走過的坎坷的道路
[00:03:52.980 --> 00:03:56.460]  他心中就覺得很感慨
[00:03:56.460 --> 00:03:59.420]  已經來到美地的邊上
[00:03:59.420 --> 00:04:01.660]  但是不能夠進去
[00:04:01.660 --> 00:04:05.300]  他順務神就寫下這篇詩篇
[00:04:05.300 --> 00:04:11.420]  作爲他對人生的一個總結
[00:04:11.420 --> 00:04:14.700]  他回顧自己一生的時候
[00:04:14.700 --> 00:04:22.080]  他不是說好像覺得很上氣
[00:04:22.080 --> 00:04:25.160]  而是看到神是他的家
[00:04:25.160 --> 00:04:27.600]  雖然他不能進到迦南
[00:04:27.600 --> 00:04:31.300]  但是他知道神是他的家
[00:04:31.300 --> 00:04:33.260]  他就說主啊
[00:04:33.260 --> 00:04:36.460]  禰世世代代做我們的居所
[00:04:36.460 --> 00:04:41.100]  這居所的意思就是家的意思
[00:04:41.100 --> 00:04:44.100]  就居所是個長久住的地方
[00:04:44.100 --> 00:04:49.060]  他知道在地上沒有一處是他的家
[00:04:49.060 --> 00:04:51.100]  他出生在埃及
[00:04:51.100 --> 00:04:53.660]  在埃及活了有四十年
[00:04:53.660 --> 00:04:57.660]  後來又到米甸的礦野又活了四十年
[00:04:57.660 --> 00:05:00.900]  在到這個出來埃及以後
[00:05:00.900 --> 00:05:03.940]  在礦野又漂流了四十年
[00:05:03.940 --> 00:05:07.580]  所以在地上沒有一個地方是他的家
[00:05:07.580 --> 00:05:10.740]  他當時想到的神是他的家
[00:05:10.740 --> 00:05:15.340]  所以他說禰世世代代做我們的居所
[00:05:15.340 --> 00:05:17.860]  不管這個居所這個家
[00:05:17.860 --> 00:05:21.100]  神是摩西的家
[00:05:21.100 --> 00:05:25.900]  而且也是所有愛神敬畏神的人家
[00:05:25.900 --> 00:05:27.220]  感謝主
[00:05:27.220 --> 00:05:29.420]  我們也可以這麼說
[00:05:29.420 --> 00:05:32.980]  神禰是我們永遠的家
[00:05:32.980 --> 00:05:34.940]  今天我們在地上的家
[00:05:34.940 --> 00:05:36.700]  不過是暫時的
[00:05:36.700 --> 00:05:38.060]  有各樣的難處
[00:05:38.060 --> 00:05:39.700]  有各樣的痛苦
[00:05:39.700 --> 00:05:42.380]  有各樣我們不願意接受的事情
[00:05:42.380 --> 00:05:43.860]  但是感謝神
[00:05:43.860 --> 00:05:47.900]  我們知道今天我們已經在神的家裏
[00:05:47.900 --> 00:05:51.940]  將來我們要永遠的跟神在一起
[00:05:51.940 --> 00:05:57.300]  住在祂的家裏
[00:05:57.300 --> 00:06:00.620]  在這一篇詩篇中間
[00:06:00.620 --> 00:06:08.700]  可以看到人生要面對的五個現實
[00:06:08.700 --> 00:06:11.700]  第一個就是死亡
[00:06:11.700 --> 00:06:15.300]  祂說你使人歸城土
[00:06:15.300 --> 00:06:18.700]  說你們世人要歸回
[00:06:18.700 --> 00:06:22.980]  這個人是從城土來的
[00:06:22.980 --> 00:06:26.740]  神用地上的泥土做了人
[00:06:26.740 --> 00:06:31.420]  神的生氣吹在他的鼻孔裏
[00:06:31.420 --> 00:06:34.700]  亞當就成了活的人
[00:06:34.700 --> 00:06:37.340]  所以人是從泥土來的
[00:06:37.340 --> 00:06:38.660]  城土來的
[00:06:38.660 --> 00:06:42.340]  那麼人來要歸城土
[00:06:42.340 --> 00:06:44.580]  也就是聖經所說的
[00:06:44.580 --> 00:06:45.940]  按照定律
[00:06:45.940 --> 00:06:47.500]  人人都有一死
[00:06:47.500 --> 00:06:50.100]  死後且有審判
[00:06:50.100 --> 00:06:55.020]  所以在世上有一條定律是很清楚的
[00:06:55.020 --> 00:06:58.540]  就是每一個人都要死的
[00:06:58.540 --> 00:07:01.860]  不管你喜歡聽或者不喜歡聽
[00:07:01.860 --> 00:07:04.780]  所以中國人有好多的避諱
[00:07:04.780 --> 00:07:07.780]  不提死這個字
[00:07:07.780 --> 00:07:11.980]  他們用其他的比較好聽的字來說
[00:07:11.980 --> 00:07:14.540]  那麼有些人說死什麼呢
[00:07:14.540 --> 00:07:17.900]  往生
[00:07:17.900 --> 00:07:19.500]  就是說死了
[00:07:19.500 --> 00:07:22.660]  或者說這個人怎麼也死了以後呢
[00:07:22.660 --> 00:07:25.700]  死了他不在了
[00:07:25.700 --> 00:07:27.500]  他走了
[00:07:27.500 --> 00:07:30.700]  所以有好多好聽的
[00:07:30.700 --> 00:07:35.180]  但是真的事實呢 人都是魚死
[00:07:35.180 --> 00:07:38.060]  不管他多麼有勢力
[00:07:38.060 --> 00:07:40.260]  不管他多麼有錢財
[00:07:40.260 --> 00:07:45.180]  也不管他多麼困苦可憐
[00:07:45.180 --> 00:07:47.980]  最後的結果都是死亡
[00:07:47.980 --> 00:07:51.260]  所以這個是在死亡的面前呢
[00:07:51.260 --> 00:07:52.940]  只能平等
[00:07:52.940 --> 00:07:57.980]  沒有一個人可以他說不死
[00:07:57.980 --> 00:08:07.700]  所以我們常常會到這個墓地去看這些
[00:08:07.700 --> 00:08:11.780]  除了看我們自己親人的埋葬的本地
[00:08:11.780 --> 00:08:13.500]  有的時候去的話
[00:08:13.500 --> 00:08:16.740]  來看看周圍這些墓碑
[00:08:16.740 --> 00:08:18.580]  生一段多年
[00:08:18.580 --> 00:08:20.300]  死多少年
[00:08:20.300 --> 00:08:22.620]  有的呢很長
[00:08:22.620 --> 00:08:23.980]  過了一百歲
[00:08:23.980 --> 00:08:26.780]  有的可能只有幾個月
[00:08:26.780 --> 00:08:29.140]  或者是幾歲
[00:08:29.140 --> 00:08:33.260]  這個就是說擺在我們面前的
[00:08:33.260 --> 00:08:37.300]  知道人生所面對的一個現實呢
[00:08:37.300 --> 00:08:39.540]  就是死亡
[00:08:39.540 --> 00:08:40.820]  所以這裏說呢
[00:08:40.820 --> 00:08:44.060]  你死人歸城土說
[00:08:44.060 --> 00:08:47.740]  你們世人要歸回
[00:08:47.740 --> 00:08:49.260]  那麼有一個小女孩呢
[00:08:49.260 --> 00:08:51.700]  她去上祖國學
[00:08:51.700 --> 00:08:55.260]  在這個祖國學先生就講到
[00:08:55.260 --> 00:08:57.020]  這些聖經
[00:08:57.020 --> 00:09:01.060]  講到人是從城土來的
[00:09:01.060 --> 00:09:03.100]  還要回去城土
[00:09:03.100 --> 00:09:07.420]  所以她回到家裏以後
[00:09:07.420 --> 00:09:09.220]  就問她媽媽說
[00:09:09.220 --> 00:09:10.700]  她說媽媽
[00:09:10.700 --> 00:09:13.620]  在我牀底下我看見一些東西
[00:09:13.620 --> 00:09:15.180]  看見一些土
[00:09:15.180 --> 00:09:17.900]  不知道這些土是來的呢
[00:09:17.900 --> 00:09:20.940]  還是回去的
[00:09:20.940 --> 00:09:24.100]  那麼她就問了這個問題
[00:09:24.100 --> 00:09:27.740]  這媽媽也沒法回答這個問題
[00:09:27.740 --> 00:09:31.180]  就說到這個能來自城土
[00:09:31.180 --> 00:09:34.220]  而且歸回城土
[00:09:34.220 --> 00:09:36.260]  這是一個現實
[00:09:36.260 --> 00:09:37.700]  第二個現實呢
[00:09:37.700 --> 00:09:39.780]  就是人是短暫的
[00:09:39.780 --> 00:09:43.860]  人一生是很短暫的
[00:09:43.860 --> 00:09:45.020]  以師解說
[00:09:45.020 --> 00:09:48.780]  在你看來千年已如一鍋的灼熱
[00:09:48.780 --> 00:09:52.380]  又入夜間的一羹
[00:09:52.380 --> 00:09:53.700]  在神看來
[00:09:53.700 --> 00:09:57.340]  千年不過就像一天一樣的
[00:09:57.340 --> 00:10:01.580]  那麼這個人生呢
[00:10:01.580 --> 00:10:02.660]  如果一生
[00:10:02.660 --> 00:10:04.460]  如果一百歲的話
[00:10:04.460 --> 00:10:09.540]  也不過就是像一兩個小時這樣
[00:10:09.540 --> 00:10:11.500]  所以我們每年呢
[00:10:11.500 --> 00:10:13.420]  到了年末的時候呢
[00:10:13.420 --> 00:10:15.260]  都會感嘆這一年
[00:10:15.260 --> 00:10:17.940]  年呢很快就過去了
[00:10:17.940 --> 00:10:21.100]  所以總是要嘆息一下
[00:10:21.100 --> 00:10:22.940]  這一年就過去了
[00:10:22.940 --> 00:10:24.580]  那一生幾十年呢
[00:10:24.580 --> 00:10:28.500]  也不過就是幾十聲嘆息而已
[00:10:28.500 --> 00:10:33.060]  所以這個人是很短暫的
[00:10:33.060 --> 00:10:38.020]  這裏說到千年如一鍋的灼熱
[00:10:38.020 --> 00:10:40.100]  好像這個裏面暗示
[00:10:40.100 --> 00:10:42.860]  神曾經給人的壽命啊
[00:10:42.860 --> 00:10:46.860]  有一千年
[00:10:46.860 --> 00:10:48.060]  但是以後呢
[00:10:48.060 --> 00:10:49.940]  人的壽命呢
[00:10:49.940 --> 00:10:51.900]  越來越短
[00:10:51.900 --> 00:10:53.580]  到現在也就是
[00:10:53.580 --> 00:10:55.380]  最多到一百二十歲
[00:10:55.380 --> 00:10:57.020]  一百四十歲
[00:10:57.020 --> 00:10:59.220]  就這樣的情形
[00:10:59.220 --> 00:11:01.460]  所以聖經裏頭記載的有一些
[00:11:01.460 --> 00:11:05.300]  亞當以後這些子孫的話
[00:11:05.300 --> 00:11:07.500]  有的是到九百多歲的
[00:11:07.500 --> 00:11:12.100]  那已經是非常長壽的
[00:11:12.100 --> 00:11:13.180]  而且呢
[00:11:13.180 --> 00:11:15.140]  不但是短暫
[00:11:15.140 --> 00:11:20.460]  這個不但是短暫
[00:11:20.460 --> 00:11:23.660]  而且呢還是過得很快
[00:11:23.660 --> 00:11:28.140]  不知道我們有沒有這樣體會
[00:11:28.140 --> 00:11:30.260]  當我們在年輕的時候
[00:11:30.260 --> 00:11:32.660]  一天就過得很快
[00:11:32.660 --> 00:11:34.260]  一會就過去了
[00:11:34.260 --> 00:11:37.380]  但是一年呢就過得很慢
[00:11:37.380 --> 00:11:42.100]  好像總覺得生日好像很很慢
[00:11:42.100 --> 00:11:44.220]  要來也不來
[00:11:44.220 --> 00:11:44.820]  很慢
[00:11:44.820 --> 00:11:46.820]  就等一天的過生日
[00:11:46.820 --> 00:11:54.460]  或者有一天呢就等着過這個過新年
[00:11:54.460 --> 00:11:57.660]  那就在這一年就過得很慢
[00:11:57.660 --> 00:12:00.300]  但是對老年人說呢
[00:12:00.300 --> 00:12:02.100]  年紀大人說呢
[00:12:02.100 --> 00:12:03.740]  相反過來
[00:12:03.740 --> 00:12:05.860]  一天呢過得很慢
[00:12:05.860 --> 00:12:09.100]  起來以後沒有什麼事情做
[00:12:09.100 --> 00:12:10.340]  等着喫飯
[00:12:10.340 --> 00:12:12.700]  喫完飯以後又沒有什麼事情
[00:12:12.700 --> 00:12:15.100]  等到晚上晚上睡完一覺
[00:12:15.100 --> 00:12:17.220]  而這一天挺長的
[00:12:17.220 --> 00:12:19.020]  但是呢
[00:12:19.020 --> 00:12:21.740]  會覺得一年過得很快
[00:12:21.740 --> 00:12:24.060]  一年一年的過去了
[00:12:24.060 --> 00:12:25.300]  今年是90
[00:12:25.300 --> 00:12:26.420]  明年91
[00:12:26.420 --> 00:12:28.860]  很快就過去了
[00:12:28.860 --> 00:12:30.900]  所以時間呢
[00:12:30.900 --> 00:12:34.020]  就像劍一樣的
[00:12:34.020 --> 00:12:39.060]  射出去的劍很快就飛過去了
[00:12:39.060 --> 00:12:40.180]  人的一生呢
[00:12:40.180 --> 00:12:41.620]  不但是短暫
[00:12:41.620 --> 00:12:42.900]  而且呢
[00:12:42.900 --> 00:12:46.500]  這光陰呢有很多的浪費
[00:12:46.500 --> 00:12:49.580]  那我又說到這個老人院
[00:12:49.580 --> 00:12:54.460]  在中國的老人院的大樓
[00:12:54.460 --> 00:12:55.860]  一進門的房間呢
[00:12:55.860 --> 00:12:59.060]  就看見有很多的桌子
[00:12:59.060 --> 00:13:03.220]  老年人在上面打麻將
[00:13:03.220 --> 00:13:06.300]  那麼他們倒是挺開心的
[00:13:06.300 --> 00:13:07.900]  在那邊打麻將
[00:13:07.900 --> 00:13:09.740]  很熱鬧
[00:13:09.740 --> 00:13:11.500]  但是呢
[00:13:11.500 --> 00:13:13.980]  因爲沒有別的事情可以做
[00:13:13.980 --> 00:13:16.820]  所以這個也是一個很可惜的
[00:13:16.820 --> 00:13:18.820]  年輕人呢
[00:13:18.820 --> 00:13:20.140]  什麼呢
[00:13:20.140 --> 00:13:21.300]  電腦
[00:13:21.300 --> 00:13:24.020]  電腦遊戲很多
[00:13:24.020 --> 00:13:25.100]  Pokemon Go
[00:13:25.100 --> 00:13:28.140]  寶 寶 寶 什麼
[00:13:28.140 --> 00:13:30.580]  寶 寶可夢
[00:13:30.580 --> 00:13:31.740]  寶可夢
[00:13:31.740 --> 00:13:35.060]  這也是很這個實情的
[00:13:35.060 --> 00:13:36.060]  另外呢
[00:13:36.060 --> 00:13:38.460]  在這個短暫的過程中間呢
[00:13:38.460 --> 00:13:42.340]  有很多這個政治的動盪
[00:13:42.340 --> 00:13:43.620]  政治的運動
[00:13:43.620 --> 00:13:46.500]  政治的這個這些事情
[00:13:46.500 --> 00:13:48.060]  所以這一生呢
[00:13:48.060 --> 00:13:49.380]  很短暫
[00:13:49.380 --> 00:13:51.380]  真正有意思的
[00:13:51.380 --> 00:13:52.820]  如果沒有生的話
[00:13:52.820 --> 00:13:55.420]  真正有意義的時間呢
[00:13:55.420 --> 00:13:56.980]  並不是很多
[00:13:56.980 --> 00:13:59.900]  很多時間就是這麼短暫
[00:13:59.900 --> 00:14:05.380]  而且是這麼過去的
[00:14:05.380 --> 00:14:07.580]  第三個現實我們看見了
[00:14:07.580 --> 00:14:10.180]  是在第五節到第六節
[00:14:10.180 --> 00:14:10.900]  他說
[00:14:10.900 --> 00:14:13.220]  你叫他們如水衝去
[00:14:13.220 --> 00:14:14.780]  他們如睡一覺
[00:14:14.780 --> 00:14:17.780]  早晨他們如生長的草
[00:14:17.780 --> 00:14:19.700]  早晨花芽生長
[00:14:19.700 --> 00:14:22.220]  晚上各家枯乾
[00:14:22.220 --> 00:14:24.220]  不但人是短暫的
[00:14:24.220 --> 00:14:26.580]  而且是很脆弱的
[00:14:26.580 --> 00:14:30.540]  而且是變換不定的
[00:14:30.540 --> 00:14:33.460]  早晨是生長的草
[00:14:33.460 --> 00:14:38.100]  晚上呢就枯乾了
[00:14:38.100 --> 00:14:40.260]  好像如水衝去
[00:14:40.260 --> 00:14:43.860]  特別是直到當這個發水災的時候
[00:14:43.860 --> 00:14:45.500]  洪水一來的話
[00:14:45.500 --> 00:14:50.420]  整個的村莊就被水沖走了
