
[00:00:00.000 --> 00:00:02.000]  地位姐妹們平安
[00:00:02.000 --> 00:00:04.000]  真的很感謝神讓我
[00:00:04.000 --> 00:00:06.000]  再有機會回到各位當中
[00:00:06.000 --> 00:00:08.000]  一起來思考神的話語
[00:00:08.000 --> 00:00:10.000]  那今天早上呢
[00:00:10.000 --> 00:00:12.000]  我選了一個題目叫
[00:00:12.000 --> 00:00:14.000]  生命的建造
[00:00:14.000 --> 00:00:16.000]  我想把我們每一個人
[00:00:16.000 --> 00:00:18.000]  屬神的人我們都應該
[00:00:18.000 --> 00:00:20.000]  每一天都在與主同工的
[00:00:20.000 --> 00:00:22.000]  建造自己
[00:00:22.000 --> 00:00:24.000]  把這個信息放在我每一個人的心裡
[00:00:24.000 --> 00:00:26.000]  包括我自己
[00:00:26.000 --> 00:00:28.000]  那毫無疑問的過去兩年呢
[00:00:28.000 --> 00:00:30.000]  這個COVID
[00:00:30.000 --> 00:00:32.000]  這個新冠肺炎在這個世界上
[00:00:32.000 --> 00:00:34.000]  造成了很大的影響
[00:00:34.000 --> 00:00:36.000]  全世界大概至今
[00:00:36.000 --> 00:00:38.000]  有五億兩千多萬人
[00:00:38.000 --> 00:00:40.000]  確診
[00:00:40.000 --> 00:00:42.000]  死亡人數各位知道有多少嗎
[00:00:42.000 --> 00:00:44.000]  大概有六百三十萬人
[00:00:44.000 --> 00:00:46.000]  失去了生命
[00:00:46.000 --> 00:00:48.000]  那目前還沒有結束
[00:00:48.000 --> 00:00:50.000]  那最近又有一個新的叫
[00:00:50.000 --> 00:00:52.000]  Monkey part
[00:00:52.000 --> 00:00:54.000]  一個猴鬥出現
[00:00:54.000 --> 00:00:56.000]  所以可以想像這個世界
[00:00:56.000 --> 00:00:58.000]  在不停的這種
[00:00:58.000 --> 00:01:00.000]  病毒的攻擊之下
[00:01:00.000 --> 00:01:02.000]  人類的抵抗是很有限的
[00:01:02.000 --> 00:01:04.000]  那問題是
[00:01:04.000 --> 00:01:06.000]  我們是不是有機會
[00:01:06.000 --> 00:01:08.000]  做一個生命的反思
[00:01:08.000 --> 00:01:10.000]  那
[00:01:10.000 --> 00:01:12.000]  蘇格拉底講過就是說
[00:01:12.000 --> 00:01:14.000]  如果沒有
[00:01:14.000 --> 00:01:16.000]  檢討反省的生命
[00:01:16.000 --> 00:01:18.000]  這個生命是沒有生存價值的
[00:01:18.000 --> 00:01:20.000]  所以每一個人都應該
[00:01:20.000 --> 00:01:22.000]  要時常的反思自己的生命
[00:01:22.000 --> 00:01:24.000]  那基督徒就會說
[00:01:24.000 --> 00:01:26.000]  欸不是
[00:01:26.000 --> 00:01:28.000]  聖經裡有講過就是說
[00:01:28.000 --> 00:01:30.000]  手扶著離向後看的人
[00:01:30.000 --> 00:01:32.000]  不配進神國嗎
[00:01:32.000 --> 00:01:34.000]  那為什麼要往後看
[00:01:34.000 --> 00:01:36.000]  其實這個裡面的差別是
[00:01:36.000 --> 00:01:38.000]  手扶著離向後看的人
[00:01:38.000 --> 00:01:40.000]  是說
[00:01:40.000 --> 00:01:42.000]  當我們被神帶領到
[00:01:42.000 --> 00:01:44.000]  迦蘭地的時候
[00:01:44.000 --> 00:01:46.000]  他還是懷念在埃及的
[00:01:46.000 --> 00:01:48.000]  韭菜啊香料啊
[00:01:48.000 --> 00:01:50.000]  他以前在最終之樂他忘不掉
[00:01:50.000 --> 00:01:52.000]  這個叫做不要回頭看
[00:01:52.000 --> 00:01:54.000]  但是生命的反思是
[00:01:54.000 --> 00:01:56.000]  每一個基督徒
[00:01:56.000 --> 00:01:58.000]  每天都要做的
[00:01:58.000 --> 00:02:00.000]  為什麼我們要數穿我們的恩典呢
[00:02:00.000 --> 00:02:02.000]  就是一種反思
[00:02:02.000 --> 00:02:04.000]  你要在自己每一天的生活裡面
[00:02:04.000 --> 00:02:06.000]  忙忙碌碌當中
[00:02:06.000 --> 00:02:08.000]  你去思想神怎麼幫助了我們
[00:02:08.000 --> 00:02:10.000]  那
[00:02:10.000 --> 00:02:12.000]  真言有一句話
[00:02:12.000 --> 00:02:14.000]  真言十五章三十一節說
[00:02:14.000 --> 00:02:16.000]  聽從生命哲輩的
[00:02:16.000 --> 00:02:18.000]  必常在智慧人中
[00:02:18.000 --> 00:02:20.000]  我們如果能夠
[00:02:20.000 --> 00:02:22.000]  常常聽到生命的哲輩
[00:02:22.000 --> 00:02:24.000]  這個就是表示你的心
[00:02:24.000 --> 00:02:26.000]  時常會有
[00:02:26.000 --> 00:02:28.000]  反思的這個想法
[00:02:28.000 --> 00:02:30.000]  藉著聖靈藉著神的話
[00:02:30.000 --> 00:02:32.000]  提醒你讓你能夠看到
[00:02:32.000 --> 00:02:34.000]  自己什麼地方不對
[00:02:34.000 --> 00:02:36.000]  其實講到人生呢
[00:02:36.000 --> 00:02:38.000]  人生其實就跟一個車輪一樣
[00:02:38.000 --> 00:02:40.000]  一直往前走沒有停下來的
[00:02:40.000 --> 00:02:42.000]  各位知道當我們
[00:02:42.000 --> 00:02:44.000]  有一個作家提過人生
[00:02:44.000 --> 00:02:46.000]  他說我每一個人都是
[00:02:46.000 --> 00:02:48.000]  哭著到這個世界上
[00:02:48.000 --> 00:02:50.000]  痛苦地
[00:02:50.000 --> 00:02:52.000]  努力一生
[00:02:52.000 --> 00:02:54.000]  然後失望地離開
[00:02:54.000 --> 00:02:56.000]  這個世界
[00:02:56.000 --> 00:02:58.000]  當然這個話有點非常的悲觀
[00:02:58.000 --> 00:03:00.000]  可是卻說明了如果不
[00:03:00.000 --> 00:03:02.000]  認識神你的生命
[00:03:02.000 --> 00:03:04.000]  就是這樣
[00:03:04.000 --> 00:03:06.000]  就是跟所有的人一樣
[00:03:06.000 --> 00:03:08.000]  當你離開這個世界的時候是
[00:03:08.000 --> 00:03:10.000]  非常非常失望
[00:03:10.000 --> 00:03:12.000]  那人實在
[00:03:12.000 --> 00:03:14.000]  為什麼這樣說人實在不能靠自己
[00:03:14.000 --> 00:03:16.000]  做任何事情我們回想自己
[00:03:16.000 --> 00:03:18.000]  年紀很小的時候
[00:03:18.000 --> 00:03:20.000]  我們總是想做大事
[00:03:20.000 --> 00:03:22.000]  到了青年人的時候
[00:03:22.000 --> 00:03:24.000]  我們想說我們要改變世界
[00:03:24.000 --> 00:03:26.000]  可是中年的時候
[00:03:26.000 --> 00:03:28.000]  當我們經歷很多的挫折跟工作以後
[00:03:28.000 --> 00:03:30.000]  我們發現
[00:03:30.000 --> 00:03:32.000]  這個世界上好像沒有容身之地
[00:03:32.000 --> 00:03:34.000]  到年老
[00:03:34.000 --> 00:03:36.000]  像我這樣身體
[00:03:36.000 --> 00:03:38.000]  各種毛病都出來的時候
[00:03:38.000 --> 00:03:40.000]  你發現這個
[00:03:40.000 --> 00:03:42.000]  生命充滿了失望
[00:03:42.000 --> 00:03:44.000]  這個所以人呢
[00:03:44.000 --> 00:03:46.000]  如果只靠自己的話
[00:03:46.000 --> 00:03:48.000]  你到了某個年齡身體出毛病
[00:03:48.000 --> 00:03:50.000]  健康出問題
[00:03:50.000 --> 00:03:52.000]  你就開始慢慢慢慢變成灰色
[00:03:52.000 --> 00:03:54.000]  但屬神的人不是這樣子
[00:03:54.000 --> 00:03:56.000]  所以為什麼
[00:03:56.000 --> 00:03:58.000]  我要提醒各位在
[00:03:58.000 --> 00:04:00.000]  生命的建造裡面呢
[00:04:00.000 --> 00:04:02.000]  我們每一天其實都在
[00:04:02.000 --> 00:04:04.000]  與主同工的
[00:04:04.000 --> 00:04:06.000]  建造我們的每一天
[00:04:06.000 --> 00:04:08.000]  這個非常的重要
[00:04:08.000 --> 00:04:10.000]  那我們
[00:04:10.000 --> 00:04:12.000]  必須承認一件事情
[00:04:12.000 --> 00:04:14.000]  沒有兩個很大的問題是不能解決的
[00:04:14.000 --> 00:04:16.000]  一個就是
[00:04:16.000 --> 00:04:18.000]  人不能夠擁有自己
[00:04:18.000 --> 00:04:20.000]  一生勞苦的結果
[00:04:20.000 --> 00:04:22.000]  不可能擁有
[00:04:22.000 --> 00:04:24.000]  當你離開這個世界的時候
[00:04:24.000 --> 00:04:26.000]  什麼東西都帶不走
[00:04:26.000 --> 00:04:28.000]  亞歷山大把兩個手伸出來
[00:04:28.000 --> 00:04:30.000]  表示他什麼都沒有帶
[00:04:30.000 --> 00:04:32.000]  可是其實他不必表示
[00:04:32.000 --> 00:04:34.000]  每個人真的是什麼都帶不走的
[00:04:34.000 --> 00:04:36.000]  然後第二件事是
[00:04:36.000 --> 00:04:38.000]  人也不能控制自己生命的結束
