
[00:00:00.000 --> 00:00:07.180]  各位不宣的弟兄姊妹,主內平安,我們一起有個祈禱。
[00:00:07.180 --> 00:00:13.300]  慈悲的恩主,我們感謝你赦身流血,救贖我們的生命,
[00:00:13.300 --> 00:00:20.700]  離開罪惡和死亡,並且得清為神的兒女,享有這一個尊貴的命分。
[00:00:20.700 --> 00:00:24.320]  我們為此去到感激,為到去到讚美。
[00:00:24.320 --> 00:00:29.440]  主啊求你,給我們一個開放柔軟的心,去到領受主你的道,
[00:00:29.440 --> 00:00:37.400]  亦都幫助孩子,講解你的話語清楚明白,我們同心一同去到領受。
[00:00:37.400 --> 00:00:41.480]  祈禱是奉耶穌基督名求。阿們。
[00:00:41.480 --> 00:00:47.280]  今日我來到這裏,就跟大家去到思想競遣這個題目。
[00:00:47.280 --> 00:00:52.080]  因為當羅牧師邀請的時候,他說應該主題叫競遣。
[00:00:52.080 --> 00:00:59.500]  所以呢,我就選了這一段經文,是來自提摩太前書的六章,三到第十節的經文。
[00:00:59.500 --> 00:01:04.180]  一開始呢,我很想做一些叫做小小的調查。
[00:01:04.180 --> 00:01:09.960]  這一刻下來呢,如果你覺得那幅圖顯示出來的樣子是很競遣的話呢,
[00:01:09.960 --> 00:01:12.360]  你就舉手就可以了。
[00:01:12.360 --> 00:01:17.320]  那你是可以舉多過一次的,你舉完都可以的,沒問題啦。
[00:01:17.320 --> 00:01:22.160]  這是一種,我想做一個小小的調查,你覺得這個人是很競遣。
[00:01:22.160 --> 00:01:24.360]  啊,你知不知道這個是什麼?教宗啊。
[00:01:24.360 --> 00:01:30.120]  那你覺得教皇是很競遣的,你舉手。
[00:01:30.120 --> 00:01:32.600]  OK,非常好,非常好。
[00:01:32.600 --> 00:01:38.040]  好,第二,就是這個了,就是一個很清,很純潔,
[00:01:38.040 --> 00:01:45.160]  亦都是很清心的小女孩去到祈禱,你覺得她很競遣的,你舉手。
[00:01:45.160 --> 00:01:48.600]  哇,比教宗更厲害很多。
[00:01:48.600 --> 00:01:55.920]  好,第三,就是一個宣教士,就是去到遠方,去到進行很衛生,進行宣教,
[00:01:55.920 --> 00:01:59.120]  你覺得她很競遣的,你舉手。
[00:01:59.120 --> 00:02:01.920]  啊,由德輝啊,同一個小女孩。
[00:02:01.920 --> 00:02:09.680]  第四,一個嬰兒,就是你是一個很單純,沒什麼基心,做回你真實的自己,
[00:02:09.680 --> 00:02:13.600]  你覺得她很競遣的,你舉手。
[00:02:13.600 --> 00:02:19.840]  非常好,那很明顯呢,投票的結果,就是中間那兩個啦。
[00:02:19.840 --> 00:02:27.800]  所以我們對於競遣這件事呢,我們有很多不同人的印象,有什麼的perspective,是什麼叫做競遣。
[00:02:27.800 --> 00:02:33.760]  那我很想和大家一起去看看提摩太前書的六章三道十節,
[00:02:33.760 --> 00:02:37.320]  那這一段的經文,真是和競遣是很有關係。
[00:02:37.320 --> 00:02:42.600]  起碼,我們會知道競遣這個字呢,總共出現了三次這麼多的。
[00:02:42.600 --> 00:02:48.160]  包括第三節,我們會發現我們主耶穌基督純正的說,
[00:02:48.160 --> 00:02:52.400]  和那合乎競遣的道理,這個是第一次出現。
[00:02:52.400 --> 00:02:59.680]  第二次出現,就是第五節,他們以競遣為得利的門路,這個是第二次。
[00:02:59.680 --> 00:03:07.000]  第三段呢,就是第六節了,就是競遣加上知足的心便是大利。
[00:03:07.000 --> 00:03:11.000]  那我們就明白,有三次出現競遣,那很明顯,
[00:03:11.000 --> 00:03:15.000]  它的主題就是和你討論競遣的這回事。
[00:03:15.000 --> 00:03:18.680]  簡單來說,我們做一點希臘文的work study,
[00:03:18.680 --> 00:03:23.360]  你都會發現原來這個字,其實就不是在說知識這麼簡單的。
[00:03:23.360 --> 00:03:28.960]  它其實是在說向上帝一種的敬畏,追求的一種的生命。
[00:03:28.960 --> 00:03:32.920]  它是比較傾向一種我們叫做生命性的字眼,
[00:03:32.920 --> 00:03:38.440]  而不是你知識層面獲取到什麼程度。
[00:03:38.440 --> 00:03:44.360]  它不是你讀多幾個degree或者學位能夠做得到的一件事。
[00:03:44.360 --> 00:03:51.560]  它的最主要意思就是,如果你所提出的教導是合乎耶穌基督的真理,
[00:03:51.560 --> 00:03:55.080]  那個真理自然會帶來一個的果效,
[00:03:55.080 --> 00:04:01.720]  那個果效就會引導你成為一個競遣的生命,它和真理是很有關係的。
[00:04:01.720 --> 00:04:05.880]  也就是說,耶穌基督的教導是有改變生命的能力的。
[00:04:05.880 --> 00:04:10.200]  將一個屬肉體的人轉化為一個競遣的生命。
[00:04:10.200 --> 00:04:13.880]  你覺得你老公是否競遣呢?
[00:04:13.880 --> 00:04:16.360]  你老婆呢?
[00:04:16.360 --> 00:04:20.760]  你都知道,她是否競遣和她讀多少書是沒有什麼關係的。
[00:04:20.760 --> 00:04:26.600]  你會知道,她是否幫忙洗碗就能顯示到她是否競遣了。
[00:04:26.600 --> 00:04:29.960]  所以競遣很明顯就是一個生命的影響力,
[00:04:29.960 --> 00:04:32.600]  又或者她信主前,又或者信主後,
[00:04:32.600 --> 00:04:36.920]  她認為認識真理,她帶來一種生命的改變呢?
[00:04:36.920 --> 00:04:38.760]  你明白競遣就是這些了。
[00:04:38.760 --> 00:04:43.000]  就是一種我們叫做生命性的要求,對上帝一種的心。
[00:04:43.000 --> 00:04:48.200]  我們今天講到有三點跟大家一起看看競遣的。
[00:04:48.200 --> 00:04:51.640]  第一點,就是要遠離不競遣的道理。
[00:04:51.640 --> 00:04:55.800]  我們就要去看看什麼叫做不競遣。
[00:04:55.800 --> 00:05:01.000]  經文一開始就記載了保羅是向提摩太一的提醒,
[00:05:01.000 --> 00:05:05.320]  要求他要遠離和防備那些假師傅的教導。
[00:05:05.320 --> 00:05:12.440]  第三點,就是這些人的教導就是不順從我們主耶穌基督純正的話,
[00:05:12.440 --> 00:05:14.680]  和那合乎競遣的道理。
[00:05:14.680 --> 00:05:18.920]  我們會留意,耶穌基督的道理有兩個形容詞形容它的。
[00:05:18.920 --> 00:05:22.920]  一個形容詞叫純正,也就是合理的意思。
[00:05:22.920 --> 00:05:25.560]  第二個形容詞就是合乎競遣。
[00:05:25.560 --> 00:05:28.760]  這個道理就不是一個知識那麼簡單了,
[00:05:28.760 --> 00:05:32.600]  而是一種引領人帶來競遣生命的道理。
[00:05:32.600 --> 00:05:37.480]  因而是一種生命轉化性的一個道理,而不是知識的獲取性。
[00:05:37.480 --> 00:05:43.560]  但是那些假師傅,他在這裡提到是另外傳一些的道理。
[00:05:43.560 --> 00:05:48.280]  而這些另外傳的道理和耶穌基督的道理是有所分別。
[00:05:48.280 --> 00:05:53.720]  那個分別點呢,就是競遣這一點那裡。
[00:05:53.720 --> 00:05:58.120]  也就是說,就算他們講的道理可能都不是說差得很遠,
[00:05:58.120 --> 00:06:02.360]  但是他所帶來的效果,是一個是趨向競遣,
[00:06:02.360 --> 00:06:05.880]  一個就是趨向另外一個相反的方向。
[00:06:05.880 --> 00:06:07.160]  那什麼叫相反方向呢?
[00:06:07.160 --> 00:06:11.400]  第一,我們就會看到一個字眼,就叫做「字高字大」。
[00:06:11.400 --> 00:06:13.880]  大家看到,就是這個字眼。
[00:06:13.880 --> 00:06:16.200]  你翻查這一隻字的希臘文,
[00:06:16.200 --> 00:06:21.480]  它原來,它的意思就是「產生煙霧」的意思。
[00:06:21.480 --> 00:06:23.480]  大家知不知道什麼叫「產生煙霧」?
[00:06:23.480 --> 00:06:27.960]  如果你在冬天洗澡的時候,我最喜歡就不開秋氣扇了。
[00:06:27.960 --> 00:06:32.040]  就令整個浴室都煙霧瀰漫的一種感覺。
[00:06:32.040 --> 00:06:35.640]  我又覺得這是一個很棒的情況。
[00:06:35.640 --> 00:06:39.000]  那我們就叫這一種叫做「產生煙霧」。
[00:06:39.000 --> 00:06:41.160]  我先展示一個煙霧給大家看。
[00:06:41.160 --> 00:06:42.600]  這個是煙霧來的。
[00:06:42.600 --> 00:06:46.360]  煙霧的特徵就是很顯眼的。
[00:06:46.360 --> 00:06:49.480]  一出現的時候,很吸睛的。
[00:06:49.480 --> 00:06:51.480]  還有很舒服的。
[00:06:51.480 --> 00:06:53.480]  但是它有另外一個特徵。
[00:06:53.480 --> 00:06:58.920]  那個特徵就是我穿好衣服,乾了之後,我就打開秋氣扇,
[00:06:58.920 --> 00:07:04.520]  它就在兩分鐘之內,所有的煙霧都全部消失了。
[00:07:04.520 --> 00:07:09.240]  彷彿這個浴室好像沒有煙霧出現過一樣。
[00:07:09.240 --> 00:07:11.640]  這一種就是「字高字大」了。
[00:07:11.640 --> 00:07:15.640]  「字高字大」它是沒有辦法帶來實質的效益。
[00:07:15.640 --> 00:07:18.440]  它只有一個口號,又或者只有一個樣子,
[00:07:18.440 --> 00:07:22.280]  就好像煙霧那麼短暫,出現在你的生命裏面。
[00:07:22.280 --> 00:07:26.520]  但是它的果效就一瞬即逝。
[00:07:26.520 --> 00:07:28.920]  這一種就是「字高字大」。
[00:07:28.920 --> 00:07:31.080]  這個是沒有長遠的效益。
[00:07:31.080 --> 00:07:33.240]  比喻那些假師傅,
[00:07:33.240 --> 00:07:38.120]  只是重視別人眼前顯而易見的表現。
[00:07:38.120 --> 00:07:40.680]  就好像煙一樣那麼明顯。
[00:07:40.680 --> 00:07:45.080]  它的教導是沒有辦法帶來長遠的果效。
[00:07:45.080 --> 00:07:49.000]  更加不要再說,帶來什麼競拳的果效了。
[00:07:49.000 --> 00:07:53.640]  所以它重視的,就是自己的名聲,自己的地位。
[00:07:53.640 --> 00:07:57.400]  這是第一個元素,競拳的相反。
[00:07:57.400 --> 00:07:59.560]  競拳的相反,第二個元素,
[00:07:59.560 --> 00:08:01.560]  你看那個第四節的經文,
[00:08:01.560 --> 00:08:06.120]  就是「專耗問難,爭辯言辭」。
[00:08:06.120 --> 00:08:08.680]  你看到這些字眼。
[00:08:08.680 --> 00:08:11.160]  假師傅最喜歡什麼呢?
[00:08:11.160 --> 00:08:13.960]  就是最喜歡跟別人爭辯。
[00:08:13.960 --> 00:08:16.760]  爭辯不是為了要認識真理,
[00:08:16.760 --> 00:08:19.480]  不是為了看看這段經文是什麼意思。
[00:08:19.480 --> 00:08:21.480]  如果有些爭辯是建設性,
[00:08:21.480 --> 00:08:23.640]  我們當然是很受歡迎的。
[00:08:23.640 --> 00:08:25.640]  但是有些爭辯你知道的,
[00:08:25.640 --> 00:08:28.600]  它不是為了要了解真理。
[00:08:28.600 --> 00:08:35.560]  它的爭辯只是想來自質度,來自紛爭,來自毀謗,
[00:08:35.560 --> 00:08:40.520]  來自妄議,是拆毀性的一種爭辯。
[00:08:40.520 --> 00:08:42.920]  它的目的不是為了建立教會,
[00:08:42.920 --> 00:08:46.040]  也不是什麼善意的批評。
[00:08:46.040 --> 00:08:50.120]  而是只是顯示自己的眼光有多麼的獨到,
[00:08:50.120 --> 00:08:52.120]  又或者是透過捉別人的痛腳,
[00:08:52.120 --> 00:08:54.760]  來達到肯定自己的效果。
[00:08:54.760 --> 00:08:59.560]  我們就稱之為「專耗問難,爭辯言辭」。
[00:08:59.560 --> 00:09:04.440]  以上兩點,我們就看到北京乾究竟是一個什麼樣的特質。
[00:09:04.440 --> 00:09:05.880]  要留意這兩點,
[00:09:05.880 --> 00:09:10.040]  全部都不是一種道理上,
[00:09:10.040 --> 00:09:12.280]  不只是知識的層面,
[00:09:12.280 --> 00:09:14.280]  而是生命的質素。
[00:09:14.280 --> 00:09:17.960]  保羅教導我們,全道理的人的生命質素,
[00:09:17.960 --> 00:09:22.200]  必須和道理本身的內容要一致才行。
[00:09:22.200 --> 00:09:24.280]  否則你說一套做一套,
[00:09:24.280 --> 00:09:28.120]  你都不覺得說的人是有任何的說服力。
[00:09:28.120 --> 00:09:31.560]  又或者他活著不是他所說的內容,
[00:09:31.560 --> 00:09:34.120]  卻是和敬虔的生命不一致。
[00:09:34.120 --> 00:09:39.400]  這樣的人就沒有辦法有效地去到全講耶穌基督的真理。
[00:09:39.400 --> 00:09:41.640]  我們可以藉著這個人的生命,
[00:09:41.640 --> 00:09:45.480]  就知道他是否一個假師傅。
[00:09:45.480 --> 00:09:49.880]  大家有沒有真的遇過一些叫做 "Raise a smoker",
[00:09:49.880 --> 00:09:53.320]  即是產生煙幕的人呢?
[00:09:53.320 --> 00:09:58.280]  我以前在香港大學讀電子工程的時候,
[00:09:58.280 --> 00:10:00.440]  我還記得我二年級的時候,
[00:10:00.440 --> 00:10:01.960]  就遇到一位老師,
[00:10:01.960 --> 00:10:03.720]  那位老師我很深刻,
[00:10:03.720 --> 00:10:05.720]  因為他第一堂的時候,
[00:10:05.720 --> 00:10:07.400]  就問我們一個問題,
[00:10:07.400 --> 00:10:10.840]  那個問題就是「你認識我嗎?」
[00:10:10.840 --> 00:10:12.760]  他第一堂的時候就問我們這個問題,
[00:10:12.760 --> 00:10:16.120]  我心想「我不認識你,你可否介紹一下?」
[00:10:16.120 --> 00:10:21.800]  然後他就說「你讀物理科學,
[00:10:21.800 --> 00:10:24.120]  你就會認識愛因斯坦,
[00:10:24.120 --> 00:10:27.960]  你讀電子工程,你就要認識我。」
[00:10:27.960 --> 00:10:30.840]  好,我認識愛因斯坦的,
[00:10:30.840 --> 00:10:32.840]  但我真的不認識你。
[00:10:32.840 --> 00:10:35.640]  然後你知道我是誰嗎?
[00:10:35.640 --> 00:10:38.040]  他不停強調我是誰。
[00:10:38.040 --> 00:10:42.360]  然後他就強調我就是發明 GSM 的那個。
[00:10:42.360 --> 00:10:44.680]  大家知道什麼是 GSM 嗎?
[00:10:44.680 --> 00:10:46.040]  有沒有人知道什麼是 GSM 呢?
[00:10:46.040 --> 00:10:47.640]  舉手。
[00:10:47.640 --> 00:10:51.320]  你舉手,就知道你是那個年代。
[00:10:51.320 --> 00:10:52.840]  為什麼呢?
[00:10:52.840 --> 00:10:55.320]  因為 GSM 那時候真的很厲害,
[00:10:55.320 --> 00:10:58.120]  是因為我們以前的手提電話,
[00:10:58.120 --> 00:11:00.680]  有幾個制式,
[00:11:00.680 --> 00:11:03.000]  其中一個制式是令到你……
[00:11:03.000 --> 00:11:04.440]  制式,不好意思,制式。
[00:11:04.440 --> 00:11:08.200]  就是不用去接駁發射器,
[00:11:08.200 --> 00:11:10.600]  你可以在任何地方都收到,
[00:11:10.600 --> 00:11:13.640]  並且處理的數據可以大量一些。
[00:11:13.640 --> 00:11:16.120]  這個 GSM 的制式是比較通行,
[00:11:16.120 --> 00:11:16.840]  比較多一些。
[00:11:16.840 --> 00:11:18.440]  它的對手就是 CDMA,
[00:11:18.440 --> 00:11:19.800]  有沒有聽過這些?
[00:11:19.800 --> 00:11:21.800]  CDMA 有聽過。
[00:11:21.800 --> 00:11:23.240]  然後就是 PCS,
[00:11:23.240 --> 00:11:24.680]  有沒有聽過?
[00:11:24.680 --> 00:11:27.480]  你開始不敢舉手。
[00:11:27.480 --> 00:11:29.640]  然後你有聽過……
[00:11:29.640 --> 00:11:32.600]  然後就是第一代,第二代,
[00:11:32.600 --> 00:11:35.960]  現在就是 1G,2G,3G,
[00:11:35.960 --> 00:11:36.920]  現在就是 4G,
[00:11:36.920 --> 00:11:37.960]  然後就是 5G,
[00:11:37.960 --> 00:11:39.080]  這樣數下去。
[00:11:39.080 --> 00:11:42.200]  其實你們知道這些是制式,
[00:11:42.200 --> 00:11:44.280]  它就是發明 GSM 那個。
[00:11:44.280 --> 00:11:46.840]  我們很多同學都很仰慕它,
[00:11:46.840 --> 00:11:49.480]  因為它就是發明 GSM。
[00:11:49.480 --> 00:11:51.480]  不過你現在二十年過後,
[00:11:51.480 --> 00:11:54.360]  你數回頭來都不知道什麼是 GSM,
[00:11:54.360 --> 00:11:58.120]  但是你也會記得那個叫 E=mc2,
[00:11:58.120 --> 00:12:00.600]  因為那個叫愛因斯坦,
[00:12:00.600 --> 00:12:04.280]  但是到現在你真的不知道什麼是 GSM,
[00:12:04.280 --> 00:12:08.920]  到這裡你就知道什麼叫做自高自大。
[00:12:08.920 --> 00:12:10.680]  好像一個煙霧,
[00:12:10.680 --> 00:12:13.800]  二十年前你知道是很厲害的,
[00:12:13.800 --> 00:12:18.360]  但是二十年過後現在已經是 5G 的了。
[00:12:18.360 --> 00:12:20.440]  你就明白就是這一種了。
[00:12:20.440 --> 00:12:24.440]  就是這一種那個果效是很短淺,
[00:12:24.440 --> 00:12:27.560]  但是過後就過硬雲煙。
[00:12:27.560 --> 00:12:30.440]  我們就叫這一種叫做自高自大。
[00:12:30.440 --> 00:12:31.720]  這個是第一點,
[00:12:31.720 --> 00:12:33.560]  不敬虔的道理。
[00:12:33.560 --> 00:12:34.600]  第二點,
[00:12:34.600 --> 00:12:37.720]  我們看看第五和第九、第十節,
[00:12:37.720 --> 00:12:41.720]  就是要防止將敬虔公理化。
[00:12:41.720 --> 00:12:44.520]  賈師傅另外一個不敬虔的特徵,
[00:12:44.520 --> 00:12:47.640]  就是用敬虔成為得利的門路。
[00:12:47.640 --> 00:12:50.440]  其實這個真的很吊詭的,
[00:12:50.440 --> 00:12:52.680]  很詭異的。
[00:12:52.680 --> 00:12:53.320]  為什麼呢?
[00:12:53.320 --> 00:12:56.520]  就是一個不敬虔的人,
[00:12:56.520 --> 00:13:01.720]  怎樣可以利用括弧敬虔成為得利的門路呢?
