
[00:00:00.000 --> 00:00:01.460]  各位頂姐妹
[00:00:01.460 --> 00:00:04.240]  早晨
[00:00:04.240 --> 00:00:07.360]  再次在現在這個時候
[00:00:07.360 --> 00:00:11.300]  年初八跟大家去祝賀大家
[00:00:11.300 --> 00:00:13.040]  是否年初九呢?
[00:00:13.040 --> 00:00:15.660]  年初八
[00:00:15.660 --> 00:00:17.560]  比年初一更初
[00:00:17.560 --> 00:00:22.000]  但是我仍然在這個時候
[00:00:22.000 --> 00:00:25.020]  仍然在新年期間來恭祝大家
[00:00:25.020 --> 00:00:28.160]  新年期間最多人恭喜你
[00:00:28.160 --> 00:00:29.620]  是恭喜你什麼人
[00:00:30.000 --> 00:00:32.000]  (發財)
[00:00:32.000 --> 00:00:34.000]  同不同意?
[00:00:34.000 --> 00:00:36.000]  最近有些人
[00:00:36.000 --> 00:00:38.000]  快要結婚的時候
[00:00:38.000 --> 00:00:40.000]  那些親家都要跟他說
[00:00:40.000 --> 00:00:44.000]  你的禮
[00:00:44.000 --> 00:00:46.000]  最好就
[00:00:46.000 --> 00:00:48.000]  跟八有關的
[00:00:48.000 --> 00:00:50.000]  所以全部都是八
[00:00:50.000 --> 00:00:52.000]  八萬八千八百八十八
[00:00:52.000 --> 00:00:56.000]  八十八萬八千八百八十八
[00:00:56.000 --> 00:00:58.000]  做生意的
[00:00:58.000 --> 00:01:00.000]  每逢去到
[00:01:00.000 --> 00:01:02.000]  過年這個時間
[00:01:02.000 --> 00:01:04.000]  一定有什麼菜式
[00:01:04.000 --> 00:01:08.000]  一定有發財
[00:01:08.000 --> 00:01:10.000]  豪市
[00:01:10.000 --> 00:01:12.000]  同不同意?
[00:01:12.000 --> 00:01:14.000]  發財豪市
[00:01:14.000 --> 00:01:16.000]  然後一定有魚
[00:01:16.000 --> 00:01:18.000]  年年都有魚
[00:01:18.000 --> 00:01:20.000]  當我留意
[00:01:20.000 --> 00:01:22.000]  看到這一切現象的時候
[00:01:22.000 --> 00:01:24.000]  你會看見不只是個人
[00:01:24.000 --> 00:01:26.000]  甚至政府
[00:01:26.000 --> 00:01:28.000]  國家
[00:01:28.000 --> 00:01:30.000]  一個二個都是
[00:01:30.000 --> 00:01:32.000]  在這些時刻裏面
[00:01:32.000 --> 00:01:34.000]  都是想想怎樣
[00:01:34.000 --> 00:01:36.000]  發展經濟
[00:01:36.000 --> 00:01:38.000]  發
[00:01:38.000 --> 00:01:40.000]  每樣東西都是有這麼大得這麼大去發
[00:01:40.000 --> 00:01:42.000]  所以我今天
[00:01:42.000 --> 00:01:44.000]  特別是選擇了聖經裏面一個人
[00:01:44.000 --> 00:01:46.000]  他的夢
[00:01:46.000 --> 00:01:48.000]  跟大家來分享
[00:01:48.000 --> 00:01:50.000]  夢與人生的關係
[00:01:50.000 --> 00:01:52.000]  有人說
[00:01:52.000 --> 00:01:54.000]  人向高處
[00:01:54.000 --> 00:01:56.000]  水向低流
[00:01:56.000 --> 00:01:58.000]  你同不同意呢?
[00:01:58.000 --> 00:02:00.000]  我所說
[00:02:00.000 --> 00:02:02.000]  這個夢境
[00:02:02.000 --> 00:02:04.000]  它不一定是發夢
[00:02:04.000 --> 00:02:06.000]  而是心裏面一種願望
[00:02:06.000 --> 00:02:08.000]  大部分人的願望
[00:02:08.000 --> 00:02:10.000]  到底是什麼呢?
[00:02:10.000 --> 00:02:12.000]  離不開三樣東西
[00:02:12.000 --> 00:02:14.000]  當你留意看看
[00:02:14.000 --> 00:02:16.000]  今天整個世界
[00:02:16.000 --> 00:02:18.000]  由上到下
[00:02:18.000 --> 00:02:20.000]  這三樣東西是什麼呢?
[00:02:20.000 --> 00:02:22.000]  第一 錢
[00:02:22.000 --> 00:02:24.000]  第二 性慾
[00:02:24.000 --> 00:02:26.000]  慾望
[00:02:26.000 --> 00:02:28.000]  第三 就是權力
[00:02:28.000 --> 00:02:30.000]  過去的裏面
[00:02:30.000 --> 00:02:32.000]  令我自己本身
[00:02:32.000 --> 00:02:34.000]  就好
[00:02:34.000 --> 00:02:36.000]  最近都在想
[00:02:36.000 --> 00:02:38.000]  跟同學聊天
[00:02:38.000 --> 00:02:40.000]  有一個是非常
[00:02:40.000 --> 00:02:42.000]  感嘆的
[00:02:42.000 --> 00:02:44.000]  就是一位
[00:02:44.000 --> 00:02:46.000]  師兄
[00:02:46.000 --> 00:02:48.000]  他的遭遇
[00:02:48.000 --> 00:02:50.000]  學校的時間
[00:02:50.000 --> 00:02:52.000]  非常出眾
[00:02:52.000 --> 00:02:54.000]  長袖善舞
[00:02:54.000 --> 00:02:56.000]  非常著名
[00:02:56.000 --> 00:02:58.000]  學生領袖
[00:02:58.000 --> 00:03:00.000]  然後出來的時間
[00:03:00.000 --> 00:03:02.000]  步步高升
[00:03:02.000 --> 00:03:04.000]  一路升升到一人之下
[00:03:04.000 --> 00:03:06.000]  萬人之上
[00:03:06.000 --> 00:03:08.000]  但是就是因為
[00:03:08.000 --> 00:03:10.000]  受賄
[00:03:10.000 --> 00:03:12.000]  貪污
[00:03:12.000 --> 00:03:14.000]  浪蕩入獄
[00:03:14.000 --> 00:03:16.000]  我們同學
[00:03:16.000 --> 00:03:18.000]  聊天的時候
[00:03:18.000 --> 00:03:20.000]  有這種感嘆
[00:03:20.000 --> 00:03:22.000]  但另一方面
[00:03:22.000 --> 00:03:24.000]  我也跟我的同學說
[00:03:24.000 --> 00:03:26.000]  其實我們需要肯
[00:03:26.000 --> 00:03:28.000]  在別人身上
[00:03:28.000 --> 00:03:30.000]  好好地
[00:03:30.000 --> 00:03:32.000]  學一些功課
[00:03:32.000 --> 00:03:34.000]  人生最終
[00:03:34.000 --> 00:03:36.000]  是為了什麼呢?
[00:03:36.000 --> 00:03:38.000]  我們看到
[00:03:38.000 --> 00:03:40.000]  不只是他
[00:03:40.000 --> 00:03:42.000]  連同我們的國家
[00:03:42.000 --> 00:03:44.000]  也是一樣
[00:03:44.000 --> 00:03:46.000]  由2017年
[00:03:46.000 --> 00:03:48.000]  那個時間
[00:03:48.000 --> 00:03:50.000]  有人揭露
[00:03:50.000 --> 00:03:52.000]  一些
[00:03:52.000 --> 00:03:54.000]  三年內發生的事
[00:03:54.000 --> 00:03:56.000]  這三年內
[00:03:56.000 --> 00:03:58.000]  就是
[00:03:58.000 --> 00:04:00.000]  高幹
[00:04:00.000 --> 00:04:02.000]  有多少人
[00:04:02.000 --> 00:04:04.000]  被判刑
[00:04:04.000 --> 00:04:06.000]  大家看看這個數字的時候
[00:04:06.000 --> 00:04:08.000]  令你非常吃驚
[00:04:08.000 --> 00:04:10.000]  這個吃驚的現象
[00:04:10.000 --> 00:04:12.000]  原來是
[00:04:12.000 --> 00:04:14.000]  省級以上的幹部
[00:04:14.000 --> 00:04:16.000]  每個月
