
[00:00:00.000 --> 00:00:02.960]  弟兄姊妹 午安
[00:00:02.960 --> 00:00:09.040]  剛才聽到頂區的師班唱一首很好的詩
[00:00:09.040 --> 00:00:14.640]  我們的上帝是昔在今在永在 都沒有改變
[00:00:14.640 --> 00:00:18.080]  所以今日世事雖然難料
[00:00:18.080 --> 00:00:20.960]  俗語有云
[00:00:20.960 --> 00:00:24.880]  世局就好像一盤棋一樣
[00:00:24.880 --> 00:00:27.920]  局局都新 隨時都可能有變化
[00:00:27.920 --> 00:00:31.200]  但真正掌管今天和明天的
[00:00:31.200 --> 00:00:33.760]  都是我們這位主耶穌
[00:00:33.760 --> 00:00:36.160]  祂是創天造地的真神
[00:00:36.160 --> 00:00:42.160]  所以當我們來體會真正去投靠和跟隨祂的人
[00:00:42.160 --> 00:00:48.080]  我們需要以基督耶穌成為我們生命真正的藍圖
[00:00:48.080 --> 00:00:51.200]  為何會用這個題目跟大家講呢
[00:00:51.200 --> 00:00:58.480]  正正因為我們全年排了講道的時間表
[00:00:58.480 --> 00:01:04.080]  我們會將約翰福音由頭到尾跟大家分享一次
[00:01:04.080 --> 00:01:06.960]  在約翰福音第八章一到十一節
[00:01:06.960 --> 00:01:10.800]  我們先來看看今天所要講解的經文
[00:01:10.800 --> 00:01:12.320]  我們一起來讀
[00:01:12.320 --> 00:01:15.280]  於是各人都回家去了
[00:01:15.280 --> 00:01:18.160]  耶穌卻往橄欖山去
[00:01:18.160 --> 00:01:20.400]  清早又回到殿裡
[00:01:20.400 --> 00:01:23.280]  眾百姓都到祂那裡去
[00:01:23.280 --> 00:01:26.160]  祂就坐下教訓他們
[00:01:26.160 --> 00:01:28.080]  「民是和法理賽人
[00:01:28.080 --> 00:01:31.520]  帶著一個行淫時被拿的婦人來
[00:01:31.520 --> 00:01:33.920]  叫她站在當中
[00:01:33.920 --> 00:01:35.600]  就對耶穌說
[00:01:35.600 --> 00:01:40.240]  夫子,這婦人是正行淫之時被拿的
[00:01:40.240 --> 00:01:41.920]  摩西在律法上
[00:01:41.920 --> 00:01:44.720]  吩咐我們擺這樣的婦人
[00:01:44.720 --> 00:01:46.480]  用石頭打死
[00:01:46.480 --> 00:01:49.760]  你說該擺她怎麼樣呢?」
[00:01:49.760 --> 00:01:53.120]  他們說這話乃試探耶穌
[00:01:53.120 --> 00:01:55.840]  要得著告她的把柄
[00:01:55.840 --> 00:01:57.680]  耶穌卻彎著腰
[00:01:57.680 --> 00:02:00.560]  用指頭在地上畫字
[00:02:00.560 --> 00:02:03.040]  他們還是不住的問她
[00:02:03.040 --> 00:02:06.240]  耶穌就直起腰來對他們說
[00:02:06.240 --> 00:02:09.120]  「你們中間誰是沒有罪的
[00:02:09.120 --> 00:02:12.480]  誰就可以先拿石頭打她?」
[00:02:12.480 --> 00:02:14.560]  於是又彎著腰
[00:02:14.560 --> 00:02:17.280]  用指頭在地上畫字
[00:02:17.280 --> 00:02:19.280]  他們聽見這話
[00:02:19.280 --> 00:02:21.280]  就從老到少
[00:02:21.280 --> 00:02:24.160]  一個一個的都出去了
[00:02:24.160 --> 00:02:26.480]  只剩下耶穌一人
[00:02:26.480 --> 00:02:30.160]  還有那婦人仍然站在當中
[00:02:30.160 --> 00:02:33.360]  耶穌就直起腰來對她說
[00:02:33.360 --> 00:02:36.320]  「婦人,那些人在哪裡呢?
[00:02:36.320 --> 00:02:38.720]  沒有人定你的罪嗎?」
[00:02:38.720 --> 00:02:41.120]  她說「主啊,沒有」
[00:02:41.120 --> 00:02:44.240]  耶穌說「我也不定你的罪
[00:02:44.240 --> 00:02:48.320]  去吧,從此不要再犯罪了」
[00:02:48.320 --> 00:02:50.960]  讓我們先一起低頭祈禱
[00:02:50.960 --> 00:02:52.320]  親愛的天父上帝
[00:02:52.320 --> 00:02:53.760]  我們要感謝祢
[00:02:53.760 --> 00:02:57.600]  因為祢賜下祢自己聖經寶貴的話語
[00:02:57.600 --> 00:03:01.440]  將祢的心意啟示在我們每一個人面前
[00:03:01.440 --> 00:03:04.320]  我們懇求真理的聖靈向我們說話
[00:03:04.320 --> 00:03:07.120]  也開啟我們眾人的心跳
[00:03:07.120 --> 00:03:10.000]  讓我們能夠傳一個謙卑受教的心
[00:03:10.000 --> 00:03:13.040]  也讓我們不單領受主的說話
[00:03:13.040 --> 00:03:15.680]  更加願意去進行祢的心意
[00:03:15.680 --> 00:03:17.040]  讓我們回去的時候
[00:03:17.040 --> 00:03:18.960]  我們的生命重新得力
[00:03:18.960 --> 00:03:20.960]  也好好地照顧上主
[00:03:20.960 --> 00:03:22.720]  祢自己美善的心意
[00:03:22.720 --> 00:03:25.360]  在這個世界裡我們活出來
[00:03:25.360 --> 00:03:28.320]  讓我們的生命能夠為祢所用
[00:03:28.320 --> 00:03:29.680]  我們同心禱告
[00:03:29.680 --> 00:03:31.840]  奉主耶穌基督聖名求
[00:03:31.840 --> 00:03:33.840]  阿們
