
[00:00:00.000 --> 00:00:02.000]  美女們,午安!
[00:00:02.000 --> 00:00:05.000]  好多年前了,真是!
[00:00:05.000 --> 00:00:16.000]  1968年,當時在墨西哥的里約烈奈奴奧運會某一場比賽發生了一件事。
[00:00:16.000 --> 00:00:23.000]  在我開始分享之前,請音響幫我們播一播這條片。
[00:00:23.000 --> 00:00:25.000]  一分鐘而已,很快!
[00:00:27.000 --> 00:00:36.000]  1968年墨西哥奧運會,由於2300米的高海拔特殊環境,短跑和跳遠等項目的世界紀錄被接連刷新。
[00:00:36.000 --> 00:00:40.000]  而同樣的環境對於馬拉松來說卻是一場災難。
[00:00:40.000 --> 00:00:48.000]  在極度缺氧的環境下,許多選手不堪重負,提前退賽。就連冠軍的成績都要比上屆奧運會慢了8分鐘。
[00:00:48.000 --> 00:00:52.000]  伴隨著頒獎儀式的結束,觀眾們也相繼離場。
[00:00:52.000 --> 00:00:57.000]  這時組委會卻突然得知,竟然還有一名選手在繼續奔跑。
[00:00:57.000 --> 00:01:04.000]  夜幕中,一個看似平平無奇的選手,怎麼都想像不到,他會是奧運史上最偉大的倒數第一。
[00:01:04.000 --> 00:01:08.000]  就連賽後的回答也成為了奧運史上最精彩的隔夜。
[00:01:08.000 --> 00:01:13.000]  由於比賽半成,巴赫瓦里脫離摔倒,導致膝蓋受傷,肩膀脫臼。
[00:01:13.000 --> 00:01:16.000]  經過簡單治療後又重返賽場。
[00:01:16.000 --> 00:01:23.000]  身體充滿倔強的身影,腿上纏著繃帶,走起路來一拳一拐步履盤山,圍觀的群眾早已散去。
[00:01:23.000 --> 00:01:29.000]  沒有人會去注意這位孤獨跑者,終點,夢想,榮譽,希望。
[00:01:29.000 --> 00:01:35.000]  此時每一個都壓得他喘不過來氣,膝蓋流淌著鮮血,嘴角也在痛苦抽搐。
[00:01:35.000 --> 00:01:38.000]  劇烈的疼痛感,讓他每一步都堪比散步。
[00:01:38.000 --> 00:01:45.000]  受到精神感染的觀眾們紛紛回到了體育場,並且特意為他們的英雄佈置了歡迎場地。
[00:01:45.000 --> 00:01:51.000]  在警車的簇擁下,阿赫瓦里歷經四個半小時,終於踏進了為他而亮的體育場。
[00:01:51.000 --> 00:01:54.000]  那一刻,劍氣全場掌聲如雷。
[00:01:54.000 --> 00:02:01.000]  當他衝過終點後,記者第一時間上前詢問,你已經不可能獲得名次了,為何還要堅持呢?
[00:02:01.000 --> 00:02:09.000]  阿赫瓦里說,祖國把我從七千英里外送到了這裡,並不是讓我開始比賽,而是讓我去完成比賽。
[00:02:11.000 --> 00:02:17.000]  在座當中,可能有小部分的大家知道你玩長跑。
[00:02:17.000 --> 00:02:26.000]  我不知道是不是這樣,在高原空氣稀薄的情況下,是特別難搞的。
[00:02:26.000 --> 00:02:34.000]  這位長跑運動員叫阿赫瓦里,剛才你看片段時有提到他的名字。
[00:02:34.000 --> 00:02:45.000]  他說,其實他堅持下去,因為他代表國家出賽,這是他的使命。
[00:02:45.000 --> 00:02:51.000]  所以他中間仍然跌倒,還要跌到很傷。
[00:02:51.000 --> 00:02:58.000]  他仍然很努力地堅持下去,無論如何都要完成這場比賽。
[00:02:58.000 --> 00:03:06.000]  我們剛才談完伊弗索書的姆努拉,現在就進入菲律賓書。
[00:03:06.000 --> 00:03:13.000]  這是保羅所寫的另外一卷監獄書信。
[00:03:13.000 --> 00:03:19.000]  今天跟大家分享這段經文,中間到了第十七節,
[00:03:19.000 --> 00:03:28.000]  保羅不僅說自己正在坐牢,甚至說「我若被軒墊在其上」,即是怎樣?
[00:03:28.000 --> 00:03:33.000]  即是可能要面對死亡。即使是這樣,是有可能的。
[00:03:33.000 --> 00:03:40.000]  但是面對生命當中的狂風暴雨,保羅憑甚麼?
[00:03:40.000 --> 00:03:45.000]  以及他怎樣實踐他的信仰呢?
[00:03:45.000 --> 00:03:53.000]  讓我們先來看看第一個段落,是在第五節至第十一節。
[00:03:53.000 --> 00:03:58.000]  我想請大家先和我一起讀出這七節的聖經,預備起!
[00:03:58.000 --> 00:04:02.000]  你們都以基督耶穌的心為心,
[00:04:02.000 --> 00:04:07.000]  他本有神的形象,不以自己與神同等為強奪的,
[00:04:07.000 --> 00:04:13.000]  反倒虛己,取了勞僕的形象,成為人的樣色。
[00:04:13.000 --> 00:04:21.000]  具有人的樣子,就自己卑微,全心信服,以至於死,且死在十字架上。
[00:04:21.000 --> 00:04:28.000]  以神將他升為至高,又賜給他那超乎萬名之上的名,
[00:04:28.000 --> 00:04:33.000]  叫一切在天上的、地上的和地底下的,
[00:04:33.000 --> 00:04:42.000]  因耶穌的名無不屈實,無不口稱耶穌基督為主,使榮耀歸於父神。
[00:04:42.000 --> 00:04:47.000]  如果我只是像這個標題講信仰實踐,
[00:04:47.000 --> 00:04:53.000]  其實我今天應該由第十二節開始的,不過我選擇早一點,
[00:04:53.000 --> 00:04:58.000]  我仍然要講第五節至第十一節,
[00:04:58.000 --> 00:05:07.000]  因為這個段落為了我們的信仰實踐,提供了一個非常重要的基礎。
[00:05:07.000 --> 00:05:14.000]  剛才大家讀的時候,不知道你有沒有一個感覺,那些東西都知道了,對不對?
[00:05:14.000 --> 00:05:22.000]  好像沒甚麼心意,甚至聽到教義這麼滿的。
[00:05:22.000 --> 00:05:27.000]  而庇護我們的信仰,其實不單止是知識,
[00:05:27.000 --> 00:05:31.000]  而是要將我們所信的很具體地活出來。
[00:05:31.000 --> 00:05:39.000]  當中正正就是要以耶穌基督的樣式作為我們的標準和依歸。
[00:05:39.000 --> 00:05:44.000]  經文在第五節的時候是這樣說的:
[00:05:44.000 --> 00:05:48.000]  「你們都以基督耶穌的身為身。」
[00:05:48.000 --> 00:05:53.000]  耶穌基督的身其實就是一個謙卑的身。
[00:05:53.000 --> 00:05:54.000]  為甚麼我這樣說呢?
[00:05:54.000 --> 00:06:03.000]  因為第六節說:「他本有神的形象,不以自己與神同等為強奪的。」
[00:06:03.000 --> 00:06:09.000]  耶穌基督是擁有了神寸佈,祂的性情,祂的本質。
[00:06:09.000 --> 00:06:15.000]  因此祂理論上應該與神有同等的權盟,
[00:06:15.000 --> 00:06:19.000]  同等的地位,享有永遠的榮耀。
[00:06:19.000 --> 00:06:22.000]  不過祂沒有堅持這些權利,
[00:06:22.000 --> 00:06:25.000]  祂不是「死惹著不放」。
[00:06:25.000 --> 00:06:30.000]  惹著不放就是強奪的意思。
[00:06:30.000 --> 00:06:34.000]  昭日墮落的天使,麥果撒旦,祂就不是這樣了,
[00:06:34.000 --> 00:06:36.000]  祂是一個服役的靈,對不對?
[00:06:36.000 --> 00:06:42.000]  不過祂總是要覺得自己是與神同等,
[00:06:42.000 --> 00:06:45.000]  與神平起平坐。
[00:06:45.000 --> 00:06:54.000]  那麼我們會不會有些時候都很堅持我們自己的權利,
[00:06:54.000 --> 00:06:59.000]  多於第七節所說的「反倒虛己」?
