
[00:00:00.000 --> 00:00:02.240]  我們上次的信息裡面也講到
[00:00:02.240 --> 00:00:05.100]  加勒太蘇第五章第一節講到
[00:00:05.100 --> 00:00:07.640]  基督釋放了我們 使我們得自由
[00:00:07.640 --> 00:00:09.960]  自由非常的寶貴
[00:00:09.960 --> 00:00:13.200]  對我們來講 我們大概不太能夠體會
[00:00:13.200 --> 00:00:18.600]  現在全世界的人都在關注伊朗
[00:00:18.600 --> 00:00:22.500]  美國跟以色列每一天都有進展
[00:00:22.500 --> 00:00:24.860]  可能有些人天天在看
[00:00:24.860 --> 00:00:26.800]  到底這個情況會怎麼樣
[00:00:26.800 --> 00:00:29.840]  不管你喜歡不喜歡 不管你贊成不贊成
[00:00:30.100 --> 00:00:33.600]  這一場戰爭影響的一定是全世界
[00:00:33.600 --> 00:00:35.460]  是不是啊 有沒有感覺
[00:00:35.460 --> 00:00:36.760]  有沒有感覺
[00:00:36.760 --> 00:00:38.400]  油價有沒有感覺
[00:00:38.400 --> 00:00:41.300]  有嗎 哎呀 馬上有感覺了
[00:00:41.300 --> 00:00:44.600]  是不是 所以這個跟我們太有關係了
[00:00:44.600 --> 00:00:45.900]  但是你知道嗎
[00:00:45.900 --> 00:00:49.460]  有一些人他們比我們更關心
[00:00:49.460 --> 00:00:53.700]  他們昨天在洛杉磯舉行示威
[00:00:53.700 --> 00:00:56.800]  他們在那邊抗議
[00:00:56.800 --> 00:00:59.840]  他們在那邊慶祝
[00:01:00.860 --> 00:01:04.000]  他們慶祝美國跟以色列
[00:01:04.000 --> 00:01:08.500]  這個去攻打這個伊朗
[00:01:08.500 --> 00:01:12.400]  因為他們認為他們忍受了47年
[00:01:12.400 --> 00:01:15.800]  他今天他們終於有機會
[00:01:15.800 --> 00:01:19.340]  他們可以回到他們自己的母國了
[00:01:19.340 --> 00:01:21.960]  這些居住在
[00:01:21.960 --> 00:01:24.700]  美國的這些伊朗人
[00:01:24.700 --> 00:01:28.940]  在全美國各地他們舉行遊行
[00:01:29.160 --> 00:01:32.200]  他們在那個地方慶祝這件事情
[00:01:32.200 --> 00:01:37.060]  當然他們慶祝的不是他們自己的國家被轟炸成這樣
[00:01:37.060 --> 00:01:39.700]  但是我想大家了解這個意思是不是
[00:01:39.700 --> 00:01:43.660]  因為他們長期以來在這個伊朗的政權之下
[00:01:43.660 --> 00:01:45.160]  他們沒有得到自由
[00:01:45.160 --> 00:01:48.140]  他們被壓迫的中間
[00:01:48.140 --> 00:01:51.340]  所以今天他們有機會可以得到自由了
[00:01:51.340 --> 00:01:54.560]  對他們來講自由是何等的寶貴
[00:01:54.560 --> 00:01:58.440]  跟你旁邊說自由何等的寶貴
[00:01:59.360 --> 00:02:06.700]  可能我們今天我們沒有像他們這樣子被壓制
[00:02:06.700 --> 00:02:10.860]  但是我們被不同的東西所壓制
[00:02:10.860 --> 00:02:15.700]  所以這一個基督釋放了我們使我們得以自由
[00:02:15.700 --> 00:02:19.660]  這個信息不單單是對伊朗的人說的
[00:02:19.660 --> 00:02:22.840]  這個信息是對所有的人所說的
[00:02:22.840 --> 00:02:26.100]  所以今天我們要來看繼續的來看
[00:02:27.140 --> 00:02:30.060]  今天這段經文我想我們特別要問
[00:02:30.060 --> 00:02:34.300]  從這個哥林多後書這一段聖經裡面
[00:02:34.300 --> 00:02:36.960]  其實應該是要從第十三節
[00:02:36.960 --> 00:02:37.860]  不過太長了
[00:02:37.860 --> 00:02:39.940]  我就等一下我會再提
[00:02:39.940 --> 00:02:47.160]  那麼保羅在哥林多後書第三章這一段聖經
[00:02:47.160 --> 00:02:51.060]  其實從第三章的第一節一直開始
[00:02:51.060 --> 00:02:56.260]  他就講到說我們今天新約的時候
[00:02:56.600 --> 00:03:01.600]  我們的職分跟舊約的職分是不一樣的
[00:03:01.600 --> 00:03:04.060]  我們今天都是新約的執事
[00:03:04.060 --> 00:03:06.400]  執事是什麼呢
[00:03:06.400 --> 00:03:07.860]  執事就是minister
[00:03:07.860 --> 00:03:10.700]  不是deacon 是minister
[00:03:10.700 --> 00:03:15.300]  換句話說你我凡是經歷了耶穌基督的救贖之後
[00:03:15.300 --> 00:03:18.140]  我們都成為新約的minister
[00:03:18.140 --> 00:03:23.040]  minister在這個英國來講就是牧師了
[00:03:24.940 --> 00:03:29.340]  那我們今天講說我們在我們美國來講
[00:03:29.340 --> 00:03:32.060]  我們講minister跟pastor
[00:03:32.060 --> 00:03:35.000]  一個是沒有暗牧的一個是有暗牧的
[00:03:35.000 --> 00:03:37.360]  但我想講的重點不是在這裡
[00:03:37.360 --> 00:03:41.500]  那聖經上讓我們看見每一個被耶穌所救贖的
[00:03:41.500 --> 00:03:44.900]  我們都是新約的執事
[00:03:44.900 --> 00:03:47.500]  minister是在做什麼
[00:03:47.500 --> 00:03:48.700]  是在服事神的
[00:03:48.700 --> 00:03:53.100]  可是保羅在這裡講到
[00:03:55.560 --> 00:04:02.760]  他說他們的心幾時歸向主
[00:04:02.760 --> 00:04:05.700]  帕子就幾時出去了
[00:04:05.700 --> 00:04:07.700]  他在說什麼
[00:04:07.700 --> 00:04:11.860]  他這邊是在引用舊約裡面當摩西
[00:04:11.860 --> 00:04:14.860]  他在山上領受律法的時候
[00:04:14.860 --> 00:04:18.340]  四時晝夜他在神的面前親近神對不對
[00:04:18.340 --> 00:04:22.700]  就是以色列人可不可以去見神
[00:04:22.700 --> 00:04:24.400]  不可以
[00:04:25.140 --> 00:04:27.640]  在舊約的時代以色列人如果見了神
[00:04:27.640 --> 00:04:28.940]  神如果向他們顯現
[00:04:28.940 --> 00:04:30.640]  如果他們看見神會怎麼樣
[00:04:30.640 --> 00:04:31.760]  會死的
[00:04:31.760 --> 00:04:36.600]  所以摩西一個人到山上四時晝夜在那邊親近神
[00:04:36.600 --> 00:04:39.040]  神把那個律法交給他對不對
[00:04:39.040 --> 00:04:41.600]  結果當四十天之後
[00:04:41.600 --> 00:04:44.040]  他得到了律法
[00:04:44.040 --> 00:04:47.660]  那個摩西的師伴是不是
[00:04:47.660 --> 00:04:54.300]  這個就是舊約聖經裡面闖出黎明生
[00:04:55.940 --> 00:04:58.140]  這五卷書 創世紀
[00:04:58.140 --> 00:05:01.240]  出埃及紀
[00:05:01.240 --> 00:05:03.040]  立位紀
[00:05:03.040 --> 00:05:05.340]  民宿紀
[00:05:05.340 --> 00:05:08.340]  森明紀 這五卷叫做什麼
[00:05:08.340 --> 00:05:11.940]  叫做摩西五經懂嗎
[00:05:11.940 --> 00:05:15.140]  俠義上對於來講
[00:05:15.140 --> 00:05:17.740]  聖經裡面講的律法
[00:05:17.740 --> 00:05:20.740]  就是指的摩西五經
[00:05:20.740 --> 00:05:24.540]  猶太人稱這個摩西五經叫做Tora
[00:05:25.940 --> 00:05:27.040]  Tora
[00:05:27.040 --> 00:05:30.440]  那廣義來講
[00:05:30.440 --> 00:05:33.740]  整個聖經都是可以
[00:05:33.740 --> 00:05:36.240]  這個律法都可以指的是整個聖經對不對
[00:05:36.240 --> 00:05:37.840]  但一般來講
[00:05:37.840 --> 00:05:40.440]  以色列人講的律法
[00:05:40.440 --> 00:05:43.640]  指的是摩西五經或者是舊約
[00:05:43.640 --> 00:05:45.840]  那丟著唄
[00:05:45.840 --> 00:05:50.240]  那麼保羅在引用這段故事的時候
[00:05:50.240 --> 00:05:51.840]  引用這個歷史的時候
[00:05:51.840 --> 00:05:53.640]  他提到什麼呢
[00:05:54.440 --> 00:05:58.040]  他說摩西是那個舊約的執事
[00:05:58.040 --> 00:06:00.640]  他遇見神的時候呢
[00:06:00.640 --> 00:06:04.440]  他的臉上就反照出神的容光
[00:06:04.440 --> 00:06:07.240]  所以當摩西走下山的時候
[00:06:07.240 --> 00:06:10.740]  以色列人不敢直接看他 為什麼
[00:06:10.740 --> 00:06:13.940]  因為臉上有容光
[00:06:13.940 --> 00:06:16.840]  那個光他們沒有辦法指使
[00:06:16.840 --> 00:06:19.840]  接著保羅就說了
[00:06:19.840 --> 00:06:21.440]  那個摩西啊
[00:06:21.440 --> 00:06:23.640]  代表舊約的執事
[00:06:23.640 --> 00:06:26.340]  他的容光是會漸漸退去的
[00:06:26.340 --> 00:06:28.740]  可是呢
[00:06:28.740 --> 00:06:31.040]  新約的執事
[00:06:31.040 --> 00:06:33.640]  那個容光卻不會退去的
[00:06:33.640 --> 00:06:37.640]  因此
[00:06:37.640 --> 00:06:39.540]  他就提到了
[00:06:39.540 --> 00:06:43.340]  他說他們的心幾時歸向主
[00:06:43.340 --> 00:06:45.240]  帕子就幾時出去了
[00:06:45.240 --> 00:06:46.940]  為什麼有帕子
[00:06:46.940 --> 00:06:48.240]  那個帕子是什麼
[00:06:48.240 --> 00:06:50.840]  那個帕子就是當摩西
[00:06:50.840 --> 00:06:52.440]  他下山的時候
[00:06:52.440 --> 00:06:53.340]  對不對
[00:06:53.940 --> 00:06:55.740]  以色列人不敢看他 對不對
[00:06:55.740 --> 00:06:57.440]  所以怎麼樣
[00:06:57.440 --> 00:07:00.140]  他要有一個帕子
[00:07:00.140 --> 00:07:02.640]  但是
[00:07:02.640 --> 00:07:05.940]  保羅說他的帕子什麼時候出去
[00:07:05.940 --> 00:07:08.940]  那個帕子代表什麼呢
[00:07:08.940 --> 00:07:12.040]  那個帕子就代表律法
[00:07:12.040 --> 00:07:18.740]  好 這是這一段聖經原來的意思
[00:07:18.740 --> 00:07:20.440]  等一下我們會引申出來
[00:07:20.440 --> 00:07:22.240]  所以第一個
[00:07:23.840 --> 00:07:26.440]  如果我們要在基督裡面得自由
[00:07:26.440 --> 00:07:29.340]  我們要從律法當中
[00:07:29.340 --> 00:07:30.840]  得到釋放
[00:07:30.840 --> 00:07:35.440]  跟你旁邊說要從律法當中得釋放
[00:07:35.440 --> 00:07:40.540]  我們這段聖經一直在講
[00:07:40.540 --> 00:07:42.040]  保羅在迦納泰書講說
[00:07:42.040 --> 00:07:43.340]  基督釋放我們
[00:07:43.340 --> 00:07:45.340]  就要我們得以自由
[00:07:45.340 --> 00:07:47.240]  所以不要再做
[00:07:47.240 --> 00:07:48.940]  怎麼樣
[00:07:48.940 --> 00:07:51.140]  律法的盧浦了
[00:07:52.840 --> 00:07:53.740]  換句話說
[00:07:53.740 --> 00:07:57.040]  當我們強調
[00:07:57.040 --> 00:08:00.440]  我們還在靠著舊約的律法
[00:08:00.440 --> 00:08:02.540]  就像這些猶太人一樣
