
[00:00:00.000 --> 00:00:06.140]  我們在聽神的話之前先做個祈禱
[00:00:06.140 --> 00:00:12.040]  七日神我們今天很高興能夠在此一起敬拜祢自己
[00:00:12.040 --> 00:00:15.880]  因為祢是那位值得我們去敬拜的神
[00:00:15.880 --> 00:00:17.760]  求祢自己的話語
[00:00:17.760 --> 00:00:21.480]  求祢自己一切的真理都在我們心中
[00:00:21.480 --> 00:00:23.880]  而我們都是一個聖潔的
[00:00:23.880 --> 00:00:28.440]  是蒙你揀選分別為聖的門徒
[00:00:28.440 --> 00:00:30.200]  可以一生跟隨祢
[00:00:30.200 --> 00:00:32.700]  求祢的靈去開啟我們的心
[00:00:32.700 --> 00:00:33.760]  跟我們說話
[00:00:33.760 --> 00:00:37.440]  我們將以後的時間完全交給上帝祢自己
[00:00:37.440 --> 00:00:38.180]  願我們同在
[00:00:38.180 --> 00:00:40.720]  禱告奉主名求阿門
[00:00:40.720 --> 00:00:47.440]  我們一直都是說到聖本善
[00:00:47.440 --> 00:00:52.600]  聖本善我們也說到神對婚姻的心意
[00:00:52.600 --> 00:00:55.960]  一男一女 一夫一妻 一生一世
[00:00:55.960 --> 00:00:58.480]  和一心一意
[00:00:58.480 --> 00:01:02.800]  在今天說一心一意
[00:01:02.800 --> 00:01:07.680]  其實這個題目很多時候可以用數字去表達
[00:01:07.680 --> 00:01:10.760]  不知道用數字怎樣去表達
[00:01:10.760 --> 00:01:12.800]  譬如一生一世
[00:01:12.800 --> 00:01:15.520]  有人說是一三一四
[00:01:15.520 --> 00:01:17.760]  用國語會好一點
[00:01:17.760 --> 00:01:19.840]  一生一世
[00:01:19.840 --> 00:01:21.320]  不是一生一死
[00:01:21.320 --> 00:01:22.640]  要讀得好一點
[00:01:22.640 --> 00:01:24.440]  是一生一世
[00:01:24.440 --> 00:01:27.240]  一心一意就是一七一一
[00:01:27.240 --> 00:01:28.360]  為甚麼會是一七一一呢?
[00:01:28.360 --> 00:01:32.480]  你試試讀國語可能會比較接近
[00:01:32.480 --> 00:01:34.200]  一切意義
[00:01:34.200 --> 00:01:36.560]  一心一意
[00:01:36.560 --> 00:01:38.040]  就是類似
[00:01:38.040 --> 00:01:39.760]  這個呢
[00:01:39.760 --> 00:01:41.080]  看你懂不懂
[00:01:41.080 --> 00:01:43.880]  零四五九二
[00:01:43.880 --> 00:01:44.720]  我和你說
[00:01:44.720 --> 00:01:46.520]  零四五九二
[00:01:46.520 --> 00:01:47.800]  有人和你說零四五九二
[00:01:47.800 --> 00:01:49.040]  你會怎樣說?
[00:01:49.040 --> 00:01:50.920]  即是甚麼?
[00:01:50.920 --> 00:01:53.560]  零四五九二
[00:01:53.560 --> 00:01:55.200]  即是怎樣?
[00:01:55.200 --> 00:01:58.440]  捏死你呀
[00:01:58.440 --> 00:01:59.720]  捏死你走人
[00:01:59.720 --> 00:02:01.680]  厲害
[00:02:01.680 --> 00:02:02.920]  這個應該是甚麼呢?
[00:02:02.920 --> 00:02:05.400]  你是我最愛
[00:02:05.400 --> 00:02:06.680]  你是我最愛
[00:02:06.680 --> 00:02:07.600]  你跟別人說
[00:02:07.600 --> 00:02:10.440]  零四五九二
[00:02:10.440 --> 00:02:13.640]  現在很多時候都是用文字
[00:02:13.640 --> 00:02:16.280]  一心一意 一生一世
[00:02:16.280 --> 00:02:17.240]  我想問你
[00:02:17.240 --> 00:02:18.400]  在聖經當中
[00:02:18.400 --> 00:02:23.600]  你覺得哪個聖經人物是一心一意的?
[00:02:23.600 --> 00:02:26.040]  在聖經當中
[00:02:26.040 --> 00:02:30.640]  你覺得哪個在你的腦海裡是一心一意的?
[00:02:30.640 --> 00:02:34.840]  即是不會是阿伯拉罕吧?
[00:02:34.840 --> 00:02:38.000]  不會是雅各吧?
[00:02:38.000 --> 00:02:40.200]  可能你想到是以撒
[00:02:40.200 --> 00:02:41.240]  男的可能想到以撒
[00:02:41.240 --> 00:02:43.080]  女的呢?
[00:02:43.080 --> 00:02:45.000]  女的可能是路德吧?
[00:02:45.000 --> 00:02:47.720]  即是很鍾情的那些
[00:02:47.720 --> 00:02:50.840]  今日想跟大家說的那個一心一意的
[00:02:50.840 --> 00:02:53.160]  我會覺得是
[00:02:53.160 --> 00:02:54.240]  他媽
[00:02:54.240 --> 00:02:56.200]  今日想說說這個他媽
[00:02:56.200 --> 00:02:58.760]  有沒有人認識這個他媽?
[00:02:58.760 --> 00:03:01.680]  聖經當中有兩個他媽
[00:03:01.680 --> 00:03:03.520]  第一個他媽
[00:03:03.520 --> 00:03:05.160]  是在
[00:03:05.160 --> 00:03:06.360]  兩個都是舊約的
[00:03:06.360 --> 00:03:09.600]  一個他媽是大衛的女兒
[00:03:09.600 --> 00:03:10.960]  記不記得?
[00:03:10.960 --> 00:03:11.680]  大衛的女兒
[00:03:11.680 --> 00:03:13.320]  很漂亮的女兒
[00:03:13.320 --> 00:03:18.840]  但很可惜被她哥哥暗戀摧毀了
[00:03:18.840 --> 00:03:21.000]  今天我們不是說這個
[00:03:21.000 --> 00:03:22.480]  我們說那個
[00:03:22.480 --> 00:03:25.960]  有人說她好像妓女
[00:03:25.960 --> 00:03:29.000]  這個妓女好像是
[00:03:29.000 --> 00:03:30.640]  在新約裡面
[00:03:30.640 --> 00:03:33.000]  但她在耶穌的家譜出現過
[00:03:33.000 --> 00:03:33.560]  是不是?
[00:03:33.560 --> 00:03:34.760]  你會記得的
[00:03:34.760 --> 00:03:36.640]  馬太福音那裡說
[00:03:36.640 --> 00:03:42.000]  他媽給猶大生了法拉斯和謝拉
[00:03:42.000 --> 00:03:46.400]  法拉斯和謝拉是雙胞胎
[00:03:46.400 --> 00:03:47.640]  一起出生的
[00:03:47.640 --> 00:03:50.120]  為什麼會有這件事呢?
[00:03:50.120 --> 00:03:52.560]  這件事是在哪裡發生的呢?
[00:03:52.560 --> 00:03:55.040]  我們今天說聖本善的時候
[00:03:55.040 --> 00:03:56.880]  我們會看到
[00:03:56.880 --> 00:03:58.320]  神很奇妙的
[00:03:58.320 --> 00:04:02.720]  在《創世紀》第38章裡面
[00:04:02.720 --> 00:04:04.920]  記載了這件事
[00:04:04.920 --> 00:04:07.520]  在還沒說這件事之前
[00:04:07.520 --> 00:04:09.920]  他有一點伏筆
[00:04:09.920 --> 00:04:12.840]  或者我們讀到頭幾節
[00:04:12.840 --> 00:04:16.040]  我們先看看伏筆在哪裡
[00:04:16.040 --> 00:04:19.800]  「那時猶大離開他的弟兄下去
[00:04:19.800 --> 00:04:24.320]  到一個雅杜蘭人名叫希拉的家裡去
[00:04:24.320 --> 00:04:28.520]  猶大在那裡看見一個加南人名叫
[00:04:28.520 --> 00:04:30.280]  舒雅的女兒
[00:04:30.280 --> 00:04:36.680]  就娶她為妻與她同房」
[00:04:36.680 --> 00:04:41.560]  這個經文說「那時猶大離開了他的弟兄」
[00:04:41.560 --> 00:04:42.960]  其實說什麼呢?
[00:04:42.960 --> 00:04:44.680]  如果你看一看
[00:04:44.680 --> 00:04:46.720]  你看到第38章之前
[00:04:46.720 --> 00:04:49.960]  第37章其實是說
[00:04:49.960 --> 00:04:52.280]  約瑟被賣到埃及
[00:04:52.280 --> 00:04:55.680]  就是賣走了他
[00:04:55.680 --> 00:04:57.640]  賣走了之後
[00:04:57.640 --> 00:05:02.160]  在第39章
[00:05:02.160 --> 00:05:06.480]  就說約瑟在埃及生活
[00:05:06.480 --> 00:05:08.120]  怎樣長大等等
[00:05:08.120 --> 00:05:10.280]  面對很多挑戰
[00:05:10.280 --> 00:05:14.200]  其實聖經如果是37章
[00:05:14.200 --> 00:05:16.280]  約瑟被賣到埃及
[00:05:16.280 --> 00:05:19.160]  順理成章就繼續說這個故事
[00:05:19.160 --> 00:05:26.120]  但他突然插了這個38章在中間
[00:05:26.120 --> 00:05:28.960]  猶大本身
[00:05:28.960 --> 00:05:32.160]  伏筆就說「那時」
[00:05:32.160 --> 00:05:33.320]  「那時」我剛才說了
[00:05:33.320 --> 00:05:35.920]  「那時」就是約瑟被賣了之後
[00:05:35.920 --> 00:05:38.600]  接著我們就在說「猶大」
[00:05:38.600 --> 00:05:42.880]  當整個寫作的橋段
[00:05:42.880 --> 00:05:44.920]  所謂的佈局
[00:05:44.920 --> 00:05:48.280]  其實作者是有心意在當中
[00:05:48.280 --> 00:05:51.000]  我們看到其實
[00:05:51.000 --> 00:05:55.880]  他是想比較「猶大」和「約瑟」的對比
[00:05:55.880 --> 00:05:57.920]  我們一會兒說一下
[00:05:57.920 --> 00:06:00.760]  其實他是怎樣比較的呢
[00:06:00.760 --> 00:06:04.600]  但本身第38章裡面的內容
[00:06:04.600 --> 00:06:06.640]  我們看完之後會清楚一點
[00:06:06.640 --> 00:06:08.400]  但他本身的內容
[00:06:08.400 --> 00:06:14.000]  他都是想比較另一件事
[00:06:14.000 --> 00:06:15.880]  剛才那段經文
[00:06:15.880 --> 00:06:17.800]  女主角還沒出場
[00:06:17.800 --> 00:06:19.120]  阿塔瑪還沒出場
[00:06:19.120 --> 00:06:20.360]  這裡就是說到
[00:06:20.360 --> 00:06:22.840]  雅各十二個兒子
[00:06:22.840 --> 00:06:25.200]  老四這個猶大離開之後
[00:06:25.200 --> 00:06:27.880]  他就娶了一個妻子
[00:06:27.880 --> 00:06:31.640]  但這個妻子你有沒有發覺她沒有名字
[00:06:31.640 --> 00:06:34.200]  她的名字叫什麼名字
[00:06:34.200 --> 00:06:36.440]  她的名字叫「舒雅的女兒」
[00:06:36.440 --> 00:06:38.800]  就是沒有名字
[00:06:38.800 --> 00:06:41.840]  沒有名字其實原因很簡單
[00:06:41.840 --> 00:06:44.120]  因為其實家男女子
[00:06:44.120 --> 00:06:46.680]  他娶了家男女子在神的眼中
[00:06:46.680 --> 00:06:49.760]  其實這個不是一個太好的婚姻
[00:06:49.760 --> 00:06:51.520]  在神的心意當中
[00:06:51.520 --> 00:06:53.520]  所以他連名字都沒有
[00:06:53.520 --> 00:06:55.160]  不單止他太太沒有名字
[00:06:55.160 --> 00:06:57.120]  「不蒙神月立」
[00:06:57.120 --> 00:06:59.520]  他甚至生了三個小孩
[00:06:59.520 --> 00:07:02.120]  一個叫「爾」一個叫「鵝男」
[00:07:02.120 --> 00:07:05.440]  一個叫「士拉」
[00:07:05.440 --> 00:07:06.760]  很不幸
[00:07:06.760 --> 00:07:08.640]  他那兩個兒子
[00:07:08.640 --> 00:07:11.880]  接二連三都身亡了
[00:07:11.880 --> 00:07:13.960]  都離世了
[00:07:13.960 --> 00:07:16.680]  死因何在呢
[00:07:16.680 --> 00:07:17.640]  有三個小孩
[00:07:17.640 --> 00:07:19.040]  突然間頭兩個死了
[00:07:19.040 --> 00:07:20.240]  什麼原因呢
[00:07:20.240 --> 00:07:23.000]  經文這裡開始說
[00:07:23.000 --> 00:07:25.240]  他說「猶大為長子」
[00:07:25.240 --> 00:07:26.720]  長子叫「爾」
[00:07:26.720 --> 00:07:29.440]  就娶妻名叫「塔瑪」
[00:07:29.440 --> 00:07:32.760]  塔瑪是女主角
[00:07:32.760 --> 00:07:36.640]  是猶大的媳婦
[00:07:36.640 --> 00:07:38.640]  猶大的長子「爾」
[00:07:38.640 --> 00:07:40.080]  在聖經說
[00:07:40.080 --> 00:07:44.160]  在耶和華眼中是惡人
[00:07:44.160 --> 00:07:46.240]  所以就娶了他的姓名
[00:07:46.240 --> 00:07:47.480]  聖經就這麼說
[00:07:47.480 --> 00:07:49.120]  他有多惡真的不知道
[00:07:49.120 --> 00:07:51.240]  他家暴還是怎樣
