
[00:00:00.000 --> 00:00:03.000]  我們先做一個祈禱
[00:00:03.000 --> 00:00:06.000]  天父上帝我們感謝您的恩典
[00:00:06.000 --> 00:00:09.000]  在這個分別的為聖的日子當中
[00:00:09.000 --> 00:00:11.000]  我們來敬拜您
[00:00:11.000 --> 00:00:12.000]  特別在這個時刻
[00:00:12.000 --> 00:00:16.000]  求您親自臨駕到我們的殿中
[00:00:16.000 --> 00:00:19.000]  願我們同在
[00:00:19.000 --> 00:00:20.000]  願我們的敬拜
[00:00:20.000 --> 00:00:24.000]  願我們的信息都蒙你的月
[00:00:24.000 --> 00:00:27.000]  特別將港台分別為聖
[00:00:27.000 --> 00:00:31.000]  願你讓你的僕人按正義來分解真理的道
[00:00:31.000 --> 00:00:33.000]  奉耶穌基督的聖名祈求
[00:00:33.000 --> 00:00:34.000]  阿們
[00:00:34.000 --> 00:00:40.000]  在這個世上
[00:00:40.000 --> 00:00:45.000]  有人類這種奇怪的生物
[00:00:45.000 --> 00:00:47.000]  好像只有人類才會問
[00:00:47.000 --> 00:00:52.000]  為什麼我會在這個世上呢
[00:00:55.000 --> 00:00:58.000]  我今天全留在這個世上
[00:00:58.000 --> 00:01:00.000]  所謂何事呢
[00:01:00.000 --> 00:01:01.000]  或者所謂何物呢
[00:01:01.000 --> 00:01:06.000]  似乎好像這些這麼奇怪的問題
[00:01:06.000 --> 00:01:08.000]  只有人類才會問
[00:01:08.000 --> 00:01:14.000]  其他動物都很高智能
[00:01:14.000 --> 00:01:20.000]  有些生物其實溝通的技巧很高
[00:01:20.000 --> 00:01:22.000]  你知不知道
[00:01:22.000 --> 00:01:26.000]  蜜蜂出去探了之後
[00:01:26.000 --> 00:01:28.000]  回到蜂巢那裡
[00:01:28.000 --> 00:01:31.000]  牠就懂得用一種叫做
[00:01:31.000 --> 00:01:33.000]  好像一個舞蹈
[00:01:33.000 --> 00:01:36.000]  牠就會知道花粉在哪裡
[00:01:36.000 --> 00:01:37.000]  方向
[00:01:37.000 --> 00:01:39.000]  有風向
[00:01:39.000 --> 00:01:40.000]  這個
[00:01:40.000 --> 00:01:41.000]  水源什麼的
[00:01:41.000 --> 00:01:44.000]  牠就會告訴牠周圍的蜜蜂
[00:01:44.000 --> 00:01:45.000]  所以整群蜜蜂
[00:01:45.000 --> 00:01:47.000]  接著就去到那個地方
[00:01:47.000 --> 00:01:49.000]  不會有錯誤的
[00:01:49.000 --> 00:01:51.000]  據說海豚都很懂得
[00:01:51.000 --> 00:01:52.000]  溝通的
[00:01:52.000 --> 00:01:55.000]  甚至海豚跟那些養牠的人
[00:01:55.000 --> 00:01:58.000]  有某一種程度上的溝通
[00:01:58.000 --> 00:02:01.000]  那你說其他的生物
[00:02:01.000 --> 00:02:02.000]  會不會
[00:02:02.000 --> 00:02:03.000]  會不會
[00:02:03.000 --> 00:02:07.000]  也都問這個問題呢
[00:02:07.000 --> 00:02:12.000]  應該就不會的
[00:02:12.000 --> 00:02:14.000]  你怎麼知道
[00:02:14.000 --> 00:02:15.000]  直接的證明
[00:02:15.000 --> 00:02:16.000]  或者沒有
[00:02:16.000 --> 00:02:20.000]  不過有不少間接的例證
[00:02:20.000 --> 00:02:21.000]  原因
[00:02:21.000 --> 00:02:23.000]  根據研究
[00:02:23.000 --> 00:02:25.000]  基本上動物
[00:02:25.000 --> 00:02:29.000]  牠都是被一種叫做本能
[00:02:29.000 --> 00:02:30.000]  instinct
[00:02:30.000 --> 00:02:32.000]  本能來驅使的
[00:02:32.000 --> 00:02:33.000]  無論蜜蜂好
[00:02:33.000 --> 00:02:34.000]  蟑螂好什麼的
[00:02:34.000 --> 00:02:36.000]  牠都是一種本能
[00:02:36.000 --> 00:02:38.000]  異生俱來的
[00:02:38.000 --> 00:02:41.000]  但是人類就很特別
[00:02:41.000 --> 00:02:43.000]  人類都有本能的
[00:02:43.000 --> 00:02:45.000]  我們去飲食吃飯
[00:02:45.000 --> 00:02:47.000]  很多東西都是本能上面的
[00:02:47.000 --> 00:02:51.000]  不過人類還多了一樣東西
[00:02:51.000 --> 00:02:54.000]  這個東西叫做意識
[00:02:54.000 --> 00:02:57.000]  英文叫做Consciousness
[00:02:57.000 --> 00:02:58.000]  這個意識
[00:02:58.000 --> 00:03:02.000]  就會使人問目的是什麼
[00:03:02.000 --> 00:03:05.000]  意義是什麼
[00:03:05.000 --> 00:03:09.000]  生老病死之後
[00:03:09.000 --> 00:03:11.000]  我又去到哪裡
[00:03:11.000 --> 00:03:17.000]  只有人類問這些奇怪的問題
[00:03:17.000 --> 00:03:18.000]  很特別
[00:03:18.000 --> 00:03:21.000]  其實使人去問這些問題
[00:03:21.000 --> 00:03:23.000]  科學家一直找不到
[00:03:23.000 --> 00:03:25.000]  到底為什麼會有
[00:03:25.000 --> 00:03:28.000]  但是他們叫做意識
[00:03:28.000 --> 00:03:31.000]  Consciousness
[00:03:31.000 --> 00:03:34.000]  其實人類自古至今
[00:03:34.000 --> 00:03:37.000]  無論是哪一個種族的人
[00:03:37.000 --> 00:03:40.000]  他們都會問這個問題
[00:03:40.000 --> 00:03:44.000]  在3300年前
[00:03:44.000 --> 00:03:48.000]  甚至被我們的孔子
[00:03:48.000 --> 00:03:51.000]  老子釋迦牟尼
[00:03:51.000 --> 00:03:54.000]  或者是希臘那些哲人
[00:03:54.000 --> 00:03:56.000]  伯拉圖 蘇格拉底
[00:03:56.000 --> 00:03:58.000]  你大過聽過這些名字
[00:03:58.000 --> 00:04:01.000]  比他們還要早三四百年之前
[00:04:01.000 --> 00:04:05.000]  在以色列就有一個君王
[00:04:05.000 --> 00:04:08.000]  這位仁兄可以說是
[00:04:08.000 --> 00:04:13.000]  看盡世間事 洞察人心思
[00:04:13.000 --> 00:04:16.000]  是這樣的一位哲人
[00:04:16.000 --> 00:04:17.000]  一位智慧人
[00:04:17.000 --> 00:04:19.000]  或者叫做智者
[00:04:19.000 --> 00:04:21.000]  他曾經說
[00:04:21.000 --> 00:04:24.000]  我見日光之下一切的事
[00:04:24.000 --> 00:04:29.000]  都是空虛 都是暴風
[00:04:29.000 --> 00:04:31.000]  空虛暴風
[00:04:31.000 --> 00:04:33.000]  這位智者
[00:04:33.000 --> 00:04:37.000]  他竟然有說出這樣的說話
[00:04:37.000 --> 00:04:42.000]  其實他是窮了一生的智慧去追尋
[00:04:42.000 --> 00:04:46.000]  我們將會讀一段他的經文
[00:04:46.000 --> 00:04:51.000]  他這一段的經文
[00:04:51.000 --> 00:04:52.000]  有14節
[00:04:52.000 --> 00:04:57.000]  可以說是他整整本書的一個介紹
[00:04:57.000 --> 00:04:58.000]  我們見到
[00:04:58.000 --> 00:05:02.000]  我們慢慢一起讀好嗎
[00:05:02.000 --> 00:05:07.000]  傳道者說 空空的去空
[00:05:07.000 --> 00:05:09.000]  去空的去空
[00:05:09.000 --> 00:05:11.000]  凡事都時去空
[00:05:11.000 --> 00:05:13.000]  人一切的勞碌
[00:05:13.000 --> 00:05:17.000]  就是在日光之下的勞碌
[00:05:17.000 --> 00:05:19.000]  有什麼益處呢
[00:05:19.000 --> 00:05:22.000]  一代過去 一代又來
[00:05:22.000 --> 00:05:25.000]  地腳永遠長存
[00:05:25.000 --> 00:05:28.000]  日頭出來 日頭落下
[00:05:28.000 --> 00:05:32.000]  急歸逐逐之地 風往南掛
[00:05:32.000 --> 00:05:34.000]  又往北轉
