
[00:00:00.000 --> 00:00:03.960]  從這個禮拜開始,大家可能會留意到
[00:00:03.960 --> 00:00:07.160]  我們開始了一個新的講道系列
[00:00:07.160 --> 00:00:11.240]  叫做《讓信仰的生活升級》
[00:00:11.240 --> 00:00:15.200]  寫了出來之後,有些人問:什麼是升級呢?
[00:00:15.200 --> 00:00:17.520]  很多香港人可能會知道
[00:00:17.520 --> 00:00:22.280]  但是臺灣那些,講國語的那些,不知道什麼是升級
[00:00:22.280 --> 00:00:25.040]  升級是什麼意思呢?
[00:00:25.040 --> 00:00:31.880]  就是升level,就是升級的意思,香港人有很多這樣的說話
[00:00:31.880 --> 00:00:37.960]  我們不知道大家想不想我們的信仰生活,我們的生命升級呢?
[00:00:37.960 --> 00:00:42.160]  以後幾個禮拜,我們希望能夠幫助大家
[00:00:42.160 --> 00:00:46.800]  可以發覺原來信耶穌並不平淡
[00:00:46.800 --> 00:00:52.600]  信耶穌是一個不斷改善改變的進程
[00:00:52.600 --> 00:00:56.840]  我希望能夠經過這幾個禮拜,大家都能夠更深一步
[00:00:56.840 --> 00:01:00.400]  更深層次的去經歷神
[00:01:00.400 --> 00:01:04.520]  當然,說到如果我們要信仰生活升級的話
[00:01:04.520 --> 00:01:08.280]  我們作爲牧師那些,經過牧會這麼久的時間
[00:01:08.280 --> 00:01:15.840]  我可以告訴你,最能夠幫助我們信仰生活升級的是什麼呢?
[00:01:15.840 --> 00:01:22.480]  就是學習對神,對天父上帝完全的信服
[00:01:22.480 --> 00:01:26.800]  大家都知道的,一個很簡單的道理
[00:01:26.800 --> 00:01:30.120]  本來我們和天父上帝是沒有什麼關係的
[00:01:30.120 --> 00:01:32.840]  他還他,我還我,就算你心中信神也好
[00:01:32.840 --> 00:01:35.720]  你信耶穌之前,好像沒有什麼關係
[00:01:35.720 --> 00:01:39.280]  但是大家都知道,因爲天父上帝對我們的愛
[00:01:39.280 --> 00:01:42.000]  現在我們僅可以叫祂天父
[00:01:42.000 --> 00:01:44.040]  就是因爲耶穌基督的緣故
[00:01:44.040 --> 00:01:46.080]  祂爲了我們的緣故,大家都知道
[00:01:46.080 --> 00:01:48.720]  差耶穌來爲我們而死
[00:01:48.720 --> 00:01:53.120]  就像今天在美國,雖然是一個這麼發達的國家
[00:01:53.120 --> 00:01:56.360]  其實在美國也有很多孤兒,大家知道嗎?
[00:01:56.360 --> 00:01:59.680]  不過他們現在不叫orphanage
[00:01:59.680 --> 00:02:02.680]  用一些比較好聽的語言
[00:02:02.680 --> 00:02:06.280]  有時候我們發現,今天在社會當中有很多孤兒
[00:02:06.280 --> 00:02:10.680]  即使在美國有很多無父母的小朋友
[00:02:10.680 --> 00:02:13.360]  他們仍然可以流浪在街頭
[00:02:13.360 --> 00:02:18.880]  有很多無家可歸的,躲在角落裏,一個人過夜
[00:02:18.880 --> 00:02:20.560]  其實也有很多
[00:02:20.560 --> 00:02:23.040]  當我們聽到這樣的故事,見到這樣的小朋友的時候
[00:02:23.040 --> 00:02:26.080]  我們覺得很可憐,這些人好像沒有什麼人照顧他們
[00:02:26.080 --> 00:02:29.640]  這麼年輕,沒有人理會他們的死活
[00:02:29.640 --> 00:02:34.200]  但是呢,忽然之間,如果被一個善心的人見到
[00:02:34.200 --> 00:02:36.360]  不能夠塞住蓮淑的心
[00:02:36.360 --> 00:02:39.680]  你跟我回家吧,我當你是兒子,當你是女兒
[00:02:39.680 --> 00:02:41.840]  我們聽到這樣的故事很感動
[00:02:41.840 --> 00:02:46.760]  見到別人這樣做很感動,自己做不做到另外一回事
[00:02:46.760 --> 00:02:50.200]  但是呢,被人領養回家的孤兒
[00:02:50.200 --> 00:02:53.120]  是否真的這麼幸福呢?有時候也很難說
[00:02:53.120 --> 00:02:55.920]  但是呢,起碼對我們來說
[00:02:55.920 --> 00:02:57.640]  我們信耶穌成爲基督徒之後
[00:02:57.640 --> 00:02:59.960]  就好像一個被神領養的孤兒
[00:02:59.960 --> 00:03:04.320]  但是現實環境當中,其實有很多孤兒回到家裏
[00:03:04.320 --> 00:03:07.040]  以爲很幸福了,以爲有人領養了我們
[00:03:07.040 --> 00:03:08.600]  有個爹地,有個媽咪
[00:03:08.600 --> 00:03:11.520]  但是呢,情況可能並不是這樣
[00:03:11.520 --> 00:03:14.480]  幾年前有一部卡通片
[00:03:14.480 --> 00:03:17.400]  有一部動畫,也不是叫卡通,也算是吧
[00:03:17.400 --> 00:03:21.600]  叫《Despicable Me》,有沒有看過?
[00:03:21.600 --> 00:03:25.280]  有小朋友的爹地媽咪應該看過吧
[00:03:25.280 --> 00:03:28.400]  沒有的也看過,我也看過,也挺好玩的
[00:03:28.400 --> 00:03:29.840]  有個片段給大家看
[00:03:41.520 --> 00:03:43.880]  呃,好,我會說
[00:03:43.880 --> 00:03:45.320]  嘿,啊
[00:03:45.320 --> 00:03:47.160]  有人破壞了
[00:03:47.160 --> 00:03:50.880]  好,好,明顯我們需要講規矩
[00:03:50.880 --> 00:03:52.800]  第一個規矩
[00:03:52.800 --> 00:03:55.560]  你不會碰任何東西
[00:03:55.560 --> 00:03:57.840]  嗯,那地板呢?
[00:03:57.840 --> 00:03:59.880]  是的,你會碰到地板
[00:03:59.880 --> 00:04:01.040]  那空氣呢?
[00:04:01.040 --> 00:04:03.400]  是的,你會碰到空氣
[00:04:03.400 --> 00:04:06.000]  那這個呢?
[00:04:06.000 --> 00:04:07.720]  啊
[00:04:07.720 --> 00:04:08.840]  你從哪裏得到的?
[00:04:08.840 --> 00:04:09.920]  找到了
[00:04:09.920 --> 00:04:11.120]  好了 第二個規矩
[00:04:11.120 --> 00:04:13.600]  你不會打擾我工作的過程
[00:04:13.600 --> 00:04:15.560]  第三個規矩
[00:04:15.560 --> 00:04:19.280]  你不會哭 喝酒 笑
[00:04:19.280 --> 00:04:23.280]  咳嗽 咳嗽 咳嗽 咳嗽
[00:04:23.280 --> 00:04:25.200]  所以沒有 沒有 沒有
[00:04:25.200 --> 00:04:27.360]  嚇人的聲音
[00:04:27.360 --> 00:04:27.920]  對吧
[00:04:27.920 --> 00:04:29.760]  這算嚇人嗎
[00:04:29.760 --> 00:04:35.120]  真是的
[00:04:37.120 --> 00:04:40.560]  我會在六個小時內見到你
[00:04:40.560 --> 00:04:44.480]  好的 別擔心
[00:04:44.480 --> 00:04:46.400]  一切都會好的
[00:04:46.400 --> 00:04:48.880]  我們將會在這裏非常開心
[00:04:48.880 --> 00:04:50.000]  對吧
[00:04:50.000 --> 00:04:51.120]  Agnes
[00:04:51.120 --> 00:04:58.080]  有時候看大人的溝通片挺有趣的
[00:04:58.080 --> 00:05:01.760]  當然大家看到這個片段的時候
[00:05:01.760 --> 00:05:05.520]  你會看到接受這三個小朋友的養護
[00:05:05.520 --> 00:05:10.000]  並不是我們心中所想的那些善心人
[00:05:10.000 --> 00:05:12.560]  其實你聽到 或者你看到
[00:05:12.560 --> 00:05:14.160]  這個人很負面的
[00:05:14.160 --> 00:05:16.560]  This pickable me
[00:05:16.560 --> 00:05:19.840]  其實是一個卑鄙小人
[00:05:19.840 --> 00:05:21.120]  起初大家看到
[00:05:21.120 --> 00:05:24.320]  他看待這三個小朋友好像家族一樣
[00:05:24.320 --> 00:05:25.680]  Pee and poo here
[00:05:25.680 --> 00:05:27.680]  Water here and food here
[00:05:27.680 --> 00:05:29.520]  好像當他是貓 當他是狗
[00:05:29.520 --> 00:05:31.760]  就帶回家
[00:05:31.760 --> 00:05:34.560]  但是當然 你看那部電影的時候
[00:05:34.560 --> 00:05:37.040]  後來他們就建立了很好的關係
[00:05:37.040 --> 00:05:43.040]  甚至不惜赴湯蹈火
[00:05:43.040 --> 00:05:49.440]  我發覺我們很多的教徒
[00:05:49.440 --> 00:05:53.440]  在成爲天父的子女之後
[00:05:53.440 --> 00:05:55.280]  不知道爲什麼
[00:05:55.280 --> 00:05:56.480]  我們叫他天父上帝
[00:05:56.480 --> 00:05:59.440]  但是我們心裏面很多時候會很擔心
[00:05:59.440 --> 00:06:00.320]  擔心什麼呢
[00:06:00.320 --> 00:06:04.160]  擔心他要我們做一些我們不想做的事情
[00:06:04.160 --> 00:06:08.480]  擔心他要我們做一些我們覺得不合理
[00:06:08.480 --> 00:06:12.320]  沒辦法去聽從的事情
[00:06:12.320 --> 00:06:15.680]  譬如剛纔那三個rule(規則)
[00:06:15.680 --> 00:06:18.320]  其實呢
[00:06:18.320 --> 00:06:21.280]  合不合理啊
[00:06:21.280 --> 00:06:22.880]  不可以笑 不可以哭
[00:06:22.880 --> 00:06:26.320]  不可以扭計
[00:06:26.320 --> 00:06:28.880]  這些小朋友我們不可能這樣
[00:06:28.880 --> 00:06:30.240]  所以覺得這些不合理
