
[00:00:00.000 --> 00:00:01.400]  令姊妹平安
[00:00:01.400 --> 00:00:08.500]  願上主的,很偉大的,復活的大能常與我無同在,Amen
[00:00:08.500 --> 00:00:11.500]  你們知不知道什麼是復活?
[00:00:11.500 --> 00:00:13.000]  知不知道?
[00:00:13.000 --> 00:00:15.000]  知不知道什麼是鹹魚?
[00:00:15.000 --> 00:00:17.500]  鹹魚翻山就是復活,有沒有可能?
[00:00:17.500 --> 00:00:22.500]  現在有可能,因為我們的耶穌基督已經復活了
[00:00:22.500 --> 00:00:24.500]  Happy Easter, everyone, ok?
[00:00:24.500 --> 00:00:26.500]  跟旁邊再說一次,復活節快樂
[00:00:26.500 --> 00:00:28.500]  不是復活節,anyways
[00:00:28.500 --> 00:00:30.500]  耶穌基督復活了,ok?
[00:00:30.500 --> 00:00:34.500]  很多時候,我們做基督徒
[00:00:34.500 --> 00:00:39.500]  無論過去也好,今天也好,或者將來也好
[00:00:39.500 --> 00:00:42.500]  很多時候都變成了屬靈中的鹹魚
[00:00:42.500 --> 00:00:44.500]  不知道你有沒有試過
[00:00:44.500 --> 00:00:47.500]  但這是基督徒必經的階段
[00:00:47.500 --> 00:00:49.500]  如果我們變成一個鹹魚
[00:00:49.500 --> 00:00:51.500]  希望大家可以藉著今天的講道
[00:00:51.500 --> 00:00:53.500]  鹹魚,翻山,好不好?
[00:00:53.500 --> 00:00:55.500]  你看看這個鳥籠
[00:00:55.500 --> 00:01:00.500]  這隻鳥,你覺得牠自由嗎?
[00:01:00.500 --> 00:01:05.500]  其實牠是自由的,道門是打開的,對不對?
[00:01:05.500 --> 00:01:07.500]  但牠有沒有自由?
[00:01:07.500 --> 00:01:09.500]  牠沒有自由,就像我們基督徒一樣
[00:01:09.500 --> 00:01:11.500]  我們困在鳥籠裡
[00:01:11.500 --> 00:01:13.500]  明明道門是打開的
[00:01:13.500 --> 00:01:16.500]  但我們也不能享受耶穌基督復活的大能
[00:01:16.500 --> 00:01:19.500]  今天,希望大家都可以
[00:01:19.500 --> 00:01:22.500]  跟我一起鹹魚,翻山,好不好?
[00:01:22.500 --> 00:01:25.500]  今天的主題我們一起讀,好嗎?
[00:01:25.500 --> 00:01:29.500]  1,2,3, 熾熱,出格的人生
[00:01:29.500 --> 00:01:31.500]  我們做基督徒要熾熱
[00:01:31.500 --> 00:01:33.500]  好像剛才那些小朋友那樣
[00:01:33.500 --> 00:01:35.500]  我見到他們很熾熱
[00:01:35.500 --> 00:01:37.500]  我見到那男生唱歌的時候
[00:01:37.500 --> 00:01:40.500]  我被他燙傷了,眉頭都皺了
[00:01:40.500 --> 00:01:42.500]  我唱不到這麼高音,好嗎?
[00:01:42.500 --> 00:01:46.500]  很熾熱,我們要恢復小孩的樣式
[00:01:46.500 --> 00:01:49.500]  跟他們一樣,一起這麼熾熱
[00:01:49.500 --> 00:01:52.500]  因為剛才上一課,柏叔卿也說
[00:01:52.500 --> 00:01:54.500]  我們都是熟齡中的小孩
[00:01:54.500 --> 00:01:57.500]  所以,希望大家不要虧蟹在鳥籠裡
[00:01:57.500 --> 00:02:00.500]  我們一定要一起出去
[00:02:00.500 --> 00:02:01.500]  我們今天有三點
[00:02:01.500 --> 00:02:05.500]  第一,我們要解鎖人生的出口
[00:02:05.500 --> 00:02:07.500]  作為一個基督徒,我們的出口
[00:02:07.500 --> 00:02:10.500]  必定是神的話語
[00:02:10.500 --> 00:02:11.500]  我們的聖經,OK?
[00:02:11.500 --> 00:02:13.500]  剛才柏叔卿也說
[00:02:13.500 --> 00:02:15.500]  logos,再說一次,logos
[00:02:15.500 --> 00:02:17.500]  logos,話語
[00:02:17.500 --> 00:02:19.500]  神的話語
[00:02:19.500 --> 00:02:21.500]  如果我們有這個logos的話
[00:02:21.500 --> 00:02:24.500]  我們就可以歷練人生的關口
[00:02:24.500 --> 00:02:27.500]  有時候,我們人生
[00:02:27.500 --> 00:02:29.500]  沒有了 passion(熱情)的時候
[00:02:29.500 --> 00:02:31.500]  神好像會鎮下鳥籠那樣
[00:02:31.500 --> 00:02:33.500]  容許有些艱難發生
[00:02:33.500 --> 00:02:36.500]  令我們跳出鳥籠
[00:02:36.500 --> 00:02:38.500]  來享受超脫的人生
[00:02:38.500 --> 00:02:42.500]  希望大家一起鹹魚翻山,好嗎?
[00:02:42.500 --> 00:02:43.500]  我們繼續講到之前
[00:02:43.500 --> 00:02:44.500]  我們一起祈禱
[00:02:44.500 --> 00:02:45.500]  天父上帝感謝你
[00:02:45.500 --> 00:02:49.500]  感謝你將復活的盼望大能
[00:02:49.500 --> 00:02:51.500]  賜給我們每一個基督徒
[00:02:51.500 --> 00:02:53.500]  主啊,求你幫助我們
