
[00:00:00.000 --> 00:00:02.280]  (主持人:好,弟兄姊妹平安)
[00:00:02.280 --> 00:00:04.600]  (主持人:今天我們繼續來到《史達林傳》)
[00:00:04.600 --> 00:00:07.400]  (主持人:去領受神給我們的訊息)
[00:00:07.400 --> 00:00:09.960]  (主持人:來到《史達林傳》的第十章)
[00:00:09.960 --> 00:00:14.400]  (主持人:上個禮拜就講到第九章 蘇羅的轉變)
[00:00:14.400 --> 00:00:17.160]  (主持人:今天就會講到一個是)
[00:00:17.160 --> 00:00:20.800]  (主持人:高麗樓和彼得的相遇)
[00:00:20.800 --> 00:00:22.720]  (主持人:希望從他們的相遇當中)
[00:00:22.720 --> 00:00:25.480]  (主持人:我想和弟兄姊妹來到去思想一下)
[00:00:25.480 --> 00:00:32.400]  (主持人:我們怎樣去真正有一個正確的傳福音的心態)
[00:00:32.400 --> 00:00:34.360]  (主持人:我愛傳揚者福音)
[00:00:34.360 --> 00:00:37.880]  (主持人:其實這個也是教會今年在傳揚福音的主題上)
[00:00:37.880 --> 00:00:40.680]  (主持人:我們很想和弟兄姊妹一起同行)
[00:00:40.680 --> 00:00:43.600]  (主持人:我們去為主傳這個福音)
[00:00:43.600 --> 00:00:46.040]  (主持人:我不知道大家有沒有在教會裡面)
[00:00:46.040 --> 00:00:49.360]  (主持人:唱過這首詩歌《我愛傳揚者福音》)
[00:00:49.360 --> 00:00:50.840]  (主持人:這首詩歌是唱過的)
[00:00:50.840 --> 00:00:52.760]  (主持人:舉手讓我認識一下)
[00:00:52.760 --> 00:00:55.680]  (主持人:大部分的弟兄姊妹都唱過)
[00:00:55.680 --> 00:00:56.880]  (主持人:我不知道你唱的時候)
[00:00:56.880 --> 00:00:59.720]  (主持人:是不是真的代表著你的心聲呢)
[00:00:59.720 --> 00:01:01.960]  (主持人:我愛傳揚者福音)
[00:01:01.960 --> 00:01:03.960]  (主持人:所以我的題目有一點)
[00:01:03.960 --> 00:01:05.280]  (主持人:給大家一些挑戰)
[00:01:05.280 --> 00:01:06.600]  (主持人:或者是當你唱的時候)
[00:01:06.600 --> 00:01:08.680]  (主持人:或者你想起自己唱的時候)
[00:01:08.680 --> 00:01:11.200]  (主持人:是不是真的你會很喜歡)
[00:01:11.200 --> 00:01:15.360]  (主持人:很愛去傳揚這個福音)
[00:01:15.360 --> 00:01:17.960]  (主持人:大家有沒有見過這個單張)
[00:01:17.960 --> 00:01:23.120]  (主持人:過去我們曾經夾過週刊給大家)
[00:01:23.120 --> 00:01:24.720]  (主持人:實體版還有的)
[00:01:24.720 --> 00:01:26.200]  (主持人:不知道有沒有帶回家)
[00:01:26.200 --> 00:01:28.200]  (主持人:這個其實是在說什麼)
[00:01:28.200 --> 00:01:30.280]  (主持人:我要為主報道)
[00:01:30.280 --> 00:01:31.880]  (主持人:但最重要是在介紹)
[00:01:31.880 --> 00:01:34.400]  (主持人:我們教會有一個叫傳道部)
[00:01:34.400 --> 00:01:36.720]  (主持人:和傳道部裡面的一些事工)
[00:01:36.720 --> 00:01:38.400]  (主持人:讓弟兄姊妹可以多點認識)
[00:01:38.400 --> 00:01:39.800]  (主持人:又可以去參與)
[00:01:39.800 --> 00:01:42.240]  (主持人:當然這個單張)
[00:01:42.240 --> 00:01:45.080]  (主持人:其中一個想帶出一個訊息就是)
[00:01:45.080 --> 00:01:46.840]  (主持人:我、你)
[00:01:46.840 --> 00:01:48.240]  (主持人:我們每一個弟兄姊妹)
[00:01:48.240 --> 00:01:52.160]  (主持人:我們都應該是為主傳揚福音)
[00:01:52.160 --> 00:01:53.960]  (主持人:為主報道)
[00:01:53.960 --> 00:01:56.960]  (主持人:今天在史郎傳日第十章裡面)
[00:01:56.960 --> 00:01:58.160]  (主持人:其實經文很長)
[00:01:58.160 --> 00:02:00.880]  (主持人:希望弟兄姊妹可以回去慢慢再看)
[00:02:00.880 --> 00:02:05.600]  (主持人:能夠多點從經文裡面去領受)
[00:02:05.600 --> 00:02:08.440]  (主持人:我會和大家去看部分的經文)
[00:02:08.440 --> 00:02:10.280]  (主持人:希望能夠幫助我們)
[00:02:10.280 --> 00:02:12.200]  (主持人:最重要能夠在)
[00:02:12.200 --> 00:02:15.560]  (主持人:高利樓和彼得的相遇當中)
[00:02:15.560 --> 00:02:19.400]  (主持人:我們能夠領受神給我們的訊息)
[00:02:19.400 --> 00:02:22.280]  (主持人:我想和大家讀幾節經文)
[00:02:22.280 --> 00:02:26.960]  (主持人:這幾節經文讓我們進入這段訊息當中)
[00:02:26.960 --> 00:02:31.200]  (主持人:看到的請大家一起讀這幾節經文)
[00:02:31.200 --> 00:02:32.760]  (主持人:預備起)
[00:02:32.760 --> 00:02:36.040]  (主持人:他吩咐我們全道給眾人)
[00:02:36.040 --> 00:02:39.040]  (主持人:證明他是神所立定的)
[00:02:39.040 --> 00:02:42.880]  (主持人:要作審判活人死人的主)
[00:02:42.880 --> 00:02:46.600]  (主持人:眾先知有為他作見證說)
[00:02:46.600 --> 00:02:48.200]  (主持人:凡信他的人)
[00:02:48.200 --> 00:02:51.680]  (主持人:必因他的名德無赦罪)
[00:02:51.680 --> 00:02:52.800]  (主持人:這裡很重要)
[00:02:52.800 --> 00:02:54.680]  (主持人:我想帶出其中一個)
[00:02:54.680 --> 00:02:59.520]  (主持人:彼得在宣講神的福音時)
[00:02:59.520 --> 00:03:04.000]  (主持人:提到耶穌吩咐一班門徒)
[00:03:04.000 --> 00:03:08.440]  (主持人:將福音傳給所有人)
[00:03:08.440 --> 00:03:09.680]  (主持人:司徒明仲第十章)
[00:03:09.680 --> 00:03:12.760]  (主持人:我想和大家簡單介紹一下)
[00:03:12.760 --> 00:03:14.120]  (主持人:提到一個外邦人)
[00:03:14.120 --> 00:03:16.240]  (主持人:他是白夫長)
[00:03:16.240 --> 00:03:17.040]  (主持人:叫哥尼留)
[00:03:17.040 --> 00:03:19.000]  (主持人:他和全家都很敬畏神)
[00:03:19.000 --> 00:03:23.320]  (主持人:會做善事 幫助窮人)
[00:03:23.320 --> 00:03:27.240]  (主持人:同時記載彼得住在一個約客地方)
[00:03:27.240 --> 00:03:30.960]  (主持人:一個小皮匠的西門家)
[00:03:30.960 --> 00:03:33.160]  (主持人:哥尼留和彼得分別見到)
[00:03:33.160 --> 00:03:35.320]  (主持人:從神而來的異象)
[00:03:35.320 --> 00:03:36.800]  (主持人:而這個異象)
[00:03:36.800 --> 00:03:40.360]  (主持人:最後帶到哥尼留和彼得的相遇)
