
[00:00:00.000 --> 00:00:01.800]  大英智慧平安
[00:00:01.800 --> 00:00:04.040]  網上的朋友都平安
[00:00:04.040 --> 00:00:05.080]  外面打風
[00:00:05.080 --> 00:00:07.720]  我想分享我的鼻子也在打風
[00:00:07.720 --> 00:00:11.240]  大家感不感受到我的鼻子有充滿鼻水
[00:00:11.240 --> 00:00:12.960]  我隨時都會打噴嚏
[00:00:12.960 --> 00:00:14.440]  大家去包容吧
[00:00:14.440 --> 00:00:16.040]  我們可能隨時停一停
[00:00:16.040 --> 00:00:17.480]  你就專心默想就可以了
[00:00:17.480 --> 00:00:19.360]  我會去處理我的事
[00:00:19.360 --> 00:00:20.760]  今天分享
[00:00:20.760 --> 00:00:22.720]  很想我首先分享
[00:00:22.720 --> 00:00:25.400]  因為我上個月去了泰北短宣回來
[00:00:25.400 --> 00:00:27.080]  分享其中一件事
[00:00:27.080 --> 00:00:29.840]  或者在訊息裏面都會穿插一點
[00:00:29.840 --> 00:00:31.320]  在當中見證
[00:00:31.320 --> 00:00:35.680]  話說這個旅途其中一件很特別的事就是
[00:00:35.680 --> 00:00:39.240]  我帶了我人生最多的鞋去短宣
[00:00:39.240 --> 00:00:41.560]  我不知道你去外遊的時候
[00:00:41.560 --> 00:00:44.880]  曾經最多試過帶多少雙鞋去
[00:00:44.880 --> 00:00:47.480]  你可能裏面可能一二三四五六七雙
[00:00:47.480 --> 00:00:49.920]  我這次帶了五雙鞋
[00:00:49.920 --> 00:00:50.680]  包括什麼呢
[00:00:50.680 --> 00:00:52.040]  就是運動鞋
[00:00:52.040 --> 00:00:53.640]  就是穿著去搭飛機
[00:00:53.640 --> 00:00:55.000]  然後有涼鞋一雙
[00:00:55.000 --> 00:00:57.320]  因為泰北當地人都是穿涼鞋的
[00:00:57.320 --> 00:00:59.800]  平時出入都是用涼鞋最方便
[00:00:59.800 --> 00:01:01.560]  之後帶了一雙球鞋
[00:01:01.560 --> 00:01:02.360]  因為要踢球
[00:01:02.360 --> 00:01:03.800]  我們要跟光皮牧師踢球
[00:01:03.800 --> 00:01:04.800]  所以帶了一雙球鞋
[00:01:04.800 --> 00:01:06.200]  之後帶了一雙拖鞋
[00:01:06.200 --> 00:01:07.680]  要去浴室的拖鞋
[00:01:07.680 --> 00:01:09.560]  以及帶了一雙皮鞋
[00:01:09.560 --> 00:01:11.360]  因為我們要去服侍
[00:01:11.360 --> 00:01:13.240]  你看很斯文的這張
[00:01:13.240 --> 00:01:15.240]  我們就要去教會獻詩
[00:01:15.240 --> 00:01:16.240]  我要講道
[00:01:16.240 --> 00:01:19.080]  所以我帶了我最高規格的皮鞋
[00:01:19.080 --> 00:01:20.600]  就是我現在穿的這雙
[00:01:20.600 --> 00:01:22.120]  這雙皮鞋不惹小
[00:01:22.120 --> 00:01:24.280]  是我結婚的時候買的鞋
[00:01:24.280 --> 00:01:25.400]  就是代表什麼
[00:01:25.400 --> 00:01:26.440]  就是很便宜
[00:01:26.440 --> 00:01:27.720]  就是粗著的
[00:01:27.720 --> 00:01:29.880]  我特意帶了一雙皮鞋去
[00:01:29.880 --> 00:01:31.760]  去別人教會講道
[00:01:31.760 --> 00:01:32.880]  就是你想像到
[00:01:32.880 --> 00:01:33.720]  我們譬如牧師
[00:01:33.720 --> 00:01:37.080]  我們主日崇拜一定是最斯文的形象
[00:01:37.080 --> 00:01:38.520]  我們最高規格就是
[00:01:38.520 --> 00:01:39.560]  要穿皮鞋
[00:01:39.560 --> 00:01:40.560]  要穿襯衫
[00:01:40.560 --> 00:01:41.320]  西裝
[00:01:41.320 --> 00:01:42.960]  我也很尊重那件事
[00:01:42.960 --> 00:01:44.400]  因為都是神的恩典
[00:01:44.400 --> 00:01:45.560]  讓我可以去到太北
[00:01:45.560 --> 00:01:46.640]  一會教會分享
[00:01:46.640 --> 00:01:49.000]  所以我帶了這雙皮鞋去
[00:01:49.000 --> 00:01:50.560]  但是你看到這幅照片的時候
[00:01:50.560 --> 00:01:51.960]  不知道你想不想像到
[00:01:51.960 --> 00:01:53.440]  有什麼結果發生
[00:01:53.440 --> 00:01:55.720]  我穿著很辛苦地穿著一雙皮鞋
[00:01:55.720 --> 00:01:57.520]  你想像我的行李箱不是很大
[00:01:57.520 --> 00:02:00.840]  我那五雙鞋已經佔了行李箱的三分之一
[00:02:00.840 --> 00:02:02.440]  其餘行李箱的三分之二
[00:02:02.440 --> 00:02:05.120]  是裝著中福的短宣的物資
[00:02:05.120 --> 00:02:06.280]  我沒帶什麼東西去
[00:02:06.280 --> 00:02:07.720]  我只帶了那五雙鞋去
[00:02:07.720 --> 00:02:09.800]  我去到當地教會的時候
[00:02:09.800 --> 00:02:11.800]  一進去教會門口
[00:02:11.800 --> 00:02:13.320]  他就叫我脫鞋
[00:02:13.320 --> 00:02:15.720]  因為他們教會是很
[00:02:15.720 --> 00:02:17.520]  就是赤腳進去服侍
[00:02:17.520 --> 00:02:18.640]  是好像家裡一樣
[00:02:18.640 --> 00:02:20.120]  你回家不用穿鞋子
[00:02:20.120 --> 00:02:21.160]  地上很乾淨
[00:02:21.160 --> 00:02:23.280]  我們就赤腳去服侍
[00:02:23.280 --> 00:02:25.000]  之後我就問好了
[00:02:25.000 --> 00:02:26.160]  我帶來做什麼
[00:02:26.160 --> 00:02:29.080]  我故意帶我最愛的一雙皮鞋去
[00:02:29.080 --> 00:02:30.400]  原來坐完飛機
[00:02:30.400 --> 00:02:32.600]  那雙皮鞋是放在門口外面的
[00:02:32.600 --> 00:02:34.360]  我這個體驗我想分享
[00:02:34.360 --> 00:02:36.240]  有時候我們跨文化短宣
[00:02:36.240 --> 00:02:37.760]  就是會有一些體驗制
[00:02:37.760 --> 00:02:39.400]  我們理所當然覺得
[00:02:39.400 --> 00:02:41.760]  在香港的教會就是這樣的
[00:02:41.760 --> 00:02:43.280]  港島就是穿皮鞋的
[00:02:43.280 --> 00:02:45.400]  但是去到泰國的教會
[00:02:45.400 --> 00:02:47.200]  他們沒有人會穿鞋去港島
[00:02:47.200 --> 00:02:48.520]  因為他們是家裡一樣
[00:02:48.520 --> 00:02:51.040]  進去教會裡面有脫鞋服侍
[00:02:51.040 --> 00:02:52.840]  很多不同的適應
[00:02:52.840 --> 00:02:54.720]  或者叫跨文化的體驗
[00:02:54.720 --> 00:02:56.160]  讓我去思考
[00:02:56.160 --> 00:02:58.680]  其實教會應該是怎樣呢
[00:02:58.680 --> 00:03:01.280]  我不是說我以後會赤腳在港島
[00:03:01.280 --> 00:03:02.920]  應該會被人釘十字架
[00:03:02.920 --> 00:03:03.720]  不會的
[00:03:03.720 --> 00:03:05.920]  我都會繼續去這樣服侍
[00:03:05.920 --> 00:03:07.320]  但是我去思想
[00:03:07.320 --> 00:03:08.720]  其實教會
[00:03:08.720 --> 00:03:11.520]  每一間教會都有些不同
[00:03:11.520 --> 00:03:14.480]  特別今天看初期教會使徒行轉
[00:03:14.480 --> 00:03:16.320]  有什麼核心價值
[00:03:16.320 --> 00:03:18.640]  是使徒們傳承下來
[00:03:18.640 --> 00:03:20.680]  我們一定要堅持的
[00:03:20.680 --> 00:03:21.800]  或者我們又想
[00:03:21.800 --> 00:03:25.920]  有什麼只不過是多元裡面的其中一種表達呢
[00:03:25.920 --> 00:03:27.440]  甚至說我們對面街
[00:03:27.440 --> 00:03:29.040]  可能西灣河不同的教會
[00:03:29.040 --> 00:03:31.000]  都有不同的流露
[00:03:31.000 --> 00:03:32.040]  有不同的特色
[00:03:32.040 --> 00:03:34.120]  有不同的表達
[00:03:34.120 --> 00:03:38.200]  有哪些是必須我們要遵守傳承耶穌的教導
[00:03:38.200 --> 00:03:42.880]  有哪些其實只不過是我們不同的發揮呢
[00:03:42.880 --> 00:03:46.040]  所以我們開始前一切有個祈禱
[00:03:46.040 --> 00:03:46.960]  七爺主多謝你
[00:03:46.960 --> 00:03:48.840]  讓我們今天在風暴下
[00:03:48.840 --> 00:03:51.960]  我們可以一起去同心去敬拜你
[00:03:51.960 --> 00:03:52.920]  去聽你的話語
[00:03:52.920 --> 00:03:54.920]  是聖靈親自對我們說話
[00:03:54.920 --> 00:03:56.680]  讓我們明白你的意思
[00:03:56.680 --> 00:03:57.480]  明白你的真理
[00:03:57.480 --> 00:04:00.720]  並且我們在今天2023年
[00:04:00.720 --> 00:04:04.120]  我們流露你很想教會流露的形態
[00:04:04.120 --> 00:04:04.800]  主要是多謝你
[00:04:04.800 --> 00:04:07.120]  聽你的奸禁禱告逢轉明球
[00:04:07.120 --> 00:04:07.960]  好 又來了
[00:04:07.960 --> 00:04:10.640]  我們會繼續接著我們的教目
[00:04:10.640 --> 00:04:11.960]  會繼續使徒行轉
[00:04:11.960 --> 00:04:14.360]  今天會說到第十二 第十三章
[00:04:14.360 --> 00:04:17.760]  當中會穿插一些我在泰不斷宣的經歷
[00:04:17.760 --> 00:04:20.240]  使徒行轉其中一個主軸呢
[00:04:20.240 --> 00:04:21.480]  是「見證」
[00:04:21.480 --> 00:04:23.560]  「見證」這個字是一章八節說的
[00:04:23.560 --> 00:04:26.200]  我們要在耶路撒冷 猶太傳遞 撒瑪利亞
[00:04:26.200 --> 00:04:27.880]  直到地極怎樣呢
[00:04:27.880 --> 00:04:29.640]  作主見證
[00:04:29.640 --> 00:04:31.320]  作主見證是什麼意思呢
[00:04:31.320 --> 00:04:34.320]  最簡單直白就是做證人
[00:04:34.320 --> 00:04:35.760]  指證一些東西
[00:04:35.760 --> 00:04:38.640]  譬如當時要證明指出什麼呢
[00:04:38.640 --> 00:04:40.800]  指出耶穌已經復活
[00:04:40.800 --> 00:04:43.560]  指出耶穌是神的兒子
[00:04:43.560 --> 00:04:47.400]  他們就是為這件事作見證
[00:04:47.400 --> 00:04:50.120]  使徒們就是這樣竭力去見證
[00:04:50.120 --> 00:04:52.000]  耶穌是神的兒子
[00:04:52.000 --> 00:04:55.160]  耶穌已經復活了 我們看到的
[00:04:55.160 --> 00:04:58.760]  使徒行轉記載了初期不同的人的故事
[00:04:58.760 --> 00:05:00.680]  他們怎樣用他們的生命
[00:05:00.680 --> 00:05:02.040]  去到處跟別人說
[00:05:02.040 --> 00:05:04.440]  指出耶穌已經復活
[00:05:04.440 --> 00:05:08.120]  包括尤斯提凡 保羅 菲力 阿拿尼亞 哥利諾
[00:05:08.120 --> 00:05:10.480]  而今天我會說彼得
[00:05:10.480 --> 00:05:12.880]  彼得怎樣去見證主
[00:05:12.880 --> 00:05:16.480]  有人說使徒行轉前十二章的主角是彼得
