
[00:00:00.000 --> 00:00:05.000]  他說書第六十章第一至第三節,找到我們同聲離合中讀:
[00:00:05.000 --> 00:00:09.400]  「興起發光,因為你的光已經來到,
[00:00:09.400 --> 00:00:12.800]  耶和華的榮耀發現在你,
[00:00:12.800 --> 00:00:15.600]  看那黑暗遮蓋大地,
[00:00:15.600 --> 00:00:17.800]  有暗遮蓋萬萬,
[00:00:17.800 --> 00:00:21.000]  耶和華卻要顯現來你,
[00:00:21.000 --> 00:00:24.400]  他的榮光已在你身上,
[00:00:24.400 --> 00:00:27.000]  萬國要來就你的光,
[00:00:27.000 --> 00:00:30.600]  君王裡來可見的光輝。」
[00:00:30.600 --> 00:00:36.800]  這個月是教會的猜全月,
[00:00:36.800 --> 00:00:39.000]  猜全是什麼呢?
[00:00:39.000 --> 00:00:43.800]  猜全不單止我們將福音傳開,
[00:00:43.800 --> 00:00:53.200]  並且要將福音傳過其他的民族,
[00:00:53.200 --> 00:00:55.000]  其他的國家,
[00:00:55.000 --> 00:00:59.800]  所以猜全離開自己的地方,
[00:00:59.800 --> 00:01:03.400]  去別的地方傳福音。
[00:01:03.400 --> 00:01:05.800]  在這個暑假,
[00:01:05.800 --> 00:01:11.000]  我女兒和一班弟兄姊妹們,
[00:01:11.000 --> 00:01:14.000]  他們去到泰國和印度,
[00:01:14.000 --> 00:01:16.800]  有十個星期的短暑,
[00:01:16.800 --> 00:01:26.800]  去到印度看到一班人皆已各達,
[00:01:26.800 --> 00:01:29.600]  去到一些貧窮的區域,
[00:01:29.600 --> 00:01:33.200]  他們來分享他們生命的見證,
[00:01:33.200 --> 00:01:37.200]  他們來傳講耶穌的福音,
[00:01:37.200 --> 00:01:41.000]  他們看到他們所居住的環境,
[00:01:41.000 --> 00:01:43.000]  是何等的簡陋,
[00:01:43.000 --> 00:01:45.600]  何等的污糟,
[00:01:45.600 --> 00:01:49.600]  他們看到他們的環境,
[00:01:49.600 --> 00:01:53.000]  他們心靈裡也很震撼。
[00:01:53.000 --> 00:01:55.000]  他們在街上,
[00:01:55.000 --> 00:01:56.600]  我女兒回來的時候,
[00:01:56.600 --> 00:02:00.000]  她寫了一個小小的分享,
[00:02:00.000 --> 00:02:04.600]  她說她看到很多人坐在街邊求黑,
[00:02:04.600 --> 00:02:09.000]  在街上的人看到他們的面孔,
[00:02:09.000 --> 00:02:16.000]  都是戴著那種沒有什麼盼望,很多的重擔壓著。
[00:02:16.000 --> 00:02:21.000]  雖然印度差不多每一個人都去拜不同的神,
[00:02:21.000 --> 00:02:23.000]  拜很多的神,
[00:02:23.000 --> 00:02:24.600]  但是他們的神,
[00:02:24.600 --> 00:02:34.000]  卻是不能夠帶他們脫離這樣的困難的局面。
[00:02:34.000 --> 00:02:36.000]  去另一件事,
[00:02:36.000 --> 00:02:38.000]  去探訪教會,
[00:02:38.000 --> 00:02:40.400]  這一班在教會的人,
[00:02:40.400 --> 00:02:44.800]  也都是住在貧窮的城市當中,
[00:02:44.800 --> 00:02:47.000]  這樣的城市裡面,
[00:02:47.000 --> 00:02:49.000]  但是在教會看到的人,
[00:02:49.000 --> 00:02:51.000]  卻是面露笑容,
[00:02:51.000 --> 00:02:54.000]  卻是有喜樂,有盼望。
[00:02:54.000 --> 00:02:56.000]  他們心裡面,
[00:02:56.000 --> 00:03:03.000]  看到信耶穌和不信耶穌的那種不同,
[00:03:03.000 --> 00:03:08.000]  所以說這個城市需要衛生,
[00:03:08.000 --> 00:03:11.000]  這個城市需要更多的住屋,
[00:03:11.000 --> 00:03:15.000]  這個城市的人需要更多的食物,
[00:03:15.000 --> 00:03:20.000]  但是這個城市的人更需要耶穌的福音。
[00:03:20.000 --> 00:03:24.000]  就算你有住屋,有衛生,有食物,
[00:03:24.000 --> 00:03:26.000]  沒有了耶穌,
[00:03:26.000 --> 00:03:30.000]  去這個城市的人都活在這個黑暗裡面。
[00:03:30.000 --> 00:03:34.000]  所以來到一個這樣的體會,
[00:03:34.000 --> 00:03:36.000]  弟兄姊妹,
[00:03:36.000 --> 00:03:39.000]  你住在我們香港,
[00:03:39.000 --> 00:03:40.000]  住在香港裡面,
[00:03:40.000 --> 00:03:43.000]  我不知道你的感受又是怎樣?
[00:03:43.000 --> 00:03:45.000]  有一位牧師,
[00:03:45.000 --> 00:03:47.000]  他講了一個故事,
[00:03:47.000 --> 00:03:50.000]  這個故事都很有意思,
[00:03:50.000 --> 00:03:54.000]  這個故事講到有一個國王,
[00:03:54.000 --> 00:03:56.000]  他有三個兒子,
[00:03:56.000 --> 00:03:59.000]  他考慮究竟要傳位給哪個兒子呢?
[00:03:59.000 --> 00:04:03.000]  他想傳位給一個最有智慧的兒子,
[00:04:03.000 --> 00:04:06.000]  於是他就召了三個兒子來,
[00:04:06.000 --> 00:04:09.000]  對他們講,每人給一兩銀子,
[00:04:09.000 --> 00:04:11.000]  王宮外面有個貨倉,
[00:04:11.000 --> 00:04:16.000]  如果你能夠透過這一兩銀子買一些東西,
[00:04:16.000 --> 00:04:18.000]  可以填滿這個貨倉,
[00:04:18.000 --> 00:04:23.000]  這樣我就傳位給那個人。
[00:04:23.000 --> 00:04:27.000]  於是這三個兒子帶著這一兩銀子,
[00:04:27.000 --> 00:04:32.000]  就去找能夠填滿這個貨倉的東西,
[00:04:32.000 --> 00:04:35.000]  大兒子買一對沙回來,
[00:04:35.000 --> 00:04:38.000]  你知道沙一兩買多少,
[00:04:38.000 --> 00:04:40.000]  填滿這個貨倉,
[00:04:40.000 --> 00:04:41.000]  填到地上,
[00:04:41.000 --> 00:04:43.000]  這樣就已經沒有了,
[00:04:43.000 --> 00:04:45.000]  第二個兒子,
[00:04:45.000 --> 00:04:47.000]  好一點了,
[00:04:47.000 --> 00:04:48.000]  買和廣草,
[00:04:48.000 --> 00:04:49.000]  又大閘,
[00:04:49.000 --> 00:04:51.000]  又便宜,
[00:04:51.000 --> 00:04:55.000]  但是都填滿這個貨倉,
[00:04:55.000 --> 00:04:57.000]  三個兒子,
[00:04:57.000 --> 00:05:00.000]  當這個國王,
[00:05:00.000 --> 00:05:02.000]  你買了什麼回來?
[00:05:02.000 --> 00:05:03.000]  這個兒子說,
[00:05:03.000 --> 00:05:05.000]  等一會兒,
[00:05:05.000 --> 00:05:08.000]  晚上我就將這個東西帶給你,
[00:05:08.000 --> 00:05:10.000]  當晚上的時候,
[00:05:10.000 --> 00:05:14.000]  他和皇帝一起去到這個漆黑一片的貨倉,
[00:05:14.000 --> 00:05:18.000]  他就點著他帶來的一支蠟燭,
[00:05:18.000 --> 00:05:19.000]  光,
[00:05:19.000 --> 00:05:24.000]  將這個黑暗的貨倉填滿了,
[00:05:24.000 --> 00:05:26.000]  光,
[00:05:26.000 --> 00:05:27.000]  一支的燭光,
[00:05:27.000 --> 00:05:31.000]  填滿這個貨倉,
[00:05:31.000 --> 00:05:34.000]  這支的蠟燭,
[00:05:34.000 --> 00:05:36.000]  不用一兩銀,
[00:05:36.000 --> 00:05:38.000]  幾好少的錢,
[00:05:38.000 --> 00:05:40.000]  就能夠填滿,
[00:05:40.000 --> 00:05:43.000]  人的心靈可以用什麼填滿呢?
[00:05:43.000 --> 00:05:45.000]  你有沒有想過,
[00:05:45.000 --> 00:05:47.000]  人的心靈用什麼填滿呢?
[00:05:47.000 --> 00:05:50.000]  可以用錢填滿呢?
[00:05:50.000 --> 00:05:52.000]  用食物填滿呢?
[00:05:52.000 --> 00:05:55.000]  用什麼可以填滿呢?
[00:05:55.000 --> 00:05:56.000]  今天,
[00:05:56.000 --> 00:05:58.000]  在這個黑暗的世界,
[00:05:58.000 --> 00:06:00.000]  你用什麼填滿呢?
[00:06:00.000 --> 00:06:02.000]  以賽亞書,
[00:06:02.000 --> 00:06:04.000]  或者以賽亞仙姿,
[00:06:04.000 --> 00:06:07.000]  活在一個大時代,
[00:06:07.000 --> 00:06:12.000]  以賽亞是一位仙姿,
[00:06:12.000 --> 00:06:16.000]  仙姿是時代的神的代言人,
[00:06:16.000 --> 00:06:18.000]  這個仙姿,
[00:06:18.000 --> 00:06:21.000]  他活在一個什麼時代呢?
[00:06:21.000 --> 00:06:23.000]  如果你會看這個圖,
[00:06:23.000 --> 00:06:25.000]  你可能會比較清楚一點,
[00:06:25.000 --> 00:06:29.000]  他經歷伏事有五十五年那麼多,
[00:06:29.000 --> 00:06:32.000]  他經歷了有四五個皇帝,
[00:06:32.000 --> 00:06:37.000]  又最盛的一個皇朝,
[00:06:37.000 --> 00:06:38.000]  烏西亞,
[00:06:38.000 --> 00:06:40.000]  當烏西亞駕崩的時候,
[00:06:40.000 --> 00:06:42.000]  死亡的時候,
[00:06:42.000 --> 00:06:45.000]  正是政治在動盪的裏面,
[00:06:45.000 --> 00:06:50.000]  前面不知道是怎樣的情況下,
[00:06:50.000 --> 00:06:52.000]  他見到神的意象,
[00:06:52.000 --> 00:06:55.000]  他見到神的榮光充滿聖殿,
[00:06:55.000 --> 00:06:59.000]  以至他帶著這種盼望,
[00:06:59.000 --> 00:07:02.000]  來伏事當時代的人,
[00:07:02.000 --> 00:07:05.000]  他經歷友好的皇帝,
[00:07:05.000 --> 00:07:07.000]  同樣他經歷到,
[00:07:07.000 --> 00:07:09.000]  在他的國家裏面,
[00:07:09.000 --> 00:07:11.000]  很黑暗的時代,
[00:07:11.000 --> 00:07:13.000]  在哈哈斯的時代,
[00:07:13.000 --> 00:07:15.000]  這個惡的皇帝,
[00:07:15.000 --> 00:07:20.000]  當時的亞述王,
[00:07:20.000 --> 00:07:22.000]  來入侵以色列,
[00:07:22.000 --> 00:07:26.000]  同時來攻打他們的國家南國,
[00:07:26.000 --> 00:07:31.000]  你可以看到亞述來攻打,
[00:07:31.000 --> 00:07:34.000]  所以在一個繁盛,
[00:07:34.000 --> 00:07:38.000]  同樣亦都經歷一個動盪的時刻,
[00:07:38.000 --> 00:07:42.000]  就是這個動盪的時刻,
[00:07:42.000 --> 00:07:45.000]  來到以塞亞,
[00:07:45.000 --> 00:07:52.000]  來到得著神的啟示,
[00:07:52.000 --> 00:07:56.000]  他說興起來到發光,
[00:07:56.000 --> 00:07:59.000]  當你看到這段經文的時候,
[00:07:59.000 --> 00:08:02.000]  有聖經學者來到說,
[00:08:02.000 --> 00:08:06.000]  這個以塞亞述最後的經文,
[00:08:06.000 --> 00:08:08.000]  他很重要的,
[00:08:08.000 --> 00:08:11.000]  就是來到提醒耶路撒冷,
