
[00:00:00.000 --> 00:00:01.240]  好 弟兄姐妹平安
[00:00:01.240 --> 00:00:05.480]  今天我們來到崇拜的講道訊息
[00:00:05.480 --> 00:00:07.640]  在這個系列當中
[00:00:07.640 --> 00:00:09.840]  就是講到耶穌我事
[00:00:09.840 --> 00:00:13.040]  在楊風的第七個的我事
[00:00:13.040 --> 00:00:15.560]  其實上個星期尋慕師父有事要交代
[00:00:15.560 --> 00:00:16.880]  我們有一點調動
[00:00:16.880 --> 00:00:18.760]  所以其實這個是在楊風裡面
[00:00:18.760 --> 00:00:20.320]  按照次序
[00:00:20.320 --> 00:00:22.040]  上個星期講了十五章
[00:00:22.040 --> 00:00:24.640]  今個星期又回過頭來講第十四章
[00:00:24.640 --> 00:00:26.520]  是第六個的我事
[00:00:26.520 --> 00:00:29.320]  可能對弟兄姐妹來說都是頗為熟悉的
[00:00:29.320 --> 00:00:32.280]  稍後我們會多一點時間去看看
[00:00:32.280 --> 00:00:34.600]  剛才也提到
[00:00:34.600 --> 00:00:36.040]  我們今天的主日
[00:00:36.040 --> 00:00:39.000]  也是一個比較特別的主日
[00:00:39.000 --> 00:00:41.240]  我們就叫做傳道主日
[00:00:41.240 --> 00:00:42.760]  我不知道大家有沒有印象
[00:00:42.760 --> 00:00:45.360]  其實沒有印象是對的
[00:00:45.360 --> 00:00:48.240]  我們這個傳道主日是今年才開始的
[00:00:48.240 --> 00:00:50.480]  我們很想藉著傳道主日
[00:00:50.480 --> 00:00:55.080]  來跟弟兄姐妹一起領受當中的訊息
[00:00:55.080 --> 00:00:56.320]  那傳道主日
[00:00:56.320 --> 00:00:58.480]  我不知道大家又會不會想起
[00:00:58.480 --> 00:01:00.160]  這個傳道主日
[00:01:00.160 --> 00:01:03.200]  是不是有一點像神學主日那樣呢
[00:01:03.200 --> 00:01:05.720]  當我們聽完這個傳道主日之後
[00:01:05.720 --> 00:01:07.360]  我們是不是也要做一下傳道人
[00:01:07.360 --> 00:01:11.440]  想一下會不會做傳道人呢
[00:01:11.440 --> 00:01:15.240]  其實我相信這個也不像神學主日
[00:01:15.240 --> 00:01:18.800]  傳道主人其實很想我們每一個人
[00:01:18.800 --> 00:01:21.160]  都被提醒
[00:01:21.160 --> 00:01:22.720]  聖經告訴我們
[00:01:22.720 --> 00:01:25.640]  其實我們每一個人
[00:01:25.640 --> 00:01:29.880]  我們未必做一個全時間讀完神學
[00:01:29.880 --> 00:01:33.480]  出來教會或機構侍奉的傳道人
[00:01:33.480 --> 00:01:37.120]  但是我們應該每一個基督徒是甚麼
[00:01:37.120 --> 00:01:39.280]  是傳道的人
[00:01:39.280 --> 00:01:42.040]  傳道主人其實正應提醒我們
[00:01:42.040 --> 00:01:44.200]  每一個基督徒
[00:01:44.200 --> 00:01:47.840]  我們未必有神的呼召去做傳道人
[00:01:47.840 --> 00:01:50.640]  但是我們其實都有一個
[00:01:50.640 --> 00:01:55.160]  神已經將這個大使命交給我們
[00:01:55.160 --> 00:01:59.960]  我們其實都應該是一個傳道的人
[00:01:59.960 --> 00:02:02.440]  我們希望弟兄姊妹真的能夠記得
[00:02:02.440 --> 00:02:03.560]  你和我
[00:02:03.560 --> 00:02:06.280]  無論你可能是牧師、傳道人
[00:02:06.280 --> 00:02:07.840]  一定是傳道的
[00:02:07.840 --> 00:02:11.200]  其實我們每一個基督徒都應該是傳道的人
[00:02:11.200 --> 00:02:13.440]  希望弟兄姊妹都能夠記得
[00:02:13.440 --> 00:02:16.800]  同樣我想今天藉著約翰福音十四章
[00:02:16.800 --> 00:02:17.880]  都提醒我們
[00:02:17.880 --> 00:02:20.240]  如果我們是一個傳道的人
[00:02:20.240 --> 00:02:25.480]  到底你有沒有想過我傳甚麼道給別人呢
[00:02:25.480 --> 00:02:27.920]  我們作為基督徒我們要傳福音
[00:02:27.920 --> 00:02:30.040]  我們要傳道
[00:02:30.040 --> 00:02:32.240]  但是你有沒有你的經驗
[00:02:32.240 --> 00:02:35.760]  你曾經傳過甚麼道呢
[00:02:35.760 --> 00:02:40.440]  你自己所認識的道又是甚麼呢
[00:02:40.440 --> 00:02:45.640]  我不知道大家有沒有曾經被人形容過或聽過
[00:02:45.640 --> 00:02:47.560]  最近我又聽過有些人這樣說
[00:02:47.560 --> 00:02:51.120]  他們說「基督教都幾霸道」
[00:02:51.120 --> 00:02:53.800]  我們是否在傳一個「霸道」呢
[00:02:53.800 --> 00:02:59.040]  我不知道你有沒有曾經和你身邊未信的人聊天
[00:02:59.040 --> 00:03:02.040]  大家有時基督信仰時都被人覺得
[00:03:02.040 --> 00:03:04.480]  「你們基督教都幾霸道」
[00:03:04.480 --> 00:03:07.400]  或者是其實可能在你未信耶穌之前
[00:03:07.400 --> 00:03:08.800]  你自己都是這樣想的
[00:03:08.800 --> 00:03:11.240]  「基督教的基督徒都幾霸道」
[00:03:11.240 --> 00:03:13.240]  我不知道你有沒有這樣的經歷
[00:03:13.240 --> 00:03:17.080]  我偶爾時不時又聽到有人覺得我們基督教霸道
[00:03:17.080 --> 00:03:18.760]  其實之前都會有的
[00:03:18.760 --> 00:03:20.360]  特別是你和一些未信的人
[00:03:20.360 --> 00:03:22.360]  傳福音的時候、聊聊信仰的時候
[00:03:22.360 --> 00:03:25.080]  都會有這樣的反應
[00:03:25.080 --> 00:03:26.840]  我們是否「霸道」呢
[00:03:26.840 --> 00:03:28.040]  我舉一個例子
[00:03:28.040 --> 00:03:30.600]  最近我們教會有一個報道會
[00:03:30.600 --> 00:03:33.680]  希望跟人分享福音
[00:03:33.680 --> 00:03:35.280]  報道會當中很感恩
[00:03:35.280 --> 00:03:38.960]  我們有二十多個人信主、缺志
[00:03:38.960 --> 00:03:41.080]  但是報道會之後第二天
[00:03:41.080 --> 00:03:44.400]  其中一個缺志者打電話來教會告訴我們
[00:03:44.400 --> 00:03:47.680]  「其實我昨天缺志是做錯了的」
[00:03:47.680 --> 00:03:49.040]  「我不信了」
[00:03:49.040 --> 00:03:51.320]  「請你不要當作我信了」
[00:03:51.320 --> 00:03:53.520]  「不要找我這麼上下」
[00:03:53.520 --> 00:03:58.000]  當然他已經缺過志了
[00:03:58.000 --> 00:03:59.120]  你的反應會是怎樣呢
[00:03:59.120 --> 00:04:00.920]  你收到這個電話
[00:04:00.920 --> 00:04:02.480]  「不行,你缺了志」
[00:04:02.480 --> 00:04:04.280]  「你不可以反悔」
[00:04:04.280 --> 00:04:06.000]  「你一定要信,繼續信」
[00:04:06.000 --> 00:04:07.520]  「不管你信成怎樣」
[00:04:07.520 --> 00:04:09.400]  如果這樣強行來
[00:04:09.400 --> 00:04:12.520]  「霸道」其實有一點就是強行來
[00:04:12.520 --> 00:04:16.040]  好像很兇似的「你一定要信,不信不行」
[00:04:16.040 --> 00:04:18.400]  這才是「霸道」
[00:04:18.400 --> 00:04:21.760]  當然我們會繼續關心這位朋友
[00:04:21.760 --> 00:04:25.120]  可能他想過
[00:04:25.120 --> 00:04:27.720]  之後又覺得暫時不想信
[00:04:27.720 --> 00:04:29.560]  我不知道他將來會怎樣
[00:04:29.560 --> 00:04:33.040]  但我相信這可能是我們信仰曾經經歷過
[00:04:33.040 --> 00:04:34.600]  可能我曾經試過
[00:04:34.600 --> 00:04:35.720]  或者你試過
[00:04:35.720 --> 00:04:38.160]  信過一下又好像不太相信
[00:04:38.160 --> 00:04:40.120]  這也很正常
[00:04:40.120 --> 00:04:43.000]  但我想是否有時我們給人的感覺
[00:04:43.000 --> 00:04:44.640]  就覺得你們基督徒很霸道
[00:04:44.640 --> 00:04:46.880]  硬要人信呢
[00:04:46.880 --> 00:04:48.840]  如果你的反應是「不行」
[00:04:48.840 --> 00:04:49.440]  「你缺了志」
[00:04:49.440 --> 00:04:51.480]  「一定要信,繼續信下去」
[00:04:51.480 --> 00:04:52.720]  我們又不會的
[00:04:52.720 --> 00:04:56.680]  我相信我們傳一個甚麼的「道」呢
[00:04:56.680 --> 00:04:59.480]  其實都是我們可以好好地反思
[00:04:59.480 --> 00:05:03.320]  到底今天神讓我成為一個基督徒
[00:05:03.320 --> 00:05:07.520]  其實都讓我成為一個傳道的人
[00:05:07.520 --> 00:05:09.440]  而我應該怎樣去傳道
[00:05:09.440 --> 00:05:10.960]  或者我正在傳甚麼道呢
[00:05:10.960 --> 00:05:14.640]  其實都是我們作為基督徒很好的反思
[00:05:14.640 --> 00:05:19.360]  今天藉著耶穌基督在楊福音裡所說的「我事」
[00:05:19.360 --> 00:05:20.840]  其實可以幫助我們
[00:05:20.840 --> 00:05:23.080]  讓我們能夠去反思一下我們的信仰
[00:05:23.080 --> 00:05:24.400]  我信甚麼
[00:05:24.400 --> 00:05:28.080]  而我又會傳甚麼給人
[00:05:28.080 --> 00:05:31.120]  我和大家一起讀一次這段經文
[00:05:31.120 --> 00:05:33.040]  楊福音十四章一到七節
[00:05:33.040 --> 00:05:34.200]  我們看到一起讀
[00:05:34.200 --> 00:05:35.600]  預備起
[00:05:35.600 --> 00:05:41.240]  你們心裡不要憂實,你們信神也當信我
[00:05:41.240 --> 00:05:44.760]  在我父的家裡有許多住處
[00:05:44.760 --> 00:05:49.040]  若是沒有,我就早已告訴你們了
[00:05:49.040 --> 00:05:52.920]  我去原是為你們預備地方去
[00:05:52.920 --> 00:05:56.480]  我若去為你們預備了地方
[00:05:56.480 --> 00:06:00.720]  就必再來接你們到我那裡去
[00:06:00.720 --> 00:06:04.640]  我在那裡,叫你們也在那裡
[00:06:04.640 --> 00:06:07.920]  我往那裡去,你們知道
[00:06:07.920 --> 00:06:11.040]  那條路,你們也知道
[00:06:11.040 --> 00:06:12.800]  多瑪對他說
[00:06:12.800 --> 00:06:16.600]  主啊!我們不知道你往那裡去
[00:06:16.600 --> 00:06:19.400]  怎麼知道那條路呢
[00:06:19.400 --> 00:06:20.560]  耶穌說
[00:06:20.560 --> 00:06:24.320]  我就是道路,真理,生命
[00:06:24.320 --> 00:06:29.440]  若不藉著我,沒有人能到乎那裡去
[00:06:29.440 --> 00:06:34.240]  你們若認識我,也就認識我的乎
[00:06:34.240 --> 00:06:37.440]  從今以後,你們認識他
[00:06:37.440 --> 00:06:40.640]  定且已經看見他
[00:06:40.640 --> 00:06:43.680]  其實這裏最後的第七節提醒門徒
[00:06:43.680 --> 00:06:44.880]  也是提醒我們
[00:06:44.880 --> 00:06:47.720]  其實我們能夠認識耶穌
