
[00:00:00.000 --> 00:00:03.000]  我們會從羅馬書來看一段經文
[00:00:03.000 --> 00:00:05.000]  我們會從羅馬書的十二章一到六節
[00:00:05.000 --> 00:00:07.000]  我們一同來學習
[00:00:07.000 --> 00:00:09.000]  我們怎麼樣在
[00:00:09.000 --> 00:00:10.000]  今天我們特別講到小組
[00:00:10.000 --> 00:00:12.000]  我們怎麼樣在小組裏面
[00:00:12.000 --> 00:00:16.000]  能夠一同的來成爲光
[00:00:16.000 --> 00:00:19.000]  能夠成爲這世界一些很好的
[00:00:19.000 --> 00:00:21.000]  帶來很好的影響力
[00:00:21.000 --> 00:00:23.000]  那麼今天我的第一個
[00:00:23.000 --> 00:00:25.000]  想要跟大家分享的point就是
[00:00:25.000 --> 00:00:28.000]  我想大家開始學習
[00:00:28.000 --> 00:00:31.000]  在小組裏面學習一同的成長
[00:00:31.000 --> 00:00:33.000]  小組裏面學習一同的成長
[00:00:33.000 --> 00:00:36.000]  在羅馬書的十二章一到二節
[00:00:36.000 --> 00:00:37.000]  那邊說
[00:00:37.000 --> 00:00:38.000]  所以弟兄姐妹們
[00:00:38.000 --> 00:00:41.000]  既然上帝這樣連續我們
[00:00:41.000 --> 00:00:44.000]  我勸你們把自己當作活跡
[00:00:44.000 --> 00:00:46.000]  活活的跡物獻給上帝
[00:00:46.000 --> 00:00:48.000]  專心侍奉他
[00:00:48.000 --> 00:00:49.000]  蒙他喜悅
[00:00:49.000 --> 00:00:53.000]  這就是你們應該獻上的真實敬拜
[00:00:53.000 --> 00:00:55.000]  不要被這世界同化
[00:00:55.000 --> 00:00:57.000]  要讓上帝改造你們
[00:00:57.000 --> 00:00:59.000]  更新你們的心思意念
[00:00:59.000 --> 00:01:01.000]  好明察什麼是他的旨意
[00:01:01.000 --> 00:01:03.000]  知道什麼是善良
[00:01:03.000 --> 00:01:06.000]  完全可蒙悅納的
[00:01:06.000 --> 00:01:09.000]  其實羅馬書是新約裏面一卷
[00:01:09.000 --> 00:01:11.000]  最經典的書
[00:01:11.000 --> 00:01:13.000]  有人把羅馬書稱爲是
[00:01:13.000 --> 00:01:16.000]  新約中的書中之書
[00:01:16.000 --> 00:01:18.000]  It's a golden book
[00:01:18.000 --> 00:01:22.000]  當然新約聖經裏面二十七卷
[00:01:22.000 --> 00:01:25.000]  無論哪一卷都有它的價值
[00:01:25.000 --> 00:01:27.000]  如果你非要選一卷
[00:01:27.000 --> 00:01:30.000]  說新約裏面你覺得最有價值是哪一卷
[00:01:30.000 --> 00:01:33.000]  或許羅馬書是其中一個option
[00:01:33.000 --> 00:01:36.000]  因爲羅馬書爲什麼會這麼的厲害
[00:01:36.000 --> 00:01:38.000]  是因爲保羅在羅馬書裏面
[00:01:38.000 --> 00:01:41.000]  把整個基督教最基本的教義
[00:01:41.000 --> 00:01:43.000]  能夠解釋的最深入
[00:01:43.000 --> 00:01:44.000]  最清楚
[00:01:44.000 --> 00:01:47.000]  最全面的就是羅馬書
[00:01:47.000 --> 00:01:49.000]  所以羅馬書爲什麼會這麼
[00:01:49.000 --> 00:01:51.000]  對基督教來講這麼有價值
[00:01:51.000 --> 00:01:55.000]  那麼另外是很多的聖經學家
[00:01:55.000 --> 00:01:57.000]  講員 祖學老師
[00:01:57.000 --> 00:02:00.000]  凡是教聖經的人都覺得說
[00:02:00.000 --> 00:02:02.000]  如果在一生當中
[00:02:02.000 --> 00:02:05.000]  你能夠開班教羅馬書的話
[00:02:05.000 --> 00:02:07.000]  你是一個很厲害的人
[00:02:07.000 --> 00:02:09.000]  所以羅馬書是成爲歷代的
[00:02:09.000 --> 00:02:12.000]  講員一個的試金石
[00:02:12.000 --> 00:02:15.000]  你知道自從你們看第一屆的
[00:02:15.000 --> 00:02:17.000]  我是歌手林志炫唱完
[00:02:17.000 --> 00:02:18.000]  沒離開過以外
[00:02:18.000 --> 00:02:20.000]  現在很多人都挑戰這首歌
[00:02:20.000 --> 00:02:23.000]  都覺得只要唱到這首歌
[00:02:23.000 --> 00:02:26.000]  是一個你的歌唱實力的代表
[00:02:26.000 --> 00:02:28.000]  就是你能夠駕馭這首歌
[00:02:28.000 --> 00:02:30.000]  那羅馬書對講員來講
[00:02:30.000 --> 00:02:31.000]  是一個試金石
[00:02:31.000 --> 00:02:33.000]  就是如果你可以把羅馬書
[00:02:33.000 --> 00:02:34.000]  講得好
[00:02:34.000 --> 00:02:36.000]  那基本上你可以駕馭羅馬書
[00:02:36.000 --> 00:02:38.000]  那表示你對基督教的
[00:02:38.000 --> 00:02:39.000]  教義的認識
[00:02:39.000 --> 00:02:42.000]  至少有一個很基本的認識
[00:02:42.000 --> 00:02:44.000]  所以我試封那麼久
[00:02:44.000 --> 00:02:47.000]  其實在聖經裏面有三卷書
[00:02:47.000 --> 00:02:49.000]  是我從來到現在爲止
[00:02:49.000 --> 00:02:51.000]  都不敢去碰
[00:02:51.000 --> 00:02:53.000]  也沒有勇氣去開班教的
[00:02:53.000 --> 00:02:54.000]  幾乎所有書
[00:02:54.000 --> 00:02:55.000]  只要你給我時間預備
[00:02:55.000 --> 00:02:56.000]  我都敢教
[00:02:56.000 --> 00:02:57.000]  有三卷書
[00:02:57.000 --> 00:02:58.000]  我暫時不敢教
[00:02:58.000 --> 00:03:00.000]  第一卷就是羅馬書
[00:03:00.000 --> 00:03:02.000]  那另外一卷是雅歌
[00:03:02.000 --> 00:03:03.000]  其實接下來
[00:03:03.000 --> 00:03:05.000]  我們有一個系列是
[00:03:05.000 --> 00:03:06.000]  我看張卜士片排
[00:03:06.000 --> 00:03:08.000]  有一個系列是要講到雅歌的
[00:03:08.000 --> 00:03:11.000]  我說你怎麼會pick雅歌這樣子
[00:03:11.000 --> 00:03:14.000]  所以就要開始花點時間去預備
[00:03:14.000 --> 00:03:15.000]  除了雅歌以外
[00:03:15.000 --> 00:03:16.000]  當然還有啓示錄
[00:03:16.000 --> 00:03:18.000]  這三卷是我so far
[00:03:18.000 --> 00:03:19.000]  還不敢去挑戰
[00:03:19.000 --> 00:03:22.000]  覺得駕馭不了太難
[00:03:22.000 --> 00:03:26.000]  其實羅馬書不但是說
[00:03:26.000 --> 00:03:29.000]  他的經典之處不但是把
[00:03:29.000 --> 00:03:31.000]  基督教的教義能夠很全面
[00:03:31.000 --> 00:03:34.000]  很深入的能夠展現出來
[00:03:34.000 --> 00:03:37.000]  其實他還有一個很重要的重點
[00:03:37.000 --> 00:03:39.000]  是剛剛我們讀的那段經文裏面
[00:03:39.000 --> 00:03:41.000]  稍微看到一點點的
[00:03:41.000 --> 00:03:44.000]  爲什麼保羅在寫封信
[00:03:44.000 --> 00:03:45.000]  給羅馬教會的時候
[00:03:45.000 --> 00:03:47.000]  他要把基督教的教義
[00:03:47.000 --> 00:03:49.000]  這麼清楚的展現
[00:03:49.000 --> 00:03:51.000]  因爲他有一個目的
[00:03:51.000 --> 00:03:53.000]  他的目的其實很簡單
[00:03:53.000 --> 00:03:54.000]  其實保羅是沒有見過
[00:03:54.000 --> 00:03:55.000]  羅馬教會的人
[00:03:55.000 --> 00:03:57.000]  就是你想像你寫封信
[00:03:57.000 --> 00:03:59.000]  給一羣你不認識的人
[00:03:59.000 --> 00:04:01.000]  爲什麼你要解釋這麼清楚
[00:04:01.000 --> 00:04:03.000]  福音這個目的是什麼
[00:04:03.000 --> 00:04:04.000]  很簡單
[00:04:04.000 --> 00:04:06.000]  其實保羅寫羅馬書
[00:04:06.000 --> 00:04:09.000]  是要羅馬教會將來成爲
