
[00:00:00.000 --> 00:00:01.740]  大家好 早晨
[00:00:01.740 --> 00:00:05.240]  我們今天去到《離開美記》
[00:00:05.240 --> 00:00:08.040]  一個很重要的篇幅
[00:00:08.040 --> 00:00:10.820]  我們首先有個低頭禱告
[00:00:10.820 --> 00:00:13.240]  天父我們多謝祢
[00:00:13.240 --> 00:00:17.640]  祢一直以來帶領我們一起看《離開美記》的訊息
[00:00:17.640 --> 00:00:19.660]  求祢今日都帶領
[00:00:19.660 --> 00:00:22.120]  特別是講到我們奉獻的人生
[00:00:22.120 --> 00:00:24.040]  求祢去幫助
[00:00:24.040 --> 00:00:25.200]  叫我們明白祢的話
[00:00:25.200 --> 00:00:26.980]  又改變我們的生命
[00:00:26.980 --> 00:00:29.440]  我們這樣祈禱奉主耶穌基督的名
[00:00:29.440 --> 00:00:33.780]  在英國有個很傑出的商界人物
[00:00:33.780 --> 00:00:40.060]  他除了自己在商場裏面的經驗
[00:00:40.060 --> 00:00:44.280]  也有些教學在一些學府裏面
[00:00:44.280 --> 00:00:45.900]  他提到有一次
[00:00:45.900 --> 00:00:48.520]  這位人物叫做Ken Costa
[00:00:48.520 --> 00:00:51.940]  是英國裏面的一個這樣的人物
[00:00:51.940 --> 00:00:55.740]  他提到有一次他聽一個電台廣播的節目
[00:00:55.740 --> 00:01:01.880]  這個節目是一些聽眾直接打電話來跟主持人聊天
[00:01:01.880 --> 00:01:04.960]  其中有一個主持人問他
[00:01:04.960 --> 00:01:06.360]  有位聽眾
[00:01:06.360 --> 00:01:10.080]  主持人問你現在在做什麼
[00:01:10.080 --> 00:01:14.200]  那個聽眾就說我沒有事情做
[00:01:14.200 --> 00:01:16.540]  很無聊
[00:01:16.540 --> 00:01:19.540]  接著那個主持人問為什麼你這麼無聊
[00:01:19.540 --> 00:01:21.780]  為什麼你好像什麼都沒有
[00:01:21.780 --> 00:01:24.280]  他說因為我沒有錢
[00:01:24.280 --> 00:01:27.880]  好像這個訊息告訴我們
[00:01:27.880 --> 00:01:30.140]  只要有錢就不會有無聊
[00:01:30.140 --> 00:01:35.360]  人生可能有很多事情可以再想一些大計
[00:01:35.360 --> 00:01:39.800]  其實很多人都是以一個金錢物質
[00:01:39.800 --> 00:01:42.200]  可能都是很體重
[00:01:42.200 --> 00:01:44.800]  好像有時候我們會想一下
[00:01:44.800 --> 00:01:47.180]  我們一天工作很忙碌
[00:01:47.180 --> 00:01:51.720]  不要緊 我去到週末我就去享受一番
[00:01:51.720 --> 00:01:55.520]  消費一番我們再可以滿足我們自己
