
[00:00:00.000 --> 00:00:03.320]  今天講到的題目是在基督裏的同心合意
[00:00:03.320 --> 00:00:06.400]  在聖經裏面同心合意
[00:00:06.400 --> 00:00:07.280]  教會的合一
[00:00:07.280 --> 00:00:11.560]  我們彼此和睦是一個相當重要和一致的訊息
[00:00:11.560 --> 00:00:18.360]  如果我們看回保羅在監獄裏面的經驗
[00:00:18.360 --> 00:00:22.600]  你會發覺保羅沒有很特別的關心他何時
[00:00:22.600 --> 00:00:26.720]  或者如何會不會可以被釋放
[00:00:26.720 --> 00:00:29.640]  但他經常記掛著教會的合一
[00:00:30.720 --> 00:00:32.480]  中國人最早就說
[00:00:32.480 --> 00:00:33.720]  合則來
[00:00:33.720 --> 00:00:34.440]  怎樣?
[00:00:34.440 --> 00:00:35.960]  不合則去
[00:00:35.960 --> 00:00:41.240]  既不強求別人改變
[00:00:41.240 --> 00:00:43.640]  也不要委屈自己求全
[00:00:43.640 --> 00:00:47.240]  這樣的人與人之間的關係就瀟灑了
[00:00:47.240 --> 00:00:51.520]  但當這個社會或者世界的智慧
[00:00:51.520 --> 00:00:54.120]  如果被應用在教會裏面的時候
[00:00:54.120 --> 00:00:56.920]  我們發覺聖經不是這樣教導我們的
[00:00:56.920 --> 00:00:58.520]  為甚麼呢?
[00:00:58.800 --> 00:01:00.360]  如果我們看經文的時候
[00:01:00.360 --> 00:01:03.600]  在我們剛才所讀的經文一開始的時候
[00:01:03.600 --> 00:01:06.320]  聖經提醒我們
[00:01:06.320 --> 00:01:07.760]  我們在教會裏面需要怎樣?
[00:01:07.760 --> 00:01:08.920]  需要意念相同
[00:01:08.920 --> 00:01:10.200]  愛心相同
[00:01:10.200 --> 00:01:11.240]  要有一樣的心思
[00:01:11.240 --> 00:01:12.840]  有一樣的意念
[00:01:12.840 --> 00:01:15.160]  凡思不可結黨
[00:01:15.160 --> 00:01:17.920]  也不要貪圖虛浮的榮耀
[00:01:17.920 --> 00:01:19.960]  簡單來講就是教會合一
[00:01:19.960 --> 00:01:23.120]  但我想大家留意在第一節開始的時候
[00:01:23.120 --> 00:01:26.200]  有一個「所以」這個連接詞
[00:01:26.200 --> 00:01:28.040]  通常我們甚麼時候用「所以」?
[00:01:28.560 --> 00:01:32.680]  通常是連接著由於某某的原因
[00:01:32.680 --> 00:01:35.600]  所以我們就得到某某的結果
[00:01:35.600 --> 00:01:36.280]  對不對?
[00:01:36.280 --> 00:01:41.760]  通常是將一個「因」與「果」連接在一起
[00:01:41.760 --> 00:01:45.040]  如果我們這樣來理解這個連接詞的時候
[00:01:45.040 --> 00:01:49.000]  那就是說教會合一是一個後果
[00:01:49.000 --> 00:01:50.440]  原因是甚麼?
[00:01:50.440 --> 00:01:55.960]  原因就是我們之前第一章裏面所記載的信息
[00:01:55.960 --> 00:01:57.200]  大家記不記得
[00:01:57.200 --> 00:01:59.120]  上個星期我們講第一章的時候
[00:01:59.120 --> 00:02:00.680]  最主要的信息是甚麼?
[00:02:00.680 --> 00:02:05.680]  第一章最重要最主要的信息是記載在第二十七節
[00:02:05.680 --> 00:02:06.960]  那裏講到
[00:02:06.960 --> 00:02:11.320]  只要你們行事為人與基督的福音相稱
[00:02:11.320 --> 00:02:14.360]  同有一個心智站立得穩
[00:02:14.360 --> 00:02:17.080]  為所信的福音齊心努力
[00:02:17.080 --> 00:02:20.160]  所以我們就需要同心
[00:02:20.160 --> 00:02:21.840]  換言之
[00:02:21.840 --> 00:02:26.640]  教會的合一是需要建基於甚麼?
[00:02:27.400 --> 00:02:28.680]  建基於福音
[00:02:28.680 --> 00:02:40.800]  我們當明白教會是福音被廣傳之後而被建立的時候
[00:02:40.800 --> 00:02:45.440]  我們就不能夠跟隨世間的智慧
[00:02:45.440 --> 00:02:48.000]  合則來不合則去
[00:02:48.000 --> 00:02:51.240]  我們不可以跟隨世間的智慧
[00:02:51.240 --> 00:02:56.560]  而是需要維持神所賜教會的合一
[00:02:57.000 --> 00:02:59.000]  雖然大家都知道
[00:02:59.000 --> 00:03:00.640]  教會裏面每一個人都不同
[00:03:00.640 --> 00:03:01.440]  你有你的性格
[00:03:01.440 --> 00:03:03.240]  我有我的不同
[00:03:03.240 --> 00:03:04.840]  但是在神的愛
[00:03:04.840 --> 00:03:06.480]  在聖靈的引領
[00:03:06.480 --> 00:03:07.800]  帶領之下
[00:03:07.800 --> 00:03:09.920]  我們仍然可以持守一個
[00:03:09.920 --> 00:03:11.640]  眾人不同
[00:03:11.640 --> 00:03:13.440]  但是仍然合一的和諧
[00:03:13.440 --> 00:03:15.240]  我們再看下去
[00:03:15.240 --> 00:03:17.160]  保羅在第三和第四節
[00:03:17.160 --> 00:03:19.360]  強調了兩次
[00:03:19.360 --> 00:03:20.240]  各人
[00:03:20.240 --> 00:03:24.920]  告訴我們一個事實就是
[00:03:25.720 --> 00:03:28.320]  教會的合一不是單是一個觀念
[00:03:28.320 --> 00:03:31.600]  也不是教會的責任維持合一
[00:03:31.600 --> 00:03:34.120]  就是說不是教會定某一些政策
[00:03:34.120 --> 00:03:36.120]  某一些條例
[00:03:36.120 --> 00:03:39.560]  你都是強制信徒的合一
[00:03:39.560 --> 00:03:40.560]  是不行的
[00:03:40.560 --> 00:03:46.040]  教會的合一是需要我們每一個信徒付出努力
[00:03:46.040 --> 00:03:47.120]  甚至犧牲
[00:03:47.120 --> 00:03:51.080]  而達致信徒之間的和諧相處
[00:03:51.920 --> 00:03:58.920]  在《爾忽所書》,保羅也是從另一個角度去形容教會的合一
[00:03:58.920 --> 00:04:02.120]  在《爾忽所書》四章一到六節說到
[00:04:02.120 --> 00:04:04.880]  我們既然蒙照行事為人
[00:04:04.880 --> 00:04:07.480]  就是要與蒙照因相稱
[00:04:07.480 --> 00:04:09.080]  身體只有一個
[00:04:09.080 --> 00:04:10.880]  性靈只有一個
[00:04:10.880 --> 00:04:13.760]  我們蒙照的時候同有一個指望
[00:04:13.760 --> 00:04:16.080]  一主一信一誓一神
[00:04:16.080 --> 00:04:17.480]  講得很清楚
[00:04:18.000 --> 00:04:23.240]  我們基督教所相信的是一個天上地下獨一的真神
[00:04:23.240 --> 00:04:26.280]  所以除了這個神之外
[00:04:26.280 --> 00:04:31.720]  基督徒不能夠跪拜人手所造的偶像與假神
[00:04:31.720 --> 00:04:33.360]  聖經也告訴我們
[00:04:33.360 --> 00:04:36.560]  我們所信的這個神是一個三一的真神
[00:04:36.560 --> 00:04:37.280]  什麼意思呢?
[00:04:37.280 --> 00:04:43.600]  大家記不記得當主耶穌將要升天的時候
[00:04:44.040 --> 00:04:48.280]  他吩咐當時跟隨他的門徒怎麼說
[00:04:48.280 --> 00:04:51.880]  你們要去使萬民作惡的門徒
[00:04:51.880 --> 00:04:56.240]  然後奉父奉子聖靈的名給他們施洗
[00:04:56.240 --> 00:04:58.960]  這個三一真神很清楚告訴我們
[00:04:58.960 --> 00:05:01.200]  包括聖父聖子與聖靈
[00:05:01.200 --> 00:05:04.000]  三個各有遺格
[00:05:04.000 --> 00:05:05.200]  卻是一體
[00:05:05.200 --> 00:05:07.840]  如果我們看聖經的時候
[00:05:07.840 --> 00:05:09.720]  從創世紀到啟示錄
[00:05:09.720 --> 00:05:13.120]  就是從創造的第一天到世界的完結
[00:05:13.120 --> 00:05:14.600]  整個的過程裡面
[00:05:14.600 --> 00:05:16.720]  聖父聖子與聖靈
[00:05:16.720 --> 00:05:18.360]  都是合一
[00:05:18.360 --> 00:05:19.400]  都是和諧
[00:05:19.400 --> 00:05:21.080]  同享尊榮
[00:05:21.080 --> 00:05:22.680]  同受敬拜
[00:05:22.680 --> 00:05:24.040]  所以也是這個原因
[00:05:24.040 --> 00:05:25.080]  大家有沒有留意
[00:05:25.080 --> 00:05:26.960]  我們每一次牧師祝福
[00:05:26.960 --> 00:05:29.040]  散會的時候祝福都會怎樣呢?
[00:05:29.040 --> 00:05:32.640]  都會從父子聖靈來
[00:05:32.640 --> 00:05:35.720]  將恩賜賜給大家
[00:05:35.720 --> 00:05:38.840]  但由於和諧與合一
[00:05:38.840 --> 00:05:41.920]  根本就是神的一個性情
[00:05:42.200 --> 00:05:43.760]  或者是祂的本質
[00:05:43.760 --> 00:05:44.960]  所以當我們成為基督徒
[00:05:44.960 --> 00:05:47.200]  我們成為神家裡的一份子之後
[00:05:47.200 --> 00:05:48.520]  在本質上
[00:05:48.520 --> 00:05:51.240]  我們就應該順理成章
[00:05:51.240 --> 00:05:54.840]  很自然地活出神這個合一的性情
[00:05:54.840 --> 00:05:58.920]  所以當我們活出神的性情的時候
[00:05:58.920 --> 00:06:01.560]  神的名就得著榮耀
[00:06:01.560 --> 00:06:06.360]  這個也是我們重要的原因
[00:06:06.360 --> 00:06:09.080]  我們需要付出任何的代價
[00:06:09.080 --> 00:06:12.000]  盡我們的能力維持教會的合一
[00:06:12.000 --> 00:06:13.400]  因為很簡單
[00:06:13.400 --> 00:06:14.920]  這就是我們的責任
[00:06:14.920 --> 00:06:16.200]  信徒的責任
[00:06:16.200 --> 00:06:21.280]  去反映神的性情
[00:06:21.280 --> 00:06:22.600]  神的形象
[00:06:22.600 --> 00:06:26.840]  將榮耀歸給天父的上帝
[00:06:26.840 --> 00:06:27.720]  那你說好了
[00:06:27.720 --> 00:06:29.160]  什麼叫做教會合一呢?
[00:06:29.160 --> 00:06:31.880]  怎樣才算是教會合一呢?
[00:06:31.880 --> 00:06:35.560]  有什麼因素去決定這個教會有沒有合一呢?
[00:06:35.560 --> 00:06:37.200]  我們看一節經文
[00:06:37.200 --> 00:06:40.040]  就是我們今天所讀的經文
[00:06:40.040 --> 00:06:41.080]  第二節
[00:06:41.760 --> 00:06:44.000]  保羅提醒我們要意念相同
[00:06:44.000 --> 00:06:45.120]  愛心相同
[00:06:45.120 --> 00:06:45.920]  有一種心知
[00:06:45.920 --> 00:06:47.000]  有一種意念
[00:06:47.000 --> 00:06:48.760]  什麼都一樣
[00:06:48.760 --> 00:06:53.520]  就像工廠裡面的流水扇那樣
[00:06:53.520 --> 00:06:56.760]  不斷發出同一個機械人
[00:06:56.760 --> 00:06:57.480]  是不是這個意思?
[00:06:57.480 --> 00:06:58.480]  什麼都要相同
[00:06:58.480 --> 00:07:01.520]  連喜好思想都一樣嗎?
[00:07:01.520 --> 00:07:02.200]  是不是這樣呢?
[00:07:02.200 --> 00:07:03.760]  當然不是這節的經文
[00:07:03.760 --> 00:07:07.720]  並不是指出我們每一個人都要一模一樣的
[00:07:07.720 --> 00:07:09.360]  這節的經文是告訴我們
[00:07:10.520 --> 00:07:12.600]  佔據我們的思想
[00:07:12.600 --> 00:07:15.200]  牽掛我們的內心
[00:07:15.200 --> 00:07:17.720]  而應該是同一樣的事
[00:07:17.720 --> 00:07:19.200]  那是什麼事呢?
[00:07:19.200 --> 00:07:23.880]  從肥大秀的第一章看到現在第二章
[00:07:23.880 --> 00:07:24.760]  都是在說什麼呢?
[00:07:24.760 --> 00:07:26.800]  都是在說福音
[00:07:26.800 --> 00:07:27.440]  是不是?
[00:07:27.440 --> 00:07:30.160]  保羅為了福音的緣故被監禁
[00:07:30.160 --> 00:07:30.800]  是不是?
[00:07:30.800 --> 00:07:33.960]  保羅因為福音被廣傳而感到開心
[00:07:33.960 --> 00:07:36.680]  保羅願意為了福音的緣故
[00:07:36.680 --> 00:07:38.120]  仍然留在世上
[00:07:38.120 --> 00:07:40.080]  很明顯
[00:07:40.080 --> 00:07:42.600]  整個第一、二章都告訴我們
[00:07:42.600 --> 00:07:43.960]  關於福音的事情
[00:07:43.960 --> 00:07:45.520]  所以在這裡
[00:07:45.520 --> 00:07:47.040]  保羅也教導我們
[00:07:47.040 --> 00:07:49.720]  在福音的事情上
[00:07:49.720 --> 00:07:51.400]  教會每一個信徒
[00:07:51.400 --> 00:07:53.040]  都需要盡我們的能力
[00:07:53.040 --> 00:07:55.240]  持守教會的合一和和諧
[00:07:55.240 --> 00:07:57.560]  我們再看第三節
[00:07:57.560 --> 00:08:00.080]  保羅在這裡說了一個很重要的
[00:08:00.080 --> 00:08:00.960]  什麼叫做
[00:08:00.960 --> 00:08:04.880]  或者我們怎樣才可以達至教會的合一
[00:08:04.880 --> 00:08:06.560]  一個很重要的元素
[00:08:06.560 --> 00:08:07.760]  很重要的特質
[00:08:07.760 --> 00:08:10.720]  他說只要全心謙卑
[00:08:10.720 --> 00:08:14.800]  各人看別人比自己強
[00:08:14.800 --> 00:08:15.960]  我想問問大家
[00:08:15.960 --> 00:08:18.120]  你覺得你謙不謙卑?
[00:08:18.120 --> 00:08:21.720]  你覺得你謙不謙卑?
[00:08:21.720 --> 00:08:24.480]  我覺得有時候謙卑
[00:08:24.480 --> 00:08:25.960]  好像時間一樣
[00:08:25.960 --> 00:08:27.920]  你很難抓緊它
[00:08:27.920 --> 00:08:28.680]  你很難
[00:08:28.680 --> 00:08:31.760]  甚至根本不可能抓緊它
[00:08:31.760 --> 00:08:33.720]  我問大家現在是什麼時間?
[00:08:33.720 --> 00:08:36.200]  很簡單
[00:08:36.200 --> 00:08:40.040]  現在就是某時某分某秒
[00:08:40.040 --> 00:08:42.640]  但是大家有沒有想過?
[00:08:42.640 --> 00:08:44.680]  你一說某時某分某秒的時候
[00:08:44.680 --> 00:08:47.040]  已經過了
[00:08:47.040 --> 00:08:48.680]  是不是?
[00:08:48.680 --> 00:08:49.680]  時間不斷地往去
[00:08:49.680 --> 00:08:50.960]  你怎麼抓緊它?
[00:08:50.960 --> 00:08:52.840]  其實謙虛某個程度上
[00:08:52.840 --> 00:08:54.640]  都很相似
[00:08:54.640 --> 00:08:56.960]  當你覺得你自己謙卑的時候
[00:08:56.960 --> 00:08:58.560]  也許就是那個時間
[00:08:58.560 --> 00:08:59.640]  你並不謙卑
[00:08:59.640 --> 00:09:01.960]  那麼你說
[00:09:01.960 --> 00:09:03.680]  我們怎樣才可以更加
[00:09:03.680 --> 00:09:06.040]  讓我們可以更加謙卑呢?
[00:09:07.000 --> 00:09:07.560]  有沒有答案?
[00:09:07.560 --> 00:09:08.800]  怎樣回答這個問題?
[00:09:08.800 --> 00:09:11.240]  首先我們需要明白
[00:09:11.240 --> 00:09:13.200]  謙卑
[00:09:13.200 --> 00:09:16.880]  並不是一個我們能夠通過練習
[00:09:16.880 --> 00:09:17.760]  訓練
[00:09:17.760 --> 00:09:19.840]  就能夠增加的一件事
[00:09:19.840 --> 00:09:22.000]  而事實上
[00:09:22.000 --> 00:09:26.040]  越當我們去訓練自己
[00:09:26.040 --> 00:09:27.400]  學習謙卑
[00:09:27.400 --> 00:09:29.720]  也許
[00:09:29.720 --> 00:09:31.800]  我們就越不能夠謙卑
[00:09:31.800 --> 00:09:32.680]  我有時候在想
[00:09:32.680 --> 00:09:34.520]  如果世界上有這個課程
[00:09:34.520 --> 00:09:36.160]  叫做謙卑課程
[00:09:36.160 --> 00:09:39.320]  你讀完這個謙卑課程之後
[00:09:39.320 --> 00:09:40.880]  你拿到這個高級文憑
[00:09:40.880 --> 00:09:42.320]  碩士學位
[00:09:42.320 --> 00:09:43.080]  博士學位
[00:09:43.080 --> 00:09:44.720]  我就一個謙卑的博士
[00:09:44.720 --> 00:09:47.560]  你覺得這個人是不是代表謙卑呢?
[00:09:47.560 --> 00:09:50.640]  所以在保羅
[00:09:50.640 --> 00:09:52.160]  我相信保羅很明白這個道理
[00:09:52.160 --> 00:09:55.800]  保羅沒有給當時的信徒一個清單
[00:09:55.800 --> 00:09:58.160]  信徒們跟著這個清單做
[00:09:58.160 --> 00:09:59.720]  做完之後你就謙卑了
[00:09:59.720 --> 00:10:01.720]  保羅沒有
[00:10:01.720 --> 00:10:04.920]  保羅相反是怎樣教導當時的信徒?
[00:10:04.920 --> 00:10:09.640]  保羅就將耶穌基督的例子
[00:10:09.640 --> 00:10:13.160]  來教導當時的門徒
[00:10:13.160 --> 00:10:14.760]  保羅說
[00:10:14.760 --> 00:10:17.680]  耶穌基督本有神的形象
[00:10:17.680 --> 00:10:21.240]  他不以自己與神同等為強奪的
[00:10:21.240 --> 00:10:22.160]  反倒虛己
[00:10:22.160 --> 00:10:24.720]  取了盧卜的形象
[00:10:24.720 --> 00:10:26.400]  成為人的樣式
[00:10:26.400 --> 00:10:28.000]  既有人的樣子
[00:10:28.000 --> 00:10:29.080]  就自己卑微
[00:10:29.080 --> 00:10:30.680]  全心信服
[00:10:30.680 --> 00:10:34.160]  以致於死在十字架上
[00:10:34.160 --> 00:10:36.640]  主耶穌基督的道成肉身
[00:10:36.640 --> 00:10:39.560]  其實就告訴我們什麼叫做謙卑
[00:10:39.560 --> 00:10:40.320]  在新約裡面
[00:10:40.320 --> 00:10:41.320]  不知道大家有沒有留意
[00:10:41.320 --> 00:10:44.880]  新約裡面有兩個水盆的故事
[00:10:44.880 --> 00:10:48.280]  大家知不知道哪兩個水盆的故事?
[00:10:48.280 --> 00:10:49.160]  第一個
[00:10:49.160 --> 00:10:55.920]  就是當主耶穌被抓到秦府比拉多面前的時候
[00:10:55.920 --> 00:10:59.080]  秦府比拉多就審問耶穌
[00:10:59.080 --> 00:11:01.080]  但是找不到耶穌有什麼過錯的時候
[00:11:01.080 --> 00:11:02.360]  他就拿出一個水盆
[00:11:02.360 --> 00:11:04.240]  在眾人面前洗手
[00:11:04.240 --> 00:11:05.040]  告訴他們
[00:11:05.040 --> 00:11:08.200]  你們這幫人定這個耶穌基督的罪
[00:11:08.200 --> 00:11:08.880]  不是我
[00:11:08.880 --> 00:11:11.280]  我洗手不關我的事
[00:11:11.280 --> 00:11:12.600]  第二次水盆的故事
[00:11:12.600 --> 00:11:16.560]  就是當主耶穌在最後的晚餐的時候
[00:11:16.560 --> 00:11:19.320]  拿起水盆為門徒洗腳
[00:11:19.320 --> 00:11:21.800]  大家記不記得這兩個水盆的故事?
[00:11:21.800 --> 00:11:23.760]  其實這兩個水盆的故事
[00:11:23.760 --> 00:11:30.120]  是一個很明顯的對比
[00:11:30.120 --> 00:11:34.720]  讓我們明白到責任和謙卑
[00:11:34.720 --> 00:11:37.600]  在比拉多的故事裡面
[00:11:37.600 --> 00:11:39.280]  審判耶穌
[00:11:39.280 --> 00:11:43.600]  或者是公平地、客觀地審判耶穌
[00:11:43.600 --> 00:11:46.400]  是當時秦府比拉多的工作
[00:11:46.400 --> 00:11:48.560]  是他的責任
[00:11:48.560 --> 00:11:51.240]  但是他是逃避了這個責任
[00:11:51.240 --> 00:11:53.800]  沒有給耶穌多少個公平的審判
[00:11:53.800 --> 00:11:54.760]  為什麼?
[00:11:54.760 --> 00:11:58.680]  因為他是因為當時群眾的壓力
