
[00:00:00.000 --> 00:00:01.360]  兩端的聖經
[00:00:01.360 --> 00:00:05.960]  第一節聖經在依塞亞書第九章第一到第二節
[00:00:05.960 --> 00:00:09.040]  這時候當他受過痛苦的必不再見幽暗
[00:00:09.040 --> 00:00:12.840]  從前神使西伯倫帝和拉夫拉哈帝被藐視
[00:00:12.840 --> 00:00:14.680]  末後卻使這沿海的路
[00:00:14.680 --> 00:00:18.800]  約旦河外外邦人的伽利利帝得著榮耀
[00:00:18.800 --> 00:00:21.880]  在黑暗中行走在百姓看見了大光
[00:00:21.880 --> 00:00:25.400]  住在死因之地的人有光照耀他們
[00:00:25.400 --> 00:00:27.320]  第六節我們一同來念來
[00:00:27.320 --> 00:00:31.800]  因有嬰孩為我們而生有一子賜給我們
[00:00:31.800 --> 00:00:34.560]  正權必擔在他的肩頭上
[00:00:34.560 --> 00:00:37.040]  他們已稱為奇妙策士
[00:00:37.040 --> 00:00:40.600]  全能的神 永載的父 和平的君
[00:00:40.600 --> 00:00:41.920]  你就讀到這裡
[00:00:41.920 --> 00:00:44.920]  今天是聖誕夜也是主日
[00:00:44.920 --> 00:00:47.600]  所以真的雙倍的恩典
[00:00:47.600 --> 00:00:49.760]  大家今天早上我們一起崇拜
[00:00:49.760 --> 00:00:52.960]  今天晚上我們要再見面聖誕夜崇拜
[00:00:52.960 --> 00:00:55.120]  加倍的喜樂 Amen
[00:00:55.120 --> 00:00:55.880]  所以跟你旁邊丟
[00:00:55.880 --> 00:00:59.400]  你們說聖誕節非常非常非常快的四次
[00:00:59.400 --> 00:01:09.680]  很多年前我有機會到以色列修課
[00:01:09.680 --> 00:01:11.320]  曾經花了點時間
[00:01:11.320 --> 00:01:15.120]  就是走在伽利利海的沿岸
[00:01:15.120 --> 00:01:18.400]  我就發現伽利利海有很多地方
[00:01:18.400 --> 00:01:21.800]  它的沿岸都是高山圍繞
[00:01:21.800 --> 00:01:23.680]  而且是筆直的高山
[00:01:23.680 --> 00:01:27.160]  是高原地海拔三千尺左右
[00:01:27.160 --> 00:01:29.160]  所以在伽利利海的沿岸
[00:01:29.160 --> 00:01:31.520]  其實有很多的地方
[00:01:31.520 --> 00:01:34.960]  是終年陽光照射不到
[00:01:34.960 --> 00:01:39.520]  常年在陰影遮蓋的地方
[00:01:39.520 --> 00:01:41.720]  那個時候我才明白以色列修第九章
[00:01:41.720 --> 00:01:45.200]  第一節 第二節所說的背景
[00:01:45.200 --> 00:01:47.480]  那你說從前神使西伯倫帝
[00:01:47.480 --> 00:01:49.880]  和拿伏達利帝被藐視
[00:01:49.880 --> 00:01:54.200]  這兩個地方都是伽利利沿海的地方
[00:01:54.200 --> 00:01:59.720]  然後神說末後要使這沿海的路得著榮耀
[00:01:59.720 --> 00:02:03.760]  在黑暗中行走的百姓要看見大光
[00:02:03.760 --> 00:02:08.400]  住在死因之地的人有光照耀他們
[00:02:08.400 --> 00:02:10.800]  當我走在伽利利海沿岸的時候
[00:02:10.800 --> 00:02:15.240]  這段經文就給我很大的一個啟發
[00:02:15.240 --> 00:02:17.320]  我就想到今天我們人類多少時候
[00:02:17.320 --> 00:02:19.800]  不就是這樣的光景嗎
[00:02:19.800 --> 00:02:24.240]  我們就好像生活在陰影下面的人不是嗎
[00:02:24.240 --> 00:02:25.680]  雖然有時候在我們生活當中
[00:02:25.680 --> 00:02:27.720]  是有高興的時刻
[00:02:27.720 --> 00:02:29.160]  找到工作你很高興
[00:02:29.160 --> 00:02:31.520]  結婚生子也很高興
[00:02:31.520 --> 00:02:34.760]  甚至股票上漲你也很高興
[00:02:34.760 --> 00:02:38.160]  但是很多時候我們還是總感覺到
[00:02:38.160 --> 00:02:43.840]  在我們心靈深處是活在一種陰影之下
[00:02:43.840 --> 00:02:49.800]  好像我們在無可奈何的被一種陰影所籠罩
[00:02:49.800 --> 00:02:51.160]  在這種陰影之下
[00:02:51.160 --> 00:02:53.200]  我們常常看不見自己的方向
[00:02:53.200 --> 00:02:55.720]  我們不知何去何從
[00:02:55.720 --> 00:02:57.360]  特別是當我們面對現今
[00:02:57.360 --> 00:03:00.520]  這樣一個充滿黑暗罪惡的世代
[00:03:00.520 --> 00:03:05.040]  我們心中常常充滿了徬徨跟恐懼
[00:03:05.040 --> 00:03:07.400]  有誰真的關心我們呢
[00:03:07.400 --> 00:03:11.120]  有誰真的滿足我們心靈的需要呢
[00:03:11.120 --> 00:03:16.360]  有誰真的帶給我們人生的方向跟答案呢
[00:03:16.360 --> 00:03:18.440]  在以色亞書第九章第六節
[00:03:18.440 --> 00:03:25.080]  神就很清楚的把一個答案擺在我們眼前
[00:03:25.080 --> 00:03:25.440]  這裡說
[00:03:25.440 --> 00:03:27.280]  「因有一嬰孩為我們而生
[00:03:27.280 --> 00:03:29.120]  有一子賜給我們
[00:03:29.120 --> 00:03:31.560]  正權必擔在他的肩頭上
[00:03:31.560 --> 00:03:34.200]  他明必稱為奇妙測試
[00:03:34.200 --> 00:03:38.520]  全能的神 永在的父 和平的君」
[00:03:38.520 --> 00:03:39.400]  換句話說
[00:03:39.400 --> 00:03:43.240]  耶穌基督就是神在黑暗世代
[00:03:43.240 --> 00:03:46.280]  所帶給我們的真光
[00:03:46.280 --> 00:03:51.440]  唯有祂能夠帶給人類生活真正的答案
[00:03:51.440 --> 00:03:53.400]  第二點是聖誕節
[00:03:53.400 --> 00:03:55.680]  據說要告訴我們一件事情
[00:03:55.680 --> 00:03:57.200]  那就是耶穌基督
[00:03:57.200 --> 00:04:03.320]  就是我們在黑暗世代當中唯一的盼望
[00:04:03.320 --> 00:04:05.400]  所以今天講到這四方面來講
[00:04:05.400 --> 00:04:07.120]  為什麼我們說耶穌基督
[00:04:07.120 --> 00:04:11.920]  就是在這黑暗世代當中唯一的盼望呢
[00:04:11.920 --> 00:04:12.960]  首先第一個
[00:04:12.960 --> 00:04:14.920]  耶穌是奇妙測試
[00:04:14.920 --> 00:04:19.400]  跟你們說耶穌是奇妙測試
[00:04:19.400 --> 00:04:19.760]  換句話說
[00:04:19.760 --> 00:04:22.680]  祂是我們智慧的源頭
[00:04:22.680 --> 00:04:23.080]  第二點
[00:04:23.080 --> 00:04:24.320]  今天我想我們都知道
[00:04:24.320 --> 00:04:28.040]  我們活在一個知識大爆炸的環境裡面
[00:04:28.040 --> 00:04:31.320]  我們一點都不缺乏知識
[00:04:31.320 --> 00:04:33.800]  但我們卻不見得有智慧
[00:04:33.800 --> 00:04:36.480]  在人生每一個抉擇裡面
[00:04:36.480 --> 00:04:38.880]  做正確的決定
[00:04:38.880 --> 00:04:42.120]  所以真言第四章第七節很清楚告訴我們說
[00:04:42.120 --> 00:04:44.000]  智慧為首
[00:04:44.000 --> 00:04:45.680]  所以要得智慧
[00:04:45.680 --> 00:04:49.400]  在你一切所得之內就必得聰明
[00:04:49.400 --> 00:04:52.240]  再一次講到智慧為首
[00:04:52.240 --> 00:04:54.280]  智慧是在你人生當中
[00:04:54.280 --> 00:04:58.200]  所最需要尋求的一件事情
[00:04:58.200 --> 00:04:58.520]  換句話說
[00:04:58.520 --> 00:05:01.520]  今天其實你並沒有財務上的問題
[00:05:01.520 --> 00:05:03.320]  你也沒有家庭的問題
[00:05:03.320 --> 00:05:06.320]  你所需要的其實是智慧
[00:05:06.320 --> 00:05:09.240]  你需要智慧來解決你財務的問題
[00:05:09.240 --> 00:05:13.360]  你需要智慧來解決你家庭的問題
[00:05:13.360 --> 00:05:15.680]  今天我看見有很多人在面對人生
[00:05:15.680 --> 00:05:18.400]  各樣的環境跟問題的時候
[00:05:18.400 --> 00:05:23.760]  一天到晚我常常就是上錯戰場打錯仗
[00:05:23.760 --> 00:05:26.440]  既不明白真正的戰場在哪裡
[00:05:26.440 --> 00:05:31.200]  更不明白解決問題的時機是什麼
[00:05:31.200 --> 00:05:35.720]  以致於我們常常落入到失敗跟挫折當中
[00:05:35.720 --> 00:05:37.080]  不是嗎
[00:05:37.080 --> 00:05:38.840]  而當我們在失敗跟挫折當中
[00:05:38.840 --> 00:05:40.040]  我們的反應是什麼
[00:05:40.040 --> 00:05:43.000]  我們反應常常是希望有神蹟發生
[00:05:43.000 --> 00:05:45.720]  來幫助我們拯救我們
[00:05:45.720 --> 00:05:47.600]  特別是基督徒就是這樣
[00:05:47.600 --> 00:05:49.320]  每當我們在人生困境當中
[00:05:49.320 --> 00:05:50.680]  我們不是呼求神啊
[00:05:50.680 --> 00:05:53.400]  就你寫個神蹟帶領我們拯救我們
[00:05:53.400 --> 00:05:55.440]  不是嗎
[00:05:55.440 --> 00:05:56.600]  當然一方面
[00:05:56.600 --> 00:05:59.760]  我們看見我們的神的確充滿慈愛憐憫
[00:05:59.760 --> 00:06:01.800]  祂樂意在我們人生的困境當中
[00:06:01.800 --> 00:06:05.040]  伸手來搭救我們
[00:06:05.040 --> 00:06:07.840]  我們的神的確是直到今天
[00:06:07.840 --> 00:06:09.440]  都是行神蹟騎士的神
[00:06:09.440 --> 00:06:11.240]  Amen
[00:06:11.240 --> 00:06:12.000]  但另一方面
[00:06:12.000 --> 00:06:14.160]  丁永祥告訴我們我們的信仰
[00:06:14.160 --> 00:06:17.280]  絕對不是一個從神蹟到神蹟的信仰
[00:06:17.280 --> 00:06:19.400]  不是的
[00:06:19.400 --> 00:06:22.880]  我們的神祂的行事做事有祂的原則
[00:06:22.880 --> 00:06:25.280]  有祂的法則的
