
[00:00:00.000 --> 00:00:02.000]  請您同心,我們一同祈禱
[00:00:02.000 --> 00:00:04.000]  天父我們再次感謝祢
[00:00:04.000 --> 00:00:06.000]  給祢很寶貴的話語
[00:00:06.000 --> 00:00:08.000]  是對我們生命的指引
[00:00:08.000 --> 00:00:10.000]  讓我們能夠知道
[00:00:10.000 --> 00:00:12.000]  這是我們活在一個
[00:00:12.000 --> 00:00:14.000]  什麼時候
[00:00:14.000 --> 00:00:16.000]  也讓我們能夠識時務
[00:00:16.000 --> 00:00:18.000]  以致我們能夠把握機會
[00:00:18.000 --> 00:00:20.000]  化時為機
[00:00:20.000 --> 00:00:22.000]  求祢藉著祢的話語去提醒
[00:00:22.000 --> 00:00:24.000]  勸勉挑戰
[00:00:24.000 --> 00:00:26.000]  安慰
[00:00:26.000 --> 00:00:28.000]  改變我們,祈禱奉耶穌名求
[00:00:28.000 --> 00:00:30.000]  阿門
[00:00:58.000 --> 00:01:00.000]  在眼前就算你不開口
[00:01:00.000 --> 00:01:02.000]  他就好像知穿了你的東西
[00:01:02.000 --> 00:01:04.000]  無所遁形
[00:01:04.000 --> 00:01:06.000]  不久之前
[00:01:06.000 --> 00:01:08.000]  我有看過福爾摩斯的故事
[00:01:08.000 --> 00:01:10.000]  其中一段很有趣
[00:01:10.000 --> 00:01:12.000]  當時福爾摩斯的助手
[00:01:12.000 --> 00:01:14.000]  華新醫生已經離開了
[00:01:14.000 --> 00:01:16.000]  離開了的時候
[00:01:16.000 --> 00:01:18.000]  他對福爾摩斯說
[00:01:18.000 --> 00:01:20.000]  我以後都不會再做醫生
[00:01:20.000 --> 00:01:22.000]  不會重披衣袍
[00:01:22.000 --> 00:01:24.000]  過了不久
[00:01:24.000 --> 00:01:26.000]  他就回去做醫生
[00:01:26.000 --> 00:01:28.000]  行醫濟世
[00:01:28.000 --> 00:01:30.000]  而且結了婚
[00:01:30.000 --> 00:01:32.000]  有了這方面的改變
[00:01:32.000 --> 00:01:34.000]  他一點都沒有告訴他老朋友
[00:01:34.000 --> 00:01:36.000]  福爾摩斯
[00:01:36.000 --> 00:01:38.000]  有一天他經過這個白鶴街
[00:01:38.000 --> 00:01:40.000]  福爾摩斯的住處
[00:01:40.000 --> 00:01:42.000]  順道去探望一個
[00:01:42.000 --> 00:01:44.000]  所謂良師益友
[00:01:44.000 --> 00:01:46.000]  他還沒坐下
[00:01:46.000 --> 00:01:48.000]  福爾摩斯一開口就說
[00:01:48.000 --> 00:01:50.000]  恭喜你,怎麼結了婚都不告訴我
[00:01:50.000 --> 00:01:52.000]  他嚇了一跳
[00:01:52.000 --> 00:01:54.000]  他怎麼知道我結了婚呢
[00:01:54.000 --> 00:01:56.000]  你結婚肥了七磅
[00:01:56.000 --> 00:01:58.000]  你太太一定煮東西好吃
[00:01:58.000 --> 00:02:00.000]  你說你不做醫生
[00:02:00.000 --> 00:02:02.000]  為什麼現在又去做醫生
[00:02:02.000 --> 00:02:04.000]  出診呢
[00:02:04.000 --> 00:02:06.000]  喂
[00:02:06.000 --> 00:02:08.000]  你不但現在出診
[00:02:08.000 --> 00:02:10.000]  還經常去鄉下行醫
[00:02:10.000 --> 00:02:12.000]  經常去鄉間出診
[00:02:12.000 --> 00:02:14.000]  你是一個很小心的人
[00:02:14.000 --> 00:02:16.000]  為什麼請我這樣的傭人
[00:02:16.000 --> 00:02:18.000]  你的傭人這麼不細心
[00:02:18.000 --> 00:02:20.000]  他一定給你很多頭痛
[00:02:20.000 --> 00:02:22.000]  華新聽到之後大為震驚
[00:02:22.000 --> 00:02:24.000]  他什麼都沒告訴福爾摩斯
[00:02:24.000 --> 00:02:26.000]  為什麼福爾摩斯知道他這麼多
[00:02:26.000 --> 00:02:28.000]  知道他一切
[00:02:28.000 --> 00:02:30.000]  不用開口就知道
[00:02:30.000 --> 00:02:32.000]  福爾摩斯見到華新這麼奇怪
[00:02:32.000 --> 00:02:34.000]  就小小的告訴他
[00:02:34.000 --> 00:02:36.000]  其實很簡單
[00:02:36.000 --> 00:02:38.000]  你雖然沒開口告訴我
[00:02:38.000 --> 00:02:40.000]  但你的外表已經告訴他一切
[00:02:40.000 --> 00:02:42.000]  你想一想
[00:02:42.000 --> 00:02:44.000]  你的手戴著結婚戒指
[00:02:44.000 --> 00:02:46.000]  你以前沒有的
[00:02:46.000 --> 00:02:48.000]  你不是結了婚
[00:02:48.000 --> 00:02:50.000]  怎麼會戴這樣的結婚戒指呢
[00:02:50.000 --> 00:02:52.000]  還有
[00:02:52.000 --> 00:02:54.000]  你一進來我已經聞到藥味
[00:02:54.000 --> 00:02:56.000]  如果你不是做醫生
