
[00:00:00.000 --> 00:00:02.040]  我很喜歡看書
[00:00:02.040 --> 00:00:07.180]  中外的小說我都看了很多,那些名著
[00:00:07.180 --> 00:00:09.980]  其中一本
[00:00:09.980 --> 00:00:11.780]  就是
[00:00:11.780 --> 00:00:20.220]  三劍客
[00:00:20.220 --> 00:00:22.020]  這本書是
[00:00:22.020 --> 00:00:23.820]  法國的
[00:00:23.820 --> 00:00:26.380]  作家大仲馬寫的
[00:00:26.380 --> 00:00:27.900]  Three Musketeers
[00:00:28.680 --> 00:00:32.000]  這三位劍客
[00:00:32.000 --> 00:00:33.040]  很
[00:00:33.040 --> 00:00:36.360]  合一,他們堅貞忠誠
[00:00:36.360 --> 00:00:37.900]  志願共享
[00:00:37.900 --> 00:00:39.680]  性格配搭
[00:00:39.680 --> 00:00:41.480]  共同進退
[00:00:41.480 --> 00:00:47.620]  我不懂法文,我看英文,其實中文也有
[00:00:47.620 --> 00:00:51.460]  如果大家有空,我鼓勵你去看,你會很開心
[00:00:54.540 --> 00:00:59.400]  我又喜歡看《三國演義》,有沒有人看過《三國演義》的,羅冠中有沒有?
[00:00:59.400 --> 00:01:02.720]  有,書不是看戲
[00:01:02.720 --> 00:01:08.360]  《三國演義》有三位
[00:01:08.360 --> 00:01:10.400]  劉備、關公、張飛
[00:01:10.400 --> 00:01:13.480]  桃園傑義、生駛世文
[00:01:13.480 --> 00:01:19.360]  融合了君臣之義,因為劉備是皇帝,君臣之義和兄弟之情
[00:01:19.360 --> 00:01:21.920]  經得起極端環境考驗
[00:01:22.180 --> 00:01:25.260]  剛膽相照,彼此支持
[00:01:25.260 --> 00:01:31.140]  這兩本書都有一個共同點,就是很珍貴的友情
[00:01:31.140 --> 00:01:34.980]  我想到我從小開始在
[00:01:34.980 --> 00:01:36.780]  中學、大學
[00:01:36.780 --> 00:01:42.400]  在石油公司工作,後來在教會裡面侍奉
[00:01:42.400 --> 00:01:47.520]  直到現在,上帝都為我預備一些和我很合得來
[00:01:47.780 --> 00:01:53.920]  很支持我彼此援助的友情的朋友,很寶貴
[00:01:53.920 --> 00:01:55.200]  我相信你們也有
[00:01:55.200 --> 00:02:00.320]  今天要跟大家講的就是保羅
[00:02:00.320 --> 00:02:03.400]  剛才葦紅跟我們讀《亂經文》
[00:02:03.400 --> 00:02:06.720]  如果你說,怎麼講呢?
[00:02:06.720 --> 00:02:12.100]  其實我想的主題就是
[00:02:12.100 --> 00:02:15.680]  保羅在監獄裡面的一個合照
[00:02:17.740 --> 00:02:20.560]  這幅就是保羅和八個人的合照
[00:02:20.560 --> 00:02:25.160]  你說羅木斯,那時候沒有相機,你怎麼拍出這樣的東西呢?
[00:02:25.160 --> 00:02:27.460]  我是用AI做的
[00:02:27.460 --> 00:02:30.800]  在這裡我要講一下AI有沒有用
[00:02:30.800 --> 00:02:34.640]  有信徒問羅木斯,AI好不好用?應不應該用?
[00:02:34.640 --> 00:02:36.420]  會不會誤導我們?
[00:02:36.420 --> 00:02:42.580]  AI其實很簡單,就是一個很大的資料庫
[00:02:42.580 --> 00:02:45.900]  全世界所有的人,所有的意見都放在裡面
[00:02:45.900 --> 00:02:47.440]  就是這麼多
[00:02:47.940 --> 00:02:49.740]  如果你
[00:02:49.740 --> 00:02:56.140]  簡單來說,現在你想問AI問題,大致上是一個資料庫
[00:02:56.140 --> 00:03:01.260]  如果你問一個問題,AI就在資料庫裡面找一個答案給你
[00:03:01.260 --> 00:03:04.840]  這個答案就是大部分人認為對的答案
[00:03:04.840 --> 00:03:09.960]  這個答案會不會正確呢?
[00:03:09.960 --> 00:03:17.380]  未必的,因為大部分人認為對的,可能上帝不認為對的
[00:03:17.640 --> 00:03:18.920]  我做過一個實驗
[00:03:18.920 --> 00:03:21.480]  我預備這篇導讀的時候
[00:03:21.480 --> 00:03:22.500]  我就問AI
[00:03:22.500 --> 00:03:24.040]  耶穌復活
[00:03:24.040 --> 00:03:26.340]  是否歷史事實
[00:03:26.340 --> 00:03:28.140]  清不清楚?
[00:03:28.140 --> 00:03:35.040]  有些人說是真的,有些人說是假的
[00:03:35.040 --> 00:03:37.100]  其實就幫不了你
[00:03:37.100 --> 00:03:39.400]  所以AI是有用的
[00:03:39.400 --> 00:03:41.700]  如果不是的話就做不到這幅畫出來
[00:03:41.700 --> 00:03:42.720]  但是
[00:03:42.720 --> 00:03:46.320]  AI用來給你去找一些數據
[00:03:46.560 --> 00:03:49.380]  或者我記得一首詩,不知道是誰作的
[00:03:49.380 --> 00:03:52.200]  朝池白帝採雲間,你打上去
[00:03:52.200 --> 00:03:53.980]  原來是李白
[00:03:53.980 --> 00:03:59.100]  李白因為被皇帝赦免,所以很開心,李白這麼多詩最開心是他
[00:03:59.100 --> 00:04:00.640]  你知道這些就OK
[00:04:00.640 --> 00:04:03.720]  但是如果你要找聖經,研究聖經
[00:04:03.720 --> 00:04:07.040]  研究聖經,你要帶一個禱告的心
[00:04:07.040 --> 00:04:10.880]  讀聖經,然後求神的靈,聖靈
[00:04:10.880 --> 00:04:12.680]  幫助你去了解
[00:04:12.680 --> 00:04:14.220]  上帝今天
[00:04:14.220 --> 00:04:16.260]  要你在這段聖經裡面
[00:04:16.760 --> 00:04:17.780]  得到什麼
[00:04:17.780 --> 00:04:19.840]  這個
[00:04:19.840 --> 00:04:23.680]  AI就對不起,幫不了你,因為AI不是上帝
[00:04:23.680 --> 00:04:25.460]  所以我們
[00:04:25.460 --> 00:04:26.760]  AI有用的
[00:04:26.760 --> 00:04:28.540]  但是就不要亂用
[00:04:28.540 --> 00:04:31.360]  不要每樣都找AI,以為它有用
[00:04:31.360 --> 00:04:32.900]  我今天骨痛
[00:04:32.900 --> 00:04:39.300]  肩膀痛一打,AI說我癌症,現在還沒到這個地步
[00:04:39.300 --> 00:04:42.880]  所以尤其是看聖經就要小心一點
[00:04:44.420 --> 00:04:47.740]  今天我希望大家用一個禱告的心來看看
[00:04:47.740 --> 00:04:52.100]  保羅這一段經文,這裏就是哥羅西斯最後一段
[00:04:52.100 --> 00:04:57.980]  六月我都會講讀,我又講第二樣東西,又不是講哥羅西斯
[00:04:57.980 --> 00:05:01.320]  因為哥羅西斯沒有第五章,第四章已經講完
[00:05:01.320 --> 00:05:04.120]  我們就要看看
[00:05:04.120 --> 00:05:04.900]  究竟
[00:05:04.900 --> 00:05:07.200]  保羅身邊這八個人
[00:05:07.200 --> 00:05:09.760]  網上這八個人
[00:05:09.760 --> 00:05:13.080]  他們是怎樣的呢
[00:05:13.600 --> 00:05:15.400]  你會發現其實都很多好東西
[00:05:15.400 --> 00:05:16.680]  很多好東西你學習到
[00:05:16.680 --> 00:05:23.080]  第一個他提到的就是推基古
[00:05:23.080 --> 00:05:26.920]  我一切的警方,推基古會告訴你們
[00:05:26.920 --> 00:05:32.800]  他是我所愛的弟兄,是忠心的僕役,也是在主裡作僕人的
[00:05:32.800 --> 00:05:39.200]  我派他到你們那裡去,使你們知道我們的警方,並且安慰你們的心
[00:05:41.500 --> 00:05:44.840]  這個推基古就和保羅並肩侍奉很久
[00:05:44.840 --> 00:05:47.140]  而且他特別是做
[00:05:47.140 --> 00:05:48.680]  差不多保羅的
[00:05:48.680 --> 00:05:56.360]  信差,把一些供應品,比如支持一些有需要的教會,或者保羅的信
[00:05:56.360 --> 00:05:59.680]  傳給教會,他是做那樣東西
[00:05:59.680 --> 00:06:03.000]  他是一個忠心
[00:06:03.000 --> 00:06:06.840]  一個忠心能夠安慰人的人
[00:06:06.840 --> 00:06:10.940]  那時候保羅就在坐牢,第一次坐牢
[00:06:11.200 --> 00:06:12.740]  他第一次坐牢
[00:06:12.740 --> 00:06:16.060]  比他第二次好一點
[00:06:16.060 --> 00:06:17.340]  政府
[00:06:17.340 --> 00:06:20.940]  給他租了一間屋
[00:06:20.940 --> 00:06:22.460]  然後就
[00:06:22.460 --> 00:06:24.260]  准人探他
[00:06:24.260 --> 00:06:25.800]  不過
[00:06:25.800 --> 00:06:30.400]  保羅被控的罪,就是顛覆叛國
[00:06:30.400 --> 00:06:32.200]  嚴不嚴重呀朱先生
[00:06:32.200 --> 00:06:38.860]  朱先生舊時在入境處,其實不是很關事
[00:06:38.860 --> 00:06:40.380]  不過他都知道這些例子
[00:06:40.900 --> 00:06:42.180]  顛覆叛國
[00:06:42.180 --> 00:06:43.460]  他坐牢
[00:06:43.460 --> 00:06:45.240]  你經常去探他
[00:06:45.240 --> 00:06:47.040]  可能你都有問題
[00:06:47.040 --> 00:06:53.440]  保安局看了一下,推基古經常去探他,捉他審他
[00:06:53.440 --> 00:06:54.460]  所以其實
[00:06:54.460 --> 00:06:57.540]  這八個人,他群懷保羅
[00:06:57.540 --> 00:06:59.080]  就
[00:06:59.080 --> 00:07:00.600]  其實有風險
[00:07:00.600 --> 00:07:02.920]  但推基古就不怕
[00:07:02.920 --> 00:07:04.200]  他
[00:07:04.200 --> 00:07:05.480]  和他做
[00:07:05.480 --> 00:07:08.040]  譬如那些信
[00:07:08.280 --> 00:07:11.340]  監獄書信,那些就是他帶去的
[00:07:11.340 --> 00:07:12.360]  還有他需要
[00:07:12.360 --> 00:07:14.680]  保羅需要的東西,他又帶來
[00:07:14.680 --> 00:07:19.540]  這個推基古就是其中一個他講的
[00:07:19.540 --> 00:07:22.600]  第二呢
[00:07:22.600 --> 00:07:25.680]  第二個叫做歐尼西姆
[00:07:25.680 --> 00:07:31.320]  這個是,如果你看菲利門書就認得他
[00:07:31.320 --> 00:07:34.120]  他原本是菲利門
