
[00:00:00.000 --> 00:00:05.000]  「今日係母親節,有兩樣嘢好特別感恩,
[00:00:05.000 --> 00:00:09.000]  上個星期我突然接到一個電話,
[00:00:09.000 --> 00:00:12.000]  係我媽媽嘅閨密,我現在識形容,
[00:00:12.000 --> 00:00:15.000]  我媽媽最好的朋友call我,
[00:00:15.000 --> 00:00:20.000]  都有啲擔心,因為數下過九十㗎,
[00:00:20.000 --> 00:00:23.000]  你明唔明呀?即係佢call我咁點呢?
[00:00:23.000 --> 00:00:27.000]  咁一路call佢又無回音,一路call,終於call到啦,
[00:00:27.000 --> 00:00:32.000]  第一句「喂妹子」係我嘅語名,
[00:00:32.000 --> 00:00:38.000]  我聽已經震一震,然後佢就話「而家仲有冇人咁叫你呀?」
[00:00:38.000 --> 00:00:41.000]  我話「都冇乜嘢一個啦」
[00:00:41.000 --> 00:00:43.000]  佢話「咁你鍾唔鍾意我咁叫你呀?」
[00:00:43.000 --> 00:00:46.000]  我話「好鍾意呀,你叫多啲啦,叫多啲啦」
[00:00:46.000 --> 00:00:50.000]  佢打電話嚟冇咩㗎咋,就係問候下我身體好唔好呀,
[00:00:50.000 --> 00:00:53.000]  咁突然間爆一句「你咪開咗間學校呀?」
[00:00:53.000 --> 00:00:57.000]  我話「唔係呀」,佢話「我喺報紙睇到原來有間學校嘅talk,
[00:00:57.000 --> 00:01:01.000]  就擺咗我張相,佢以為我做個校長,我唔搞啲咁嘅嘢啦,
[00:01:01.000 --> 00:01:03.000]  auntie我都一把年紀啦」
[00:01:03.000 --> 00:01:07.000]  咁然後跟住佢話「聽到你安好,我就心安啦」
[00:01:07.000 --> 00:01:09.000]  我話「咁你仲出唔出嚟食飯?」
[00:01:09.000 --> 00:01:13.000]  佢話「唔得啦,九十幾歲人,夜晚要喺屋企㗎啦,
[00:01:13.000 --> 00:01:17.000]  不過聽到你安好,佢就收線」
[00:01:17.000 --> 00:01:22.000]  好sweet呀,好開心,因為我媽媽唔喺度,
[00:01:22.000 --> 00:01:26.000]  但係媽媽嘅閨密打嚟原來都係好開心
[00:01:26.000 --> 00:01:29.000]  第二樣嘢值得開心嘅,可能你哋有人知㗎啦,
[00:01:29.000 --> 00:01:33.000]  就係我屋企有一個苦讀咗十幾年,
[00:01:33.000 --> 00:01:38.000]  即係諗住放棄啦,又去苦讀,人哋叫佢唔好讀啦,
[00:01:38.000 --> 00:01:44.000]  又苦讀嘅何牧師,終於就攞到何博士啦,係咪?
[00:01:44.000 --> 00:01:48.000]  好感恩呀,個感恩我諗唔一定係個學位,
[00:01:48.000 --> 00:01:53.000]  但係佢係背後嗰種嘅付出,嗰種嘅堅持,
[00:01:53.000 --> 00:01:56.000]  佢其實攞咗個paper話已經ok啦,
[00:01:56.000 --> 00:02:00.000]  仲有一樣嘢叫oral defense嘅,大家唔知知唔知,
[00:02:00.000 --> 00:02:04.000]  嗰日我哋全屋都知道佢緊張㗎啦,
[00:02:04.000 --> 00:02:09.000]  不過最知佢心嘅係我哋屋企隻狗,叫Nikita,
[00:02:09.000 --> 00:02:13.000]  Nikita係突然之間去咗佢嗰邊㗎,
[00:02:13.000 --> 00:02:16.000]  不嬲Nikita係痴住我,但係嗰日佢會痴住佢,
[00:02:16.000 --> 00:02:19.000]  又到何牧師要去oral defense出門口同佢講,
[00:02:19.000 --> 00:02:22.000]  我而家要去oral defense啦,你知唔知呀?
[00:02:22.000 --> 00:02:24.000]  Nikita係點呀?嘩嘩嘩咁呀,
[00:02:24.000 --> 00:02:27.000]  即係好似話,加油啦,加油啦,畀心機啦,
[00:02:27.000 --> 00:02:32.000]  所以得咗啦各位弟兄姊妹,係好開心嘅我哋,
[00:02:32.000 --> 00:02:35.000]  今個禮拜預備港獨嘅時候,
[00:02:35.000 --> 00:02:40.000]  《恩典之路》呢隻歌呢,就一路喺我個腦度餘暖,
[00:02:40.000 --> 00:02:45.000]  所以今日係母親節,亦都係好想將呢首歌呢,
[00:02:45.000 --> 00:02:49.000]  就獻畀在座嘅母親啦,各位弟兄姊妹,
[00:02:49.000 --> 00:02:55.000]  獻嘅方法好特別嘅,係我哋兩個會合唱。
[00:02:55.000 --> 00:03:03.000]  何牧師話,你夠唔夠你啱啱換嗰副眼鏡,
[00:03:03.000 --> 00:03:05.000]  你個樣好似小雲呀?
[00:03:05.000 --> 00:03:07.000]  我話係呀,因為睇得唔清楚呀,
[00:03:07.000 --> 00:03:10.000]  所以我而家就請我個小吉出嚟好唔好呀?
[00:03:10.000 --> 00:03:12.000]  同我一齊合唱《恩典之路》,
[00:03:12.000 --> 00:03:14.000]  講個秘密畀大家知呀,
[00:03:14.000 --> 00:03:16.000]  我同何牧師呢,因為佢退休啦,
[00:03:16.000 --> 00:03:19.000]  咁人生新嘅一頁啦,要學新嘢啦,
[00:03:19.000 --> 00:03:21.000]  所以呢,喺幾個月前呢,
[00:03:21.000 --> 00:03:23.000]  我哋一齊學唱歌呀,
[00:03:23.000 --> 00:03:31.000]  學唱歌,有機會再鬥返音樂,
[00:03:31.000 --> 00:03:34.000]  係我人生個好大嘅突破。
[00:03:34.000 --> 00:03:36.000]  認識我嘅人都知,
[00:03:36.000 --> 00:03:38.000]  我屋企都冇咗鋼琴,
[00:03:38.000 --> 00:03:41.000]  同音樂好似say咗bye bye好多年,
[00:03:41.000 --> 00:03:43.000]  係喺度偶然唱吓歌,
[00:03:43.000 --> 00:03:49.000]  但係好感恩上帝畀我哋重新同音樂結緣,
[00:03:49.000 --> 00:03:52.000]  我亦都好感恩嘅係,
[00:03:52.000 --> 00:03:54.000]  喺過去幾個禮拜,
[00:03:54.000 --> 00:04:00.000]  我應承咗出版社要寫本書講侍奉同埋恩典,
[00:04:00.000 --> 00:04:03.000]  我曾經同出版社講唔得㗎,
[00:04:03.000 --> 00:04:04.000]  你唔好理我啦,
[00:04:04.000 --> 00:04:07.000]  佢話唔緊要,何師母我哋幫你祈禱上帝畀你能力,
[00:04:07.000 --> 00:04:10.000]  結果寫好啦,三萬五千字,
[00:04:10.000 --> 00:04:13.000]  一路寫嘅時候,
[00:04:13.000 --> 00:04:16.000]  一路流住感恩嘅眼淚,
[00:04:16.000 --> 00:04:21.000]  因為睇返由出世一路經歷嘅嘢,
[00:04:21.000 --> 00:04:23.000]  只有四個字,
[00:04:23.000 --> 00:04:25.000]  恩典之路,
[00:04:25.000 --> 00:04:26.000]  弟兄姊妹,
[00:04:26.000 --> 00:04:28.000]  我唔知你面對緊咩困難,
[00:04:28.000 --> 00:04:30.000]  唔緊要㗎,
[00:04:30.000 --> 00:04:33.000]  我哋嘅上帝會同我哋同在,
[00:04:33.000 --> 00:04:36.000]  高山低谷He is there,
[00:04:36.000 --> 00:04:40.000]  他在哪裡,緊握住佢嘅手,
[00:04:40.000 --> 00:04:41.000]  一步一步,
[00:04:41.000 --> 00:04:43.000]  恩典盼望之路,
[00:04:43.000 --> 00:04:44.000]  最終我哋感謝你,
[00:04:44.000 --> 00:04:47.000]  因為你係個又真又活嘅主,
[00:04:47.000 --> 00:04:50.000]  你係喺我哋嘅高山低谷裏面,
[00:04:50.000 --> 00:04:51.000]  你都喺度,
[00:04:51.000 --> 00:04:52.000]  你都睇到,
[00:04:52.000 --> 00:04:53.000]  你都知道,
[00:04:53.000 --> 00:04:55.000]  求你今日打開我哋嘅心,
[00:04:55.000 --> 00:04:56.000]  打開我哋嘅眼,
[00:04:56.000 --> 00:04:57.000]  讓我哋睇到聽到,
[00:04:57.000 --> 00:04:59.000]  知道你嘅真實,
[00:04:59.000 --> 00:05:01.000]  與我哋同在,
[00:05:01.000 --> 00:05:02.000]  我哋咁禱告教堂,
[00:05:02.000 --> 00:05:04.000]  仰望奉主耶穌基督得聖嘅名字,
[00:05:04.000 --> 00:05:06.000]  求你坐低嘅時候,
[00:05:06.000 --> 00:05:07.000]  同隔離講,
[00:05:07.000 --> 00:05:09.000]  祝福你行呢條恩典之路,
[00:05:09.000 --> 00:05:11.000]  祝福你行呢條恩典之路,
[00:05:11.000 --> 00:05:14.000]  喺師母講到之前,
[00:05:14.000 --> 00:05:15.000]  我哋用掌聲多謝,
[00:05:15.000 --> 00:05:17.000]  今日侍奉三堂嘅弟兄姊妹,
[00:05:17.000 --> 00:05:20.000]  同埋亦都係有一個預告,
[00:05:20.000 --> 00:05:22.000]  我同師母十月底,
[00:05:22.000 --> 00:05:24.000]  同一啲牧師會有個音樂會,
[00:05:24.000 --> 00:05:26.000]  即係三晚音樂會,
[00:05:26.000 --> 00:05:29.000]  求神繼續讓我哋可以去服侍佢,
[00:05:29.000 --> 00:05:30.000]  願神祝福大家,
[00:05:30.000 --> 00:05:31.000]  請大家紀念,
[00:05:31.000 --> 00:05:33.000]  其實叫我唱歌緊張,
[00:05:33.000 --> 00:05:35.000]  叫我講到好多,
[00:05:35.000 --> 00:05:38.000]  先一張廣告,
[00:05:38.000 --> 00:05:39.000]  選校的疑惑,
[00:05:39.000 --> 00:05:43.000]  係家庭發展基金同同福聯合嘅一個講座,
[00:05:43.000 --> 00:05:45.000]  啱啱前幾日,
[00:05:45.000 --> 00:05:47.000]  就同兩位嘅講員,
[00:05:47.000 --> 00:05:49.000]  一個係寧良堂嘅陳振建劉校長,
[00:05:49.000 --> 00:05:54.000]  另外一位係播道小學中學嘅盧偉成校長,
[00:05:54.000 --> 00:05:55.000]  都係我好好嘅朋友,
[00:05:55.000 --> 00:05:57.000]  大家嘅睇法都好累緊,
[00:05:57.000 --> 00:05:58.000]  我哋傾嘅時候,
[00:05:58.000 --> 00:05:59.000]  佢問我講咩,
[00:05:59.000 --> 00:06:01.000]  講選校我唔使講,
[00:06:01.000 --> 00:06:03.000]  個個都知個機制,
[00:06:03.000 --> 00:06:05.000]  我講你心裏面想講嘅嘢,
[00:06:05.000 --> 00:06:07.000]  想同而家嘅家長上帝俾你咩訊息,
[00:06:07.000 --> 00:06:09.000]  你就放膽講,
[00:06:09.000 --> 00:06:10.000]  盧校長問我,
[00:06:10.000 --> 00:06:11.000]  係咪你開另一個平台,
[00:06:11.000 --> 00:06:12.000]  我話yes,
[00:06:12.000 --> 00:06:14.000]  好想吸引更多嘅家長嚟,
[00:06:14.000 --> 00:06:16.000]  其實都爆爆地,
[00:06:16.000 --> 00:06:17.000]  不過我同學務講,
[00:06:17.000 --> 00:06:18.000]  逼爆佢,
[00:06:18.000 --> 00:06:19.000]  認低,
[00:06:19.000 --> 00:06:20.000]  你身邊有咁嘅家長,
[00:06:20.000 --> 00:06:22.000]  小學,幼稚園,中學,
[00:06:22.000 --> 00:06:23.000]  鼓勵佢嚟聽,
[00:06:23.000 --> 00:06:26.000]  希望嗰啲訊息能夠打動佢哋嘅心,
[00:06:26.000 --> 00:06:27.000]  讓佢哋睇到,
[00:06:27.000 --> 00:06:29.000]  除咗入嗰間學校,
[00:06:29.000 --> 00:06:31.000]  仲有好多嘢要考慮,
[00:06:31.000 --> 00:06:32.000]  好,
