
[00:00:00.000 --> 00:00:02.960]  在這時候 平安很寶貴
[00:00:02.960 --> 00:00:04.720]  常常我們在
[00:00:04.720 --> 00:00:07.140]  為小孩子出去禱告 都是禱告
[00:00:07.140 --> 00:00:10.560]  出入平安 遠避一切的病毒
[00:00:10.560 --> 00:00:14.660]  弟兄姊妹 我想
[00:00:14.660 --> 00:00:17.680]  越是在這樣的一個時刻
[00:00:17.680 --> 00:00:19.680]  我們需要更多的來明白
[00:00:19.680 --> 00:00:21.680]  神在這個末世的心意
[00:00:21.680 --> 00:00:23.680]  我們需要更多的來明白
[00:00:23.680 --> 00:00:25.680]  我們需要更多的來明白
[00:00:25.680 --> 00:00:27.680]  神在這個末世的心意
[00:00:27.680 --> 00:00:30.200]  因為末日確實是越來越近了
[00:00:30.200 --> 00:00:32.200]  因為末日確實是越來越近了
[00:00:32.200 --> 00:00:34.200]  因為末日確實是越來越近了
[00:00:34.200 --> 00:00:36.200]  不管你了解多少
[00:00:36.200 --> 00:00:38.200]  不管你了解多少
[00:00:38.200 --> 00:00:40.200]  但是今天你可以看見
[00:00:40.200 --> 00:00:42.200]  甚至這些非基督徒
[00:00:42.200 --> 00:00:44.200]  甚至這些非基督徒
[00:00:44.200 --> 00:00:46.200]  他們都感覺到這個末日的迫近
[00:00:46.200 --> 00:00:48.200]  他們都感覺到這個末日的迫近
[00:00:48.200 --> 00:00:50.200]  雖然他們不明白主耶穌再來的盼望
[00:00:50.200 --> 00:00:52.200]  雖然他們不明白主耶穌再來的盼望
[00:00:52.200 --> 00:00:54.200]  但是他們知道末日已經臨近
[00:00:54.200 --> 00:00:56.200]  親愛的弟兄姊妹
[00:00:56.200 --> 00:00:58.200]  我們基督徒不單單知道末日要臨近
[00:00:58.200 --> 00:01:00.200]  我們基督徒不單單知道末日要臨近
[00:01:00.200 --> 00:01:02.200]  而且我們更知道末日的臨近意義就是主耶穌要再來
[00:01:02.200 --> 00:01:04.200]  而且我們更知道末日的臨近意義就是主耶穌要再來
[00:01:04.200 --> 00:01:06.200]  那是一個很大的盼望
[00:01:06.200 --> 00:01:08.200]  那是一個很大的盼望
[00:01:08.200 --> 00:01:10.200]  那是我們基督徒最大的盼望
[00:01:10.200 --> 00:01:12.200]  親愛的弟兄姊妹
[00:01:12.200 --> 00:01:14.200]  如果你沒有這種感覺
[00:01:14.200 --> 00:01:16.200]  你需要跟主禱告
[00:01:16.200 --> 00:01:18.200]  讓我真是有這樣子的盼望
[00:01:18.200 --> 00:01:20.200]  如果你沒有這樣子的盼望
[00:01:20.200 --> 00:01:22.200]  你過日子會過得很難過
[00:01:22.200 --> 00:01:24.200]  因為末日的情況會有越來越多的苦難
[00:01:24.200 --> 00:01:26.200]  所以今天我們一起要從
[00:01:26.200 --> 00:01:28.200]  奇事錄第七章
[00:01:28.200 --> 00:01:30.200]  十三到十七節
[00:01:30.200 --> 00:01:32.200]  我們要再一次的來看到
[00:01:32.200 --> 00:01:34.200]  在奇事錄裡面約翰看到
[00:01:34.200 --> 00:01:36.200]  在奇事錄裡面約翰看到
[00:01:36.200 --> 00:01:38.200]  上次我們提到
[00:01:38.200 --> 00:01:40.200]  上次我們提到說
[00:01:40.200 --> 00:01:42.200]  他提到開了六應之後
[00:01:42.200 --> 00:01:44.200]  就有許多的災難臨到
[00:01:44.200 --> 00:01:46.200]  就有許多的災難臨到
[00:01:46.200 --> 00:01:48.200]  開四應已經四分之一都死了
[00:01:48.200 --> 00:01:50.200]  開六應災難大到一個地步
[00:01:50.200 --> 00:01:52.200]  開六應災難大到一個地步
[00:01:52.200 --> 00:01:54.200]  整個的山崩地裂
[00:01:54.200 --> 00:01:56.200]  整個的山崩地裂
[00:01:56.200 --> 00:01:58.200]  整個的宇宙好像天地都變色
[00:01:58.200 --> 00:02:00.200]  整個的宇宙好像天地都變色
[00:02:00.200 --> 00:02:02.200]  在這樣子的一個災難
[00:02:02.200 --> 00:02:04.200]  從來沒有人見過的一個情況之下
[00:02:04.200 --> 00:02:06.200]  當時候約翰就在那個地方
[00:02:06.200 --> 00:02:08.200]  看見怎麼樣子呢
[00:02:08.200 --> 00:02:10.200]  這個災難沒有人能夠站立得住
[00:02:10.200 --> 00:02:12.200]  這個災難沒有人能夠站立得住
[00:02:12.200 --> 00:02:14.200]  什麼人能夠站立得住呢
[00:02:14.200 --> 00:02:16.200]  我們記得上次我們提到說
[00:02:16.200 --> 00:02:18.200]  有十四萬四千人
[00:02:18.200 --> 00:02:20.200]  這十四萬四千人
[00:02:20.200 --> 00:02:22.200]  他們看到了
[00:02:22.200 --> 00:02:24.200]  他們看到了
[00:02:24.200 --> 00:02:26.200]  這十萬四千的人
[00:02:26.200 --> 00:02:28.200]  他們被天使在他們的額上
[00:02:28.200 --> 00:02:30.200]  他們被天使在他們的額上
[00:02:30.200 --> 00:02:32.200]  印了記號
[00:02:32.200 --> 00:02:34.200]  然後呢他們就避開了這個災難
[00:02:34.200 --> 00:02:36.200]  然後呢他們就避開了這個災難
[00:02:36.200 --> 00:02:38.200]  那麼當約翰看到這個意象之後呢
[00:02:38.200 --> 00:02:40.200]  那麼當約翰看到這個意象之後呢
[00:02:40.200 --> 00:02:42.200]  接著他又看到
[00:02:42.200 --> 00:02:44.200]  有無數的人
[00:02:44.200 --> 00:02:46.200]  從各民各地各族各方
[00:02:46.200 --> 00:02:48.200]  各個語言的裡面
[00:02:48.200 --> 00:02:50.200]  通通就有許多人湧過來
[00:02:50.200 --> 00:02:52.200]  他看到了這許多的人
[00:02:52.200 --> 00:02:54.200]  這許多人是誰呢
[00:02:54.200 --> 00:02:58.200]  這段經文裡面
[00:02:58.200 --> 00:03:00.200]  從我們這個第七章
[00:03:00.200 --> 00:03:02.200]  這個十四萬四千人
[00:03:02.200 --> 00:03:04.200]  跟這個許許多多的各民各族的人
[00:03:04.200 --> 00:03:06.200]  他是同一批的
[00:03:06.200 --> 00:03:08.200]  所以呢
[00:03:08.200 --> 00:03:10.200]  我們前面講到這十四萬四千人
[00:03:10.200 --> 00:03:12.200]  我們前面講到這十四萬四千人
[00:03:12.200 --> 00:03:14.200]  他們是誰啊
[00:03:14.200 --> 00:03:16.200]  他們是歷史歷代
[00:03:16.200 --> 00:03:18.200]  這些經歷苦難的
[00:03:18.200 --> 00:03:20.200]  這些得勝者
[00:03:20.200 --> 00:03:22.200]  那麼今天我們看著
[00:03:22.200 --> 00:03:24.200]  那麼今天我們看著
[00:03:24.200 --> 00:03:26.200]  我們繼續看這些
[00:03:26.200 --> 00:03:28.200]  從各民各族各方來的
[00:03:28.200 --> 00:03:30.200]  這些人
[00:03:30.200 --> 00:03:32.200]  他們是誰呢
[00:03:32.200 --> 00:03:34.200]  因為十三節一開始長老就
[00:03:34.200 --> 00:03:36.200]  就問了這個問題
[00:03:36.200 --> 00:03:38.200]  他問說那些穿白衣的是誰呢
[00:03:38.200 --> 00:03:40.200]  他問說那些穿白衣的是誰呢
[00:03:40.200 --> 00:03:42.200]  是從哪裡來的
[00:03:44.200 --> 00:03:46.200]  長老中
[00:03:46.200 --> 00:03:48.200]  長老中有一位問
[00:03:48.200 --> 00:03:50.200]  問他問約翰說
[00:03:50.200 --> 00:03:52.200]  這些穿白衣的是誰
[00:03:52.200 --> 00:03:54.200]  那丟著面前告訴我
[00:03:54.200 --> 00:03:56.200]  長老問這個問題
[00:03:56.200 --> 00:03:58.200]  他知不知道這個問題的答案
[00:03:58.200 --> 00:04:00.200]  知不知道
[00:04:00.200 --> 00:04:02.200]  讀聖經的時候仔細讀
[00:04:02.200 --> 00:04:04.200]  他知不知道這個答案
[00:04:04.200 --> 00:04:06.200]  你注意看
[00:04:06.200 --> 00:04:08.200]  當他問出這些問題
[00:04:08.200 --> 00:04:10.200]  長老中有一位問這些問題的時候
[00:04:10.200 --> 00:04:12.200]  約翰就對他說
[00:04:12.200 --> 00:04:14.200]  他說什麼
[00:04:14.200 --> 00:04:16.200]  他說我主你知道
[00:04:16.200 --> 00:04:18.200]  他說我主你知道
[00:04:18.200 --> 00:04:20.200]  有沒有
[00:04:20.200 --> 00:04:22.200]  所以表示說這個長老問這個問題
[00:04:22.200 --> 00:04:24.200]  他知不知道答案
[00:04:24.200 --> 00:04:26.200]  知道
[00:04:26.200 --> 00:04:28.200]  在原文裡面這個中文看不出來
[00:04:28.200 --> 00:04:30.200]  在原文裡面這個你這個字
[00:04:30.200 --> 00:04:32.200]  他特別強調
[00:04:32.200 --> 00:04:34.200]  我用中文表達就是說
[00:04:34.200 --> 00:04:36.200]  我主你知道
[00:04:36.200 --> 00:04:38.200]  我主你知道
[00:04:38.200 --> 00:04:40.200]  所以這意思是什麼
[00:04:40.200 --> 00:04:42.200]  你知道
[00:04:42.200 --> 00:04:44.200]  你知道
[00:04:44.200 --> 00:04:46.200]  所以約翰說你知道
[00:04:46.200 --> 00:04:48.200]  因此長老就說
[00:04:48.200 --> 00:04:52.200]  他說這些人是從大患難中出來的
[00:04:52.200 --> 00:04:54.200]  曾用羔羊的血把衣裳洗白盡了
[00:04:54.200 --> 00:04:56.200]  所以他們在神的寶座前
[00:04:56.200 --> 00:04:58.200]  晝夜在他殿中侍奉他
[00:04:58.200 --> 00:05:00.200]  然後接下來就講到
[00:05:00.200 --> 00:05:02.200]  這些人他們要經歷到
[00:05:02.200 --> 00:05:04.200]  神的怎麼樣子的獎賞
[00:05:04.200 --> 00:05:06.200]  在這裡提到
[00:05:06.200 --> 00:05:08.200]  這些人我們剛講了
[00:05:08.200 --> 00:05:10.200]  這些人是誰呢
