
[00:00:00.000 --> 00:00:05.760]  我首先是請大家看一張圖片
[00:00:05.760 --> 00:00:07.760]  請大家先看一張圖片
[00:00:07.760 --> 00:00:14.080]  這個圖片就在美國一個地方拍攝的
[00:00:14.080 --> 00:00:16.800]  這個圖片在美國一個地方拍攝的
[00:00:16.800 --> 00:00:18.800]  是不是似曾相識
[00:00:18.800 --> 00:00:20.800]  是不是好像很熟悉的樣子
[00:00:20.800 --> 00:00:25.760]  你今天回來有沒有看到嘉年威的路上有人排隊
[00:00:25.760 --> 00:00:27.760]  大家有沒有看到樓下的人在排隊
[00:00:27.760 --> 00:00:31.760]  有很多人在排隊
[00:00:31.760 --> 00:00:36.760]  早一陣子若干年前買樓熱潮的時候
[00:00:36.760 --> 00:00:38.760]  很多人都排隊
[00:00:38.760 --> 00:00:42.760]  很多年前在買樓夜潮的時候就很多人在排隊
[00:00:42.760 --> 00:00:46.760]  我和師母買第一層樓的時候
[00:00:46.760 --> 00:00:48.760]  都很辛苦的
[00:00:48.760 --> 00:00:51.760]  我跟師母在買第一個房子的時候也是很辛苦
[00:00:51.760 --> 00:00:53.760]  這是很多年前的事
[00:00:53.760 --> 00:00:55.760]  因為是很多年前的事了
[00:00:55.760 --> 00:00:57.760]  大家想一想為什麼這麼多人會排隊呢
[00:00:57.760 --> 00:00:59.760]  大家想一想為什麼這麼多人在排隊呢
[00:00:59.760 --> 00:01:01.760]  他們想買什麼
[00:01:01.760 --> 00:01:03.760]  你知道他們想買什麼嗎
[00:01:03.760 --> 00:01:14.760]  原來在美國亞利桑那州的一些民眾排隊買獎券
[00:01:14.760 --> 00:01:19.760]  原來在美國亞利桑那州有民眾在排隊買獎券
[00:01:19.760 --> 00:01:24.760]  因為最近美國有一個叫威力球的六合彩
[00:01:24.760 --> 00:01:27.760]  原來在美國亞利桑那州有一個叫威力球的六合彩
[00:01:27.760 --> 00:01:31.760]  他的累積獎金是超級巨獎
[00:01:31.760 --> 00:01:34.760]  他累積了一個超級巨獎
[00:01:34.760 --> 00:01:36.760]  最後有兩個人中獎
[00:01:36.760 --> 00:01:37.760]  最後有兩個人中獎
[00:01:37.760 --> 00:01:38.760]  最後有兩個人中獎
[00:01:38.760 --> 00:01:40.760]  每個人分到多少呢
[00:01:40.760 --> 00:01:42.760]  最後每個人分到多少呢
[00:01:42.760 --> 00:01:43.760]  最後每個人分到多少呢
[00:01:43.760 --> 00:01:46.760]  是兩億九千多萬的美金
[00:01:46.760 --> 00:01:48.760]  是兩億九千多萬的美金
[00:01:48.760 --> 00:01:49.760]  是兩億九千多萬的美金
[00:01:49.760 --> 00:01:52.760]  即是每個人大約得到二十二億的港元
[00:01:52.760 --> 00:01:54.760]  即是每個人大約得到二十二億的港元
[00:01:54.760 --> 00:01:55.760]  即是每個人大約得到二十二億的港元
[00:01:55.760 --> 00:01:57.760]  如果一票獨中的話
[00:01:57.760 --> 00:01:59.760]  如果一票獨中的話
[00:01:59.760 --> 00:02:01.760]  就會有多少億
[00:02:01.760 --> 00:02:05.760]  就會有四十五億
[00:02:05.760 --> 00:02:10.760]  難怪很多人瘋狂排隊買獎券
[00:02:10.760 --> 00:02:13.760]  難怪很多人瘋狂排隊買獎券
[00:02:13.760 --> 00:02:19.760]  難怪很多人瘋狂排隊買獎券
[00:02:19.760 --> 00:02:24.760]  其實我們看到很多人都希望從艱苦的生活情況
[00:02:24.760 --> 00:02:28.760]  可以進入一個無憂無慮的生活環境當中
[00:02:28.760 --> 00:02:30.760]  進入一個無憂無慮的生活環境當中
[00:02:30.760 --> 00:02:33.760]  如果我們是得到充足的金錢的話
[00:02:33.760 --> 00:02:35.760]  如果我們是得到充足的金錢的話
[00:02:35.760 --> 00:02:40.760]  人的日常生活就不會受到金錢上或者資源上的限制
[00:02:40.760 --> 00:02:44.760]  人的日常生活就不會受到金錢上或者資源上的限制
[00:02:44.760 --> 00:02:48.760]  我們就可以隨心所欲地過自由自在的生活
[00:02:48.760 --> 00:02:51.760]  我們就可以隨心所欲地過自由自在的生活
[00:02:51.760 --> 00:02:56.760]  相信這個就是人努力賺錢追求成功背後的原因
[00:02:56.760 --> 00:03:00.760]  相信這個就是人努力賺錢追求成功背後的原因
[00:03:00.760 --> 00:03:03.760]  只要我們賺到足夠的錢我們就發達了
[00:03:03.760 --> 00:03:06.760]  只要我們賺到足夠的錢我們就發達了
[00:03:06.760 --> 00:03:08.760]  我們就可以不用工作了
[00:03:08.760 --> 00:03:09.760]  那我們就可以不用工作了
[00:03:09.760 --> 00:03:11.760]  還沒到五十歲就可以退休了
[00:03:11.760 --> 00:03:13.760]  還沒到五十歲就可以退休了
[00:03:13.760 --> 00:03:14.760]  可以環遊世界
[00:03:14.760 --> 00:03:15.760]  可以去環遊世界
[00:03:15.760 --> 00:03:17.760]  想買什麼就買什麼
[00:03:17.760 --> 00:03:18.760]  想買什麼就買什麼
[00:03:18.760 --> 00:03:21.760]  女士想買LV就買LV
[00:03:21.760 --> 00:03:24.760]  女士想買LV就隨便去買
[00:03:24.760 --> 00:03:27.760]  我也不知道為什麼女人這麼喜歡LV
[00:03:27.760 --> 00:03:31.760]  我也不知道為什麼女士這麼喜歡LV
[00:03:31.760 --> 00:03:32.760]  我也不知道為什麼女人這麼喜歡LV
[00:03:32.760 --> 00:03:37.760]  我也不知道為什麼女人這麼喜歡LV
[00:03:37.760 --> 00:03:40.760]  很多人說女性跟LV是連在一起的
[00:03:40.760 --> 00:03:42.760]  總而言之
[00:03:42.760 --> 00:03:43.760]  總而言之
[00:03:43.760 --> 00:03:46.760]  人很多時候都渴望改變
[00:03:46.760 --> 00:03:48.760]  人很多時候都渴望改變
[00:03:48.760 --> 00:03:50.760]  是希望變得更好
[00:03:50.760 --> 00:03:51.760]  是希望變得更好
[00:03:51.760 --> 00:03:53.760]  去開展一個新的天地
[00:03:53.760 --> 00:03:54.760]  開展一個新的天地
[00:03:54.760 --> 00:03:56.760]  去闖一番新的世界
[00:03:56.760 --> 00:03:58.760]  闖一番新的世界
[00:03:58.760 --> 00:04:00.760]  這個是現代人的生活寫照
[00:04:00.760 --> 00:04:02.760]  這個是現代人生活的寫照
[00:04:02.760 --> 00:04:06.760]  反映出一般人心裡面的心懷意念
[00:04:06.760 --> 00:04:09.760]  這個反映出現代人心懷意念
[00:04:09.760 --> 00:04:15.760]  我姑且稱它為世人心中的牽掛
[00:04:15.760 --> 00:04:18.760]  我姑且稱它為世人心中的牽掛
[00:04:18.760 --> 00:04:20.760]  是希望得到一些好的東西
[00:04:20.760 --> 00:04:22.760]  是希望得到一些好的東西
[00:04:22.760 --> 00:04:24.760]  進入一個新的世界
[00:04:24.760 --> 00:04:26.760]  進入一個新的世界
[00:04:26.760 --> 00:04:28.760]  但另外一方面
[00:04:28.760 --> 00:04:29.760]  但另外一方面
[00:04:29.760 --> 00:04:32.760]  有些人心裡是另有所屬的
[00:04:32.760 --> 00:04:34.760]  有些人心裡是另有所屬的
[00:04:34.760 --> 00:04:37.760]  這也是我們今天要思想的一個題目
[00:04:37.760 --> 00:04:40.760]  這也是我們今天要思想的一個題目
[00:04:40.760 --> 00:04:43.760]  就是使徒保羅的牽掛
[00:04:43.760 --> 00:04:45.760]  就是使徒保羅的牽掛
[00:04:45.760 --> 00:04:47.760]  現在讓我們首先了解一下
[00:04:47.760 --> 00:04:51.760]  使徒保羅當時身處的情況是怎樣
[00:04:51.760 --> 00:04:53.760]  現在讓我們首先了解一下
[00:04:53.760 --> 00:04:55.760]  使徒保羅當時身處的情況是怎樣
[00:04:55.760 --> 00:04:57.760]  使徒保羅當時身處的情況是怎樣
[00:04:57.760 --> 00:04:59.760]  如果我們看第十三節和第十七節
[00:04:59.760 --> 00:05:01.760]  如果我們看第十三節和第十七節
[00:05:01.760 --> 00:05:03.760]  如果我們看第十三節和第十七節
[00:05:03.760 --> 00:05:05.760]  我們不難看到他在困鎖之中
[00:05:05.760 --> 00:05:07.760]  我們不難看到他在困鎖之中
[00:05:07.760 --> 00:05:09.760]  我們不難看到他在困鎖之中
[00:05:09.760 --> 00:05:11.760]  意思是他正在坐牢
[00:05:11.760 --> 00:05:13.760]  意思是他正在坐牢
[00:05:13.760 --> 00:05:15.760]  是被人看管著
[00:05:15.760 --> 00:05:17.760]  是被人看管著
[00:05:17.760 --> 00:05:19.760]  失去了自由
[00:05:19.760 --> 00:05:21.760]  失去了自由
[00:05:21.760 --> 00:05:23.760]  或者有人想他這樣是無法傳福音
[00:05:23.760 --> 00:05:25.760]  或者有人想他這樣是無法傳福音
[00:05:25.760 --> 00:05:27.760]  或者有人想他這樣是無法傳福音
[00:05:27.760 --> 00:05:29.760]  但是他卻是無懼困鎖
[00:05:29.760 --> 00:05:31.760]  但是他卻是無懼困鎖
[00:05:31.760 --> 00:05:33.760]  但是他卻是無懼困鎖
[00:05:33.760 --> 00:05:35.760]  但是他卻是無懼困鎖
[00:05:35.760 --> 00:05:37.760]  因為他知道他被人監禁
[00:05:37.760 --> 00:05:39.760]  因為他知道他被人監禁
[00:05:39.760 --> 00:05:41.760]  反而會令到福音更加興旺
[00:05:41.760 --> 00:05:43.760]  反而會令到福音更加興旺
[00:05:43.760 --> 00:05:45.760]  反而會令到福音更加興旺
[00:05:45.760 --> 00:05:47.760]  但是另一方面我們又知道
[00:05:47.760 --> 00:05:49.760]  但是另一方面我們又知道
[00:05:49.760 --> 00:05:51.760]  他是受到他身邊一些人的不良影響
[00:05:51.760 --> 00:05:53.760]  他是受到他身邊一些人的不良影響
