
[00:00:00.000 --> 00:00:02.360]  隨著我們的年初到現在
[00:00:02.360 --> 00:00:06.080]  我們正在分享基督復活之後
[00:00:06.080 --> 00:00:11.120]  向祂的門徒顯現的信息
[00:00:11.120 --> 00:00:12.960]  一路來講我們記得
[00:00:12.960 --> 00:00:14.960]  一開始的時候我們就講到
[00:00:14.960 --> 00:00:17.480]  耶穌的開路先鋒施浸約翰
[00:00:17.480 --> 00:00:19.480]  怎樣去帶領耶穌
[00:00:19.480 --> 00:00:23.000]  將祂引入到歷史的焦點當中
[00:00:23.000 --> 00:00:25.200]  我們又看到作為祂的門徒
[00:00:25.200 --> 00:00:27.000]  一路去跟隨主
[00:00:27.000 --> 00:00:29.640]  裏面有很多生命令情的學習
[00:00:29.640 --> 00:00:33.480]  聖經裏有不同的故事和人物
[00:00:33.480 --> 00:00:38.040]  有關他們怎樣在神和人所安排的人生路上
[00:00:38.040 --> 00:00:40.200]  怎樣去經歷神自己
[00:00:40.200 --> 00:00:43.000]  使他們的生命得以更新
[00:00:43.000 --> 00:00:47.200]  並且怎樣與神與人同心同行
[00:00:47.200 --> 00:00:49.440]  今天就和大家分享到
[00:00:49.440 --> 00:00:53.120]  《路加福音》24章13到36節裏面
[00:00:53.120 --> 00:00:57.080]  一個可能大家都很熟悉的故事
[00:00:57.080 --> 00:01:01.640]  以馬五思路上的奇妙經歷
[00:01:01.640 --> 00:01:03.040]  特別的地方就是
[00:01:03.040 --> 00:01:04.760]  我們的主耶穌在復活之後
[00:01:04.760 --> 00:01:06.280]  向祂的門徒顯現
[00:01:06.280 --> 00:01:08.960]  經過40天才升天
[00:01:08.960 --> 00:01:12.800]  在這40天裏面有很多的事情發生
[00:01:12.800 --> 00:01:14.240]  我們相信
[00:01:14.240 --> 00:01:15.480]  其實聖經裏面
[00:01:15.480 --> 00:01:17.480]  耶穌復活之後所發生的事
[00:01:17.480 --> 00:01:21.680]  絕對不止是經文裏面記載那麼少
[00:01:21.680 --> 00:01:23.960]  因為你記得在約翰福音裏面講到
[00:01:23.960 --> 00:01:26.280]  他說耶穌所行的事很多
[00:01:26.280 --> 00:01:28.520]  如果要一一記下來的時候
[00:01:28.520 --> 00:01:31.280]  就算是這個世界都容不下來
[00:01:31.280 --> 00:01:32.840]  所以我們今天就留意到
[00:01:32.840 --> 00:01:35.920]  《路加福音》用了很大的篇幅
[00:01:35.920 --> 00:01:39.840]  去講這一段以馬五思的經歷
[00:01:39.840 --> 00:01:41.680]  我相信這一段經歷
[00:01:41.680 --> 00:01:43.760]  同樣對你和對我
[00:01:43.760 --> 00:01:46.920]  今天都有一個很重要的提醒
[00:01:46.920 --> 00:01:49.240]  就是關於我們的復活主
[00:01:49.240 --> 00:01:52.440]  怎樣能夠火熱我們對祂的心
[00:01:52.440 --> 00:01:54.120]  我們可以看到
[00:01:54.120 --> 00:01:56.640]  其實當耶穌復活之後
[00:01:56.640 --> 00:01:59.960]  其實不是首先向這兩個人來顯現
[00:01:59.960 --> 00:02:01.280]  耶穌復活之後
[00:02:01.280 --> 00:02:04.480]  其實祂是向一群婦女來顯現
[00:02:04.480 --> 00:02:05.800]  但是我們發現
[00:02:05.800 --> 00:02:09.000]  當這兩個門徒聽到
[00:02:09.000 --> 00:02:12.520]  婦女說耶穌已經不見了
[00:02:12.520 --> 00:02:13.800]  祂的墳墓空了
[00:02:13.800 --> 00:02:15.400]  耶穌復活的時候
[00:02:15.400 --> 00:02:17.080]  其實他們心裏面
[00:02:17.080 --> 00:02:18.880]  都是有很多的疑惑
[00:02:18.880 --> 00:02:20.120]  很多的憂心
[00:02:20.120 --> 00:02:23.800]  所以他們不能夠繼續去相信
[00:02:23.800 --> 00:02:27.360]  所以他們很黯然的離開了耶路撒冷
[00:02:27.360 --> 00:02:31.160]  往以馬五思的路上去
[00:02:31.160 --> 00:02:32.960]  所以在這段經歷裏面
[00:02:32.960 --> 00:02:34.520]  讓我們一起思想
[00:02:34.520 --> 00:02:38.520]  我們怎樣扭轉我們的生命經歷
[00:02:38.520 --> 00:02:41.320]  生命境況的一個關鍵
[00:02:41.320 --> 00:02:45.160]  讓我們重新再在神的面前去踴躍
[00:02:45.160 --> 00:02:46.200]  去擁抱
[00:02:46.200 --> 00:02:49.880]  原來神的復活是給我們的大能
[00:02:49.880 --> 00:02:53.560]  就是給我們的生命再一次的踴躍起來
[00:02:53.560 --> 00:02:56.080]  扭轉生命境況的第一個關鍵
[00:02:56.080 --> 00:03:01.200]  就是我們要重新去察驗主的同在
[00:03:01.200 --> 00:03:06.080]  經文就在《路加福音》24章13到第17節
[00:03:06.080 --> 00:03:08.400]  如果可以讓我們一起讀這段經文
[00:03:08.400 --> 00:03:09.640]  預備起
[00:03:09.640 --> 00:03:10.640]  同一天
[00:03:10.640 --> 00:03:14.560]  門徒中有兩個人往一個村子去
[00:03:14.560 --> 00:03:17.520]  這村子名叫以馬五思
[00:03:17.520 --> 00:03:20.760]  離耶路撒冷約有二十五里
[00:03:20.760 --> 00:03:24.920]  他們彼此談論所發生的這一切事
[00:03:24.920 --> 00:03:27.280]  正交談議論的時候
[00:03:27.280 --> 00:03:31.640]  耶穌親自走近他們和他們同行
[00:03:31.640 --> 00:03:34.600]  可是他們的眼睛模糊了
[00:03:34.600 --> 00:03:36.160]  沒認出他
[00:03:36.160 --> 00:03:37.640]  耶穌對他說
[00:03:37.640 --> 00:03:40.280]  你們一邊走一邊談
[00:03:40.280 --> 00:03:43.280]  彼此談論的是什麼事呢
[00:03:43.280 --> 00:03:47.760]  他們就站著念上戴著仇容
[00:03:47.760 --> 00:03:49.760]  我們看到經文告訴我們
[00:03:49.760 --> 00:03:51.760]  他們哪個叫同一天呢
[00:03:51.760 --> 00:03:56.080]  就是相信是耶穌從死裡復活的那個同一天
[00:03:56.080 --> 00:03:57.520]  因為之前那段經文
[00:03:57.520 --> 00:04:00.320]  就是說到一群婦女去到墓前的時候
[00:04:00.320 --> 00:04:02.320]  不見了耶穌
[00:04:02.320 --> 00:04:04.320]  當中這兩個門徒
[00:04:04.320 --> 00:04:06.000]  不是十二個門徒
[00:04:06.000 --> 00:04:07.200]  這兩個門徒
[00:04:07.200 --> 00:04:09.960]  他們就離開耶路撒冷
[00:04:09.960 --> 00:04:13.360]  去到一個叫以馬五思的村子上面
[00:04:13.360 --> 00:04:15.320]  根據聖經所說
[00:04:15.320 --> 00:04:19.680]  這條村子離開耶路撒冷約二十五里
[00:04:19.680 --> 00:04:23.040]  結合今天十一個千米
[00:04:23.040 --> 00:04:24.800]  十一個公里
[00:04:24.800 --> 00:04:27.320]  就是從我們教會
[00:04:27.320 --> 00:04:30.320]  一直走到香港大學的距離
[00:04:30.320 --> 00:04:31.800]  十一千米
[00:04:31.800 --> 00:04:34.000]  就在這條路上
[00:04:34.000 --> 00:04:35.840]  他們就在談
[00:04:35.840 --> 00:04:39.920]  究竟過去幾天發生了什麼事情
[00:04:39.920 --> 00:04:42.880]  當他們去談的過程中
[00:04:42.880 --> 00:04:46.800]  耶穌親自走近他們
[00:04:46.800 --> 00:04:49.760]  跟他們同行
[00:04:49.760 --> 00:04:51.680]  不過經文裡很特別
[00:04:51.680 --> 00:04:54.240]  就是說耶穌走近他們
[00:04:54.240 --> 00:04:57.800]  但是看到他們的眼睛模糊
[00:04:57.800 --> 00:05:01.480]  竟然認不出祂
[00:05:01.480 --> 00:05:03.120]  我們看到
[00:05:03.120 --> 00:05:05.000]  很特別
[00:05:05.000 --> 00:05:09.120]  這兩個門徒為什麼會認不出耶穌呢
[00:05:09.120 --> 00:05:12.320]  有些人就說可能是耶穌復活了之後
[00:05:12.320 --> 00:05:15.360]  復活的身體的樣子不同了
[00:05:15.360 --> 00:05:19.280]  不過我相信還有一個可能性更大的
[00:05:19.280 --> 00:05:22.240]  就是經文裡第十七節說到
[00:05:22.240 --> 00:05:26.800]  因為他們念上帶著愁容
[00:05:26.800 --> 00:05:29.960]  他們被那種沮喪的情緒
[00:05:29.960 --> 00:05:33.760]  他們被那種傷心難過的情緒
[00:05:33.760 --> 00:05:36.800]  籠罩著在他們的生命裡
[00:05:36.800 --> 00:05:38.800]  所以他們彷彿
[00:05:38.800 --> 00:05:40.280]  就算見到耶穌
[00:05:40.280 --> 00:05:42.680]  都好像沒有見到一樣
[00:05:42.680 --> 00:05:43.880]  當然你可以說
[00:05:43.880 --> 00:05:46.680]  耶穌在這一刻也不讓他們見到
[00:05:46.680 --> 00:05:47.680]  意思就是說
[00:05:47.680 --> 00:05:50.960]  耶穌要一路一路跟他們同行
[00:05:50.960 --> 00:05:52.760]  聆聽他們的生命
[00:05:52.760 --> 00:05:55.280]  以至到有一刻他們醒來的時候
[00:05:55.280 --> 00:05:59.400]  他們才知道那個是耶穌
[00:05:59.400 --> 00:06:02.880]  經文裡說到這個人
[00:06:02.880 --> 00:06:06.200]  會不會有點像我們今天
[00:06:06.200 --> 00:06:08.240]  我們今天的境況
[00:06:08.240 --> 00:06:10.120]  我們今天的境況就是
[00:06:10.120 --> 00:06:14.560]  我們明知聽過人說主已經復活了
[00:06:14.560 --> 00:06:16.200]  主已經復活了
[00:06:16.200 --> 00:06:19.600]  但是我們的心仍然憂愁
[00:06:19.600 --> 00:06:22.360]  我們的心仍然沮喪
[00:06:22.360 --> 00:06:26.320]  我們的心仍然不能夠拋開一切
[00:06:26.320 --> 00:06:30.000]  去為著這些事來歡喜和快樂
[00:06:30.000 --> 00:06:32.600]  什麼會令我們這樣呢
[00:06:32.600 --> 00:06:35.520]  會不會就是因為我們在人生裡
[00:06:35.520 --> 00:06:37.960]  有太多事的顧慮
[00:06:37.960 --> 00:06:40.600]  反而失去了那種
[00:06:40.600 --> 00:06:45.320]  好像孩子般單純的純真
[00:06:45.320 --> 00:06:47.120]  我們當發現
[00:06:47.120 --> 00:06:48.560]  今天我們的生命
[00:06:48.560 --> 00:06:51.080]  就好像已經有很多東西
[00:06:51.080 --> 00:06:53.040]  充塞在我們裡面
[00:06:53.040 --> 00:06:56.000]  以致我們沒有辦法走出去
[00:06:56.000 --> 00:06:59.640]  以致我們真的能夠雀躍的在神的裡面
[00:06:59.640 --> 00:07:01.600]  神今天已經和我們同在
[00:07:01.600 --> 00:07:06.760]  但是我們的心仍然無法的雀躍
[00:07:06.760 --> 00:07:09.440]  當我去到神之心教會的時候
[00:07:09.440 --> 00:07:12.280]  其中一個很大的印象
[00:07:12.280 --> 00:07:13.960]  和很深刻的印象
[00:07:13.960 --> 00:07:16.360]  就是每一位的弟兄姊妹
[00:07:16.360 --> 00:07:18.320]  每一位的弟兄姊妹
[00:07:18.320 --> 00:07:21.520]  他都能夠在這個屬靈的家庭裡面
[00:07:21.520 --> 00:07:22.920]  去投入
[00:07:22.920 --> 00:07:24.600]  他們都能夠分享到
[00:07:24.600 --> 00:07:27.720]  他們是怎樣的經歷不同的過程
[00:07:27.720 --> 00:07:29.600]  他們在教會的生活裡面
[00:07:29.600 --> 00:07:31.240]  和其他的弟兄姊妹
[00:07:31.240 --> 00:07:34.280]  一起的成長學習
[00:07:34.280 --> 00:07:35.920]  其中有一個見證呢
[00:07:35.920 --> 00:07:38.440]  我都覺得是很深刻的印象
[00:07:38.440 --> 00:07:42.880]  就是當一位19歲的年輕弟兄
[00:07:42.880 --> 00:07:44.040]  Kennan
[00:07:44.040 --> 00:07:47.440]  他分享到他8歲的時候
[00:07:47.440 --> 00:07:51.000]  他的父母就已經分居了
[00:07:51.000 --> 00:07:53.880]  他的父母分居的原因就是因為
[00:07:53.880 --> 00:07:59.240]  他們的父母的婚姻出現了一個很大的問題
[00:07:59.240 --> 00:08:00.800]  當他們分居的時候
[00:08:00.800 --> 00:08:03.440]  他就在那個成長路的時候
[00:08:03.440 --> 00:08:06.480]  好像失去了父母的同行
[00:08:06.480 --> 00:08:08.280]  在他的中學時期
[00:08:08.280 --> 00:08:11.560]  他很反叛
[00:08:11.560 --> 00:08:13.480]  因為沒有父母在身邊
[00:08:13.480 --> 00:08:17.480]  所以他整個中學時期很反叛
[00:08:17.480 --> 00:08:19.320]  甚至後來他知道
[00:08:19.320 --> 00:08:22.840]  他的父親竟然因為販毒的緣故
[00:08:22.840 --> 00:08:25.480]  進了監獄裡面
[00:08:25.480 --> 00:08:26.920]  就在這個時候
[00:08:26.920 --> 00:08:28.840]  他信了主
[00:08:28.840 --> 00:08:30.360]  他信了主的時候
[00:08:30.360 --> 00:08:36.800]  他求主去幫助他去饒恕這個傷害他的父親
[00:08:36.800 --> 00:08:41.160]  後來這個父親患了肝癌
[00:08:41.160 --> 00:08:45.880]  在這個肝癌很危急的情況裡面
[00:08:45.880 --> 00:08:48.320]  這位信了主的Kennan
[00:08:48.320 --> 00:08:52.080]  他為了他的父親能夠得醫治來禱告
[00:08:52.080 --> 00:08:54.040]  他不單止為他禱告
[00:08:54.040 --> 00:08:57.480]  當時他為什麼可以和他父親
[00:08:57.480 --> 00:08:59.560]  就是因為他的父親患了肝癌
[00:08:59.560 --> 00:09:03.080]  所以連那個監獄都假釋了他出去
[00:09:03.080 --> 00:09:05.760]  因為他倒愛就醫
[00:09:05.760 --> 00:09:07.720]  這位Kennan就帶著他的父親
[00:09:07.720 --> 00:09:09.800]  一起去到神之心教會裡面
[00:09:09.800 --> 00:09:13.560]  一個禱告和醫治的聚會當中
[00:09:13.560 --> 00:09:14.960]  他在這個聚會當中
[00:09:14.960 --> 00:09:17.800]  他經歷到神自己的拯救
[00:09:17.800 --> 00:09:21.840]  他的父親也都願意降服在主裡面
[00:09:21.840 --> 00:09:24.640]  他願意去跟隨主 信靠主
[00:09:24.640 --> 00:09:28.560]  他也都去祈求主去醫治他的病
[00:09:28.560 --> 00:09:31.760]  到後來 真是神好奇妙
[00:09:31.760 --> 00:09:33.840]  醫治了他父親的病
[00:09:33.840 --> 00:09:35.400]  但是他醫治了之後
[00:09:35.400 --> 00:09:36.920]  這個父親因為他販毒
[00:09:36.920 --> 00:09:42.640]  他仍然要進去監獄裡面繼續服刑
[00:09:42.640 --> 00:09:44.760]  這個Kennan其實他一直以來
[00:09:44.760 --> 00:09:48.280]  他和他父親的關係都非常的差
[00:09:48.280 --> 00:09:52.640]  因為他發現父親小時候都沒有怎樣去理他
[00:09:52.640 --> 00:09:55.120]  但是他決定在這個過程裡面
[00:09:55.120 --> 00:09:59.040]  他要寫一封信和他父親去傾談
[00:09:59.040 --> 00:10:03.960]  他要學習去原諒這個一路忽視他的父親
[00:10:03.960 --> 00:10:06.000]  就在這個書信的過程裡面
[00:10:06.000 --> 00:10:08.240]  他發現父親的生命
[00:10:08.240 --> 00:10:11.240]  不單止身體可以得到醫治
[00:10:11.240 --> 00:10:12.400]  他的心靈
[00:10:12.400 --> 00:10:14.200]  他都說在獄中裡面
[00:10:14.200 --> 00:10:18.680]  他都有機會和一群基督徒一起去服侍主
[00:10:18.680 --> 00:10:22.120]  和一群基督徒一起去讚頌神
[00:10:22.120 --> 00:10:23.960]  因為他有機會在獄中
[00:10:23.960 --> 00:10:29.000]  都和其他的信徒一起有服侍的機會
[00:10:29.000 --> 00:10:32.600]  這個孩子心裡面很受激勵
[00:10:32.600 --> 00:10:37.240]  因為他真的看到神是一個改變人生命的主
[00:10:37.240 --> 00:10:38.520]  他在教會裡面
[00:10:38.520 --> 00:10:43.760]  他同樣經歷到這種生命得釋放
[00:10:43.760 --> 00:10:44.920]  弟兄姊妹
[00:10:44.920 --> 00:10:47.040]  當我們今天去看到
[00:10:47.040 --> 00:10:50.600]  神在他的生命裡面的作為的時候
[00:10:50.600 --> 00:10:57.760]  就讓他心裡面的疑團和掛慮和憂心完全的除去
[00:10:57.760 --> 00:11:00.640]  在教會裡面他經常提醒我們
[00:11:00.640 --> 00:11:02.880]  當他講這個見證的時候
[00:11:02.880 --> 00:11:08.360]  神是用不同的人去建立起他這個屬靈的家
[00:11:08.360 --> 00:11:10.120]  我們今天來到神的面前
[00:11:10.120 --> 00:11:12.320]  我們每一個人都有不同的境況
[00:11:12.320 --> 00:11:13.840]  我們來到神的面前
[00:11:13.840 --> 00:11:18.320]  我們要放下神在我們生命裡面的前類
[00:11:18.320 --> 00:11:23.160]  以致我們能夠看到耶穌是與我們同行的
[00:11:23.160 --> 00:11:26.960]  在最困難、最幽暗、最困難的日子
[00:11:26.960 --> 00:11:31.600]  我們的主仍然是與我們同行
[00:11:31.600 --> 00:11:33.560]  有時我們都會問一下自己
[00:11:33.560 --> 00:11:38.560]  什麼事會令我們的屬靈眼睛模糊了
[00:11:38.560 --> 00:11:43.320]  以致我們好像忽略了主的同在
[00:11:43.320 --> 00:11:46.160]  究竟你現在走這條信仰的路
[00:11:46.160 --> 00:11:50.400]  這條二馬五司的路是一個怎樣的路呢
[00:11:50.400 --> 00:11:52.120]  我們現在都要問一下
[00:11:52.120 --> 00:11:53.400]  在我們的生命裡面
[00:11:53.400 --> 00:11:57.720]  我們屬靈的光景是怎樣的呢
[00:11:57.720 --> 00:11:58.520]  是啊
[00:11:58.520 --> 00:11:59.920]  我們都要問一下
[00:11:59.920 --> 00:12:00.800]  主啊
[00:12:00.800 --> 00:12:02.560]  為什麼有時我們都發現
[00:12:02.560 --> 00:12:04.640]  好像我們見不到祢呢
[00:12:04.640 --> 00:12:06.200]  或者在我們的生命裡面
[00:12:06.200 --> 00:12:10.040]  視而不見祢在我們生命裡面的作為呢
[00:12:10.040 --> 00:12:14.000]  會不會因為有時我們有一種前類
[00:12:14.000 --> 00:12:16.360]  一種不冷不熱的心
[00:12:16.360 --> 00:12:18.960]  一種忽冷忽熱的心
[00:12:18.960 --> 00:12:20.600]  或者我們有時都懷疑
[00:12:20.600 --> 00:12:25.600]  究竟神會不會幫助我們失望、灰心
[00:12:25.600 --> 00:12:29.520]  甚至憤怒、埋怨、受煩
[00:12:29.520 --> 00:12:31.280]  或者有時我們信了主久了
[00:12:31.280 --> 00:12:34.040]  我們覺得已經很平淡了
[00:12:34.040 --> 00:12:36.760]  我們已經好像與世間上
[00:12:36.760 --> 00:12:41.360]  沒有什麼令我們興奮的地方
[00:12:41.360 --> 00:12:46.120]  甚至我們在信仰裡面走我們自己要走的路
[00:12:46.120 --> 00:12:46.840]  就在這一刻
[00:12:46.840 --> 00:12:50.120]  我們願意聖靈去光照我們的生命
[00:12:50.120 --> 00:12:51.960]  我們要打開我們的心
[00:12:51.960 --> 00:12:55.880]  讓主去進入我們的裡面
[00:12:55.880 --> 00:12:56.920]  沒錯
[00:12:56.920 --> 00:12:58.560]  今天在我們的生命裡面
[00:12:58.560 --> 00:13:02.800]  我們需要好像主一樣
[00:13:02.800 --> 00:13:04.040]  祂進來
[00:13:04.040 --> 00:13:05.640]  我們這一刻不見祂
[00:13:05.640 --> 00:13:09.360]  但我們仍然知道祂是與我們同行的
[00:13:09.360 --> 00:13:12.560]  這位的復活主是與這兩個
[00:13:12.560 --> 00:13:16.160]  在疑惑中的門徒同行的主
[00:13:16.160 --> 00:13:20.200]  今天我們的主仍然是與我們同行
[00:13:20.200 --> 00:13:21.480]  所以我們要做的
[00:13:21.480 --> 00:13:23.800]  就是我們要重新測驗
[00:13:23.800 --> 00:13:29.240]  神在我們生命裡面的同在
[00:13:29.240 --> 00:13:33.360]  不知道在我們的生命裡面有沒有夢想呢?
[00:13:33.360 --> 00:13:35.840]  你的夢想是不是出於
[00:13:35.840 --> 00:13:37.920]  當你認識了主耶穌之後
[00:13:37.920 --> 00:13:40.600]  你的生命的夢想
[00:13:40.600 --> 00:13:44.200]  在不在是不同呢?
[00:13:44.200 --> 00:13:45.720]  神在我們的生命裡面
[00:13:45.720 --> 00:13:47.240]  祂讓我們去設定的
[00:13:47.240 --> 00:13:49.160]  就是神用我們這個人
[00:13:49.160 --> 00:13:50.480]  用我們的生命
[00:13:50.480 --> 00:13:52.200]  用我們的恩賜
[00:13:52.200 --> 00:13:53.960]  用我們的特質
[00:13:53.960 --> 00:13:56.400]  以致我們可以在我們的生命裡面
[00:13:56.400 --> 00:13:57.520]  認識我們的主
[00:13:57.520 --> 00:13:58.440]  我們的神
[00:13:58.440 --> 00:14:00.520]  在我們的生命裡面
[00:14:00.520 --> 00:14:03.920]  去見證祂的能力
[00:14:03.920 --> 00:14:06.520]  我們會不會有時在我們的生活裡面
[00:14:06.520 --> 00:14:07.680]  忽略了
[00:14:07.680 --> 00:14:10.200]  原來神塑造我這個人
[00:14:10.200 --> 00:14:13.480]  是有這個特殊的任務的呢?
[00:14:13.480 --> 00:14:15.600]  當我們去看到我們的困難
[00:14:15.600 --> 00:14:16.800]  看到我們的黑暗
[00:14:16.800 --> 00:14:18.160]  幽暗的地方的時候
[00:14:18.160 --> 00:14:19.640]  我們會不會因為這樣
[00:14:19.640 --> 00:14:23.120]  而忘記了神給我們的命定
[00:14:23.120 --> 00:14:26.000]  神給我們的揀選
[00:14:26.000 --> 00:14:26.680]  我可以這樣說
[00:14:26.680 --> 00:14:28.880]  今天我們大部分人的安全感
