
[00:00:00.000 --> 00:00:02.320]  請你再一次同心,我們同祈禱
[00:00:02.320 --> 00:00:06.120]  天父求你,藉著你的話語去提醒
[00:00:06.120 --> 00:00:09.080]  渲敏、教導、更正
[00:00:09.080 --> 00:00:10.240]  改變
[00:00:10.240 --> 00:00:13.900]  挑戰我們的生命
[00:00:13.900 --> 00:00:17.260]  叫你的話語藉著聖靈在我們心裡面的工作
[00:00:17.260 --> 00:00:19.220]  去改變我們的人生
[00:00:19.220 --> 00:00:22.900]  我們這樣祈禱,奉耶穌基督命求,阿們
[00:00:22.900 --> 00:00:25.800]  飲食文化
[00:00:25.800 --> 00:00:29.760]  有的說我們中國文化就是飲食文化
[00:00:29.760 --> 00:00:31.660]  我想這句話也很真
[00:00:31.660 --> 00:00:34.820]  古人有話,聞以食為天
[00:00:34.820 --> 00:00:38.600]  俗語有話,開門七件事,是哪七件事?
[00:00:38.600 --> 00:00:41.960]  油、米、柴、鹽、醬、醋、茶
[00:00:41.960 --> 00:00:45.340]  中國人一見面就不會好像西人說
[00:00:45.340 --> 00:00:48.400]  How are you? 我們會說,吃了飯沒有?
[00:00:48.400 --> 00:00:51.180]  我們罵人的時候
[00:00:51.180 --> 00:00:54.140]  也離不開這種飲食文化
[00:00:54.140 --> 00:00:56.960]  粗俗一點,我們罵人是飯桶
[00:00:56.960 --> 00:00:59.960]  一塊飯,飯袋
[00:00:59.960 --> 00:01:02.520]  豬米、大蟲,斯文一點
[00:01:02.520 --> 00:01:05.460]  我們會說他是四體不勤
[00:01:05.460 --> 00:01:06.640]  五穀不分
[00:01:06.640 --> 00:01:10.120]  所以我們中國人是真的飲飲食食
[00:01:10.120 --> 00:01:12.440]  說到吃,什麼時候
[00:01:12.440 --> 00:01:15.760]  什麼名堂都可以的,初一就吃
[00:01:15.760 --> 00:01:18.600]  十五就吃,生仔就吃,我們叫做
[00:01:18.600 --> 00:01:21.740]  滿月酒,結婚就吃,我們叫做婚宴
[00:01:21.740 --> 00:01:25.060]  生日就吃,我們就叫做壽宴
[00:01:25.060 --> 00:01:28.080]  死人就吃,我們叫做解慰酒
[00:01:28.080 --> 00:01:30.860]  在三藩市的台山人就叫做素餐
[00:01:30.860 --> 00:01:33.500]  但每一碟都不是素,全部都是肉
[00:01:33.500 --> 00:01:37.060]  但不知道為什麼
[00:01:37.060 --> 00:01:40.720]  中國人很奇怪
[00:01:40.720 --> 00:01:43.800]  很少在餐館吃東西
[00:01:43.800 --> 00:01:46.960]  沒有給你一個肉牌,給你一個菜牌
[00:01:46.960 --> 00:01:50.520]  所有的肉都叫做菜,菜式
[00:01:50.520 --> 00:01:52.000]  我們不是叫做肉式
[00:01:54.680 --> 00:01:57.600]  朋友在外國回來,我們就請吃飯
[00:01:57.600 --> 00:01:58.600]  就叫做洗塵
[00:01:58.600 --> 00:02:02.360]  有朋友離開香港,我們就叫做歡送會
[00:02:02.360 --> 00:02:05.260]  學生畢業就叫做謝師宴
[00:02:05.260 --> 00:02:08.460]  我記得我以前大學畢業就去教中學
[00:02:08.460 --> 00:02:09.520]  有個學生說
[00:02:09.520 --> 00:02:12.880]  阿常,我畢業了,一起去吃飯
[00:02:12.880 --> 00:02:15.700]  謝師宴,他就說
[00:02:15.700 --> 00:02:18.860]  有多少人,我和你,他就去,去完之後就說我不夠錢
[00:02:18.860 --> 00:02:20.920]  改學叫做謝生宴
[00:02:21.980 --> 00:02:24.780]  總之吃就是各種
[00:02:24.780 --> 00:02:27.800]  林林總總,什麼都有,什麼紀念也吃
[00:02:27.800 --> 00:02:30.760]  教會也不會例外,教會
[00:02:30.760 --> 00:02:34.000]  水禮也吃,生日也吃,迎新也吃
[00:02:34.000 --> 00:02:36.860]  按目也吃,今天下午
[00:02:36.860 --> 00:02:39.680]  來陳啟興的按目典禮
[00:02:39.680 --> 00:02:42.680]  完了之後一樣有茶點
[00:02:42.680 --> 00:02:45.680]  總之就是樣樣都有得吃
[00:02:45.680 --> 00:02:48.720]  難怪毛澤東說了一句話,中國有兩個
[00:02:48.720 --> 00:02:51.380]  對世界有很大的影響,第一個就是中醫
[00:02:51.380 --> 00:02:54.400]  中藥,第二個就是中國人的
[00:02:54.400 --> 00:02:55.400]  飲食
[00:02:55.400 --> 00:02:57.600]  堂餐
[00:02:57.600 --> 00:03:00.780]  究竟中醫和中藥對世界
[00:03:00.780 --> 00:03:03.720]  影響有多大,這個我就沒什麼研究了
[00:03:03.720 --> 00:03:06.680]  但說中餐對這個世界有影響
[00:03:06.680 --> 00:03:09.620]  我想雖不中亦不遠矣,有一次我和我家
[00:03:09.620 --> 00:03:12.540]  去旅行,由三藩市
[00:03:12.540 --> 00:03:14.960]  開車去Calgary
[00:03:14.960 --> 00:03:17.740]  很遠的
[00:03:17.740 --> 00:03:21.360]  很長路的,長途拔絲
[00:03:21.360 --> 00:03:23.420]  經過翻山越嶺
[00:03:23.420 --> 00:03:26.380]  我們經過Spokane之後,上去加拿大
[00:03:26.380 --> 00:03:28.920]  在一個叫Banff的地方,人煙也沒有幾個
[00:03:28.920 --> 00:03:30.620]  居然找到一個
[00:03:30.620 --> 00:03:32.440]  唐人餐館
[00:03:32.440 --> 00:03:35.700]  而且在唐人餐館竟然有豆腐牛肉飯
[00:03:35.700 --> 00:03:38.680]  吃,你說服不服呢,你真的服了
[00:03:38.680 --> 00:03:41.620]  總之我們中國人的餐館
[00:03:41.620 --> 00:03:44.600]  真的很厲害,說到中國人的
[00:03:44.600 --> 00:03:47.640]  飲食文化,我們就要多謝秦始皇
[00:03:47.640 --> 00:03:50.740]  那為什麼和秦始皇有什麼關係呢
[00:03:50.740 --> 00:03:53.800]  秦始皇統一六國,然後他就統一文字
[00:03:53.800 --> 00:03:56.800]  他想到一個好主意,他不是統一菜式
[00:03:56.800 --> 00:03:59.800]  所以今天我們有川菜,有天津菜
[00:03:59.800 --> 00:04:02.800]  有上海菜,有粵菜,樣樣菜式
[00:04:02.800 --> 00:04:05.820]  香港更加好,有意大利餐,法國餐
[00:04:05.820 --> 00:04:09.060]  葡萄牙餐,什麼都有得吃
[00:04:09.060 --> 00:04:13.880]  如果我們說
[00:04:13.880 --> 00:04:17.000]  上帝做動物
[00:04:17.000 --> 00:04:20.000]  有兩種動物,一種是食肉的動物
[00:04:20.000 --> 00:04:22.300]  一種是食素的動物
[00:04:22.300 --> 00:04:25.880]  我們中國人就說我們自己是食素的
[00:04:25.880 --> 00:04:28.820]  如果大家看過《Jurassic Park》這套電影
[00:04:28.820 --> 00:04:33.620]  你都會得到一個結論,食肉的恐龍是兇的
[00:04:33.620 --> 00:04:38.140]  食素的恐龍是良善的
[00:04:38.140 --> 00:04:41.940]  所以我們中國人就說我們自己是食菜的
[00:04:41.940 --> 00:04:44.460]  好像我剛才說的,什麼都是用菜的
[00:04:44.460 --> 00:04:47.000]  菜牌我們不是叫肉牌
[00:04:47.000 --> 00:04:53.120]  我們罵人都是自稱吃鹽多過吃米
[00:04:53.120 --> 00:04:56.600]  很少人說我吃鹽多過吃牛肉
[00:04:56.600 --> 00:05:00.160]  丈夫就叫長期飯票,不是叫長期肉票
[00:05:00.160 --> 00:05:02.160]  長期肉票就很難看
[00:05:02.160 --> 00:05:08.360]  有人說,當唐明皇見到楊貴妃的時候
[00:05:08.360 --> 00:05:11.480]  他就脫口而出說了一句話
