
[00:00:00.000 --> 00:00:03.400]  孟太福音記載到耶穌有一次
[00:00:03.400 --> 00:00:07.240]  與法利塞人辯論婚姻的問題
[00:00:07.240 --> 00:00:09.520]  門徒聽了之後就嚇了一跳
[00:00:09.520 --> 00:00:12.700]  「嘩!那倒不如不結婚了」
[00:00:12.700 --> 00:00:15.800]  究竟耶穌講了甚麼震撼的東西
[00:00:15.800 --> 00:00:20.480]  令到連門徒都不想結婚呢?
[00:00:20.480 --> 00:00:23.780]  今天我們要看一個重要的題目
[00:00:23.780 --> 00:00:26.180]  就是上帝怎樣看婚姻
[00:00:26.180 --> 00:00:28.000]  在講上帝的看法之前
[00:00:28.000 --> 00:00:32.840]  我想跟大家看看人類是怎樣看婚姻的
[00:00:32.840 --> 00:00:36.300]  在現代社會裏面很多人對婚姻失望
[00:00:36.300 --> 00:00:39.640]  所以就提出很多悲觀的描寫
[00:00:39.640 --> 00:00:44.560]  譬如他們說婚姻是一種自願的奴隸制度
[00:00:44.560 --> 00:00:46.560]  自己願意做奴隸
[00:00:46.560 --> 00:00:50.400]  有些有詩意的人就說是愛情的墳墓
[00:00:50.400 --> 00:00:52.780]  婚姻是愛情的墳墓
[00:00:52.780 --> 00:00:55.200]  或者婚姻就好像一隻鳥籠
[00:00:55.200 --> 00:00:57.040]  裏面的鳥出不來
[00:00:57.040 --> 00:00:59.880]  外面的鳥又進不去
[00:00:59.880 --> 00:01:05.680]  有人說最完美的婚姻就在夢境裏面
[00:01:05.680 --> 00:01:10.720]  中國有一位著名的作家叫做錢鍾書
[00:01:10.720 --> 00:01:16.280]  他在1947年寫了一本長篇小說《圍城》
[00:01:16.280 --> 00:01:18.260]  圍城即是被人圍攻的城市
[00:01:18.260 --> 00:01:19.220]  全部攻陷
[00:01:19.220 --> 00:01:21.960]  即是圍住了外面想打他
[00:01:21.960 --> 00:01:27.160]  這本書在1990年過了40年之後
[00:01:27.160 --> 00:01:31.720]  就在內地製作成電視劇《轟動一時》
[00:01:31.720 --> 00:01:33.920]  為甚麼這麼轟動呢?
[00:01:33.920 --> 00:01:38.540]  因為這個電視劇是淋漓盡致地描寫了
[00:01:38.540 --> 00:01:43.120]  人對婚姻的經歷和看法
[00:01:43.120 --> 00:01:47.280]  這個《圍城》的女主角叫做孫小姐
[00:01:47.280 --> 00:01:49.760]  孫尤嘉
[00:01:49.760 --> 00:01:53.860]  她是一個很典型很普通的人
[00:01:53.860 --> 00:01:56.820]  你如果看那本小說或者電視劇
[00:01:56.820 --> 00:02:00.440]  你很容易投入她的身份裏面
[00:02:00.440 --> 00:02:03.460]  她喜歡一個男孩姓方的
[00:02:03.460 --> 00:02:09.460]  她就想盡辦法去得到這個男孩
[00:02:09.460 --> 00:02:14.240]  這位方鴻佔這個男主角
[00:02:14.240 --> 00:02:19.920]  首先以為這位孫小姐是一個很害羞的女孩子
[00:02:19.920 --> 00:02:22.140]  樣樣都要請教自己
[00:02:22.140 --> 00:02:24.200]  等她訂了婚之後才發現
[00:02:24.200 --> 00:02:27.040]  原來這位孫小姐很有主見
[00:02:27.040 --> 00:02:30.400]  而且她的主見是很堅硬的
[00:02:30.400 --> 00:02:32.760]  所以訂了婚一個月
[00:02:32.760 --> 00:02:37.580]  方先生就感覺到自己好像有一個女主人
[00:02:37.580 --> 00:02:43.680]  結了婚之後這位方先生就發現自己的婚姻
[00:02:43.680 --> 00:02:45.180]  是一座圍城
[00:02:45.180 --> 00:02:49.560]  這個圍城是孫小姐築成的
[00:02:49.560 --> 00:02:53.680]  她自己的男主角就在這個圍城裏面
[00:02:53.680 --> 00:02:57.380]  孫小姐就在圍城外面周圍走動
[00:02:57.380 --> 00:03:01.480]  她希望丈夫可以符合自己的標準
[00:03:01.480 --> 00:03:07.680]  這個孫小姐的目標是具體而且功利的
[00:03:07.680 --> 00:03:09.220]  很實際
[00:03:09.220 --> 00:03:13.180]  她想丈夫符合自己的心意
[00:03:13.180 --> 00:03:17.720]  最後這個小說的大結局就是婚姻失敗
[00:03:17.720 --> 00:03:20.700]  愛情也煙消雲散
[00:03:20.700 --> 00:03:23.720]  其實你不要太怪這位孫小姐
[00:03:23.720 --> 00:03:27.580]  因為大部份人的心都是這樣
[00:03:27.580 --> 00:03:30.120]  結婚很多人的心態
[00:03:30.120 --> 00:03:33.520]  不管是男還是女都是以自我為中心
[00:03:33.520 --> 00:03:36.020]  在婚姻裏面為自己爭取利益
[00:03:36.020 --> 00:03:38.560]  要對方符合自己的標準
[00:03:38.560 --> 00:03:40.800]  要這樣的心態結婚
[00:03:40.800 --> 00:03:43.980]  就算不離婚都會很痛苦
[00:03:43.980 --> 00:03:45.680]  那麼上帝怎樣看婚姻呢?
[00:03:45.680 --> 00:03:48.680]  上帝有沒有辦法為我們提供一些準則
[00:03:48.680 --> 00:03:50.940]  來免除這些痛苦?
[00:03:50.940 --> 00:03:56.760]  我們今天就要看這段經文
[00:03:56.760 --> 00:04:00.000]  來思想這個題目
[00:04:00.000 --> 00:04:02.080]  剛才我說
[00:04:02.080 --> 00:04:04.840]  耶穌講了一番話令到門徒嚇壞的
[00:04:04.840 --> 00:04:07.180]  我們看看這番話是甚麼
[00:04:07.180 --> 00:04:11.120]  《馬太福音》19章第3至第10節
[00:04:11.120 --> 00:04:13.860]  有法利塞人來試探耶穌說
[00:04:13.860 --> 00:04:17.920]  人無論甚麼緣故都可以休妻嗎?
[00:04:17.920 --> 00:04:19.360]  休妻就是離婚
[00:04:19.360 --> 00:04:22.440]  古代只有男休女
[00:04:22.440 --> 00:04:24.440]  沒有女提出離婚
[00:04:24.440 --> 00:04:26.760]  但是如果應用在現在
[00:04:26.760 --> 00:04:28.320]  法利塞人就問
[00:04:28.320 --> 00:04:31.400]  人無論甚麼緣故都可以離婚嗎?
[00:04:31.400 --> 00:04:33.000]  耶穌就回答
[00:04:33.000 --> 00:04:37.300]  「那起初做人的上帝是做男做女
[00:04:37.300 --> 00:04:40.120]  並且說:因此人要離開父母
[00:04:40.120 --> 00:04:41.700]  與妻子聯合
[00:04:41.700 --> 00:04:43.240]  二人成為一體
[00:04:43.240 --> 00:04:46.080]  你們沒有念過嗎?」
[00:04:46.080 --> 00:04:47.000]  耶穌接著說
[00:04:47.000 --> 00:04:47.960]  「既然如此
[00:04:47.960 --> 00:04:49.480]  夫妻不再是兩個人
[00:04:49.480 --> 00:04:50.680]  乃是一體了
[00:04:50.680 --> 00:04:54.520]  所以神配合的人不可分開
[00:04:54.520 --> 00:04:55.520]  我告訴你們
[00:04:55.520 --> 00:04:57.080]  凡休妻令娶的
[00:04:57.080 --> 00:04:58.960]  若不是為淫亂的緣故
[00:04:58.960 --> 00:05:00.900]  就是犯姦淫了
[00:05:00.900 --> 00:05:03.220]  有人娶了被休的婦人
[00:05:03.220 --> 00:05:05.820]  也是犯姦淫了」
[00:05:05.820 --> 00:05:06.980]  叛徒對耶穌說
[00:05:06.980 --> 00:05:10.100]  「人和妻子既是者樣
[00:05:10.100 --> 00:05:11.320]  倒不如不娶」
[00:05:11.320 --> 00:05:15.680]  這就是客親的那句話
[00:05:15.680 --> 00:05:18.200]  我們一起來從這段經文
[00:05:18.200 --> 00:05:20.160]  和剛才主席領我們讀
[00:05:20.160 --> 00:05:23.300]  《已忽所書》第五章22-33那段經文
[00:05:23.300 --> 00:05:26.100]  來看看上帝怎樣看婚姻
[00:05:26.100 --> 00:05:29.780]  即是說究竟婚姻的神學思想是怎樣
[00:05:29.780 --> 00:05:32.460]  我講道有幾次都提及過
[00:05:32.460 --> 00:05:35.300]  我自己想了一個格言
[00:05:35.300 --> 00:05:36.220]  這個格言就是
[00:05:36.220 --> 00:05:38.700]  「神學思想決定一切
[00:05:38.700 --> 00:05:41.020]  theology determines everything」
[00:05:41.020 --> 00:05:43.500]  記不記得上個月我講到奉獻的問題
[00:05:43.500 --> 00:05:44.740]  眾人多收
[00:05:44.740 --> 00:05:46.580]  我說你對奉獻的神學思想
[00:05:46.580 --> 00:05:48.060]  就影響到你怎樣奉獻
[00:05:48.060 --> 00:05:49.940]  亦影響到神怎樣祝福你
[00:05:49.940 --> 00:05:52.660]  今天我要講婚姻的神學思想
[00:05:52.660 --> 00:05:53.780]  不單是婚姻
[00:05:53.780 --> 00:05:56.140]  而且是單身的神學思想
[00:05:56.140 --> 00:05:59.180]  婚姻或者不結婚的神學思想
[00:05:59.180 --> 00:06:03.060]  神學就是有系統地透過聖經研究認識神
[00:06:03.060 --> 00:06:06.460]  目的是認識神、愛神、信服神、榮耀神
[00:06:06.460 --> 00:06:08.700]  讀神學並不是頭腦上的一個知識
[00:06:08.700 --> 00:06:12.540]  讀神學就是要做到信服神、榮耀神
[00:06:12.540 --> 00:06:15.660]  每個人都應該要認識神
[00:06:15.660 --> 00:06:17.860]  不單是神學生才要讀神學
[00:06:17.860 --> 00:06:21.540]  你和我每天都應該要有系統地
[00:06:21.540 --> 00:06:23.780]  透過聖經研究認識神
[00:06:23.780 --> 00:06:25.460]  theology determines everything
[00:06:25.460 --> 00:06:27.660]  所以今天我們來看看
[00:06:27.660 --> 00:06:29.060]  婚姻的神學思想
[00:06:29.060 --> 00:06:30.300]  上帝怎樣看婚姻
[00:06:30.300 --> 00:06:31.980]  你和我都應該怎樣看婚姻
[00:06:31.980 --> 00:06:36.220]  以致我們能夠過一個豐盛的人生
[00:06:36.220 --> 00:06:38.500]  所以今天我們要看四樣東西
[00:06:38.500 --> 00:06:40.140]  第一 婚姻的本質
[00:06:40.140 --> 00:06:42.420]  nature 那個essence
[00:06:42.420 --> 00:06:44.020]  第二 婚姻的目的
[00:06:44.020 --> 00:06:46.060]  你知不知道婚姻有很多層目的
[00:06:46.060 --> 00:06:47.300]  有些你未想過的
[00:06:47.300 --> 00:06:49.340]  第三 愛和信服
[00:06:49.340 --> 00:06:51.260]  這個棘手的婚姻問題
[00:06:51.260 --> 00:06:53.340]  第四 我們看到單身的問題
[00:06:53.340 --> 00:06:56.460]  所以半個小時裏面要看完這四樣東西
[00:06:56.460 --> 00:06:57.740]  其實是很划算的
[00:06:57.740 --> 00:06:59.900]  不要板著臉
[00:06:59.900 --> 00:07:03.980]  我們首先看婚姻的本質
[00:07:03.980 --> 00:07:06.180]  婚姻
[00:07:06.180 --> 00:07:07.220]  一句說完
[00:07:07.220 --> 00:07:09.620]  是神所設立和規範的
[00:07:09.620 --> 00:07:11.540]  上帝設立婚姻
[00:07:11.540 --> 00:07:14.020]  上帝為婚姻定一些規條
[00:07:14.020 --> 00:07:15.980]  我們要跟著這些規條去做
[00:07:15.980 --> 00:07:20.700]  否則我們就會產生很多麻煩
[00:07:20.700 --> 00:07:22.260]  這個規條很重要
[00:07:22.260 --> 00:07:24.020]  一句說完
[00:07:24.020 --> 00:07:25.060]  婚姻裏面
[00:07:25.060 --> 00:07:27.100]  男女是二人一體
[00:07:27.100 --> 00:07:29.180]  耶穌在剛才所說
[00:07:29.180 --> 00:07:31.420]  夫妻既然成為一體
[00:07:31.420 --> 00:07:33.300]  就要彼此配搭
[00:07:33.300 --> 00:07:37.020]  而不能夠再獨立自己的生活
[00:07:37.020 --> 00:07:39.340]  甚麼是二人一體
[00:07:39.340 --> 00:07:41.820]  譬如在座有誰結了婚的
[00:07:41.820 --> 00:07:45.180]  可以舉手說我是二人一體
[00:07:45.180 --> 00:07:47.180]  牧師你叫我上來
[00:07:47.180 --> 00:07:48.060]  我又說幾句見證
[00:07:48.060 --> 00:07:49.300]  有沒有?
[00:07:49.300 --> 00:07:50.660]  有沒有二人一體?
[00:07:50.660 --> 00:07:51.460]  或者你說不是
[00:07:51.460 --> 00:07:53.100]  牧師我結了婚之後
[00:07:53.100 --> 00:07:54.220]  都不知道甚麼是二人一體
[00:07:54.220 --> 00:07:56.660]  總之是二人一體
[00:07:56.660 --> 00:07:58.940]  我們有些實際問題可以問一下自己
[00:07:58.940 --> 00:08:02.260]  你就知道你有沒有辦法實踐到二人一體
[00:08:02.260 --> 00:08:04.140]  譬如舉個例
[00:08:04.140 --> 00:08:06.460]  你有沒有一些秘密
[00:08:06.460 --> 00:08:07.980]  是那個配偶不知道的
[00:08:07.980 --> 00:08:09.340]  你不想告訴他的
[00:08:09.340 --> 00:08:10.580]  有沒有?
[00:08:10.580 --> 00:08:12.820]  你有沒有一些私己情
[00:08:12.820 --> 00:08:15.820]  是不想告訴那個配偶的
[00:08:15.820 --> 00:08:21.820]  有沒有?
[00:08:21.820 --> 00:08:23.500]  我在我自己家裏面
[00:08:23.500 --> 00:08:25.340]  我的銀行戶口
[00:08:25.340 --> 00:08:29.980]  和我所有的戶口和物業都是聯名
