
[00:00:00.000 --> 00:00:05.000]  今天我們是來到可信的話的第三講
[00:00:05.000 --> 00:00:08.000]  我們第一講是可信的話
[00:00:08.000 --> 00:00:10.000]  就講到我們是某人的罪人
[00:00:10.000 --> 00:00:16.000]  是提摩太前書第一章第15節說的
[00:00:16.000 --> 00:00:20.000]  基督耶穌降世爲了拯救罪人
[00:00:20.000 --> 00:00:21.000]  這話是可信的
[00:00:21.000 --> 00:00:23.000]  是十分可佩服的
[00:00:23.000 --> 00:00:29.000]  我們上次呢就講到可信的話的第二可信的話
[00:00:29.000 --> 00:00:33.000]  就是講到我們要這個
[00:00:33.000 --> 00:00:36.000]  人若想要得天度的知分
[00:00:36.000 --> 00:00:38.000]  就是炫目聖躬
[00:00:38.000 --> 00:00:40.000]  這話是可信的
[00:00:40.000 --> 00:00:42.000]  今天我們來到第三講
[00:00:42.000 --> 00:00:45.000]  就是在第八節所說的
[00:00:45.000 --> 00:00:47.000]  超量身體一處還少
[00:00:47.000 --> 00:00:48.000]  爲足盡淺
[00:00:48.000 --> 00:00:50.000]  凡事都有一處
[00:00:50.000 --> 00:00:53.000]  應有今生和來生的應許
[00:00:53.000 --> 00:00:55.000]  這話是可信的
[00:00:55.000 --> 00:00:57.000]  是十分可佩服的
[00:00:57.000 --> 00:00:59.000]  這是第三個
[00:00:59.000 --> 00:01:01.000]  那以後我們還有兩個
[00:01:01.000 --> 00:01:03.000]  在提摩太後書有一個
[00:01:03.000 --> 00:01:07.000]  在提督書還有一次講到可信的話
[00:01:07.000 --> 00:01:11.000]  所以在提摩太書信跟提督的書信
[00:01:11.000 --> 00:01:15.000]  這個一般的是稱爲教睦書信
[00:01:15.000 --> 00:01:18.000]  是有五次講到可信的話
[00:01:18.000 --> 00:01:22.000]  我們就願意從這個五次的可信的話裏頭
[00:01:22.000 --> 00:01:26.000]  來看看我們怎樣能夠在這個生命上
[00:01:26.000 --> 00:01:29.000]  在我們侍奉主的事情上
[00:01:29.000 --> 00:01:33.000]  我們能夠看到主的心意是什麼
[00:01:33.000 --> 00:01:35.000]  我們先來看到
[00:01:35.000 --> 00:01:45.000]  看看是盡淺的是什麼意思
[00:01:45.000 --> 00:01:47.000]  我們講超量盡淺
[00:01:47.000 --> 00:01:49.000]  盡淺什麼意思呢
[00:01:49.000 --> 00:01:51.000]  就剛纔我們唱的詩歌就像
[00:01:51.000 --> 00:01:53.000]  主我要更像你
[00:01:53.000 --> 00:01:56.000]  就像神像主耶穌
[00:01:56.000 --> 00:01:58.000]  那就是盡淺的含義
[00:01:58.000 --> 00:02:02.000]  盡淺不是指外面的態度
[00:02:02.000 --> 00:02:05.000]  有些異教徒很虔誠
[00:02:05.000 --> 00:02:09.000]  他們可以跪在地上磕頭
[00:02:09.000 --> 00:02:10.000]  或者怎麼樣的話
[00:02:10.000 --> 00:02:12.000]  表示很盡淺
[00:02:12.000 --> 00:02:14.000]  但是聖經裏說講盡淺
[00:02:14.000 --> 00:02:16.000]  是從裏面出來的
[00:02:16.000 --> 00:02:19.000]  他這個對神的態度
[00:02:19.000 --> 00:02:23.000]  就是在敬願裏頭一般都講敬畏神
[00:02:23.000 --> 00:02:26.000]  敬畏神也就是盡淺
[00:02:26.000 --> 00:02:29.000]  那麼這個盡淺是從裏面出來的
[00:02:29.000 --> 00:02:32.000]  意思就是在我們的心思
[00:02:32.000 --> 00:02:34.000]  跟我們的意念當中
[00:02:34.000 --> 00:02:37.000]  我們給神應有的地位
[00:02:37.000 --> 00:02:38.000]  祂是神
[00:02:38.000 --> 00:02:40.000]  祂是創造的神
[00:02:40.000 --> 00:02:41.000]  祂也是我們的主
[00:02:41.000 --> 00:02:43.000]  祂是我們救贖的主
[00:02:43.000 --> 00:02:46.000]  那我們對祂應該有什麼
[00:02:46.000 --> 00:02:47.000]  給祂什麼地位呢
[00:02:47.000 --> 00:02:49.000]  給祂最高的地位
[00:02:49.000 --> 00:02:52.000]  照祂應該所得到的
[00:02:52.000 --> 00:02:57.000]  祂應該所受到我們尊敬的
[00:02:57.000 --> 00:02:58.000]  我們來尊敬祂
[00:02:58.000 --> 00:03:00.000]  我們來敬拜祂
[00:03:00.000 --> 00:03:01.000]  所以這個盡淺
[00:03:01.000 --> 00:03:05.000]  就是不是單單是外面
[00:03:05.000 --> 00:03:08.000]  一些身體上的一些動作
[00:03:08.000 --> 00:03:11.000]  也不單單是口頭上一些話語
[00:03:11.000 --> 00:03:13.000]  盡淺更重要的是
[00:03:13.000 --> 00:03:18.000]  從我們心裏頭出來的對神的態度
[00:03:18.000 --> 00:03:20.000]  神既然是我們的神
[00:03:20.000 --> 00:03:23.000]  耶穌基督既然是我們的救贖
[00:03:23.000 --> 00:03:25.000]  那我們就應該照祂得到
[00:03:25.000 --> 00:03:27.000]  應該得到什麼
[00:03:27.000 --> 00:03:28.000]  祂配得我們的愛
[00:03:28.000 --> 00:03:30.000]  祂配得我們的尊敬
[00:03:30.000 --> 00:03:32.000]  祂配得我們的順服
[00:03:32.000 --> 00:03:34.000]  當我們有這樣的心思
[00:03:34.000 --> 00:03:36.000]  在我們每一件事情上
[00:03:36.000 --> 00:03:38.000]  在我們每一個話語上面
[00:03:38.000 --> 00:03:41.000]  我們能夠有出這樣態度的話
[00:03:41.000 --> 00:03:43.000]  那這樣的話就是盡淺了
[00:03:43.000 --> 00:03:47.000]  那這樣的話我們就漸漸像神了
[00:03:47.000 --> 00:03:49.000]  因爲神有一個旨意
[00:03:49.000 --> 00:03:53.000]  在羅馬書第八章就是講到
[00:03:53.000 --> 00:03:55.000]  他召我們
[00:03:55.000 --> 00:03:57.000]  他就稱我們爲義
[00:03:57.000 --> 00:04:01.000]  稱我們爲義又要叫我們得榮耀
[00:04:01.000 --> 00:04:06.000]  叫我們能夠謀成他兒子的模樣
[00:04:06.000 --> 00:04:08.000]  所以神救我們
[00:04:08.000 --> 00:04:11.000]  不是單單叫我們不至於滅亡
[00:04:11.000 --> 00:04:14.000]  神救我們是要得罪我們
[00:04:14.000 --> 00:04:18.000]  能夠叫我們能夠向他
[00:04:18.000 --> 00:04:22.000]  這個是神的旨意
[00:04:22.000 --> 00:04:25.000]  我們看到神救我們
[00:04:25.000 --> 00:04:31.000]  已經是把生命和盡淺都賜給我們了
[00:04:31.000 --> 00:04:35.000]  所以信徒都有了盡淺的生命
[00:04:35.000 --> 00:04:44.000]  在彼得前後書第一章第三節就提到
[00:04:44.000 --> 00:04:46.000]  神救我們以後
[00:04:46.000 --> 00:04:49.000]  他說神的神能
[00:04:49.000 --> 00:04:54.000]  已將一切關乎生命和前進的事賜給我們
[00:04:54.000 --> 00:04:57.000]  已經賜給了我們了
[00:04:57.000 --> 00:05:01.000]  所以我們信徒
[00:05:01.000 --> 00:05:03.000]  你有主的生命的話
[00:05:03.000 --> 00:05:05.000]  這個生命是個盡淺的生命
[00:05:05.000 --> 00:05:09.000]  那就你名義上就是一個盡淺的人了
[00:05:09.000 --> 00:05:12.000]  但是呢你是一個盡淺的人
[00:05:12.000 --> 00:05:16.000]  但是還要的來操練盡淺
[00:05:16.000 --> 00:05:21.000]  還要按照來追求來向主
[00:05:21.000 --> 00:05:23.000]  能夠爲主而活着
[00:05:23.000 --> 00:05:26.000]  所以你是盡淺的人
[00:05:26.000 --> 00:05:29.000]  但是要操練盡淺
[00:05:29.000 --> 00:05:31.000]  如果不是操練盡淺
[00:05:31.000 --> 00:05:32.000]  你是個盡淺的人
[00:05:32.000 --> 00:05:37.000]  但是你沒有活出一個盡淺的生活
[00:05:37.000 --> 00:05:39.000]  就像在九月裏頭
[00:05:39.000 --> 00:05:42.000]  創世紀提到羅德的情景
[00:05:42.000 --> 00:05:46.000]  羅德跟亞伯拉罕他們都是敬畏神的
[00:05:46.000 --> 00:05:48.000]  他們都是屬於神的
[00:05:48.000 --> 00:05:50.000]  羅德是跟亞伯拉罕
[00:05:50.000 --> 00:05:54.000]  一同從迦勒底的吳爾出來的
[00:05:54.000 --> 00:05:57.000]  他也到了迦南
[00:05:57.000 --> 00:06:00.000]  他都是盡淺的人
[00:06:00.000 --> 00:06:03.000]  他都是相信神的人
[00:06:03.000 --> 00:06:06.000]  但是呢不同的是
[00:06:06.000 --> 00:06:10.000]  羅德他有盡淺的生命
[00:06:10.000 --> 00:06:12.000]  是盡淺的人
[00:06:12.000 --> 00:06:15.000]  但是卻沒有操練盡淺
[00:06:15.000 --> 00:06:19.000]  所以他慢慢就受到世界的影響
[00:06:19.000 --> 00:06:22.000]  慢慢挪移上騰
[00:06:22.000 --> 00:06:25.000]  一直到手鬥麻
[00:06:25.000 --> 00:06:27.000]  如果不是神憐憫他
[00:06:27.000 --> 00:06:29.000]  憐憫他的全家
[00:06:29.000 --> 00:06:34.000]  他就要跟手鬥麻的人一同毀滅了
[00:06:34.000 --> 00:06:37.000]  所以你看到他是盡淺的人
[00:06:37.000 --> 00:06:38.000]  他是義人
[00:06:38.000 --> 00:06:40.000]  在書信裏頭
