
[00:00:00.000 --> 00:00:01.320]  我會講一個
[00:00:01.320 --> 00:00:04.040]  路加福音的一個系列
[00:00:04.040 --> 00:00:05.880]  為甚麼要講路加福音呢?
[00:00:05.880 --> 00:00:09.480]  因為除了我很喜歡路加福音之外
[00:00:09.480 --> 00:00:12.440]  我覺得路加福音是一個耶穌的生平
[00:00:12.440 --> 00:00:15.000]  亦都在五堂這個場景
[00:00:15.000 --> 00:00:17.440]  弟兄姊妹或者一些新的朋友
[00:00:17.440 --> 00:00:18.800]  從耶穌生平
[00:00:18.800 --> 00:00:21.840]  或者從路加福音來切入一個信仰
[00:00:21.840 --> 00:00:22.880]  是非常好的
[00:00:22.880 --> 00:00:24.800]  當然我早堂中堂都會講的
[00:00:24.800 --> 00:00:26.960]  但是講法和風格有些不同的
[00:00:26.960 --> 00:00:31.760]  你有興趣可以上所有的堂去對比一下
[00:00:31.760 --> 00:00:32.880]  OK
[00:00:32.880 --> 00:00:35.120]  我第一個問題就是想問
[00:00:35.120 --> 00:00:39.240]  有沒有人為你寫過書的?
[00:00:39.240 --> 00:00:40.280]  有沒有?
[00:00:40.280 --> 00:00:42.080]  你在人生裏面
[00:00:42.080 --> 00:00:44.560]  情書又可以
[00:00:44.560 --> 00:00:48.480]  或者你的子女
[00:00:48.480 --> 00:00:50.280]  你想寫一封信給他
[00:00:50.280 --> 00:00:52.760]  可能你為他寫
[00:00:52.760 --> 00:00:54.920]  或者技術師的
[00:00:54.920 --> 00:00:58.200]  譬如我們教務有些弟兄姊妹
[00:00:58.200 --> 00:01:01.760]  他的小朋友要報甚麼學校
[00:01:01.760 --> 00:01:04.480]  他就說可不可以幫我寫一封信
[00:01:04.480 --> 00:01:06.320]  我都會代勞的
[00:01:06.320 --> 00:01:07.680]  是為他寫的
[00:01:07.680 --> 00:01:10.520]  如果有人為你寫過類似的東西
[00:01:10.520 --> 00:01:13.440]  舉手來看看
[00:01:13.440 --> 00:01:14.760]  有沒有?
[00:01:14.760 --> 00:01:16.120]  都幾
[00:01:16.120 --> 00:01:17.280]  有喎
[00:01:17.280 --> 00:01:18.480]  是甚麼來的?
[00:01:18.480 --> 00:01:21.800]  是不是情信?
[00:01:21.800 --> 00:01:24.920]  想那麼久
[00:01:24.920 --> 00:01:27.200]  (不同學校老師會推薦的)
[00:01:27.200 --> 00:01:29.120]  推薦信
[00:01:29.120 --> 00:01:30.640]  我覺得
[00:01:30.640 --> 00:01:32.200]  我差點想講都幾可憐
[00:01:32.200 --> 00:01:34.320]  好像沒有人幫他們寫過任何的東西
[00:01:34.320 --> 00:01:35.840]  都不是的
[00:01:35.840 --> 00:01:37.360]  那麼
[00:01:37.360 --> 00:01:38.720]  為甚麼這樣問呢?
[00:01:38.720 --> 00:01:40.600]  其實講路加福音
[00:01:40.600 --> 00:01:43.880]  是很震撼的一件事
[00:01:43.880 --> 00:01:46.720]  其實路加福音和《使徒行傳》
[00:01:46.720 --> 00:01:49.720]  是兩卷的書同一個作者
[00:01:49.720 --> 00:01:53.040]  當然這裡不是一個很詳細的解經
[00:01:53.040 --> 00:01:56.440]  但是如果你問我為甚麼是路加寫
[00:01:56.440 --> 00:01:57.760]  為甚麼是《使徒行傳》寫
[00:01:57.760 --> 00:01:59.240]  有機會慢慢和你討論
[00:01:59.240 --> 00:02:00.680]  或者你打個問題
[00:02:00.680 --> 00:02:01.920]  我就回應
[00:02:01.920 --> 00:02:02.840]  但是
[00:02:02.840 --> 00:02:04.080]  這兩卷
[00:02:04.080 --> 00:02:07.040]  是同一個作者都叫做路加
[00:02:07.040 --> 00:02:08.120]  我們所謂
[00:02:08.120 --> 00:02:10.440]  叫做路途,聽過沒有?
[00:02:10.440 --> 00:02:12.680]  我們讀神學很多時候是路途神學
[00:02:12.680 --> 00:02:14.360]  為甚麼?因為同一個作者
[00:02:14.360 --> 00:02:16.040]  他寫的時候又起承轉合
[00:02:16.040 --> 00:02:17.440]  一會兒我們再講多一點經文
[00:02:17.440 --> 00:02:18.280]  你會知道
[00:02:18.280 --> 00:02:20.960]  這兩卷的關係是很深的
[00:02:20.960 --> 00:02:22.840]  那麼路加是怎樣的呢?
[00:02:22.840 --> 00:02:25.400]  路加你可以說他是一個
[00:02:25.400 --> 00:02:27.200]  醫生
[00:02:27.200 --> 00:02:29.320]  他哪裡知道他是醫生呢?
[00:02:29.320 --> 00:02:30.920]  聖經有幾個位置的
[00:02:30.920 --> 00:02:34.360]  其中《哥羅西書》有講到他是一個醫生
[00:02:34.360 --> 00:02:35.480]  那麼
[00:02:35.480 --> 00:02:36.640]  你要留意
[00:02:36.640 --> 00:02:37.960]  我們當中有醫生
[00:02:37.960 --> 00:02:41.160]  但是當時的醫生和現在的醫生是不太相同的
[00:02:41.160 --> 00:02:43.200]  那時候也有一些醫學院的東西
[00:02:43.200 --> 00:02:45.600]  但是很多醫生其實是奴隸
[00:02:45.600 --> 00:02:47.200]  那麼你說奴隸也做醫生
[00:02:47.200 --> 00:02:49.000]  或者他本身是奴隸
[00:02:49.000 --> 00:02:50.680]  那麼後來他就
[00:02:50.680 --> 00:02:51.960]  其實那些學醫
[00:02:51.960 --> 00:02:55.520]  很多都是這些門徒式的學醫
[00:02:55.520 --> 00:02:57.320]  就是有一點點鐵打師傅
[00:02:57.320 --> 00:02:58.520]  有些做鐵打的
[00:02:58.520 --> 00:03:00.120]  我經常看香港有一個
[00:03:00.120 --> 00:03:01.880]  他學就是跟他爸爸學
[00:03:01.880 --> 00:03:04.640]  所以他那個叫做趙威醫館
[00:03:04.640 --> 00:03:06.520]  其實他是姓趙的
[00:03:06.520 --> 00:03:10.040]  這個是爸爸的醫缽下來的
[00:03:10.040 --> 00:03:11.800]  以前那些醫生有些是這樣的
[00:03:11.800 --> 00:03:14.800]  他未必是一個很高階層的人
[00:03:14.800 --> 00:03:16.200]  但是他當然了
[00:03:16.200 --> 00:03:18.600]  做醫生有一定的專業知識
[00:03:18.600 --> 00:03:19.840]  也受人敬重的
[00:03:19.840 --> 00:03:21.200]  但是他未必是一個
[00:03:21.200 --> 00:03:24.200]  好像我們現在的醫生那麼高地位的人
[00:03:24.200 --> 00:03:25.000]  好了
[00:03:25.000 --> 00:03:26.600]  他說歷史家為什麼呢?
[00:03:26.600 --> 00:03:28.800]  知不知道《路加福音》有多少章聖經呢?
[00:03:28.800 --> 00:03:31.760]  二十四章
[00:03:31.760 --> 00:03:34.880]  現在最大的問題就是我們經常看的那些電子聖經
[00:03:34.880 --> 00:03:35.960]  沒有拿來掀
[00:03:35.960 --> 00:03:37.960]  如果拿來掀的話你會發覺到
[00:03:37.960 --> 00:03:40.280]  有二十四章那麼長的
[00:03:40.280 --> 00:03:43.280]  那麼有二十四章《馬太福音》有二十八章
[00:03:43.280 --> 00:03:44.920]  馬太會比《路加福音》長嗎?
[00:03:44.920 --> 00:03:45.600]  其實不是
[00:03:45.800 --> 00:03:46.720]  為什麼呢?
[00:03:46.720 --> 00:03:48.200]  分章的時候
[00:03:48.200 --> 00:03:49.640]  節數是有些不同的
[00:03:49.640 --> 00:03:51.080]  其實差不多的
[00:03:51.080 --> 00:03:53.760]  《路加福音》是相當多的篇幅
[00:03:53.760 --> 00:03:54.640]  好了
[00:03:54.640 --> 00:03:55.960]  你說歷史家
[00:03:55.960 --> 00:03:58.800]  接著那個《哲學人傳》有多少章聖經呢?
[00:03:58.800 --> 00:04:01.200]  又不懂得回答就慘了
[00:04:01.200 --> 00:04:02.920]  或者你懂得回答就這麼容易了
[00:04:02.920 --> 00:04:04.040]  二十八章
[00:04:04.040 --> 00:04:07.080]  二十八章是在說使徒的事蹟
[00:04:07.080 --> 00:04:08.480]  就是耶穌死了之後
[00:04:08.480 --> 00:04:09.520]  那些使徒
[00:04:09.520 --> 00:04:11.360]  那些門徒怎麼傳福音等等
[00:04:11.360 --> 00:04:13.080]  教會怎麼建立等等
[00:04:13.080 --> 00:04:13.960]  好了
