
[00:00:00.000 --> 00:00:05.000]  大興姐妹早晨 見到大家是好開心的事
[00:00:05.000 --> 00:00:09.000]  見到有些大興姐妹仲有微笑
[00:00:09.000 --> 00:00:12.000]  雖然好似好早起身 天陰陰
[00:00:12.000 --> 00:00:17.000]  但係帶住微笑嚟到一齊敬拜唱詩歌
[00:00:17.000 --> 00:00:19.000]  係非常之開心嘅事
[00:00:19.000 --> 00:00:21.000]  我頭先一路唱幾首詩歌呢
[00:00:21.000 --> 00:00:24.000]  就有種感覺呢 突然間覺得
[00:00:24.000 --> 00:00:26.000]  今日可以唔使講到啦
[00:00:26.000 --> 00:00:28.000]  因為唱歌嗰啲內容呢
[00:00:28.000 --> 00:00:33.000]  就唱晒我哋信仰嘅綱要
[00:00:33.000 --> 00:00:34.000]  已經喺晒嗰度啦
[00:00:34.000 --> 00:00:38.000]  咁大家可以早啲結束啦
[00:00:38.000 --> 00:00:40.000]  但係大家咁遠嚟到
[00:00:40.000 --> 00:00:43.000]  咁要大家咁快走呢 好似唔係幾好意思
[00:00:43.000 --> 00:00:47.000]  咁所以都係要講返聖經嘅說話呢
[00:00:47.000 --> 00:00:50.000]  永遠都唔會話講得太多嘅
[00:00:50.000 --> 00:00:52.000]  希望大家都有咁嘅感覺
[00:00:52.000 --> 00:00:54.000]  聖經嘅說話唔會講得太多嘅
[00:00:54.000 --> 00:00:55.000]  又唔會聽得太多嘅
[00:00:55.000 --> 00:00:57.000]  又唔會讀得太多嘅
[00:00:57.000 --> 00:00:58.000]  我哋一齊祈禱
[00:00:58.000 --> 00:01:00.000]  多謝我哋天上面嘅父
[00:01:00.000 --> 00:01:06.000]  我哋住喺我哋生命裡面嘅聖靈
[00:01:06.000 --> 00:01:10.000]  我哋敬拜奇妙三一嘅真神
[00:01:10.000 --> 00:01:15.000]  喺尼希米佢嘅生活 佢嘅侍奉
[00:01:15.000 --> 00:01:18.000]  佢點樣跟從呢一位
[00:01:18.000 --> 00:01:20.000]  佢所相信嘅神
[00:01:20.000 --> 00:01:24.000]  求你今日繼續畀我哋所有嘅弟兄姊妹
[00:01:24.000 --> 00:01:27.000]  喺網上嘅 喺現場嘅
[00:01:27.000 --> 00:01:31.000]  都畀我哋從聖經嘅說話
[00:01:31.000 --> 00:01:35.000]  睇到神你喺以前嘅時代
[00:01:35.000 --> 00:01:37.000]  喺今日嘅時代
[00:01:37.000 --> 00:01:40.000]  點樣去詛咒你嘅僕人
[00:01:40.000 --> 00:01:43.000]  點樣培育你自己嘅兒女
[00:01:43.000 --> 00:01:46.000]  而你嘅兒女又點樣回應
[00:01:46.000 --> 00:01:48.000]  點樣跟從你
[00:01:48.000 --> 00:01:55.000]  圓主你向我哋每一個人講我哋要聽嘅說話
[00:01:55.000 --> 00:01:58.000]  我哋要學嘅功課
[00:01:58.000 --> 00:02:04.000]  感恩禱告奉耶穌嘅名 阿們
[00:02:04.000 --> 00:02:08.000]  尼希米記係好多年嚟
[00:02:08.000 --> 00:02:10.000]  相信好多弟兄姊妹都同我一樣
[00:02:10.000 --> 00:02:12.000]  係非常之喜歡嘅
[00:02:12.000 --> 00:02:16.000]  一卷嘅舊約嘅聖經嘅書卷
[00:02:16.000 --> 00:02:20.000]  喺咁多年前嘅呢一個人物
[00:02:20.000 --> 00:02:22.000]  同我哋而家嘅生活
[00:02:22.000 --> 00:02:24.000]  當然呢我哋知道
[00:02:24.000 --> 00:02:26.000]  聖經嘅說話永遠都係
[00:02:26.000 --> 00:02:29.000]  咁貼切
[00:02:29.000 --> 00:02:31.000]  無論任何時代
[00:02:31.000 --> 00:02:34.000]  就算呢嚟到21世紀嘅時候
[00:02:34.000 --> 00:02:37.000]  我哋一樣係好睇到
[00:02:37.000 --> 00:02:39.000]  神點樣工作
[00:02:39.000 --> 00:02:41.000]  點樣喺個時代工作
[00:02:41.000 --> 00:02:45.000]  點樣喺跟從佢嘅人嘅身上工作
[00:02:45.000 --> 00:02:47.000]  亦都今日希望大家都睇到
[00:02:47.000 --> 00:02:51.000]  神點樣過去喺你嘅生命裏面工作
[00:02:51.000 --> 00:02:56.000]  亦都喺嚟緊我哋以後人生嘅路上面
[00:02:56.000 --> 00:02:59.000]  有繼續嘅工作
[00:02:59.000 --> 00:03:02.000]  大家如果想返以色列
[00:03:02.000 --> 00:03:04.000]  喺舊約裏面嘅歷史
[00:03:04.000 --> 00:03:09.000]  會記得喺主前嘅587年嘅時候
[00:03:09.000 --> 00:03:13.000]  巴比倫攻打以色列
[00:03:13.000 --> 00:03:16.000]  以色列打敗咗亡國
[00:03:16.000 --> 00:03:20.000]  而耶路撒冷都被人攻陷
[00:03:20.000 --> 00:03:24.000]  耶路撒冷都係盛場被毀
[00:03:24.000 --> 00:03:28.000]  當時呢就嗰個嘅習俗呢
[00:03:28.000 --> 00:03:30.000]  就係打輸咗嘅
[00:03:30.000 --> 00:03:34.000]  就會畀人呢係拉咗去做奴隸
[00:03:34.000 --> 00:03:36.000]  所以呢好多以色列人當時呢
[00:03:36.000 --> 00:03:38.000]  尤其是嗰啲嘅貴族啦
[00:03:38.000 --> 00:03:40.000]  好有學問嗰啲人啦
[00:03:40.000 --> 00:03:44.000]  啲高官啦都係畀巴比倫人呢
[00:03:44.000 --> 00:03:48.000]  由以色列帶到去巴比倫做奴隸
[00:03:48.000 --> 00:03:52.000]  咁當然當時做奴隸有好多唔同嘅種類嘅
[00:03:52.000 --> 00:03:54.000]  唔係一定我哋一諗起奴隸呢
[00:03:54.000 --> 00:04:00.000]  就係純粹好似我哋想到喺
[00:04:00.000 --> 00:04:04.000]  摩西要帶領以色列人離開埃及嘅時候呢
[00:04:04.000 --> 00:04:08.000]  嗰種苦況有啲係有啲唔係一定係
[00:04:08.000 --> 00:04:12.000]  但無論點樣呢當時尼希米就係
[00:04:12.000 --> 00:04:16.000]  嗰一個嘅時代嗰種嘅環境裏面
[00:04:16.000 --> 00:04:20.000]  就喺呢個嘅巴比倫後來呢
[00:04:20.000 --> 00:04:24.000]  變成咗波斯王國呢
[00:04:24.000 --> 00:04:27.000]  就係喺嗰個地方嗰度出世
[00:04:27.000 --> 00:04:30.000]  世界嘅歷史我哋都好熟悉
[00:04:30.000 --> 00:04:35.000]  就算乜嘢嘅地域乜嘢嘅時代都係一樣
[00:04:35.000 --> 00:04:39.000]  一個強國強咗好多年強到
[00:04:39.000 --> 00:04:44.000]  甚至好似以呢個嘅希臘又好蒙古又好
[00:04:44.000 --> 00:04:49.000]  中國各個朝代秦朝唐朝漢朝
[00:04:49.000 --> 00:04:53.000]  我哋而家仍然同人講我哋係唐人
[00:04:53.000 --> 00:04:55.000]  我哋食唐餐我哋落唐人街
[00:04:55.000 --> 00:04:59.000]  但係所有呢一啲嘅朝代嘅兄弟
[00:04:59.000 --> 00:05:02.000]  我哋都非常非常之習慣
[00:05:02.000 --> 00:05:05.000]  讀咗咁多嘅世界嘅歷史
[00:05:05.000 --> 00:05:09.000]  所以後來馬代波斯又取締咗巴比倫
[00:05:09.000 --> 00:05:13.000]  咁對於以色列嚟講呢都算係好消息嚟嘅
[00:05:13.000 --> 00:05:17.000]  因為呢呢啲嘅朝代取締嘅時候呢
[00:05:17.000 --> 00:05:20.000]  新嘅國王上場啦
[00:05:20.000 --> 00:05:23.000]  咁佢呢就好多時呢啲國王呢就話
[00:05:23.000 --> 00:05:26.000]  呢啲以色列人呢嚟咗我哋呢度咁耐啦
[00:05:26.000 --> 00:05:28.000]  不如呢又畀佢哋走啦
[00:05:28.000 --> 00:05:30.000]  唔使呢繼續喺度啦
[00:05:30.000 --> 00:05:34.000]  咁所以當時呢尼希米嘅時代
[00:05:34.000 --> 00:05:37.000]  其實已經呢試過有以色列人呢
[00:05:37.000 --> 00:05:40.000]  係可以返到去耶路撒冷
[00:05:40.000 --> 00:05:42.000]  返到去佢哋嘅故鄉
[00:05:42.000 --> 00:05:44.000]  咁以前返咗去
[00:05:44.000 --> 00:05:47.000]  又已經係重建過耶路撒冷城
[00:05:47.000 --> 00:05:50.000]  但係後來又畀人去攻打
[00:05:50.000 --> 00:05:53.000]  又畀人哋拆爛曬佢嗰個城牆啦
[00:05:53.000 --> 00:05:56.000]  咁所以頭先我哋讀到嗰個嘅
[00:05:56.000 --> 00:06:00.000]  記載呢就係喺以色列
[00:06:00.000 --> 00:06:04.000]  尼希米嘅家鄉嗰度呢亦都有一啲嘅
[00:06:04.000 --> 00:06:07.000]  佢嘅鄉下嘅人呢就
[00:06:07.000 --> 00:06:12.000]  又去到佢所居住嘅呢個書山城內
[00:06:12.000 --> 00:06:14.000]  咁呢啲人去到嘅時候
[00:06:14.000 --> 00:06:17.000]  又去探下尼希米
[00:06:17.000 --> 00:06:20.000]  咁當時就係咁嘅情況
[00:06:20.000 --> 00:06:22.000]  咁頭先我講呢
[00:06:22.000 --> 00:06:27.000]  以色列係喺主前587年嘅時候
[00:06:27.000 --> 00:06:32.000]  畀巴比倫攻陷滅亡
[00:06:32.000 --> 00:06:36.000]  而尼希米所生活嗰個嘅時代
[00:06:36.000 --> 00:06:40.000]  就大約主前嘅450年
[00:06:40.000 --> 00:06:41.000]  即係話呢
[00:06:41.000 --> 00:06:44.000]  以色列嘅貴族嗰啲人
[00:06:44.000 --> 00:06:47.000]  已經係130幾年前
[00:06:47.000 --> 00:06:51.000]  就已經喺尼希米出世之前
[00:06:51.000 --> 00:06:53.000]  130幾年前
[00:06:53.000 --> 00:06:56.000]  已經係畀人拉咗去
[00:06:56.000 --> 00:06:59.000]  當時嘅巴比倫後來嘅波斯
[00:06:59.000 --> 00:07:01.000]  咁所以尼希米呢
[00:07:01.000 --> 00:07:03.000]  計落呢可能佢係
[00:07:03.000 --> 00:07:06.000]  起碼係第三代或者第四代
[00:07:06.000 --> 00:07:09.000]  喺亡國之後
[00:07:09.000 --> 00:07:12.000]  去到巴比倫同埋波斯
[00:07:12.000 --> 00:07:15.000]  呢個地方喺嗰度生活
[00:07:15.000 --> 00:07:16.000]  咁有啲類似
[00:07:16.000 --> 00:07:18.000]  如果喺澳洲
[00:07:18.000 --> 00:07:20.000]  我哋就唔係話嚟做奴隸
[00:07:20.000 --> 00:07:23.000]  雖然以前呢有啲賣豬仔
[00:07:23.000 --> 00:07:25.000]  又去到東南亞嗰啲地方
[00:07:25.000 --> 00:07:26.000]  咁喺嗰度呢
[00:07:26.000 --> 00:07:29.000]  一路三代四代咁樣
[00:07:29.000 --> 00:07:33.000]  都有啲熟悉嘅情況出現
[00:07:33.000 --> 00:07:36.000]  尼希米呢個人物
[00:07:36.000 --> 00:07:39.000]  我哋可以從佢所
[00:07:39.000 --> 00:07:43.000]  領受神畀佢嗰個嘅意象
[00:07:43.000 --> 00:07:46.000]  畀佢要去完成嘅
[00:07:46.000 --> 00:07:49.000]  一啲嘅人生嘅使命
[00:07:49.000 --> 00:07:52.000]  亦都可以同佢點樣
[00:07:52.000 --> 00:07:55.000]  喺呢一個類似
[00:07:55.000 --> 00:07:59.000]  做呢個嘅奴隸
[00:07:59.000 --> 00:08:01.000]  嘅嗰種嘅生活嘅裏面
[00:08:01.000 --> 00:08:04.000]  佢係點樣再攀高峰
[00:08:04.000 --> 00:08:06.000]  所以我就用呢四個字
[00:08:06.000 --> 00:08:08.000]  因為當時呢尼希米
[00:08:08.000 --> 00:08:11.000]  喺波斯呢一個嘅
[00:08:11.000 --> 00:08:13.000]  國王嘅面前呢
[00:08:13.000 --> 00:08:15.000]  係做走證
[00:08:15.000 --> 00:08:17.000]  咁大家有讀過呢
