
[00:00:00.000 --> 00:00:02.000]  我們開始今天一起思想聖經說話
[00:00:02.000 --> 00:00:04.000]  大家跟我一起,坐在一起祈禱
[00:00:04.000 --> 00:00:13.680]  天父我們同心禱告
[00:00:13.680 --> 00:00:16.000]  我們知道祢愛教會
[00:00:16.000 --> 00:00:19.280]  甚至為教會捨棄自己
[00:00:19.280 --> 00:00:22.160]  求祢向我們施恩
[00:00:22.160 --> 00:00:24.160]  讓我們愛祢所愛
[00:00:24.160 --> 00:00:26.880]  在我們身邊很多弟兄姊妹
[00:00:26.880 --> 00:00:29.920]  求祢教導我們去愛護他們
[00:00:30.560 --> 00:00:33.040]  亦都求祢施恩感動我們的心
[00:00:33.040 --> 00:00:35.040]  不單止自己蒙受救恩
[00:00:35.040 --> 00:00:38.160]  亦都知道有很多很多圈外的羊
[00:00:38.160 --> 00:00:41.280]  是祢要尋找回到祢的圈內
[00:00:41.280 --> 00:00:44.320]  最後求祢幫助我們
[00:00:44.320 --> 00:00:46.320]  在跟隨祢的路上面
[00:00:46.320 --> 00:00:50.560]  賜給我們那種好像嬰孩愛慕靈奶
[00:00:50.560 --> 00:00:52.560]  那種的動機
[00:00:52.560 --> 00:00:55.040]  渴望更多認識祢的道
[00:00:55.040 --> 00:00:58.240]  更多能夠行在祢的真理當中
[00:00:58.720 --> 00:01:00.720]  正如施班一路唱頌
[00:01:00.720 --> 00:01:01.760]  提醒我們
[00:01:01.760 --> 00:01:03.760]  主啊祢的確祢的真理
[00:01:03.760 --> 00:01:05.760]  叫人得到自由
[00:01:05.760 --> 00:01:07.760]  主啊在這段時間
[00:01:07.760 --> 00:01:09.760]  當我們一起思想祢的道
[00:01:09.760 --> 00:01:11.760]  求祢在我們中間工作
[00:01:11.760 --> 00:01:13.760]  引導我們的心思
[00:01:13.760 --> 00:01:15.760]  又遮蓋人的不足
[00:01:15.760 --> 00:01:17.760]  讓我們在祢的面前
[00:01:17.760 --> 00:01:19.760]  一同領受恩惠
[00:01:19.760 --> 00:01:21.760]  我們仰望祈禱
[00:01:21.760 --> 00:01:23.760]  奉耶穌基督成名求
[00:01:23.760 --> 00:01:25.760]  阿們
[00:01:25.760 --> 00:01:27.760]  大家再翻開聖經
[00:01:27.760 --> 00:01:29.760]  第八章
[00:01:29.760 --> 00:01:31.760]  我們今天思想從三十一節開始的經文
[00:01:31.760 --> 00:01:35.760]  我們提及到神的話
[00:01:35.760 --> 00:01:37.760]  和一個非道德化的社會
[00:01:37.760 --> 00:01:39.760]  之間的一些關係
[00:01:39.760 --> 00:01:41.760]  我先分享幾句
[00:01:41.760 --> 00:01:43.760]  就是
[00:01:43.760 --> 00:01:45.760]  大家都會留意到香港的社會
[00:01:45.760 --> 00:01:47.760]  是越來越趨向一種
[00:01:47.760 --> 00:01:49.760]  所謂非道德化的情況
[00:01:49.760 --> 00:01:51.760]  很多人都不想
[00:01:51.760 --> 00:01:53.760]  有什麼道德的規範
[00:01:53.760 --> 00:01:55.760]  認為道德的規範
[00:01:55.760 --> 00:01:57.760]  會是
[00:01:57.760 --> 00:01:59.760]  限制了人的自由的發展
[00:01:59.760 --> 00:02:01.760]  認為
[00:02:01.760 --> 00:02:03.760]  這些規範
[00:02:03.760 --> 00:02:05.760]  會窒息了人的創意
[00:02:05.760 --> 00:02:07.760]  又或者說
[00:02:07.760 --> 00:02:09.760]  會壓抑了人很多個人的需要
[00:02:09.760 --> 00:02:11.760]  所以很多人
[00:02:11.760 --> 00:02:13.760]  都不歡喜有什麼道德的規範
[00:02:13.760 --> 00:02:15.760]  因此
[00:02:15.760 --> 00:02:17.760]  很多時候你會察覺到
[00:02:17.760 --> 00:02:19.760]  這個社會過去講及
[00:02:19.760 --> 00:02:21.760]  很多重要的道德的觀念
[00:02:21.760 --> 00:02:23.760]  譬如說一些人倫的觀念
[00:02:23.760 --> 00:02:25.760]  譬如說尊重
[00:02:25.760 --> 00:02:27.760]  尊重生命
[00:02:27.760 --> 00:02:29.760]  譬如說要有忠誠
[00:02:29.760 --> 00:02:31.760]  要對人
[00:02:31.760 --> 00:02:33.760]  有一種的誠信等等
[00:02:33.760 --> 00:02:35.760]  又或者會講到
[00:02:35.760 --> 00:02:37.760]  很多良性之間
[00:02:37.760 --> 00:02:39.760]  或者夫妻之間的相處的關係
[00:02:39.760 --> 00:02:41.760]  等等
[00:02:41.760 --> 00:02:43.760]  這些事情過去很清楚有一個道德的觀念
[00:02:43.760 --> 00:02:45.760]  但是這個世界
[00:02:45.760 --> 00:02:47.760]  慢慢的發展
[00:02:47.760 --> 00:02:49.760]  這些觀念越來越淡化了
[00:02:49.760 --> 00:02:51.760]  對於什麼是道德的事情
[00:02:51.760 --> 00:02:53.760]  什麼不是道德的事情
[00:02:53.760 --> 00:02:55.760]  這些都開始模糊了
[00:02:55.760 --> 00:02:57.760]  那個界線開始模糊
[00:02:57.760 --> 00:02:59.760]  整個趨勢有一種的情況就是
[00:02:59.760 --> 00:03:01.760]  很想在一切的生活
[00:03:01.760 --> 00:03:03.760]  行為上面非道德化
[00:03:03.760 --> 00:03:05.760]  不要有
[00:03:05.760 --> 00:03:07.760]  道德的觀念或者規範
[00:03:07.760 --> 00:03:09.760]  因此你會聽到
[00:03:09.760 --> 00:03:11.760]  一些在無論香港
[00:03:11.760 --> 00:03:13.760]  或者在中國內地一些的大學
[00:03:13.760 --> 00:03:15.760]  開始傳一個
[00:03:15.760 --> 00:03:17.760]  的觀念就是
[00:03:17.760 --> 00:03:19.760]  如果是婚前懷孕
[00:03:19.760 --> 00:03:21.760]  這個
[00:03:21.760 --> 00:03:23.760]  不是一個道德問題
[00:03:23.760 --> 00:03:25.760]  是一個技術問題
[00:03:25.760 --> 00:03:27.760]  不知道你們有沒有聽到
[00:03:27.760 --> 00:03:29.760]  是為了很多的
[00:03:29.760 --> 00:03:31.760]  方便的考慮
[00:03:31.760 --> 00:03:33.760]  為了很多實際的需要
[00:03:33.760 --> 00:03:35.760]  所以這個不是道德問題
[00:03:35.760 --> 00:03:37.760]  是一個技術問題
[00:03:37.760 --> 00:03:39.760]  在內地的
[00:03:39.760 --> 00:03:41.760]  浙江大學曾經做一個調查
[00:03:41.760 --> 00:03:43.760]  向一班大學生訪問他們
[00:03:43.760 --> 00:03:45.760]  問他們怎樣看離婚的事件
[00:03:47.760 --> 00:03:49.760]  其中有百分之七十六
[00:03:49.760 --> 00:03:51.760]  超過
[00:03:51.760 --> 00:03:53.760]  或者四個有三個以上
[00:03:53.760 --> 00:03:55.760]  就會告訴你知道離婚
[00:03:55.760 --> 00:03:57.760]  是一件私人的事情
[00:03:57.760 --> 00:03:59.760]  和傳統的
[00:03:59.760 --> 00:04:01.760]  道德觀念是沒有相關的
[00:04:01.760 --> 00:04:03.760]  所以不可以用道德
[00:04:03.760 --> 00:04:05.760]  來批判去評價
[00:04:05.760 --> 00:04:07.760]  離婚的事情
[00:04:07.760 --> 00:04:09.760]  是私人的事情
[00:04:09.760 --> 00:04:11.760]  很多人將很多的道德判斷
[00:04:11.760 --> 00:04:13.760]  作為我個人的事情
[00:04:13.760 --> 00:04:15.760]  是高度的強調
[00:04:15.760 --> 00:04:17.760]  是我的個人的權利
[00:04:17.760 --> 00:04:19.760]  和獨立的意識
[00:04:19.760 --> 00:04:21.760]  我是獨立的
[00:04:21.760 --> 00:04:23.760]  我是自主的
[00:04:23.760 --> 00:04:25.760]  我不需要跟著哪一個人的意見
[00:04:25.760 --> 00:04:27.760]  因此將很多的道德的問題
[00:04:27.760 --> 00:04:29.760]  變成我個人的自由選擇
[00:04:29.760 --> 00:04:31.760]  因此不要有
[00:04:31.760 --> 00:04:33.760]  道德的概念或者規範
[00:04:33.760 --> 00:04:35.760]  在當中
[00:04:35.760 --> 00:04:37.760]  所以你看到有一些
[00:04:37.760 --> 00:04:39.760]  人士當他們遊行的時候
[00:04:39.760 --> 00:04:41.760]  很多不同訴求
[00:04:41.760 --> 00:04:43.760]  其中不知道你們有沒有留意
[00:04:43.760 --> 00:04:45.760]  曾經出現
[00:04:45.760 --> 00:04:47.760]  一位十八歲以下的朋友
[00:04:47.760 --> 00:04:49.760]  舉著一張牌
[00:04:49.760 --> 00:04:51.760]  十八歲以下要
[00:04:51.760 --> 00:04:53.760]  性自由
[00:04:53.760 --> 00:04:55.760]  很多
[00:04:55.760 --> 00:04:57.760]  這個世界裏面的趨勢
[00:04:57.760 --> 00:04:59.760]  就是不斷告訴你知道
[00:04:59.760 --> 00:05:01.760]  我不要任何的約束規範
[00:05:01.760 --> 00:05:03.760]  我要自由
[00:05:03.760 --> 00:05:05.760]  當時已經說到
[00:05:05.760 --> 00:05:07.760]  道德的問題
[00:05:07.760 --> 00:05:09.760]  人倫的相處問題
[00:05:09.760 --> 00:05:11.760]  很清楚告訴我們知道
[00:05:11.760 --> 00:05:13.760]  人不是可以按照
[00:05:13.760 --> 00:05:15.760]  自己個人的喜好
[00:05:15.760 --> 00:05:17.760]  純粹按照自己個人的權利
[00:05:17.760 --> 00:05:19.760]  或者說
[00:05:19.760 --> 00:05:21.760]  自己的功利的需要
[00:05:21.760 --> 00:05:23.760]  來作考慮
[00:05:23.760 --> 00:05:25.760]  剛才提到
[00:05:25.760 --> 00:05:27.760]  那位創造主
[00:05:27.760 --> 00:05:29.760]  去創造人類
[00:05:29.760 --> 00:05:31.760]  是對人類有一個心意
[00:05:31.760 --> 00:05:33.760]  被造的人
[00:05:33.760 --> 00:05:35.760]  是需要留心創造者
[00:05:35.760 --> 00:05:37.760]  對我們的一個心意
[00:05:37.760 --> 00:05:39.760]  而他的心意透過
[00:05:39.760 --> 00:05:41.760]  真理好像一個藍本
[00:05:41.760 --> 00:05:43.760]  擺在我們的面前
[00:05:43.760 --> 00:05:45.760]  當你看到很多社會的倫理的時候
[00:05:45.760 --> 00:05:47.760]  作為教徒
[00:05:47.760 --> 00:05:49.760]  我們會知道
[00:05:49.760 --> 00:05:51.760]  有一位神
[00:05:51.760 --> 00:05:53.760]  他是一切道德的
[00:05:53.760 --> 00:05:55.760]  最終的依歸
[00:05:55.760 --> 00:05:57.760]  而他的真理
[00:05:57.760 --> 00:05:59.760]  就是今天真正叫人得到
[00:05:59.760 --> 00:06:01.760]  平安的一個基礎
[00:06:01.760 --> 00:06:03.760]  而我們在
[00:06:03.760 --> 00:06:05.760]  社會的發展裏面
[00:06:05.760 --> 00:06:07.760]  我們需要很留心聖經的說話
[00:06:07.760 --> 00:06:09.760]  是怎樣講述這些事情
[00:06:09.760 --> 00:06:11.760]  怎樣在其中
[00:06:11.760 --> 00:06:13.760]  得到神要給我們
[00:06:13.760 --> 00:06:15.760]  真正的平安和真正的滿足
[00:06:15.760 --> 00:06:17.760]  所以我們一起思想
[00:06:17.760 --> 00:06:19.760]  這段《有限福音》的經文的時候
[00:06:19.760 --> 00:06:21.760]  又試一下從這個角度去思想
[00:06:21.760 --> 00:06:23.760]  什麼是真正的自由
[00:06:23.760 --> 00:06:25.760]  大家看看聖經《有限福音》
[00:06:25.760 --> 00:06:27.760]  第31節
[00:06:27.760 --> 00:06:29.760]  第8章31節
[00:06:29.760 --> 00:06:31.760]  一開始的時候
[00:06:31.760 --> 00:06:33.760]  有一個很自然的問題提出
[00:06:33.760 --> 00:06:35.760]  哪一個是耶穌基督的真門徒呢
[00:06:35.760 --> 00:06:37.760]  31節
