
[00:00:00.000 --> 00:00:02.300]  我今天要跟各位分享的
[00:00:02.300 --> 00:00:06.700]  按照慣例第三個禮拜要分享基督徒應該要
[00:00:06.700 --> 00:00:08.500]  應該要什麼?
[00:00:08.500 --> 00:00:10.400]  我記得我第一次講
[00:00:10.400 --> 00:00:14.100]  我說基督徒應該要純心謙卑順服
[00:00:14.100 --> 00:00:17.300]  好像耶穌基督取了奴婆的樣式
[00:00:17.300 --> 00:00:20.000]  純心順服以至於死
[00:00:20.000 --> 00:00:21.900]  且死在十字架上
[00:00:21.900 --> 00:00:22.800]  Hallelujah!
[00:00:22.800 --> 00:00:25.500]  我們基督徒應該要純心如此
[00:00:25.500 --> 00:00:30.000]  還有我說我們基督徒應該要走天路歷程
[00:00:30.000 --> 00:00:31.100]  我常常喜歡講說
[00:00:31.100 --> 00:00:34.600]  不是說信徒受了洗就等著上天堂
[00:00:34.600 --> 00:00:36.600]  No! 你才剛剛開始而已
[00:00:36.600 --> 00:00:41.200]  我們的一生有得救、成勝還有得榮耀
[00:00:41.200 --> 00:00:44.900]  我多麼希望有一天我能夠像保羅一樣說
[00:00:44.900 --> 00:00:47.800]  那當打的仗我已經打過了
[00:00:47.800 --> 00:00:50.500]  該走的路我也走過了
[00:00:50.500 --> 00:00:53.000]  如今公義的官員為我傳言
[00:00:53.000 --> 00:00:56.100]  那當時多麼好! Hallelujah! 讚不勝!
[00:00:56.100 --> 00:00:58.000]  我另外有講過一次說
[00:00:58.000 --> 00:01:01.000]  基督徒應該有的天國觀
[00:01:01.000 --> 00:01:04.900]  我們絕對不相信天國只是一個哲學
[00:01:04.900 --> 00:01:07.500]  不是說退一步路海闊天空
[00:01:07.500 --> 00:01:10.200]  我從來不講退一步路海闊天空
[00:01:10.200 --> 00:01:14.700]  我都是要講好像大衛在山洞裡面
[00:01:14.700 --> 00:01:17.500]  進一步路才是海闊天空
[00:01:17.500 --> 00:01:20.300]  你如果會賺錢你就去賺錢就是了
[00:01:20.300 --> 00:01:24.000]  神也保守你賺錢就不要忘記要奉獻給神
[00:01:24.000 --> 00:01:26.800]  不要忘記神擺的第一位
[00:01:26.800 --> 00:01:29.900]  你如果願意出來做政治家的話
[00:01:29.900 --> 00:01:32.800]  我們教會投你一票沒有問題
[00:01:32.800 --> 00:01:35.300]  我們是要進入人群裡面成勝
[00:01:35.300 --> 00:01:38.100]  帶許多的人到神的家裡
[00:01:38.100 --> 00:01:41.100]  而且我們相信天國不是像人家說的
[00:01:41.100 --> 00:01:43.300]  條條大路通羅馬
[00:01:43.300 --> 00:01:44.700]  好像爬山一樣
[00:01:44.700 --> 00:01:47.500]  你從前面上、從左邊上、從後面上
[00:01:47.500 --> 00:01:50.900]  都可以到天國No there is only one way
[00:01:50.900 --> 00:01:54.500]  只有經過耶穌基督你才能夠上天國去的
[00:01:54.500 --> 00:01:57.100]  才能夠得救、才能夠得榮耀
[00:01:57.100 --> 00:01:57.700]  Hallelujah
[00:01:57.700 --> 00:02:01.800]  才能夠再一次的說我們要相信天國
[00:02:01.800 --> 00:02:05.000]  是一個實實在在的一個東西
[00:02:05.000 --> 00:02:08.400]  我相信我們的小阿姨的媽媽
[00:02:08.400 --> 00:02:10.500]  我們為她辦的追思禮拜
[00:02:10.500 --> 00:02:12.500]  我相信她就在天國裡面
[00:02:12.500 --> 00:02:14.700]  將來有一天我也要去天國
[00:02:14.700 --> 00:02:17.000]  我常常喜歡講是假如你先去的話
[00:02:17.000 --> 00:02:19.400]  看看你家附近有沒有一個好的房子
[00:02:19.400 --> 00:02:21.700]  將來說不定我們還可以做鄰居
[00:02:21.700 --> 00:02:23.100]  是不是
[00:02:23.100 --> 00:02:25.500]  我記得有一次我們在聖何詩義
[00:02:25.500 --> 00:02:27.000]  我們在師班裡面
[00:02:27.000 --> 00:02:28.800]  師班那個班長
[00:02:28.800 --> 00:02:31.500]  他的先生也是一個牧師過世了
[00:02:31.500 --> 00:02:34.200]  我們就陪他去看墓地
[00:02:34.200 --> 00:02:35.700]  Salesperson就跟我們說
[00:02:35.700 --> 00:02:37.400]  你們可以多買幾個
[00:02:37.400 --> 00:02:40.400]  說不定你們將來還可以在這邊一起唱詩歌了
[00:02:40.400 --> 00:02:43.900]  Hallelujah
[00:02:43.900 --> 00:02:48.200]  我又講說我們基督徒應要有的身份與責任
[00:02:48.200 --> 00:02:50.200]  那麼我就深深感覺到
[00:02:50.200 --> 00:02:54.100]  我們常常基督徒忘掉了我們的身份
[00:02:54.100 --> 00:02:56.600]  不記得我們的意味
[00:02:56.600 --> 00:02:58.300]  就好像人家講說
[00:02:58.300 --> 00:03:00.400]  虎落平陽受犬欺
[00:03:00.400 --> 00:03:02.000]  明明是老虎身份
[00:03:02.000 --> 00:03:04.300]  但是地位是落在平陽裡面
[00:03:04.300 --> 00:03:06.400]  當然要受犬欺不是嗎
[00:03:06.400 --> 00:03:08.900]  所以我們要看準我們的身份
[00:03:08.900 --> 00:03:09.600]  我們的地位
[00:03:09.600 --> 00:03:10.700]  我們有這個position
[00:03:10.700 --> 00:03:13.400]  我們是神的兒女
[00:03:13.400 --> 00:03:15.600]  但是你有沒有possession
[00:03:15.600 --> 00:03:17.000]  有沒有保有
[00:03:17.000 --> 00:03:20.500]  擁有神所賜給你的
[00:03:20.500 --> 00:03:22.000]  所以我們要有身份
[00:03:22.000 --> 00:03:22.700]  也有地位
[00:03:22.700 --> 00:03:24.300]  也要盡我們的責任
[00:03:24.300 --> 00:03:26.300]  因為我們是有君臣的居士
[00:03:26.300 --> 00:03:27.100]  是屬神的國度
[00:03:27.100 --> 00:03:28.500]  是聖潔的國民
[00:03:28.500 --> 00:03:30.200]  是要傳揚
[00:03:30.200 --> 00:03:34.200]  找我們從黑暗入奇妙光明者的美德
[00:03:34.200 --> 00:03:35.400]  那麼上一節我講了
[00:03:35.400 --> 00:03:38.700]  我們基督徒應該要做更大的事情
[00:03:38.700 --> 00:03:41.200]  因為聖經裡面約翰福音他說
[00:03:41.200 --> 00:03:43.700]  父在我裡面我在父裡面
[00:03:43.700 --> 00:03:46.600]  所以我所做的你們也要做
[00:03:46.600 --> 00:03:48.600]  並且做更大的事情
[00:03:48.600 --> 00:03:49.500]  你要相信
[00:03:49.500 --> 00:03:51.800]  我們真的可以做更大的事情
[00:03:51.800 --> 00:03:54.300]  我特別舉了十二個門徒例子
[00:03:54.300 --> 00:03:56.500]  那麼十二個門徒以前都不好
[00:03:56.500 --> 00:03:57.400]  你知道嗎
[00:03:57.400 --> 00:03:58.800]  彼得三世不認主
[00:03:58.800 --> 00:03:59.400]  對不對
[00:03:59.400 --> 00:04:01.700]  多瑪說除非讓我看到耶穌冰坑的時候
[00:04:01.700 --> 00:04:03.300]  不然我不相信
[00:04:03.300 --> 00:04:06.400]  多瑪一路跑到印度去
[00:04:06.400 --> 00:04:08.200]  成立了教會
[00:04:08.200 --> 00:04:09.800]  所以印度有很多教堂
[00:04:09.800 --> 00:04:12.100]  叫做St. Thomas Cathedral
[00:04:12.100 --> 00:04:13.200]  就是因為多瑪
[00:04:13.200 --> 00:04:15.000]  他的名字叫Thomas
[00:04:15.000 --> 00:04:16.100]  他開始的
[00:04:16.100 --> 00:04:17.700]  這些門徒都是如此
[00:04:17.700 --> 00:04:19.100]  斐利也是沒有什麼了不起
[00:04:19.100 --> 00:04:22.000]  但是等叫他到加沙走廊
[00:04:22.000 --> 00:04:23.200]  把福音傳給
[00:04:23.200 --> 00:04:25.800]  從埃及阿波萊逃生的太監
[00:04:25.800 --> 00:04:28.000]  福音帶到非洲去了
[00:04:28.000 --> 00:04:30.200]  所以這些不起眼的
[00:04:30.200 --> 00:04:31.400]  這些隱喻一夫
[00:04:31.400 --> 00:04:33.200]  這些沒有學問的人
[00:04:33.200 --> 00:04:34.100]  這些罪人
[00:04:34.100 --> 00:04:35.400]  這些稅吏
[00:04:35.400 --> 00:04:39.900]  但是他們做更大的事情不是嗎
[00:04:39.900 --> 00:04:42.200]  彼得跟十一個門徒
[00:04:42.200 --> 00:04:44.800]  講了第一篇新約的講章
[00:04:44.800 --> 00:04:47.000]  三千個人信主
[00:04:47.000 --> 00:04:48.400]  今天我要跟各位講
[00:04:48.400 --> 00:04:52.200]  基督徒應該渴望的七件事情
[00:04:52.200 --> 00:04:54.300]  第一個是我們先幾列
[00:04:54.300 --> 00:04:56.200]  這是在約翰福音第九章
[00:04:56.200 --> 00:04:57.400]  第二十五節這邊
[00:04:57.400 --> 00:04:58.300]  他說
[00:04:58.300 --> 00:05:00.800]  他是個罪人不是我不知道
[00:05:00.800 --> 00:05:03.200]  有一件事我知道
[00:05:03.200 --> 00:05:04.800]  從前我是眼瞎的
[00:05:04.800 --> 00:05:07.200]  如今能看見
[00:05:07.200 --> 00:05:09.100]  他是說耶穌在安息日
[00:05:09.100 --> 00:05:12.100]  醫好了一個生來瞎眼的人
[00:05:12.100 --> 00:05:14.500]  結果這些法律上的人就很生氣了
[00:05:14.500 --> 00:05:15.000]  第一
[00:05:15.000 --> 00:05:16.800]  安息日什麼都不能做
[00:05:16.800 --> 00:05:19.300]  怎麼能夠醫治人呢
[00:05:19.300 --> 00:05:20.300]  第二
[00:05:20.300 --> 00:05:23.600]  有誰能夠醫治生來瞎眼的人
[00:05:23.600 --> 00:05:24.800]  除了神
[00:05:24.800 --> 00:05:27.100]  那耶穌怎麼是生來瞎眼的人
[00:05:27.100 --> 00:05:28.500]  能出什麼好人嗎
[00:05:28.500 --> 00:05:30.000]  所以他們很不相信
[00:05:30.000 --> 00:05:31.300]  他們很不服氣
[00:05:31.300 --> 00:05:34.200]  就把了那個被醫好這個人叫來
