
[00:00:00.000 --> 00:00:02.000]  神的「應許」
[00:00:02.000 --> 00:00:03.480]  也就是說「都是是的」
[00:00:03.480 --> 00:00:04.760]  這個「是的」是yes
[00:00:04.760 --> 00:00:05.880]  對的
[00:00:05.880 --> 00:00:08.080]  然後我們的回應就是說
[00:00:08.080 --> 00:00:09.360]  藉著耶穌基督
[00:00:09.360 --> 00:00:11.080]  我們可以說「阿們」
[00:00:11.080 --> 00:00:14.600]  因為上帝跟人納的約
[00:00:14.600 --> 00:00:16.400]  從來不會改變
[00:00:16.400 --> 00:00:17.880]  人怎樣變
[00:00:17.880 --> 00:00:20.080]  神都不變
[00:00:20.080 --> 00:00:22.160]  在人看來
[00:00:22.160 --> 00:00:23.600]  祂是吃虧
[00:00:23.600 --> 00:00:25.120]  祂都要納約
[00:00:25.120 --> 00:00:27.200]  所以耶穌基督在十字架上面
[00:00:27.200 --> 00:00:28.800]  將這個約顯明
[00:00:28.800 --> 00:00:29.760]  在聖餐的時候
[00:00:29.760 --> 00:00:31.240]  耶穌說「這是我的血
[00:00:31.240 --> 00:00:33.240]  為你們所納的新約」
[00:00:33.240 --> 00:00:34.960]  「你們每逢喝的時候
[00:00:34.960 --> 00:00:37.600]  要如此行為的事紀念我」
[00:00:37.600 --> 00:00:40.480]  神很重視約
[00:00:40.480 --> 00:00:44.080]  不單止祂有祂的主權
[00:00:44.080 --> 00:00:45.680]  去納這個約
[00:00:45.680 --> 00:00:47.320]  更加重要的就是
[00:00:47.320 --> 00:00:49.520]  當祂與人納約之後
[00:00:49.520 --> 00:00:52.840]  不知為何神會信人
[00:00:52.840 --> 00:00:55.280]  祂信人都會守約
[00:00:55.280 --> 00:00:57.760]  但是在聖經裡面所記載
[00:00:57.760 --> 00:01:01.040]  人都是違約的人
[00:01:01.040 --> 00:01:02.000]  但是違約
[00:01:02.000 --> 00:01:03.560]  他又要信神
[00:01:03.560 --> 00:01:04.800]  所以在人看來
[00:01:04.800 --> 00:01:06.240]  祂好像很吃虧
[00:01:06.240 --> 00:01:07.720]  但其實沒有吃虧
[00:01:07.720 --> 00:01:09.680]  因為祂遵守了這個約
[00:01:09.680 --> 00:01:12.200]  因為祂以愛為出發點
[00:01:12.200 --> 00:01:14.760]  所以今天我們的金句告訴我們
[00:01:14.760 --> 00:01:15.880]  神的應許
[00:01:15.880 --> 00:01:18.480]  突然間神說了一句話
[00:01:18.480 --> 00:01:20.760]  無論是多少
[00:01:20.760 --> 00:01:22.920]  無論是哪一方面都好
[00:01:22.920 --> 00:01:24.760]  凡是在基督耶穌裡面
[00:01:24.760 --> 00:01:27.000]  祂一定已經守約
[00:01:27.000 --> 00:01:30.080]  因為耶穌基督已經成就了這個約
[00:01:30.080 --> 00:01:33.600]  所以今天我們想透過聖經裡面的記載
[00:01:33.600 --> 00:01:35.520]  從約書亞的記載
[00:01:35.520 --> 00:01:36.520]  看一個地方
[00:01:36.520 --> 00:01:37.760]  基片
[00:01:37.760 --> 00:01:39.640]  在基片裡面看到
[00:01:39.640 --> 00:01:40.800]  當地的人
[00:01:40.800 --> 00:01:42.080]  基片的人
[00:01:42.080 --> 00:01:44.920]  他們與約書亞求和
[00:01:44.920 --> 00:01:46.360]  要求他們納約
[00:01:46.360 --> 00:01:48.080]  約書亞與他們納約
[00:01:48.080 --> 00:01:50.000]  不過在這個求和之前
[00:01:50.000 --> 00:01:51.640]  是有一些詭詐的
[00:01:51.640 --> 00:01:53.000]  因為他們做事
[00:01:53.000 --> 00:01:57.040]  找一些道具來騙了約書亞
[00:01:57.040 --> 00:02:00.160]  約書亞與當時的人沒有求問神
[00:02:00.160 --> 00:02:04.120]  也可能誤信了他們那種求和的誠意
[00:02:04.120 --> 00:02:06.800]  結果就算了
[00:02:06.800 --> 00:02:09.400]  結果後來發覺不是這麼簡單
[00:02:09.400 --> 00:02:12.280]  原來基片與他們納約之後
[00:02:12.280 --> 00:02:15.720]  基片被當地五王聯軍要打的時候
[00:02:15.720 --> 00:02:17.640]  基片與約書亞說
[00:02:17.640 --> 00:02:19.360]  我們是盟友來的
[00:02:19.360 --> 00:02:20.200]  我有難了
[00:02:20.200 --> 00:02:21.400]  那你怎麼辦?
[00:02:21.400 --> 00:02:23.120]  那這幫人都中計了
[00:02:23.120 --> 00:02:24.000]  那怎麼辦?
[00:02:24.000 --> 00:02:25.240]  打不打?
[00:02:25.240 --> 00:02:25.720]  還是說
[00:02:25.720 --> 00:02:27.080]  你騙我的
[00:02:27.080 --> 00:02:27.480]  算了
[00:02:27.480 --> 00:02:28.440]  你自己搞定了
[00:02:28.440 --> 00:02:29.200]  No
[00:02:29.200 --> 00:02:31.560]  他們仍然出去幫他打
[00:02:31.560 --> 00:02:32.880]  付代價
[00:02:32.880 --> 00:02:34.840]  不過神看到一件事實
[00:02:34.840 --> 00:02:38.600]  就是當人願意去守約的時候
[00:02:38.600 --> 00:02:40.760]  神一定出手
[00:02:40.760 --> 00:02:42.080]  人只要守約
[00:02:42.080 --> 00:02:44.960]  神一定出手
[00:02:44.960 --> 00:02:49.360]  就算你是誤中了別人的詭計
[00:02:49.360 --> 00:02:53.360]  但因為你走回神的精神
[00:02:53.360 --> 00:02:55.760]  而我說神是一個守約
[00:02:55.760 --> 00:02:57.400]  思慈愛的神
[00:02:57.400 --> 00:02:58.880]  所以今天我想在這個世上
[00:02:58.880 --> 00:03:00.760]  我們活著的每一天
[00:03:00.760 --> 00:03:04.360]  在這個充滿了詭詐的社會裡面
[00:03:04.360 --> 00:03:07.480]  真的很難叫我們守約
[00:03:07.480 --> 00:03:08.520]  但是怎麼樣?
[00:03:08.520 --> 00:03:11.120]  如果你先求問神
[00:03:11.120 --> 00:03:12.360]  有感動裡面
[00:03:12.360 --> 00:03:14.680]  縱然你被欺騙了
[00:03:14.680 --> 00:03:16.120]  但你仍然守約
[00:03:16.120 --> 00:03:17.520]  神一定出手
[00:03:17.520 --> 00:03:19.520]  所以後來我們讀聖經很多
[00:03:19.520 --> 00:03:21.920]  神在欺騙所行的神蹟
[00:03:21.920 --> 00:03:22.720]  聖經說
[00:03:22.720 --> 00:03:26.400]  神聽約書亞的禱告
[00:03:26.400 --> 00:03:29.720]  是空前絕後
[00:03:29.720 --> 00:03:31.760]  我不知道當時的警方
[00:03:31.760 --> 00:03:32.800]  欺騙
[00:03:32.800 --> 00:03:35.400]  因為他們要打勝那場仗
[00:03:35.400 --> 00:03:37.000]  約書亞求國的時候
[00:03:37.000 --> 00:03:39.840]  神怎樣使這個日頭
[00:03:39.840 --> 00:03:41.400]  可以延續下去
[00:03:41.400 --> 00:03:43.000]  我真的不知道
[00:03:43.000 --> 00:03:44.440]  很難解釋
[00:03:44.440 --> 00:03:46.520]  你說地球自轉不轉?
[00:03:46.520 --> 00:03:47.960]  太陽的光
[00:03:47.960 --> 00:03:50.400]  用折射的方法不斷地折射下來?
[00:03:50.400 --> 00:03:51.400]  不止
[00:03:51.400 --> 00:03:53.200]  但聖經是這樣記載的
[00:03:53.200 --> 00:03:53.800]  為了這個緣故
[00:03:53.800 --> 00:03:56.120]  今天我們想透過這個機編
[00:03:56.120 --> 00:03:58.800]  看回上帝奇妙的作為
[00:03:58.800 --> 00:04:00.520]  我們一同低頭禱告
[00:04:00.520 --> 00:04:02.400]  天父求你藉著昔日
[00:04:02.400 --> 00:04:05.520]  你怎樣在以色列人中間
[00:04:05.520 --> 00:04:08.800]  你將他們守約的那種精神
[00:04:08.800 --> 00:04:12.120]  今天你再一次向我們眾人顯明
[00:04:12.120 --> 00:04:15.320]  顯明你自己是守約思慈愛的神
[00:04:15.320 --> 00:04:19.320]  求主不但讓我們在外在環境裏面
[00:04:19.320 --> 00:04:20.920]  聽見祢的說話
[00:04:20.920 --> 00:04:23.320]  更加讓我們在心靈裏面
[00:04:23.320 --> 00:04:24.920]  有聖靈的引導
[00:04:24.920 --> 00:04:27.600]  以致我們曉得怎樣
[00:04:27.600 --> 00:04:28.600]  遵行祢的旨意
[00:04:28.600 --> 00:04:30.000]  行上祢的道中
[00:04:30.000 --> 00:04:31.520]  所以聽我們的禱告
[00:04:31.520 --> 00:04:33.400]  奉耶穌明智祈求
[00:04:33.400 --> 00:04:34.600]  阿們
[00:04:34.600 --> 00:04:40.400]  我們看一看
[00:04:40.400 --> 00:04:41.800]  今天我們要說的
[00:04:41.800 --> 00:04:45.320]  就是應許之地的機編
[00:04:45.320 --> 00:04:48.520]  以色列人踏足應許之地的時候
[00:04:48.520 --> 00:04:50.320]  他們有幾個城市
[00:04:50.320 --> 00:04:52.920]  幾個地方我們聽過名字的
[00:04:52.920 --> 00:04:54.800]  譬如吉甲
[00:04:54.800 --> 00:04:56.120]  過了約旦河之後
[00:04:56.120 --> 00:04:57.400]  在吉甲
[00:04:57.400 --> 00:05:01.520]  神要他們將在埃及地出來之後
[00:05:01.520 --> 00:05:03.120]  未受割禮的人
[00:05:03.120 --> 00:05:05.120]  要他們分別為聖
[00:05:05.120 --> 00:05:07.800]  然後要他們過雨節
[00:05:07.800 --> 00:05:08.600]  弟兄姊妹
[00:05:08.600 --> 00:05:09.720]  在吉甲之地
