
[00:00:00.000 --> 00:00:02.000]  菩提師父讓我們聽神的道理
[00:00:02.000 --> 00:00:03.360]  先讓我同心禱告
[00:00:03.360 --> 00:00:05.000]  請讓我們聽神的道理
[00:00:05.000 --> 00:00:06.360]  先同心禱告
[00:00:06.360 --> 00:00:08.200]  慈悲父神多謝你
[00:00:08.200 --> 00:00:11.000]  讓我們再次回到你的面前
[00:00:11.000 --> 00:00:15.600]  一起細心去掌握明白神的教導
[00:00:15.600 --> 00:00:17.200]  和你的心思意念
[00:00:17.200 --> 00:00:18.900]  求你與我們同在
[00:00:18.900 --> 00:00:21.600]  讓我們認識你是怎樣的一位主
[00:00:21.600 --> 00:00:23.800]  讓我們亦都了解怎樣尊你
[00:00:23.800 --> 00:00:25.600]  成為我們的生命的主
[00:00:25.600 --> 00:00:30.400]  親愛的父神感謝祢給我們今天能夠再次來到祢的跟前
[00:00:30.400 --> 00:00:31.400]  一同敬拜
[00:00:31.400 --> 00:00:33.200]  一同聆聽主的說話
[00:00:33.200 --> 00:00:37.000]  與弟兄姊妹一起來到仰望在祢跟前
[00:00:37.000 --> 00:00:39.000]  我們再次謝謝祢
[00:00:39.000 --> 00:00:40.400]  父神啊
[00:00:40.400 --> 00:00:43.800]  求祢讓我們能夠明白祢的心思意念
[00:00:43.800 --> 00:00:46.000]  祂是我們怎樣曉得
[00:00:46.000 --> 00:00:48.200]  尊祢是我們的生命的主
[00:00:48.200 --> 00:00:50.400]  求祢成為我們的主
[00:00:50.400 --> 00:00:51.800]  我們禱告
[00:00:51.800 --> 00:00:55.800]  (中文)
[00:00:55.800 --> 00:00:57.000]  如果在這個世界上
[00:00:57.000 --> 00:01:00.600]  我說所有人都是罪人
[00:01:00.600 --> 00:01:02.800]  實在是不是太過份的描述
[00:01:02.800 --> 00:01:09.400]  (中文)
[00:01:09.400 --> 00:01:10.600]  因為在這個世界上
[00:01:10.600 --> 00:01:12.600]  其實不同類型的人
[00:01:12.600 --> 00:01:14.800]  都其實不斷去想一些方法
[00:01:14.800 --> 00:01:18.800]  去對着他們的規矩去進行破壞
[00:01:18.800 --> 00:01:25.000]  (中文)
[00:01:25.000 --> 00:01:27.000]  但是由於表面做得很風光
[00:01:27.000 --> 00:01:28.200]  (中文)
[00:01:28.200 --> 00:01:33.800]  於是有很多奇怪的手段做法就開始衍生出來
[00:01:33.800 --> 00:01:36.800]  (中文)
[00:01:36.800 --> 00:01:39.400]  那時候有機會我和師母聊天
[00:01:39.400 --> 00:01:44.400]  有關於她做投資顧問的時間
[00:01:44.400 --> 00:01:49.200]  (中文)
[00:01:49.200 --> 00:01:51.200]  她曾經和我分享過一件事
[00:01:51.200 --> 00:01:52.400]  (中文)
[00:01:52.400 --> 00:01:54.600]  說其實他們做投資顧問
[00:01:54.600 --> 00:01:56.800]  有一個軟件其實已經在他們面前
[00:01:56.800 --> 00:01:58.200]  有公司給他們的
[00:01:58.200 --> 00:02:02.200]  (中文)
[00:02:02.200 --> 00:02:04.000]  你這樣進就一定要這樣進
[00:02:04.000 --> 00:02:05.800]  有這樣的結果
[00:02:05.800 --> 00:02:08.000]  (中文)
[00:02:08.000 --> 00:02:09.400]  但是很多時候
[00:02:09.400 --> 00:02:11.600]  很多人就不照這個做法
[00:02:11.600 --> 00:02:13.200]  (中文)
[00:02:13.200 --> 00:02:16.400]  繞過它去做另外他們想做的事
[00:02:16.400 --> 00:02:19.000]  (中文)
[00:02:19.000 --> 00:02:19.800]  但是從來沒有想過
[00:02:19.800 --> 00:02:21.600]  為什麼原本軟件的設計
[00:02:21.600 --> 00:02:23.200]  是要這樣規限住呢
[00:02:23.200 --> 00:02:26.400]  (中文)
[00:02:26.400 --> 00:02:28.000]  因為做每一樣的運作
[00:02:28.000 --> 00:02:32.000]  在銀行裏面都是有它背後的法律在支撐住
[00:02:32.000 --> 00:02:35.800]  (中文)
[00:02:35.800 --> 00:02:38.400]  如果每個人都按自己的方法
[00:02:38.400 --> 00:02:40.200]  去做銀行的工作呢
[00:02:40.200 --> 00:02:42.800]  (中文)
[00:02:42.800 --> 00:02:46.400]  就很容易有很多欺詐的事情會發生
[00:02:46.400 --> 00:02:49.400]  (中文)
[00:02:49.400 --> 00:02:52.600]  不要說只是做銀行或者做公司
[00:02:52.600 --> 00:02:54.400]  玩遊戲都是一樣的
[00:02:54.400 --> 00:02:57.800]  (中文)
[00:02:57.800 --> 00:02:59.800]  我就不是太過反對
[00:02:59.800 --> 00:03:01.800]  我的小朋友玩電子遊戲的
[00:03:01.800 --> 00:03:04.000]  (中文)
[00:03:04.000 --> 00:03:04.800]  不太反對
[00:03:04.800 --> 00:03:07.000]  (中文)
[00:03:07.000 --> 00:03:08.400]  只不過他們怎樣玩
[00:03:08.400 --> 00:03:10.200]  玩多久這個是重要的
[00:03:10.200 --> 00:03:11.600]  (中文)
[00:03:11.600 --> 00:03:14.200]  雖然我自己不喜歡玩電子遊戲的人
[00:03:14.200 --> 00:03:16.200]  (中文)
[00:03:16.200 --> 00:03:18.200]  但是如果適可而止的電子遊戲
[00:03:18.200 --> 00:03:20.000]  我想是有它的好處的
[00:03:20.000 --> 00:03:22.800]  (中文)
[00:03:22.800 --> 00:03:24.000]  不過
[00:03:24.000 --> 00:03:24.800]  (中文)
[00:03:24.800 --> 00:03:27.600]  有一次我就跟一個年輕人聊天
[00:03:27.600 --> 00:03:29.400]  (中文)
[00:03:29.400 --> 00:03:30.800]  你玩這個遊戲
[00:03:30.800 --> 00:03:32.400]  我看我兒子也有玩
[00:03:32.400 --> 00:03:33.600]  怎麼玩的
[00:03:33.600 --> 00:03:36.400]  (中文)
[00:03:36.400 --> 00:03:37.400]  他看一看我
[00:03:37.400 --> 00:03:38.400]  (中文)
[00:03:38.400 --> 00:03:39.800]  你怎麼會玩呢
[00:03:39.800 --> 00:03:40.600]  (中文)
[00:03:40.600 --> 00:03:42.400]  像我們這些老人家
[00:03:42.400 --> 00:03:44.200]  平時都不玩遊戲的
[00:03:44.200 --> 00:03:45.200]  怎麼會玩呢
[00:03:45.200 --> 00:03:47.600]  (中文)
[00:03:47.600 --> 00:03:49.800]  我就站在他旁邊看了一陣子
[00:03:49.800 --> 00:03:51.400]  (中文)
[00:03:51.400 --> 00:03:52.400]  我覺得很悶
[00:03:52.400 --> 00:03:53.200]  (中文)
[00:03:53.200 --> 00:03:55.800]  一來一來都是用刀插和開槍射
[00:03:55.800 --> 00:04:00.400]  (中文)
[00:04:00.400 --> 00:04:01.600]  我就準備走之前
[00:04:01.600 --> 00:04:03.200]  我跟這個年輕人說
[00:04:03.200 --> 00:04:04.800]  (中文)
[00:04:04.800 --> 00:04:05.800]  很悶
[00:04:05.800 --> 00:04:07.000]  整天這樣插和射
[00:04:07.000 --> 00:04:07.800]  都是按個按鈕
[00:04:07.800 --> 00:04:09.000]  沒什麼意思的
[00:04:09.000 --> 00:04:09.800]  (中文)
[00:04:09.800 --> 00:04:11.800]  就是三八叉叉的
[00:04:11.800 --> 00:04:13.200]  準備走的時候
[00:04:13.200 --> 00:04:14.400]  (中文)
[00:04:14.400 --> 00:04:16.400]  那個年輕人就轉頭跟我說
[00:04:16.400 --> 00:04:17.400]  (中文)
[00:04:17.400 --> 00:04:18.400]  你不懂
[00:04:18.400 --> 00:04:19.200]  (中文)
[00:04:19.200 --> 00:04:20.800]  你這樣玩當然沒什麼好玩的
[00:04:20.800 --> 00:04:22.000]  (中文)
[00:04:22.000 --> 00:04:24.000]  我們的玩法跟你不同的
[00:04:24.000 --> 00:04:24.800]  (中文)
[00:04:24.800 --> 00:04:25.800]  我們怎麼玩
[00:04:25.800 --> 00:04:26.800]  (中文)
[00:04:26.800 --> 00:04:29.000]  我們有些cheat cheat的
[00:04:29.000 --> 00:04:32.800]  有一些出術的方法
[00:04:32.800 --> 00:04:35.400]  (中文)
[00:04:35.400 --> 00:04:37.800]  你只是射和按按鈕
[00:04:37.800 --> 00:04:38.800]  當然是悶
[00:04:38.800 --> 00:04:39.800]  (中文)
[00:04:39.800 --> 00:04:40.800]  你看看我怎麼玩
[00:04:40.800 --> 00:04:41.800]  (中文)
[00:04:41.800 --> 00:04:42.800]  你看看我怎麼玩
[00:04:42.800 --> 00:04:43.800]  (中文)
[00:04:43.800 --> 00:04:44.800]  他不讓我看就不知道
[00:04:44.800 --> 00:04:45.800]  原來一看他之後
[00:04:45.800 --> 00:04:46.800]  是這麼有趣的
[00:04:46.800 --> 00:04:47.800]  (中文)
[00:04:47.800 --> 00:04:48.800]  如果他不講
[00:04:48.800 --> 00:04:49.800]  還真不知道
[00:04:49.800 --> 00:04:50.800]  一看真的挺有意思的
[00:04:50.800 --> 00:04:51.800]  (中文)
[00:04:51.800 --> 00:04:52.800]  你猜不到他走到牆角那裡
[00:04:52.800 --> 00:04:53.800]  (中文)
[00:04:53.800 --> 00:04:54.800]  在畫面上
[00:04:54.800 --> 00:04:55.800]  (中文)
[00:04:55.800 --> 00:04:56.800]  這個畫面上他來到牆角
[00:04:56.800 --> 00:04:57.800]  (中文)
[00:04:57.800 --> 00:04:58.800]  又沒有人的
[00:04:58.800 --> 00:04:59.800]  (中文)
[00:04:59.800 --> 00:05:00.800]  也沒有人
[00:05:00.800 --> 00:05:01.800]  (中文)
[00:05:01.800 --> 00:05:02.800]  他接著就對著牆角
[00:05:02.800 --> 00:05:03.800]  (中文)
[00:05:03.800 --> 00:05:04.800]  他對著牆
[00:05:04.800 --> 00:05:05.800]  (中文)
[00:05:05.800 --> 00:05:06.800]  就這樣開了三槍
[00:05:06.800 --> 00:05:07.800]  (中文)
[00:05:07.800 --> 00:05:08.800]  也是這樣捅捅捅的
[00:05:08.800 --> 00:05:09.800]  (中文)
[00:05:09.800 --> 00:05:10.800]  捅捅捅
[00:05:10.800 --> 00:05:11.800]  嘩 多鹹
[00:05:11.800 --> 00:05:12.800]  這個很鹹
[00:05:12.800 --> 00:05:13.800]  我今天捨得背
[00:05:13.800 --> 00:05:14.800]  原來這樣做完之後呢
[00:05:14.800 --> 00:05:15.800]  (中文)
[00:05:15.800 --> 00:05:16.800]  做完之後呢
[00:05:16.800 --> 00:05:17.800]  他身上有些特別武器的
[00:05:17.800 --> 00:05:18.800]  (中文)
[00:05:18.800 --> 00:05:19.800]  我身上有些特別武器
[00:05:19.800 --> 00:05:20.800]  一去到哪裡
[00:05:20.800 --> 00:05:21.800]  一按一個按鈕
[00:05:21.800 --> 00:05:22.800]  就全部人死光了
[00:05:22.800 --> 00:05:23.800]  (中文)
[00:05:23.800 --> 00:05:24.800]  然後按了一個鍵之後
[00:05:24.800 --> 00:05:25.800]  全部人就死光了
[00:05:25.800 --> 00:05:26.800]  嘩 我想
[00:05:26.800 --> 00:05:27.800]  咦 我還說
[00:05:27.800 --> 00:05:28.800]  你怎麼會的
[00:05:28.800 --> 00:05:29.800]  (中文)
[00:05:29.800 --> 00:05:30.800]  你怎麼知道這個方法
[00:05:30.800 --> 00:05:31.800]  我們上網找的嘛
[00:05:31.800 --> 00:05:32.800]  這些叫cheating
[00:05:32.800 --> 00:05:33.800]  (中文)
[00:05:33.800 --> 00:05:34.800]  上網找的
[00:05:34.800 --> 00:05:35.800]  這個方法叫做
[00:05:35.800 --> 00:05:36.800]  cheating
[00:05:36.800 --> 00:05:37.800]  欺騙
[00:05:37.800 --> 00:05:38.800]  (中文)
[00:05:38.800 --> 00:05:39.800]  不是這樣欺騙
[00:05:39.800 --> 00:05:40.800]  怎麼好玩的
[00:05:40.800 --> 00:05:41.800]  那怎樣
[00:05:41.800 --> 00:05:42.800]  不用這種方法
[00:05:42.800 --> 00:05:43.800]  怎麼好玩呢
[00:05:43.800 --> 00:05:44.800]  (中文)
[00:05:44.800 --> 00:05:45.800]  學你啊
[00:05:45.800 --> 00:05:46.800]  只會捅捅捅
[00:05:46.800 --> 00:05:47.800]  和射射射
[00:05:47.800 --> 00:05:48.800]  沒用的
[00:05:48.800 --> 00:05:49.800]  學你這樣
[00:05:49.800 --> 00:05:50.800]  只是簡單的
[00:05:50.800 --> 00:05:51.800]  捅捅捅
[00:05:51.800 --> 00:05:52.800]  (中文)
[00:05:52.800 --> 00:05:53.800]  沒有意思的
[00:05:53.800 --> 00:05:54.800]  原來人是喜歡玩遊戲
[00:05:54.800 --> 00:05:55.800]  都要出古惑的
[00:05:55.800 --> 00:05:56.800]  (中文)
[00:05:56.800 --> 00:05:57.800]  玩遊戲呢
[00:05:57.800 --> 00:05:58.800]  都有很多招數
[00:05:58.800 --> 00:05:59.800]  原來我們按規矩的人
[00:05:59.800 --> 00:06:00.800]  這些叫做boring啊
[00:06:00.800 --> 00:06:01.800]  老土啊
[00:06:01.800 --> 00:06:02.800]  (中文)
[00:06:02.800 --> 00:06:03.800]  如果按這個規矩形式呢
[00:06:03.800 --> 00:06:04.800]  就稱為是老土了
[00:06:04.800 --> 00:06:06.800]  (中文)
[00:06:06.800 --> 00:06:07.800]  那我又不覺得
[00:06:07.800 --> 00:06:08.800]  很offensive
[00:06:08.800 --> 00:06:09.800]  因為我的確
[00:06:09.800 --> 00:06:10.800]  又真的沒有玩遊戲
[00:06:10.800 --> 00:06:11.800]  所以我是老土一點
[00:06:11.800 --> 00:06:12.800]  (中文)
[00:06:12.800 --> 00:06:13.800]  所以我真是對遊戲
[00:06:13.800 --> 00:06:14.800]  好像沒有怎麼玩
[00:06:14.800 --> 00:06:15.800]  不過呢
[00:06:15.800 --> 00:06:16.800]  (中文)
[00:06:16.800 --> 00:06:17.800]  人的性情
[00:06:17.800 --> 00:06:18.800]  很喜歡破壞一些規矩
[00:06:18.800 --> 00:06:19.800]  (中文)
[00:06:19.800 --> 00:06:20.800]  人的性情呢
[00:06:20.800 --> 00:06:21.800]  好喜歡破壞一些規矩
[00:06:21.800 --> 00:06:22.800]  (中文)
[00:06:22.800 --> 00:06:23.800]  這個沒得否定的
[00:06:23.800 --> 00:06:24.800]  (中文)
[00:06:24.800 --> 00:06:25.800]  這是不可否定的
[00:06:25.800 --> 00:06:26.800]  (中文)
[00:06:26.800 --> 00:06:27.800]  但是表面做得很光鮮
[00:06:27.800 --> 00:06:28.800]  (中文)
[00:06:28.800 --> 00:06:29.800]  表面很光鮮
[00:06:29.800 --> 00:06:30.800]  (中文)
[00:06:30.800 --> 00:06:31.800]  這種的人性
[00:06:31.800 --> 00:06:32.800]  (中文)
[00:06:32.800 --> 00:06:33.800]  這樣的人性
[00:06:33.800 --> 00:06:34.800]  (中文)
[00:06:34.800 --> 00:06:35.800]  是很容易破壞的
[00:06:35.800 --> 00:06:36.800]  (中文)
[00:06:36.800 --> 00:06:37.800]  我以前只是以為
[00:06:37.800 --> 00:06:38.800]  是在一個不信主的人
[00:06:38.800 --> 00:06:39.800]  裡面會出現
[00:06:39.800 --> 00:06:40.800]  (中文)
[00:06:40.800 --> 00:06:41.800]  現在說回
[00:06:41.800 --> 00:06:42.800]  都二十多年前了
[00:06:42.800 --> 00:06:43.800]  (中文)
[00:06:43.800 --> 00:06:44.800]  現在講回二十多年前
[00:06:44.800 --> 00:06:45.800]  (中文)
[00:06:45.800 --> 00:06:46.800]  當時我最初信主
[00:06:46.800 --> 00:06:47.800]  (中文)
[00:06:47.800 --> 00:06:48.800]  當時初初信主
[00:06:48.800 --> 00:06:49.800]  (中文)
[00:06:49.800 --> 00:06:50.800]  我讀聖經很勤力的
[00:06:50.800 --> 00:06:51.800]  (中文)
[00:06:51.800 --> 00:06:52.800]  很勤快地讀聖經
[00:06:52.800 --> 00:06:53.800]  (中文)
[00:06:53.800 --> 00:06:54.800]  很想知道上帝說什麼
[00:06:54.800 --> 00:06:55.800]  (中文)
[00:06:55.800 --> 00:06:56.800]  很想知道上帝都講什麼
[00:06:56.800 --> 00:06:57.800]  (中文)
[00:06:57.800 --> 00:06:58.800]  所以很多時候
[00:06:58.800 --> 00:06:59.800]  教會呢
[00:06:59.800 --> 00:07:00.800]  就是一些叫做
[00:07:00.800 --> 00:07:01.800]  分組的聖經問答比賽
[00:07:01.800 --> 00:07:02.800]  (中文)
[00:07:02.800 --> 00:07:03.800]  整個比賽分了幾組
[00:07:03.800 --> 00:07:04.800]  (中文)
[00:07:04.800 --> 00:07:05.800]  分了成幾組
[00:07:05.800 --> 00:07:06.800]  (中文)
[00:07:06.800 --> 00:07:07.800]  然後遊戲玩完了
[00:07:07.800 --> 00:07:08.800]  (中文)
[00:07:08.800 --> 00:07:09.800]  遊戲玩完之後呢
[00:07:09.800 --> 00:07:10.800]  (中文)
[00:07:10.800 --> 00:07:11.800]  我那組贏了
[00:07:11.800 --> 00:07:12.800]  (中文)
[00:07:12.800 --> 00:07:13.800]  我們那組贏了
[00:07:13.800 --> 00:07:14.800]  (中文)
[00:07:14.800 --> 00:07:15.800]  贏了之後呢
[00:07:15.800 --> 00:07:16.800]  主持人就在台上
[00:07:16.800 --> 00:07:17.800]  跟所有人說
[00:07:17.800 --> 00:07:18.800]  (中文)
[00:07:18.800 --> 00:07:19.800]  主持人就跟所有人講
[00:07:19.800 --> 00:07:20.800]  (中文)
[00:07:20.800 --> 00:07:21.800]  今天贏了的是第一組
[00:07:21.800 --> 00:07:22.800]  (中文)
[00:07:22.800 --> 00:07:23.800]  就是這一組了
[00:07:23.800 --> 00:07:24.800]  (中文)
[00:07:24.800 --> 00:07:25.800]  我在那組當中
[00:07:25.800 --> 00:07:26.800]  (中文)
[00:07:26.800 --> 00:07:27.800]  今天贏的是第一組
[00:07:27.800 --> 00:07:28.800]  (中文)
[00:07:28.800 --> 00:07:29.800]  他說我們現在請
[00:07:29.800 --> 00:07:30.800]  這一組派一個代表出來
[00:07:30.800 --> 00:07:31.800]  (中文)
[00:07:31.800 --> 00:07:32.800]  代表他們這一組去領獎
[00:07:32.800 --> 00:07:33.800]  (中文)
[00:07:33.800 --> 00:07:34.800]  代表他們這一組來領獎
[00:07:34.800 --> 00:07:35.800]  (中文)
[00:07:35.800 --> 00:07:36.800]  那在這個時候
[00:07:36.800 --> 00:07:37.800]  大家就很高興了
[00:07:37.800 --> 00:07:38.800]  (中文)
[00:07:38.800 --> 00:07:39.800]  就說大家都很高興
[00:07:39.800 --> 00:07:40.800]  (中文)
[00:07:40.800 --> 00:07:41.800]  哎呀 太好了 發獎
[00:07:41.800 --> 00:07:42.800]  (中文)
[00:07:42.800 --> 00:07:43.800]  就很高興了
[00:07:43.800 --> 00:07:44.800]  (中文)
[00:07:44.800 --> 00:07:45.800]  就說不如請Ellen出來吧
[00:07:45.800 --> 00:07:46.800]  (中文)
[00:07:46.800 --> 00:07:47.800]  那就Ellen出來吧
[00:07:47.800 --> 00:07:48.800]  (中文)
[00:07:48.800 --> 00:07:49.800]  我組身邊所有人都說
[00:07:49.800 --> 00:07:50.800]  哎呀 請Ellen吧
[00:07:50.800 --> 00:07:51.800]  (中文)
[00:07:51.800 --> 00:07:52.800]  那組裡的組員都說
[00:07:52.800 --> 00:07:53.800]  Ellen出來吧
[00:07:53.800 --> 00:07:54.800]  (中文)
[00:07:54.800 --> 00:07:55.800]  那有些人就說
[00:07:55.800 --> 00:07:56.800]  不要 請那個組長吧
[00:07:56.800 --> 00:07:57.800]  那個組長出去好啊
[00:07:57.800 --> 00:07:58.800]  (中文)
[00:07:58.800 --> 00:07:59.800]  有人說組長出來吧
[00:07:59.800 --> 00:08:01.800]  (中文)
[00:08:01.800 --> 00:08:02.800]  就拉著我的手
[00:08:02.800 --> 00:08:03.800]  (中文)
[00:08:03.800 --> 00:08:04.800]  拉著我的手
[00:08:04.800 --> 00:08:05.800]  (中文)
[00:08:05.800 --> 00:08:06.800]  你上去吧 你上去吧
[00:08:06.800 --> 00:08:07.800]  那我都很難為情
[00:08:07.800 --> 00:08:08.800]  個個都這樣說
[00:08:08.800 --> 00:08:09.800]  那我就站起來了
[00:08:09.800 --> 00:08:10.800]  (中文)
[00:08:10.800 --> 00:08:11.800]  我很難為情
[00:08:11.800 --> 00:08:12.800]  個個都這麼說
[00:08:12.800 --> 00:08:13.800]  那我就站起來了
[00:08:13.800 --> 00:08:14.800]  但是站了起來
[00:08:14.800 --> 00:08:15.800]  都差不多三十秒了
[00:08:15.800 --> 00:08:16.800]  我都沒有動
[00:08:16.800 --> 00:08:17.800]  (中文)
[00:08:17.800 --> 00:08:18.800]  站起來好像有三十秒時間
[00:08:18.800 --> 00:08:19.800]  都沒有動
[00:08:19.800 --> 00:08:20.800]  那接著主持人就說
[00:08:20.800 --> 00:08:21.800]  快點出來拿獎吧
[00:08:21.800 --> 00:08:22.800]  Ellen代表你的組
[00:08:22.800 --> 00:08:23.800]  (中文)
[00:08:23.800 --> 00:08:24.800]  主持人就說
[00:08:24.800 --> 00:08:25.800]  你快點啦
[00:08:25.800 --> 00:08:26.800]  快點出來
[00:08:26.800 --> 00:08:27.800]  拿代表你們的獎
[00:08:27.800 --> 00:08:29.800]  (中文)
[00:08:29.800 --> 00:08:30.800]  我也走不出去
[00:08:30.800 --> 00:08:32.800]  (中文)
[00:08:32.800 --> 00:08:33.800]  那快點出來吧
[00:08:33.800 --> 00:08:35.800]  (中文)
[00:08:35.800 --> 00:08:36.800]  出不去啊
[00:08:36.800 --> 00:08:37.800]  (中文)
[00:08:37.800 --> 00:08:38.800]  為什麼你出不去啊
[00:08:38.800 --> 00:08:39.800]  (中文)
[00:08:39.800 --> 00:08:40.800]  為什麼你出不去呢
[00:08:40.800 --> 00:08:41.800]  (中文)
[00:08:41.800 --> 00:08:42.800]  我說旁邊那個組長拉著我的手
[00:08:42.800 --> 00:08:43.800]  (中文)
[00:08:43.800 --> 00:08:44.800]  組長拉著我的手
[00:08:44.800 --> 00:08:45.800]  (中文)
[00:08:45.800 --> 00:08:46.800]  他一直這樣在所有人面前說
[00:08:46.800 --> 00:08:47.800]  出去吧 Ellen 出去吧
[00:08:47.800 --> 00:08:48.800]  (中文)
[00:08:48.800 --> 00:08:49.800]  他嘴上一邊說你出去吧
[00:08:49.800 --> 00:08:50.800]  (中文)
[00:08:50.800 --> 00:08:51.800]  他手一直拉著我
[00:08:51.800 --> 00:08:52.800]  按著我
[00:08:52.800 --> 00:08:53.800]  我出不去啊
[00:08:53.800 --> 00:08:54.800]  (中文)
[00:08:54.800 --> 00:08:55.800]  手反而是拉著我
[00:08:55.800 --> 00:08:56.800]  (中文)
[00:08:56.800 --> 00:08:57.800]  他想等其他人說
[00:08:57.800 --> 00:08:58.800]  Ellen不要出了
[00:08:58.800 --> 00:08:59.800]  還是找組長出吧
[00:08:59.800 --> 00:09:00.800]  等到這一刻
[00:09:00.800 --> 00:09:01.800]  (中文)
[00:09:01.800 --> 00:09:02.800]  他想等其他人說
[00:09:02.800 --> 00:09:03.800]  Ellen你不要出了
[00:09:03.800 --> 00:09:04.800]  讓組長出去
[00:09:04.800 --> 00:09:05.800]  (中文)
[00:09:05.800 --> 00:09:06.800]  就是這件事被我開始看到
[00:09:06.800 --> 00:09:07.800]  (中文)
[00:09:07.800 --> 00:09:08.800]  這件事讓我開始看到
[00:09:08.800 --> 00:09:09.800]  (中文)
[00:09:09.800 --> 00:09:10.800]  原來在教會裏面
[00:09:10.800 --> 00:09:11.800]  (中文)
[00:09:11.800 --> 00:09:12.800]  在教會裏面
[00:09:12.800 --> 00:09:13.800]  (中文)
[00:09:13.800 --> 00:09:14.800]  玩遊戲
[00:09:14.800 --> 00:09:15.800]  (中文)
[00:09:15.800 --> 00:09:16.800]  玩遊戲
[00:09:16.800 --> 00:09:17.800]  (中文)
[00:09:17.800 --> 00:09:18.800]  都竟然有這樣的現象出現
[00:09:18.800 --> 00:09:19.800]  (中文)
[00:09:19.800 --> 00:09:20.800]  還有這樣的現象出現
[00:09:20.800 --> 00:09:21.800]  (中文)
[00:09:21.800 --> 00:09:22.800]  所以大英姐妹
[00:09:22.800 --> 00:09:23.800]  我由第一天回教會開始
[00:09:23.800 --> 00:09:24.800]  (中文)
[00:09:24.800 --> 00:09:25.800]  從第一天來教會
[00:09:25.800 --> 00:09:26.800]  很美麗
[00:09:26.800 --> 00:09:27.800]  (中文)
[00:09:27.800 --> 00:09:28.800]  覺得教會很美麗
[00:09:28.800 --> 00:09:29.800]  (中文)
[00:09:29.800 --> 00:09:30.800]  覺得大家都好像天使一樣
[00:09:30.800 --> 00:09:31.800]  (中文)
[00:09:31.800 --> 00:09:32.800]  其實大家好像都是天使一樣
[00:09:32.800 --> 00:09:33.800]  (中文)
[00:09:33.800 --> 00:09:34.800]  但是直到那一天
[00:09:34.800 --> 00:09:35.800]  這個遊戲之後
[00:09:35.800 --> 00:09:36.800]  (中文)
[00:09:36.800 --> 00:09:37.800]  到那個遊戲之後
[00:09:37.800 --> 00:09:38.800]  (中文)
[00:09:38.800 --> 00:09:39.800]  我才真正明白
[00:09:39.800 --> 00:09:40.800]  加爾文的神學
[00:09:40.800 --> 00:09:41.800]  (中文)
[00:09:41.800 --> 00:09:42.800]  我才真正明白
[00:09:42.800 --> 00:09:43.800]  那加爾文神學
[00:09:43.800 --> 00:09:44.800]  (中文)
[00:09:44.800 --> 00:09:45.800]  每個人都是罪人
[00:09:45.800 --> 00:09:46.800]  (中文)
[00:09:46.800 --> 00:09:47.800]  每個人都是罪人
[00:09:47.800 --> 00:09:48.800]  (中文)
[00:09:48.800 --> 00:09:49.800]  就算你認了罪
[00:09:49.800 --> 00:09:50.800]  悔了
[00:09:50.800 --> 00:09:51.800]  做了基督徒也好
[00:09:51.800 --> 00:09:52.800]  (中文)
[00:09:52.800 --> 00:09:53.800]  就算你認了罪
[00:09:53.800 --> 00:09:54.800]  悔了改
[00:09:54.800 --> 00:09:55.800]  (中文)
[00:09:55.800 --> 00:09:56.800]  無時無刻你的罪
[00:09:56.800 --> 00:09:57.800]  (中文)
[00:09:57.800 --> 00:09:58.800]  都會隨時用不同的形式出來
[00:09:58.800 --> 00:09:59.800]  (中文)
[00:09:59.800 --> 00:10:00.800]  無時無刻你的罪
[00:10:00.800 --> 00:10:01.800]  (中文)
[00:10:01.800 --> 00:10:02.800]  都會從不同的形式出來
[00:10:02.800 --> 00:10:03.800]  (中文)
[00:10:03.800 --> 00:10:04.800]  我自己也是
[00:10:04.800 --> 00:10:05.800]  (中文)
[00:10:05.800 --> 00:10:06.800]  所以我很緊守我自己的心
[00:10:06.800 --> 00:10:07.800]  (中文)
[00:10:07.800 --> 00:10:08.800]  我自己都會這樣
[00:10:08.800 --> 00:10:09.800]  (中文)
[00:10:09.800 --> 00:10:10.800]  所以很謹守
[00:10:10.800 --> 00:10:11.800]  (中文)
[00:10:11.800 --> 00:10:12.800]  免得我變成一個
[00:10:12.800 --> 00:10:13.800]  虛情假意的人
[00:10:13.800 --> 00:10:14.800]  (中文)
[00:10:14.800 --> 00:10:15.800]  免得自己成為一個
[00:10:15.800 --> 00:10:16.800]  虛情假意的人
[00:10:16.800 --> 00:10:17.800]  (中文)
[00:10:17.800 --> 00:10:18.800]  這個正正就是教會
[00:10:18.800 --> 00:10:19.800]  (中文)
[00:10:19.800 --> 00:10:20.800]  現在今時今日
[00:10:20.800 --> 00:10:21.800]  最普遍的情況
[00:10:21.800 --> 00:10:22.800]  (中文)
[00:10:22.800 --> 00:10:23.800]  這就是教會經常
[00:10:23.800 --> 00:10:24.800]  (中文)
[00:10:24.800 --> 00:10:25.800]  進入教會
[00:10:25.800 --> 00:10:26.800]  (中文)
[00:10:26.800 --> 00:10:27.800]  進入教會
[00:10:27.800 --> 00:10:28.800]  (中文)
[00:10:28.800 --> 00:10:29.800]  進入教會
[00:10:29.800 --> 00:10:30.800]  (中文)
[00:10:30.800 --> 00:10:31.800]  進入教會
[00:10:31.800 --> 00:10:32.800]  (中文)
[00:10:32.800 --> 00:10:33.800]  進入教會
