
[00:00:00.000 --> 00:00:04.000]  請姊妹們
[00:00:04.000 --> 00:00:09.000]  如果我跟你說一條充滿河水的河
[00:00:09.000 --> 00:00:11.000]  都可以火燭
[00:00:11.000 --> 00:00:14.000]  你大概會覺得很不可思議
[00:00:14.000 --> 00:00:17.000]  又或者你會覺得我是在吹水
[00:00:17.000 --> 00:00:20.000]  你會這樣反應是非常正常的
[00:00:20.000 --> 00:00:22.000]  畢竟我們做了這麼多年人
[00:00:22.000 --> 00:00:24.000]  都大概吃了不少的鹽
[00:00:24.000 --> 00:00:26.000]  累積了不少的經驗
[00:00:26.000 --> 00:00:28.000]  當聽到什麼一條河可以火燭
[00:00:28.000 --> 00:00:30.000]  這些奇怪的事
[00:00:30.000 --> 00:00:33.000]  覺得古怪都是很合理的
[00:00:33.000 --> 00:00:38.000]  不過大家可以先看一下這張照片
[00:00:38.000 --> 00:00:44.000]  話說在美國的俄亥俄州
[00:00:44.000 --> 00:00:46.000]  有一條河叫海霍加河
[00:00:46.000 --> 00:00:48.000]  在1969年6月的某一天
[00:00:48.000 --> 00:00:51.000]  這條河就突然間發生大火
[00:00:51.000 --> 00:00:54.000]  這張照片裡面的就是這條河
[00:00:54.000 --> 00:00:55.000]  相信你會很好奇
[00:00:55.000 --> 00:00:59.000]  究竟這條河為什麼會發生大火
[00:00:59.000 --> 00:01:03.000]  原來原因是因為當時的工業污染
[00:01:03.000 --> 00:01:05.000]  他們排污不妥當
[00:01:05.000 --> 00:01:08.000]  令這條河有很多浮游和垃圾
[00:01:08.000 --> 00:01:10.000]  當一輛火車在旁邊經過的時候
[00:01:10.000 --> 00:01:12.000]  它就產生了一些火花
[00:01:12.000 --> 00:01:16.000]  而這些火花就點燃了浮游形成大火
[00:01:16.000 --> 00:01:20.000]  事實上這次不是這條河第一次火燭
[00:01:20.000 --> 00:01:23.000]  由19世紀中開始有記錄的火燭
[00:01:23.000 --> 00:01:25.000]  足足有13次
[00:01:25.000 --> 00:01:28.000]  只不過1969年的這次海霍加河大火
[00:01:28.000 --> 00:01:32.000]  是得到最多報道的一次
[00:01:32.000 --> 00:01:35.000]  因而也成為最著名的一次
[00:01:35.000 --> 00:01:37.000]  其實如果你剛好有留意
[00:01:37.000 --> 00:01:39.000]  幾個月前在墨西哥灣都發生了一次
[00:01:39.000 --> 00:01:41.000]  很類似的事件
[00:01:41.000 --> 00:01:45.000]  大家可以看一下第二張照片
[00:01:45.000 --> 00:01:46.000]  7月的時候
[00:01:46.000 --> 00:01:49.000]  墨西哥灣海底管道的天然氣洩漏
[00:01:49.000 --> 00:01:53.000]  就引發了這場名符其實的火海
[00:01:53.000 --> 00:01:55.000]  如果你以前沒見過這些照片
[00:01:55.000 --> 00:01:57.000]  剛才一看它們
[00:01:57.000 --> 00:01:59.000]  你應該會覺得很難以置信
[00:01:59.000 --> 00:02:02.000]  因為這些照片都很違反我們的認知
[00:02:02.000 --> 00:02:04.000]  我們的經驗告訴我們
[00:02:04.000 --> 00:02:06.000]  水是用來滅火的
[00:02:06.000 --> 00:02:09.000]  所以說一條河或者海灣可以火燭
[00:02:09.000 --> 00:02:12.000]  我們會覺得很難相信
[00:02:12.000 --> 00:02:15.000]  事實上我們每一個都會依賴我們的經驗
[00:02:15.000 --> 00:02:18.000]  和我們的經歷去生活去判斷事情
[00:02:18.000 --> 00:02:20.000]  這些經驗和經歷都是好的
[00:02:20.000 --> 00:02:22.000]  它們幫助我們成為一個
[00:02:22.000 --> 00:02:25.000]  更加有經驗更加成熟的人
[00:02:25.000 --> 00:02:27.000]  但若果有一天
[00:02:27.000 --> 00:02:30.000]  我們過往的經驗和經歷
[00:02:30.000 --> 00:02:32.000]  反而變成了阻礙
[00:02:32.000 --> 00:02:36.000]  阻礙我們開放接收新的經驗和經歷
[00:02:36.000 --> 00:02:37.000]  問題就來了
[00:02:37.000 --> 00:02:40.000]  譬如如果有個人見到剛才那兩張照片
[00:02:40.000 --> 00:02:42.000]  就一口咬定它們是假的
[00:02:42.000 --> 00:02:43.000]  是電腦特效來的
[00:02:43.000 --> 00:02:46.000]  因為有水的地方沒理由有火
[00:02:46.000 --> 00:02:49.000]  無論怎樣說它都不嘗試去理解
[00:02:49.000 --> 00:02:53.000]  它就是不開放接收新的資訊
[00:02:53.000 --> 00:02:56.000]  新的經驗和經歷
[00:02:56.000 --> 00:02:57.000]  你可能會覺得
[00:02:57.000 --> 00:02:58.000]  如果真的是這樣
[00:02:58.000 --> 00:03:00.000]  是這個人特別頑固
[00:03:00.000 --> 00:03:02.000]  或者我舉另一個例子
[00:03:02.000 --> 00:03:05.000]  可能大家見過的例子
[00:03:05.000 --> 00:03:10.000]  如果有個人覺得以前的日子很風光
[00:03:10.000 --> 00:03:11.000]  經常懷緬過去
[00:03:11.000 --> 00:03:13.000]  去到一個地步
[00:03:13.000 --> 00:03:14.000]  覺得現在的日子
[00:03:14.000 --> 00:03:18.000]  無論怎樣都不會有以前那麼好
[00:03:18.000 --> 00:03:21.000]  他其實都很可能是受困了
[00:03:21.000 --> 00:03:24.000]  在他過往的經驗和經歷裏面
[00:03:24.000 --> 00:03:26.000]  其實在我們的信仰歷程裏面
[00:03:26.000 --> 00:03:31.000]  我們同樣有這種受困在過往經驗經歷的陷阱
[00:03:31.000 --> 00:03:33.000]  為什麼這樣說呢
[00:03:33.000 --> 00:03:35.000]  因為在我們的信仰歷程裏面
[00:03:35.000 --> 00:03:39.000]  我們都有我們自己對神的經歷
[00:03:39.000 --> 00:03:44.000]  這些經歷固然讓當時的我們更加親近神
[00:03:44.000 --> 00:03:47.000]  這些經歷每一點一滴都是真實
[00:03:47.000 --> 00:03:49.000]  都是有血有汗
[00:03:49.000 --> 00:03:52.000]  但是這些經歷真實還真實
[00:03:52.000 --> 00:03:53.000]  我們要小心
[00:03:53.000 --> 00:03:58.000]  我們會不會沉醉在這些過往的經驗和經歷裏面
[00:03:58.000 --> 00:04:05.000]  令到他們反而阻礙我們現在去盡心和神的關係
[00:04:05.000 --> 00:04:06.000]  又或者這樣說
[00:04:06.000 --> 00:04:10.000]  我們要留心我們在信仰上面的經歷
[00:04:10.000 --> 00:04:15.000]  會不會反過來成為了我們信仰的限制
[00:04:15.000 --> 00:04:17.000]  讓我們今天一起反思這個問題
[00:04:17.000 --> 00:04:20.000]  讓我們今天一起中讀經文
[00:04:20.000 --> 00:04:29.000]  那在滄海中開渡
[00:04:29.000 --> 00:04:31.000]  在大水中開路
[00:04:31.000 --> 00:04:36.000]  使戰車馬匹軍兵勇士一同出來
[00:04:36.000 --> 00:04:39.000]  使他們撲倒不再起來
[00:04:39.000 --> 00:04:44.000]  使他們滅沒好像熄滅之燈火的耶和華
[00:04:44.000 --> 00:04:45.000]  如此說
[00:04:45.000 --> 00:04:48.000]  你們不要追念從前的事
[00:04:48.000 --> 00:04:50.000]  也不要思想古時的事
[00:04:50.000 --> 00:04:53.000]  看啊我要行一件新事
[00:04:53.000 --> 00:04:55.000]  如今就要顯明
[00:04:55.000 --> 00:04:57.000]  你們豈不知道嗎
[00:04:57.000 --> 00:05:00.000]  我必在曠野開道路
