
[00:00:00.000 --> 00:00:02.000]  我哋一齊祈禱
[00:00:02.000 --> 00:00:04.000]  天父我哋感謝你
[00:00:04.000 --> 00:00:07.000]  因為我哋可以永永遠遠
[00:00:07.000 --> 00:00:09.000]  倚靠你嘅慈愛
[00:00:09.000 --> 00:00:11.000]  主我哋深深知道
[00:00:11.000 --> 00:00:13.000]  你所賜嘅救恩
[00:00:13.000 --> 00:00:16.000]  係牢固嘅盼望
[00:00:16.000 --> 00:00:19.000]  好似站立喺盤石上面
[00:00:19.000 --> 00:00:21.000]  唔會動搖
[00:00:21.000 --> 00:00:22.000]  你又話俾我哋知道
[00:00:22.000 --> 00:00:23.000]  倚靠耶和華嘅人
[00:00:23.000 --> 00:00:25.000]  好似石安山
[00:00:25.000 --> 00:00:27.000]  永不動搖
[00:00:27.000 --> 00:00:29.000]  主我哋到你面前
[00:00:29.000 --> 00:00:32.000]  我哋同心求恩主
[00:00:32.000 --> 00:00:33.000]  俾我哋深刻睇到
[00:00:33.000 --> 00:00:35.000]  你自己嘅信實
[00:00:35.000 --> 00:00:37.000]  我哋知道信靠你
[00:00:37.000 --> 00:00:39.000]  亦都常常快樂
[00:00:39.000 --> 00:00:41.000]  平安嘅跟隨你
[00:00:41.000 --> 00:00:43.000]  現今當我哋再思想返
[00:00:43.000 --> 00:00:45.000]  聖經你自己嘅說話
[00:00:45.000 --> 00:00:46.000]  求主嘅聖靈
[00:00:46.000 --> 00:00:48.000]  喺我哋心中引導
[00:00:48.000 --> 00:00:50.000]  又指教我哋
[00:00:50.000 --> 00:00:52.000]  我哋祈禱奉耶穌基督
[00:00:52.000 --> 00:00:53.000]  成名求
[00:00:53.000 --> 00:00:55.000]  阿們
[00:00:55.000 --> 00:00:56.000]  我哋揭翻開
[00:00:56.000 --> 00:01:00.000]  馬提方第六章剛才讀嘅經文
[00:01:00.000 --> 00:01:05.000]  我哋提到
[00:01:05.000 --> 00:01:08.000]  彭信不再思慮
[00:01:08.000 --> 00:01:10.000]  我開始時候提一提
[00:01:10.000 --> 00:01:11.000]  就係大家如果有留意到
[00:01:11.000 --> 00:01:15.000]  香港人嘅一般嘅精神狀況
[00:01:15.000 --> 00:01:17.000]  我睇到一啲嘅報道
[00:01:17.000 --> 00:01:19.000]  講到香港人嘅一個
[00:01:19.000 --> 00:01:21.000]  一個非正式嘅調查
[00:01:21.000 --> 00:01:24.000]  發現差唔多有一百萬人
[00:01:24.000 --> 00:01:29.000]  有不同程度嘅抑鬱嘅徵象
[00:01:29.000 --> 00:01:32.000]  我估我哋中間都有唔少嘅弟兄姊妹
[00:01:32.000 --> 00:01:35.000]  可能都經歷呢啲嘅難處
[00:01:35.000 --> 00:01:38.000]  好多嘅成因我哋唔喺度分析
[00:01:38.000 --> 00:01:40.000]  但係對於教徒嚟講
[00:01:40.000 --> 00:01:43.000]  我哋常常都會喺聖經裏面睇到
[00:01:43.000 --> 00:01:45.000]  就係我哋相信嘅呢位上帝
[00:01:45.000 --> 00:01:48.000]  佢係掌管我哋生命嘅上帝
[00:01:48.000 --> 00:01:50.000]  每一件事情
[00:01:50.000 --> 00:01:54.000]  無論大小都喺佢嘅掌權當中
[00:01:54.000 --> 00:01:58.000]  你都知道呢位上帝係看顧人嘅上帝
[00:01:58.000 --> 00:02:00.000]  我哋常常唱首詩歌
[00:02:00.000 --> 00:02:02.000]  天父必看顧
[00:02:02.000 --> 00:02:06.000]  如果呢位上帝掌管住我生命嘅每一步
[00:02:06.000 --> 00:02:09.000]  佢又係看顧我嘅主
[00:02:09.000 --> 00:02:15.000]  點解我哋要去憂慮呢?
[00:02:15.000 --> 00:02:17.000]  當去到馬特方嘅時候
[00:02:17.000 --> 00:02:20.000]  喺主耶穌面對住一班佢嘅門徒
[00:02:20.000 --> 00:02:22.000]  喺登山寶墳入面
[00:02:22.000 --> 00:02:25.000]  就清楚發出一個對我哋嘅勉勵
[00:02:25.000 --> 00:02:27.000]  無錯我哋有軟弱
[00:02:27.000 --> 00:02:30.000]  但主一路勉勵我哋不要憂慮
[00:02:30.000 --> 00:02:32.000]  喺短短幾節經文當中
[00:02:32.000 --> 00:02:34.000]  你數一數就發覺
[00:02:34.000 --> 00:02:36.000]  主耶穌講咗四次
[00:02:36.000 --> 00:02:40.000]  不要憂慮
[00:02:40.000 --> 00:02:44.000]  另外講咗一次為何憂慮
[00:02:44.000 --> 00:02:47.000]  唔必要嘅唔需要嘅
[00:02:47.000 --> 00:02:49.000]  點解要憂慮呢?
[00:02:49.000 --> 00:02:53.000]  然後一路勉勵我哋離開憂慮
[00:02:53.000 --> 00:02:57.000]  畀我哋不必要嘅一啲嘅壓力同埋影響
[00:02:57.000 --> 00:02:59.000]  喺開始時候你睇返聖經
[00:02:59.000 --> 00:03:01.000]  聖經就有三處地方
[00:03:01.000 --> 00:03:05.000]  提到主耶穌勉勵我哋要專一嘅信靠神
[00:03:05.000 --> 00:03:08.000]  然後講咗三個嘅比喻
[00:03:08.000 --> 00:03:11.000]  職才在天裏面嘅光
[00:03:11.000 --> 00:03:14.000]  同埋不能侍奉兩個主
[00:03:14.000 --> 00:03:18.000]  我哋先睇返聖經嘅第十九節
[00:03:18.000 --> 00:03:21.000]  不可為自己在地上積聚財寶
[00:03:21.000 --> 00:03:24.000]  因為地上有蟲蛀有獸侵蝕
[00:03:24.000 --> 00:03:27.000]  有賊掘洞來偷
[00:03:27.000 --> 00:03:31.000]  要為自己積聚財寶在天上
[00:03:31.000 --> 00:03:33.000]  那裡沒有蟲蛀獸蝕
[00:03:33.000 --> 00:03:37.000]  也沒有賊掘洞來偷
[00:03:37.000 --> 00:03:40.000]  幾句嘅說話好清楚講出一件事實
[00:03:40.000 --> 00:03:43.000]  就係財寶係會有變化
[00:03:43.000 --> 00:03:47.000]  財寶嘅價值係會改變
[00:03:47.000 --> 00:03:48.000]  我諗我唔需要多講
[00:03:48.000 --> 00:03:52.000]  大家都會好多體驗好多體會
[00:03:52.000 --> 00:03:55.000]  香港人經歷過好幾次嘅金融風暴
[00:03:55.000 --> 00:03:59.000]  好深刻體會到錢財嘅無定向
