
[00:00:00.000 --> 00:00:02.940]  今天跟大家一起來看一個經文
[00:00:02.940 --> 00:00:06.640]  不是我們平時看的馬學福音
[00:00:06.640 --> 00:00:11.120]  我轉一轉看了《路加福音》的第七章
[00:00:11.120 --> 00:00:16.240]  這段經文我相信是聖經當中一個比較特別的安排
[00:00:16.240 --> 00:00:18.860]  如果我們看四卷的福音書裡面
[00:00:18.860 --> 00:00:23.600]  其實就只有《路加福音》記載了這個事件
[00:00:23.600 --> 00:00:27.000]  所以我很想跟大家這次來看看《路加福音》
[00:00:27.000 --> 00:00:31.800]  耶穌發生的事件給我們有什麼教導
[00:00:31.800 --> 00:00:32.840]  今天的主題是
[00:00:32.840 --> 00:00:39.000]  在神的愛裡面經歷了判斷、赦免和迴轉
[00:00:39.000 --> 00:00:41.440]  真的好像剛才我們所讀的體應經文
[00:00:41.440 --> 00:00:43.880]  或者是施班所獻上的詩歌一樣
[00:00:43.880 --> 00:00:46.580]  我們都要多一點來到耶穌的面前
[00:00:46.580 --> 00:00:49.040]  經歷祂這一份的赦免
[00:00:49.040 --> 00:00:50.880]  以致我們可以迴轉
[00:00:50.880 --> 00:00:54.560]  所以從今天這個《路加福音》第七章裡面的一個事件的發生
[00:00:54.560 --> 00:00:58.360]  正正就是一個很重要的提醒
[00:00:58.360 --> 00:01:00.920]  這是一個什麼樣的場景呢?
[00:01:00.920 --> 00:01:04.040]  如果大家從開始看就知道是一個法利塞人
[00:01:04.040 --> 00:01:07.000]  去請耶穌到他家裡吃飯
[00:01:07.000 --> 00:01:13.480]  這是當時猶太人的一個頗為常有的飯局
[00:01:13.480 --> 00:01:18.240]  就是有些人會請一位老師拉比到他家裡
[00:01:18.240 --> 00:01:19.360]  一起吃飯
[00:01:19.360 --> 00:01:21.160]  但是當然吃飯也不是最重要的
[00:01:21.160 --> 00:01:23.240]  其實在他家裡吃飯最重要的是什麼呢?
[00:01:23.240 --> 00:01:28.560]  就是要聽拉比老師的講道教訓
[00:01:28.560 --> 00:01:30.760]  而他們又會很公開的
[00:01:30.760 --> 00:01:34.640]  可以通知社區裡面的人
[00:01:34.640 --> 00:01:35.920]  他們可以自由出入
[00:01:35.920 --> 00:01:39.160]  來這個人的家裡面聽道
[00:01:39.160 --> 00:01:42.080]  當然未必包他吃飯
[00:01:42.080 --> 00:01:44.120]  但是至少都可以來聽一下道
[00:01:44.120 --> 00:01:46.800]  有一點像我們現代教會聚會
[00:01:46.800 --> 00:01:49.600]  我們基本上大部分都是打開門
[00:01:49.600 --> 00:01:51.600]  我們就可以歡迎任何人來
[00:01:51.600 --> 00:01:54.440]  所以這個就是歡迎任何人到
[00:01:54.440 --> 00:01:56.360]  有什麼人都有
[00:01:56.360 --> 00:01:59.720]  有一個女人很想來聽耶穌的講道
[00:01:59.720 --> 00:02:02.560]  甚至很想去向耶穌表達一些
[00:02:02.560 --> 00:02:04.360]  她的表達
[00:02:04.360 --> 00:02:07.480]  但是她沒有想到也被人留意到
[00:02:07.480 --> 00:02:09.960]  其實她以為沒有什麼人注意她
[00:02:09.960 --> 00:02:12.240]  但是這個主人家
[00:02:12.240 --> 00:02:15.040]  西門就留意到這個人
[00:02:15.040 --> 00:02:18.360]  所以就和耶穌有一番對話
[00:02:18.360 --> 00:02:21.600]  經文一個最重要的主題就是
[00:02:21.600 --> 00:02:25.920]  耶穌的赦免和人的迴轉
[00:02:25.920 --> 00:02:29.520]  他們透過一個法利策人和一個女人作為比較
[00:02:29.520 --> 00:02:31.600]  而帶出在神的愛裡面
[00:02:31.600 --> 00:02:35.320]  經歷的判斷、赦免和迴轉
[00:02:35.320 --> 00:02:37.200]  如果大家有留意剛才我們所讀的經文
[00:02:37.200 --> 00:02:39.720]  提到這個法利策人或者同籍的人
[00:02:39.720 --> 00:02:42.320]  他們心裡說
[00:02:42.320 --> 00:02:48.440]  我想和這個女人心裡信作為一個對比
[00:02:48.440 --> 00:02:50.400]  這個女人可能
[00:02:50.400 --> 00:02:53.640]  我們不太覺得她有表達去信耶穌
[00:02:53.640 --> 00:02:55.160]  但是耶穌在最後的時候說道
[00:02:55.160 --> 00:02:56.440]  你的信救了你
[00:02:56.440 --> 00:02:58.640]  平平安安的回去吧
[00:02:58.640 --> 00:02:59.920]  我們很相信這個也是
[00:02:59.920 --> 00:03:02.120]  在福音書裡面我們都有印象
[00:03:02.120 --> 00:03:04.240]  其實不少都是這樣的情況
[00:03:04.240 --> 00:03:06.720]  有人和耶穌相遇的時候
[00:03:06.720 --> 00:03:08.160]  不一定表達他要信
[00:03:08.160 --> 00:03:11.280]  但是耶穌就很知道這個人對他的信
[00:03:11.280 --> 00:03:14.040]  所以就告訴他你的信救了你
[00:03:14.040 --> 00:03:16.280]  所以這是他心裡的信
[00:03:16.280 --> 00:03:20.480]  而對比就是法利策人的心裡說
[00:03:20.480 --> 00:03:23.840]  心裡說和心裡信很明顯的不同是什麼呢?
[00:03:23.840 --> 00:03:25.800]  心裡說其實是一種什麼?
[00:03:25.800 --> 00:03:28.040]  判斷
[00:03:28.040 --> 00:03:30.840]  心裡看到這個女人尼出現
[00:03:30.840 --> 00:03:33.000]  和耶穌做了一些事情
[00:03:33.000 --> 00:03:35.320]  他口不說的
[00:03:35.320 --> 00:03:36.800]  心裡面說
[00:03:36.800 --> 00:03:39.200]  人們看到耶穌赦罪
[00:03:39.200 --> 00:03:41.880]  又心裡面說又口又不說
[00:03:41.880 --> 00:03:45.960]  我不知道大家有沒有間中有這樣的狀況呢?
[00:03:45.960 --> 00:03:48.160]  有時候看到一些事情不會說出聲
[00:03:48.160 --> 00:03:51.560]  但是心裡可能就是
[00:03:51.560 --> 00:03:54.840]  這裡其實就是心裡面做了一些判斷
[00:03:54.840 --> 00:03:57.880]  所以我們中國人有一句話也很有意思的
[00:03:57.880 --> 00:04:01.320]  他說我們每個人心裡面都有一把什麼?
[00:04:01.320 --> 00:04:02.320]  尺
[00:04:02.320 --> 00:04:03.680]  每個人心裡面有一把尺
[00:04:03.680 --> 00:04:06.120]  所以有時候面對一些事情
[00:04:06.120 --> 00:04:09.280]  我們都會有不同的判斷
[00:04:09.280 --> 00:04:11.800]  會想想這個事件
[00:04:11.800 --> 00:04:14.280]  這個人到底是一個怎樣的事件
[00:04:14.280 --> 00:04:15.480]  怎樣的人
[00:04:15.480 --> 00:04:20.040]  所以這個心裡說顯明法利策人其實在做不同的判斷
[00:04:20.040 --> 00:04:23.200]  甚至可能他後來講到一些批評
[00:04:23.200 --> 00:04:26.800]  批評這個女人為什麼會這樣做這些事情
[00:04:26.800 --> 00:04:28.800]  但是耶穌的回應是什麼呢?
[00:04:28.800 --> 00:04:30.760]  耶穌的回應就講到
[00:04:30.760 --> 00:04:33.280]  主人西門
[00:04:33.280 --> 00:04:35.800]  當耶穌進入這間屋的時候
[00:04:35.800 --> 00:04:41.080]  祂沒有盡了祂做主人的一些應該做的接待
[00:04:41.080 --> 00:04:42.920]  我們有一點印象也知道
[00:04:42.920 --> 00:04:44.960]  通常進入猶太人的家裡
[00:04:44.960 --> 00:04:46.920]  就會跟他們洗腳
[00:04:46.920 --> 00:04:50.160]  主人安排一些僕人
[00:04:50.160 --> 00:04:53.000]  但是這裡耶穌就講到這個女人
[00:04:53.000 --> 00:04:56.880]  做了很多不同的行動去表達、表示
[00:04:56.880 --> 00:04:58.640]  其實祂所做的事情是什麼呢?
[00:04:58.640 --> 00:05:00.840]  是主人應該做的
[00:05:00.840 --> 00:05:04.160]  反而西門這個主人沒有什麼行動
[00:05:04.160 --> 00:05:06.400]  而這個女人有行動
[00:05:06.400 --> 00:05:09.240]  所以就做了一個不同的對比
[00:05:09.240 --> 00:05:11.160]  這個有行動和沒有行動
[00:05:11.160 --> 00:05:13.640]  其實可能都是讓我們聯想到
[00:05:13.640 --> 00:05:15.520]  其中一個提到是什麼呢?
[00:05:15.520 --> 00:05:19.960]  就是赦免少和赦免多
[00:05:19.960 --> 00:05:24.880]  有時候當耶穌告訴西門這個女人做了什麼
[00:05:24.880 --> 00:05:27.480]  而她進來後沒有做什麼的時候
[00:05:27.480 --> 00:05:30.160]  就說到這個女人表達的愛多
[00:05:30.160 --> 00:05:32.040]  她的赦免又多
[00:05:32.040 --> 00:05:35.160]  而赦免少就愛少
[00:05:35.160 --> 00:05:40.280]  她又用了一個債主和兩個欠債的人的例子
[00:05:40.280 --> 00:05:43.280]  來讓西門知道
[00:05:43.280 --> 00:05:46.080]  其實這個女人她所做的是什麼呢?
[00:05:46.080 --> 00:05:48.480]  是一個叫做未蒙赦免
[00:05:48.480 --> 00:05:52.480]  已經感恩的行動
[00:05:52.480 --> 00:05:55.000]  如果你說正式來講這段經文最後一節
[00:05:55.000 --> 00:05:56.920]  才講到你的信救了你
[00:05:56.920 --> 00:05:58.960]  你平平安安回去
[00:05:58.960 --> 00:06:02.320]  其實正式的赦免就在最後一節經文才出現
[00:06:02.320 --> 00:06:04.280]  但這個女人所做的是之前
[00:06:04.280 --> 00:06:08.160]  見到耶穌在房子裡她已經用她的眼淚
[00:06:08.160 --> 00:06:12.440]  用她的香膏來對耶穌做了一些表達
[00:06:12.440 --> 00:06:13.880]  所以有時候我們會回顧
[00:06:13.880 --> 00:06:16.840]  和後來耶穌說到赦免少、赦免多的時候
[00:06:16.840 --> 00:06:18.360]  我們有時候會有些聯想
[00:06:18.360 --> 00:06:23.040]  會以為是不是因為這個女人的行動做了很多事情
[00:06:23.040 --> 00:06:26.280]  所以她蒙赦免就多一點呢?
[00:06:26.280 --> 00:06:30.760]  我相信這個仍然是我們回到我們所經歷的基督信仰的時候
[00:06:30.760 --> 00:06:33.960]  我們不是用行為
[00:06:33.960 --> 00:06:36.800]  不是以我能夠做到多少的事情
[00:06:36.800 --> 00:06:39.240]  我就可以得到神的赦免
[00:06:39.240 --> 00:06:41.040]  得到神的恩典
[00:06:41.040 --> 00:06:44.160]  好像我就可以得到些什麼
[00:06:44.160 --> 00:06:45.960]  在教會、在信仰裡面
[00:06:45.960 --> 00:06:48.080]  其實完全都不是因為這樣
[00:06:48.080 --> 00:06:50.520]  我們很相信這個女人給我們的看見就是
[00:06:50.520 --> 00:06:53.600]  她未蒙赦免已經先感恩
[00:06:53.600 --> 00:06:55.360]  她就有這個行動
[00:06:55.360 --> 00:06:57.080]  所以她的行動是什麼?
[00:06:57.080 --> 00:07:00.560]  是一個去蒙赦免的證明
[00:07:00.560 --> 00:07:04.000]  是去表達她對耶穌的感恩
[00:07:04.000 --> 00:07:07.360]  是表達她心中那份對耶穌的愛
[00:07:07.360 --> 00:07:10.800]  她經歷的愛也是多
[00:07:10.800 --> 00:07:12.560]  所以這個是耶穌所說的
[00:07:12.560 --> 00:07:15.320]  所以我們千萬不要誤會
[00:07:15.320 --> 00:07:17.240]  因為這個女人做了很多事情
[00:07:17.240 --> 00:07:18.520]  她就得到赦免
[00:07:18.520 --> 00:07:21.560]  這只不過是一個所謂的因果的關係
[00:07:21.560 --> 00:07:24.520]  但完全是這段經文不是要表達這個
[00:07:24.520 --> 00:07:28.000]  是表達這個女人是蒙赦免一個證明
[00:07:28.000 --> 00:07:31.680]  她在未赦免之前已經用了
[00:07:31.680 --> 00:07:34.440]  有這個感恩的行動來表達
[00:07:34.440 --> 00:07:36.080]  她對耶穌的愛
[00:07:36.080 --> 00:07:38.520]  我們相信也是一個她經歷了耶穌
[00:07:38.520 --> 00:07:41.760]  經歷了神給她這份的愛
[00:07:41.760 --> 00:07:43.680]  這個也是有時候我們可以看見
[00:07:43.680 --> 00:07:46.240]  從一些行動反應的時候
[00:07:46.240 --> 00:07:47.520]  我們可以認識一個人
[00:07:47.520 --> 00:07:51.120]  她到底是不是真的認錯的心態
[00:07:51.120 --> 00:07:53.960]  有時候可能表面只不過是做了一些事情
[00:07:53.960 --> 00:07:58.000]  但其實這個人心裡面到底是不是真的認錯呢?
[00:07:58.000 --> 00:08:03.400]  其實有時候我們也要學習去做一個正確的判斷
[00:08:03.400 --> 00:08:06.000]  這段經文最重要提醒我們
[00:08:06.000 --> 00:08:10.760]  只有耶穌可以得到一個完全正確的判斷
[00:08:10.760 --> 00:08:12.520]  以及赦免
[00:08:12.520 --> 00:08:14.080]  耶穌很願意赦免人
[00:08:14.080 --> 00:08:16.560]  祂期望人的回轉
[00:08:16.560 --> 00:08:17.960]  這個是這段經文裡面
[00:08:17.960 --> 00:08:21.720]  透過這個女人經歷這個赦免的因典
[00:08:21.720 --> 00:08:24.680]  其實耶穌在這段經文裡面可以看見
[00:08:24.680 --> 00:08:28.880]  西門法利賽人做了不少的判斷
[00:08:28.880 --> 00:08:32.760]  但耶穌其實不想做判斷
[00:08:32.760 --> 00:08:35.720]  當然耶穌是可以做最正確的判斷
[00:08:35.720 --> 00:08:40.960]  但耶穌最想是將這份赦免的因典賜給人
[00:08:40.960 --> 00:08:44.000]  但更加是期望人的回轉
[00:08:44.000 --> 00:08:46.480]  所以在最後的時候提醒這個女人
[00:08:46.480 --> 00:08:48.520]  你的信救了你
[00:08:48.520 --> 00:08:50.680]  你已經得到這份赦免的因典
[00:08:50.680 --> 00:08:52.760]  平平安安回去
[00:08:52.760 --> 00:08:56.120]  是提醒她要重新回轉
[00:08:56.120 --> 00:08:57.800]  成為一個新做的人
[00:08:57.800 --> 00:09:01.160]  要經歷新生命的健康
[00:09:01.160 --> 00:09:04.600]  這個才是得到赦免因典之後
[00:09:04.600 --> 00:09:07.560]  人應該有的回轉回應
[00:09:07.560 --> 00:09:12.080]  所以耶穌是很希望人經歷這份赦免
[00:09:12.080 --> 00:09:14.360]  只不過人是否醒悟到
[00:09:14.360 --> 00:09:17.240]  生命需要赦免呢?
[00:09:17.240 --> 00:09:19.160]  需要主的赦免呢?
[00:09:19.160 --> 00:09:21.720]  這個正正剛才我在祈禱之前
[00:09:21.720 --> 00:09:25.000]  和大家一起禱告之前提醒
[00:09:25.000 --> 00:09:26.840]  其實我們每天都需要
[00:09:26.840 --> 00:09:31.320]  我們要仰望神給我們這份赦免的因典
[00:09:31.320 --> 00:09:35.800]  不只是單單每天來求耶穌的同在、同行
[00:09:35.800 --> 00:09:38.360]  更加是要醒悟我們的生命
[00:09:38.360 --> 00:09:41.640]  其實是不斷需要經歷主的赦免
[00:09:41.640 --> 00:09:44.120]  所以在這段經文裏面提醒我們
[00:09:44.120 --> 00:09:48.280]  耶穌才是那位完全可以判斷我們的神
[00:09:48.280 --> 00:09:52.200]  亦是很願意把赦免的因典給我們的神
[00:09:52.200 --> 00:09:55.960]  但人的回應就是要經歷這份因典之後
[00:09:55.960 --> 00:10:00.760]  回轉更新
[00:10:00.760 --> 00:10:02.280]  在這段經文裏面
[00:10:02.280 --> 00:10:04.280]  亦可以讓我們學習甚麼呢?
[00:10:04.280 --> 00:10:09.560]  就是我們去做一些判斷的時候的考量
[00:10:09.560 --> 00:10:13.320]  人到底是否真的不能夠做判斷呢?
[00:10:13.320 --> 00:10:15.400]  只有耶穌才是完全正確
[00:10:15.400 --> 00:10:20.760]  那人是否做不到、不可以做、不能夠做呢?
[00:10:20.760 --> 00:10:26.200]  我想在耶穌其他一些情況的時候
[00:10:26.200 --> 00:10:28.040]  都有一類似的教導
[00:10:28.040 --> 00:10:30.280]  可以幫我們去更加認識
[00:10:30.280 --> 00:10:32.520]  在《馬達福音》的登山補訓
[00:10:32.520 --> 00:10:33.960]  我不知道大家有沒有印象
[00:10:33.960 --> 00:10:35.720]  其中一段是說到這樣的
[00:10:35.720 --> 00:10:37.880]  祂說你們不要評斷人
[00:10:37.880 --> 00:10:40.440]  上帝就不會審斷你們
[00:10:40.440 --> 00:10:43.080]  因為你怎樣去評斷人的時候
[00:10:43.080 --> 00:10:46.440]  上帝要照樣審斷你們
[00:10:46.440 --> 00:10:48.680]  這裏一開始說不要評斷人
[00:10:48.680 --> 00:10:52.280]  我相信不是說我們不能夠去做判斷
[00:10:52.280 --> 00:10:53.640]  或者不可以
[00:10:53.640 --> 00:10:55.960]  其實祂只不過提醒我們甚麼呢?
[00:10:55.960 --> 00:10:59.480]  你要知道當你怎樣去判斷
