
[00:00:00.000 --> 00:00:02.100]  我們一起低頭禱告
[00:00:02.100 --> 00:00:08.100]  現在天父深深感謝祢
[00:00:08.100 --> 00:00:10.600]  祢今天早晨要藉著祢的話語來
[00:00:10.600 --> 00:00:12.800]  祝福我們每一個人的生命
[00:00:12.800 --> 00:00:16.400]  主讓求祢的聖靈開啟我們的心
[00:00:16.400 --> 00:00:19.800]  讓我們能夠領受祢藉著話語對我們的祝福
[00:00:19.800 --> 00:00:22.600]  這樣禱告是靠耶穌基督的聖名
[00:00:22.600 --> 00:00:23.600]  Amen
[00:00:23.600 --> 00:00:29.100]  好這一段經文一共十三節
[00:00:29.100 --> 00:00:31.500]  我們可以分成三個段落
[00:00:31.500 --> 00:00:35.000]  第一個段落是十三章的一到三節
[00:00:35.000 --> 00:00:38.000]  是講到說讓愛站出來的原因
[00:00:38.000 --> 00:00:40.500]  然後第二個段落是四到七節
[00:00:40.500 --> 00:00:42.500]  是讓愛站出來的態度
[00:00:42.500 --> 00:00:45.000]  然後第三個段落是八到十三節
[00:00:45.000 --> 00:00:48.200]  是講到讓愛站出來的價值
[00:00:48.200 --> 00:00:53.700]  那一到三節讓愛站出來原因有兩個原因
[00:00:53.700 --> 00:00:57.800]  第一個原因就是一到二節是告訴我們說
[00:00:57.800 --> 00:01:01.100]  愛讓恩賜發揮功能
[00:01:01.100 --> 00:01:04.800]  那一到二節讓我們看見有方言的恩賜
[00:01:04.800 --> 00:01:08.100]  天使的話語的恩賜
[00:01:08.100 --> 00:01:10.100]  先知講道的能力
[00:01:10.100 --> 00:01:12.100]  還有各樣奧秘各樣知識
[00:01:12.100 --> 00:01:13.600]  還有前輩的信
[00:01:13.600 --> 00:01:15.800]  能夠以山倒海的信心
[00:01:15.800 --> 00:01:21.400]  如果沒有愛都是一場虛空
[00:01:21.400 --> 00:01:25.700]  就是全都沒有意義了
[00:01:25.700 --> 00:01:30.600]  那第三節呢是告訴我們
[00:01:30.600 --> 00:01:34.300]  善行 愛讓善行達到功效
[00:01:34.300 --> 00:01:38.000]  就是第三節講到
[00:01:38.000 --> 00:01:41.100]  能夠將所有的洲際窮人的善行
[00:01:41.100 --> 00:01:43.700]  還有蛇起身教人焚燒的善行
[00:01:43.700 --> 00:01:46.100]  如果沒有愛在其中
[00:01:46.100 --> 00:01:51.300]  這些善行也是對我們的生命一點益處都沒有
[00:01:51.300 --> 00:01:52.800]  那因為這樣子呢
[00:01:52.800 --> 00:01:54.900]  所以我們要讓愛站出來
[00:01:54.900 --> 00:01:57.700]  所以四到七節就告訴我們
[00:01:57.700 --> 00:02:00.100]  那怎麼樣讓愛站出來呢
[00:02:00.100 --> 00:02:02.900]  我們要採取什麼樣的態度呢
[00:02:02.900 --> 00:02:06.800]  四到七節其實是我們很熟悉的經文
[00:02:06.800 --> 00:02:11.000]  那這裡講到愛是恆久忍耐又有恩賜
[00:02:11.000 --> 00:02:13.300]  恆久忍耐又有恩賜的意思就是
[00:02:13.300 --> 00:02:15.200]  甘願長時間的等候
[00:02:15.200 --> 00:02:17.700]  仍保持溫柔的態度
[00:02:17.700 --> 00:02:19.200]  這是一種愛
[00:02:19.200 --> 00:02:25.000]  就是如果你的同學呢
[00:02:25.000 --> 00:02:26.400]  承諾你一件事情
[00:02:26.400 --> 00:02:30.700]  可是呢他遲遲就沒有兌現
