
[00:00:00.000 --> 00:00:04.360]  最近大家都見到不少安息禮
[00:00:04.360 --> 00:00:07.620]  有些時候去得安息禮多
[00:00:07.620 --> 00:00:09.620]  心裏面都怦怦地
[00:00:09.620 --> 00:00:14.900]  有些時候和一些長者傾談
[00:00:14.900 --> 00:00:17.460]  因為當去得安息禮多的時候
[00:00:17.460 --> 00:00:18.420]  很自然
[00:00:18.420 --> 00:00:23.260]  想生想死的事就想得比較多
[00:00:23.260 --> 00:00:25.260]  和長者傾談
[00:00:26.260 --> 00:00:30.540]  問甚麼情況可以讓他們安心
[00:00:30.540 --> 00:00:36.940]  其中有某幾個和我說
[00:00:36.940 --> 00:00:41.240]  可能安心是有些子女未結婚的結婚
[00:00:41.240 --> 00:00:43.540]  於是覺得
[00:00:43.540 --> 00:00:46.540]  我常常都想這是一個很奇怪的思想
[00:00:46.540 --> 00:00:47.540]  即是有人照顧
[00:00:47.540 --> 00:00:50.040]  即是想著子女要找人照顧
[00:00:50.040 --> 00:00:52.040]  沒想過子女去照顧人
[00:00:52.040 --> 00:00:55.040]  他們安心了
[00:00:55.540 --> 00:00:57.540]  但結了婚的呢
[00:00:57.540 --> 00:01:00.540]  子女能夠有屋
[00:01:00.540 --> 00:01:02.540]  有自己的單位
[00:01:02.540 --> 00:01:06.540]  不需要為香港樓市不斷上升而掙扎
[00:01:06.540 --> 00:01:08.540]  他們能夠安心
[00:01:08.540 --> 00:01:10.540]  他們能夠有份平穩的工作養到家
[00:01:10.540 --> 00:01:12.540]  他們就安心了
[00:01:12.540 --> 00:01:15.540]  所以這個就是讓他們心裏面
[00:01:15.540 --> 00:01:17.540]  何時都掛心的事
[00:01:17.540 --> 00:01:20.540]  並不是說他們現在不安樂
[00:01:20.540 --> 00:01:24.540]  很多時候子女兒孫
[00:01:25.540 --> 00:01:26.540]  都是很孝順
[00:01:26.540 --> 00:01:28.540]  但不會滿足
[00:01:28.540 --> 00:01:31.540]  剛剛此時此刻
[00:01:31.540 --> 00:01:33.540]  自己覺得安心的事
[00:01:33.540 --> 00:01:35.540]  總是想將來的事
[00:01:35.540 --> 00:01:38.540]  總是憂慮將來的子女怎樣
[00:01:38.540 --> 00:01:40.540]  人會想將來的
[00:01:40.540 --> 00:01:44.540]  人不會滿足於當前的快樂
[00:01:44.540 --> 00:01:49.540]  人心裏面總是嚮往一些有意義永恆的事
[00:01:49.540 --> 00:01:51.540]  因為聖經裏面說
[00:01:52.540 --> 00:01:55.540]  神將永生安置於人的心裏面
[00:01:55.540 --> 00:01:57.540]  所以當耶穌說
[00:01:57.540 --> 00:01:59.540]  我們要先求祂的國和祂的義
[00:01:59.540 --> 00:02:04.540]  這些永恆有意義和長遠的事的時候
[00:02:04.540 --> 00:02:06.540]  我們不可以不面對一件事
[00:02:06.540 --> 00:02:08.540]  當主耶穌說
[00:02:08.540 --> 00:02:10.540]  祂的國和祂的義
[00:02:10.540 --> 00:02:14.540]  這些都和上帝本身有關
[00:02:14.540 --> 00:02:18.540]  這些都和上帝的群體有關係
[00:02:20.540 --> 00:02:24.540]  今天我們看哥倫多前書第三章
[00:02:24.540 --> 00:02:27.540]  哥倫多前書很特別
[00:02:27.540 --> 00:02:32.540]  因為哥倫多教會是保羅親自建立的
[00:02:32.540 --> 00:02:35.540]  辛辛苦苦建立了一間教會
[00:02:35.540 --> 00:02:41.540]  哥倫多是一個非常繁忙的商業城市
[00:02:41.540 --> 00:02:44.540]  裏面有各種不同的宗教
[00:02:44.540 --> 00:02:45.540]  各種不同的文化
[00:02:45.540 --> 00:02:48.540]  所以當保羅建立了哥倫多教會
[00:02:48.540 --> 00:02:50.540]  他去了其他地方宣教的時候
[00:02:50.540 --> 00:02:52.540]  哥倫多教會開始世俗化
[00:02:52.540 --> 00:02:56.540]  裏面有各種不同的信仰潮流
[00:02:56.540 --> 00:02:58.540]  甚至淫亂的時候進入教會
[00:02:58.540 --> 00:03:02.540]  教會裏面也有分黨分派
[00:03:02.540 --> 00:03:05.540]  有些人說我們是跟隨保羅的
[00:03:05.540 --> 00:03:07.540]  保羅開始宣教的時候
[00:03:07.540 --> 00:03:09.540]  就是教導了我們
[00:03:09.540 --> 00:03:11.540]  所以我們是最有智慧的那一群
[00:03:11.540 --> 00:03:12.540]  我們德高望重
[00:03:12.540 --> 00:03:14.540]  有些人說我們是跟隨阿波羅的
[00:03:14.540 --> 00:03:16.540]  因為阿波羅是莊開培我們的
[00:03:17.540 --> 00:03:19.540]  有些人說我們是跟隨彼得的
[00:03:19.540 --> 00:03:20.540]  彼得再大一點
[00:03:20.540 --> 00:03:21.540]  因為他是耶穌的大弟子
[00:03:21.540 --> 00:03:23.540]  講到最後有人說
[00:03:23.540 --> 00:03:24.540]  我是屬於耶穌的
[00:03:24.540 --> 00:03:25.540]  我最大
[00:03:25.540 --> 00:03:29.540]  分黨分派不能夠同心
[00:03:29.540 --> 00:03:32.540]  所以保羅寫給哥倫多教會
[00:03:32.540 --> 00:03:34.540]  哥倫多前後書
[00:03:34.540 --> 00:03:38.540]  今天講第三章第十到二十三節
[00:03:38.540 --> 00:03:39.540]  在中間很特別
[00:03:39.540 --> 00:03:44.540]  保羅就告訴哥倫多教會的弟兄姊妹聽
[00:03:44.540 --> 00:03:48.540]  我們應該服侍主一個什麼的態度
[00:03:48.540 --> 00:03:55.540]  保羅將哥倫多教會和那封信裏面
[00:03:55.540 --> 00:03:58.540]  將服侍主的人最少分了三類
[00:03:58.540 --> 00:04:00.540]  第一類人
[00:04:00.540 --> 00:04:02.540]  保羅用自己做例子
[00:04:02.540 --> 00:04:03.540]  我們一同讀好不好
[00:04:03.540 --> 00:04:04.540]  第十一節
[00:04:04.540 --> 00:04:06.540]  準備起
[00:04:06.540 --> 00:04:09.540]  我照神所給我的恩典
[00:04:09.540 --> 00:04:11.540]  好長一個聰明的公頭
[00:04:11.540 --> 00:04:13.540]  立好了根基
[00:04:13.540 --> 00:04:16.540]  別人在上面建造
[00:04:16.540 --> 00:04:20.540]  只是各人要謹慎怎樣在上面建造
[00:04:20.540 --> 00:04:22.540]  因為那已經立好的根基
[00:04:22.540 --> 00:04:24.540]  就是耶穌基督
[00:04:24.540 --> 00:04:28.540]  此外沒有人能立別的根基
[00:04:28.540 --> 00:04:30.540]  保羅用他自己做例子
[00:04:30.540 --> 00:04:36.540]  他是服侍主他和阿波羅和彼得等等的人
[00:04:36.540 --> 00:04:37.540]  都是什麼人
[00:04:37.540 --> 00:04:39.540]  都是建立群體的人
[00:04:39.540 --> 00:04:41.540]  都是立根基的人
[00:04:41.540 --> 00:04:45.540]  立好主耶穌群體信仰的根基
[00:04:45.540 --> 00:04:48.540]  所以他們是開方
[00:04:48.540 --> 00:04:51.540]  他們將所有群體
[00:04:51.540 --> 00:04:54.540]  將所有生命的焦點放在誰身上
[00:04:54.540 --> 00:04:55.540]  耶穌基督
[00:04:55.540 --> 00:04:57.540]  唯一的根基
[00:04:57.540 --> 00:04:59.540]  而他們很清楚自己的角色
[00:04:59.540 --> 00:05:01.540]  因為第十節之前
[00:05:01.540 --> 00:05:03.540]  保羅怎樣說
[00:05:03.540 --> 00:05:04.540]  我們都是神的執事
[00:05:04.540 --> 00:05:06.540]  藉著我們你們信
[00:05:06.540 --> 00:05:09.540]  但這個只不過是照著神給個人的恩賜去做
[00:05:09.540 --> 00:05:12.540]  我栽種阿波羅澆灌神
[00:05:12.540 --> 00:05:13.540]  讓他成長
[00:05:13.540 --> 00:05:14.540]  讓他生長
[00:05:14.540 --> 00:05:17.540]  所以栽種的算不得什麼
[00:05:17.540 --> 00:05:19.540]  澆灌的也算不得什麼
[00:05:19.540 --> 00:05:21.540]  唯有神使他生長
[00:05:21.540 --> 00:05:25.540]  第九節
[00:05:25.540 --> 00:05:27.540]  因為我們是神的童宮
[00:05:27.540 --> 00:05:29.540]  而你們是神的田地
[00:05:29.540 --> 00:05:30.540]  神的房屋
[00:05:30.540 --> 00:05:36.540]  即是說每一個在上帝群體裏面做立根基的
[00:05:36.540 --> 00:05:40.540]  在信仰讓人能聚焦在上帝身上
[00:05:40.540 --> 00:05:42.540]  聚焦在耶穌基督身上的人
[00:05:42.540 --> 00:05:46.540]  都是在立教會群體的根基
[00:05:46.540 --> 00:05:50.540]  都是在立每一個跟隨上帝的人
[00:05:50.540 --> 00:05:52.540]  他信仰的根基
[00:05:52.540 --> 00:05:55.540]  而唯一的主角是主耶穌
[00:05:55.540 --> 00:05:59.540]  而他自己的角色是與神同宮
[00:05:59.540 --> 00:06:01.540]  因為我們是神的童宮
[00:06:01.540 --> 00:06:03.540]  而你們是神的田地
[00:06:03.540 --> 00:06:04.540]  神的房屋
[00:06:05.540 --> 00:06:07.540]  當我看到這裡的時候就想起
[00:06:07.540 --> 00:06:09.540]  豐盛生命堂
[00:06:09.540 --> 00:06:13.540]  近時九龍城全人生命堂觀塘治堂
[00:06:13.540 --> 00:06:16.540]  我們過往有很多不同的童宮
[00:06:16.540 --> 00:06:17.540]  有很多不同的弟兄姊妹
[00:06:17.540 --> 00:06:22.540]  為整個群體立好成長的根基
[00:06:22.540 --> 00:06:25.540]  以致我們來到今時今日
[00:06:25.540 --> 00:06:27.540]  我數數那些人
[00:06:27.540 --> 00:06:29.540]  看看有多少人認識那些人
[00:06:29.540 --> 00:06:31.540]  有多少人知道蔡志誠教師
[00:06:31.540 --> 00:06:33.540]  有些人在這裏
[00:06:33.540 --> 00:06:35.540]  即是我同一個年代
[00:06:35.540 --> 00:06:38.540]  無論是蔡志誠教師
[00:06:38.540 --> 00:06:40.540]  無論是陳炳桓教師
[00:06:40.540 --> 00:06:41.540]  現在是陳炳桓牧師
[00:06:41.540 --> 00:06:43.540]  當年是陳炳桓教師
[00:06:43.540 --> 00:06:44.540]  張牧禎教師
[00:06:44.540 --> 00:06:45.540]  翁榮興教師
[00:06:45.540 --> 00:06:46.540]  陳英明牧師
[00:06:46.540 --> 00:06:48.540]  楊漢業牧師等等
[00:06:48.540 --> 00:06:50.540]  包括眾執事
[00:06:50.540 --> 00:06:52.540]  教導主
[00:06:52.540 --> 00:06:54.540]  在團體裏面做導師
[00:06:54.540 --> 00:06:57.540]  我記得當我成為傳道童宮
[00:06:57.540 --> 00:06:58.540]  去到堂議會的時候
[00:06:58.540 --> 00:06:59.540]  一見到堂議會
[00:06:59.540 --> 00:07:00.540]  我第一次見到
[00:07:00.540 --> 00:07:03.540]  入堂議會的時候
[00:07:03.540 --> 00:07:06.540]  裏面超過一半是我主要的老師
[00:07:06.540 --> 00:07:11.540]  無論是楊漢業牧師
[00:07:11.540 --> 00:07:13.540]  無論是許立忠執事
[00:07:13.540 --> 00:07:14.540]  陳超雄執事
[00:07:14.540 --> 00:07:16.540]  黎秀英執事
[00:07:16.540 --> 00:07:17.540]  周生明執事
[00:07:17.540 --> 00:07:19.540]  全部都是我主要的老師
[00:07:19.540 --> 00:07:23.540]  他們立好我信仰的根基
[00:07:23.540 --> 00:07:29.540]  單單注目在耶穌基督身上
[00:07:30.540 --> 00:07:31.540]  每一個領袖
[00:07:31.540 --> 00:07:33.540]  每一個做教導的
[00:07:33.540 --> 00:07:36.540]  都是建立群體的根基
[00:07:36.540 --> 00:07:38.540]  每一個傳福音的
[00:07:38.540 --> 00:07:40.540]  每一個栽培的
[00:07:40.540 --> 00:07:42.540]  每一個做滿分的
[00:07:42.540 --> 00:07:44.540]  重點都是將人指向基督
[00:07:44.540 --> 00:07:48.540]  讓整個群體同樣指向基督
[00:07:48.540 --> 00:07:50.540]  保羅稱這個是
[00:07:50.540 --> 00:07:54.540]  立好根基的一個美好的時分
[00:07:54.540 --> 00:07:56.540]  接著有另一種
[00:07:56.540 --> 00:07:58.540]  就是第二類
[00:07:58.540 --> 00:08:01.540]  我們讀第十二十三十四節
[00:08:01.540 --> 00:08:03.540]  一起讀下去準備起
[00:08:29.540 --> 00:08:31.540]  保羅說
[00:08:31.540 --> 00:08:35.540]  在根基上還要繼續建造工程
[00:08:35.540 --> 00:08:37.540]  就好像整個群體
[00:08:37.540 --> 00:08:38.540]  好像一間房子一樣
[00:08:38.540 --> 00:08:40.540]  打好地基
[00:08:40.540 --> 00:08:42.540]  上面還要有一些柱
[00:08:42.540 --> 00:08:44.540]  起牆壁
[00:08:44.540 --> 00:08:46.540]  以至整間房屋
[00:08:46.540 --> 00:08:47.540]  能夠好好的
[00:08:47.540 --> 00:08:49.540]  一幅漂亮的房屋
[00:08:49.540 --> 00:08:50.540]  但這間漂亮的房屋
[00:08:50.540 --> 00:08:51.540]  有一個很特別
[00:08:51.540 --> 00:08:52.540]  有一天
[00:08:52.540 --> 00:08:55.540]  每個人怎樣建這間房屋
[00:08:55.540 --> 00:08:57.540]  必然顯露出來
[00:08:57.540 --> 00:08:58.540]  就是說
[00:08:58.540 --> 00:09:00.540]  有一天大家做過什麼
[00:09:00.540 --> 00:09:02.540]  就一定會
[00:09:02.540 --> 00:09:04.540]  全部人都看得到
[00:09:04.540 --> 00:09:06.540]  這個世界建工程就是這樣
[00:09:06.540 --> 00:09:09.540]  有一些工程還沒建好
[00:09:09.540 --> 00:09:10.540]  就已經穿幫了
[00:09:10.540 --> 00:09:12.540]  沙中線已經是
[00:09:12.540 --> 00:09:14.540]  不按規格做事
[00:09:14.540 --> 00:09:15.540]  一路暴露出來
[00:09:15.540 --> 00:09:16.540]  沉幹一點
[00:09:16.540 --> 00:09:17.540]  一路暴露出來
[00:09:17.540 --> 00:09:18.540]  我們一路建的時候
[00:09:18.540 --> 00:09:19.540]  一路生氣
[00:09:19.540 --> 00:09:20.540]  一路生氣
[00:09:20.540 --> 00:09:21.540]  其實一路都感恩
[00:09:21.540 --> 00:09:22.540]  幸好現在暴露出來
[00:09:22.540 --> 00:09:23.540]  如果還沒建好
[00:09:23.540 --> 00:09:24.540]  才暴露出來
[00:09:24.540 --> 00:09:25.540]  我們就更害怕
[00:09:26.540 --> 00:09:27.540]  但要多多為他們祈禱
[00:09:27.540 --> 00:09:29.540]  有些是做完之後
[00:09:29.540 --> 00:09:31.540]  出了事之後才暴露出來的
[00:09:31.540 --> 00:09:34.540]  無論是地震倒下的學校
[00:09:34.540 --> 00:09:37.540]  無論是意大利那條天橋
[00:09:37.540 --> 00:09:40.540]  倒下來死了43個人
[00:09:40.540 --> 00:09:42.540]  影響很大
[00:09:42.540 --> 00:09:44.540]  但做完之後沒人知道
[00:09:44.540 --> 00:09:46.540]  到有一天
[00:09:46.540 --> 00:09:48.540]  考驗來到
[00:09:48.540 --> 00:09:50.540]  各人做成怎樣
[00:09:50.540 --> 00:09:52.540]  就出來了
[00:09:52.540 --> 00:09:55.540]  就算到最後沒人知道
[00:09:55.540 --> 00:09:57.540]  因為哪一天
[00:09:57.540 --> 00:09:58.540]  只要彰顯明
[00:09:58.540 --> 00:10:00.540]  主耶穌基督再來的時候
[00:10:00.540 --> 00:10:01.540]  每個人做成怎樣
[00:10:01.540 --> 00:10:04.540]  我們都要在主的台前
[00:10:04.540 --> 00:10:07.540]  將這些完完全全暴露出來
[00:10:07.540 --> 00:10:10.540]  本來用工程
[00:10:10.540 --> 00:10:12.540]  來描述我們對教會的服事
[00:10:12.540 --> 00:10:14.540]  對群體整個人的服事
[00:10:14.540 --> 00:10:16.540]  整個群體的服事
[00:10:16.540 --> 00:10:18.540]  就即是說
[00:10:18.540 --> 00:10:20.540]  對整個天國的群體
[00:10:20.540 --> 00:10:21.540]  我們做了些什麼
[00:10:21.540 --> 00:10:24.540]  我們是否經得起考驗
[00:10:24.540 --> 00:10:26.540]  哪些是燒不掉的
[00:10:26.540 --> 00:10:27.540]  燒不掉的那些
[00:10:27.540 --> 00:10:28.540]  經得起考驗的那些
[00:10:28.540 --> 00:10:30.540]  就是長遠對群體有益的
[00:10:30.540 --> 00:10:32.540]  對長遠對群體裏面
[00:10:32.540 --> 00:10:35.540]  每一個弟兄姊妹的生命有好處的
[00:10:35.540 --> 00:10:36.540]  例如門訓
[00:10:36.540 --> 00:10:38.540]  這些不是一朝一夕的
[00:10:38.540 --> 00:10:40.540]  好 鼓勵一些
[00:10:40.540 --> 00:10:42.540]  我們的同工和弟兄姊妹
[00:10:42.540 --> 00:10:44.540]  和領袖去做門徒訓練
[00:10:44.540 --> 00:10:45.540]  不過知道不是半年
[00:10:45.540 --> 00:10:46.540]  不是一年
[00:10:46.540 --> 00:10:48.540]  見到成績的
[00:10:48.540 --> 00:10:50.540]  是幾年
[00:10:50.540 --> 00:10:51.540]  最少幾年
[00:10:51.540 --> 00:10:53.540]  但影響是深遠的
[00:10:53.540 --> 00:10:56.540]  金銀寶石是貴重的
[00:10:56.540 --> 00:10:58.540]  什麼叫貴重
[00:10:58.540 --> 00:11:00.540]  就即是說不是我們用剩的
[00:11:00.540 --> 00:11:02.540]  我們剩下的
[00:11:02.540 --> 00:11:03.540]  我們不要的
[00:11:03.540 --> 00:11:04.540]  我們剩下的時間
[00:11:04.540 --> 00:11:06.540]  沒事做就來服事
[00:11:06.540 --> 00:11:08.540]  我們剩下的錢
[00:11:08.540 --> 00:11:10.540]  全部花到月底
[00:11:10.540 --> 00:11:12.540]  我們自己要用的都花光了
[00:11:12.540 --> 00:11:13.540]  要買的都買光了
[00:11:13.540 --> 00:11:15.540]  剩下多少就奉獻多少
[00:11:15.540 --> 00:11:16.540]  上帝你要用東西
[00:11:16.540 --> 00:11:17.540]  我都知道你要用
[00:11:17.540 --> 00:11:19.540]  不過
[00:11:19.540 --> 00:11:20.540]  我自己用完先
[00:11:20.540 --> 00:11:22.540]  你吃我口水了沒有
[00:11:23.540 --> 00:11:25.540]  什麼叫金銀
[00:11:25.540 --> 00:11:26.540]  什麼叫寶石
[00:11:26.540 --> 00:11:28.540]  是你覺得貴重的東西
[00:11:28.540 --> 00:11:30.540]  你覺得重要的東西
[00:11:30.540 --> 00:11:32.540]  但你願意付出
[00:11:32.540 --> 00:11:35.540]  你甘心為上帝
[00:11:35.540 --> 00:11:37.540]  為整個群體獻上
[00:11:37.540 --> 00:11:41.540]  正如主耶穌珍惜
[00:11:41.540 --> 00:11:45.540]  窮寡婦兩個小錢的奉獻
[00:11:45.540 --> 00:11:50.540]  並不是因為錢多或錢少
[00:11:50.540 --> 00:11:53.540]  對於窮寡婦來說
[00:11:53.540 --> 00:11:55.540]  這是她的金銀
[00:11:55.540 --> 00:11:58.540]  她的寶石
[00:11:58.540 --> 00:12:02.540]  神珍惜每一個人
[00:12:02.540 --> 00:12:05.540]  他捍衛寶貴的時間
[00:12:05.540 --> 00:12:07.540]  財幹
[00:12:07.540 --> 00:12:08.540]  金錢
[00:12:08.540 --> 00:12:10.540]  心力
[00:12:10.540 --> 00:12:13.540]  所有的東西
[00:12:13.540 --> 00:12:15.540]  那些不是用剩的
[00:12:15.540 --> 00:12:16.540]  那些不是沒用的
[00:12:16.540 --> 00:12:19.540]  那些不是草木和街
[00:12:19.540 --> 00:12:23.540]  保羅說他們必不賞賜
[00:12:23.540 --> 00:12:27.540]  主耶穌一定記得
[00:12:27.540 --> 00:12:29.540]  他一定欣賞
[00:12:29.540 --> 00:12:31.540]  他一定喜悅
[00:12:31.540 --> 00:12:33.540]  所以會稱這些為
[00:12:33.540 --> 00:12:37.540]  有忠心有良善的僕人
[00:12:37.540 --> 00:12:41.540]  我想起我們很多忠心的祖母
[00:12:41.540 --> 00:12:43.540]  不斷的去服侍
[00:12:43.540 --> 00:12:46.540]  為了祖源的好處
[00:12:46.540 --> 00:12:49.540]  不斷的去幫助他們
[00:12:49.540 --> 00:12:54.540]  我想起我們的招待
[00:12:54.540 --> 00:12:56.540]  當每一次笑容滿面
[00:12:56.540 --> 00:12:58.540]  去招呼弟兄姊妹進來
[00:12:58.540 --> 00:13:01.540]  去招呼新朋友的時候
[00:13:01.540 --> 00:13:05.540]  我想起他們這份溫暖
[00:13:05.540 --> 00:13:07.540]  我想起躲在廚房裡
[00:13:07.540 --> 00:13:08.540]  每次吃完聖餐
