
[00:00:00.000 --> 00:00:02.000]  鼎姐妹,早安
[00:00:02.000 --> 00:00:04.000]  過去這個星期
[00:00:04.000 --> 00:00:06.000]  不知道大家有沒有回來
[00:00:06.000 --> 00:00:08.000]  港九培靈研經大會
[00:00:08.000 --> 00:00:12.000]  每天在九龍城浸信會舉行
[00:00:12.000 --> 00:00:14.000]  但我們教會也是其中一個直播點
[00:00:14.000 --> 00:00:16.000]  有沒有鼎姐妹回來?
[00:00:16.000 --> 00:00:18.000]  我都見到有很多
[00:00:18.000 --> 00:00:20.000]  鼎姐妹你回來
[00:00:20.000 --> 00:00:22.000]  就算不在這附近上班
[00:00:22.000 --> 00:00:24.000]  或者住的話
[00:00:24.000 --> 00:00:26.000]  其實在港九都有很多不同的轉播點
[00:00:26.000 --> 00:00:28.000]  今晚繼續是有的
[00:00:28.000 --> 00:00:30.000]  所以大家不要錯過
[00:00:30.000 --> 00:00:32.000]  三位牧師都非常精彩
[00:00:32.000 --> 00:00:34.000]  和我們分享耶利米蘇
[00:00:34.000 --> 00:00:36.000]  怎樣由拆毀到重建
[00:00:36.000 --> 00:00:38.000]  我們亦都看
[00:00:38.000 --> 00:00:40.000]  但以理書裏面
[00:00:40.000 --> 00:00:42.000]  在這個世代裏面
[00:00:42.000 --> 00:00:44.000]  我們不要被困惑
[00:00:44.000 --> 00:00:46.000]  我們看見神的僕人
[00:00:46.000 --> 00:00:48.000]  但以理
[00:00:48.000 --> 00:00:50.000]  怎樣看見上帝在歷史裏真正的掌權
[00:00:50.000 --> 00:00:52.000]  最後
[00:00:52.000 --> 00:00:54.000]  曾牧師亦都和我們分享
[00:00:54.000 --> 00:00:56.000]  傳道書裏面
[00:00:56.000 --> 00:00:58.000]  以基督
[00:00:58.000 --> 00:01:00.000]  以上帝為中心
[00:01:00.000 --> 00:01:02.000]  的一個人生
[00:01:02.000 --> 00:01:04.000]  我們的人生是有意義的
[00:01:04.000 --> 00:01:06.000]  我們不是巧合
[00:01:06.000 --> 00:01:08.000]  或者碰到一些遭遇
[00:01:08.000 --> 00:01:10.000]  而叫我們
[00:01:10.000 --> 00:01:12.000]  在我們生命的歷程裏面
[00:01:12.000 --> 00:01:14.000]  來去覺得
[00:01:14.000 --> 00:01:16.000]  有困惑
[00:01:16.000 --> 00:01:18.000]  但過去這個星期
[00:01:18.000 --> 00:01:20.000]  確實可能有些的鼎姐妹會有困惑
[00:01:20.000 --> 00:01:22.000]  因為有一個
[00:01:22.000 --> 00:01:24.000]  很年輕的年輕人
[00:01:24.000 --> 00:01:26.000]  19歲而已成大學生
[00:01:26.000 --> 00:01:28.000]  張欣頌 Nicholas
[00:01:28.000 --> 00:01:30.000]  他在香港已經學習
[00:01:30.000 --> 00:01:32.000]  飛行好一段時間
[00:01:32.000 --> 00:01:34.000]  而且可以單獨飛行
[00:01:34.000 --> 00:01:36.000]  他早幾日前在
[00:01:36.000 --> 00:01:38.000]  澳洲墨爾本
[00:01:38.000 --> 00:01:40.000]  學習駕駛小型飛機的時候
[00:01:40.000 --> 00:01:42.000]  是有另外一個
[00:01:42.000 --> 00:01:44.000]  訓練的導師在
[00:01:44.000 --> 00:01:46.000]  旁邊的
[00:01:46.000 --> 00:01:48.000]  當時遇到大霧
[00:01:48.000 --> 00:01:50.000]  亦都有目擊者說那個飛機
[00:01:50.000 --> 00:01:52.000]  墜毀的時候
[00:01:52.000 --> 00:01:54.000]  有引擎聲是有異常
[00:01:54.000 --> 00:01:56.000]  現在那個原因
[00:01:56.000 --> 00:01:58.000]  仍在調查當中
[00:01:58.000 --> 00:02:00.000]  當然我們不能在這裏置任何的評語
[00:02:00.000 --> 00:02:02.000]  但是這個
[00:02:02.000 --> 00:02:04.000]  年輕人
[00:02:04.000 --> 00:02:06.000]  他的夢想就是能夠
[00:02:06.000 --> 00:02:08.000]  去高飛能夠去學習
[00:02:08.000 --> 00:02:10.000]  飛行而他的
[00:02:10.000 --> 00:02:12.000]  父母都是虔誠的基督徒
[00:02:12.000 --> 00:02:14.000]  他的爸爸是一個醫生
[00:02:14.000 --> 00:02:16.000]  就是九龍城浸信會的一位執事
[00:02:16.000 --> 00:02:18.000]  當我們有時會問
[00:02:18.000 --> 00:02:20.000]  就是說原來基督徒的
[00:02:20.000 --> 00:02:22.000]  生命裏面我們一樣會
[00:02:22.000 --> 00:02:24.000]  碰到這些令我們
[00:02:24.000 --> 00:02:26.000]  有困惑的時候
[00:02:26.000 --> 00:02:28.000]  有困難的時候
[00:02:28.000 --> 00:02:30.000]  就是一些愛神的人
[00:02:30.000 --> 00:02:32.000]  他們自己或者他們的家庭
[00:02:32.000 --> 00:02:34.000]  有時會出了一些我們意想不到的事
[00:02:34.000 --> 00:02:36.000]  在這些
[00:02:36.000 --> 00:02:38.000]  情景有時我們會問
[00:02:38.000 --> 00:02:40.000]  上帝
[00:02:40.000 --> 00:02:42.000]  你究竟在哪裏
[00:02:42.000 --> 00:02:44.000]  上帝你既然是全能
[00:02:44.000 --> 00:02:46.000]  難道你不能阻止這件悲劇去發生嗎
[00:02:46.000 --> 00:02:48.000]  我們很多時候
[00:02:48.000 --> 00:02:50.000]  不能夠用一個很簡單
[00:02:50.000 --> 00:02:52.000]  兩三句說話去處理
[00:02:52.000 --> 00:02:54.000]  和解釋這些事
[00:02:54.000 --> 00:02:56.000]  正如我做牧師這麼多年
[00:02:56.000 --> 00:02:58.000]  我都會碰到有很多
[00:02:58.000 --> 00:03:00.000]  極度困難的事
[00:03:00.000 --> 00:03:02.000]  無論是一些夫妻婚姻的問題
[00:03:02.000 --> 00:03:04.000]  或者是兒女
[00:03:04.000 --> 00:03:06.000]  或者是工作的困惑
[00:03:06.000 --> 00:03:08.000]  但往往
[00:03:08.000 --> 00:03:10.000]  我是願意用時間
[00:03:10.000 --> 00:03:12.000]  去聆聽和陪伴
[00:03:12.000 --> 00:03:14.000]  事主一起去祈禱
[00:03:14.000 --> 00:03:16.000]  人生總有
[00:03:16.000 --> 00:03:18.000]  這些令你困惑的時候
[00:03:18.000 --> 00:03:20.000]  我們今天
[00:03:20.000 --> 00:03:22.000]  有聽聽哈伯谷善治
[00:03:22.000 --> 00:03:24.000]  他在神面前
[00:03:24.000 --> 00:03:26.000]  他不是發牢騷
[00:03:26.000 --> 00:03:28.000]  他是有理據
[00:03:28.000 --> 00:03:30.000]  向上帝去投訴去質疑
[00:03:30.000 --> 00:03:32.000]  究竟他質疑什麼呢
[00:03:32.000 --> 00:03:34.000]  大家想不想來看
[00:03:34.000 --> 00:03:36.000]  我們一起來去祈禱
[00:03:36.000 --> 00:03:38.000]  天父上帝願意你打開我們的
[00:03:38.000 --> 00:03:40.000]  眼睛打開我們的耳朵
[00:03:40.000 --> 00:03:42.000]  打開我們的心
[00:03:42.000 --> 00:03:44.000]  給我們謙卑
[00:03:44.000 --> 00:03:46.000]  願神在我們身前
[00:03:46.000 --> 00:03:48.000]  願真理的聖靈引領我們
[00:03:48.000 --> 00:03:50.000]  進入你自己話語精妙的地方
[00:03:50.000 --> 00:03:52.000]  看見上帝
[00:03:52.000 --> 00:03:54.000]  你自己的榮耀和你的奇妙
