
[00:00:00.000 --> 00:00:02.960]  (主席)羅牧師,各位主內弟兄姊妹平安
[00:00:02.960 --> 00:00:09.220]  感謝神的恩典,讓神的話語給我們激勵和造就,讓我們同心圖告
[00:00:09.220 --> 00:00:16.060]  慈愛天父,我們滿心感謝,讚美你心恩
[00:00:16.060 --> 00:00:20.720]  你不單是各位創始、成雄、創造宇宙萬物的主
[00:00:20.720 --> 00:00:24.800]  你已經參與你獨生愛子耶穌基督降生為人
[00:00:24.800 --> 00:00:28.520]  為祂拯救我們脫離罪惡,脫離死亡
[00:00:28.520 --> 00:00:31.380]  因為相信你,得享永生
[00:00:31.380 --> 00:00:36.140]  以來生命裡面有主,願我們同在,有喜樂和平安
[00:00:36.140 --> 00:00:38.400]  求主你今日更藉著你的話語
[00:00:38.400 --> 00:00:44.880]  讓我們知道在主裡面,有信、有愛、有望
[00:00:44.880 --> 00:00:47.520]  更加將福音廣傳出去
[00:00:47.520 --> 00:00:49.120]  聽我們的禱告
[00:00:49.120 --> 00:00:53.040]  奉主耶穌基督聖名祈求,阿們
[00:00:54.920 --> 00:00:59.960]  有位牧師來巡邏主學房
[00:00:59.960 --> 00:01:05.520]  看見一班神恩仔很努力在砌圖
[00:01:05.520 --> 00:01:10.900]  他吸引了注意力,就去看一看
[00:01:10.900 --> 00:01:16.360]  原來那位老師給他們查經前的活動
[00:01:16.360 --> 00:01:21.020]  給他們十五分鐘,砌一個世界地圖
[00:01:21.020 --> 00:01:25.740]  他們拿起地圖,看清楚在哪裏
[00:01:25.740 --> 00:01:28.440]  一百塊而已,不是很多
[00:01:28.440 --> 00:01:32.040]  看清楚了就放下,弄亂它
[00:01:32.040 --> 00:01:35.120]  有十幾個學生,放在桌面
[00:01:35.120 --> 00:01:39.660]  用十五分鐘的時間,看看誰砌得最快,有獎
[00:01:39.660 --> 00:01:42.080]  神恩仔最喜歡比賽
[00:01:42.080 --> 00:01:46.060]  趕快放下頭在砌
[00:01:46.060 --> 00:01:49.300]  但你知道世界地圖很大
[00:01:49.300 --> 00:01:51.120]  最難砌的是哪些呢
[00:01:51.120 --> 00:01:55.860]  那些海都是藍色的,不知道在哪裏
[00:01:55.860 --> 00:02:00.880]  於是每個人砌砌砌,不知道砌在哪裏
[00:02:00.880 --> 00:02:08.280]  突然有位學生發現那些圖片後面有鬍鬚
[00:02:08.280 --> 00:02:13.100]  一會兒有頭髮,一會兒有眼珠
[00:02:13.100 --> 00:02:15.880]  即是世界地圖後面
[00:02:15.880 --> 00:02:19.880]  靈機一觸,不如不要砌世界地圖
[00:02:19.880 --> 00:02:22.720]  反過來砌,可能是人像
[00:02:22.720 --> 00:02:24.440]  比較容易
[00:02:24.440 --> 00:02:26.460]  他真的反轉過來
[00:02:26.460 --> 00:02:28.620]  很快就被他砌完
[00:02:28.620 --> 00:02:31.800]  立即用東西蓋著他,反轉
[00:02:31.800 --> 00:02:34.800]  就變成世界地圖
[00:02:34.800 --> 00:02:37.640]  他問老師為何這麼聰明
[00:02:37.640 --> 00:02:39.900]  他說知道世界地圖很難砌
[00:02:39.900 --> 00:02:41.720]  砌人像比較容易
[00:02:41.720 --> 00:02:46.840]  反轉後又變成人像,原來是耶穌像
[00:02:46.840 --> 00:02:51.320]  其實砌圖是甚麼訊息呢
[00:02:51.320 --> 00:02:55.220]  這個世界,這個宇宙萬物的主宰是甚麼
[00:02:55.220 --> 00:02:57.360]  是耶穌基督
[00:02:57.360 --> 00:02:59.420]  就好像我在美國
[00:02:59.420 --> 00:03:02.020]  走高速公路,我起初都不知道為甚麼
[00:03:02.020 --> 00:03:05.080]  在大貨倉的屋頂
[00:03:05.080 --> 00:03:07.320]  就有他的英文字
[00:03:07.320 --> 00:03:10.000]  香港比較少見,給你聽聽
[00:03:10.000 --> 00:03:12.320]  Jesus is the answer
[00:03:12.320 --> 00:03:13.960]  中文翻譯就說
[00:03:13.960 --> 00:03:16.980]  耶穌是唯一的答案
[00:03:16.980 --> 00:03:19.160]  我已經讀了神學院,開始木會
[00:03:19.160 --> 00:03:21.860]  甚麼耶穌是唯一答案呢
[00:03:21.860 --> 00:03:24.560]  後來我想深一層就明白
[00:03:24.560 --> 00:03:27.720]  世界宇宙的問題
[00:03:27.720 --> 00:03:30.580]  唯一的答案就在耶穌裏面得到
[00:03:30.580 --> 00:03:33.080]  因為耶穌才是我們唯一的救主
[00:03:33.080 --> 00:03:36.260]  所以保羅寫給哥羅西書裏面
[00:03:36.260 --> 00:03:39.180]  他稱讚這班的聖徒
[00:03:39.180 --> 00:03:44.220]  寫給那些哥羅西的聖徒
[00:03:44.220 --> 00:03:46.100]  你們已經分別為聖了
[00:03:46.100 --> 00:03:47.960]  已經跟世俗不同了
[00:03:47.960 --> 00:03:50.000]  已經在整個角度裏面了
[00:03:50.000 --> 00:03:53.580]  而且在基督裏面
[00:03:53.580 --> 00:03:55.440]  有忠心的
[00:03:55.440 --> 00:03:58.260]  忠心就是忠於他的信仰
[00:03:58.260 --> 00:04:00.760]  忠於耶穌基督,滿圖
[00:04:00.760 --> 00:04:03.360]  純粹是跟隨他腳中的人
[00:04:03.360 --> 00:04:06.060]  寫給他們的目的是甚麼呢
[00:04:06.060 --> 00:04:09.000]  希望他們明白那個真理
[00:04:09.000 --> 00:04:12.960]  因為當時教會受到很大的衝擊
[00:04:12.960 --> 00:04:15.280]  有些猶太人相信了耶穌
[00:04:15.280 --> 00:04:18.440]  將猶太教裏面的規條
[00:04:18.440 --> 00:04:22.640]  律法、日期、節期
[00:04:22.640 --> 00:04:25.560]  哪些不准摸、哪些不准碰
[00:04:25.560 --> 00:04:26.880]  甚麼都要遵守
[00:04:26.880 --> 00:04:28.380]  很嚴厲的
[00:04:28.380 --> 00:04:30.120]  要禁慾
[00:04:30.120 --> 00:04:33.000]  但另外一批的思想剛剛相反
[00:04:33.000 --> 00:04:35.300]  就叫洛斯底派主義
[00:04:35.300 --> 00:04:37.600]  這些人就以為很有智慧
[00:04:37.600 --> 00:04:41.840]  他說宇宙萬物的主宰創造之後就離開了
[00:04:41.840 --> 00:04:45.760]  就留下天使、神去管轄
[00:04:45.760 --> 00:04:48.040]  一個圈一個圈
[00:04:48.040 --> 00:04:52.600]  最大的圈、大圈、中圈、細圈
[00:04:52.600 --> 00:04:54.080]  那耶穌在哪裏呢?
[00:04:54.080 --> 00:04:56.280]  耶穌在最小的那個圈
[00:04:56.280 --> 00:04:57.640]  即是小神
[00:04:57.640 --> 00:04:59.840]  耶穌有沒有能力呢?有
[00:04:59.840 --> 00:05:01.320]  有三年的
[00:05:01.320 --> 00:05:03.760]  那十字架不是我們釘死嗎?
[00:05:03.760 --> 00:05:05.840]  他不是留在背後洗我們的罪嗎?
[00:05:05.840 --> 00:05:08.200]  他不是死裡復活嗎?沒有
[00:05:08.200 --> 00:05:11.120]  這就是最大的跟我們的衝突
[00:05:11.120 --> 00:05:14.960]  耶穌沒有釘在十字架上
[00:05:14.960 --> 00:05:16.080]  那是不對的
[00:05:16.080 --> 00:05:18.160]  耶穌真的釘
[00:05:18.160 --> 00:05:20.080]  你是錯覺
[00:05:20.080 --> 00:05:21.840]  耶穌釘在十字架上
[00:05:21.840 --> 00:05:23.160]  那是影子
[00:05:23.160 --> 00:05:24.960]  即是人有個影
[00:05:24.960 --> 00:05:26.560]  你看到是影而已
[00:05:26.560 --> 00:05:28.120]  耶穌不會釘死的
[00:05:28.120 --> 00:05:29.840]  耶穌不會真的流血的
[00:05:29.840 --> 00:05:31.240]  因為耶穌也是一個小神
[00:05:31.240 --> 00:05:32.240]  假假的
[00:05:32.240 --> 00:05:33.640]  祂怎會被人釘死呢?
[00:05:33.640 --> 00:05:35.440]  所以是假的
[00:05:35.440 --> 00:05:39.000]  那你不是靠著耶穌得救了
[00:05:39.000 --> 00:05:40.280]  那怎樣得救呢?
[00:05:40.280 --> 00:05:41.280]  你跟著我
[00:05:41.280 --> 00:05:42.520]  上山下海
[00:05:42.520 --> 00:05:43.640]  默想
[00:05:43.640 --> 00:05:45.120]  其實呢
[00:05:45.120 --> 00:05:46.440]  中規就是一句話
[00:05:46.440 --> 00:05:48.200]  就是交學費
[00:05:48.200 --> 00:05:49.680]  甚至給錢他們
[00:05:49.680 --> 00:05:51.000]  要跟從他們
[00:05:51.000 --> 00:05:54.840]  你要有這樣的智慧
[00:05:54.840 --> 00:05:57.160]  你才有可能得救
[00:05:57.160 --> 00:06:00.240]  所以在哥羅西書就要糾正
[00:06:00.240 --> 00:06:03.760]  這些當時的嚴厲的異端邪說
[00:06:03.760 --> 00:06:06.320]  不是,耶穌是神的獨一外子
[00:06:06.320 --> 00:06:08.400]  耶穌是創造者的真神
[00:06:08.400 --> 00:06:10.680]  祂真的釘在十字架上流血死身
[00:06:10.680 --> 00:06:11.840]  甚至復活
[00:06:11.840 --> 00:06:13.400]  所以我們知道我們有復活主
[00:06:13.400 --> 00:06:14.360]  生命的主
[00:06:14.360 --> 00:06:17.560]  我們跟隨的腳踪是沒有錯的
[00:06:17.560 --> 00:06:18.240]  一連串的
[00:06:18.240 --> 00:06:20.440]  第二章第三章講得很詳細
[00:06:20.440 --> 00:06:21.440]  第一章
[00:06:21.440 --> 00:06:24.720]  祂先稱讚當時的教會弟兄姊妹
[00:06:24.720 --> 00:06:27.360]  因為你的信仰很純正
[00:06:27.360 --> 00:06:30.280]  仍然大部份的人不會受到搞擾
[00:06:30.280 --> 00:06:32.640]  所以開始說感謝神
[00:06:32.640 --> 00:06:34.040]  我們感謝神
[00:06:34.040 --> 00:06:35.880]  我們主耶穌基督的父神
[00:06:35.880 --> 00:06:37.600]  常常為你們禱告
[00:06:37.600 --> 00:06:40.400]  基督徒常常感謝神
[00:06:40.400 --> 00:06:45.280]  剛剛我們正過美國開始的感恩節
[00:06:45.280 --> 00:06:48.720]  感恩節的來源其實都是因為感謝神
[00:06:48.720 --> 00:06:51.480]  感謝神以至祂出來危險
[00:06:51.480 --> 00:06:53.640]  當時四百年前
[00:06:53.640 --> 00:06:56.680]  1620年坐在五月花號
[00:06:56.680 --> 00:06:58.040]  四百多人
[00:06:58.040 --> 00:07:00.280]  經過寒冷冬天
[00:07:00.280 --> 00:07:01.840]  大西洋
[00:07:01.840 --> 00:07:06.160]  下到現在東北部的麻省登岸
[00:07:06.160 --> 00:07:09.640]  誰知在船上已經有人病了
[00:07:09.640 --> 00:07:10.640]  有人不適應
[00:07:10.640 --> 00:07:12.320]  死了差不多三分之一
[00:07:12.320 --> 00:07:14.120]  再下到地上生活
[00:07:14.120 --> 00:07:15.320]  又不適應地圖
[00:07:15.320 --> 00:07:16.480]  又死三分之一
[00:07:16.480 --> 00:07:19.000]  差不多剩下一半都不夠二百多人
[00:07:19.000 --> 00:07:20.840]  他們很危急
[00:07:20.840 --> 00:07:22.240]  又沒有甚麼食物
[00:07:22.240 --> 00:07:23.600]  很奇妙
[00:07:23.600 --> 00:07:26.520]  神竟然差遣當地
[00:07:26.520 --> 00:07:28.840]  當地是異教徒
[00:07:28.840 --> 00:07:30.760]  是印尼安人
[00:07:30.760 --> 00:07:34.400]  竟然幫他們基督徒找種子
[00:07:34.400 --> 00:07:35.320]  他們種了
[00:07:35.320 --> 00:07:36.720]  第二年有收成
[00:07:36.720 --> 00:07:38.440]  就是現在紀念
[00:07:38.440 --> 00:07:40.120]  在美國人心目中
[00:07:40.120 --> 00:07:41.440]  是必吃的
[00:07:41.440 --> 00:07:43.040]  你也猜到了
[00:07:43.040 --> 00:07:43.920]  不是火雞
[00:07:43.920 --> 00:07:45.760]  種出來的
[00:07:45.760 --> 00:07:47.400]  不是火雞
[00:07:47.400 --> 00:07:49.000]  這麼大個
[00:07:49.000 --> 00:07:50.400]  圓形的
[00:07:50.400 --> 00:07:52.080]  叫南瓜
[00:07:52.080 --> 00:07:53.280]  英國都沒有南瓜
[00:07:53.280 --> 00:07:55.640]  在美國就是那些印度人拿種子
[00:07:55.640 --> 00:07:56.400]  「種吧」
[00:07:56.400 --> 00:07:57.080]  種了出來
[00:07:57.080 --> 00:07:58.800]  原來這麼好吃
[00:07:58.800 --> 00:08:00.560]  可以養生
[00:08:00.560 --> 00:08:04.160]  接著幫他們打野火雞
[00:08:04.160 --> 00:08:05.760]  野的時候還沒有養
[00:08:05.760 --> 00:08:07.440]  原來這麼豐盛
[00:08:07.440 --> 00:08:10.960]  可以脫離當時的貧困
[00:08:10.960 --> 00:08:13.200]  所以第二年就慶祝
[00:08:13.200 --> 00:08:15.080]  到了一九四幾年
[00:08:15.080 --> 00:08:16.600]  國會就宣佈
[00:08:16.600 --> 00:08:20.920]  這天成為美國的感恩節日
[00:08:20.920 --> 00:08:22.200]  源頭是這樣來的
[00:08:22.200 --> 00:08:23.800]  是神的恩典
[00:08:23.800 --> 00:08:25.520]  但我們最大的感恩是甚麼呢
[00:08:25.520 --> 00:08:26.640]  保羅就說
[00:08:26.640 --> 00:08:28.160]  我們感謝神
[00:08:28.160 --> 00:08:30.440]  最大的感恩是你們得救
[00:08:30.440 --> 00:08:32.080]  神拯救了我們
[00:08:32.080 --> 00:08:35.720]  因為聽到你們在基督耶穌裏的信心
[00:08:35.720 --> 00:08:37.160]  第一
[00:08:37.160 --> 00:08:39.040]  在基督耶穌裏的信心
[00:08:39.040 --> 00:08:40.200]  第二是甚麼呢
[00:08:40.200 --> 00:08:43.160]  是向眾聖徒的信愛心
[00:08:43.160 --> 00:08:46.400]  第三是你們存在天上的盼望
[00:08:46.400 --> 00:08:49.880]  所以今天其實講了三件事
[00:08:49.880 --> 00:08:51.600]  很熟悉的
[00:08:51.600 --> 00:08:52.440]  很多學校
[00:08:52.440 --> 00:08:53.240]  基督徒的學校
[00:08:53.240 --> 00:08:55.160]  就用這個做校訓
[00:08:55.160 --> 00:08:56.400]  信甚麼呢
[00:08:56.400 --> 00:08:57.440]  望愛
[00:08:57.440 --> 00:08:58.040]  信望愛
[00:08:58.040 --> 00:08:59.440]  你留意一下
[00:08:59.440 --> 00:09:01.960]  我自己現在學的叫做信望愛
[00:09:01.960 --> 00:09:05.560]  但今天講的是信愛望
[00:09:05.560 --> 00:09:07.800]  牧師有沒有寫錯
[00:09:07.800 --> 00:09:08.960]  沒有寫錯
[00:09:08.960 --> 00:09:11.600]  因為在不同的經卷裏面
[00:09:11.600 --> 00:09:12.880]  有不同的講法
[00:09:12.880 --> 00:09:16.520]  哥林多前書就講信望愛
[00:09:16.520 --> 00:09:17.720]  可以解釋的
[00:09:17.720 --> 00:09:20.080]  他說如今常傳的有甚麼
[00:09:20.080 --> 00:09:21.600]  有信
[00:09:21.600 --> 00:09:22.680]  有望
[00:09:22.680 --> 00:09:23.800]  有愛
[00:09:23.800 --> 00:09:26.240]  但其中最大的是甚麼
[00:09:26.240 --> 00:09:27.360]  愛
[00:09:27.360 --> 00:09:30.040]  重點是講愛
[00:09:30.040 --> 00:09:33.520]  但今天的重點是按順序
[00:09:33.520 --> 00:09:35.280]  你先信了
[00:09:35.280 --> 00:09:36.600]  然後你的生命裏面
[00:09:36.600 --> 00:09:38.080]  即是這幾十年
[00:09:38.080 --> 00:09:41.280]  你會從神而來的愛流露出來
[00:09:41.280 --> 00:09:43.360]  然後將來我們回天家
[00:09:43.360 --> 00:09:45.080]  就有活潑的盼望
[00:09:45.080 --> 00:09:46.720]  因為我們知道身體得贖
[00:09:46.720 --> 00:09:49.040]  等一下我會再分享
[00:09:49.040 --> 00:09:51.160]  這個信心是從哪裏來的
[00:09:51.160 --> 00:09:53.160]  是在耶穌基督裏面的
[00:09:53.160 --> 00:09:55.840]  所以這個字就不是我相信的字
[00:09:55.840 --> 00:09:57.920]  不是用來形容第三樣
[00:09:57.920 --> 00:10:00.280]  信耶穌得永生的信
[00:10:00.280 --> 00:10:03.360]  這個信字就是指信仰
[00:10:03.360 --> 00:10:05.920]  用英文你容易明白
[00:10:05.920 --> 00:10:06.960]  第一個信
[00:10:06.960 --> 00:10:07.880]  用來形容的就是
[00:10:07.880 --> 00:10:08.640]  Believe
[00:10:08.640 --> 00:10:10.240]  我相信
[00:10:10.240 --> 00:10:13.200]  但這個信心是指甚麼
[00:10:13.200 --> 00:10:14.920]  英文叫Faith
[00:10:14.920 --> 00:10:16.560]  F-a-i-t-h
[00:10:16.560 --> 00:10:19.600]  就是信仰的核心
[00:10:19.600 --> 00:10:21.560]  就在耶穌基督裏面
[00:10:21.560 --> 00:10:23.840]  就好像在美國看見的
[00:10:23.840 --> 00:10:27.120]  Jesus is the answer
[00:10:27.120 --> 00:10:30.320]  只有耶穌基督是唯一的答案
[00:10:30.320 --> 00:10:34.160]  天下人間沒有刺客別的名可以使我們得救
