
[00:00:00.000 --> 00:00:04.000]  在羅馬書裏面有三個主題
[00:00:04.000 --> 00:00:09.000]  第一個主題是在羅馬書的第一章到第七章
[00:00:09.000 --> 00:00:14.000]  講到最實在、最經驗
[00:00:14.000 --> 00:00:23.000]  第八章開始講到聖靈如何在基督與我們的關係上面來動功
[00:00:23.000 --> 00:00:31.000]  這樣我們能夠看見我們的福音、民族的福音跟神永團的基
[00:00:31.000 --> 00:00:37.000]  第三個部分是講到基督徒當在這個救恩當中
[00:00:37.000 --> 00:00:41.000]  當如何來做出反應
[00:00:41.000 --> 00:00:47.000]  羅馬書十二章裏面講到唯一的反應就是獻上至此爲神所使用
[00:00:47.000 --> 00:00:52.000]  今天在羅馬書的第八章第一節用了一個字叫做如今
[00:00:52.000 --> 00:00:59.000]  原來這個字裏面如今這個字是講到以前第一章到第七章裏面所講到
[00:00:59.000 --> 00:01:03.000]  最佔我們生命當中的這個描述
[00:01:03.000 --> 00:01:06.000]  最佔我們生命當中的實在
[00:01:06.000 --> 00:01:11.000]  連保羅在他肉身的裏面都經歷到這一種罪對他的捆綽
[00:01:11.000 --> 00:01:13.000]  但是感謝讚美主
[00:01:13.000 --> 00:01:16.000]  羅馬書的第八章開始第八章第一節
[00:01:16.000 --> 00:01:19.000]  就是一個非常鼓勵的一句話
[00:01:19.000 --> 00:01:23.000]  就是若是你真明白肉體中的這種困苦
[00:01:23.000 --> 00:01:26.000]  在罪的這種的刑罰
[00:01:26.000 --> 00:01:29.000]  在罪的指控當中這種的患難
[00:01:29.000 --> 00:01:32.000]  你一定會欣賞在羅馬書第八章第一節
[00:01:32.000 --> 00:01:38.000]  如同春天的香氣一樣吹送在我們的裏面
[00:01:38.000 --> 00:01:39.000]  他怎麼樣說
[00:01:39.000 --> 00:01:45.000]  他說如今那些在基督耶穌裏的人就不被定罪了
[00:01:45.000 --> 00:01:49.000]  好像告訴我們在主耶穌新的生命裏面
[00:01:49.000 --> 00:01:52.000]  好像有一種活潑的生命
[00:01:52.000 --> 00:01:54.000]  這種的活潑的生命
[00:01:54.000 --> 00:01:58.000]  是透過主耶穌所做成的這個工作
[00:01:58.000 --> 00:02:00.000]  靈到我們的身上
[00:02:00.000 --> 00:02:05.000]  我很喜愛在參加教會的敬禮聚會里面
[00:02:05.000 --> 00:02:08.000]  聽到那些剛信主的
[00:02:08.000 --> 00:02:11.000]  在自己分享他們屬命的經歷
[00:02:11.000 --> 00:02:15.000]  我甚至有時候我會把他們的生命的記載
[00:02:15.000 --> 00:02:21.000]  福音的預見主耶穌福音的見證收錄下來
[00:02:21.000 --> 00:02:23.000]  因爲裏面是滿有一種能力
[00:02:23.000 --> 00:02:28.000]  好像一個人信了主與神結出明白的救恩以後
[00:02:28.000 --> 00:02:30.000]  他的生命好像有極大的改觀
[00:02:30.000 --> 00:02:33.000]  其中一個改變就是他生命當中的方向
[00:02:33.000 --> 00:02:35.000]  他生命的本質
[00:02:35.000 --> 00:02:39.000]  他生命當中所享受的事情都不再一樣
[00:02:39.000 --> 00:02:41.000]  到底這個能力從哪裏來
[00:02:41.000 --> 00:02:45.000]  爲什麼新的生命背後有這種的能力
[00:02:45.000 --> 00:02:47.000]  我看了羅馬書第八章
[00:02:47.000 --> 00:02:50.000]  我就看到最小有三個地方
[00:02:50.000 --> 00:02:53.000]  讓我們能夠經歷到這一種的能力
[00:02:53.000 --> 00:02:57.000]  這個能力透露了我們的生命
[00:02:57.000 --> 00:02:59.000]  改變我們的現況
[00:02:59.000 --> 00:03:03.000]  也解決了我們生命當中最深沉的問題
[00:03:03.000 --> 00:03:07.000]  這個能力出於耶穌基督復活的大能
[00:03:07.000 --> 00:03:11.000]  這個能力出於聖靈所賜予的自由
[00:03:11.000 --> 00:03:16.000]  這個能力出於在實習假背後中所賜給我們
[00:03:16.000 --> 00:03:18.000]  帶動我們的盼望
[00:03:18.000 --> 00:03:21.000]  所以今天我願意以這三個分題
[00:03:21.000 --> 00:03:26.000]  來跟大家分享新生命中的能力
[00:03:26.000 --> 00:03:29.000]  我們的能力在什麼地方
[00:03:29.000 --> 00:03:32.000]  讓我們用三句話來表白出來
[00:03:32.000 --> 00:03:33.000]  第一句話
[00:03:33.000 --> 00:03:37.000]  在我裏面有主活着 羅馬書第八章第一節
[00:03:37.000 --> 00:03:39.000]  容許我再念一次
[00:03:39.000 --> 00:03:42.000]  如今那些在基督耶穌裏的
[00:03:42.000 --> 00:03:45.000]  就不被定罪了
[00:03:45.000 --> 00:03:48.000]  原來在羅馬書第一章到第七章
[00:03:48.000 --> 00:03:51.000]  重複講到罪當中的實在
[00:03:51.000 --> 00:03:53.000]  其實我們作爲信主的兒女們
[00:03:53.000 --> 00:03:56.000]  我們不願意再提罪的問題
[00:03:56.000 --> 00:03:59.000]  但人而罪的確是非常實在
[00:03:59.000 --> 00:04:00.000]  怎麼樣實在
[00:04:00.000 --> 00:04:06.000]  就是把你生命當中可以盼望的空間都拿走
[00:04:06.000 --> 00:04:10.000]  罪是清楚明白放在人類的歷史當中
[00:04:10.000 --> 00:04:13.000]  不管你是哪一個民族
[00:04:13.000 --> 00:04:15.000]  不管你的性別是什麼
[00:04:15.000 --> 00:04:19.000]  不管你是否認識主耶穌基督
[00:04:19.000 --> 00:04:22.000]  原來有一個真實的事實
[00:04:22.000 --> 00:04:25.000]  是不容我們在當中否認的
[00:04:25.000 --> 00:04:30.000]  就是我們都是帶有罪信的人
[00:04:30.000 --> 00:04:33.000]  我們不願意再提下去
[00:04:33.000 --> 00:04:38.000]  然而保羅卻在這個認識罪的背後裏面
[00:04:38.000 --> 00:04:43.000]  很活生生的來說明到他裏面的掙扎
[00:04:43.000 --> 00:04:45.000]  羅馬書第七章的十首節說
[00:04:45.000 --> 00:04:49.000]  在我裏面沒有什麼良善的
[00:04:49.000 --> 00:04:52.000]  在原文的不是用這個方法來表達
[00:04:52.000 --> 00:04:56.000]  他說在我們的裏面 在我們肉身的裏面
[00:04:56.000 --> 00:05:00.000]  看起來所有的都是敗壞
[00:05:00.000 --> 00:05:03.000]  保羅掙扎了 我們也掙扎
[00:05:03.000 --> 00:05:04.000]  但是感謝讚美主
[00:05:04.000 --> 00:05:07.000]  這個不是我們孰靈生命的結束
[00:05:07.000 --> 00:05:11.000]  反而是因爲這個最終的實在
[00:05:11.000 --> 00:05:14.000]  叫我們能夠迴轉看見
[00:05:14.000 --> 00:05:20.000]  在我裏面的有主耶穌復活的能力
[00:05:20.000 --> 00:05:23.000]  我們沒有辦法透過我們的公義
[00:05:23.000 --> 00:05:25.000]  透過我們的工作
[00:05:25.000 --> 00:05:30.000]  不能夠透過我們對別人投注下來的善事
[00:05:30.000 --> 00:05:32.000]  能夠帶來任何生命的改變
[00:05:32.000 --> 00:05:35.000]  我們生命改變的能力是在乎
[00:05:35.000 --> 00:05:40.000]  我們是否在耶穌基督裏面
[00:05:40.000 --> 00:05:43.000]  我們不絕望 保羅也不絕望
[00:05:43.000 --> 00:05:45.000]  所以在聖靈感動下
[00:05:45.000 --> 00:05:48.000]  就立刻地寫上第八章的第一節
[00:05:48.000 --> 00:05:52.000]  如今 Therefore 過去的罪捆綁你
[00:05:52.000 --> 00:05:57.000]  過去的罪的影響 透入你每一個的環境
[00:05:57.000 --> 00:06:00.000]  然而如今 因在耶穌基督裏面
[00:06:00.000 --> 00:06:03.000]  我們就不再被定罪
[00:06:03.000 --> 00:06:10.000]  爲什麼 是因爲神在我們困苦 憂愁 虛空的時候
[00:06:10.000 --> 00:06:14.000]  竟然發出了一個恩典的護照
[00:06:14.000 --> 00:06:16.000]  我們不配的
[00:06:16.000 --> 00:06:18.000]  我們沒有能力達到神的標準
[00:06:18.000 --> 00:06:21.000]  我們沒有辦法看到神的美善
[00:06:21.000 --> 00:06:25.000]  我們常常在人的黑暗的角落當中來掙扎
[00:06:25.000 --> 00:06:28.000]  然而神因着祂的大愛
[00:06:28.000 --> 00:06:32.000]  祂說我要把這個護患放在我們的裏面
[00:06:32.000 --> 00:06:34.000]  這個護患叫做恩典的護患
[00:06:34.000 --> 00:06:39.000]  我們沒有辦法用什麼的事情來拿到這個恩典
[00:06:39.000 --> 00:06:41.000]  然而在神的手中
[00:06:41.000 --> 00:06:44.000]  卻差遣了祂的愛子耶穌基督
[00:06:44.000 --> 00:06:48.000]  讓我們在祂生命當中傳放下的情況底下
[00:06:48.000 --> 00:06:51.000]  看見了我們的敗壞 也看見這個護照
[00:06:51.000 --> 00:06:53.000]  的確是白白的
[00:06:53.000 --> 00:06:55.000]  所以在羅馬書第三章二十三節
[00:06:55.000 --> 00:06:57.000]  非常的清楚講到
[00:06:57.000 --> 00:06:59.000]  我們世人都犯了罪
[00:06:59.000 --> 00:07:02.000]  都虧缺了神的榮耀
[00:07:02.000 --> 00:07:05.000]  但是如今缺蒙神的恩典
[00:07:05.000 --> 00:07:07.000]  是因爲耶穌基督的咒術
[00:07:07.000 --> 00:07:10.000]  就是白白叫我們成也
[00:07:10.000 --> 00:07:12.000]  Hallelujah 感謝神
[00:07:12.000 --> 00:07:15.000]  我們在主耶穌基督裏面有能力
[00:07:15.000 --> 00:07:17.000]  我們在當中有活力
[00:07:17.000 --> 00:07:19.000]  是因爲我們看見
[00:07:19.000 --> 00:07:21.000]  在主的護患的當中
[00:07:21.000 --> 00:07:23.000]  出服恩典的邀請
[00:07:23.000 --> 00:07:28.000]  每個人都可以經歷到這一種的喜樂跟快樂
[00:07:28.000 --> 00:07:29.000]  神告訴我們
[00:07:29.000 --> 00:07:31.000]  在肉身的當中
[00:07:31.000 --> 00:07:35.000]  我們不僅僅是在當中可以經歷到神的赦免
[00:07:35.000 --> 00:07:37.000]  就在我們生活的當中
[00:07:37.000 --> 00:07:40.000]  能夠經歷到復活的大能
[00:07:40.000 --> 00:07:42.000]  在羅馬書第八章第三節用了這個字
[00:07:42.000 --> 00:07:45.000]  什麼叫做在肉身中定了罪案
[00:07:45.000 --> 00:07:47.000]  其實的意思就是說
[00:07:47.000 --> 00:07:50.000]  當我們住在主耶穌基督裏面
[00:07:50.000 --> 00:07:52.000]  我們就在主耶穌裏面
[00:07:52.000 --> 00:07:55.000]  就結束了罪對我們的這種的捆綁
[00:07:55.000 --> 00:07:57.000]  罪有兩種的捆綁
[00:07:57.000 --> 00:07:59.000]  第一個捆綁
[00:07:59.000 --> 00:08:04.000]  就是我們在周圍生活意念環境的當中
[00:08:04.000 --> 00:08:06.000]  沒有自由的這種捆綁
[00:08:06.000 --> 00:08:12.000]  第二個是在審判當中不得自由的捆綁
[00:08:12.000 --> 00:08:14.000]  在聖經的話語裏面告訴我們
[00:08:14.000 --> 00:08:16.000]  原來這兩種的捆綁
[00:08:16.000 --> 00:08:19.000]  在我們的肉身裏面給我們極大的痛苦
[00:08:19.000 --> 00:08:20.000]  我不知道大家有沒有
[00:08:20.000 --> 00:08:22.000]  有時候經過公路
[00:08:22.000 --> 00:08:30.000]  會看到在旁邊有一些人在跟我們檢討
[00:08:30.000 --> 00:08:32.000]  那麼有些時候你會看到
[00:08:32.000 --> 00:08:36.000]  這些人都是從監獄出來的
[00:08:36.000 --> 00:08:39.000]  大概他們的行爲比較好
[00:08:39.000 --> 00:08:43.000]  所以就給他們有一個空間出來
[00:08:43.000 --> 00:08:47.000]  看看太陽 看看空間 看看樹
[00:08:47.000 --> 00:08:50.000]  但是這一羣人下來的時候
[00:08:50.000 --> 00:08:54.000]  總是有一個監獄的人來監視他們
[00:08:54.000 --> 00:08:56.000]  監視還不夠
[00:08:56.000 --> 00:09:00.000]  然後要他們穿上特別嚴實的衣服
[00:09:00.000 --> 00:09:04.000]  有看過嗎 有一些是綠色的
[00:09:04.000 --> 00:09:07.000]  有一些是粉紅色的
[00:09:07.000 --> 00:09:11.000]  主要是要辨認他們不是一般的人
[00:09:11.000 --> 00:09:14.000]  那麼我們在最終的經歷
[00:09:14.000 --> 00:09:16.000]  就是有一點像這樣子
[00:09:16.000 --> 00:09:19.000]  就是我們在這個戴罪的身體裏面
[00:09:19.000 --> 00:09:23.000]  原來世人背後當中這個指控
[00:09:23.000 --> 00:09:26.000]  永遠看我們就是一個罪人
[00:09:26.000 --> 00:09:30.000]  我們走到哪一個地方 人家撒旦的看法
[00:09:30.000 --> 00:09:32.000]  撒旦的指控還是一樣的
[00:09:32.000 --> 00:09:37.000]  就是你不配接受神的恩典
[00:09:37.000 --> 00:09:39.000]  在律法的官教底下
[00:09:39.000 --> 00:09:41.000]  我們更有這種沉重的負擔
[00:09:41.000 --> 00:09:44.000]  我們這個衣服好像沒有辦法脫下來
[00:09:44.000 --> 00:09:47.000]  我們在英文部裏面有一個姊妹
[00:09:47.000 --> 00:09:51.000]  我覺得在她的醫生裏面
[00:09:51.000 --> 00:09:54.000]  有一個非常讓她痛苦的經歷
[00:09:54.000 --> 00:09:56.000]  就是她在高中的時候
[00:09:56.000 --> 00:10:00.000]  曾經有一段時間犯了一個很小的案件
[00:10:00.000 --> 00:10:03.000]  結果因爲這個案件
[00:10:03.000 --> 00:10:07.000]  審判了以後 樓下的一個案底
