
[00:00:00.000 --> 00:00:05.000]  好,兩姐妹平安,我們一起先有祈禱
[00:00:05.000 --> 00:00:08.000]  親愛的,多謝你讓我們在這一刻的時刻
[00:00:08.000 --> 00:00:11.000]  我們要去敬拜你,我們要去讚美你
[00:00:11.000 --> 00:00:14.000]  我們要聆聽主你的道,藉著你的道去建立我們的生命
[00:00:14.000 --> 00:00:18.000]  塗造我們,以致我們真的能夠按主你的心意去行
[00:00:18.000 --> 00:00:23.000]  求主你幫助我們,聽我們祈禱奉耶穌的名字而求,阿們
[00:00:23.000 --> 00:00:28.000]  今天跟大家去思想的題目叫做「哪裡會有好東西」
[00:00:28.000 --> 00:00:34.000]  我不知道你有沒有一些好東西要和別人分享
[00:00:34.000 --> 00:00:41.000]  事實上我們每一個人都很希望找到一些好東西
[00:00:41.000 --> 00:00:50.000]  最近在中國都有一些好東西,人們爭著去要
[00:00:50.000 --> 00:00:53.000]  不知道你知不知道,有沒有看這些新聞
[00:00:53.000 --> 00:00:58.000]  要養一種動物,叫做養龍蝦
[00:00:58.000 --> 00:01:00.000]  不知道你有沒有看過
[00:01:00.000 --> 00:01:04.000]  最近在國內很多人爭著的叫做OpenClaw
[00:01:04.000 --> 00:01:09.000]  就是一個軟件來的,一個養龍蝦的東西
[00:01:09.000 --> 00:01:11.000]  大家有沒有人知道是什麼東西,先了解一下
[00:01:11.000 --> 00:01:14.000]  都沒有人知道,只有一個人知道是什麼
[00:01:14.000 --> 00:01:17.000]  兩個人知道,這些是IT人來的
[00:01:17.000 --> 00:01:22.000]  什麼來的呢,其實就是一個類似AI的東西
[00:01:22.000 --> 00:01:24.000]  我們現在用AI,很多資訊科技
[00:01:24.000 --> 00:01:28.000]  我們平時用的AI就是一個智者
[00:01:28.000 --> 00:01:32.000]  你有任何問題不明白就問那個智者
[00:01:32.000 --> 00:01:35.000]  就是平時的check GPT那些東西
[00:01:35.000 --> 00:01:37.000]  一有不明白就問他,他馬上解答你
[00:01:37.000 --> 00:01:39.000]  這個就是平時用的AI
[00:01:39.000 --> 00:01:44.000]  而這個OpenClaw就是一個助理
[00:01:44.000 --> 00:01:49.000]  明白分別了,智者就是你見到這個就是智者
[00:01:49.000 --> 00:01:51.000]  你就去問他問題,就是智者
[00:01:51.000 --> 00:01:56.000]  而這個就是你的好幫手,你的生活助理
[00:01:56.000 --> 00:02:01.000]  這個軟件這個程式就是安裝在你的電腦裏面
[00:02:01.000 --> 00:02:05.000]  他就會幫你做你平常要做的事情
[00:02:05.000 --> 00:02:08.000]  你家裏有什麼要做,平常要做
[00:02:08.000 --> 00:02:12.000]  你找這個軟件裝在你的電腦裏就幫你解決
[00:02:12.000 --> 00:02:16.000]  包括什麼呢,譬如你想要入數
[00:02:16.000 --> 00:02:18.000]  有時候要銀行過錢
[00:02:18.000 --> 00:02:22.000]  有些東西要寫程式,寫程式都懂的
[00:02:22.000 --> 00:02:27.000]  你要幫你投資等等的東西
[00:02:27.000 --> 00:02:31.000]  你只要講給這個軟件聽,他就會幫你做
[00:02:31.000 --> 00:02:36.000]  而且他會很醒目的,他會知道你的習性
[00:02:36.000 --> 00:02:39.000]  即是他慢慢知道你的日常生活之後
[00:02:39.000 --> 00:02:41.000]  他知道什麼時候你就要些什麼
[00:02:41.000 --> 00:02:44.000]  你講某一些事,你再講回那件事
[00:02:44.000 --> 00:02:48.000]  他會記得的,然後他就會馬上回應
[00:02:48.000 --> 00:02:50.000]  你就是這樣想的,你就想這樣做
[00:02:50.000 --> 00:02:54.000]  他就會幫你按著你的喜好,幫你處理你的事
[00:02:54.000 --> 00:02:57.000]  你聽到都很重要
[00:02:57.000 --> 00:03:01.000]  所以在國內裏面很多人爭著要去安裝這個軟件
[00:03:01.000 --> 00:03:05.000]  成為了在中國裏面的一個養龍蝦的潮流
[00:03:05.000 --> 00:03:08.000]  為什麼養龍蝦呢,因為他的標誌
[00:03:08.000 --> 00:03:12.000]  這個圖案的標誌就是龍蝦
[00:03:12.000 --> 00:03:16.000]  所以他說,幾分鐘就完成了你一個星期的工作
[00:03:16.000 --> 00:03:19.000]  是不是很棒,有一個助理,幾分鐘而已
[00:03:19.000 --> 00:03:24.000]  他已經知道你做什麼,幫你處理你工作上需要的東西
[00:03:24.000 --> 00:03:27.000]  所以我網上看到有一個老闆
[00:03:27.000 --> 00:03:32.000]  因為安裝了這個軟件之後,第二天就解僱了那個助理
[00:03:32.000 --> 00:03:35.000]  因為他已經幫你做了所有的工作
[00:03:35.000 --> 00:03:39.000]  而安裝這個軟件其實都需要一些錢
[00:03:39.000 --> 00:03:46.000]  所以後來你見到在國內,在深圳騰訊的一個總部
[00:03:46.000 --> 00:03:51.000]  有很多人排隊,因為好像是免費幫人安裝龍蝦
[00:03:51.000 --> 00:03:55.000]  很多人去排隊,真是很熱鬧
[00:03:55.000 --> 00:03:59.000]  你聽到都應該是好東西
[00:03:59.000 --> 00:04:01.000]  幫你做這麼多東西
[00:04:01.000 --> 00:04:05.000]  本來你很辛苦做的,現在他都幫你搞定了
[00:04:05.000 --> 00:04:08.000]  本來你要做幾個小時的,現在幾分鐘就做好了
[00:04:08.000 --> 00:04:12.000]  但你有沒有想過,當你以為是好東西的時候
[00:04:12.000 --> 00:04:15.000]  其實是一件很高危的事情
[00:04:15.000 --> 00:04:18.000]  因為安裝這個軟件的其中一個特色就是
[00:04:18.000 --> 00:04:20.000]  你要開放你的權限
[00:04:20.000 --> 00:04:24.000]  就是說你在電腦裡面有些權
[00:04:24.000 --> 00:04:27.000]  你要給權他,他才可以幫你投資
[00:04:27.000 --> 00:04:29.000]  你給權他,他才可以幫你做事
[00:04:29.000 --> 00:04:33.000]  給權力他,他才會幫你把不要的文件刪除
[00:04:33.000 --> 00:04:36.000]  把你的文件重新分類
[00:04:36.000 --> 00:04:41.000]  整個過程裡,他差不多掌管你的一切
[00:04:41.000 --> 00:04:45.000]  當你錯誤運用,你就有難
[00:04:45.000 --> 00:04:48.000]  所以這個熱潮一方面好像很厲害
[00:04:48.000 --> 00:04:52.000]  但原來過了沒多久,現在人們都在說
[00:04:52.000 --> 00:04:55.000]  養這個龍蝦是很嚴重的
[00:04:55.000 --> 00:04:58.000]  因為當你去運用他的時候
[00:04:58.000 --> 00:05:00.000]  就算你以為你沒有在用他
[00:05:00.000 --> 00:05:02.000]  其實他已經在做事了
[00:05:02.000 --> 00:05:05.000]  而且每一次做事,他都要給token
[00:05:05.000 --> 00:05:11.000]  要給一點費用給那些公司
[00:05:11.000 --> 00:05:16.000]  你以為他做一點事,其實他用了你幾千個token
[00:05:16.000 --> 00:05:19.000]  所以有人說安裝了這個軟件之後
[00:05:19.000 --> 00:05:23.000]  不知不覺有張賬單是幾萬港幣的賬單
[00:05:23.000 --> 00:05:25.000]  你都會收到
[00:05:25.000 --> 00:05:29.000]  等於你請一個工人,請一個助理的錢
[00:05:29.000 --> 00:05:32.000]  而且他不知不覺在用你的錢
[00:05:32.000 --> 00:05:35.000]  這是其中一個,當然更重要的是
[00:05:35.000 --> 00:05:38.000]  他在用你很多的權限和資訊
[00:05:38.000 --> 00:05:42.000]  甚至令到你很多東西都沒有了你的檔案
[00:05:42.000 --> 00:05:44.000]  你又回不了頭
[00:05:44.000 --> 00:05:48.000]  所以這樣說,有些你以為是好東西
[00:05:48.000 --> 00:05:52.000]  原來可能又不是真的那麼好,要看清楚
[00:05:52.000 --> 00:05:55.000]  但有時候有些我們以為是普通的東西
[00:05:55.000 --> 00:05:59.000]  但你有沒有想過這些可能是你的珍寶呢?
[00:05:59.000 --> 00:06:03.000]  今天我們去看的經文是問一個問題
[00:06:03.000 --> 00:06:07.000]  你相不相信上帝會將好東西給你呢?
[00:06:07.000 --> 00:06:11.000]  今天讀的經文是來自馬太福音第七章的段落
[00:06:11.000 --> 00:06:14.000]  第七節開始到第十二節
[00:06:14.000 --> 00:06:16.000]  當中有一個問題就是
[00:06:16.000 --> 00:06:19.000]  你相不相信上帝會將好的東西給你?
[00:06:19.000 --> 00:06:24.000]  又或者這樣說,你心目中的好東西是什麼呢?
[00:06:24.000 --> 00:06:26.000]  什麼是你的好東西呢?
[00:06:26.000 --> 00:06:29.000]  首先當然要有些少回顧
[00:06:29.000 --> 00:06:33.000]  我們上一次就說到第七章六節
[00:06:33.000 --> 00:06:37.000]  我們已經進入了登山部份的第七章的部份
[00:06:37.000 --> 00:06:39.000]  我們上次看到一至六節
[00:06:39.000 --> 00:06:42.000]  而上次第六節的最後就說
[00:06:42.000 --> 00:06:44.000]  不要把聖物給狗
[00:06:44.000 --> 00:06:48.000]  也不要把你們的珍珠丟在豬的面前
[00:06:48.000 --> 00:06:51.000]  恐怕他們就踐踏了珍珠
[00:06:51.000 --> 00:06:56.000]  這是一個這樣的結構,踐踏珍珠的就是那些珠
[00:06:56.000 --> 00:06:59.000]  接著他說轉過來就咬你們
[00:06:59.000 --> 00:07:01.000]  應該就是在說那些狗
[00:07:01.000 --> 00:07:03.000]  那些狗會咬人
[00:07:03.000 --> 00:07:06.000]  那些珠不懂得珍惜珍珠
[00:07:06.000 --> 00:07:09.000]  而這裡上次我們看到就是說
[00:07:09.000 --> 00:07:12.000]  原來耶穌特別說不要去評斷別人的時候
[00:07:12.000 --> 00:07:14.000]  我們更加要懂得去分辨
[00:07:14.000 --> 00:07:17.000]  有這個智慧去分辨事情
[00:07:17.000 --> 00:07:19.000]  就好像我們上次看到
[00:07:19.000 --> 00:07:21.000]  在菲律賓書一章十至十一節說
