
[00:00:00.000 --> 00:00:03.760]  今日我們來思想「事施」
[00:00:03.760 --> 00:00:06.640]  「事施」我們有時候
[00:00:06.640 --> 00:00:09.160]  好像一個審判官那樣
[00:00:09.160 --> 00:00:13.280]  來審判是非
[00:00:13.280 --> 00:00:18.960]  來到甚麼是神的意思
[00:00:18.960 --> 00:00:21.080]  來作出一個審判
[00:00:21.080 --> 00:00:23.200]  但是「事施」在聖經裏面
[00:00:23.200 --> 00:00:25.200]  特別是在「事施記」裏面
[00:00:25.200 --> 00:00:31.200]  「事施」又好像一個民族的英雄那樣
[00:00:31.200 --> 00:00:33.400]  所以我們會問
[00:00:33.400 --> 00:00:36.400]  這些民族英雄
[00:00:36.400 --> 00:00:38.200]  當他們呼求神
[00:00:38.200 --> 00:00:41.000]  神就興起這些英雄
[00:00:41.000 --> 00:00:43.400]  這些民族的救星
[00:00:43.400 --> 00:00:46.000]  來救以色列人
[00:00:46.000 --> 00:00:52.200]  究竟這些英雄是怎樣呢
[00:00:52.200 --> 00:00:56.200]  我不知道你有沒有想過這個問題
[00:00:56.200 --> 00:00:58.200]  究竟時勢做英雄
[00:00:58.200 --> 00:01:00.600]  還是英雄做時勢呢
[00:01:00.600 --> 00:01:02.800]  你會認為是怎樣
[00:01:02.800 --> 00:01:04.400]  時勢做英雄
[00:01:04.400 --> 00:01:07.200]  還是英雄做時勢呢
[00:01:07.200 --> 00:01:10.400]  時勢做英雄很多時候我們都會見到
[00:01:10.400 --> 00:01:12.800]  很多這樣的例子
[00:01:12.800 --> 00:01:15.000]  好像03年沙士的時候
[00:01:15.000 --> 00:01:17.000]  哪些是英雄
[00:01:17.000 --> 00:01:20.400]  醫生、護士
[00:01:20.400 --> 00:01:24.800]  時勢是剛剛在前線
[00:01:24.800 --> 00:01:33.000]  變成了拯救的英雄
[00:01:33.000 --> 00:01:35.000]  當在一個火柱裏面
[00:01:35.000 --> 00:01:36.400]  火場裏面
[00:01:36.400 --> 00:01:38.800]  很容易產生甚麼英雄呢
[00:01:38.800 --> 00:01:40.400]  消防員
[00:01:40.400 --> 00:01:42.000]  他們殉職
[00:01:42.000 --> 00:01:46.200]  我們這些英雄沒有生命的危險
[00:01:46.200 --> 00:01:48.200]  當在戰爭裏面
[00:01:48.200 --> 00:01:50.200]  士兵可能是英雄
[00:01:50.200 --> 00:01:54.800]  他們有英勇的勳章
[00:01:54.800 --> 00:01:56.800]  可能去為國捐軀
[00:01:56.800 --> 00:01:58.800]  給他們英勇的徽章
[00:01:58.800 --> 00:02:00.800]  很多時候
[00:02:00.800 --> 00:02:02.800]  時勢做英雄
[00:02:02.800 --> 00:02:08.800]  在十九世紀、二十世紀
[00:02:08.800 --> 00:02:13.800]  有一個很出名的音樂指揮家
[00:02:13.800 --> 00:02:15.800]  托爾卡尼尼
[00:02:15.800 --> 00:02:17.800]  可能沒有甚麼人認識他
[00:02:17.800 --> 00:02:20.800]  其實他是一個意大利人
[00:02:20.800 --> 00:02:22.800]  他十二十歲
[00:02:22.800 --> 00:02:24.800]  他畢業了在音樂學院
[00:02:24.800 --> 00:02:27.800]  來拉大提琴
[00:02:27.800 --> 00:02:29.800]  這個音樂家
[00:02:29.800 --> 00:02:34.800]  有一次他們的劇團
[00:02:34.800 --> 00:02:38.800]  被邀請到巴西來表演
[00:02:38.800 --> 00:02:41.800]  誰知劇團的指揮
[00:02:41.800 --> 00:02:51.800]  和樂團經常吵架
[00:02:51.800 --> 00:02:53.800]  結果這個出名的指揮
[00:02:53.800 --> 00:02:54.800]  一怒之下
[00:02:54.800 --> 00:02:57.800]  那晚演出他就走了
[00:02:57.800 --> 00:02:59.800]  慘了突然沒有指揮怎麼辦
[00:02:59.800 --> 00:03:02.800]  這個音樂總監打我
[00:03:02.800 --> 00:03:05.800]  去找一個指揮
[00:03:05.800 --> 00:03:07.800]  有一個女工說
[00:03:07.800 --> 00:03:10.800]  我推薦這位托爾卡尼尼
[00:03:10.800 --> 00:03:13.800]  因為在他和我伴奏的裏面
[00:03:13.800 --> 00:03:17.800]  我發現他的音樂感很好
[00:03:17.800 --> 00:03:19.800]  並且他過目不忘
[00:03:19.800 --> 00:03:20.800]  他不捨得看譜
[00:03:20.800 --> 00:03:23.800]  這個二十歲初生
[00:03:23.800 --> 00:03:26.800]  知足不畏苦
[00:03:26.800 --> 00:03:30.800]  竟然答應指揮樂團
[00:03:30.800 --> 00:03:33.800]  當晚他來到
[00:03:33.800 --> 00:03:35.800]  過了一個工
[00:03:35.800 --> 00:03:37.800]  然後譜也不用看
[00:03:37.800 --> 00:03:39.800]  就去指揮樂團
[00:03:39.800 --> 00:03:41.800]  一夜成名
[00:03:41.800 --> 00:03:46.800]  他就來到指揮
[00:03:46.800 --> 00:03:49.800]  開始了他的生涯
[00:03:49.800 --> 00:03:51.800]  成為二十世紀
[00:03:51.800 --> 00:03:53.800]  在指揮裏面
[00:03:53.800 --> 00:03:56.800]  一個很出色的指揮家
[00:03:56.800 --> 00:03:58.800]  時勢做英雄
[00:03:58.800 --> 00:04:02.800]  我們見到這些例子很多很多
[00:04:02.800 --> 00:04:05.800]  這個時勢產生英雄
[00:04:05.800 --> 00:04:06.800]  英雄做時勢
[00:04:06.800 --> 00:04:09.800]  我們見到Steve Jobs
[00:04:09.800 --> 00:04:12.800]  由iPhone、iPad
[00:04:12.800 --> 00:04:15.800]  在整個世界跟著去
[00:04:15.800 --> 00:04:17.800]  或者哥倫布
[00:04:17.800 --> 00:04:18.800]  發現新大陸
[00:04:18.800 --> 00:04:22.800]  開始一個新的領域
[00:04:22.800 --> 00:04:25.800]  我們都見到一些這樣的例子
[00:04:25.800 --> 00:04:27.800]  但是當我們來看回
[00:04:27.800 --> 00:04:29.800]  聖經這些時事
[00:04:29.800 --> 00:04:31.800]  我們問究竟
[00:04:31.800 --> 00:04:33.800]  這些英雄
[00:04:33.800 --> 00:04:36.800]  這些民族英雄
[00:04:36.800 --> 00:04:38.800]  如何產生出來
[00:04:38.800 --> 00:04:41.800]  是否時勢產生出來
[00:04:41.800 --> 00:04:44.800]  是否這些英雄因為有雄才偉略
[00:04:44.800 --> 00:04:48.800]  所以能夠叫這個國家
[00:04:48.800 --> 00:04:49.800]  因著他的出現
[00:04:49.800 --> 00:04:53.800]  能夠帶來四十年、八十年
[00:04:53.800 --> 00:04:55.800]  那種平安
[00:04:55.800 --> 00:04:58.800]  你會發現很奇怪
[00:04:58.800 --> 00:05:01.800]  究竟當我們一路看聖經的時候
[00:05:01.800 --> 00:05:03.800]  我們發現很特別
[00:05:03.800 --> 00:05:06.800]  這些英雄不是時勢造出來的
[00:05:06.800 --> 00:05:10.800]  這些英雄不是雄才偉略產生出來的
[00:05:10.800 --> 00:05:14.800]  這些英雄原來是神造出來的
[00:05:14.800 --> 00:05:18.800]  神如何造這些英雄
[00:05:18.800 --> 00:05:21.800]  所以今天我們試過
[00:05:21.800 --> 00:05:25.800]  用幾點來思想這個問題
[00:05:25.800 --> 00:05:28.800]  我們分開三點去想一想
[00:05:28.800 --> 00:05:31.800]  一、以色列人的腦的毛病
[00:05:31.800 --> 00:05:32.800]  有存在
[00:05:32.800 --> 00:05:36.800]  神就揀選了一個機電
[00:05:36.800 --> 00:05:38.800]  這個就是民族英雄
[00:05:38.800 --> 00:05:40.800]  究竟他有什麼條件
[00:05:40.800 --> 00:05:42.800]  被神揀選
[00:05:42.800 --> 00:05:44.800]  為什麼這個機電
[00:05:44.800 --> 00:05:49.800]  能夠成為神手裡的一個器皿
[00:05:49.800 --> 00:05:52.800]  可以拯救以色列的百姓
[00:05:52.800 --> 00:05:55.800]  最重要的一點我們要去想一想
[00:05:55.800 --> 00:06:00.800]  究竟這段聖經對我說什麼
[00:06:00.800 --> 00:06:02.800]  你知道這個故事
[00:06:02.800 --> 00:06:04.800]  你明白當天發生什麼事情
[00:06:04.800 --> 00:06:05.800]  但是
[00:06:05.800 --> 00:06:09.800]  有一樣你讀完聖經都要問自己
[00:06:09.800 --> 00:06:11.800]  神通過這個故事
[00:06:11.800 --> 00:06:13.800]  跟我們說什麼
[00:06:13.800 --> 00:06:17.800]  神昔日能夠揀選這樣的人
[00:06:17.800 --> 00:06:19.800]  成為民族英雄
[00:06:19.800 --> 00:06:23.800]  神今天會不會揀選你和我
[00:06:23.800 --> 00:06:27.800]  都成為一個英雄呢
[00:06:27.800 --> 00:06:29.800]  可能你會問
[00:06:29.800 --> 00:06:31.800]  神會不會這樣做呢
[00:06:31.800 --> 00:06:34.800]  或者這個問題留待你
[00:06:34.800 --> 00:06:39.800]  當你離開禮堂的時候
[00:06:39.800 --> 00:06:40.800]  你問
[00:06:40.800 --> 00:06:45.800]  神有沒有揀選我成為這個英雄
[00:06:45.800 --> 00:06:48.800]  一錯再錯
[00:06:48.800 --> 00:06:52.800]  以色列人有行耶和華眼中看為惡的事
[00:06:52.800 --> 00:06:57.800]  耶和華就把他們交在米地人手裡七年
[00:06:57.800 --> 00:07:01.800]  以色列人又在罪中生活
[00:07:01.800 --> 00:07:02.800]  拜偶像
[00:07:02.800 --> 00:07:04.800]  很特別一個對比
[00:07:04.800 --> 00:07:05.800]  如果你看聖經
[00:07:05.800 --> 00:07:07.800]  你會發現第五章
[00:07:07.800 --> 00:07:09.800]  第三一節
[00:07:09.800 --> 00:07:11.800]  他說耶和華
[00:07:11.800 --> 00:07:14.800]  願你的仇敵都這樣滅亡
[00:07:14.800 --> 00:07:18.800]  願愛你的人如日頭出現
[00:07:18.800 --> 00:07:20.800]  降廢連連一個齋美神
[00:07:20.800 --> 00:07:22.800]  作為第五章的結束
[00:07:22.800 --> 00:07:24.800]  但是第六章的開始
[00:07:24.800 --> 00:07:27.800]  卻是又來到反叛神
[00:07:27.800 --> 00:07:30.800]  一個很強烈的對比
[00:07:30.800 --> 00:07:34.800]  結束是讚美
[00:07:34.800 --> 00:07:39.800]  一開始他們又再受迦南的影響
[00:07:39.800 --> 00:07:41.800]  他們世俗化
[00:07:41.800 --> 00:07:43.800]  他們來到拜偶像
[00:07:43.800 --> 00:07:45.800]  有一個
[00:07:45.800 --> 00:07:48.800]  我不記得是哲學家還是歷史學家
[00:07:48.800 --> 00:07:49.800]  說了幾句話
[00:07:49.800 --> 00:07:52.800]  他說人類從歷史裡學到什麼
[00:07:52.800 --> 00:07:54.800]  得到什麼教訓
[00:07:54.800 --> 00:07:58.800]  就是人類什麼教訓都學不到
[00:07:58.800 --> 00:08:01.800]  人在歷史裡學到什麼教訓
[00:08:01.800 --> 00:08:03.800]  你以為很得教訓
[00:08:03.800 --> 00:08:05.800]  只得睡覺
[00:08:05.800 --> 00:08:06.800]  意思就是說
[00:08:06.800 --> 00:08:08.800]  你學到的就是睡覺
[00:08:08.800 --> 00:08:09.800]  什麼都學不到
[00:08:09.800 --> 00:08:11.800]  沒有東西學得到
[00:08:11.800 --> 00:08:13.800]  因為人會怎樣
[00:08:13.800 --> 00:08:14.800]  一錯
[00:08:14.800 --> 00:08:18.800]  他會再錯
[00:08:18.800 --> 00:08:20.800]  1945年
[00:08:20.800 --> 00:08:22.800]  日本宣佈投降
[00:08:22.800 --> 00:08:24.800]  70年之後的日本
[00:08:24.800 --> 00:08:26.800]  怎麼樣
[00:08:26.800 --> 00:08:27.800]  70年之後的日本
[00:08:27.800 --> 00:08:31.800]  我們現在中日經常爭拗
[00:08:31.800 --> 00:08:35.800]  日本又說沒有侵略南京
[00:08:35.800 --> 00:08:38.800]  甚至在1994年的時候
[00:08:38.800 --> 00:08:40.800]  有一位官員
[00:08:40.800 --> 00:08:43.800]  他說南京大屠殺
[00:08:43.800 --> 00:08:45.800]  全部是捏造的
[00:08:45.800 --> 00:08:49.800]  你聽到這些嚇死你
[00:08:49.800 --> 00:08:50.800]  嘩
[00:08:50.800 --> 00:08:52.800]  為什麼會這樣說
[00:08:52.800 --> 00:08:56.800]  究竟日本人有沒有從歷史裡
[00:08:56.800 --> 00:08:58.800]  得到教訓
[00:08:58.800 --> 00:08:59.800]  未必有
[00:08:59.800 --> 00:09:01.800]  你想想
[00:09:01.800 --> 00:09:05.800]  有人去統計
[00:09:05.800 --> 00:09:07.800]  20世紀
