
[00:00:00.000 --> 00:00:06.400]  用了大半年的時間為大家分享雅各書
[00:00:06.400 --> 00:00:09.840]  終於來到最後一篇
[00:00:09.840 --> 00:00:15.360]  你留意新約的書信通常都是用禱告這個主題作為結束
[00:00:15.360 --> 00:00:21.520]  你留意新約的書信通常用禱告這個主題作為結束
[00:00:21.520 --> 00:00:26.320]  有人形容基督徒在祈禱的功課上經常犯兩個毛病
[00:00:26.320 --> 00:00:30.640]  有人形容基督徒在祈禱的功課上經常犯兩個毛病
[00:00:30.640 --> 00:00:32.520]  一是我們不願意祈禱
[00:00:32.520 --> 00:00:34.400]  一個就是我們不願意祈禱
[00:00:34.400 --> 00:00:36.880]  我們不相信祈禱
[00:00:36.880 --> 00:00:43.440]  我們不明白祈禱是基督徒最寶貴的權利
[00:00:43.440 --> 00:00:46.080]  我們寧可用我們的方法
[00:00:46.080 --> 00:00:50.400]  我們寧可用手機去搜尋
[00:00:50.400 --> 00:00:56.800]  但是我們不會尋求我們上帝的力量
[00:00:56.800 --> 00:01:00.080]  另一種就是胡亂的祈禱
[00:01:00.080 --> 00:01:07.760]  我們不明白祈禱是要按神的心意去祈求
[00:01:07.760 --> 00:01:09.920]  我們不是老闆
[00:01:09.920 --> 00:01:14.640]  我們不是要開張清單
[00:01:14.640 --> 00:01:16.560]  上帝你要滿足我的要求
[00:01:16.560 --> 00:01:21.520]  所有合乎上帝心意的祈禱
[00:01:21.520 --> 00:01:25.280]  都是先求祂的國和祂的義
[00:01:25.280 --> 00:01:31.920]  今天早上亞各書提醒我們禱告要注意幾件事情
[00:01:31.920 --> 00:01:36.560]  今天早上亞各書提醒我們禱告要注意幾件事情
[00:01:36.560 --> 00:01:39.200]  大家可以拿你的筆出來寫你的筆記
[00:01:39.200 --> 00:01:41.760]  大家可以拿你的筆出來寫你的筆記
[00:01:41.760 --> 00:01:45.920]  在這裡亞各書提到我們祈禱必須要相信
[00:01:45.920 --> 00:01:49.360]  在這裡亞各書提到我們祈禱必須要相信
[00:01:49.360 --> 00:01:55.520]  其實說起來好像一些很普通的常識
[00:01:55.520 --> 00:01:57.920]  其實說起來好像一些很普通的常識
[00:01:57.920 --> 00:01:59.360]  你不相信你怎麼會祈禱呢
[00:01:59.360 --> 00:02:00.800]  你不相信你怎麼會祈禱呢
[00:02:00.800 --> 00:02:02.720]  你祈禱你應該是相信的
[00:02:02.720 --> 00:02:04.480]  你祈禱你應該是相信的
[00:02:04.480 --> 00:02:06.080]  現實可能未必一樣
[00:02:06.080 --> 00:02:07.440]  現實未必是一樣
[00:02:07.440 --> 00:02:12.640]  經文裡面呈現了幾種情況是我們因為相信要去祈禱
[00:02:12.640 --> 00:02:15.200]  經文裡面呈現了幾種情況
[00:02:15.200 --> 00:02:16.960]  是我們因為相信要去祈禱
[00:02:16.960 --> 00:02:18.560]  第一個就是我們心靈重擔
[00:02:18.560 --> 00:02:20.560]  第一個就是我們心靈的重擔
[00:02:20.560 --> 00:02:22.240]  請讀出五章十三節
[00:02:22.240 --> 00:02:26.960]  五章十三節你們中間有受苦的他就該禱告
[00:02:26.960 --> 00:02:29.120]  在基督徒信仰的歷程裡面
[00:02:29.120 --> 00:02:30.960]  在基督徒信仰的歷程裡面
[00:02:30.960 --> 00:02:33.680]  我們在不同人生階段都有不同的經歷
[00:02:33.680 --> 00:02:36.560]  我們在不同的人生經歷上面都有不同的經歷
[00:02:36.560 --> 00:02:37.600]  有不同的遭遇
[00:02:37.600 --> 00:02:38.560]  有不同的遭遇
[00:02:38.560 --> 00:02:42.400]  中國人說人生不如意事常十之八九
[00:02:42.400 --> 00:02:46.640]  中國人說人生不如意事常十之八九
[00:02:46.640 --> 00:02:48.560]  其實基督徒都沒有免疫的能力
[00:02:48.560 --> 00:02:50.400]  其實基督徒都沒有免疫的能力
[00:02:50.400 --> 00:02:51.680]  我們都會面對苦難
[00:02:51.680 --> 00:02:52.800]  我們都會面對苦難
[00:02:52.800 --> 00:02:54.080]  我們都會面對疾病
[00:02:54.080 --> 00:02:55.280]  我們都會面對疾病
[00:02:55.280 --> 00:02:58.880]  我們都會面對一些為什麼會發生在我們身上的事情
[00:02:58.880 --> 00:03:01.120]  我們都會面對一些為什麼會發生在我們身上的事情
[00:03:01.120 --> 00:03:02.800]  當面對困難的時候
[00:03:02.800 --> 00:03:04.080]  當面對困難的時候
[00:03:04.080 --> 00:03:06.000]  一般的人就會呼天搶地
[00:03:06.000 --> 00:03:07.680]  一般的人就會呼天搶地
[00:03:07.680 --> 00:03:08.640]  怨天尤人
[00:03:08.640 --> 00:03:09.360]  怨天尤人
[00:03:09.360 --> 00:03:10.960]  為什麼這些事會臨到我呢
[00:03:10.960 --> 00:03:12.000]  為什麼這些事會臨到我呢
[00:03:12.000 --> 00:03:13.600]  這個世界真的不公平了
[00:03:13.600 --> 00:03:15.040]  這個世界真的不公平了
[00:03:15.040 --> 00:03:16.240]  但是雅各提醒
[00:03:16.240 --> 00:03:19.120]  這個基督徒正正是要禱告的時間
[00:03:19.120 --> 00:03:21.040]  但是雅各提到這個時候
[00:03:21.040 --> 00:03:22.720]  基督徒正正是要禱告的時間
[00:03:22.720 --> 00:03:26.880]  祈禱是可以向神表達我們內心的苦痛
[00:03:26.880 --> 00:03:30.080]  祈禱是可以向神表達我們內心的苦痛
[00:03:30.080 --> 00:03:33.840]  我們祈禱是祈求上帝的能力臨在我這個困境
[00:03:33.840 --> 00:03:37.760]  我們祈禱是祈禱上帝的能力臨在我身上
[00:03:37.760 --> 00:03:40.720]  有人形容困境的祈禱
[00:03:40.720 --> 00:03:43.600]  就好像在靈魂深處發出的呼求
[00:03:43.600 --> 00:03:45.520]  有人形容困境的禱告
[00:03:45.520 --> 00:03:47.680]  像靈魂深處發生的禱告
[00:03:47.680 --> 00:03:49.440]  在徬徨無助的裡面
[00:03:49.440 --> 00:03:51.920]  我們向這位造物主懇求恩典
[00:03:51.920 --> 00:03:53.360]  在徬徨無助的時候
[00:03:53.360 --> 00:03:55.760]  我們向這位造物主來懇求
[00:03:55.760 --> 00:03:58.880]  靈魂深處的祈禱是能夠改變我們的生命
[00:03:58.880 --> 00:04:01.360]  靈魂深處的禱告可以改變我們的生命
[00:04:01.360 --> 00:04:02.640]  可以改變教會
[00:04:02.640 --> 00:04:03.680]  可以改變教會
[00:04:03.680 --> 00:04:04.640]  可以改變社會
[00:04:04.640 --> 00:04:05.520]  可以改變社會
[00:04:05.520 --> 00:04:06.400]  可以改變歷史
[00:04:06.400 --> 00:04:07.520]  可以改變歷史
[00:04:07.520 --> 00:04:14.080]  大家還記得當尼西米在舒三城聽見耶路撒冷的故鄉出現的光景
[00:04:14.080 --> 00:04:22.400]  大家想起來尼西米在舒三城聽見故鄉耶路撒冷的光景
[00:04:22.400 --> 00:04:25.200]  那道城牆被拆,城門被火焚燒
[00:04:25.200 --> 00:04:28.640]  那道城門被拆,城門被火焚燒
[00:04:28.640 --> 00:04:32.800]  聖經形容是撕裂心腸的哭泣為自己的故鄉祈禱
[00:04:32.800 --> 00:04:37.440]  聖經形容他是哭裂心腸為耶路撒冷的禱告
[00:04:37.440 --> 00:04:40.960]  他為自己的百姓,為國家認罪悔改
[00:04:40.960 --> 00:04:43.840]  他為自己的百姓,為國家認罪悔改
[00:04:43.840 --> 00:04:47.840]  結果就帶動了一場重建國家的一次運動
[00:04:47.840 --> 00:04:51.360]  結果就帶動了一場重建聖城的運動
[00:04:51.360 --> 00:04:54.320]  耶路撒冷先知眼見百姓沉迷偶像
[00:04:54.320 --> 00:04:58.640]  耶路撒冷先知眼見百姓沉迷偶像
[00:04:58.640 --> 00:05:00.400]  他離棄上帝的律法
[00:05:00.400 --> 00:05:02.240]  他離棄上帝的律法
[00:05:02.240 --> 00:05:04.160]  國家一步一步走向滅亡
[00:05:04.160 --> 00:05:06.240]  國家一步一步走向滅亡
[00:05:06.240 --> 00:05:10.240]  他不住的為自己的百姓來祈禱
[00:05:10.240 --> 00:05:12.640]  他不住的為自己的百姓來祈禱
[00:05:12.640 --> 00:05:16.960]  經文說:但願我的頭為水,我的眼為淚的泉源
[00:05:16.960 --> 00:05:20.720]  經文說:但願我的頭為水,我的眼為淚的泉源
[00:05:20.720 --> 00:05:23.520]  我為我的百姓中被殺的人哭泣
[00:05:23.520 --> 00:05:26.400]  我為我的百姓中被殺的人哭泣
[00:05:26.400 --> 00:05:28.400]  哈拿撒姆爾的媽媽
[00:05:28.400 --> 00:05:30.000]  哈拿撒姆爾的媽媽
[00:05:30.000 --> 00:05:31.360]  本來是一個不仁的婦女
[00:05:31.360 --> 00:05:32.800]  她本來是一個不義的婦女
[00:05:32.800 --> 00:05:37.440]  她沒辦法去面對或經歷這種傷痛
[00:05:37.440 --> 00:05:40.480]  她沒辦法去經歷這種傷痛
[00:05:40.480 --> 00:05:44.000]  所以她只能來到上帝的面前哭訴
[00:05:44.000 --> 00:05:46.080]  所以她只能來到上帝的面前哭訴
[00:05:46.080 --> 00:05:48.480]  因為她的禱告上帝賜下撒姆爾
[00:05:48.480 --> 00:05:50.960]  因為她的禱告上帝賜下撒姆爾
[00:05:50.960 --> 00:05:52.560]  撒姆爾的意思是
[00:05:52.560 --> 00:05:55.680]  這個兒子是從耶和華那裡求來的
[00:05:55.680 --> 00:05:57.600]  撒姆爾的意思是
[00:05:57.600 --> 00:06:00.320]  這個兒子是從耶和華那裡求來的
[00:06:00.320 --> 00:06:03.360]  連我們的耶穌在臨上十字架之前
[00:06:03.360 --> 00:06:03.360]  連我們的耶穌在臨上十字架之前
[00:06:03.360 --> 00:06:05.360]  在赫西瑪利園都是禱告
[00:06:05.360 --> 00:06:05.360]  在赫西瑪利園都是禱告
[00:06:05.360 --> 00:06:07.920]  因我們的耶穌臨上師架前
[00:06:07.920 --> 00:06:09.920]  在赫西瑪利園也是禱告
[00:06:09.920 --> 00:06:13.680]  聖經形容祂的汗像血點一樣
[00:06:13.680 --> 00:06:16.720]  聖經形容祂的汗像血點一樣
[00:06:16.720 --> 00:06:18.720]  祂心裡憂愁,幾乎要死
[00:06:18.720 --> 00:06:20.960]  祂心裡憂愁,幾乎要死
[00:06:20.960 --> 00:06:24.320]  祂都只能夠懇切地向上帝祈禱
[00:06:24.320 --> 00:06:26.560]  祂都只能夠懇切地向上帝禱告
[00:06:26.560 --> 00:06:29.200]  在這個苦杯裡面得到這個力量
[00:06:29.200 --> 00:06:31.200]  在這個苦杯裡面得到這個力量
[00:06:31.200 --> 00:06:33.200]  歷史上有很多的祈禱
[00:06:33.200 --> 00:06:35.200]  歷史上有很多的禱告
[00:06:35.200 --> 00:06:37.200]  改變這個社會
[00:06:37.200 --> 00:06:39.200]  改變這個世界
[00:06:39.200 --> 00:06:41.200]  困苦中的祈禱
[00:06:41.200 --> 00:06:42.320]  困苦中的禱告
[00:06:42.320 --> 00:06:45.120]  不是歌舞昇平那種善頌善禱
[00:06:45.120 --> 00:06:45.120]  不是歌舞昇平那種善頌善禱
[00:06:45.120 --> 00:06:48.400]  不是歌舞昇平那種善頌善禱
[00:06:48.400 --> 00:06:50.400]  也不是例行公事那種大力祈禱
[00:06:50.400 --> 00:06:51.360]  也不是例行公事那種大力祈禱
[00:06:51.360 --> 00:06:53.360]  去堆砌一些美麗的顏值
[00:06:53.360 --> 00:06:55.360]  也不是例行公事那樣帶人禱告那樣
[00:06:55.360 --> 00:06:57.360]  也不是例行公事那樣帶人禱告那樣
[00:06:57.360 --> 00:06:59.360]  是從我們靈魂深處發出的呼求
[00:06:59.360 --> 00:07:01.360]  是從我們靈魂深處發出的呼求
[00:07:01.360 --> 00:07:03.360]  是從我們靈魂深處發出的呼求
[00:07:03.360 --> 00:07:05.360]  好像雅各在雅伯渡口死抱上帝的大腿
[00:07:05.360 --> 00:07:07.360]  像雅各在雅伯渡口死抱上帝的大腿
[00:07:07.360 --> 00:07:09.360]  像雅各在雅伯渡口死抱上帝的大腿
[00:07:09.360 --> 00:07:11.360]  你得不到祝福我就不肯放手
[00:07:11.360 --> 00:07:13.360]  你得不到祝福我就不肯放手
[00:07:13.360 --> 00:07:15.360]  我得不到祝福我就不放手
[00:07:15.360 --> 00:07:17.360]  第二種的情況是在喜樂的時候我們要祈禱
[00:07:17.360 --> 00:07:19.360]  第二種的情況是在喜樂的時候我們要祈禱
[00:07:19.360 --> 00:07:21.360]  第二種的情況是在喜樂的時候我們要祈禱
[00:07:21.360 --> 00:07:27.360]  有喜樂的我們就當歌頌
[00:07:27.360 --> 00:07:29.360]  雅各鼓勵我們在喜樂的時候要禱告
[00:07:29.360 --> 00:07:31.360]  雅各鼓勵我們在喜樂的時候要禱告
[00:07:31.360 --> 00:07:33.360]  雅各鼓勵我們在喜樂的時候要禱告
[00:07:33.360 --> 00:07:35.360]  雅各鼓勵我們在喜樂的時候要禱告
[00:07:35.360 --> 00:07:37.360]  這個喜樂不是指一種外在的景況
[00:07:37.360 --> 00:07:39.360]  這個喜樂不是指一種外在的景況
[00:07:39.360 --> 00:07:41.360]  這個喜樂不是指一種外在的景況
[00:07:41.360 --> 00:07:43.360]  是指無論環境變得好與壞
[00:07:43.360 --> 00:07:45.360]  是指無論環境變得好或壞
[00:07:45.360 --> 00:07:47.360]  是指無論環境變得好或壞
[00:07:47.360 --> 00:07:51.360]  我們仍然擁有那份從上帝而來的平安和喜樂
[00:07:51.360 --> 00:07:53.360]  我們仍然擁有那份從上帝而來的平安和喜樂
[00:07:53.360 --> 00:07:55.360]  我們仍然擁有那份從上帝而來的平安和喜樂
[00:07:55.360 --> 00:07:57.360]  我們仍然擁有那份從上帝而來的平安和喜樂
[00:07:57.360 --> 00:07:59.360]  我們仍然擁有那份從上帝而來的平安和喜樂
[00:07:59.360 --> 00:08:01.360]  我們仍然擁有那份從上帝而來的平安和喜樂
[00:08:01.360 --> 00:08:03.360]  我們仍然擁有那份從上帝而來的平安和喜樂
[00:08:03.360 --> 00:08:05.360]  我們仍然擁有那份從上帝而來的平安和喜樂
[00:08:05.360 --> 00:08:07.360]  我們仍然擁有那份從上帝而來的平安和喜樂
[00:08:07.360 --> 00:08:23.360]  我赤身出於母胎,也必赤身歸回。賞賜的是耶和華,收取的也是耶和華。耶和華的名是應當稱頌的。
[00:08:23.360 --> 00:08:37.360]  人在順境很容易得意忘形,我們會忘記上帝的恩典,我們認為這是靠我們的聰明努力而營造出來的。
[00:08:37.360 --> 00:08:51.360]  所以當我們身處順境,心得安慰的時候,我們會忘記原來一切擁有的東西,原來是上帝的祝福。
[00:08:51.360 --> 00:09:13.360]  所以人在歡樂或順境中,我們更加需要祈禱,我們要承認聖經的教導,我們不要在得意忘形時忘記上帝。
[00:09:13.360 --> 00:09:38.360]  歌頌的字是來自詩篇,這個字是講述當時的樹琴,形容是讚美的詩歌,通常是給相愛的戀人去頌唱的,就像詩篇所說的,
[00:09:38.360 --> 00:09:49.360]  「除你以外在天上,我有誰呢?除你以外在地上,我再沒有所愛慕的。」
[00:09:49.360 --> 00:09:58.360]  這種發自感恩的喜樂,讓上帝成為我們的生命。
[00:09:58.360 --> 00:10:13.360]  第三個情況祈禱的是我們病得醫治,你們中間有病了,就該請教會的長老來,他們可以奉主的名,用油磨祂,為祂禱告。
[00:10:13.360 --> 00:10:30.360]  雅各在提到受苦和喜樂兩個處境之後,就帶到另一個我們經常要面對的生病的情況。
[00:10:30.360 --> 00:10:40.360]  生病是沒有人可以逃避的,生病可能是一夜之間就發生,
[00:10:40.360 --> 00:10:56.360]  生病的出現有時候都令我們很難去接受,很多研究都發現當人身患疾病的時候,
[00:10:56.360 --> 00:11:08.360]  第一個念頭就是問為什麼這個病會臨到我,特別是嚴重的病我們更加有這種疑問,
[00:11:08.360 --> 00:11:19.360]  我有一對很好的年輕的夫婦,兩夫妻都是專業人士,
[00:11:19.360 --> 00:11:26.360]  丈夫是一個結構工程師,太太是一個會計師,
[00:11:26.360 --> 00:11:43.360]  兩夫婦都非常愛主,教會重建的時候,她連儲備給女兒讀書的教育基金都奉獻給教會,
[00:11:43.360 --> 00:11:57.360]  有一天,丈夫給了我一個電話,他說我太太突然間感染了胰臟和肝癌,
[00:11:57.360 --> 00:12:09.360]  已經差不多到了末期了,一個平時我們見她笑容滿面,健康正常的人,
[00:12:09.360 --> 00:12:17.360]  突然間告訴我們她患了末期的癌症,這個弟兄對我說,
[00:12:17.360 --> 00:12:27.360]  他說上帝我做錯了什麼,就算我做錯了事你都給一些小的懲罰我,
[00:12:27.360 --> 00:12:38.360]  信主以來我大奸大惡的事我從來不敢做,如果你要教導我學一些功課,
[00:12:38.360 --> 00:12:47.360]  不要給那麼重的我,忘記了還說他的女兒只有十歲,
[00:12:47.360 --> 00:12:59.360]  當我們人在那種患病低落的時候,我們那種憤怒和埋怨,
[00:12:59.360 --> 00:13:11.360]  我們那種自憐,我們會埋怨上帝,埋怨周圍的人,這種疾病令我們盲目的約石亂投,
[00:13:11.360 --> 00:13:20.360]  這種疾病令我們有很麻木的念頭,我們到處去找名醫,
[00:13:20.360 --> 00:13:29.360]  我們到處去拜,什麼都去相信,但在這個徬徨無助的時候,
[00:13:29.360 --> 00:13:36.360]  聖經提醒我們信仰群體的禱告是重要的,
[00:13:36.360 --> 00:13:43.360]  可能大家會發現程序表每個星期都有一項是為等姐妹的疾病來祈禱,
[00:13:43.360 --> 00:13:50.360]  可能大家會發現程序表每個星期都有一項是為等姐妹的疾病來祈禱,
[00:13:50.360 --> 00:13:53.360]  可能大家會發現程序表每個星期都有一項是為等姐妹的疾病來祈禱,
[00:13:53.360 --> 00:13:56.360]  已經不要再登了牧師,
[00:13:56.360 --> 00:13:58.360]  已經不要再登了牧師,
[00:13:58.360 --> 00:14:02.360]  但其實你看到這些名字,你有沒有想到他的病?
[00:14:02.360 --> 00:14:05.360]  但其實你看到這些名字,你有沒有想到他的病?
[00:14:05.360 --> 00:14:07.360]  你有沒有看到他的掙扎?
[00:14:07.360 --> 00:14:09.360]  你有沒有看到他的掙扎?
[00:14:09.360 --> 00:14:14.360]  你有沒有想像到他受治療的時候那種身體的不適?
[00:14:14.360 --> 00:14:18.360]  你有沒有想像他受治療的時候那種身體的不適?
[00:14:18.360 --> 00:14:19.360]  你有沒有想像他受治療的時候那種身體的不適?
[00:14:19.360 --> 00:14:22.360]  每一個名字背後有一個故事,
[00:14:22.360 --> 00:14:24.360]  每一個名字背後有一個故事,
[00:14:24.360 --> 00:14:25.360]  是需要我們祈禱,
[00:14:25.360 --> 00:14:27.360]  是需要我們祈禱,
[00:14:27.360 --> 00:14:31.360]  我對現在手機的通訊軟件相當有保留,
[00:14:31.360 --> 00:14:35.360]  我對現在手機的通訊軟件相當有保留,
[00:14:35.360 --> 00:14:39.360]  因為有時候被濫用到太多氾濫的資訊,
[00:14:39.360 --> 00:14:42.360]  因為有時候被濫用到太多氾濫的資訊,
[00:14:42.360 --> 00:14:46.360]  但有一個族群我是比較肯定的,
[00:14:46.360 --> 00:14:48.360]  但有一個族群我是比較肯定的,
[00:14:48.360 --> 00:14:50.360]  就是教會的代禱的族群,
[00:14:50.360 --> 00:14:52.360]  就是教會的代禱的族群,
[00:14:52.360 --> 00:14:53.360]  就是教會的代禱的族群,
[00:14:53.360 --> 00:14:56.360]  每次當發上去有些弟兄姊妹有病,
[00:14:56.360 --> 00:14:58.360]  每次當發上去有些弟兄姊妹有病,
[00:14:58.360 --> 00:15:00.360]  那種即時的禱告,
[00:15:00.360 --> 00:15:02.360]  那種即時的禱告,
[00:15:02.360 --> 00:15:04.360]  體現主內那份的誠意,
