
[00:00:00.000 --> 00:00:05.840]  今日呢我哋去講一個題目叫做如何面對當權者
[00:00:05.840 --> 00:00:07.760]  開始時我都問大家個問題
[00:00:07.760 --> 00:00:11.120]  細個嘅時候大家聽唔聽爸爸話㗎
[00:00:11.120 --> 00:00:14.440]  如果你細個嘅時候你聽爸爸話嘅你舉舉手
[00:00:14.440 --> 00:00:20.000]  細個時候你唔係好聽爸爸話嘅你舉舉手
[00:00:20.000 --> 00:00:23.720]  你哋呢一堂蠢啲㗎
[00:00:23.720 --> 00:00:24.600]  係呀係呀
[00:00:24.600 --> 00:00:26.840]  係喇我統計過之後呢我發現呢
[00:00:26.840 --> 00:00:30.280]  星期日朝頭早嗰堂呢係最少人舉手㗎
[00:00:30.280 --> 00:00:30.960]  係喇
[00:00:30.960 --> 00:00:32.080]  咁呀
[00:00:32.080 --> 00:00:36.200]  星期六第一堂呢我好似覺得係最多人舉手㗎
[00:00:36.200 --> 00:00:37.840]  我唔知道呢你細個嘅時候呢
[00:00:37.840 --> 00:00:39.760]  當你要聽爸爸嘅說話嘅時候
[00:00:39.760 --> 00:00:43.160]  你有冇諗過點解我要聽爸爸嘅說話㗎呢
[00:00:43.160 --> 00:00:44.640]  因為呢我細個嘅時候呢
[00:00:44.640 --> 00:00:46.960]  爸爸呢都係喺屋企嘅權威嚟嘅
[00:00:46.960 --> 00:00:49.240]  所以基本上就唔需要問呢條問題㗎啦
[00:00:49.240 --> 00:00:51.440]  總之爸爸講乜就係乜啦
[00:00:51.440 --> 00:00:53.920]  咁佢講嘅嘢就係權威
[00:00:53.920 --> 00:00:55.920]  咁我都問過我隔離嗰個同學㗎喎
[00:00:55.920 --> 00:00:58.600]  我就話你聽唔聽爸爸講呀佢話我聽㗎
[00:00:58.600 --> 00:01:00.400]  我就問咁點解你要聽爸爸講呀
[00:01:00.400 --> 00:01:03.000]  哦我媽咪咁講嘅
[00:01:03.000 --> 00:01:05.520]  daddy賺錢返嚟你咪聽daddy話囉
[00:01:05.520 --> 00:01:06.800]  咁我嗰陣時已經真係問
[00:01:06.800 --> 00:01:08.920]  咁如果將來你媽咪賺錢返嚟
[00:01:08.920 --> 00:01:10.880]  你咪聽媽咪話囉
[00:01:10.880 --> 00:01:12.960]  咁我心諗咗將來你自己賺錢呢
[00:01:12.960 --> 00:01:14.080]  咁你聽邊個講呀
[00:01:14.080 --> 00:01:16.360]  咁我冇去到咁遠嘅
[00:01:16.360 --> 00:01:17.000]  係喇
[00:01:17.000 --> 00:01:18.920]  咁呢就當我大少少嘅時候呢
[00:01:18.920 --> 00:01:21.760]  其實我生性裏面都比較跳皮嘅
[00:01:21.760 --> 00:01:22.480]  咁係喇
[00:01:22.480 --> 00:01:24.640]  咁但係我又唔敢喺我daddy面前發作嘅
[00:01:24.640 --> 00:01:26.560]  咁我就會問我媽咪喇
[00:01:26.560 --> 00:01:29.640]  啊點解我要聽daddy話㗎呢
[00:01:29.640 --> 00:01:31.240]  咁當我大過咗少少之後呢
[00:01:31.240 --> 00:01:33.000]  咁我媽咪仲會同我講
[00:01:33.000 --> 00:01:35.920]  話daddy呢喺所有事上面諗嘅嘢
[00:01:35.920 --> 00:01:38.200]  都係啱同埋有道理嘅
[00:01:38.200 --> 00:01:40.200]  所以你一定要跟咁樣喇喎
[00:01:40.200 --> 00:01:41.640]  咁我就訛咗佢喇
[00:01:41.640 --> 00:01:42.440]  係喇
[00:01:42.440 --> 00:01:45.720]  咁你知啦生性跳皮嘅我再大少少再問
[00:01:45.720 --> 00:01:46.640]  係喇
[00:01:46.640 --> 00:01:48.480]  咁你話daddy諗嘢都係啱
[00:01:48.480 --> 00:01:51.120]  咁佢係咪所有諗嘢都係啱同埋有道理嘅呢
[00:01:51.120 --> 00:01:52.000]  咁
[00:01:52.000 --> 00:01:53.800]  我媽咪其實都好個智慧嘅人嚟嘅
[00:01:53.800 --> 00:01:55.880]  我開始打一個感情牌喇
[00:01:55.880 --> 00:01:57.120]  佢就話 哎
[00:01:57.120 --> 00:01:58.760]  daddy做嘢好辛苦嘛
[00:01:58.760 --> 00:01:59.680]  係咪啊
[00:01:59.680 --> 00:02:01.920]  daddy做嘢咁辛苦為頭家
[00:02:01.920 --> 00:02:03.200]  咁努力為頭家
[00:02:03.200 --> 00:02:05.120]  所以佢講嘢你要聽囉
[00:02:05.120 --> 00:02:05.520]  咁係喇
[00:02:05.520 --> 00:02:07.200]  我覺得最有智慧都係我媽咪嘅
[00:02:07.200 --> 00:02:08.000]  係喇
[00:02:08.000 --> 00:02:08.720]  咁呢
[00:02:08.720 --> 00:02:11.120]  但到我大過喇我再相信耶穌喇
[00:02:11.120 --> 00:02:14.840]  聖經又講喎我哋要孝敬父母
[00:02:14.840 --> 00:02:16.720]  但係我又發現孝敬呢
[00:02:16.720 --> 00:02:21.720]  又唔代表係絕對嘅服從或者聽從
[00:02:21.720 --> 00:02:23.840]  但我哋講爸爸就講到呢度先喇
[00:02:23.840 --> 00:02:26.360]  因為今日其實我哋講另外一個個題目
[00:02:26.360 --> 00:02:31.000]  就係基督徒應該點樣面對當權者呢
[00:02:31.000 --> 00:02:34.400]  今日我哋會一齊睇羅馬書第十三章
[00:02:34.400 --> 00:02:35.800]  羅馬書第十三章
[00:02:35.800 --> 00:02:39.280]  傳統上面係一段比較難解嘅聖經
[00:02:39.280 --> 00:02:42.760]  所以呢段嘅聖經好多時會被誤解㗎
[00:02:42.760 --> 00:02:45.280]  有啲人會誤解咗呢段嘅聖經
[00:02:45.280 --> 00:02:50.120]  以為呢段聖經係講當權者有神聖嘅權利
[00:02:50.120 --> 00:02:52.880]  有啲人亦都誤解咗呢段嘅聖經
[00:02:52.880 --> 00:02:58.520]  以為呢段聖經係叫我哋麻木咁樣跟隨國家嘅當權者
[00:02:58.520 --> 00:03:00.600]  亦都有人誤解咗呢段聖經
[00:03:00.600 --> 00:03:03.200]  以為呢段聖經係叫我哋毫無疑問
[00:03:03.200 --> 00:03:07.920]  要忠心於地上嘅政權甚至係暴君
[00:03:07.920 --> 00:03:11.240]  但其實呢個係咪呢段聖經正確嘅解讀呢
[00:03:11.240 --> 00:03:15.840]  如果大家記得上次當我分享羅馬書第十章嘅時候呢
[00:03:15.840 --> 00:03:21.480]  其實保羅提到真正信耶穌嘅要口裡承認
[00:03:21.480 --> 00:03:24.320]  同埋心裡真正相信
[00:03:24.320 --> 00:03:27.120]  上次我分享嗰樣嘢就係保羅嘅時代
[00:03:27.120 --> 00:03:31.520]  其實公開承認耶穌是主係犯法嘅行為嚟㗎
[00:03:31.520 --> 00:03:33.720]  我哋知道羅馬嘅時代呢
[00:03:33.720 --> 00:03:39.400]  海撒大帝呢佢哋要啲國民認海撒大帝做神
[00:03:39.400 --> 00:03:44.640]  咁所以喺羅馬嘅年代公開承認耶穌是主係犯法嘅行為
[00:03:44.640 --> 00:03:46.960]  咁如果保羅咁樣講
[00:03:46.960 --> 00:03:50.600]  其實保羅一定唔會喺羅馬書十三章
[00:03:50.600 --> 00:03:55.840]  叫我哋點呀?麻木毫無疑問咁樣去跟隨當權者㗎
[00:03:55.840 --> 00:03:59.360]  如果我哋繼續去睇第十二章二節我哋都睇過喇
[00:03:59.360 --> 00:04:02.840]  裏面話不要效法這個世界
[00:04:02.840 --> 00:04:05.720]  只要心意更新而變化
[00:04:05.720 --> 00:04:11.040]  叫你哋測驗何惠臣的善良純全可喜悅嘅旨意
[00:04:11.040 --> 00:04:15.240]  同樣保羅喺十二章話我哋唔能夠又跟隨基督
[00:04:15.240 --> 00:04:16.920]  又跟隨世界
[00:04:16.920 --> 00:04:19.640]  所以我哋都唔會能夠又跟隨基督
[00:04:19.640 --> 00:04:22.240]  又絕對跟隨當權者
[00:04:22.240 --> 00:04:24.920]  所以其實如果我哋咁樣睇嘅時候
[00:04:24.920 --> 00:04:31.040]  咁究竟保羅喺羅馬書十三章佢講嘅又係乜嘢嘢呢?
[00:04:31.040 --> 00:04:33.280]  如果我哋睇羅馬書第十三章
[00:04:33.280 --> 00:04:36.960]  我哋一定要返返到去佢嘅歷史背景嗰度
[00:04:36.960 --> 00:04:39.760]  去明白保羅真正嘅意思
[00:04:39.760 --> 00:04:43.840]  當時嘅背景原來係猶太嘅群體裏面
[00:04:43.840 --> 00:04:48.480]  有反對羅馬當權者嘅情緒同埋傾向
[00:04:48.480 --> 00:04:49.520]  我哋如果睇歷史呢
