
[00:00:00.000 --> 00:00:02.440]  各位弟兄姊妹 各位朋友 早晨
[00:00:02.440 --> 00:00:05.940]  歡迎大家來到我們主日崇拜
[00:00:05.940 --> 00:00:08.020]  歡迎光臨
[00:00:08.020 --> 00:00:11.240]  歡迎光臨這一句在我們華人的世界
[00:00:11.240 --> 00:00:14.620]  華人的社會好像越來越少 是不是
[00:00:14.620 --> 00:00:18.120]  有時候去到餐館
[00:00:18.120 --> 00:00:20.300]  多少位啊 坐啊
[00:00:20.300 --> 00:00:22.360]  沒位啊 等一下
[00:00:22.360 --> 00:00:25.980]  甚至很多沒有人歡迎你進門口
[00:00:25.980 --> 00:00:27.540]  自己找位置自己坐
[00:00:28.740 --> 00:00:31.140]  我很想給你看一下有一個片段
[00:00:31.140 --> 00:00:57.980]  怎樣啊 弟兄姊妹
[00:00:59.500 --> 00:01:01.360]  我發現我去日本的時候
[00:01:01.360 --> 00:01:03.220]  無論你去一些很高級的餐廳
[00:01:03.220 --> 00:01:05.800]  或者一些很地道的餐廳
[00:01:05.800 --> 00:01:10.360]  進去別人都會很大聲歡迎你進去的 是不是
[00:01:10.360 --> 00:01:12.960]  簡直自己好像變了一個貴賓
[00:01:12.960 --> 00:01:15.280]  很重視 很受歡迎一樣
[00:01:15.280 --> 00:01:19.060]  說一件很特別的事情給你聽
[00:01:19.060 --> 00:01:25.620]  我在柏斯也接待過有日本來的大學生
[00:01:25.620 --> 00:01:28.000]  來加拿大幾個星期學英文的
[00:01:28.120 --> 00:01:31.380]  有一晚我晚上就回來這裡參加祈禱會
[00:01:31.380 --> 00:01:34.980]  參加完祈禱會回家 晚上九點多
[00:01:34.980 --> 00:01:39.980]  那個日本大學生那個男生
[00:01:39.980 --> 00:01:42.180]  故意從他的房間走出來
[00:01:42.180 --> 00:01:43.980]  跟我們
[00:01:43.980 --> 00:01:48.220]  九十個鞠躬問我們安
[00:01:48.220 --> 00:01:51.740]  那一下突然間有點嚇倒了
[00:01:51.740 --> 00:01:54.180]  我和師母都覺得從來
[00:01:54.180 --> 00:01:58.900]  沒感受過回自己家這麼特別 被歡迎的感覺
[00:01:58.900 --> 00:02:03.660]  弟兄姊妹 你們回到神的家
[00:02:03.660 --> 00:02:07.600]  你覺不覺得你很被重視 很受歡迎
[00:02:07.600 --> 00:02:11.340]  我希望你們有這種感覺
[00:02:11.340 --> 00:02:13.280]  回到我們的家
[00:02:13.280 --> 00:02:14.860]  無論我們多麼熟悉
[00:02:14.860 --> 00:02:18.060]  我們互相都能夠給予重視 給予歡迎
[00:02:18.060 --> 00:02:21.660]  今天我們讀一段經文
[00:02:21.660 --> 00:02:24.880]  《路加福音》一章三十九至四十五字
[00:02:24.880 --> 00:02:28.820]  這段經文記載著有兩個婦女
[00:02:28.820 --> 00:02:31.580]  第一個婦女是伊莉莎白
[00:02:31.580 --> 00:02:34.760]  伊莉莎白看到瑪莉亞來探訪她
[00:02:34.760 --> 00:02:37.320]  她就感到非常開心
[00:02:37.320 --> 00:02:40.100]  她就說 我主的母親
[00:02:40.100 --> 00:02:41.900]  到我這裡來
[00:02:41.900 --> 00:02:45.300]  為何這事臨到我呢
[00:02:45.300 --> 00:02:49.520]  你留意一下當時她說
[00:02:49.520 --> 00:02:51.100]  她是非常開心
[00:02:51.420 --> 00:02:54.180]  非常驚愕
[00:02:54.180 --> 00:02:56.620]  甚至覺得很榮幸
[00:02:56.620 --> 00:03:01.160]  為什麼我主的母親會來到這裡來找我來探訪我
[00:03:01.160 --> 00:03:03.900]  為什麼這樣說呢
[00:03:03.900 --> 00:03:05.940]  為什麼伊莉莎白
[00:03:05.940 --> 00:03:09.260]  這麼歡迎瑪莉亞來到她這裡
[00:03:09.260 --> 00:03:11.680]  為什麼她覺得這麼榮幸
[00:03:11.680 --> 00:03:13.180]  為什麼這段經文
[00:03:13.180 --> 00:03:16.960]  會在這裡告訴我們有什麼特別的訊息
[00:03:16.960 --> 00:03:21.080]  特別今天我們12月24日2023年
[00:03:21.540 --> 00:03:24.420]  我們今天回來教堂裡一起崇拜的時候
[00:03:24.420 --> 00:03:26.580]  對我們過聖誕節
[00:03:26.580 --> 00:03:28.580]  有什麼提醒呢
[00:03:28.580 --> 00:03:30.140]  我們一起有個祈禱
[00:03:30.140 --> 00:03:32.940]  天父我們很感謝你
[00:03:32.940 --> 00:03:37.680]  因為你已經很歡迎我們來到這裡跟你一起去敬拜
[00:03:37.680 --> 00:03:39.620]  來敬拜讚美你
[00:03:39.620 --> 00:03:41.580]  來到這裡有愛的團契
[00:03:41.580 --> 00:03:42.880]  神我們感謝你
[00:03:42.880 --> 00:03:46.340]  今天求你藉著我們要讀的神你自己的說話
[00:03:46.340 --> 00:03:50.000]  親自向我們在座每一位弟兄姊妹
[00:03:50.000 --> 00:03:51.560]  跟我們說
[00:03:51.560 --> 00:03:53.200]  帶領我們今天
[00:03:53.200 --> 00:03:56.440]  我們如何能夠過一個神你所閱立的聖誕節
[00:03:56.440 --> 00:03:57.620]  聽我們祈禱
[00:03:57.620 --> 00:03:59.340]  奉耶穌基督聖名求
[00:03:59.340 --> 00:04:00.200]  阿們
[00:04:00.200 --> 00:04:02.660]  要如何過我們的聖誕節呢
[00:04:02.660 --> 00:04:05.240]  第一件事就是我們要認清
[00:04:05.240 --> 00:04:08.160]  主角是哪一個
[00:04:08.160 --> 00:04:10.260]  瑞士主角
[00:04:10.260 --> 00:04:12.000]  當然很清楚
[00:04:12.000 --> 00:04:13.000]  我們信耶穌的人
[00:04:13.000 --> 00:04:14.900]  我們知道聖誕節的主角是誰
[00:04:14.900 --> 00:04:18.280]  我們要搞清楚一些人物的關係
[00:04:18.280 --> 00:04:19.900]  這段經文人物的關係
[00:04:19.900 --> 00:04:22.660]  瑪利亞和伊利沙伯
[00:04:22.660 --> 00:04:25.160]  大家是親戚
[00:04:25.160 --> 00:04:27.580]  又或者是一些解經家他們研究
[00:04:27.580 --> 00:04:29.740]  可能他們是同鄉
[00:04:29.740 --> 00:04:31.860]  是同一條村裡面的鄉里
[00:04:31.860 --> 00:04:34.260]  很熟很親密的關係
[00:04:34.260 --> 00:04:39.000]  伊利沙伯的丈夫
[00:04:39.000 --> 00:04:41.360]  就是祭司薩加利亞
[00:04:41.360 --> 00:04:43.600]  所以你看回前一點路加福音
[00:04:43.600 --> 00:04:45.360]  都有說他們的事蹟
[00:04:45.360 --> 00:04:49.200]  伊利沙伯當時他也大肚子
[00:04:49.200 --> 00:04:51.260]  懷了胎幾個月
[00:04:51.260 --> 00:04:54.400]  這個胎就是後來出生的
[00:04:54.400 --> 00:04:55.740]  司洗約翰
[00:04:55.740 --> 00:04:59.240]  所以司洗約翰很大機會和耶穌
[00:04:59.240 --> 00:05:00.700]  表親
[00:05:00.700 --> 00:05:02.400]  就是表兄弟
[00:05:02.400 --> 00:05:05.900]  而留意一下當時瑪利亞
[00:05:05.900 --> 00:05:08.660]  是一個童女
[00:05:08.660 --> 00:05:11.560]  當時真的很年輕十幾歲
[00:05:11.560 --> 00:05:13.200]  一個小女孩
[00:05:13.200 --> 00:05:16.740]  或者說是一個年輕十幾歲的小女孩
[00:05:16.740 --> 00:05:18.400]  而伊利沙伯
[00:05:18.800 --> 00:05:20.800]  沒有說她什麼年紀
[00:05:20.800 --> 00:05:23.500]  但是聖經形容她是一個年紀大的
[00:05:23.500 --> 00:05:26.300]  所以你看到聖經路加福音剛開始的時候
[00:05:26.300 --> 00:05:27.700]  就是她年紀大
[00:05:27.700 --> 00:05:28.900]  也沒有生育
[00:05:28.900 --> 00:05:31.600]  但是神後來就跟她說話
[00:05:31.600 --> 00:05:32.700]  聖靈充滿
[00:05:32.700 --> 00:05:35.100]  她也懷了胎
[00:05:35.100 --> 00:05:39.900]  所以這段經文當你看下去的時候很有趣
[00:05:39.900 --> 00:05:43.400]  當她的表妹
[00:05:43.400 --> 00:05:46.100]  就是遠道而來去探望她的時候
[00:05:46.100 --> 00:05:47.900]  開心吧
[00:05:47.900 --> 00:05:49.000]  我們有親人來
[00:05:49.000 --> 00:05:49.800]  我們在座也有
[00:05:49.800 --> 00:05:52.400]  有些親人在很遠不同的國家
[00:05:52.400 --> 00:05:54.000]  不同的地方來探望你
[00:05:54.000 --> 00:05:56.100]  有家人和你一起過節
[00:05:56.100 --> 00:05:57.200]  過時過節
[00:05:57.200 --> 00:05:59.500]  當然是開心快樂
[00:05:59.500 --> 00:06:01.400]  但是開心快樂之餘
[00:06:01.400 --> 00:06:02.500]  也不會覺得
[00:06:02.500 --> 00:06:03.600]  嘩
