
[00:00:00.000 --> 00:00:07.160]  我們繼續思想這張非常寶貴的愛詩章
[00:00:07.160 --> 00:00:10.400]  就是哥林多前書第十三章
[00:00:10.400 --> 00:00:16.400]  保羅在這裏跟我們說愛究竟是甚麼一回事
[00:00:16.400 --> 00:00:19.080]  我們上一次跟大家思想到
[00:00:19.080 --> 00:00:22.320]  愛是永恆不止息的
[00:00:22.320 --> 00:00:25.320]  即是愛在這個腐朽的世界裏面
[00:00:25.320 --> 00:00:27.400]  能夠是壓立不動
[00:00:27.400 --> 00:00:30.080]  愛在這個腐朽的世代裏面
[00:00:30.080 --> 00:00:35.800]  是能夠永遠長存的一種東西
[00:00:35.800 --> 00:00:39.440]  這是今天我們所追求的那種愛
[00:00:39.440 --> 00:00:42.600]  人間的愛是腐朽的
[00:00:42.600 --> 00:00:48.640]  但基督十字架的愛是永不腐朽的
[00:00:48.640 --> 00:00:50.240]  這是保羅在這裏所說的
[00:00:50.240 --> 00:00:51.600]  那種永不止息的愛
[00:00:51.600 --> 00:00:57.320]  接著保羅說到愛跟我們生命成長的關係
[00:00:57.320 --> 00:01:01.120]  第九節至十二節請聽我讀完這段經文
[00:01:27.320 --> 00:01:37.040]  「如今所知道的有限,到那時候就全知道,如同主知道我一樣。」
[00:01:37.040 --> 00:01:40.960]  一幅現在和未來的圖畫
[00:01:40.960 --> 00:01:45.200]  是關於我們屬靈的生命的
[00:01:45.200 --> 00:01:47.640]  這裏說到
[00:01:47.640 --> 00:01:52.480]  第九節說「我們所知道的有限,先知所說的有限。」
[00:01:52.480 --> 00:01:58.880]  去到十二節那裏說到「有限」
[00:01:58.880 --> 00:02:00.840]  一共四次
[00:02:00.840 --> 00:02:03.800]  在這短短幾次經文
[00:02:03.800 --> 00:02:05.560]  保羅說到「有限」
[00:02:05.560 --> 00:02:07.800]  甚麼有限呢?
[00:02:07.800 --> 00:02:09.360]  我們的知識
[00:02:09.360 --> 00:02:15.280]  我們對知識的認知都是有限的
[00:02:15.280 --> 00:02:20.200]  為甚麼保羅要說到真理的認知呢?
[00:02:20.200 --> 00:02:27.400]  就是因為他上面在第八節那裏說到
[00:02:27.400 --> 00:02:29.000]  哥倫多教會的人
[00:02:29.000 --> 00:02:34.560]  他們很愛三樣的恩賜
[00:02:34.560 --> 00:02:37.480]  就是先知講道之能
[00:02:37.480 --> 00:02:39.520]  講方言之能
[00:02:39.520 --> 00:02:45.280]  還有就是知識那些的恩賜
[00:02:45.280 --> 00:02:50.320]  這三樣恩賜都和真理的認識是有關係的
[00:02:50.320 --> 00:02:53.920]  為甚麼他們很珍惜這三樣恩賜呢?
[00:02:53.920 --> 00:02:57.520]  就是因為初期教會剛剛成立的時候
[00:02:57.520 --> 00:02:59.320]  他們未有新約聖經
[00:02:59.320 --> 00:03:01.560]  他們很想認識神
[00:03:01.560 --> 00:03:03.680]  他們很想認識神的真理
[00:03:03.680 --> 00:03:07.040]  以至他們屬靈的生命能夠成長
[00:03:07.040 --> 00:03:11.440]  他們知道生命的成長是透過神的遺言、神的真理
[00:03:11.440 --> 00:03:14.720]  所以他們渴慕從先知講道之能
[00:03:14.720 --> 00:03:18.520]  他們渴慕從方言之能
[00:03:18.520 --> 00:03:21.520]  他們渴慕從知識的恩賜
[00:03:21.520 --> 00:03:23.440]  去得到這個真理
[00:03:23.440 --> 00:03:25.920]  叫他們生命能夠成長
[00:03:25.920 --> 00:03:28.240]  更認識主耶穌基督
[00:03:28.240 --> 00:03:30.600]  更認識他們所敬拜的神
[00:03:30.600 --> 00:03:35.400]  這都是我們的追求,是不是?
[00:03:35.400 --> 00:03:37.640]  有基督徒追求的
[00:03:37.640 --> 00:03:40.480]  我們相信都是屬靈生命
[00:03:40.480 --> 00:03:43.960]  透過真理我們得以成長
[00:03:43.960 --> 00:03:46.160]  但是這裡我們留意到
[00:03:46.160 --> 00:03:50.240]  四次保羅講道是有限的
[00:03:50.240 --> 00:03:54.280]  有限即是局部、片面的
[00:03:54.280 --> 00:03:56.640]  今天我們所能夠認識的
[00:03:56.640 --> 00:03:59.800]  很多時候是片面、局部、有限的
[00:03:59.800 --> 00:04:02.720]  我們之所以知識有限
[00:04:02.720 --> 00:04:05.320]  整體,我們不要講屬靈的知識
[00:04:05.320 --> 00:04:06.560]  整體的知識有限
[00:04:06.560 --> 00:04:09.400]  是因為我們人是有限的
[00:04:09.400 --> 00:04:10.880]  但是我們人不承認有限
[00:04:10.880 --> 00:04:13.120]  我們當自己是神
[00:04:13.120 --> 00:04:18.240]  所以我們認為靠我們自己的思想、理性的能力
[00:04:18.240 --> 00:04:21.440]  我們就能夠發現真理
[00:04:21.440 --> 00:04:24.200]  十八、十九世紀經過一段時間之後
[00:04:24.200 --> 00:04:26.520]  人發現不行
[00:04:26.520 --> 00:04:30.600]  我們靠我們自己個人的理性
[00:04:30.600 --> 00:04:33.640]  我們科學家很多的理論
[00:04:33.640 --> 00:04:37.400]  越來越糊塗、越來越混亂
[00:04:37.400 --> 00:04:39.080]  所以我們索性宣佈
[00:04:39.080 --> 00:04:42.840]  現在是後現代的社會
[00:04:42.840 --> 00:04:44.440]  真理已死
[00:04:44.440 --> 00:04:45.200]  沒有什麼真理
[00:04:45.200 --> 00:04:48.680]  你喜歡相信什麼就相信什麼
[00:04:48.680 --> 00:04:52.120]  沒有客觀、絕對的真理在外面
[00:04:52.120 --> 00:04:54.680]  我們可以用理性追求得著
[00:04:54.680 --> 00:05:01.640]  人多有限
[00:05:01.640 --> 00:05:03.320]  而且我們都知道
[00:05:03.320 --> 00:05:07.760]  就算人世間我們的知識、我們的追求
[00:05:07.760 --> 00:05:10.840]  那個有限是很可怕的
[00:05:10.840 --> 00:05:14.720]  你越小的時候讀書
[00:05:14.720 --> 00:05:17.120]  其實你會認識更多的東西
[00:05:17.120 --> 00:05:20.320]  但是你讀書越來越多的時候
[00:05:20.320 --> 00:05:24.640]  你認識的東西越來越窄
[00:05:24.640 --> 00:05:31.960]  小學、中學你畫壁壘、繪畫什麼的
[00:05:31.960 --> 00:05:33.000]  我們都學一些的
[00:05:33.000 --> 00:05:34.040]  什麼都認識
[00:05:34.040 --> 00:05:35.600]  很寬闊
[00:05:35.600 --> 00:05:39.720]  那時候正式是博士
[00:05:39.720 --> 00:05:43.560]  到了讀大學的時候就收窄一點
[00:05:43.560 --> 00:05:47.080]  你選科,選一兩科
[00:05:47.080 --> 00:05:50.280]  主修什麼、副修什麼
[00:05:50.280 --> 00:05:54.040]  讀到碩士的時候就更收得窄一點
[00:05:54.040 --> 00:05:56.000]  讀到博士的時候
[00:05:56.000 --> 00:06:01.560]  你的論文要在很闊的層面去寫
[00:06:01.560 --> 00:06:02.560]  不行
[00:06:02.560 --> 00:06:03.840]  一定要很窄
[00:06:03.840 --> 00:06:05.720]  越窄越好
[00:06:05.720 --> 00:06:10.960]  是認識一點點而已
[00:06:10.960 --> 00:06:13.280]  我們的知識
[00:06:13.280 --> 00:06:15.320]  真的好像保羅這裡所說的
[00:06:15.320 --> 00:06:18.000]  很片面、很狹窄
[00:06:18.000 --> 00:06:20.920]  而且另外一個原因不單止是我們人
[00:06:20.920 --> 00:06:22.360]  那種的限制
[00:06:22.360 --> 00:06:24.200]  還有罪性
[00:06:24.200 --> 00:06:27.040]  所帶來給我們在真理的認識上面
[00:06:27.040 --> 00:06:28.840]  那種的限制
[00:06:28.840 --> 00:06:33.760]  我們在真理的層面那裡
[00:06:33.760 --> 00:06:38.160]  我們發現我們在認識方面
[00:06:38.160 --> 00:06:43.160]  真是很有偏見
[00:06:43.160 --> 00:06:44.640]  對很多的真理
[00:06:44.640 --> 00:06:46.320]  聖經全面的真理
[00:06:46.320 --> 00:06:49.400]  我們只是把握得到一部份
[00:06:49.400 --> 00:06:52.600]  我們就以為那個是全部份
[00:06:52.600 --> 00:06:54.560]  好像那個摸象的人
[00:06:54.560 --> 00:06:55.920]  摸著一隻腳
[00:06:55.920 --> 00:06:56.960]  一隻象的腳
[00:06:56.960 --> 00:07:02.760]  他就當那隻象的腳是一隻象
[00:07:02.760 --> 00:07:07.080]  我們人對聖經神的啟示的真理
[00:07:07.080 --> 00:07:10.960]  那個認識都是很局部
[00:07:10.960 --> 00:07:12.160]  很有限的
[00:07:12.160 --> 00:07:14.480]  這個很多時候是我們罪性
[00:07:14.480 --> 00:07:19.320]  那種的影響
[00:07:19.320 --> 00:07:22.920]  譬如說
[00:07:22.920 --> 00:07:25.680]  我們人吃東西
[00:07:25.680 --> 00:07:27.360]  我們吃東西是需要
[00:07:27.360 --> 00:07:30.280]  是吃得全面一點
[00:07:30.280 --> 00:07:33.160]  一個平衡的飲食
[00:07:33.160 --> 00:07:37.920]  但很多時候我們飲食都是很不平衡
[00:07:37.920 --> 00:07:40.720]  我們吃我們喜歡的東西
[00:07:40.720 --> 00:07:43.760]  喜歡吃肉的就不吃菜
[00:07:43.760 --> 00:07:45.760]  其他都不吃
[00:07:45.760 --> 00:07:48.920]  十塊錢就這樣
[00:07:48.920 --> 00:07:53.280]  成年人都是這樣
[00:07:53.280 --> 00:07:54.560]  有些人喜歡吃
[00:07:54.560 --> 00:07:57.240]  就算你喜歡吃飯
[00:07:57.240 --> 00:08:00.440]  你不吃其他東西,只吃飯都是不行的
[00:08:00.440 --> 00:08:05.240]  我們需要一個平衡的飲食的習慣
[00:08:05.240 --> 00:08:06.480]  所以在真理上面
[00:08:06.480 --> 00:08:12.280]  我們都需要一個平衡的飲食的習慣
[00:08:12.280 --> 00:08:14.040]  如果我們在追求真理方面
[00:08:14.040 --> 00:08:16.400]  我們只是片面的
[00:08:16.400 --> 00:08:19.640]  追求我們所喜歡的某一些的真理
[00:08:19.640 --> 00:08:25.560]  結果是危害我們的生命
[00:08:25.560 --> 00:08:31.520]  譬如今天我們看到一些所謂成功的神學
[00:08:31.520 --> 00:08:32.560]  所謂成功的神學
[00:08:32.560 --> 00:08:34.400]  就是說你做基督徒
[00:08:34.400 --> 00:08:36.800]  你要追求成功
[00:08:36.800 --> 00:08:40.120]  所謂成功就是你要追求財富
[00:08:40.120 --> 00:08:41.600]  這個是神的應許
[00:08:41.600 --> 00:08:43.440]  好像阿伯拉罕一樣
[00:08:43.440 --> 00:08:44.400]  神愛阿伯拉罕
[00:08:44.400 --> 00:08:45.520]  因為阿伯拉罕愛神
[00:08:45.520 --> 00:08:48.000]  所以神就給他很多的財富
[00:08:48.000 --> 00:08:49.440]  做一個熱心的基督徒
[00:08:49.440 --> 00:08:55.920]  應該是像阿伯拉罕一樣富有的
[00:08:55.920 --> 00:08:58.960]  而且當你追求成功神學的時候
[00:08:58.960 --> 00:09:02.240]  你又會有健康的身體
[00:09:02.240 --> 00:09:04.640]  神不喜歡人早死的
[00:09:04.640 --> 00:09:05.440]  在《四福音》裏面
[00:09:05.440 --> 00:09:08.960]  那些少年人早死了
[00:09:08.960 --> 00:09:12.240]  耶穌就叫他們復活了
[00:09:12.240 --> 00:09:13.480]  艾魯的女兒
[00:09:13.480 --> 00:09:17.280]  那恩成的寡婦的兒子
[00:09:17.280 --> 00:09:19.600]  耶穌看到他們這麼年輕不可以死
[00:09:19.600 --> 00:09:21.120]  叫他們復活
[00:09:21.120 --> 00:09:22.840]  耶穌基督願意讓我們有健康
[00:09:22.840 --> 00:09:26.120]  耶穌基督願意讓我們有財富
[00:09:26.120 --> 00:09:28.440]  這個我們表面看起來
[00:09:28.440 --> 00:09:31.840]  是不能夠去否定的
[00:09:31.840 --> 00:09:32.920]  因為有些基督徒
[00:09:32.920 --> 00:09:33.680]  神賜福他
[00:09:33.680 --> 00:09:37.480]  他真的是有財富的
[00:09:37.480 --> 00:09:40.560]  有些人神賜福給他
[00:09:40.560 --> 00:09:42.680]  他真的是很有社會地位
[00:09:42.680 --> 00:09:48.480]  很有各方面的恩典的
[00:09:48.480 --> 00:09:52.040]  成功的神學只是片面的
[00:09:52.040 --> 00:09:53.880]  看某一方面
[00:09:53.880 --> 00:09:58.760]  我們忘記了耶穌來到這個世界上
[00:09:58.760 --> 00:10:00.800]  祂沒有從天上的榮華富貴
[00:10:00.800 --> 00:10:02.800]  帶到世界上來
[00:10:02.800 --> 00:10:04.160]  耶穌來到地上的時候
[00:10:04.160 --> 00:10:08.800]  祂是出生在馬槽那裏
[00:10:08.800 --> 00:10:11.040]  耶穌出來工作的時候
[00:10:11.040 --> 00:10:12.800]  祂對要跟隨祂的人說
[00:10:12.800 --> 00:10:15.760]  天空的飛鳥有窩
[00:10:15.760 --> 00:10:16.880]  狐狸有洞
[00:10:16.880 --> 00:10:22.080]  人子連枕首的地方都沒有
[00:10:22.080 --> 00:10:28.000]  這些是什麼成功的神學呢?
[00:10:28.000 --> 00:10:31.000]  所以我們看到聖經所教導的
[00:10:31.000 --> 00:10:34.440]  不是片面的所謂成功的神學
[00:10:34.440 --> 00:10:37.520]  這個都是危害很多人的健康
[00:10:37.520 --> 00:10:43.320]  甚至在亞洲有一個國家的牧師
[00:10:43.320 --> 00:10:46.480]  用這套神學建立了一個很大的教會
[00:10:46.480 --> 00:10:48.720]  但結果呢
[00:10:48.720 --> 00:10:56.240]  現在政府告他和幾個同工
[00:10:56.240 --> 00:11:01.920]  在對錢銀方面的運用出現了問題
[00:11:01.920 --> 00:11:06.160]  都是財富的問題
[00:11:06.160 --> 00:11:08.600]  很可惜
[00:11:08.600 --> 00:11:12.400]  今天我們片面的神學
[00:11:12.400 --> 00:11:15.240]  去找一個積極的思想
[00:11:15.240 --> 00:11:17.680]  就是說什麼我們都要從好處著想
