
[00:00:00.000 --> 00:00:02.000]  有一艘游船
[00:00:02.000 --> 00:00:03.080]  像鐵達尼號一樣
[00:00:03.080 --> 00:00:05.000]  但它沒那麼大
[00:00:05.000 --> 00:00:06.160]  旅行的時候
[00:00:06.160 --> 00:00:07.120]  每天捉招
[00:00:07.120 --> 00:00:10.000]  人們拼命逃生
[00:00:10.000 --> 00:00:13.880]  有三個男人逃到一個荒島上
[00:00:13.880 --> 00:00:15.360]  我們姑且叫阿甲
[00:00:15.360 --> 00:00:17.360]  是一個很精明很厲害的人
[00:00:17.360 --> 00:00:19.960]  他在城市裡有很多生意
[00:00:19.960 --> 00:00:21.760]  運籌為額
[00:00:21.760 --> 00:00:25.640]  阿越智慧和能力都像阿甲
[00:00:25.640 --> 00:00:26.840]  沒有他阿甲那麼厲害
[00:00:26.840 --> 00:00:28.560]  但都不錯
[00:00:28.560 --> 00:00:31.560]  唯有阿丙生性愚鈍
[00:00:31.560 --> 00:00:33.160]  但為人忠直
[00:00:33.160 --> 00:00:35.040]  三個人在荒島上
[00:00:35.040 --> 00:00:37.280]  阿甲和阿越比較適合嘴型
[00:00:37.280 --> 00:00:39.160]  經常爹爹哭
[00:00:39.160 --> 00:00:40.160]  日後我們出去
[00:00:40.160 --> 00:00:41.160]  有什麼鴻圖大計
[00:00:41.160 --> 00:00:43.760]  我跟著你一起找吃的
[00:00:43.760 --> 00:00:46.520]  而阿丙就當他們的賓老
[00:00:46.520 --> 00:00:47.600]  經常服侍他們
[00:00:47.600 --> 00:00:48.960]  被他們點來點去
[00:00:48.960 --> 00:00:50.960]  荒島上只有三個人
[00:00:50.960 --> 00:00:52.640]  阿丙沒什麼所謂
[00:00:52.640 --> 00:00:54.840]  三個人在荒島上
[00:00:54.840 --> 00:00:56.840]  一起捱世界
[00:00:56.840 --> 00:00:58.840]  他們三個真的老友
[00:00:58.840 --> 00:01:03.240]  三個人在海邊走著走著
[00:01:03.240 --> 00:01:05.240]  無端端踢到一個神燈
[00:01:05.240 --> 00:01:07.240]  出了一個巨人
[00:01:07.240 --> 00:01:08.240]  有人說
[00:01:08.240 --> 00:01:10.240]  我沒有人給你們一個願望
[00:01:10.240 --> 00:01:11.240]  很開心
[00:01:11.240 --> 00:01:12.240]  阿甲就說
[00:01:12.240 --> 00:01:14.240]  我願望就是要出回家
[00:01:14.240 --> 00:01:17.240]  一下子阿甲就回家了
[00:01:17.240 --> 00:01:20.240]  阿越以阿甲為馬首是瞻
[00:01:20.240 --> 00:01:22.240]  阿甲既然回家了
[00:01:22.240 --> 00:01:24.240]  那我的願望也要回家了
[00:01:24.240 --> 00:01:25.240]  我要回家
[00:01:25.240 --> 00:01:27.240]  阿越又走了
[00:01:27.240 --> 00:01:28.240]  我有阿丙
[00:01:28.240 --> 00:01:30.240]  想了一整天都想不到什麼
[00:01:30.240 --> 00:01:31.240]  我要什麼好呢
[00:01:31.240 --> 00:01:32.240]  想不到
[00:01:32.240 --> 00:01:35.240]  我要阿甲阿越回來
[00:01:35.240 --> 00:01:40.240]  一下子阿甲又回到我島上了
[00:01:40.240 --> 00:01:41.240]  所以在我們身邊
[00:01:41.240 --> 00:01:43.240]  有些人你不要覺得他蠢或愚鈍
[00:01:43.240 --> 00:01:45.240]  可能他累你一輩子
[00:01:45.240 --> 00:01:47.240]  我們要愛我們身邊的人
[00:01:47.240 --> 00:01:49.240]  這三種人作為我們的引言
[00:01:49.240 --> 00:01:51.240]  吸引各位看看
[00:01:51.240 --> 00:01:55.240]  在這個很熟悉的經文裡
[00:01:55.240 --> 00:01:57.240]  不止三類人
[00:01:57.240 --> 00:01:59.240]  你可以去一樣米時
[00:01:59.240 --> 00:02:00.240]  百樣人
[00:02:00.240 --> 00:02:01.240]  你可以找到十種
[00:02:01.240 --> 00:02:02.240]  二十類
[00:02:02.240 --> 00:02:03.240]  三十種
[00:02:03.240 --> 00:02:04.240]  四十類
[00:02:04.240 --> 00:02:05.240]  沒問題
[00:02:05.240 --> 00:02:07.240]  不過這次講到我想簡單一點
[00:02:07.240 --> 00:02:10.240]  就是講這三類人
[00:02:10.240 --> 00:02:13.240]  我們先做一點色經
[00:02:13.240 --> 00:02:15.240]  五章21節有一個女人
[00:02:15.240 --> 00:02:18.240]  這個女人是一個外邦的女人
[00:02:18.240 --> 00:02:21.240]  非猶太人
[00:02:21.240 --> 00:02:23.240]  患了十二年的血流
[00:02:23.240 --> 00:02:24.240]  按一般的理解
[00:02:24.240 --> 00:02:27.240]  這個血流就是指女人的經期
[00:02:27.240 --> 00:02:29.240]  她的血不停
[00:02:29.240 --> 00:02:31.240]  叫崩血
[00:02:31.240 --> 00:02:33.240]  以前我認識的姐妹就是這樣
[00:02:33.240 --> 00:02:34.240]  每一個月裡
[00:02:34.240 --> 00:02:36.240]  有三個月都是經血來的
[00:02:36.240 --> 00:02:37.240]  很慘的
[00:02:37.240 --> 00:02:38.240]  她很喜歡游泳
[00:02:38.240 --> 00:02:40.240]  但去不了泳池
[00:02:40.240 --> 00:02:42.240]  後來痊癒了
[00:02:42.240 --> 00:02:44.240]  經過十幾年才痊癒
[00:02:44.240 --> 00:02:45.240]  二十歲信耶穌
[00:02:45.240 --> 00:02:47.240]  三十幾歲才痊癒
[00:02:47.240 --> 00:02:49.240]  被耶穌治了
[00:02:49.240 --> 00:02:51.240]  這個女人是怎樣呢
[00:02:51.240 --> 00:02:52.240]  二十六節
[00:02:52.240 --> 00:02:54.240]  好些醫生手裡
[00:02:54.240 --> 00:02:55.240]  不止一個
[00:02:55.240 --> 00:02:57.240]  另類治療
[00:02:57.240 --> 00:02:59.240]  西醫 中醫 針灸
[00:02:59.240 --> 00:03:01.240]  可能什麼都用過了
[00:03:01.240 --> 00:03:03.240]  好些醫生
[00:03:03.240 --> 00:03:04.240]  還受了很多苦
[00:03:04.240 --> 00:03:05.240]  不知道用什麼方法
[00:03:05.240 --> 00:03:07.240]  可能用蟻
[00:03:07.240 --> 00:03:08.240]  蟻都不受得了
[00:03:08.240 --> 00:03:09.240]  我們不得而知
[00:03:09.240 --> 00:03:10.240]  總之就是
[00:03:10.240 --> 00:03:12.240]  很多醫生
[00:03:12.240 --> 00:03:13.240]  很多的苦
[00:03:13.240 --> 00:03:14.240]  很多的錢
[00:03:14.240 --> 00:03:16.240]  花光了
[00:03:16.240 --> 00:03:18.240]  結論是什麼呢
[00:03:18.240 --> 00:03:20.240]  一點都不好
[00:03:20.240 --> 00:03:21.240]  很慘吧
[00:03:21.240 --> 00:03:23.240]  一點都不好
[00:03:23.240 --> 00:03:24.240]  第五十七節
[00:03:24.240 --> 00:03:26.240]  不 二十七節
[00:03:26.240 --> 00:03:28.240]  他聽見耶穌的事
[00:03:28.240 --> 00:03:30.240]  有人跟他說
[00:03:30.240 --> 00:03:32.240]  在垃圾那裡有個人很厲害
[00:03:32.240 --> 00:03:33.240]  一句話
[00:03:33.240 --> 00:03:35.240]  病人全部沒事
[00:03:35.240 --> 00:03:37.240]  壓制的那些
[00:03:37.240 --> 00:03:39.240]  吩咐的那些鬼全部走了
[00:03:39.240 --> 00:03:40.240]  很厲害
[00:03:40.240 --> 00:03:41.240]  可能他聽得多
[00:03:41.240 --> 00:03:44.240]  漸漸產生一種信念
[00:03:44.240 --> 00:03:45.240]  所以我們去傳福音
[00:03:45.240 --> 00:03:47.240]  講見證很重要
[00:03:47.240 --> 00:03:48.240]  跟人講你的經歷
[00:03:48.240 --> 00:03:50.240]  或者你沒有那麼多
[00:03:50.240 --> 00:03:51.240]  去講別人的經歷
[00:03:51.240 --> 00:03:53.240]  聽得多
[00:03:53.240 --> 00:03:55.240]  他就會產生一種信念
[00:03:55.240 --> 00:03:57.240]  信心呢
[00:03:57.240 --> 00:03:59.240]  我記得我跟瑪利亞查京班說過
[00:03:59.240 --> 00:04:01.240]  信心這詞有三組字
[00:04:01.240 --> 00:04:03.240]  一種叫Belief
[00:04:03.240 --> 00:04:04.240]  一個叫Trust
[00:04:04.240 --> 00:04:05.240]  一個叫Faith
[00:04:05.240 --> 00:04:07.240]  產生信念
[00:04:07.240 --> 00:04:09.240]  就是由聽道聽見證
[00:04:09.240 --> 00:04:11.240]  而有的Belief 信念
[00:04:11.240 --> 00:04:13.240]  Trust 就是他相信
[00:04:13.240 --> 00:04:15.240]  耶穌可以幫到他
[00:04:15.240 --> 00:04:17.240]  他會信靠他
[00:04:17.240 --> 00:04:19.240]  就這兩個字
[00:04:19.240 --> 00:04:20.240]  28節他說
[00:04:20.240 --> 00:04:21.240]  二司說
[00:04:21.240 --> 00:04:23.240]  他的信心已經產生到這個地步
[00:04:23.240 --> 00:04:25.240]  我只要摸一件衣服
[00:04:25.240 --> 00:04:26.240]  我就好了
[00:04:26.240 --> 00:04:29.240]  他已經有這個Belief and Trust
[00:04:29.240 --> 00:04:31.240]  他有這個信心
[00:04:31.240 --> 00:04:32.240]  只要我碰一件衣服
[00:04:32.240 --> 00:04:33.240]  我就會好了
[00:04:33.240 --> 00:04:34.240]  為什麼呢
[00:04:34.240 --> 00:04:35.240]  因為我聽人講見證多
[00:04:35.240 --> 00:04:36.240]  這個人太厲害了
[00:04:36.240 --> 00:04:37.240]  一句話
[00:04:37.240 --> 00:04:38.240]  所有的瘸子
[00:04:38.240 --> 00:04:39.240]  癱瘓的盲的
[00:04:39.240 --> 00:04:40.240]  全部都復元了
[00:04:40.240 --> 00:04:41.240]  聽得多
[00:04:41.240 --> 00:04:43.240]  他就產生一種信心
[00:04:43.240 --> 00:04:44.240]  我相信摸一件衣服
[00:04:44.240 --> 00:04:45.240]  我都會好了
[00:04:45.240 --> 00:04:46.240]  就是這樣而來的
[00:04:46.240 --> 00:04:48.240]  所以保羅說
[00:04:48.240 --> 00:04:51.240]  信心是由聽道而來的
[00:04:51.240 --> 00:04:52.240]  當然這個道
[00:04:52.240 --> 00:04:53.240]  我就不會在這裡解釋
[00:04:53.240 --> 00:04:55.240]  這個道叫Reimer
[00:04:55.240 --> 00:04:57.240]  Belief 或者這個Faith
[00:04:57.240 --> 00:04:58.240]  是由聽Reimer而來的
[00:04:58.240 --> 00:05:00.240]  不是我這堂課講的
[00:05:00.240 --> 00:05:01.240]  他這個就是說
[00:05:01.240 --> 00:05:04.240]  聽上帝的見證經歷
[00:05:04.240 --> 00:05:06.240]  而產生一種信念
[00:05:06.240 --> 00:05:08.240]  和一種信靠
[00:05:08.240 --> 00:05:10.240]  促使他有一個行動
[00:05:10.240 --> 00:05:11.240]  行動很重要
[00:05:11.240 --> 00:05:13.240]  所以亞國書說
[00:05:13.240 --> 00:05:15.240]  沒有行為的信心是死的
[00:05:15.240 --> 00:05:17.240]  上帝啊你救我吧
[00:05:17.240 --> 00:05:19.240]  什麼都不做
[00:05:19.240 --> 00:05:21.240]  那你試試做那些事
[00:05:21.240 --> 00:05:22.240]  好了
[00:05:22.240 --> 00:05:24.240]  第29節
[00:05:24.240 --> 00:05:28.240]  就是說他已經是摸他的衣服
[00:05:28.240 --> 00:05:30.240]  他已經是黏在人裙裡
[00:05:30.240 --> 00:05:32.240]  立刻乾了
[00:05:32.240 --> 00:05:35.240]  便覺得身上的災病好了
[00:05:35.240 --> 00:05:37.240]  同時耶穌又覺得
[00:05:37.240 --> 00:05:38.240]  他覺得好了
[00:05:38.240 --> 00:05:40.240]  這個女人一摸衣服覺得好了
[00:05:40.240 --> 00:05:41.240]  耶穌又覺得
[00:05:41.240 --> 00:05:43.240]  你的能力出去了
[00:05:43.240 --> 00:05:45.240]  就好像你充滿能量一樣
[00:05:45.240 --> 00:05:46.240]  人一碰你的肩膀
[00:05:46.240 --> 00:05:47.240]  出去了
[00:05:47.240 --> 00:05:48.240]  原來你感覺到的
[00:05:48.240 --> 00:05:50.240]  你的能力可以感覺到出去了
[00:05:50.240 --> 00:05:52.240]  一個感覺到吸一過來
[00:05:52.240 --> 00:05:54.240]  吸星大化變出來
[00:05:54.240 --> 00:05:55.240]  一個感覺到
[00:05:55.240 --> 00:05:57.240]  出去了
[00:05:57.240 --> 00:05:58.240]  於是就問
[00:05:58.240 --> 00:06:00.240]  誰摸我
[00:06:00.240 --> 00:06:02.240]  那些門徒說
[00:06:02.240 --> 00:06:03.240]  老師
[00:06:03.240 --> 00:06:05.240]  誰知道你被人摸
[00:06:05.240 --> 00:06:06.240]  你摸到變了
[00:06:06.240 --> 00:06:07.240]  你說誰摸你
[00:06:07.240 --> 00:06:09.240]  一群人一群人捉弄他
[00:06:09.240 --> 00:06:10.240]  每個人都按住他
[00:06:10.240 --> 00:06:11.240]  每個人都希望他摸到東西
[00:06:11.240 --> 00:06:12.240]  明星來了
[00:06:12.240 --> 00:06:13.240]  這樣捉弄他
[00:06:13.240 --> 00:06:15.240]  你說誰摸我
[00:06:15.240 --> 00:06:17.240]  第31節這樣說
[00:06:17.240 --> 00:06:19.240]  但耶穌竟然不肯走
[00:06:19.240 --> 00:06:20.240]  站著
[00:06:20.240 --> 00:06:22.240]  耶穌周圍觀看
[00:06:22.240 --> 00:06:24.240]  要見作者的女人
[00:06:24.240 --> 00:06:26.240]  他知道原來
[00:06:26.240 --> 00:06:28.240]  誰摸我
[00:06:28.240 --> 00:06:30.240]  站著不動
[00:06:30.240 --> 00:06:32.240]  那女人很害怕
[00:06:32.240 --> 00:06:34.240]  為什麼呢
[00:06:34.240 --> 00:06:36.240]  因為她是一個外邦女人
[00:06:36.240 --> 00:06:38.240]  她是一個有血流的婦人
[00:06:38.240 --> 00:06:40.240]  按照猶太教
[00:06:40.240 --> 00:06:42.240]  宗教文化潔淨條例
[00:06:42.240 --> 00:06:44.240]  不可以這樣做
[00:06:44.240 --> 00:06:46.240]  她要離開人群
[00:06:46.240 --> 00:06:48.240]  還要摸一個猶太教的男人
[00:06:48.240 --> 00:06:50.240]  是不敬不潔的動作
[00:06:50.240 --> 00:06:52.240]  耶穌站著不動
[00:06:52.240 --> 00:06:54.240]  誰摸我
[00:06:54.240 --> 00:06:56.240]  怎麼辦
[00:06:56.240 --> 00:06:57.240]  你走還是不走
[00:06:57.240 --> 00:06:58.240]  不要出去了
[00:06:58.240 --> 00:07:00.240]  不要出去了
[00:07:00.240 --> 00:07:01.240]  但他硬著頭皮要出來
[00:07:01.240 --> 00:07:03.240]  要講見證
[00:07:03.240 --> 00:07:04.240]  很大壓力
[00:07:04.240 --> 00:07:05.240]  出來震撼地說
[00:07:05.240 --> 00:07:07.240]  講回正原事
[00:07:07.240 --> 00:07:08.240]  我用了所有錢
[00:07:08.240 --> 00:07:09.240]  找了很多醫生
[00:07:09.240 --> 00:07:10.240]  受了很多苦
[00:07:10.240 --> 00:07:11.240]  不好
[00:07:11.240 --> 00:07:12.240]  我聽見見證多
[00:07:12.240 --> 00:07:13.240]  我相信
[00:07:13.240 --> 00:07:14.240]  我摸你我就會好起來
[00:07:14.240 --> 00:07:16.240]  我真的得了
[00:07:16.240 --> 00:07:19.240]  耶穌就跟她說
[00:07:19.240 --> 00:07:20.240]  女兒
[00:07:20.240 --> 00:07:22.240]  你的信救了你
[00:07:22.240 --> 00:07:24.240]  平平安安地回去
[00:07:24.240 --> 00:07:26.240]  你的災病痊癒了
[00:07:26.240 --> 00:07:28.240]  這個災病是包括了
[00:07:28.240 --> 00:07:29.240]  她的身體
[00:07:29.240 --> 00:07:30.240]  她的心靈
[00:07:30.240 --> 00:07:31.240]  她的心理
[00:07:31.240 --> 00:07:32.240]  你的災病
[00:07:32.240 --> 00:07:34.240]  痊癒了
[00:07:35.240 --> 00:07:37.240]  簡單的釋經就是這樣
[00:07:37.240 --> 00:07:39.240]  第一類是什麼人呢
[00:07:39.240 --> 00:07:42.240]  第一類我稱他為
[00:07:42.240 --> 00:07:43.240]  濁湧者
