
[00:00:00.000 --> 00:00:02.000]  「靚姐妹,早晨」
[00:00:02.000 --> 00:00:06.500]  「假如大家最近有搭過港鐵」
[00:00:06.500 --> 00:00:11.000]  「或者會留意最近扶手電梯的這個新廣播」
[00:00:11.000 --> 00:00:17.000]  「搭扶手電梯不要看著手提電話」
[00:00:17.000 --> 00:00:19.000]  「記住緊握扶手」
[00:00:19.000 --> 00:00:23.000]  「請不要只看手機,也緊握扶手」
[00:00:23.000 --> 00:00:25.000]  「Please hold the handrail」
[00:00:25.000 --> 00:00:28.000]  「Don't keep your eyes only on your mobile phone」
[00:00:29.500 --> 00:00:34.000]  「搭扶手電梯不要看著手提電話」
[00:00:34.000 --> 00:00:36.000]  「記住緊握扶手」
[00:00:36.000 --> 00:00:41.000]  「這個廣播固然反映了今日社會的現象」
[00:00:41.000 --> 00:00:45.000]  「低頭族人數不斷加增」
[00:00:45.000 --> 00:00:47.000]  大家是不是低頭族呀?
[00:00:47.000 --> 00:00:48.500]  知不知道甚麼叫低頭族呀?
[00:00:48.500 --> 00:00:50.000]  就是逛街你會見到那些人
[00:00:50.000 --> 00:00:52.000]  為甚麼經常頭低低的呢?
[00:00:52.000 --> 00:00:54.000]  因為他們只顧著看著手機
[00:00:54.000 --> 00:00:58.500]  只顧著whatsapp、打機之類
[00:00:58.500 --> 00:01:00.500]  看影片之類
[00:01:00.500 --> 00:01:02.500]  所以低頭族
[00:01:02.500 --> 00:01:06.000]  「隨處可見,不分年紀」
[00:01:06.000 --> 00:01:11.000]  這個廣播給了我一個熟齡的反思
[00:01:11.000 --> 00:01:13.000]  它的普通話說
[00:01:13.000 --> 00:01:17.500]  「請不要只看手機,也要緊握扶手」
[00:01:17.500 --> 00:01:19.500]  我的普通話都頗普通的
[00:01:19.500 --> 00:01:21.500]  所以大家不要見怪
[00:01:21.500 --> 00:01:27.500]  「請不要緊看手機,要緊握扶手」
[00:01:27.500 --> 00:01:30.500]  這句說話,我覺得更加肯定
[00:01:30.500 --> 00:01:36.500]  「請不要緊看手機,要緊握扶手」
[00:01:36.500 --> 00:01:39.500]  今日我們的眼睛
[00:01:39.500 --> 00:01:42.500]  確實被很多世界的事物
[00:01:42.500 --> 00:01:44.500]  吸引著我們
[00:01:44.500 --> 00:01:45.500]  迷惑我們
[00:01:45.500 --> 00:01:52.500]  「請不要緊看手機,我們要緊握扶手」
[00:01:52.500 --> 00:01:57.500]  我們更加需要去緊握天父的手
[00:01:57.500 --> 00:02:00.500]  當我們能夠緊握上帝的手的時候
[00:02:00.500 --> 00:02:03.500]  我們就能夠更加去活出
[00:02:03.500 --> 00:02:07.500]  上帝所託付給我們的召命
[00:02:07.500 --> 00:02:09.500]  究竟甚麼是召命?
[00:02:09.500 --> 00:02:13.500]  是關乎我們抱著一份被呼召的心靈
[00:02:13.500 --> 00:02:16.500]  來去到去服侍上帝
[00:02:16.500 --> 00:02:18.500]  被呼召的人
[00:02:18.500 --> 00:02:20.500]  他是帶著神給他的召命
[00:02:20.500 --> 00:02:23.500]  進入在他的生活裏面
[00:02:23.500 --> 00:02:25.500]  進入他的家庭裏面
[00:02:25.500 --> 00:02:27.500]  進入在他的職場裏面
[00:02:27.500 --> 00:02:29.500]  進入在校園裏面
[00:02:29.500 --> 00:02:32.500]  進入去論社的當中
[00:02:32.500 --> 00:02:34.500]  你去到去為神
[00:02:34.500 --> 00:02:38.500]  去給他一個獨特的託付來去到去履行
[00:02:38.500 --> 00:02:41.500]  所以我們今天很想透過這段經文
[00:02:41.500 --> 00:02:43.500]  藉著保羅的生命
[00:02:43.500 --> 00:02:45.500]  來到再一次去喚醒我們
[00:02:45.500 --> 00:02:48.500]  今日神對我們的託付
[00:02:48.500 --> 00:02:50.500]  讓我們都能夠重尋
[00:02:50.500 --> 00:02:53.500]  作主門徒的召命
[00:02:53.500 --> 00:02:56.500]  在這段經文剛才主席都為我們讀出
[00:02:56.500 --> 00:02:58.500]  來到給我們看見
[00:02:58.500 --> 00:03:01.500]  神給保羅有三個的託付
[00:03:01.500 --> 00:03:05.500]  第一個是一個僕人服侍的託付
[00:03:05.500 --> 00:03:09.500]  在二十三節前一節的經文
[00:03:09.500 --> 00:03:11.500]  最後那個部分
[00:03:11.500 --> 00:03:15.500]  「我保羅也作了這服蔭的執事」
[00:03:15.500 --> 00:03:21.500]  神就讓保羅來到去肩負起成為福音的執事
[00:03:21.500 --> 00:03:27.500]  執事這個字的原文是有僕人服侍者的意思
[00:03:27.500 --> 00:03:31.500]  保羅他擔當福音的執事
[00:03:31.500 --> 00:03:36.500]  以致他心裏面願意來到去為主去擺上
[00:03:36.500 --> 00:03:39.500]  他不計代價義無反顧地
[00:03:39.500 --> 00:03:41.500]  甚至被監禁
[00:03:41.500 --> 00:03:43.500]  他都在所不乎
[00:03:43.500 --> 00:03:45.500]  保羅一生
[00:03:45.500 --> 00:03:49.500]  由昔日在大馬色的路上遇見主
[00:03:49.500 --> 00:03:53.500]  開始了他一個截然不同的人生
[00:03:53.500 --> 00:03:56.500]  在加拿大書二章二十節
[00:03:56.500 --> 00:03:57.500]  他裏面保羅這樣說
[00:03:57.500 --> 00:04:01.500]  「我已經與基督同釘十字架」
[00:04:01.500 --> 00:04:04.500]  「現在活著的不再是我」
[00:04:04.500 --> 00:04:08.500]  「乃是基督在我裏面活著」
[00:04:08.500 --> 00:04:10.500]  保羅從前的人生
[00:04:10.500 --> 00:04:14.500]  從一個專門去逮捕耶穌門徒的人
[00:04:14.500 --> 00:04:16.500]  當他信了主之後
[00:04:16.500 --> 00:04:19.500]  他願意被人來到去逮捕
[00:04:19.500 --> 00:04:21.500]  從前是一個逼迫人的人
[00:04:21.500 --> 00:04:23.500]  變成一個被逼迫的人
[00:04:23.500 --> 00:04:26.500]  從一個專門去拉人去坐監
[00:04:26.500 --> 00:04:32.500]  以致到自己甘願來到去被拉去坐監
[00:04:32.500 --> 00:04:36.500]  保羅生命的轉化
[00:04:36.500 --> 00:04:42.500]  不是在我們的生命過去也曾經發生過嗎?
[00:04:42.500 --> 00:04:45.500]  我們之所以成為主的門徒
[00:04:45.500 --> 00:04:48.500]  是因為耶穌基督對我們的呼召
[00:04:48.500 --> 00:04:51.500]  這個呼召是相當之具體的
[00:04:51.500 --> 00:04:54.500]  「來,跟從我」
[00:04:54.500 --> 00:04:56.500]  「來,跟從我」
[00:04:56.500 --> 00:04:58.500]  Follow me
[00:04:58.500 --> 00:05:00.500]  這個跟從
[00:05:00.500 --> 00:05:04.500]  是神要我們將從世界裏面分別出來
[00:05:04.500 --> 00:05:07.500]  要我們和自己過去的生活方式
[00:05:07.500 --> 00:05:09.500]  完全地去割斷
[00:05:09.500 --> 00:05:14.500]  單單地去跟從耶穌基督
