
[00:00:00.000 --> 00:00:01.880]  夢想成真
[00:00:01.880 --> 00:00:06.540]  永遠是一件最能夠觸動人心的事情
[00:00:06.540 --> 00:00:10.340]  能夠有份於夢想成真的過程
[00:00:10.340 --> 00:00:14.160]  也是一批最有福的人
[00:00:14.160 --> 00:00:16.320]  所以在剛纔我們說的聖經當中
[00:00:16.320 --> 00:00:20.960]  當以色列人被擄到巴比倫70年之後
[00:00:20.960 --> 00:00:24.320]  他們終於回到耶路撒冷
[00:00:24.320 --> 00:00:27.120]  他們站立在耶路撒冷的時候
[00:00:27.120 --> 00:00:30.760]  真的是好像一批做夢的人這裏說
[00:00:30.760 --> 00:00:34.520]  而如今夢想成真了
[00:00:34.520 --> 00:00:37.240]  不但他們歡喜快樂
[00:00:37.240 --> 00:00:40.680]  而且在他們身旁周圍的外邦人
[00:00:40.680 --> 00:00:43.600]  都與他們一同歡喜快樂
[00:00:43.600 --> 00:00:47.840]  他們一同見證神偉大奇妙的作爲
[00:00:47.840 --> 00:00:50.720]  各位今天我們所相信的神
[00:00:50.720 --> 00:00:54.760]  是一位賜下夢想的神
[00:00:54.760 --> 00:01:01.160]  今天我們所相信的神也是一位使夢想成真的神
[00:01:01.160 --> 00:01:04.640]  我不知道每一次當你走進這個教會的時候
[00:01:04.640 --> 00:01:07.200]  你是有怎麼樣的感覺
[00:01:07.200 --> 00:01:13.960]  可能你只是感覺到人潮擁擠停車困難
[00:01:13.960 --> 00:01:17.600]  但事實上每一次你走進這個教會的時候
[00:01:17.600 --> 00:01:20.720]  你都應當明白
[00:01:20.720 --> 00:01:27.760]  這個場地就是神使夢想成真的地方
[00:01:27.760 --> 00:01:30.920]  這個場地就是證明
[00:01:30.920 --> 00:01:35.560]  我們的神是能夠使夢想成真的神
[00:01:35.560 --> 00:01:39.200]  每一次當我站在這個教會的時候
[00:01:39.200 --> 00:01:43.840]  我都不禁心中充滿了驚訝
[00:01:43.840 --> 00:01:46.560]  在過去十年的裏面
[00:01:46.560 --> 00:01:52.080]  神怎麼樣在我們中間成就偉大奇妙的工作
[00:01:52.080 --> 00:01:55.040]  所以今天早上從三方面要來講
[00:01:55.040 --> 00:01:57.920]  場地與夢想
[00:01:57.920 --> 00:02:00.120]  第一點我們來看
[00:02:00.120 --> 00:02:02.880]  這個場地的本身
[00:02:02.880 --> 00:02:06.560]  就是一個夢想的實現
[00:02:06.560 --> 00:02:08.640]  每一次你坐在這裏
[00:02:08.640 --> 00:02:10.000]  你走進這個教會
[00:02:10.000 --> 00:02:14.240]  你可知道這個場地的本身
[00:02:14.240 --> 00:02:18.240]  就是一個偉大的夢想的實現
[00:02:18.240 --> 00:02:20.320]  我還記得教會在剛開始的時候
[00:02:20.320 --> 00:02:23.200]  我們在1995年10月
[00:02:23.200 --> 00:02:28.240]  我們請了丁·史爾曼穆斯在我們中間講一個特會
[00:02:28.240 --> 00:02:31.760]  是一個國度帶導者的特會
[00:02:31.760 --> 00:02:33.440]  特別請他教導我們
[00:02:33.440 --> 00:02:38.160]  怎麼樣懂得在神的裏面做一個帶導者
[00:02:38.160 --> 00:02:39.840]  我還記得最後一天的聚會
[00:02:39.840 --> 00:02:45.120]  他開始爲我們整個教會來發出預言
[00:02:45.120 --> 00:02:47.200]  他就說我們的教會
[00:02:47.200 --> 00:02:52.480]  是將來會建立在101號公路的旁邊
[00:02:52.480 --> 00:02:54.880]  當時我們聽了也沒什麼特別的感覺
[00:02:54.880 --> 00:02:56.640]  因爲剛剛開始教會
[00:02:56.640 --> 00:02:57.680]  什麼錢都沒有
[00:02:57.680 --> 00:02:58.800]  什麼都買不起
[00:02:58.800 --> 00:03:00.880]  什麼建堂都很遙遠的事情
[00:03:00.880 --> 00:03:03.680]  聽了也就過去了
[00:03:03.680 --> 00:03:06.080]  到了1998年
[00:03:06.080 --> 00:03:12.720]  我去Dallas參加一個照亮列國的一個特會
[00:03:12.720 --> 00:03:16.480]  在那個特會當中神很清楚放在我心中的一個領袖
[00:03:16.480 --> 00:03:23.280]  神對我說我們教會將來要成爲一個五千人的會衆
[00:03:23.280 --> 00:03:25.040]  所以我回來之後
[00:03:25.040 --> 00:03:28.400]  我們就成立了建堂委員會
[00:03:28.400 --> 00:03:34.960]  我們的目標就是要找到一個能容納五千人的聚會場地
[00:03:34.960 --> 00:03:38.240]  你要知道在當時我們才五百人
[00:03:38.240 --> 00:03:42.080]  你可以想象無論在人力上在財力上
[00:03:42.080 --> 00:03:46.000]  這是個多麼不可能的任務
[00:03:46.000 --> 00:03:48.880]  我還記得那個時候我們每看到一個場地
[00:03:48.880 --> 00:03:50.800]  我就講一篇道
[00:03:50.800 --> 00:03:54.000]  憑信心勇敢向前
[00:03:54.000 --> 00:03:56.720]  結果不是因爲價錢太高
[00:03:56.720 --> 00:03:59.760]  不然就是政府根本不給我們執照
[00:03:59.760 --> 00:04:03.600]  一次一次被打退堂鼓
[00:04:03.600 --> 00:04:07.600]  搞了很多次之後就好像狼來了喊太多次
[00:04:07.600 --> 00:04:12.800]  後來我都不大概講什麼建堂的事情不敢講了
[00:04:12.800 --> 00:04:20.400]  一直到神帶領我們看到聖河西基督教大學的場地
[00:04:20.400 --> 00:04:26.720]  這個基督教大學的場地是在280公路跟十街的交口附近
[00:04:26.720 --> 00:04:28.640]  交通非常便利
[00:04:28.640 --> 00:04:31.120]  他們非常想賣給我們
[00:04:31.120 --> 00:04:34.960]  而且這個場地根本不需要更換執照
[00:04:34.960 --> 00:04:37.920]  因爲本來就是個聚會的場地
[00:04:37.920 --> 00:04:40.480]  所以很快我們就達成協議
[00:04:40.480 --> 00:04:45.760]  以一千一百萬的價錢買下整個校園
[00:04:45.760 --> 00:04:50.240]  那個時候我們在想雖然他們的體育館最多隻能容納七百人
[00:04:50.240 --> 00:04:55.360]  不過我們如果多幾堂崇拜還是可以繼續成長
[00:04:55.360 --> 00:04:58.160]  雖然他們的校園只有兩百個停車位
[00:04:58.160 --> 00:05:00.560]  恐怕還不到兩百個停車位
[00:05:00.560 --> 00:05:02.800]  不過我們想如果打掉這麼多教室
[00:05:02.800 --> 00:05:03.440]  不用那麼多教室
[00:05:03.440 --> 00:05:07.200]  打掉教室可以至少多一些停車位
[00:05:07.200 --> 00:05:11.360]  所以我們很快地就跟他們簽了約
[00:05:11.360 --> 00:05:14.720]  我還記得簽完約那個主日
[00:05:14.720 --> 00:05:18.800]  他們的校長來到我們教會參加主日崇拜
[00:05:18.800 --> 00:05:22.960]  手裏拿着那個學校的一串鑰匙
[00:05:22.960 --> 00:05:24.960]  象徵性地丟給我
[00:05:24.960 --> 00:05:28.000]  我一把接住那個鑰匙
[00:05:28.000 --> 00:05:31.360]  下面弟兄姐妹歡喜快樂鼓掌啊 哈雷路亞
[00:05:31.360 --> 00:05:33.680]  我們終於買到一個地方
[00:05:33.680 --> 00:05:38.080]  終於我們教會有一個聚會的場地了
[00:05:38.080 --> 00:05:40.720]  可是簽了約一年之後
[00:05:40.720 --> 00:05:43.120]  我們還是沒有辦法搬進去
[00:05:43.120 --> 00:05:44.480]  爲什麼呢
