
[00:00:00.000 --> 00:00:02.000]  鼎姊妹主內平安
[00:00:02.000 --> 00:00:06.920]  還有兩天就是踏入2020年了
[00:00:06.920 --> 00:00:09.640]  不知道你帶著一份什麼樣的心情呢
[00:00:09.640 --> 00:00:12.600]  不知道你在這一刻面對著一種什麼樣的狀況
[00:00:12.600 --> 00:00:15.080]  來迎接2020年呢
[00:00:15.080 --> 00:00:18.240]  中國人很喜歡在面對新的階段
[00:00:18.240 --> 00:00:21.280]  或者喜慶的日子裡面都會說祝福的話
[00:00:21.280 --> 00:00:25.480]  特別是農曆新年我們會說很多恭賀人的話
[00:00:25.480 --> 00:00:28.800]  又或者當我們見到身邊的朋友生小朋友
[00:00:28.800 --> 00:00:31.880]  又或者他們要結婚建立新的家庭
[00:00:31.880 --> 00:00:34.440]  或者身邊的朋友找到工作了
[00:00:34.440 --> 00:00:35.320]  升職了
[00:00:35.320 --> 00:00:37.520]  我們都會跟他說祝福的話
[00:00:37.520 --> 00:00:40.520]  當然也會乘機誣陷他吃一頓飯
[00:00:40.520 --> 00:00:42.080]  這些可能我們也會做
[00:00:42.080 --> 00:00:47.680]  我們發覺同樣猶太人都很喜歡說祝福的話
[00:00:47.680 --> 00:00:51.280]  特別是當面對新的階段新的里程
[00:00:51.280 --> 00:00:55.680]  他們的父祖同樣都會向著一群後代
[00:00:55.680 --> 00:00:57.360]  來說祝福的話
[00:00:57.360 --> 00:01:01.320]  今天跟大家同樣的來思想祝福
[00:01:01.320 --> 00:01:03.760]  來看《生命記》33章
[00:01:03.760 --> 00:01:07.200]  同樣是一個祝福的段落
[00:01:07.200 --> 00:01:08.440]  是一首詩歌
[00:01:08.440 --> 00:01:12.040]  是說神人摩西在他離開之前
[00:01:12.040 --> 00:01:16.720]  就是為著這群以色列十二支派的人的祝福
[00:01:16.720 --> 00:01:21.200]  當我們說到為十二支派祝福的時候
[00:01:21.200 --> 00:01:23.840]  我們很難不想起雅各
[00:01:23.840 --> 00:01:25.920]  因為雅各臨終之前
[00:01:25.920 --> 00:01:30.040]  同樣都為著他的十二個兒子來祝福
[00:01:30.040 --> 00:01:31.480]  聖經上記載
[00:01:31.480 --> 00:01:32.880]  為十二支派祝福
[00:01:32.880 --> 00:01:34.960]  只記載在這兩個人的身上
[00:01:34.960 --> 00:01:36.080]  一個就是雅各
[00:01:36.080 --> 00:01:38.400]  一個就是摩西
[00:01:38.400 --> 00:01:40.560]  而在《舊約聖經》裡面
[00:01:40.560 --> 00:01:44.760]  當這些先祖為後人祝福的時候
[00:01:44.760 --> 00:01:47.080]  不只是我們所想的那些祝福
[00:01:47.080 --> 00:01:48.680]  祝願對方很好
[00:01:48.680 --> 00:01:51.520]  或者能夠有安康等等
[00:01:51.520 --> 00:01:52.760]  而是他們的祝福
[00:01:52.760 --> 00:01:56.120]  並不是祝願對方蒙福這麼簡單
[00:01:56.120 --> 00:01:58.840]  而是他們因為和上帝很接近
[00:01:58.840 --> 00:02:00.480]  正如經文所說
[00:02:00.480 --> 00:02:02.040]  神人摩西
[00:02:02.040 --> 00:02:05.960]  說的是這位先祖是神的代言人
[00:02:05.960 --> 00:02:08.000]  所以他是按著聖靈
[00:02:08.000 --> 00:02:09.800]  在當時被他的感動
[00:02:09.800 --> 00:02:11.920]  他所說的每一個祝福
[00:02:11.920 --> 00:02:14.840]  其實除了是一個祝福的說話
[00:02:14.840 --> 00:02:16.920]  同樣也是一個預言
[00:02:16.920 --> 00:02:18.760]  他們是按著神的感動
[00:02:18.760 --> 00:02:21.080]  為著他認識的十二支派
[00:02:21.080 --> 00:02:24.920]  在神面前將要領受蒙受的福分
[00:02:24.920 --> 00:02:28.000]  以及將來要發生的事情和經歷
[00:02:28.000 --> 00:02:29.720]  來講出
[00:02:29.720 --> 00:02:32.920]  所以當我們今天來看摩西或者雅各
[00:02:32.920 --> 00:02:34.920]  他們說的祝福的時候
[00:02:34.920 --> 00:02:37.800]  我們要記住他們是帶著一種權柄
[00:02:37.800 --> 00:02:40.320]  帶著一種果效
[00:02:40.320 --> 00:02:42.040]  很多時候我們說到祝福
[00:02:42.040 --> 00:02:44.680]  很難不說起就座
[00:02:44.680 --> 00:02:47.440]  特別在《生命記》裡面
[00:02:47.440 --> 00:02:50.000]  祝福就座是孖公仔
[00:02:50.000 --> 00:02:53.440]  是《生命記》一個很重要的主題
[00:02:53.440 --> 00:02:54.560]  有時候你會問
[00:02:54.560 --> 00:02:56.000]  我們也有一個疑問
[00:02:56.000 --> 00:03:00.240]  上帝會向屬於祂的人說不好的話嗎?
[00:03:00.240 --> 00:03:04.120]  上帝是會用就座來對待屬於祂的人嗎?
[00:03:04.120 --> 00:03:06.840]  其實很難去到相信
[00:03:06.840 --> 00:03:09.400]  不過當我們如果去明白
[00:03:09.400 --> 00:03:13.520]  其實祝福就座是一個銀幣的兩邊
[00:03:13.520 --> 00:03:17.240]  而當中的就座其實是一種描述
[00:03:17.240 --> 00:03:19.320]  是描述屬神的人
[00:03:19.320 --> 00:03:22.280]  如果離開神不聽祂的話
[00:03:22.280 --> 00:03:25.800]  落了一種警方和結果的時候
[00:03:25.800 --> 00:03:27.600]  或許我們就會明白
[00:03:27.600 --> 00:03:30.520]  其實《生命記》所說的就座
[00:03:30.520 --> 00:03:32.360]  是一種愛的提醒
[00:03:32.360 --> 00:03:35.160]  是一種愛的管教
[00:03:35.160 --> 00:03:36.360]  屬靈的父親
[00:03:36.360 --> 00:03:37.560]  天上的父親
[00:03:37.560 --> 00:03:38.880]  對屬於祂的人
[00:03:38.880 --> 00:03:41.280]  愛之心責切切
[00:03:41.280 --> 00:03:43.520]  所以要透過這樣的描述
[00:03:43.520 --> 00:03:45.080]  來提醒
[00:03:45.080 --> 00:03:46.320]  去警告
[00:03:46.320 --> 00:03:52.440]  以至於讓我們的生命不要落在一種很悲慘的狀況裏面
[00:03:52.440 --> 00:03:54.400]  摩西和雅各
[00:03:54.400 --> 00:03:59.400]  同樣來為以色列十二支派祝福
[00:03:59.400 --> 00:04:02.120]  如果當我們看雅各的祝福
[00:04:02.120 --> 00:04:04.000]  同樣來看摩西的祝福
[00:04:04.000 --> 00:04:06.040]  我們發現其實兩者的祝福
[00:04:06.040 --> 00:04:07.800]  它的角度很不同
[00:04:07.800 --> 00:04:11.360]  雖然兩者都是從神而來的領袖
[00:04:11.360 --> 00:04:13.640]  我們見到雅各其實是
[00:04:13.640 --> 00:04:16.320]  從一個名副其實的爸爸的身份
[00:04:16.320 --> 00:04:19.200]  是按照他對十二個兒子
[00:04:19.200 --> 00:04:21.280]  按照他的成長歷史
[00:04:21.280 --> 00:04:24.120]  按照他過去做過甚麼
[00:04:24.120 --> 00:04:27.680]  來講出這些祝福的說話
[00:04:27.680 --> 00:04:30.080]  所以當我們回到聖經
[00:04:30.080 --> 00:04:31.960]  看雅各的祝福的時候
[00:04:31.960 --> 00:04:34.320]  我們會在祝福裏面見到
[00:04:34.320 --> 00:04:36.000]  很多人性的軟弱
[00:04:36.000 --> 00:04:37.560]  很多人性的失敗
[00:04:37.560 --> 00:04:41.240]  甚至見到很多人性的罪惡
[00:04:41.240 --> 00:04:43.640]  很多時候特別是看雅各的祝福
[00:04:43.640 --> 00:04:45.480]  看頭三個的時候
[00:04:45.480 --> 00:04:47.560]  我們與其說是祝福
