
[00:00:00.000 --> 00:00:03.000]  我們一起做一個祈禱
[00:00:03.000 --> 00:00:05.000]  上帝呀
[00:00:05.000 --> 00:00:07.000]  求祢與我們同在
[00:00:07.000 --> 00:00:13.000]  祢的靈在禮堂裏運行
[00:00:13.000 --> 00:00:16.000]  在我和Shirley的心裏運行
[00:00:16.000 --> 00:00:19.000]  在我和牧師的心目中運行
[00:00:19.000 --> 00:00:21.000]  讓我們同感一靈
[00:00:21.000 --> 00:00:25.000]  讓我們眾人都同感一靈
[00:00:25.000 --> 00:00:29.000]  一起去領受上帝的說話
[00:00:29.000 --> 00:00:30.000]  求祢呀
[00:00:30.000 --> 00:00:32.000]  臨在
[00:00:32.000 --> 00:00:34.000]  對我們說話
[00:00:34.000 --> 00:00:36.000]  聽我們祈禱
[00:00:36.000 --> 00:00:38.000]  奉主明求
[00:00:38.000 --> 00:00:39.000]  阿們
[00:00:39.000 --> 00:00:41.000]  說一個真人真事的故事給你們聽
[00:00:41.000 --> 00:00:44.000]  說一個真人真事的故事給大家
[00:00:44.000 --> 00:00:46.000]  在天水圍一間幼稚園那裏
[00:00:46.000 --> 00:00:49.000]  在天水圍有一個幼稚園
[00:00:49.000 --> 00:00:51.000]  有一位校長
[00:00:51.000 --> 00:00:54.000]  他上任了半年
[00:00:54.000 --> 00:00:57.000]  剛好放完農曆年的假
[00:00:57.000 --> 00:01:00.000]  之後放完新年的假
[00:01:00.000 --> 00:01:02.000]  接著他就開學了
[00:01:02.000 --> 00:01:04.000]  就開學了
[00:01:04.000 --> 00:01:08.000]  突然之間主任敲校長室的門
[00:01:08.000 --> 00:01:13.000]  突然主任敲校長室的門
[00:01:13.000 --> 00:01:15.000]  他跟校長說
[00:01:15.000 --> 00:01:16.000]  校長
[00:01:16.000 --> 00:01:18.000]  你要派開工利是
[00:01:18.000 --> 00:01:20.000]  你要給開工利是
[00:01:20.000 --> 00:01:24.000]  以前的校長都是派開工利是給老師的
[00:01:24.000 --> 00:01:29.000]  以前的校長都是派開工利是給老師的
[00:01:29.000 --> 00:01:32.000]  這個校長就覺得很突然
[00:01:32.000 --> 00:01:34.000]  這個校長就覺得很突然
[00:01:34.000 --> 00:01:36.000]  因為這間是基督教的幼稚園
[00:01:36.000 --> 00:01:38.000]  因為這間是基督教的幼兒園
[00:01:38.000 --> 00:01:40.000]  為什麼要派開工利是呢
[00:01:40.000 --> 00:01:41.000]  為什麼要給開工利是呢
[00:01:41.000 --> 00:01:43.000]  為什麼會有這個傳統呢
[00:01:43.000 --> 00:01:44.000]  怎麼會有這種傳統呢
[00:01:44.000 --> 00:01:45.000]  會不會有迷信呢
[00:01:45.000 --> 00:01:46.000]  會不會有迷信在當中呢
[00:01:46.000 --> 00:01:48.000]  接著他就想了一會兒
[00:01:48.000 --> 00:01:50.000]  校長就想了一下
[00:01:50.000 --> 00:01:51.000]  他就跟主任說
[00:01:51.000 --> 00:01:52.000]  他跟主任說
[00:01:52.000 --> 00:01:54.000]  今年我不派開工利是
[00:01:54.000 --> 00:01:56.000]  我今年不派開工利是了
[00:01:56.000 --> 00:01:57.000]  隔了一會兒
[00:01:57.000 --> 00:01:58.000]  隔了一會兒
[00:01:58.000 --> 00:01:59.000]  有兩個老師敲門
[00:01:59.000 --> 00:02:01.000]  有兩個老師敲門
[00:02:01.000 --> 00:02:03.000]  就跟校長說
[00:02:03.000 --> 00:02:04.000]  就跟校長說
[00:02:04.000 --> 00:02:05.000]  校長啊
[00:02:05.000 --> 00:02:07.000]  你今年不派開工利是啊
[00:02:07.000 --> 00:02:09.000]  校長你今年不派開工利是啊
[00:02:09.000 --> 00:02:11.000]  我講俗語
[00:02:11.000 --> 00:02:12.000]  我說俗語
[00:02:12.000 --> 00:02:14.000]  不老禮的
[00:02:14.000 --> 00:02:17.000]  這樣子會很不好意頭的
[00:02:17.000 --> 00:02:18.000]  你派開工利是
[00:02:18.000 --> 00:02:19.000]  你給開工利是
[00:02:19.000 --> 00:02:21.000]  我們老師安心
[00:02:21.000 --> 00:02:23.000]  令到我們老師安心
[00:02:23.000 --> 00:02:24.000]  學生平安
[00:02:24.000 --> 00:02:25.000]  學生平安
[00:02:25.000 --> 00:02:27.000]  學校就不會有什麼事了
[00:02:27.000 --> 00:02:29.000]  學校就不會有什麼事了
[00:02:29.000 --> 00:02:31.000]  校長請你想清楚一點
