
[00:00:00.000 --> 00:00:08.960]  今天我跟大家繼續研究貼薩羅尼加前書第三章
[00:00:08.960 --> 00:00:13.260]  第三章就在這封書信的中間
[00:00:13.260 --> 00:00:18.440]  這封貼薩羅尼加前書第三章的中間
[00:00:18.440 --> 00:00:25.920]  其實可以說這張聖經是這封書信的一個中心點
[00:00:25.920 --> 00:00:29.800]  其實你看貼薩羅尼加前書的每一句說話
[00:00:29.800 --> 00:00:33.880]  都很感受到保羅這個宣教團隊
[00:00:33.880 --> 00:00:38.960]  和貼薩羅尼加弟兄姊妹之間很深厚的情誼
[00:00:38.960 --> 00:00:41.200]  尤其明顯到了第三章的時候
[00:00:41.200 --> 00:00:43.600]  你看第六節和第十二節
[00:00:43.600 --> 00:00:46.800]  第六節保羅聽到提摩太說
[00:00:46.800 --> 00:00:50.720]  你們上上紀念我們切切地想見我們
[00:00:50.720 --> 00:00:53.240]  如同我們想見你們一樣
[00:00:53.240 --> 00:00:54.480]  聽到這件事
[00:00:54.480 --> 00:00:57.200]  第十二節他也是差不多的語氣
[00:00:57.200 --> 00:01:00.000]  願主叫你們彼此相愛的心
[00:01:00.000 --> 00:01:03.040]  並愛眾人的心都能增長
[00:01:03.040 --> 00:01:06.720]  充足如同我們愛你們一樣
[00:01:06.720 --> 00:01:09.480]  每一封聖經的文字當中
[00:01:09.480 --> 00:01:11.560]  你聽到一些重複的時候
[00:01:11.560 --> 00:01:13.720]  通常都是有一些強調的
[00:01:13.720 --> 00:01:18.360]  第六節第十二節如同我們想見你們一樣
[00:01:18.360 --> 00:01:20.640]  如同我們愛你們一樣
[00:01:20.640 --> 00:01:24.640]  在希臘文其實是同樣次序的四個字
[00:01:24.640 --> 00:01:27.600]  而且動詞是imply的
[00:01:27.600 --> 00:01:30.600]  因為其實是看上文下你會看到的
[00:01:30.600 --> 00:01:33.240]  所以這個就是他表達他們之間的那個
[00:01:33.240 --> 00:01:35.000]  大家是這樣看的
[00:01:35.000 --> 00:01:39.200]  保羅一方面想表達的是一種深度的認同
[00:01:39.200 --> 00:01:41.040]  我知道你很關心我
[00:01:41.040 --> 00:01:42.680]  我也很關心你們
[00:01:42.680 --> 00:01:46.160]  我每天都掛念你們
[00:01:46.160 --> 00:01:48.000]  通過重複第二次
[00:01:48.000 --> 00:01:52.160]  他再去回響這一份的感情
[00:01:52.160 --> 00:01:53.280]  這一份的溫情
[00:01:53.280 --> 00:01:55.960]  希望他們不單只是對保羅
[00:01:55.960 --> 00:01:59.440]  而且他們之間是有彼此的關懷
[00:01:59.440 --> 00:02:04.560]  而且甚至是揚熱到交愛的人的身上
[00:02:04.560 --> 00:02:05.920]  這個廣告系列當中
[00:02:05.920 --> 00:02:10.520]  我們一直在描繪保羅和貼薩諾尼加人
[00:02:10.520 --> 00:02:13.200]  就是這一份很深厚的友誼
[00:02:13.200 --> 00:02:16.040]  今天我就是想和大家一起去思考
[00:02:16.040 --> 00:02:19.240]  思考這個關係的起因
[00:02:19.240 --> 00:02:21.320]  和有甚麼致公的影響
[00:02:21.320 --> 00:02:24.000]  我想和大家一起思想兩個問題
[00:02:24.000 --> 00:02:24.760]  第一
[00:02:24.760 --> 00:02:27.960]  是甚麼導致他們彼此之間
[00:02:27.960 --> 00:02:31.280]  有這麼深度的認同呢
[00:02:31.280 --> 00:02:32.840]  可以肯定的不是因為
[00:02:32.840 --> 00:02:36.640]  貼薩諾尼加人和保羅認識了很久
[00:02:36.640 --> 00:02:39.120]  保羅其實只是在貼薩諾尼加
[00:02:39.120 --> 00:02:40.480]  三個安息日
[00:02:40.480 --> 00:02:42.480]  可能三個星期都不到
[00:02:42.480 --> 00:02:45.280]  你大概都認識很多人不止三個星期
[00:02:45.280 --> 00:02:50.960]  但都說不出保羅和貼薩諾尼加人之間的交往
[00:02:50.960 --> 00:02:55.520]  究竟是甚麼導致保羅和貼薩諾尼加人
[00:02:55.520 --> 00:02:58.720]  又成為了這麼莫逆之交呢
[00:02:58.720 --> 00:03:00.240]  第二個問題
[00:03:00.240 --> 00:03:01.880]  這份手足之情
[00:03:01.880 --> 00:03:05.600]  為他們的事公帶來了甚麼影響呢
[00:03:05.600 --> 00:03:08.000]  保羅希望有的影響
[00:03:08.000 --> 00:03:10.080]  當然是很明顯的
[00:03:10.080 --> 00:03:12.960]  他希望貼薩諾尼加人
[00:03:12.960 --> 00:03:14.920]  就拿這份愛心去移植
[00:03:14.920 --> 00:03:16.560]  同樣彼此的相愛
[00:03:16.560 --> 00:03:21.640]  甚至是懂得傳達這份愛去教會的門外
[00:03:21.640 --> 00:03:24.080]  但具體來說這又是甚麼意思呢
[00:03:24.080 --> 00:03:27.560]  如果是今天我們又是怎樣去應用呢
[00:03:27.560 --> 00:03:29.240]  不過在思考這兩個問題之前
[00:03:29.240 --> 00:03:31.640]  我們首先回顧一下這個故事的背景
[00:03:31.640 --> 00:03:33.520]  《使徒行傳》第十六章告訴我們
[00:03:33.520 --> 00:03:35.440]  聖靈和耶穌的靈
[00:03:35.440 --> 00:03:37.960]  阻止保羅的宣教團隊
[00:03:37.960 --> 00:03:41.440]  向東行去亞細亞和彼推尼
[00:03:41.440 --> 00:03:44.560]  保羅之後收到馬其頓的異象
[00:03:44.560 --> 00:03:45.960]  大家都很熟悉這些故事
[00:03:45.960 --> 00:03:48.560]  他們立即就起身向西行
[00:03:48.560 --> 00:03:50.280]  前往馬其頓
[00:03:50.280 --> 00:03:54.080]  第一站就是馬其頓最大的城市菲臘比
[00:03:54.080 --> 00:03:56.240]  他們在菲臘比過了幾個月
[00:03:56.240 --> 00:03:58.240]  有人相信福音
[00:03:58.240 --> 00:04:00.880]  但因為有一次保羅趕走了
[00:04:00.880 --> 00:04:03.880]  一個女奴隸身上的邪靈
[00:04:03.880 --> 00:04:05.840]  得罪了女奴隸的主人
[00:04:05.840 --> 00:04:08.560]  所以主人就煽動一群
[00:04:08.560 --> 00:04:09.640]  可能是給錢的
[00:04:09.640 --> 00:04:13.200]  一群暴徒去毆打他們送監
[00:04:13.200 --> 00:04:16.520]  最後菲臘比的官員
[00:04:16.520 --> 00:04:20.040]  雖然知道保羅是羅馬人向他道歉
[00:04:20.040 --> 00:04:22.760]  但是都求他們離開菲臘比
[00:04:22.760 --> 00:04:25.960]  於是他們就去到歇薩羅尼加
[00:04:25.960 --> 00:04:27.560]  他們在會堂說道
[00:04:27.560 --> 00:04:29.280]  有些猶太人相信
[00:04:29.280 --> 00:04:33.160]  但更多的是敬畏神的外邦人
[00:04:33.160 --> 00:04:37.680]  使得那些猶太人非常妒忌
[00:04:37.680 --> 00:04:41.520]  那些猶太人就煽動全城的人去攻擊
[00:04:41.520 --> 00:04:46.200]  去接待保羅和西拉的爺孫一家
[00:04:46.200 --> 00:04:47.800]  Jason是英文
[00:04:47.800 --> 00:04:50.240]  貼薩羅尼加的弟兄們
[00:04:50.240 --> 00:04:53.160]  擔心保羅和西拉的安全
